Time,Temperature,Mass fraction
1371,528.172,5.5635
1374,528.671,5.5635
1377,529.16999,5.5632
1380,529.671,5.5622
1383,530.16901,5.5622
1386,530.66801,5.5622
1389,531.16901,5.5622
1392,531.667,5.5595
1395,532.167,5.5595
1398,532.66599,5.5581
1401,533.163,5.5581
1404,533.66099,5.5568
1407,534.159,5.5568
1410,534.659,5.5568
1413,535.16099,5.5554
1416,535.65699,5.5541
1419,536.15601,5.5528
1422,536.65601,5.5514
1425,537.154,5.5514
1428,537.655,5.5514
1431,538.15201,5.5504
1434,538.65,5.5487
1437,539.15101,5.5474
1440,539.65101,5.5481
1443,540.15101,5.5474
1446,540.64799,5.5474
1449,541.15,5.5474
1452,541.64899,5.5446
1455,542.14799,5.5433
1458,542.64899,5.5419
1461,543.14701,5.5406
1464,543.64899,5.5406
1467,544.15,5.5392
1470,544.65,5.5379
1473,545.14899,5.5352
1476,545.65,5.5352
1479,546.15,5.5333
1482,546.65201,5.5315
1485,547.15101,5.5315
1488,547.65101,5.5315
1491,548.14899,5.5288
1494,548.65101,5.5288
1497,549.15101,5.5274
1500,549.64899,5.526
1503,550.14799,5.5245
1506,550.64701,5.5223
1509,551.15101,5.5217
1512,551.64899,5.5207
1515,552.15,5.52
1518,552.64799,5.5175
1521,553.14799,5.5149
1524,553.646,5.5133
1527,554.14799,5.5116
1530,554.645,5.5092
1533,555.145,5.5078
1536,555.645,5.5065
1539,556.145,5.505
1542,556.642,5.502
1545,557.142,5.5004
1548,557.64301,5.4982
1551,558.14399,5.4962
1554,558.642,5.4932
1557,559.13999,5.4916
1560,559.642,5.4889
1563,560.14301,5.4864
1566,560.641,5.4845
1569,561.13901,5.4831
1572,561.63599,5.4818
1575,562.137,5.4795
1578,562.637,5.4773
1581,563.13401,5.4739
1584,563.633,5.4711
1587,564.133,5.4682
1590,564.63001,5.4651
1593,565.13199,5.4642
1596,565.628,5.4609
1599,566.12601,5.4584
1602,566.628,5.4566
1605,567.12601,5.4543
1608,567.62601,5.4506
1611,568.12299,5.4466
1614,568.62299,5.4434
1617,569.12198,5.4407
1620,569.61899,5.4368
1623,570.12101,5.4335
1626,570.61899,5.4311
1629,571.115,5.4289
1632,571.616,5.4257
1635,572.11399,5.4231
1638,572.61201,5.4187
1641,573.11301,5.4152
1644,573.60999,5.4118
1647,574.10901,5.4097
1650,574.607,5.4062
1653,575.107,5.4014
1656,575.607,5.3979
1659,576.107,5.3941
1662,576.607,5.3911
1665,577.10801,5.3896
1668,577.607,5.3857
1671,578.10499,5.3819
1674,578.602,5.3787
1677,579.103,5.3759
1680,579.603,5.3723
1683,580.103,5.3681
1686,580.60401,5.363
1689,581.10099,5.3597
1692,581.602,5.3554
1695,582.102,5.3528
1698,582.60001,5.3472
1701,583.10001,5.3429
1704,583.60001,5.3374
1707,584.10001,5.3332
1710,584.598,5.3287
1713,585.09901,5.3256
1716,585.59901,5.322
1719,586.09901,5.3186
1722,586.598,5.3149
1725,587.09901,5.3096
1728,587.598,5.3052
1731,588.098,5.3019
1734,588.59501,5.298
1737,589.098,5.2923
1740,589.59601,5.2875
1743,590.09601,5.2818
1746,590.59601,5.2774
1749,591.098,5.272
1752,591.59699,5.2668
1755,592.098,5.2603
1758,592.59699,5.2544
1761,593.09699,5.2495
1764,593.59699,5.2444
1767,594.09601,5.2377
1770,594.59501,5.2309
1773,595.094,5.2257
1776,595.594,5.2192
1779,596.09299,5.2126
1782,596.59299,5.2056
1785,597.09101,5.1997
1788,597.59299,5.1918
1791,598.09299,5.186
1794,598.589,5.1796
1797,599.09,5.1712
1800,599.58701,5.1623
1803,600.089,5.1553
1806,600.58799,5.1474
1809,601.08799,5.1387
1812,601.58799,5.1292
1815,602.085,5.1198
1818,602.586,5.1105
1821,603.08201,5.1012
1824,603.58201,5.0909
1827,604.08301,5.0836
1830,604.581,5.0729
1833,605.07899,5.0623
1836,605.57899,5.0504
1839,606.07801,5.0402
1842,606.57401,5.0273
1845,607.07599,5.0158
1848,607.573,5.0031
1851,608.072,4.9916
1854,608.573,4.9791
1857,609.06901,4.967
1860,609.56901,4.9522
1863,610.06699,4.9376
1866,610.56599,4.9233
1869,611.068,4.9085
1872,611.56599,4.894
1875,612.06299,4.8784
1878,612.564,4.8627
1881,613.064,4.8451
1884,613.564,4.8275
1887,614.059,4.8105
1890,614.559,4.7938
1893,615.06,4.7757
1896,615.56,4.7566
1899,616.059,4.7389
1902,616.56199,4.718
1905,617.06,4.6988
1908,617.56,4.6764
1911,618.06199,4.6556
1914,618.56,4.6342
1917,619.06101,4.611
1920,619.56199,4.5868
1923,620.06,4.5647
1926,620.564,4.5416
1929,621.06199,4.516
1932,621.56101,4.4891
1935,622.06101,4.4648
1938,622.56101,4.4379
1941,623.06101,4.4101
1944,623.56199,4.382
1947,624.06101,4.3541
1950,624.56,4.3257
1953,625.06299,4.2964
1956,625.56299,4.2649
1959,626.06,4.2345
1962,626.56101,4.2027
1965,627.06101,4.1702
1968,627.559,4.1358
1971,628.059,4.103
1974,628.559,4.0686
1977,629.05799,4.033
1980,629.559,3.9958
1983,630.05701,3.9612
1986,630.56,3.924
1989,631.05701,3.8863
1992,631.55399,3.8462
1995,632.05302,3.8091
1998,632.54801,3.7698
2001,633.046,3.7291
2004,633.54301,3.6856
2007,634.042,3.6453
2010,634.53599,3.6044
2013,635.03199,3.5613
2016,635.529,3.5169
2019,636.02399,3.4752
2022,636.516,3.4328
2025,637.01301,3.3897
2028,637.504,3.3447
2031,638.00199,3.3035
2034,638.49799,3.2609
2037,638.99,3.2158
2040,639.48401,3.1715
2043,639.98099,3.1294
2046,640.47599,3.0864
2049,640.973,3.0433
2052,641.46699,2.9994
2055,641.97199,2.9585
2058,642.47101,2.9164
2061,642.97101,2.8717
2064,643.47901,2.8242
2067,643.97901,2.7788
2070,644.482,2.734
2073,644.98301,2.6868
2076,645.486,2.6385
2079,645.98401,2.5939
2082,646.48801,2.5484
2085,646.98499,2.5013
2088,647.478,2.4536
2091,647.98401,2.4087
2094,648.47901,2.3626
2097,648.97501,2.3162
2100,649.47401,2.269
2103,649.97599,2.2255
2106,650.47599,2.1818
2109,650.97901,2.1335
2112,651.47901,2.0851
2115,651.97999,2.0392
2118,652.47999,1.9929
2121,652.978,1.9473
2124,653.47901,1.8998
2127,653.97599,1.8545
2130,654.47901,1.8094
2133,654.978,1.7656
2136,655.48099,1.7194
2139,655.978,1.678
2142,656.47999,1.6363
2145,656.978,1.5928
2148,657.48099,1.547
2151,657.98099,1.5043
2154,658.47999,1.4619
2157,658.982,1.4193
2160,659.47999,1.3753
2163,659.97999,1.3337
2166,660.48099,1.2925
2169,660.97599,1.2503
2172,661.478,1.2122
2175,661.97599,1.1745
2178,662.47501,1.1336
2181,662.97501,1.0976
2184,663.47501,1.0611
2187,663.973,1.0286
2190,664.47401,0.9954
2193,664.97101,0.9609
2196,665.469,0.9282
2199,665.969,0.8985
2202,666.46601,0.8676
2205,666.964,0.8377
2208,667.46601,0.8094
2211,667.961,0.7819
2214,668.46201,0.7557
2217,668.96201,0.7318
2220,669.461,0.7081
2223,669.96201,0.6851
2226,670.461,0.6624
2229,670.961,0.6407
2232,671.46201,0.6189
2235,671.96299,0.5973
2238,672.46201,0.5776
2241,672.96201,0.5576
2244,673.464,0.5383
2247,673.965,0.5202
2250,674.465,0.5037
2253,674.96699,0.4864
2256,675.469,0.4708
2259,675.96601,0.4587
2262,676.47001,0.4453
2265,676.96799,0.4307
2268,677.47001,0.4176
2271,677.969,0.4051
2274,678.469,0.3933
2277,678.96699,0.3817
2280,679.469,0.3689
2283,679.97101,0.3571
2286,680.47001,0.3467
2289,680.97001,0.3378
2292,681.47101,0.3288
2295,681.97101,0.3205
2298,682.47101,0.3113
2301,682.97199,0.3046
2304,683.47001,0.2978
2307,683.969,0.29
2310,684.46799,0.2828
2313,684.97001,0.2773
2316,685.469,0.2717
2319,685.97101,0.2627
2322,686.473,0.2527
2325,686.97101,0.249
2328,687.47401,0.2463
2331,687.97001,0.2416
2334,688.47199,0.237
2337,688.97199,0.2332
2340,689.47001,0.2287
2343,689.97101,0.2262
2346,690.47001,0.2217
2349,690.969,0.2174
2352,691.469,0.2122
2355,691.97001,0.2091
2358,692.469,0.2056
2361,692.969,0.2034
2364,693.47001,0.2011
2367,693.97001,0.1998
2370,694.465,0.1981
2373,694.965,0.1962
2376,695.464,0.1949
2379,695.96299,0.1915
2382,696.461,0.1868
2385,696.96,0.1849
2388,697.45801,0.1825
2391,697.956,0.181
2394,698.456,0.1794
2397,698.95301,0.1774
2400,699.448,0.1768
2403,699.947,0.1754
2406,700.44599,0.1754
2409,700.943,0.1747
2412,701.44099,0.1727
2415,701.93799,0.1705
2418,702.435,0.168
2421,702.93201,0.1662
2424,703.43,0.1649
2427,703.926,0.1649
2430,704.426,0.1649
2433,704.92399,0.1636
2436,705.422,0.1622
2439,705.921,0.1609
2442,706.417,0.1609
2445,706.917,0.1599
2448,707.41401,0.1585
2451,707.91199,0.1585
2454,708.41001,0.1585
2457,708.908,0.1585
2460,709.40601,0.1572
2463,709.908,0.1568
2466,710.40601,0.1568
2469,710.90601,0.1568
2472,711.40699,0.1568
2475,711.90601,0.1568
2478,712.404,0.1568
2481,712.904,0.1568
2484,713.40201,0.1568
2487,713.9,0.1558
2490,714.39899,0.1558
2493,714.9,0.1558
2496,715.39799,0.1558
2499,715.89899,0.1572
2502,716.396,0.1572
2505,716.895,0.1555
2508,717.395,0.1545
2511,717.89399,0.1545
2514,718.39399,0.1565
2517,718.88999,0.1585
2520,719.38801,0.1585
2523,719.88499,0.1585
2526,720.38599,0.1585
2529,720.88199,0.1585
2532,721.38099,0.1572
2535,721.879,0.1572
2538,722.379,0.1562
2541,722.878,0.1558
2544,723.378,0.1558
2547,723.87699,0.1572
2550,724.37699,0.1558
2553,724.87601,0.1558
2556,725.37299,0.1572
2559,725.87501,0.1558
2562,726.37299,0.1558
2565,726.874,0.1558
2568,727.37501,0.1558
2571,727.87299,0.1545
2574,728.37299,0.1545
2577,728.874,0.1545
2580,729.374,0.1545
2583,729.874,0.1545
2586,730.37299,0.1545
2589,730.87501,0.1545
2592,731.37501,0.1545
2595,731.87601,0.1545
2598,732.37299,0.1558
2601,732.87601,0.1558
2604,733.37501,0.1545
2607,733.87501,0.1545
2610,734.37501,0.1545
2613,734.874,0.1555
2616,735.37299,0.1555
2619,735.874,0.1545
2622,736.37501,0.1545
2625,736.87299,0.1545
2628,737.37299,0.1545
2631,737.87198,0.1568
2634,738.37198,0.1568
2637,738.86799,0.1565
2640,739.37,0.1555
2643,739.87,0.1555
2646,740.36899,0.1545
2649,740.87,0.1532
2652,741.36899,0.1532
2655,741.86701,0.1532
2658,742.36701,0.1545
2661,742.86701,0.1558
2664,743.36701,0.1558
2667,743.866,0.1545
2670,744.36799,0.1532
2673,744.86399,0.1532
2676,745.36799,0.1545
2679,745.866,0.1545
2682,746.36701,0.1545
2685,746.866,0.1545
2688,747.366,0.1558
2691,747.86799,0.1558
2694,748.37,0.1558
2697,748.87299,0.1558
2700,749.37198,0.1558
2703,749.87198,0.1542
2706,750.37601,0.1538
2709,750.879,0.1532
2712,751.379,0.1545
2715,751.88099,0.1545
2718,752.38099,0.1558
2721,752.88199,0.1558
2724,753.38199,0.1572
2727,753.88499,0.1572
2730,754.38401,0.1558
2733,754.88499,0.1558
2736,755.387,0.1552
2739,755.887,0.1552
2742,756.38901,0.1542
2745,756.88801,0.1542
2748,757.387,0.1542
2751,757.88999,0.1538
2754,758.38801,0.1538
2757,758.88999,0.1538
2760,759.392,0.1552
2763,759.892,0.1552
2766,760.39399,0.1565
2769,760.89301,0.1545
2772,761.39701,0.1545
2775,761.89799,0.1545
2778,762.4,0.1532
2781,762.89799,0.1545
2784,763.40299,0.1558
2787,763.90299,0.1558
2790,764.405,0.1545
2793,764.905,0.1555
2796,765.408,0.1542
2799,765.908,0.1538
2802,766.41001,0.1548
2805,766.91199,0.1552
2808,767.41199,0.1538
2811,767.91199,0.1538
2814,768.413,0.1552
2817,768.91199,0.1552
2820,769.413,0.1552
2823,769.91401,0.1552
2826,770.41401,0.1542
2829,770.91401,0.1538
2832,771.413,0.1538
2835,771.91001,0.1548
2838,772.41001,0.1555
2841,772.909,0.1558
2844,773.408,0.1558
2847,773.90601,0.1558
2850,774.40699,0.1545
2853,774.90601,0.1545
2856,775.409,0.1535
2859,775.90699,0.1545
2862,776.40601,0.1545
2865,776.905,0.1555
2868,777.405,0.1555
2871,777.90699,0.1555
2874,778.404,0.1555
2877,778.905,0.1558
2880,779.404,0.1548
2883,779.904,0.1548
2886,780.405,0.1548
2889,780.90699,0.1548
2892,781.40699,0.1548
2895,781.909,0.1545
2898,782.41199,0.1535
2901,782.91199,0.1548
2904,783.41401,0.1548
2907,783.91599,0.1548
2910,784.41999,0.1548
2913,784.922,0.1535
2916,785.42301,0.1535
2919,785.926,0.1535
2922,786.426,0.1545
2925,786.92802,0.1545
2928,787.43003,0.1545
2931,787.93302,0.1545
2934,788.43497,0.1532
2937,788.93802,0.1528
2940,789.439,0.1518
2943,789.94102,0.1525
2946,790.44303,0.1525
2949,790.94498,0.1525
2952,791.44401,0.1541
2955,791.94602,0.1541
2958,792.44901,0.1554
2961,792.94797,0.1554
2964,793.44901,0.1554
2967,793.95298,0.1554
2970,794.45298,0.1554
2973,794.95798,0.1554
2976,795.45798,0.1567
2979,795.95902,0.1567
2982,796.45902,0.1564
2985,796.95701,0.1554
2988,797.45701,0.1544
2991,797.96,0.1544
2994,798.46097,0.1531
2997,798.96097,0.1531
3000,799.46,0.1517
3003,799.96097,0.1524
3006,800.46201,0.1544
3009,800.96201,0.156
3012,801.46201,0.1549
3015,801.96201,0.1549
3018,802.46097,0.156
3021,802.96299,0.156
3024,803.46097,0.156
3027,803.95902,0.155
3030,804.46097,0.155
3033,804.95902,0.155
3036,805.45902,0.1543
3039,805.95798,0.1533
3042,806.46,0.1546
3045,806.95798,0.1549
3048,807.45701,0.1573
3051,807.95902,0.1573
3054,808.45798,0.157
3057,808.95902,0.1549
3060,809.45701,0.1533
3063,809.96097,0.1533
3066,810.46299,0.1539
3069,810.96299,0.1539
3072,811.46299,0.1553
3075,811.96201,0.1553
3078,812.465,0.1553
3081,812.96702,0.1543
3084,813.46897,0.1539
3087,813.96799,0.1529
3090,814.47098,0.1529
3093,814.97098,0.1529
3096,815.47098,0.1556
3099,815.97098,0.1556
3102,816.47202,0.1543
3105,816.97202,0.1543
3108,817.47397,0.1543
3111,817.97397,0.1553
3114,818.47703,0.1556
3117,818.98002,0.1556
3120,819.47703,0.1543
3123,819.98002,0.1556
3126,820.48398,0.1556
3129,820.98301,0.1553
3132,821.48398,0.1539
3135,821.98502,0.1543
