Time (s),MLR (g/m2/s),T Back (K),T Top (K)
7.41E+01,1.00E-02,2.97E+02,8.79E+02
7.51E+01,1.01E-02,2.97E+02,8.80E+02
7.61E+01,1.01E-02,2.97E+02,8.81E+02
7.71E+01,1.00E-02,2.97E+02,8.81E+02
7.81E+01,9.81E-03,2.98E+02,8.82E+02
7.91E+01,9.61E-03,2.98E+02,8.83E+02
8.01E+01,9.46E-03,2.98E+02,8.84E+02
8.11E+01,9.40E-03,2.98E+02,8.84E+02
8.21E+01,9.43E-03,2.99E+02,8.85E+02
8.31E+01,9.52E-03,2.99E+02,8.86E+02
8.41E+01,9.63E-03,2.99E+02,8.87E+02
8.51E+01,9.73E-03,2.99E+02,8.88E+02
8.61E+01,9.76E-03,3.00E+02,8.89E+02
8.71E+01,9.71E-03,3.00E+02,8.89E+02
8.81E+01,9.58E-03,3.00E+02,8.90E+02
8.91E+01,9.41E-03,3.01E+02,8.90E+02
9.01E+01,9.25E-03,3.01E+02,8.91E+02
9.11E+01,9.15E-03,3.01E+02,8.92E+02
9.21E+01,9.13E-03,3.02E+02,8.92E+02
9.31E+01,9.17E-03,3.02E+02,8.93E+02
9.41E+01,9.26E-03,3.02E+02,8.94E+02
9.51E+01,9.35E-03,3.03E+02,8.95E+02
9.61E+01,9.42E-03,3.03E+02,8.95E+02
9.71E+01,9.44E-03,3.03E+02,8.96E+02
9.81E+01,9.38E-03,3.04E+02,8.97E+02
9.91E+01,9.27E-03,3.04E+02,8.97E+02
1.00E+02,9.13E-03,3.05E+02,8.98E+02
1.01E+02,9.00E-03,3.05E+02,8.98E+02
1.02E+02,8.91E-03,3.05E+02,8.99E+02
1.03E+02,8.88E-03,3.06E+02,8.99E+02
1.04E+02,8.92E-03,3.06E+02,9.00E+02
1.05E+02,8.99E-03,3.07E+02,9.00E+02
1.06E+02,9.07E-03,3.07E+02,9.01E+02
1.07E+02,9.13E-03,3.08E+02,9.02E+02
1.08E+02,9.15E-03,3.08E+02,9.02E+02
1.09E+02,9.12E-03,3.08E+02,9.03E+02
1.10E+02,9.04E-03,3.09E+02,9.03E+02
1.11E+02,8.93E-03,3.09E+02,9.03E+02
1.12E+02,8.81E-03,3.10E+02,9.04E+02
1.13E+02,8.71E-03,3.10E+02,9.04E+02
1.14E+02,8.67E-03,3.11E+02,9.05E+02
1.15E+02,8.67E-03,3.11E+02,9.05E+02
1.16E+02,8.72E-03,3.12E+02,9.06E+02
1.17E+02,8.79E-03,3.12E+02,9.06E+02
1.18E+02,8.85E-03,3.13E+02,9.07E+02
1.19E+02,8.89E-03,3.13E+02,9.07E+02
1.20E+02,8.89E-03,3.14E+02,9.08E+02
1.21E+02,8.85E-03,314.109736,908.28313
1.22E+02,8.77E-03,314.61796,908.66555
1.23E+02,8.67E-03,315.131108,909.04303
1.24E+02,8.57E-03,315.648841,909.42961
1.25E+02,8.50E-03,316.17113,909.83498
1.26E+02,8.47E-03,316.697987,910.26223
1.27E+02,8.48E-03,317.229277,910.70717
1.28E+02,8.52E-03,317.765209,911.15991
1.29E+02,8.58E-03,318.30518,911.60777
1.30E+02,8.64E-03,318.849739,912.03885
1.31E+02,8.67E-03,319.398222,912.44514
1.32E+02,8.67E-03,319.951296,912.82432
1.33E+02,8.63E-03,320.508023,913.17984
1.34E+02,8.56E-03,321.069111,913.51964
1.35E+02,8.47E-03,321.63396,913.8541
1.36E+02,8.39E-03,322.202945,914.19319
1.37E+02,8.32E-03,322.775903,914.54438
1.38E+02,8.29E-03,323.352422,914.91089
1.39E+02,8.30E-03,323.933063,915.29092
1.40E+02,8.33E-03,324.517189,915.67847
1.41E+02,8.38E-03,325.105226,916.06495
1.42E+02,8.43E-03,325.696743,916.44153
1.43E+02,8.46E-03,326.291876,916.80152
1.44E+02,8.47E-03,326.890758,917.14166
1.45E+02,8.45E-03,327.492752,917.46296
1.46E+02,8.39E-03,328.098507,917.76977
1.47E+02,8.32E-03,328.707549,918.06889
1.48E+02,8.25E-03,329.319827,918.36778
1.49E+02,8.18E-03,329.935556,918.67265
1.50E+02,8.14E-03,330.554345,918.98748
1.51E+02,8.13E-03,331.160893,919.3046
1.52E+02,8.15E-03,331.770388,919.6295
1.53E+02,8.19E-03,332.39848,919.96569
1.54E+02,8.23E-03,333.029877,920.29874
1.55E+02,8.27E-03,333.664022,920.62266
1.56E+02,8.29E-03,334.301283,920.93331
1.57E+02,8.29E-03,334.941577,921.22925
1.58E+02,8.26E-03,335.584446,921.51173
1.59E+02,8.21E-03,336.230389,921.78431
1.60E+02,8.14E-03,336.879202,922.05208
1.61E+02,8.08E-03,337.530475,922.32011
1.62E+02,8.03E-03,338.184686,922.59267
1.63E+02,8.00E-03,338.841633,922.87239
1.64E+02,7.99E-03,339.500929,923.15942
1.65E+02,8.01E-03,340.163004,923.45175
1.66E+02,8.05E-03,340.827607,923.74572
1.67E+02,8.09E-03,341.494667,924.03682
1.68E+02,8.12E-03,342.164415,924.32089
1.69E+02,8.14E-03,342.836576,924.59501
1.70E+02,8.13E-03,343.511083,924.85822
1.71E+02,8.10E-03,344.188102,925.11135
1.72E+02,8.06E-03,344.867495,925.3569
1.73E+02,8.00E-03,345.549113,925.59848
1.74E+02,7.95E-03,346.233128,925.83976
1.75E+02,7.90E-03,346.919419,926.08384
1.76E+02,7.87E-03,347.607849,926.33267
1.77E+02,7.87E-03,348.298513,926.58675
1.78E+02,7.89E-03,348.99146,926.84478
1.79E+02,7.92E-03,349.686485,927.10428
1.80E+02,7.96E-03,350.383531,927.36217
1.81E+02,7.99E-03,351.082844,927.6154
1.82E+02,8.00E-03,351.784176,927.86155
1.83E+02,8.00E-03,352.48732,928.09958
1.84E+02,7.98E-03,353.192709,928.32978
1.85E+02,7.94E-03,353.900047,928.5536
1.86E+02,7.89E-03,354.609095,928.77336
1.87E+02,7.84E-03,355.32019,928.99182
1.88E+02,7.80E-03,356.033242,929.21137
1.89E+02,7.78E-03,356.748008,929.43382
1.90E+02,7.77E-03,357.464602,929.65988
1.91E+02,7.78E-03,358.183123,929.88912
1.92E+02,7.80E-03,358.903348,930.12017
1.93E+02,7.83E-03,359.625172,930.35093
1.94E+02,7.86E-03,360.348831,930.57908
1.95E+02,7.88E-03,361.074341,930.80265
1.96E+02,7.89E-03,361.801444,931.02037
1.97E+02,7.88E-03,362.530184,931.23199
1.98E+02,7.85E-03,363.26069,931.43806
1.99E+02,7.81E-03,363.992802,931.63993
2.00E+02,7.77E-03,364.726518,931.83954
2.01E+02,7.73E-03,365.461679,932.03881
2.02E+02,7.70E-03,366.198655,932.23928
2.03E+02,7.68E-03,366.937185,932.44196
2.04E+02,7.69E-03,367.677071,932.64707
2.05E+02,7.70E-03,368.41853,932.85416
2.06E+02,7.73E-03,369.161553,933.06193
2.07E+02,7.76E-03,369.906005,933.26876
2.08E+02,7.78E-03,370.65191,933.47308
2.09E+02,7.79E-03,371.399148,933.67364
2.10E+02,7.79E-03,372.147969,933.86965
2.11E+02,7.78E-03,372.898205,934.061
2.12E+02,7.75E-03,373.64968,934.2484
2.13E+02,7.71E-03,374.40259,934.43286
2.14E+02,7.68E-03,375.15696,934.61573
2.15E+02,7.64E-03,375.91262,934.79847
2.16E+02,7.62E-03,376.6696,934.9821
2.17E+02,7.62E-03,377.42785,935.16724
2.18E+02,7.62E-03,378.1874,935.35402
2.19E+02,7.64E-03,378.94821,935.54197
2.20E+02,7.67E-03,379.71033,935.73016
2.21E+02,7.69E-03,380.47363,935.91744
2.22E+02,7.71E-03,381.23829,936.10265
2.23E+02,7.72E-03,382.00418,936.28486
2.24E+02,7.71E-03,382.77119,936.46361
2.25E+02,7.70E-03,383.5394,936.63893
2.26E+02,7.67E-03,384.30884,936.81117
2.27E+02,7.64E-03,385.07945,936.98119
2.28E+02,7.61E-03,385.85125,937.14992
2.29E+02,7.59E-03,386.62405,937.31836
2.30E+02,7.57E-03,387.3981,937.48743
2.31E+02,7.57E-03,388.17328,937.65744
2.32E+02,7.58E-03,388.94947,937.82848
2.33E+02,7.59E-03,389.7268,938.00024
2.34E+02,7.62E-03,390.5051,938.17209
2.35E+02,7.64E-03,391.28461,938.34327
2.36E+02,7.66E-03,392.06512,938.51286
2.37E+02,7.66E-03,392.84662,938.68017
2.38E+02,7.66E-03,393.62916,938.84487
2.39E+02,7.65E-03,394.41263,939.00694
2.40E+02,7.62E-03,395.19723,939.16659
2.41E+02,7.60E-03,395.9828,939.32442
2.42E+02,7.57E-03,396.76924,939.48111
2.43E+02,7.55E-03,397.55657,939.63742
2.44E+02,7.54E-03,398.34497,939.7939
2.45E+02,7.54E-03,399.13437,939.95093
2.46E+02,7.55E-03,399.92464,940.10863
2.47E+02,7.56E-03,400.71589,940.26688
2.48E+02,7.59E-03,401.50795,940.42514
2.49E+02,7.60E-03,402.30102,940.58287
2.50E+02,7.62E-03,403.09505,940.73948
2.51E+02,7.63E-03,403.88989,940.89445
2.52E+02,7.63E-03,404.68563,941.04743
2.53E+02,7.62E-03,405.48216,941.19837
2.54E+02,7.60E-03,406.27965,941.34744
2.55E+02,7.58E-03,407.078,941.49491
2.56E+02,7.56E-03,407.87714,941.64132
2.57E+02,7.54E-03,408.67715,941.7872
2.58E+02,7.53E-03,409.47791,941.93301
2.59E+02,7.53E-03,410.27958,942.0791
2.60E+02,7.54E-03,411.08207,942.22561
2.61E+02,7.55E-03,411.88531,942.37241
2.62E+02,7.57E-03,412.68939,942.51922
2.63E+02,7.59E-03,413.49418,942.6657
2.64E+02,7.60E-03,414.29982,942.81139
2.65E+02,7.61E-03,415.10615,942.95595
2.66E+02,7.61E-03,415.91318,943.09907
2.67E+02,7.61E-03,416.72092,943.24056
2.68E+02,7.59E-03,417.52946,943.38049
2.69E+02,7.58E-03,418.33877,943.51911
2.70E+02,7.56E-03,419.14878,943.65677
2.71E+02,7.55E-03,419.95958,943.79384
2.72E+02,7.54E-03,420.77101,943.93069
2.73E+02,7.54E-03,421.5832,944.06752
2.74E+02,7.55E-03,422.39606,944.2045
2.75E+02,7.56E-03,423.20968,944.34169
2.76E+02,7.58E-03,424.02398,944.47893
2.77E+02,7.60E-03,424.83892,944.61592
2.78E+02,7.61E-03,425.65457,944.75237
2.79E+02,7.62E-03,426.47079,944.888
2.80E+02,7.62E-03,427.28778,945.02259
2.81E+02,7.62E-03,428.10539,945.15596
2.82E+02,7.61E-03,428.92362,945.28812
2.83E+02,7.60E-03,429.74254,945.41915
2.84E+02,7.58E-03,430.56197,945.54932
2.85E+02,7.57E-03,431.38214,945.67888
2.86E+02,7.57E-03,432.20288,945.8081
2.87E+02,7.57E-03,433.0242,945.93713
2.88E+02,7.58E-03,433.84618,946.06622
2.89E+02,7.59E-03,434.66863,946.19536
2.90E+02,7.61E-03,435.49158,946.32447
2.91E+02,7.62E-03,436.31521,946.45342
2.92E+02,7.64E-03,437.13948,946.58201
2.93E+02,7.65E-03,437.96425,946.71004
2.94E+02,7.65E-03,438.78962,946.83729
2.95E+02,7.65E-03,439.61546,946.96361
2.96E+02,7.65E-03,440.4419,947.08901
2.97E+02,7.64E-03,441.2689,947.21352
2.98E+02,7.63E-03,442.09648,947.33722
2.99E+02,7.62E-03,442.92462,947.46034
3.00E+02,7.62E-03,443.75319,947.5831
3.01E+02,7.62E-03,444.58231,947.70564
3.02E+02,7.63E-03,445.41191,947.82807
3.03E+02,7.64E-03,446.24203,947.95045
3.04E+02,7.66E-03,447.07264,948.07278
3.05E+02,7.67E-03,447.90369,948.19495
3.06E+02,7.69E-03,448.73527,948.31685
3.07E+02,7.70E-03,449.56724,948.43835
3.08E+02,7.71E-03,450.39974,948.55932
3.09E+02,7.71E-03,451.23271,948.67958
3.10E+02,7.71E-03,452.06608,948.7991
3.11E+02,7.70E-03,452.89994,948.91791
3.12E+02,7.70E-03,453.73413,949.03605
3.13E+02,7.69E-03,454.56867,949.15366
3.14E+02,7.69E-03,455.40373,949.27094
3.15E+02,7.70E-03,456.23921,949.38795
3.16E+02,7.70E-03,457.07507,949.5048
3.17E+02,7.72E-03,457.91137,949.62152
3.18E+02,7.73E-03,458.74801,949.73813
3.19E+02,7.75E-03,459.58508,949.85461
3.20E+02,7.77E-03,460.42253,949.97091
3.21E+02,7.78E-03,461.26038,950.08689
3.22E+02,7.79E-03,462.09861,950.20241
3.23E+02,7.79E-03,462.93711,950.31743
3.24E+02,7.79E-03,463.77598,950.43188
3.25E+02,7.79E-03,464.61513,950.54578
3.26E+02,7.79E-03,465.45468,950.65918
3.27E+02,7.79E-03,466.29458,950.77209
3.28E+02,7.79E-03,467.13477,950.88465
3.29E+02,7.80E-03,467.97528,950.99694
3.30E+02,7.81E-03,468.81601,951.10905
3.31E+02,7.82E-03,469.65706,951.22104
3.32E+02,7.84E-03,470.49836,951.33293
3.33E+02,7.86E-03,471.34,951.44464
3.34E+02,7.87E-03,472.18187,951.55615
3.35E+02,7.89E-03,473.02387,951.66744
3.36E+02,7.90E-03,473.86611,951.77839
3.37E+02,7.90E-03,474.70865,951.88893
3.38E+02,7.91E-03,475.55139,951.99903
3.39E+02,7.91E-03,476.39443,952.10871
3.40E+02,7.91E-03,477.62441,952.218
3.41E+02,7.91E-03,478.78568,952.32688
3.42E+02,7.92E-03,479.63119,952.43546
3.43E+02,7.93E-03,480.47692,952.54379
3.44E+02,7.94E-03,481.32282,952.65194
3.45E+02,7.96E-03,482.16896,952.75994
3.46E+02,7.98E-03,483.01528,952.8678
3.47E+02,8.00E-03,483.86174,952.9755
3.48E+02,8.01E-03,484.70837,953.08306
3.49E+02,8.03E-03,485.55513,953.19041
3.50E+02,8.04E-03,486.40208,953.29749
3.51E+02,8.05E-03,487.24916,953.40425
3.52E+02,8.05E-03,488.09638,953.51069
3.53E+02,8.06E-03,488.9437,953.61678
3.54E+02,8.06E-03,489.79113,953.72253
3.55E+02,8.07E-03,490.63868,953.82798
3.56E+02,8.08E-03,491.48629,953.93318
3.57E+02,8.10E-03,492.33401,954.03819
3.58E+02,8.11E-03,493.18184,954.14302
3.59E+02,8.13E-03,494.02975,954.24771
3.60E+02,8.15E-03,494.87776,954.35227
3.61E+02,8.17E-03,495.72587,954.45666
3.62E+02,8.19E-03,496.57402,954.5609
3.63E+02,8.20E-03,497.42231,954.66494
3.64E+02,8.21E-03,498.27074,954.76876
3.65E+02,8.23E-03,499.1192,954.87234
3.66E+02,8.24E-03,499.96778,954.97572
3.67E+02,8.25E-03,500.81641,955.07882
3.68E+02,8.26E-03,501.66513,955.18164
3.69E+02,8.27E-03,502.5139,955.28423
3.70E+02,8.28E-03,503.36278,955.38659
3.71E+02,8.30E-03,504.21178,955.48879
3.72E+02,8.32E-03,505.06087,955.59083
3.73E+02,8.34E-03,505.91003,955.69278
3.74E+02,8.36E-03,506.75928,955.79459
3.75E+02,8.38E-03,507.60863,955.89627
3.76E+02,8.40E-03,508.45807,955.9978
3.77E+02,8.42E-03,509.3077,956.09915
3.78E+02,8.43E-03,510.15742,956.2003
3.79E+02,8.45E-03,511.00727,956.30129
3.80E+02,8.46E-03,511.85723,956.40209
3.81E+02,8.48E-03,512.70736,956.50268
3.82E+02,8.49E-03,513.55768,956.60307
3.83E+02,8.51E-03,514.40825,956.70328
3.84E+02,8.53E-03,515.25908,956.80332
3.85E+02,8.55E-03,516.11012,956.90326
3.86E+02,8.57E-03,516.96145,957.00307
3.87E+02,8.60E-03,517.81304,957.10276
3.88E+02,8.62E-03,518.66496,957.20232
3.89E+02,8.64E-03,519.51722,957.30175
3.90E+02,8.66E-03,520.36986,957.40108
3.91E+02,8.68E-03,521.22295,957.50027
3.92E+02,8.69E-03,522.07645,957.59931
3.93E+02,8.71E-03,522.93045,957.69819
3.94E+02,8.73E-03,523.78493,957.79692
3.95E+02,8.75E-03,524.63994,957.89551
3.96E+02,8.77E-03,525.49554,957.99396
3.97E+02,8.79E-03,526.35185,958.09227
3.98E+02,8.82E-03,527.20886,958.19046
3.99E+02,8.84E-03,528.06659,958.28854
4.00E+02,8.87E-03,528.92514,958.38652
4.01E+02,8.89E-03,529.78452,958.48441
4.02E+02,8.91E-03,530.64477,958.5822
4.03E+02,8.93E-03,531.50601,958.67989
4.04E+02,8.95E-03,532.36836,958.77748
4.05E+02,8.98E-03,533.23188,958.87496
4.06E+02,9.00E-03,534.09659,958.97234
4.07E+02,9.02E-03,534.96257,959.06959
4.08E+02,9.04E-03,535.82995,959.16671
4.09E+02,9.06E-03,536.69877,959.26374
4.10E+02,9.09E-03,537.56918,959.36068
4.11E+02,9.12E-03,538.44123,959.4575
4.12E+02,9.14E-03,539.31505,959.55423
4.13E+02,9.17E-03,540.19074,959.65092
4.14E+02,9.19E-03,541.06835,959.74751
4.15E+02,9.22E-03,541.94807,959.84404
4.16E+02,9.24E-03,542.82997,959.94048
4.17E+02,9.26E-03,543.71424,960.03685
4.18E+02,9.29E-03,544.60093,960.13314
4.19E+02,9.31E-03,545.49025,960.22935
4.20E+02,9.34E-03,546.38227,960.32546
4.21E+02,9.36E-03,547.27722,960.4215
4.22E+02,9.39E-03,548.17517,960.51747
4.23E+02,9.41E-03,549.07629,960.61338
4.24E+02,9.44E-03,549.98072,960.70922
4.25E+02,9.47E-03,550.88869,960.805
4.26E+02,9.50E-03,551.80032,960.90072
4.27E+02,9.52E-03,552.71586,960.99638
4.28E+02,9.55E-03,553.63541,961.09199
4.29E+02,9.57E-03,554.55928,961.18755
4.30E+02,9.60E-03,555.48759,961.28305
4.31E+02,9.62E-03,556.42054,961.37849
4.32E+02,9.65E-03,557.35832,961.47391
4.33E+02,9.68E-03,558.3012,961.5693
4.34E+02,9.70E-03,559.24937,961.66462
4.35E+02,9.73E-03,560.20305,961.7599
4.36E+02,9.76E-03,561.16251,961.85512
4.37E+02,9.78E-03,562.12788,961.9503
4.38E+02,9.81E-03,563.0995,962.04545
4.39E+02,9.84E-03,564.07757,962.14056
4.40E+02,9.87E-03,565.06235,962.23566
4.41E+02,9.89E-03,566.05409,962.33076
4.42E+02,9.92E-03,567.05305,962.42584
4.43E+02,9.95E-03,568.05945,962.52089
4.44E+02,9.97E-03,569.07361,962.6159
4.45E+02,1.00E-02,570.09581,962.71089
4.46E+02,1.00E-02,571.12623,962.80585
4.47E+02,1.01E-02,572.16523,962.90081
4.48E+02,1.01E-02,573.21302,962.99578
4.49E+02,1.01E-02,574.26992,963.09074
4.50E+02,1.01E-02,575.33618,963.1857
4.51E+02,1.02E-02,576.41199,963.28064
4.52E+02,1.02E-02,577.49771,963.37559
4.53E+02,1.02E-02,578.59351,963.47055
4.54E+02,1.03E-02,579.69973,963.56553
4.55E+02,1.03E-02,580.81651,963.66053
4.56E+02,1.03E-02,581.9442,963.75553
4.57E+02,1.03E-02,583.08297,963.85054
4.58E+02,1.04E-02,584.23309,963.94557
4.59E+02,1.04E-02,585.39467,964.04064
4.60E+02,1.04E-02,586.56796,964.13574
4.61E+02,1.05E-02,587.75305,964.23086
4.62E+02,1.05E-02,588.95025,964.32603
4.63E+02,1.05E-02,590.15968,964.42123
4.64E+02,1.06E-02,591.3815,964.51648
4.65E+02,1.06E-02,592.61578,964.61179
4.66E+02,1.06E-02,593.86261,964.70714
4.67E+02,1.07E-02,595.12222,964.80255
4.68E+02,1.07E-02,596.39461,964.89801
4.69E+02,1.08E-02,597.67972,964.99354
4.70E+02,1.08E-02,598.9777,965.08915
4.71E+02,1.08E-02,600.28866,965.18483
4.72E+02,1.09E-02,601.61251,965.2806
4.73E+02,1.09E-02,602.94914,965.37645
4.74E+02,1.10E-02,604.2987,965.47239
4.75E+02,1.10E-02,605.66103,965.56842
4.76E+02,1.11E-02,607.0361,965.66457
4.77E+02,1.11E-02,608.42408,965.76082
4.78E+02,1.12E-02,609.82468,965.85718
4.79E+02,1.12E-02,611.23798,965.95366
4.80E+02,1.13E-02,612.66398,966.05028
4.81E+02,1.13E-02,614.10245,966.14701
4.82E+02,1.14E-02,615.55341,966.24391
4.83E+02,1.14E-02,617.01674,966.34094
4.84E+02,1.15E-02,618.49248,966.43813
4.85E+02,1.15E-02,619.98039,966.53548
4.86E+02,1.16E-02,621.48054,966.63301
4.87E+02,1.17E-02,622.99259,966.73071
4.88E+02,1.17E-02,624.51657,966.8286
4.89E+02,1.18E-02,626.05212,966.92668
4.90E+02,1.19E-02,627.59928,967.02497
4.91E+02,1.19E-02,629.15762,967.12347
4.92E+02,1.20E-02,630.72692,967.2222
4.93E+02,1.21E-02,632.30665,967.32117
4.94E+02,1.22E-02,633.89641,967.42038
4.95E+02,1.22E-02,635.4956,967.51984
4.96E+02,1.23E-02,637.10343,967.61957
4.97E+02,1.24E-02,638.71926,967.71957
4.98E+02,1.25E-02,640.342,967.81986
4.99E+02,1.25E-02,641.97061,967.92045
5.00E+02,1.26E-02,643.60402,968.02136
5.01E+02,1.27E-02,645.2406,968.1226
5.02E+02,1.28E-02,646.8791,968.22419
5.03E+02,1.29E-02,648.51807,968.32613
5.04E+02,1.29E-02,650.15584,968.42844
5.05E+02,1.30E-02,651.79102,968.53113
5.06E+02,1.31E-02,653.42207,968.63422
5.07E+02,1.32E-02,655.04763,968.73773
5.08E+02,1.32E-02,656.66691,968.84166
5.09E+02,1.33E-02,658.27915,968.94605
5.10E+02,1.33E-02,659.88412,969.05093
5.11E+02,1.34E-02,661.48249,969.1563
5.12E+02,1.34E-02,663.07504,969.26218
5.13E+02,1.35E-02,664.66398,969.36858
5.14E+02,1.35E-02,666.25159,969.47552
5.15E+02,1.35E-02,667.84153,969.58304
5.16E+02,1.35E-02,669.43831,969.69114
5.17E+02,1.34E-02,671.04678,969.79987
5.18E+02,1.34E-02,672.67335,969.90927
5.19E+02,1.33E-02,674.32487,970.01936
5.20E+02,1.32E-02,676.00894,970.13014
5.21E+02,1.31E-02,677.73451,970.24165
5.22E+02,1.30E-02,679.51122,970.35393
5.23E+02,1.28E-02,681.35018,970.46703
5.24E+02,1.26E-02,683.26381,970.58103
5.25E+02,1.24E-02,685.26597,970.69595
5.26E+02,1.22E-02,687.37242,970.81186
5.27E+02,1.19E-02,689.60107,970.92882
5.28E+02,1.16E-02,691.97139,971.04694
5.29E+02,1.12E-02,694.50413,971.16631
5.30E+02,1.08E-02,697.22065,971.28706
5.31E+02,1.04E-02,700.14079,971.40933
5.32E+02,9.93E-03,703.27892,971.53326
5.33E+02,9.43E-03,706.6387,971.65909
5.34E+02,8.93E-03,710.20811,971.78704
5.35E+02,8.44E-03,713.95703,971.91736
5.36E+02,7.97E-03,717.8412,972.05038
5.37E+02,7.53E-03,721.81583,972.18646
5.38E+02,7.09E-03,725.84921,972.32601
5.39E+02,6.64E-03,729.92797,972.46952
5.40E+02,6.17E-03,734.05021,972.61751
5.41E+02,5.68E-03,738.21567,972.77056
5.42E+02,5.17E-03,742.42117,972.92929
5.43E+02,4.66E-03,746.65898,973.09433
5.44E+02,4.15E-03,750.91753,973.26631
5.45E+02,3.65E-03,755.18097,973.44585
5.46E+02,3.18E-03,759.43101,973.63354
5.47E+02,2.75E-03,763.64921,973.82993
5.48E+02,2.38E-03,767.81652,974.03548
5.49E+02,2.06E-03,771.911,974.25062
5.50E+02,1.79E-03,775.92407,974.47569
5.51E+02,1.58E-03,779.85153,974.71098
5.52E+02,1.42E-03,783.68519,974.95672
5.53E+02,1.31E-03,787.42073,975.21302
5.54E+02,1.23E-03,791.05806,975.47997
5.55E+02,1.18E-03,794.6001,975.75754
5.56E+02,1.15E-03,798.05178,976.04563
5.57E+02,1.13E-03,801.41908,976.34408
5.58E+02,1.12E-03,804.70832,976.65264
5.59E+02,1.12E-03,807.92567,976.971
5.60E+02,1.12E-03,811.07682,977.29875
