Time (s),MLR (g/m2/s),T Back (K),T Top (K)
3.50E+01,8.03E-07,2.93E+02,4.57E+02
3.60E+01,8.98E-07,2.93E+02,4.58E+02
3.70E+01,1.00E-06,2.93E+02,4.60E+02
3.81E+01,1.11E-06,2.93E+02,4.62E+02
3.91E+01,1.24E-06,2.93E+02,4.63E+02
4.01E+01,1.37E-06,2.93E+02,4.65E+02
4.11E+01,1.50E-06,2.93E+02,4.66E+02
4.21E+01,1.65E-06,2.93E+02,4.68E+02
4.31E+01,1.81E-06,2.93E+02,4.69E+02
4.41E+01,1.98E-06,2.93E+02,4.70E+02
4.51E+01,2.16E-06,2.93E+02,4.72E+02
4.61E+01,2.35E-06,2.93E+02,4.73E+02
4.71E+01,2.55E-06,2.93E+02,4.74E+02
4.81E+01,2.76E-06,2.93E+02,4.76E+02
4.91E+01,2.98E-06,2.93E+02,4.77E+02
5.01E+01,3.22E-06,2.93E+02,4.78E+02
5.11E+01,3.47E-06,2.93E+02,4.79E+02
5.21E+01,3.73E-06,2.93E+02,4.80E+02
5.31E+01,4.01E-06,2.93E+02,4.81E+02
5.41E+01,4.30E-06,2.93E+02,4.83E+02
5.51E+01,4.60E-06,2.93E+02,4.84E+02
5.61E+01,4.92E-06,2.93E+02,4.85E+02
5.71E+01,5.25E-06,2.93E+02,4.86E+02
5.81E+01,5.60E-06,2.93E+02,4.87E+02
5.91E+01,5.96E-06,2.94E+02,4.88E+02
6.01E+01,6.34E-06,2.94E+02,4.89E+02
6.11E+01,6.73E-06,2.94E+02,4.90E+02
6.21E+01,7.14E-06,2.94E+02,4.91E+02
6.31E+01,7.56E-06,2.94E+02,4.92E+02
6.41E+01,8.00E-06,2.94E+02,4.93E+02
6.51E+01,8.46E-06,2.94E+02,4.94E+02
6.61E+01,8.93E-06,2.94E+02,4.95E+02
6.71E+01,9.42E-06,2.94E+02,4.96E+02
6.81E+01,9.93E-06,2.94E+02,4.96E+02
6.91E+01,1.05E-05,2.94E+02,4.97E+02
7.01E+01,1.10E-05,2.94E+02,4.98E+02
7.11E+01,1.16E-05,2.94E+02,4.99E+02
7.21E+01,1.21E-05,2.94E+02,5.00E+02
7.31E+01,1.27E-05,2.94E+02,5.01E+02
7.41E+01,1.33E-05,2.94E+02,5.02E+02
7.51E+01,1.40E-05,2.94E+02,5.02E+02
7.61E+01,1.46E-05,2.95E+02,5.03E+02
7.71E+01,1.53E-05,2.95E+02,5.04E+02
7.81E+01,1.60E-05,2.95E+02,5.05E+02
7.91E+01,1.67E-05,2.95E+02,5.05E+02
8.01E+01,1.74E-05,2.95E+02,5.06E+02
8.11E+01,1.81E-05,2.95E+02,5.07E+02
8.21E+01,1.89E-05,2.95E+02,5.08E+02
8.31E+01,1.97E-05,2.95E+02,5.08E+02
8.41E+01,2.05E-05,2.95E+02,5.09E+02
8.51E+01,2.13E-05,2.95E+02,5.10E+02
8.61E+01,2.21E-05,2.95E+02,5.10E+02
8.71E+01,2.30E-05,2.96E+02,5.11E+02
8.81E+01,2.39E-05,2.96E+02,5.12E+02
8.91E+01,2.48E-05,2.96E+02,5.12E+02
9.01E+01,2.57E-05,2.96E+02,5.13E+02
9.11E+01,2.66E-05,2.96E+02,5.14E+02
9.21E+01,2.76E-05,2.96E+02,5.14E+02
9.31E+01,2.85E-05,2.96E+02,5.15E+02
9.41E+01,2.95E-05,2.96E+02,5.16E+02
9.51E+01,3.05E-05,2.97E+02,5.16E+02
9.61E+01,3.15E-05,2.97E+02,5.17E+02
9.71E+01,3.26E-05,2.97E+02,5.18E+02
9.81E+01,3.36E-05,2.97E+02,5.18E+02
9.91E+01,3.47E-05,2.97E+02,5.19E+02
1.00E+02,3.58E-05,2.97E+02,5.19E+02
1.01E+02,3.69E-05,2.98E+02,5.20E+02
1.02E+02,3.81E-05,2.98E+02,5.20E+02
1.03E+02,3.92E-05,2.98E+02,5.21E+02
1.04E+02,4.04E-05,2.98E+02,5.22E+02
1.05E+02,4.16E-05,2.98E+02,5.22E+02
1.06E+02,4.28E-05,2.98E+02,5.23E+02
1.07E+02,4.40E-05,2.99E+02,5.23E+02
1.08E+02,4.52E-05,2.99E+02,5.24E+02
1.09E+02,4.65E-05,2.99E+02,5.24E+02
1.10E+02,4.78E-05,2.99E+02,5.25E+02
1.11E+02,4.90E-05,2.99E+02,5.25E+02
1.12E+02,5.03E-05,2.99E+02,5.26E+02
1.13E+02,5.17E-05,3.00E+02,5.26E+02
1.14E+02,5.30E-05,3.00E+02,5.27E+02
1.15E+02,5.43E-05,3.00E+02,5.27E+02
1.16E+02,5.57E-05,3.00E+02,5.28E+02
1.17E+02,5.71E-05,3.00E+02,5.28E+02
1.18E+02,5.85E-05,3.01E+02,5.29E+02
1.19E+02,5.99E-05,3.01E+02,5.29E+02
1.20E+02,6.13E-05,3.01E+02,5.30E+02
1.21E+02,6.27E-05,3.01E+02,5.30E+02
1.22E+02,6.42E-05,3.01E+02,5.31E+02
1.23E+02,6.56E-05,3.02E+02,5.31E+02
1.24E+02,6.71E-05,3.02E+02,5.32E+02
1.25E+02,6.86E-05,3.02E+02,5.32E+02
1.26E+02,7.01E-05,3.02E+02,5.33E+02
1.27E+02,7.16E-05,3.02E+02,5.33E+02
1.28E+02,7.31E-05,3.03E+02,5.33E+02
1.29E+02,7.46E-05,3.03E+02,5.34E+02
1.30E+02,7.62E-05,3.03E+02,5.34E+02
1.31E+02,7.77E-05,3.03E+02,5.35E+02
1.32E+02,7.93E-05,3.04E+02,5.35E+02
1.33E+02,8.09E-05,3.04E+02,5.36E+02
1.34E+02,8.24E-05,3.04E+02,5.36E+02
1.35E+02,8.40E-05,3.04E+02,5.36E+02
1.36E+02,8.56E-05,3.05E+02,5.37E+02
1.37E+02,8.72E-05,3.05E+02,5.37E+02
1.38E+02,8.88E-05,3.05E+02,5.38E+02
1.39E+02,9.05E-05,3.05E+02,5.38E+02
1.40E+02,9.21E-05,3.05E+02,5.38E+02
1.41E+02,9.37E-05,3.06E+02,5.39E+02
1.42E+02,9.54E-05,3.06E+02,5.39E+02
1.43E+02,9.70E-05,3.06E+02,5.40E+02
1.44E+02,9.87E-05,3.06E+02,5.40E+02
1.45E+02,1.00E-04,3.07E+02,5.40E+02
1.46E+02,1.02E-04,3.07E+02,5.41E+02
1.47E+02,1.04E-04,3.07E+02,5.41E+02
1.48E+02,1.05E-04,3.07E+02,5.42E+02
1.49E+02,1.07E-04,3.08E+02,5.42E+02
1.50E+02,1.09E-04,3.08E+02,5.42E+02
1.51E+02,1.10E-04,3.08E+02,5.43E+02
1.52E+02,1.12E-04,3.08E+02,5.43E+02
1.53E+02,1.14E-04,3.09E+02,5.43E+02
1.54E+02,1.15E-04,3.09E+02,5.44E+02
1.55E+02,1.17E-04,3.09E+02,5.44E+02
1.56E+02,1.19E-04,3.10E+02,5.44E+02
1.57E+02,1.20E-04,3.10E+02,5.45E+02
1.58E+02,1.22E-04,3.10E+02,5.45E+02
1.59E+02,1.24E-04,3.10E+02,5.46E+02
1.60E+02,1.26E-04,3.11E+02,5.46E+02
1.61E+02,1.27E-04,3.11E+02,5.46E+02
1.62E+02,1.29E-04,3.11E+02,5.47E+02
1.63E+02,1.31E-04,3.11E+02,5.47E+02
1.64E+02,1.32E-04,3.12E+02,5.47E+02
1.65E+02,1.34E-04,3.12E+02,5.48E+02
1.66E+02,1.36E-04,3.12E+02,5.48E+02
1.67E+02,1.37E-04,3.13E+02,5.48E+02
1.68E+02,1.39E-04,3.13E+02,5.49E+02
1.69E+02,1.41E-04,3.13E+02,5.49E+02
1.70E+02,1.42E-04,3.13E+02,5.49E+02
1.71E+02,1.44E-04,3.14E+02,5.50E+02
1.72E+02,1.46E-04,3.14E+02,5.50E+02
1.73E+02,1.48E-04,3.14E+02,5.50E+02
1.74E+02,1.49E-04,3.15E+02,5.50E+02
1.75E+02,1.51E-04,3.15E+02,5.51E+02
1.76E+02,1.53E-04,3.15E+02,5.51E+02
1.77E+02,1.54E-04,3.15E+02,5.51E+02
1.78E+02,1.56E-04,3.16E+02,5.52E+02
1.79E+02,1.57E-04,3.16E+02,5.52E+02
1.80E+02,1.59E-04,3.16E+02,5.52E+02
1.81E+02,1.61E-04,3.17E+02,5.53E+02
1.82E+02,1.62E-04,3.17E+02,5.53E+02
1.83E+02,1.64E-04,3.17E+02,5.53E+02
1.84E+02,1.66E-04,3.17E+02,5.53E+02
1.85E+02,1.67E-04,3.18E+02,5.54E+02
1.86E+02,1.69E-04,3.18E+02,5.54E+02
1.87E+02,1.70E-04,3.18E+02,5.54E+02
1.88E+02,1.72E-04,3.19E+02,5.55E+02
1.89E+02,1.74E-04,3.19E+02,5.55E+02
1.90E+02,1.75E-04,3.19E+02,5.55E+02
1.91E+02,1.77E-04,3.19E+02,5.56E+02
1.92E+02,1.78E-04,3.20E+02,5.56E+02
1.93E+02,1.80E-04,3.20E+02,5.56E+02
1.94E+02,1.81E-04,3.20E+02,5.56E+02
1.95E+02,1.83E-04,3.21E+02,5.57E+02
1.96E+02,1.85E-04,3.21E+02,5.57E+02
1.97E+02,1.86E-04,3.21E+02,5.57E+02
1.98E+02,1.88E-04,3.22E+02,5.57E+02
1.99E+02,1.89E-04,3.22E+02,5.58E+02
2.00E+02,1.91E-04,3.22E+02,5.58E+02
2.01E+02,1.92E-04,3.22E+02,5.58E+02
2.02E+02,1.94E-04,3.23E+02,5.58E+02
2.03E+02,1.95E-04,3.23E+02,5.59E+02
2.04E+02,1.97E-04,3.23E+02,5.59E+02
2.05E+02,1.98E-04,3.24E+02,5.59E+02
2.06E+02,1.99E-04,3.24E+02,5.60E+02
2.07E+02,2.01E-04,3.24E+02,5.60E+02
2.08E+02,2.02E-04,3.25E+02,5.60E+02
2.09E+02,2.04E-04,3.25E+02,5.60E+02
2.10E+02,2.05E-04,3.25E+02,5.61E+02
2.11E+02,2.07E-04,3.25E+02,5.61E+02
2.12E+02,2.08E-04,3.26E+02,5.61E+02
2.13E+02,2.09E-04,3.26E+02,5.61E+02
2.14E+02,2.11E-04,3.26E+02,5.62E+02
2.15E+02,2.12E-04,3.27E+02,5.62E+02
2.16E+02,2.14E-04,3.27E+02,5.62E+02
2.17E+02,2.15E-04,3.27E+02,5.62E+02
2.18E+02,2.16E-04,3.28E+02,5.63E+02
2.19E+02,2.18E-04,3.28E+02,5.63E+02
2.20E+02,2.19E-04,3.28E+02,5.63E+02
2.21E+02,2.20E-04,3.29E+02,5.63E+02
2.22E+02,2.22E-04,3.29E+02,5.63E+02
2.23E+02,2.23E-04,3.29E+02,5.64E+02
2.24E+02,2.24E-04,3.29E+02,5.64E+02
2.25E+02,2.26E-04,3.30E+02,5.64E+02
2.26E+02,2.27E-04,3.30E+02,5.64E+02
2.27E+02,2.28E-04,3.30E+02,5.65E+02
2.28E+02,2.30E-04,3.31E+02,5.65E+02
2.29E+02,2.31E-04,3.31E+02,5.65E+02
2.30E+02,2.32E-04,3.31E+02,5.65E+02
2.31E+02,2.33E-04,3.32E+02,5.66E+02
2.32E+02,2.35E-04,3.32E+02,5.66E+02
2.33E+02,2.36E-04,3.32E+02,5.66E+02
2.34E+02,2.37E-04,3.33E+02,5.66E+02
2.35E+02,2.38E-04,3.33E+02,5.66E+02
2.36E+02,2.40E-04,3.33E+02,5.67E+02
2.37E+02,2.41E-04,3.33E+02,5.67E+02
2.38E+02,2.42E-04,3.34E+02,5.67E+02
2.39E+02,2.43E-04,3.34E+02,5.67E+02
2.40E+02,2.45E-04,3.34E+02,5.68E+02
2.41E+02,2.46E-04,3.35E+02,5.68E+02
2.42E+02,2.47E-04,3.35E+02,5.68E+02
2.43E+02,2.48E-04,3.35E+02,5.68E+02
2.44E+02,2.49E-04,3.36E+02,5.68E+02
2.45E+02,2.51E-04,3.36E+02,5.69E+02
2.46E+02,2.52E-04,3.36E+02,5.69E+02
2.47E+02,2.53E-04,3.37E+02,5.69E+02
2.48E+02,2.54E-04,3.37E+02,5.69E+02
2.49E+02,2.55E-04,3.37E+02,5.69E+02
2.50E+02,2.56E-04,3.37E+02,5.70E+02
2.51E+02,2.58E-04,3.38E+02,5.70E+02
2.52E+02,2.59E-04,3.38E+02,5.70E+02
2.53E+02,2.60E-04,3.38E+02,5.70E+02
2.54E+02,2.61E-04,3.39E+02,5.70E+02
2.55E+02,2.62E-04,3.39E+02,5.71E+02
2.56E+02,2.63E-04,3.39E+02,5.71E+02
2.57E+02,2.64E-04,3.40E+02,5.71E+02
2.58E+02,2.66E-04,3.40E+02,5.71E+02
2.59E+02,2.67E-04,3.40E+02,5.71E+02
2.60E+02,2.68E-04,3.41E+02,5.72E+02
2.61E+02,2.69E-04,3.41E+02,5.72E+02
2.62E+02,2.70E-04,3.41E+02,5.72E+02
2.63E+02,2.71E-04,3.41E+02,5.72E+02
2.64E+02,2.72E-04,3.42E+02,5.72E+02
2.65E+02,2.74E-04,3.42E+02,5.72E+02
2.66E+02,2.75E-04,3.42E+02,5.73E+02
2.67E+02,2.76E-04,3.43E+02,5.73E+02
2.68E+02,2.77E-04,3.43E+02,5.73E+02
2.69E+02,2.78E-04,3.43E+02,5.73E+02
2.70E+02,2.79E-04,3.44E+02,5.73E+02
2.71E+02,2.80E-04,3.44E+02,5.74E+02
2.72E+02,2.81E-04,3.44E+02,5.74E+02
2.73E+02,2.82E-04,3.44E+02,5.74E+02
2.74E+02,2.84E-04,3.45E+02,5.74E+02
2.75E+02,2.85E-04,3.45E+02,5.74E+02
2.76E+02,2.86E-04,3.45E+02,5.74E+02
2.77E+02,2.87E-04,3.46E+02,5.75E+02
2.78E+02,2.88E-04,3.46E+02,5.75E+02
2.79E+02,2.89E-04,3.46E+02,5.75E+02
2.80E+02,2.90E-04,3.47E+02,5.75E+02
2.81E+02,2.91E-04,3.47E+02,5.75E+02
2.82E+02,2.92E-04,3.47E+02,5.75E+02
2.83E+02,2.93E-04,3.48E+02,5.76E+02
2.84E+02,2.95E-04,3.48E+02,5.76E+02
2.85E+02,2.96E-04,3.48E+02,5.76E+02
2.86E+02,2.97E-04,3.48E+02,5.76E+02
2.87E+02,2.98E-04,3.49E+02,5.76E+02
2.88E+02,2.99E-04,3.49E+02,5.76E+02
2.89E+02,3.00E-04,3.49E+02,5.77E+02
2.90E+02,3.01E-04,3.50E+02,5.77E+02
2.91E+02,3.02E-04,3.50E+02,5.77E+02
2.92E+02,3.03E-04,3.50E+02,5.77E+02
2.93E+02,3.04E-04,3.51E+02,5.77E+02
2.94E+02,3.06E-04,3.51E+02,5.77E+02
2.95E+02,3.07E-04,3.51E+02,5.78E+02
2.96E+02,3.08E-04,3.51E+02,5.78E+02
2.97E+02,3.09E-04,3.52E+02,5.78E+02
2.98E+02,3.10E-04,3.52E+02,5.78E+02
2.99E+02,3.11E-04,3.52E+02,5.78E+02
3.00E+02,3.12E-04,3.53E+02,5.78E+02
3.01E+02,3.13E-04,3.53E+02,5.78E+02
3.02E+02,3.14E-04,3.53E+02,5.79E+02
3.03E+02,3.16E-04,3.54E+02,5.79E+02
3.04E+02,3.17E-04,3.54E+02,5.79E+02
3.05E+02,3.18E-04,3.54E+02,5.79E+02
3.06E+02,3.19E-04,3.54E+02,5.79E+02
3.07E+02,3.20E-04,3.55E+02,5.79E+02
3.08E+02,3.21E-04,3.55E+02,5.79E+02
3.09E+02,3.22E-04,3.55E+02,5.80E+02
3.10E+02,3.23E-04,3.56E+02,5.80E+02
3.11E+02,3.24E-04,3.56E+02,5.80E+02
3.12E+02,3.26E-04,3.56E+02,5.80E+02
3.13E+02,3.27E-04,3.56E+02,5.80E+02
3.14E+02,3.28E-04,3.57E+02,5.80E+02
3.15E+02,3.29E-04,3.57E+02,5.80E+02
3.16E+02,3.30E-04,3.57E+02,5.81E+02
3.17E+02,3.31E-04,3.58E+02,5.81E+02
3.18E+02,3.32E-04,3.58E+02,5.81E+02
3.19E+02,3.33E-04,3.58E+02,5.81E+02
3.20E+02,3.35E-04,3.59E+02,5.81E+02
3.21E+02,3.36E-04,3.59E+02,5.81E+02
3.22E+02,3.37E-04,3.59E+02,5.81E+02
3.23E+02,3.38E-04,3.59E+02,5.82E+02
3.24E+02,3.39E-04,3.60E+02,5.82E+02
3.25E+02,3.40E-04,3.60E+02,5.82E+02
3.26E+02,3.41E-04,3.60E+02,5.82E+02
3.27E+02,3.42E-04,3.61E+02,5.82E+02
3.28E+02,3.44E-04,3.61E+02,5.82E+02
3.29E+02,3.45E-04,3.61E+02,5.82E+02
3.30E+02,3.46E-04,3.61E+02,5.83E+02
3.31E+02,3.47E-04,3.62E+02,5.83E+02
3.32E+02,3.48E-04,3.62E+02,5.83E+02
3.33E+02,3.49E-04,3.62E+02,5.83E+02
3.34E+02,3.50E-04,3.63E+02,5.83E+02
3.35E+02,3.52E-04,3.63E+02,5.83E+02
3.36E+02,3.53E-04,3.63E+02,5.83E+02
3.37E+02,3.54E-04,3.63E+02,5.83E+02
3.38E+02,3.55E-04,3.64E+02,5.84E+02
3.39E+02,3.56E-04,3.64E+02,5.84E+02
3.40E+02,3.57E-04,3.64E+02,5.84E+02
3.41E+02,3.58E-04,3.65E+02,5.84E+02
3.42E+02,3.60E-04,3.65E+02,5.84E+02
3.43E+02,3.61E-04,3.65E+02,5.84E+02
3.44E+02,3.62E-04,3.65E+02,5.84E+02
3.45E+02,3.63E-04,3.66E+02,5.84E+02
3.46E+02,3.64E-04,3.66E+02,5.85E+02
3.47E+02,3.65E-04,3.66E+02,5.85E+02
3.48E+02,3.66E-04,3.67E+02,5.85E+02
3.49E+02,3.68E-04,3.67E+02,5.85E+02
3.50E+02,3.69E-04,3.67E+02,5.85E+02
3.51E+02,3.70E-04,3.67E+02,5.85E+02
3.52E+02,3.71E-04,3.68E+02,5.85E+02
3.53E+02,3.72E-04,3.68E+02,5.85E+02
3.54E+02,3.73E-04,3.68E+02,5.86E+02
3.55E+02,3.75E-04,3.69E+02,5.86E+02
3.56E+02,3.76E-04,3.69E+02,5.86E+02
3.57E+02,3.77E-04,3.69E+02,5.86E+02
3.58E+02,3.78E-04,3.69E+02,5.86E+02
3.59E+02,3.79E-04,3.70E+02,5.86E+02
3.60E+02,3.80E-04,3.70E+02,5.86E+02
3.61E+02,3.81E-04,3.70E+02,5.86E+02
3.62E+02,3.83E-04,3.71E+02,5.86E+02
3.63E+02,3.84E-04,3.71E+02,5.87E+02
3.64E+02,3.85E-04,3.71E+02,5.87E+02
3.65E+02,3.86E-04,3.71E+02,5.87E+02
3.66E+02,3.87E-04,3.72E+02,5.87E+02
3.67E+02,3.88E-04,3.72E+02,5.87E+02
3.68E+02,3.90E-04,3.72E+02,5.87E+02
3.69E+02,3.91E-04,3.72E+02,5.87E+02
3.70E+02,3.92E-04,3.73E+02,5.87E+02
3.71E+02,3.93E-04,3.73E+02,5.87E+02
3.72E+02,3.94E-04,3.73E+02,5.88E+02
3.73E+02,3.95E-04,3.74E+02,5.88E+02
3.74E+02,3.97E-04,3.74E+02,5.88E+02
3.75E+02,3.98E-04,3.74E+02,5.88E+02
3.76E+02,3.99E-04,3.74E+02,5.88E+02
3.77E+02,4.00E-04,3.75E+02,5.88E+02
3.78E+02,4.01E-04,3.75E+02,5.88E+02
3.79E+02,4.02E-04,3.75E+02,5.88E+02
3.80E+02,4.04E-04,3.75E+02,5.88E+02
3.81E+02,4.05E-04,3.76E+02,5.89E+02
3.82E+02,4.06E-04,3.76E+02,5.89E+02
3.83E+02,4.07E-04,3.76E+02,5.89E+02
3.84E+02,4.08E-04,3.77E+02,5.89E+02
3.85E+02,4.09E-04,3.77E+02,5.89E+02
3.86E+02,4.11E-04,3.77E+02,5.89E+02
3.87E+02,4.12E-04,3.77E+02,5.89E+02
3.88E+02,4.13E-04,3.78E+02,5.89E+02
3.89E+02,4.14E-04,3.78E+02,5.89E+02
3.90E+02,4.15E-04,3.78E+02,5.89E+02
3.91E+02,4.16E-04,3.78E+02,5.90E+02
3.92E+02,4.18E-04,3.79E+02,5.90E+02
3.93E+02,4.19E-04,3.79E+02,5.90E+02
3.94E+02,4.20E-04,3.79E+02,5.90E+02
3.95E+02,4.21E-04,3.79E+02,5.90E+02
3.96E+02,4.22E-04,3.80E+02,5.90E+02
3.97E+02,4.23E-04,3.80E+02,5.90E+02
3.98E+02,4.25E-04,3.80E+02,5.90E+02
3.99E+02,4.26E-04,3.81E+02,5.90E+02
4.00E+02,4.27E-04,3.81E+02,5.90E+02
4.01E+02,4.28E-04,3.81E+02,5.91E+02
4.02E+02,4.29E-04,3.81E+02,5.91E+02
4.03E+02,4.31E-04,3.82E+02,5.91E+02
4.04E+02,4.32E-04,3.82E+02,5.91E+02
4.05E+02,4.33E-04,3.82E+02,5.91E+02
4.06E+02,4.34E-04,3.82E+02,5.91E+02
4.07E+02,4.35E-04,3.83E+02,5.91E+02
4.08E+02,4.36E-04,3.83E+02,5.91E+02
4.09E+02,4.38E-04,3.83E+02,5.91E+02
4.10E+02,4.39E-04,3.83E+02,5.91E+02
4.11E+02,4.40E-04,3.84E+02,5.91E+02
4.12E+02,4.41E-04,3.84E+02,5.92E+02
4.13E+02,4.42E-04,3.84E+02,5.92E+02
4.14E+02,4.43E-04,3.84E+02,5.92E+02
4.15E+02,4.45E-04,3.85E+02,5.92E+02
4.16E+02,4.46E-04,3.85E+02,5.92E+02
4.17E+02,4.47E-04,3.85E+02,5.92E+02
4.18E+02,4.48E-04,3.85E+02,5.92E+02
4.19E+02,4.49E-04,3.86E+02,5.92E+02
4.20E+02,4.50E-04,3.86E+02,5.92E+02
4.21E+02,4.51E-04,386.24679,592.38782
4.22E+02,4.53E-04,386.50161,592.47781
4.23E+02,4.54E-04,386.7562,592.56742
4.24E+02,4.55E-04,387.01032,592.65673
4.25E+02,4.56E-04,387.26378,592.74576
4.26E+02,4.57E-04,387.51711,592.83452
4.27E+02,4.58E-04,387.77019,592.92297
4.28E+02,4.60E-04,388.02274,593.01118
4.29E+02,4.61E-04,388.27463,593.0991
4.30E+02,4.62E-04,388.5264,593.18666
4.31E+02,4.63E-04,388.77793,593.2739
4.32E+02,4.64E-04,389.02896,593.36084
4.33E+02,4.65E-04,389.27937,593.44745
4.34E+02,4.67E-04,389.52964,593.53373
4.35E+02,4.68E-04,389.77965,593.61974
4.36E+02,4.69E-04,390.02914,593.70546
4.37E+02,4.70E-04,390.27797,593.7909
4.38E+02,4.71E-04,390.52668,593.87606
4.39E+02,4.72E-04,390.77514,593.96102
4.40E+02,4.74E-04,391.02311,594.04567
4.41E+02,4.75E-04,391.27046,594.13
4.42E+02,4.76E-04,391.51767,594.21403
4.43E+02,4.77E-04,391.76462,594.29779
4.44E+02,4.78E-04,392.01108,594.3812
4.45E+02,4.79E-04,392.25686,594.46431
4.46E+02,4.80E-04,392.5025,594.54718
4.47E+02,4.82E-04,392.74791,594.6298
4.48E+02,4.83E-04,392.99288,594.71214
4.49E+02,4.84E-04,393.23719,594.79424
4.50E+02,4.85E-04,393.48133,594.87614
4.51E+02,4.86E-04,393.72523,594.95773
4.52E+02,4.87E-04,393.96872,595.03904
4.53E+02,4.88E-04,394.21147,595.12005
4.54E+02,4.90E-04,394.45404,595.2008
4.55E+02,4.91E-04,394.6964,595.28129
4.56E+02,4.92E-04,394.9384,595.36148
4.57E+02,4.93E-04,395.17971,595.44144
4.58E+02,4.94E-04,395.42077,595.52115
4.59E+02,4.95E-04,395.66163,595.60061
4.60E+02,4.96E-04,395.90216,595.67977
4.61E+02,4.98E-04,396.14195,595.75875
4.62E+02,4.99E-04,396.38143,595.8375
4.63E+02,5.00E-04,396.62074,595.91595
4.64E+02,5.01E-04,396.85975,595.99416
4.65E+02,5.02E-04,397.09811,596.07215
4.66E+02,5.03E-04,397.33603,596.14989
4.67E+02,5.04E-04,397.57381,596.22734
4.68E+02,5.06E-04,397.81132,596.30453
4.69E+02,5.07E-04,398.04831,596.38148
4.70E+02,5.08E-04,398.28476,596.45817
4.71E+02,5.09E-04,398.52105,596.5346
4.72E+02,5.10E-04,398.75708,596.61079
4.73E+02,5.11E-04,398.99267,596.68685
4.74E+02,5.12E-04,399.22758,596.76267
4.75E+02,5.14E-04,399.46232,596.83828
4.76E+02,5.15E-04,399.69685,596.91366
4.77E+02,5.16E-04,399.93103,596.98881
4.78E+02,5.17E-04,400.16454,597.06371
4.79E+02,5.18E-04,400.39779,597.13831
4.80E+02,5.19E-04,400.63084,597.21263
4.81E+02,5.20E-04,400.86359,597.28671
4.82E+02,5.21E-04,401.0957,597.36057
4.83E+02,5.23E-04,401.32738,597.43422
4.84E+02,5.24E-04,401.55891,597.50766
4.85E+02,5.25E-04,401.79018,597.58099
4.86E+02,5.26E-04,402.02098,597.65417
4.87E+02,5.27E-04,402.2512,597.72708
4.88E+02,5.28E-04,402.48125,597.79975
4.89E+02,5.29E-04,402.71106,597.87217
4.90E+02,5.30E-04,402.94051,597.94434
4.91E+02,5.32E-04,403.16925,598.01624
4.92E+02,5.33E-04,403.39775,598.08788
4.93E+02,5.34E-04,403.62607,598.15933
4.94E+02,5.35E-04,403.85409,598.23061
4.95E+02,5.36E-04,404.08156,598.30169
4.96E+02,5.37E-04,404.30857,598.37257
4.97E+02,5.38E-04,404.53542,598.44327
4.98E+02,5.39E-04,404.76202,598.51385
4.99E+02,5.40E-04,404.98817,598.58419
5.00E+02,5.42E-04,405.21367,598.65429
5.01E+02,5.43E-04,405.43899,598.72417
5.02E+02,5.44E-04,405.66412,598.7938
5.03E+02,5.45E-04,405.88892,598.86323
5.04E+02,5.46E-04,406.11313,598.93245
5.05E+02,5.47E-04,406.33697,599.00141
5.06E+02,5.48E-04,406.56064,599.0702
5.07E+02,5.49E-04,406.78404,599.13881
5.08E+02,5.50E-04,407.00698,599.20725
5.09E+02,5.52E-04,407.2293,599.27549
