##Temp./?C,Time/min,DSC/(uV/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),DTG/(%/min),Sensit./(uV/mW)
597.979,55.97125,-2.90325,16.40947,0.00E+00,70,-0.30603,1
598.479,56.02122,-2.90225,16.40304,0.00E+00,70,-0.29739,1
598.979,56.07129,-2.90281,16.38434,0.00E+00,70,-0.28397,1
599.479,56.12143,-2.90294,16.33211,0.00E+00,70,-0.26622,1
599.979,56.17157,-2.90242,16.2888,0.00E+00,70,-0.24546,1
600.479,56.22174,-2.90062,16.29362,0.00E+00,70,-0.22374,1
600.979,56.27191,-2.90016,16.30045,0.00E+00,70,-0.20352,1
601.479,56.32204,-2.8999,16.30195,0.00E+00,70,-0.18721,1
601.979,56.37209,-2.90059,16.30706,0.00E+00,70,-0.17665,1
602.479,56.42205,-2.90088,16.30437,0.00E+00,70,-0.17279,1
602.979,56.47195,-2.89979,16.30041,0.00E+00,70,-0.17557,1
603.479,56.52187,-2.89988,16.29411,0.00E+00,70,-0.18406,1
603.979,56.57182,-2.90015,16.28288,0.00E+00,70,-0.19675,1
604.479,56.62183,-2.8974,16.27001,0.00E+00,70,-0.21189,1
604.979,56.67192,-2.89722,16.25771,0.00E+00,70,-0.22783,1
605.479,56.72207,-2.89941,16.23908,0.00E+00,70,-0.24322,1
605.979,56.77221,-2.89852,16.22329,0.00E+00,70,-0.25721,1
606.479,56.82229,-2.89758,16.21123,0.00E+00,70,-0.2695,1
606.979,56.87234,-2.89917,16.19935,0.00E+00,70,-0.2802,1
607.479,56.92236,-2.89811,16.18464,0.00E+00,70,-0.28974,1
607.979,56.97238,-2.89795,16.17062,0.00E+00,70,-0.2986,1
608.479,57.02239,-2.89962,16.15178,0.00E+00,70,-0.30716,1
608.979,57.0724,-2.89878,16.13221,0.00E+00,70,-0.31547,1
609.479,57.1224,-2.89912,16.12101,0.00E+00,70,-0.32314,1
609.979,57.17237,-2.89877,16.10896,0.00E+00,70,-0.32931,1
610.479,57.22229,-2.89892,16.09791,0.00E+00,70,-0.33276,1
610.979,57.27217,-2.90002,16.08692,0.00E+00,70,-0.33218,1
611.479,57.32208,-2.89892,16.07848,0.00E+00,70,-0.32651,1
611.979,57.37206,-2.89869,16.04253,0.00E+00,70,-0.31529,1
612.479,57.42205,-2.90053,15.97875,0.00E+00,70,-0.29893,1
612.979,57.47209,-2.90097,15.94738,0.00E+00,70,-0.27879,1
613.479,57.52217,-2.90067,15.95899,0.00E+00,70,-0.25697,1
613.979,57.57222,-2.8997,15.97494,0.00E+00,70,-0.23595,1
614.479,57.62225,-2.89995,15.96657,0.00E+00,70,-0.21803,1
614.979,57.67225,-2.89955,15.95731,0.00E+00,70,-0.2049,1
615.479,57.72222,-2.89807,15.9519,0.00E+00,70,-0.19736,1
615.979,57.77219,-2.89765,15.94793,0.00E+00,70,-0.19523,1
616.479,57.82217,-2.89785,15.94281,0.00E+00,70,-0.19753,1
616.979,57.87215,-2.89795,15.93384,0.00E+00,70,-0.20279,1
617.479,57.92218,-2.89838,15.9208,0.00E+00,70,-0.20936,1
617.979,57.97224,-2.89848,15.90474,0.00E+00,70,-0.21576,1
618.479,58.02233,-2.89797,15.88349,0.00E+00,70,-0.22091,1
618.979,58.07242,-2.8974,15.87109,0.00E+00,70,-0.22424,1
619.479,58.12248,-2.89787,15.86391,0.00E+00,70,-0.22566,1
619.979,58.17249,-2.89764,15.85202,0.00E+00,70,-0.22544,1
620.479,58.22249,-2.89756,15.84057,0.00E+00,70,-0.22405,1
620.979,58.27246,-2.89764,15.82809,0.00E+00,70,-0.22202,1
621.479,58.3224,-2.89869,15.8192,0.00E+00,70,-0.2198,1
621.979,58.37238,-2.8994,15.8102,0.00E+00,70,-0.2177,1
622.479,58.42235,-2.89825,15.79986,0.00E+00,70,-0.21592,1
622.979,58.47229,-2.89604,15.79062,0.00E+00,70,-0.21455,1
623.479,58.52225,-2.89313,15.77863,0.00E+00,70,-0.21365,1
623.979,58.57224,-2.89434,15.76604,0.00E+00,70,-0.21333,1
624.479,58.62222,-2.89511,15.75444,0.00E+00,70,-0.21378,1
624.979,58.67222,-2.89384,15.74245,0.00E+00,70,-0.21527,1
625.479,58.72226,-2.89316,15.73199,0.00E+00,70,-0.21812,1
625.979,58.77228,-2.89405,15.72534,0.00E+00,70,-0.22252,1
626.479,58.82227,-2.89317,15.71672,0.00E+00,70,-0.22844,1
626.979,58.87224,-2.89212,15.70648,0.00E+00,70,-0.23549,1
627.479,58.9222,-2.89347,15.6972,0.00E+00,70,-0.24287,1
627.979,58.97209,-2.89282,15.68846,0.00E+00,70,-0.24935,1
628.479,59.02198,-2.89217,15.67667,0.00E+00,70,-0.25354,1
628.979,59.07188,-2.89104,15.65622,0.00E+00,70,-0.25406,1
629.479,59.12178,-2.89172,15.64246,0.00E+00,70,-0.24992,1
629.979,59.17174,-2.8935,15.63851,0.00E+00,70,-0.2408,1
630.479,59.22176,-2.89328,15.59942,0.00E+00,70,-0.22724,1
630.979,59.27179,-2.89419,15.55336,0.00E+00,70,-0.21068,1
631.479,59.32186,-2.89217,15.55214,0.00E+00,70,-0.19314,1
631.979,59.37195,-2.89108,15.56561,0.00E+00,70,-0.17694,1
632.479,59.42199,-2.89002,15.57414,0.00E+00,70,-0.16417,1
632.979,59.472,-2.89015,15.57963,0.00E+00,70,-0.15624,1
633.479,59.52206,-2.88956,15.57587,0.00E+00,70,-0.15373,1
633.979,59.57212,-2.88877,15.56377,0.00E+00,70,-0.15635,1
634.479,59.62221,-2.88945,15.55489,0.00E+00,70,-0.16309,1
634.979,59.67237,-2.88779,15.54605,0.00E+00,70,-0.17257,1
635.479,59.72261,-2.88721,15.53414,0.00E+00,70,-0.18327,1
635.979,59.77284,-2.88752,15.521,0.00E+00,70,-0.19381,1
636.479,59.82302,-2.88856,15.51108,0.00E+00,70,-0.20315,1
636.979,59.87315,-2.88824,15.49965,0.00E+00,70,-0.21061,1
637.479,59.92321,-2.88643,15.48885,0.00E+00,70,-0.21582,1
637.979,59.9732,-2.88653,15.47978,0.00E+00,70,-0.21871,1
638.479,60.02316,-2.88799,15.46702,0.00E+00,70,-0.21936,1
638.979,60.07308,-2.88757,15.45357,0.00E+00,70,-0.21805,1
639.479,60.12299,-2.88747,15.43497,0.00E+00,70,-0.21513,1
639.979,60.17288,-2.88845,15.4215,0.00E+00,70,-0.21109,1
640.479,60.22274,-2.88761,15.41772,0.00E+00,70,-0.20645,1
640.979,60.27262,-2.88502,15.41075,0.00E+00,70,-0.20174,1
641.479,60.32259,-2.88446,15.40177,0.00E+00,70,-0.19741,1
641.979,60.37265,-2.8846,15.38996,0.00E+00,70,-0.19381,1
642.479,60.42272,-2.88481,15.38011,0.00E+00,70,-0.19112,1
642.979,60.4728,-2.88477,15.37129,0.00E+00,70,-0.18934,1
643.479,60.52284,-2.88549,15.36428,0.00E+00,70,-0.18835,1
643.979,60.57278,-2.88448,15.35928,0.00E+00,70,-0.1879,1
644.479,60.62267,-2.88465,15.34851,0.00E+00,70,-0.18774,1
644.979,60.67259,-2.88366,15.33544,0.00E+00,70,-0.18766,1
645.479,60.72255,-2.88391,15.32482,0.00E+00,70,-0.1876,1
645.979,60.77256,-2.88345,15.31317,0.00E+00,70,-0.18759,1
646.479,60.8226,-2.88058,15.30384,0.00E+00,70,-0.18781,1
646.979,60.87265,-2.88026,15.29613,0.00E+00,70,-0.18852,1
647.479,60.92268,-2.88088,15.28775,0.00E+00,70,-0.18995,1
647.979,60.97268,-2.87818,15.28061,0.00E+00,70,-0.19225,1
648.479,61.02269,-2.87347,15.27264,0.00E+00,70,-0.1954,1
648.979,61.07276,-2.87173,15.2636,0.00E+00,70,-0.19924,1
649.479,61.12282,-2.87138,15.256,0.00E+00,70,-0.20343,1
649.979,61.17288,-2.8717,15.24636,0.00E+00,70,-0.20754,1
650.479,61.22291,-2.87046,15.23366,0.00E+00,70,-0.21114,1
650.979,61.27287,-2.86979,15.21649,0.00E+00,70,-0.21387,1
651.479,61.32279,-2.87055,15.19997,0.00E+00,70,-0.21549,1
651.979,61.37273,-2.87081,15.19372,0.00E+00,70,-0.21593,1
652.479,61.42265,-2.87118,15.18781,0.00E+00,70,-0.21522,1
652.979,61.4726,-2.87126,15.17639,0.00E+00,70,-0.21352,1
653.479,61.52258,-2.87073,15.16296,0.00E+00,70,-0.21106,1
653.979,61.57256,-2.86899,15.1507,0.00E+00,70,-0.20813,1
654.479,61.62251,-2.86996,15.13881,0.00E+00,70,-0.20503,1
654.979,61.67243,-2.86993,15.12797,0.00E+00,70,-0.20205,1
655.479,61.72237,-2.86889,15.12001,0.00E+00,70,-0.1994,1
655.979,61.77232,-2.86899,15.11317,0.00E+00,70,-0.19719,1
656.479,61.82224,-2.86856,15.10395,0.00E+00,70,-0.19541,1
656.979,61.87221,-2.86796,15.09626,0.00E+00,70,-0.19391,1
657.479,61.92218,-2.8659,15.08733,0.00E+00,70,-0.19241,1
657.979,61.97214,-2.86621,15.07578,0.00E+00,70,-0.1906,1
658.479,62.02211,-2.86732,15.06475,0.00E+00,70,-0.1882,1
658.979,62.07209,-2.86603,15.05361,0.00E+00,70,-0.18502,1
659.479,62.12208,-2.86395,15.04237,0.00E+00,70,-0.18101,1
659.979,62.17214,-2.86345,15.03172,0.00E+00,70,-0.17631,1
660.479,62.22223,-2.86196,15.02211,0.00E+00,70,-0.17123,1
660.979,62.27232,-2.86036,15.01522,0.00E+00,70,-0.16613,1
661.479,62.32245,-2.86043,15.01022,0.00E+00,70,-0.16144,1
661.979,62.37255,-2.85929,15.00311,0.00E+00,70,-0.15749,1
662.479,62.42255,-2.85858,14.99621,0.00E+00,70,-0.15451,1
662.979,62.47255,-2.85884,14.98987,0.00E+00,70,-0.15259,1
663.479,62.52254,-2.85809,14.98111,0.00E+00,70,-0.15165,1
663.979,62.57249,-2.857,14.97149,0.00E+00,70,-0.15151,1
664.479,62.62245,-2.85555,14.96718,0.00E+00,70,-0.1519,1
664.979,62.67249,-2.85514,14.96593,0.00E+00,70,-0.15251,1
665.479,62.72255,-2.85449,14.95544,0.00E+00,70,-0.15304,1
665.979,62.7726,-2.85313,14.93887,0.00E+00,70,-0.15325,1
666.479,62.82273,-2.85285,14.93209,0.00E+00,70,-0.15301,1
666.979,62.87292,-2.85208,14.92779,0.00E+00,70,-0.15226,1
667.479,62.92308,-2.85028,14.91779,0.00E+00,70,-0.15105,1
667.979,62.97327,-2.85001,14.91131,0.00E+00,70,-0.14951,1
668.479,63.0235,-2.84966,14.90537,0.00E+00,70,-0.14784,1
668.979,63.07362,-2.85029,14.8981,0.00E+00,70,-0.14624,1
669.479,63.12368,-2.84987,14.88841,0.00E+00,70,-0.14494,1
669.979,63.17373,-2.84791,14.87974,0.00E+00,70,-0.14412,1
670.479,63.22371,-2.8477,14.87561,0.00E+00,70,-0.14396,1
670.979,63.27363,-2.84775,14.87007,0.00E+00,70,-0.14457,1
671.479,63.32359,-2.84746,14.86299,0.00E+00,70,-0.14607,1
671.979,63.37355,-2.84591,14.85662,0.00E+00,70,-0.14856,1
672.479,63.42352,-2.84626,14.85179,0.00E+00,70,-0.15213,1
672.979,63.47352,-2.84673,14.84336,0.00E+00,70,-0.15688,1
673.479,63.52351,-2.84559,14.83062,0.00E+00,70,-0.16289,1
673.979,63.57349,-2.84494,14.821,0.00E+00,70,-0.1702,1
674.479,63.6235,-2.845,14.81599,0.00E+00,70,-0.17874,1
674.979,63.67347,-2.84485,14.81125,0.00E+00,70,-0.18826,1
675.479,63.7234,-2.84403,14.809,0.00E+00,70,-0.19842,1
675.979,63.77336,-2.84399,14.8027,0.00E+00,70,-0.20871,1
676.479,63.82332,-2.84328,14.78234,0.00E+00,70,-0.21859,1
676.979,63.87321,-2.84215,14.76306,0.00E+00,70,-0.22753,1
677.479,63.92311,-2.84201,14.75287,0.00E+00,70,-0.23513,1
677.979,63.97305,-2.84039,14.74035,0.00E+00,70,-0.2411,1
678.479,64.02295,-2.83957,14.7268,0.00E+00,70,-0.2453,1
678.979,64.07286,-2.83985,14.71603,0.00E+00,70,-0.24765,1
679.479,64.12282,-2.83789,14.7049,0.00E+00,70,-0.24809,1
679.979,64.17278,-2.8365,14.68992,0.00E+00,70,-0.24647,1
680.479,64.22275,-2.83645,14.67679,0.00E+00,70,-0.2426,1
680.979,64.27276,-2.83544,14.66578,0.00E+00,70,-0.23626,1
681.479,64.32275,-2.83438,14.65548,0.00E+00,70,-0.2273,1
681.979,64.37272,-2.83373,14.6399,0.00E+00,70,-0.21578,1
682.479,64.42267,-2.83362,14.61838,0.00E+00,70,-0.202,1
682.979,64.4726,-2.83269,14.60687,0.00E+00,70,-0.18661,1
683.479,64.52249,-2.83044,14.60075,0.00E+00,70,-0.17049,1
683.979,64.57241,-2.83028,14.59087,0.00E+00,70,-0.15467,1
684.479,64.62231,-2.83016,14.58212,0.00E+00,70,-0.14018,1
684.979,64.67218,-2.82959,14.58614,0.00E+00,70,-0.12786,1
685.479,64.72202,-2.82893,14.59178,0.00E+00,70,-0.11823,1
685.979,64.77182,-2.82695,14.58468,0.00E+00,70,-0.11142,1
686.479,64.82158,-2.82692,14.57748,0.00E+00,70,-0.10725,1
686.979,64.87131,-2.82665,14.56968,0.00E+00,70,-0.10528,1
687.479,64.92109,-2.82473,14.56411,0.00E+00,70,-0.10498,1
687.979,64.97091,-2.82473,14.56292,0.00E+00,70,-0.10586,1
688.479,65.02073,-2.82547,14.557,0.00E+00,70,-0.10753,1
688.979,65.07055,-2.82397,14.54787,0.00E+00,70,-0.10979,1
689.479,65.12043,-2.82252,14.5422,0.00E+00,70,-0.11259,1
689.979,65.17028,-2.82146,14.53632,0.00E+00,70,-0.11598,1
690.479,65.2201,-2.81978,14.53173,0.00E+00,70,-0.12005,1
690.979,65.26997,-2.81832,14.52942,0.00E+00,70,-0.12485,1
691.479,65.31991,-2.81792,14.52676,0.00E+00,70,-0.13035,1
691.979,65.36981,-2.81596,14.51903,0.00E+00,70,-0.13635,1
692.479,65.41974,-2.81507,14.51031,0.00E+00,70,-0.14262,1
692.979,65.46975,-2.81444,14.50153,0.00E+00,70,-0.14881,1
693.479,65.51974,-2.81279,14.49347,0.00E+00,70,-0.15459,1
693.979,65.56972,-2.81051,14.48556,0.00E+00,70,-0.15963,1
694.479,65.61977,-2.80965,14.47735,0.00E+00,70,-0.16373,1
694.979,65.66984,-2.80806,14.46928,0.00E+00,70,-0.16674,1
695.479,65.71984,-2.80557,14.45851,0.00E+00,70,-0.16862,1
695.979,65.76985,-2.80532,14.4477,0.00E+00,70,-0.16945,1
696.479,65.81981,-2.80493,14.43835,0.00E+00,70,-0.16933,1
696.979,65.8697,-2.80316,14.43012,0.00E+00,70,-0.16839,1
697.479,65.91955,-2.80169,14.42342,0.00E+00,70,-0.16681,1
697.979,65.96939,-2.80086,14.41679,0.00E+00,70,-0.16475,1
698.479,66.01926,-2.79916,14.40961,0.00E+00,70,-0.16239,1
698.979,66.06915,-2.79791,14.40051,0.00E+00,70,-0.15996,1
699.479,66.11906,-2.79596,14.38735,0.00E+00,70,-0.15773,1
699.979,66.16899,-2.79584,14.37633,0.00E+00,70,-0.156,1
700.479,66.21892,-2.795,14.3719,0.00E+00,70,-0.15508,1
700.979,66.26886,-2.79347,14.36996,0.00E+00,70,-0.15522,1
701.479,66.31878,-2.79165,14.3641,0.00E+00,70,-0.15653,1
701.979,66.36871,-2.79049,14.35763,0.00E+00,70,-0.15901,1
702.479,66.41861,-2.7895,14.3495,0.00E+00,70,-0.16248,1
702.979,66.46853,-2.78862,14.34135,0.00E+00,70,-0.16665,1
703.479,66.51844,-2.78755,14.33336,0.00E+00,70,-0.17114,1
703.979,66.56832,-2.78657,14.32263,0.00E+00,70,-0.17556,1
704.479,66.61817,-2.78569,14.31194,0.00E+00,70,-0.17954,1
704.979,66.66805,-2.78364,14.30205,0.00E+00,70,-0.18284,1
705.479,66.71787,-2.78204,14.29276,0.00E+00,70,-0.18524,1
705.979,66.76768,-2.78022,14.28346,0.00E+00,70,-0.18664,1
706.479,66.8175,-2.77957,14.27505,0.00E+00,70,-0.18697,1
706.979,66.86731,-2.77837,14.26751,0.00E+00,70,-0.1862,1
707.479,66.91716,-2.77721,14.25369,0.00E+00,70,-0.18433,1
707.979,66.96704,-2.77599,14.24151,0.00E+00,70,-0.18139,1
708.479,67.0169,-2.77399,14.23429,0.00E+00,70,-0.17747,1
708.979,67.06681,-2.77385,14.22763,0.00E+00,70,-0.17271,1
709.479,67.11678,-2.77045,14.218,0.00E+00,70,-0.16736,1
709.979,67.16669,-2.76908,14.20635,0.00E+00,70,-0.16172,1
710.479,67.2166,-2.76884,14.19671,0.00E+00,70,-0.15613,1
710.979,67.2666,-2.76718,14.19138,0.00E+00,70,-0.1509,1
711.479,67.31657,-2.76575,14.18652,0.00E+00,70,-0.14637,1
711.979,67.36649,-2.76377,14.18119,0.00E+00,70,-0.14273,1
712.479,67.41644,-2.76308,14.1749,0.00E+00,70,-0.14011,1
712.979,67.4664,-2.76238,14.16866,0.00E+00,70,-0.13853,1
713.479,67.51636,-2.7604,14.16281,0.00E+00,70,-0.13794,1
713.979,67.56634,-2.75841,14.15522,0.00E+00,70,-0.13823,1
714.479,67.61632,-2.75707,14.14614,0.00E+00,70,-0.13928,1
714.979,67.66631,-2.75611,14.13998,0.00E+00,70,-0.14093,1
715.479,67.71631,-2.75521,14.1327,0.00E+00,70,-0.14303,1
715.979,67.76626,-2.75374,14.12657,0.00E+00,70,-0.14537,1
716.479,67.81617,-2.75172,14.12097,0.00E+00,70,-0.14771,1
716.979,67.86614,-2.75111,14.11785,0.00E+00,70,-0.1498,1
717.479,67.91611,-2.74926,14.10982,0.00E+00,70,-0.15134,1
717.979,67.96606,-2.74747,14.0939,0.00E+00,70,-0.15204,1
718.479,68.01603,-2.74692,14.08262,0.00E+00,70,-0.15167,1
718.979,68.06602,-2.74553,14.07806,0.00E+00,70,-0.15007,1
719.479,68.11596,-2.74404,14.07344,0.00E+00,70,-0.14719,1
719.979,68.16589,-2.74189,14.06525,0.00E+00,70,-0.14308,1
720.479,68.21583,-2.74065,14.05657,0.00E+00,70,-0.13794,1
720.979,68.26571,-2.73954,14.04793,0.00E+00,70,-0.13213,1
721.479,68.31556,-2.73713,14.03934,0.00E+00,70,-0.1261,1
721.979,68.36539,-2.73738,14.03321,0.00E+00,70,-0.12035,1
722.479,68.41527,-2.73569,14.02671,0.00E+00,70,-0.11544,1
722.979,68.46516,-2.7334,14.02074,0.00E+00,70,-0.11182,1
723.479,68.51513,-2.73124,14.02413,0.00E+00,70,-0.10981,1
723.979,68.56516,-2.72869,14.02224,0.00E+00,70,-0.10953,1
724.479,68.61519,-2.72576,14.01666,0.00E+00,70,-0.11085,1
724.979,68.66518,-2.72388,14.01017,0.00E+00,70,-0.11343,1
725.479,68.71513,-2.72274,14.00505,0.00E+00,70,-0.11681,1
725.979,68.765,-2.7205,14.00003,0.00E+00,70,-0.12045,1
726.479,68.81488,-2.71867,13.98906,0.00E+00,70,-0.12388,1
726.979,68.8648,-2.71747,13.98089,0.00E+00,70,-0.12675,1
727.479,68.91477,-2.71535,13.97555,0.00E+00,70,-0.12882,1
727.979,68.96482,-2.71317,13.96854,0.00E+00,70,-0.13002,1
728.479,69.01496,-2.71174,13.9633,0.00E+00,70,-0.13041,1
728.979,69.06509,-2.71101,13.95539,0.00E+00,70,-0.13013,1
729.479,69.11518,-2.70995,13.94848,0.00E+00,70,-0.12939,1
729.979,69.16519,-2.70884,13.942,0.00E+00,70,-0.12844,1
730.479,69.21512,-2.70814,13.93466,0.00E+00,70,-0.12752,1
730.979,69.26496,-2.70637,13.92906,0.00E+00,70,-0.12686,1
731.479,69.31476,-2.70404,13.9239,0.00E+00,70,-0.12667,1
731.979,69.36465,-2.703,13.9175,0.00E+00,70,-0.12709,1
732.479,69.41455,-2.70217,13.91167,0.00E+00,70,-0.12822,1
732.979,69.46452,-2.69919,13.9069,0.00E+00,70,-0.13008,1
733.479,69.51454,-2.69844,13.90165,0.00E+00,70,-0.1326,1
733.979,69.5646,-2.69595,13.89507,0.00E+00,70,-0.1356,1
734.479,69.61457,-2.69445,13.88731,0.00E+00,70,-0.13882,1
734.979,69.6646,-2.69349,13.87822,0.00E+00,70,-0.14189,1
735.479,69.71462,-2.69162,13.87089,0.00E+00,70,-0.14437,1
735.979,69.76468,-2.68788,13.86756,0.00E+00,70,-0.1458,1
736.479,69.81474,-2.68523,13.86146,0.00E+00,70,-0.14572,1
736.979,69.86485,-2.68303,13.85204,0.00E+00,70,-0.14379,1
737.479,69.91497,-2.68231,13.83969,0.00E+00,70,-0.13981,1
737.979,69.96508,-2.67966,13.82455,0.00E+00,70,-0.13376,1
738.479,70.01514,-2.67777,13.81496,0.00E+00,70,-0.12589,1
738.979,70.06522,-2.67439,13.81439,0.00E+00,70,-0.1166,1
739.479,70.11531,-2.67219,13.81315,0.00E+00,70,-0.10646,1
739.979,70.16537,-2.67207,13.8072,0.00E+00,70,-9.62E-02,1
740.479,70.21545,-2.67028,13.80154,0.00E+00,70,-8.65E-02,1
740.979,70.26551,-2.66933,13.79594,0.00E+00,70,-7.81E-02,1
741.479,70.31553,-2.66715,13.78863,0.00E+00,70,-7.16E-02,1
741.979,70.3655,-2.66518,13.7907,0.00E+00,70,-6.76E-02,1
742.479,70.41539,-2.66346,13.79694,0.00E+00,70,-6.64E-02,1
742.979,70.46523,-2.66236,13.79158,0.00E+00,70,-6.80E-02,1
743.479,70.51507,-2.66026,13.78871,0.00E+00,70,-7.22E-02,1
743.979,70.56491,-2.65904,13.78865,0.00E+00,70,-7.86E-02,1
744.479,70.61474,-2.65785,13.78857,0.00E+00,70,-8.65E-02,1
744.979,70.66461,-2.65595,13.78251,0.00E+00,70,-9.50E-02,1
745.479,70.71449,-2.65547,13.77677,0.00E+00,70,-0.10335,1
745.979,70.76437,-2.6549,13.76906,0.00E+00,70,-0.11076,1
746.479,70.81423,-2.65455,13.75848,0.00E+00,70,-0.11671,1
746.979,70.86411,-2.65369,13.7512,0.00E+00,70,-0.12099,1
747.479,70.914,-2.65168,13.74259,0.00E+00,70,-0.12368,1
747.979,70.96395,-2.65079,13.73536,0.00E+00,70,-0.12511,1
748.479,71.01389,-2.64915,13.72795,0.00E+00,70,-0.12578,1
748.979,71.06383,-2.64733,13.72289,0.00E+00,70,-0.12622,1
749.479,71.11376,-2.64395,13.72042,0.00E+00,70,-0.12689,1
749.979,71.16364,-2.6423,13.71663,0.00E+00,70,-0.12805,1
750.479,71.21341,-2.64068,13.71247,0.00E+00,70,-0.12979,1
750.979,71.26315,-2.63922,13.70581,0.00E+00,70,-0.13201,1
751.479,71.31283,-2.63722,13.69817,0.00E+00,70,-0.1345,1
751.979,71.36247,-2.63772,13.68916,0.00E+00,70,-0.13701,1
752.479,71.41212,-2.63663,13.67936,0.00E+00,70,-0.13936,1
752.979,71.46182,-2.63523,13.67142,0.00E+00,70,-0.14145,1
753.479,71.51152,-2.63461,13.66536,0.00E+00,70,-0.14326,1
753.979,71.56135,-2.6335,13.65951,0.00E+00,70,-0.14492,1
754.479,71.61119,-2.63075,13.65421,0.00E+00,70,-0.1466,1
754.979,71.66106,-2.62984,13.64661,0.00E+00,70,-0.14852,1
755.479,71.71098,-2.62657,13.63898,0.00E+00,70,-0.15097,1
755.979,71.76092,-2.62471,13.63039,0.00E+00,70,-0.15427,1
756.479,71.81081,-2.62195,13.62324,0.00E+00,70,-0.15879,1
756.979,71.86078,-2.61917,13.61534,0.00E+00,70,-0.16488,1
757.479,71.9108,-2.61701,13.60518,0.00E+00,70,-0.17277,1
757.979,71.96082,-2.61468,13.5977,0.00E+00,70,-0.18238,1
758.479,72.01085,-2.61222,13.59389,0.00E+00,70,-0.19316,1
758.979,72.06091,-2.60943,13.58754,0.00E+00,70,-0.20396,1
759.479,72.11098,-2.60775,13.58072,0.00E+00,70,-0.21308,1
759.979,72.16104,-2.6049,13.57053,0.00E+00,70,-0.21845,1
760.479,72.2111,-2.60206,13.56038,0.00E+00,70,-0.21803,1
760.979,72.26118,-2.59917,13.55613,0.00E+00,70,-0.21034,1
761.479,72.31132,-2.59774,13.53665,0.00E+00,70,-0.19485,1
761.979,72.36142,-2.59613,13.46455,0.00E+00,70,-0.17239,1
762.479,72.4115,-2.59331,13.42795,0.00E+00,70,-0.14502,1
762.979,72.46162,-2.58929,13.44255,0.00E+00,70,-0.11569,1
763.479,72.51173,-2.58646,13.4781,0.00E+00,70,-8.77E-02,1
763.979,72.56182,-2.58403,13.49493,0.00E+00,70,-6.41E-02,1
764.479,72.61191,-2.58229,13.49995,0.00E+00,70,-4.69E-02,1
764.979,72.66199,-2.58054,13.49765,0.00E+00,70,-3.71E-02,1
765.479,72.71202,-2.57843,13.49361,0.00E+00,70,-3.46E-02,1
765.979,72.76199,-2.57689,13.49091,0.00E+00,70,-3.81E-02,1
766.479,72.81192,-2.57512,13.49032,0.00E+00,70,-4.62E-02,1
766.979,72.86184,-2.57361,13.48455,0.00E+00,70,-5.73E-02,1
767.479,72.91176,-2.5726,13.47848,0.00E+00,70,-7.00E-02,1
767.979,72.96171,-2.57128,13.47432,0.00E+00,70,-8.33E-02,1
768.479,73.01171,-2.56981,13.47364,0.00E+00,70,-9.64E-02,1
768.979,73.06168,-2.56715,13.47367,0.00E+00,70,-0.10887,1
769.479,73.11162,-2.56634,13.46902,0.00E+00,70,-0.12026,1
769.979,73.16158,-2.56576,13.4557,0.00E+00,70,-0.13035,1
770.479,73.21149,-2.56415,13.44391,0.00E+00,70,-0.13894,1
770.979,73.26137,-2.56228,13.43478,0.00E+00,70,-0.14589,1
771.479,73.31127,-2.55992,13.42939,0.00E+00,70,-0.15114,1
771.979,73.36122,-2.5584,13.42347,0.00E+00,70,-0.15467,1
772.479,73.41112,-2.55732,13.4134,0.00E+00,70,-0.15651,1
772.979,73.461,-2.55593,13.40482,0.00E+00,70,-0.1567,1
773.479,73.5109,-2.55206,13.39674,0.00E+00,70,-0.15527,1
773.979,73.5608,-2.5504,13.39011,0.00E+00,70,-0.15226,1
774.479,73.61062,-2.54891,13.37991,0.00E+00,70,-0.14775,1
774.979,73.66045,-2.54513,13.36991,0.00E+00,70,-0.14187,1
775.479,73.71032,-2.54361,13.36091,0.00E+00,70,-0.13483,1
775.979,73.76019,-2.54171,13.35618,0.00E+00,70,-0.127,1
776.479,73.81007,-2.5388,13.34987,0.00E+00,70,-0.11881,1
776.979,73.86,-2.53503,13.34341,0.00E+00,70,-0.11077,1
777.479,73.91001,-2.5327,13.33639,0.00E+00,70,-0.10343,1
777.979,73.96004,-2.52967,13.33334,0.00E+00,70,-9.73E-02,1
778.479,74.01005,-2.52663,13.33258,0.00E+00,70,-9.26E-02,1
778.979,74.06009,-2.52344,13.33205,0.00E+00,70,-8.97E-02,1
779.479,74.1102,-2.5221,13.32791,0.00E+00,70,-8.85E-02,1
779.979,74.1603,-2.5188,13.32243,0.00E+00,70,-8.86E-02,1
780.479,74.21039,-2.51571,13.31728,0.00E+00,70,-8.98E-02,1
780.979,74.26054,-2.5122,13.31751,0.00E+00,70,-9.16E-02,1
781.479,74.31066,-2.50951,13.31428,0.00E+00,70,-9.36E-02,1
781.979,74.36065,-2.5067,13.30672,0.00E+00,70,-9.54E-02,1
782.479,74.41057,-2.50383,13.29403,0.00E+00,70,-9.69E-02,1
782.979,74.46052,-2.50068,13.28556,0.00E+00,70,-9.83E-02,1
783.479,74.51042,-2.49775,13.28451,0.00E+00,70,-9.98E-02,1
783.979,74.56034,-2.49384,13.28513,0.00E+00,70,-0.10185,1
784.479,74.6103,-2.49168,13.28071,0.00E+00,70,-0.10495,1
