Time (s),Temperature (K),Mass (mg),,,,
4282.4502,1025.162,1.145538944,,,,
4285.4526,1025.662,1.145084699,,,,
4288.4538,1026.162,1.144871268,,,,
4291.4568,1026.662,1.144293796,,,,
4294.4598,1027.162,1.143583433,,,,
4297.4598,1027.662,1.143160598,,,,
4300.4628,1028.162,1.142836827,,,,
4303.4676,1028.662,1.14275226,,,,
4306.47,1029.162,1.142774811,,,,
4309.4706,1029.662,1.142732125,,,,
4312.473,1030.162,1.142571851,,,,
4315.4724,1030.662,1.142372917,,,,
4318.4664,1031.162,1.142130491,,,,
4321.4628,1031.662,1.141808331,,,,
4324.4604,1032.162,1.14155463,,,,
4327.458,1032.662,1.141044812,,,,
4330.4574,1033.162,1.14037633,,,,
4333.4598,1033.662,1.139720735,,,,
4336.4592,1034.162,1.139678048,,,,
4339.4556,1034.662,1.136649744,,,,
4342.4514,1035.162,1.131365515,,,,
4345.4466,1035.662,1.129830423,,,,
4348.443,1036.162,1.131993727,,,,
4351.4418,1036.662,1.13476833,,,,
4354.443,1037.162,1.136139926,,,,
4357.446,1037.662,1.136748003,,,,
4360.4502,1038.162,1.137031504,,,,
4363.4538,1038.662,1.137157146,,,,
4366.4562,1039.162,1.137327086,,,,
4369.4574,1039.662,1.137373799,,,,
4372.4538,1040.162,1.137017812,,,,
4375.4478,1040.662,1.136667463,,,,
4378.4412,1041.162,1.13635819,,,,
4381.434,1041.662,1.136134288,,,,
4384.4286,1042.162,1.135823404,,,,
4387.4292,1042.662,1.135509298,,,,
4390.431,1043.162,1.135299089,,,,
4393.4328,1043.662,1.135233046,,,,
4396.437,1044.162,1.135067133,,,,
4399.4406,1044.662,1.134903637,,,,
4402.4412,1045.162,1.134493689,,,,
4405.443,1045.662,1.133953265,,,,
4408.4448,1046.162,1.13354976,,,,
4411.4412,1046.662,1.132973899,,,,
4414.4376,1047.162,1.132416562,,,,
4417.4346,1047.662,1.13191963,,,,
4420.428,1048.162,1.131122284,,,,
4423.422,1048.662,1.130072848,,,,
4426.419,1049.162,1.129167578,,,,
4429.4202,1049.662,1.128770516,,,,
4432.4244,1050.162,1.128759241,,,,
4435.4304,1050.662,1.128814008,,,,
4438.437,1051.162,1.128870386,,,,
4441.44,1051.662,1.128886494,,,,
4444.4358,1052.162,1.128746354,,,,
4447.4268,1052.662,1.128420167,,,,
4450.4166,1053.162,1.128121364,,,,
4453.4058,1053.662,1.128176131,,,,
4456.3974,1054.162,1.128129418,,,,
4459.3926,1054.662,1.127702556,,,,
4462.389,1055.162,1.127435163,,,,
4465.3836,1055.662,1.127118641,,,,
4468.3776,1056.162,1.126865745,,,,
4471.3734,1056.662,1.126677282,,,,
4474.3686,1057.162,1.126469488,,,,
4477.3614,1057.662,1.126293106,,,,
4480.3566,1058.162,1.125991081,,,,
4483.353,1058.662,1.12562704,,,,
4486.3458,1059.162,1.125290383,,,,
4489.3392,1059.662,1.12493198,,,,
4492.3368,1060.162,1.124901375,,,,
4495.3338,1060.662,1.124967417,,,,
4498.332,1061.162,1.125014936,,,,
4501.3332,1061.662,1.12503346,,,,
4504.3356,1062.162,1.124945672,,,,
4507.3368,1062.662,1.124702441,,,,
4510.3362,1063.162,1.124878018,,,,
4513.3344,1063.662,1.122556855,,,,
4516.3308,1064.162,1.117346723,,,,
4519.3254,1064.662,1.115872841,,,,
4522.32,1065.162,1.117284707,,,,
4525.3194,1065.662,1.118827048,,,,
4528.3188,1066.162,1.120895315,,,,
4531.3194,1066.662,1.1219818,,,,
4534.3212,1067.162,1.122025291,,,,
4537.3218,1067.662,1.12254719,,,,
4540.3194,1068.162,1.122976469,,,,
4543.3146,1068.662,1.122874988,,,,
4546.308,1069.162,1.122129993,,,,
4549.3008,1069.662,1.121335063,,,,
4552.2852,1070.162,1.121300431,,,,
4555.2894,1070.662,1.121380971,,,,
