Time (s),Temperature (K),Mass (mg),,,,
268.3488,341.662,7.979705072,,,,
271.1328,342.162,7.979473922,,,,
273.9018,342.662,7.979125989,,,,
276.6588,343.162,7.979037395,,,,
279.3972,343.662,7.979353112,,,,
282.1224,344.162,7.978616976,,,,
284.835,344.662,7.977607005,,,,
287.538,345.162,7.977291288,,,,
290.2278,345.662,7.977011814,,,,
292.9098,346.162,7.976383602,,,,
295.5834,346.662,7.97559431,,,,
298.2462,347.162,7.974785688,,,,
300.8988,347.662,7.974015726,,,,
303.5436,348.162,7.973327109,,,,
306.1806,348.662,7.972611914,,,,
308.8068,349.162,7.971735639,,,,
311.4264,349.662,7.970769964,,,,
314.0418,350.162,7.969884829,,,,
316.6518,350.662,7.968980365,,,,
319.2582,351.162,7.967961534,,,,
321.8598,351.662,7.966939482,,,,
324.4572,352.162,7.966004412,,,,
327.0468,352.662,7.965257001,,,,
329.6286,353.162,7.964657783,,,,
332.2002,353.662,7.962728045,,,,
334.7622,354.162,7.961575518,,,,
337.317,354.662,7.961018181,,,,
339.8664,355.162,7.960435071,,,,
342.4128,355.662,7.960220029,,,,
344.9562,356.162,7.959774643,,,,
347.5008,356.662,7.959256771,,,,
350.0406,357.162,7.958835547,,,,
352.575,357.662,7.958334588,,,,
355.104,358.162,7.957931888,,,,
357.6246,358.662,7.957699127,,,,
360.138,359.162,7.957343946,,,,
362.6382,359.662,7.95692997,,,,
365.1366,360.162,7.956421763,,,,
367.6308,360.662,7.955545488,,,,
370.1208,361.162,7.954817406,,,,
372.6072,361.662,7.954483165,,,,
375.09,362.162,7.954047444,,,,
377.5758,362.662,7.95347561,,,,
380.0562,363.162,7.95281196,,,,
382.5324,363.662,7.952215159,,,,
385.0062,364.162,7.951852729,,,,
387.4776,364.662,7.951607887,,,,
389.9502,365.162,7.951081156,,,,
392.4204,365.662,7.950163,,,,
394.8888,366.162,7.949476799,,,,
397.3572,366.662,7.94863435,,,,
399.8256,367.162,7.947481823,,,,
402.2934,367.662,7.946591051,,,,
404.7576,368.162,7.946276139,,,,
407.2194,368.662,7.946251977,,,,
409.6818,369.162,7.946289831,,,,
412.146,369.662,7.946189961,,,,
414.6102,370.162,7.945869412,,,,
417.0726,370.662,7.945454631,,,,
419.535,371.162,7.945124417,,,,
421.9968,371.662,7.944770847,,,,
424.458,372.162,7.944180488,,,,
426.9162,372.662,7.943565968,,,,
429.372,373.162,7.943086755,,,,
431.8266,373.662,7.942506062,,,,
434.2836,374.162,7.941991411,,,,
436.7454,374.662,7.941588711,,,,
439.2084,375.162,7.941099028,,,,
441.6702,375.662,7.940514308,,,,
444.1338,376.162,7.940043954,,,,
446.6016,376.662,7.939645281,,,,
449.0682,377.162,7.939073447,,,,
451.533,377.662,7.938620007,,,,
453.9996,378.162,7.938380803,,,,
456.4692,378.662,7.938093275,,,,
458.9442,379.162,7.937673662,,,,
461.4198,379.662,7.937422377,,,,
463.8966,380.162,7.937123574,,,,
466.374,380.662,7.936779668,,,,
468.852,381.162,7.936455092,,,,
471.3288,381.662,7.936259379,,,,
473.8026,382.162,7.936273071,,,,
476.2746,382.662,7.936173202,,,,
478.7496,383.162,7.936882759,,,,
481.2276,383.662,7.937631781,,,,
483.708,384.162,7.937800915,,,,
486.1932,384.662,7.938107772,,,,
488.6796,385.162,7.93864578,,,,
491.1708,385.662,7.938362279,,,,
493.6632,386.162,7.937851655,,,,
496.1592,386.662,7.937531106,,,,
498.6582,387.162,7.937321702,,,,
501.159,387.662,7.937152568,,,,
503.6658,388.162,7.936827186,,,,
506.1786,388.662,7.936310925,,,,
508.695,389.162,7.935999235,,,,
511.2114,389.662,7.935982322,,,,
513.7272,390.162,7.936114407,,,,
516.2442,390.662,7.936278709,,,,
518.7588,391.162,7.936360054,,,,
521.2698,391.662,7.936431735,,,,
523.7778,392.162,7.936583956,,,,
526.2888,392.662,7.936728122,,,,
528.8016,393.162,7.936765976,,,,
531.3156,393.662,7.936771614,,,,
533.8338,394.162,7.936775641,,,,
536.3568,394.662,7.936512275,,,,
538.8846,395.162,7.936499389,,,,
541.4154,395.662,7.936619393,,,,
543.948,396.162,7.936704766,,,,
546.4806,396.662,7.93676356,,,,
549.0132,397.162,7.936766781,,,,
551.5464,397.662,7.937022899,,,,
554.0778,398.162,7.937191227,,,,
556.608,398.662,7.937456204,,,,
559.14,399.162,7.937233913,,,,
561.6756,399.662,7.936497778,,,,
564.2142,400.162,7.936025813,,,,
566.7582,400.662,7.935511163,,,,
569.3058,401.162,7.935132625,,,,
571.8576,401.662,7.934964296,,,,
574.4136,402.162,7.935036782,,,,
576.972,402.662,7.935246992,,,,
579.5316,403.162,7.935377466,,,,
582.09,403.662,7.935365385,,,,
584.6478,404.162,7.935366191,,,,
587.2068,404.662,7.935318672,,,,
589.7646,405.162,7.935079468,,,,
592.3254,405.662,7.934915972,,,,
594.8898,406.162,7.934801605,,,,
597.4566,406.662,7.934667104,,,,
600.03,407.162,7.934766168,,,,
602.6058,407.662,7.934681601,,,,
605.1852,408.162,7.934607504,,,,
607.7646,408.662,7.934394878,,,,
610.3458,409.162,7.934166145,,,,
612.9282,409.662,7.933998622,,,,
615.5118,410.162,7.933848817,,,,
618.1002,410.662,7.933868952,,,,
620.6928,411.162,7.933961573,,,,
623.289,411.662,7.933952714,,,,
625.8894,412.162,7.934038086,,,,
628.4928,412.662,7.933598338,,,,
631.0998,413.162,7.932685014,,,,
633.7092,413.662,7.93184015,,,,
636.3186,414.162,7.931220797,,,,
638.9304,414.662,7.931162003,,,,
641.5446,415.162,7.931338385,,,,
644.16,415.662,7.931442282,,,,
646.776,416.162,7.931530876,,,,
649.3926,416.662,7.931584838,,,,
652.0116,417.162,7.93179102,,,,
654.6318,417.662,7.932118013,,,,
657.2538,418.162,7.932164726,,,,
659.8812,418.662,7.932164726,,,,
662.5116,419.162,7.932180834,,,,
665.1468,419.662,7.932018143,,,,
667.7874,420.162,7.931942435,,,,
670.4358,420.662,7.931991565,,,,
673.0872,421.162,7.931893306,,,,
675.7386,421.662,7.931753972,,,,
678.3936,422.162,7.931755583,,,,
681.0516,422.662,7.931666183,,,,
683.7114,423.162,7.931839344,,,,
686.3712,423.662,7.932039889,,,,
689.0346,424.162,7.932080964,,,,
691.7058,424.662,7.932023781,,,,
694.3812,425.162,7.93187156,,,,
697.0596,425.662,7.931726588,,,,
699.741,426.162,7.931625913,,,,
702.4272,426.662,7.931436644,,,,
705.1158,427.162,7.93125704,,,,
707.8056,427.662,7.931072603,,,,
710.4984,428.162,7.931005755,,,,
713.1948,428.662,7.930613525,,,,
715.896,429.162,7.930193107,,,,
718.6032,429.662,7.929895109,,,,
721.3152,430.162,7.929667986,,,,
724.0302,430.662,7.9295061,,,,
726.7494,431.162,7.92929428,,,,
729.4704,431.662,7.929026082,,,,
732.1932,432.162,7.928855337,,,,
734.9148,432.662,7.928673317,,,,
737.6418,433.162,7.928395454,,,,
740.3706,433.662,7.928271422,,,,
743.1036,434.162,7.928264979,,,,
745.8366,434.662,7.928263368,,,,
748.5768,435.162,7.92827706,,,,
751.32,435.662,7.928209406,,,,
754.0632,436.162,7.927926711,,,,
756.8106,436.662,7.927162386,,,,
759.5646,437.162,7.92625309,,,,
762.327,437.662,7.926036437,,,,
765.0888,438.162,7.925762601,,,,
767.8554,438.662,7.925687699,,,,
770.6262,439.162,7.924882299,,,,
773.397,439.662,7.924255698,,,,
776.1636,440.162,7.923873133,,,,
778.9302,440.662,7.923513924,,,,
781.7022,441.162,7.923121695,,,,
784.4778,441.662,7.922851886,,,,
787.257,442.162,7.922685973,,,,
790.0416,442.662,7.922496704,,,,
792.831,443.162,7.922304214,,,,
795.6234,443.662,7.921962724,,,,
798.4158,444.162,7.921372366,,,,
801.2094,444.662,7.920835164,,,,
804.0078,445.162,7.92046468,,,,
806.8092,445.662,7.919896873,,,,
809.613,446.162,7.919539275,,,,
812.4186,446.662,7.918751594,,,,
815.2308,447.162,7.918003378,,,,
818.0418,447.662,7.91756524,,,,
820.8546,448.162,7.916767089,,,,
823.6722,448.662,7.915867457,,,,
826.4922,449.162,7.914938025,,,,
829.3122,449.662,7.914223635,,,,
832.1358,450.162,7.913982821,,,,
834.9624,450.662,7.913813687,,,,
837.7866,451.162,7.91336669,,,,
840.6144,451.662,7.912493636,,,,
843.4464,452.162,7.911878311,,,,
846.279,452.662,7.911304866,,,,
849.114,453.162,7.910637995,,,,
851.9562,453.662,7.909879308,,,,
854.8014,454.162,7.908924909,,,,
857.649,454.662,7.908241124,,,,
860.499,455.162,7.907526734,,,,
863.349,455.662,7.906495822,,,,
866.1972,456.162,7.905607466,,,,
869.0442,456.662,7.904611186,,,,
871.893,457.162,7.903162272,,,,
874.7448,457.662,7.902184516,,,,
877.6026,458.162,7.90127683,,,,
880.4646,458.662,7.900403777,,,,
883.3296,459.162,7.899663614,,,,
886.1958,459.662,7.898636729,,,,
889.0572,460.162,7.897538969,,,,
891.9156,460.662,7.89644282,,,,
894.7734,461.162,7.8953064,,,,
897.6324,461.662,7.894041922,,,,
900.492,462.162,7.893206722,,,,
903.3564,462.662,7.892130708,,,,
906.2292,463.162,7.891082883,,,,
909.1032,463.662,7.890027809,,,,
911.9808,464.162,7.888874476,,,,
914.8614,464.662,7.887349048,,,,
917.7444,465.162,7.885602941,,,,
920.6274,465.662,7.884314301,,,,
923.5134,466.162,7.883091704,,,,
926.4006,466.662,7.881724135,,,,
929.2914,467.162,7.880579661,,,,
932.1858,467.662,7.879084839,,,,
935.0826,468.162,7.877822777,,,,
937.983,468.662,7.876557494,,,,
940.8864,469.162,7.875215697,,,,
943.7904,469.662,7.874112299,,,,
946.692,470.162,7.872964604,,,,
949.5918,470.662,7.871601867,,,,
952.4898,471.162,7.870367189,,,,
955.3872,471.662,7.868799881,,,,
958.2852,472.162,7.86680571,,,,
961.1874,472.662,7.865115176,,,,
964.098,473.162,7.863581694,,,,
967.0128,473.662,7.862034521,,,,
969.9312,474.162,7.860204652,,,,
972.8532,474.662,7.858315184,,,,
975.7758,475.162,7.856973387,,,,
978.6942,475.662,7.855236945,,,,
981.6144,476.162,7.853528691,,,,
984.5358,476.662,7.851640834,,,,
987.4566,477.162,7.849249601,,,,
990.3804,477.662,7.84766699,,,,
993.3108,478.162,7.845841954,,,,
996.2436,478.662,7.843582807,,,,
999.1782,479.162,7.841547561,,,,
1002.1176,479.662,7.839472851,,,,
1005.0558,480.162,7.837127526,,,,
1007.9916,480.662,7.835271884,,,,
1010.9256,481.162,7.832818636,,,,
1013.859,481.662,7.831238441,,,,
1016.7942,482.162,7.829328838,,,,
1019.7354,482.662,7.826873173,,,,
1022.6796,483.162,7.82472195,,,,
1025.6316,483.662,7.821952984,,,,
1028.589,484.162,7.818866692,,,,
1031.5428,484.662,7.816300687,,,,
1034.4966,485.162,7.814244501,,,,
1037.4498,485.662,7.811859712,,,,
1040.4012,486.162,7.81012488,,,,
1043.3544,486.662,7.808018759,,,,
1046.313,487.162,7.806130901,,,,
1049.2698,487.662,7.803067965,,,,
1052.232,488.162,7.801041579,,,,
1055.1978,488.662,7.798570612,,,,
1058.1624,489.162,7.796391199,,,,
1061.1276,489.662,7.793077784,,,,
1064.0982,490.162,7.791099721,,,,
1067.0658,490.662,7.789517916,,,,
1070.0304,491.162,7.787540659,,,,
1072.9938,491.662,7.785300841,,,,
1075.9578,492.162,7.783330027,,,,
1078.9224,492.662,7.780160778,,,,
1081.8912,493.162,7.777172744,,,,
1084.866,493.662,7.7744964,,,,
1087.845,494.162,7.772068119,,,,
1090.8234,494.662,7.768987464,,,,
1093.8012,495.162,7.766577707,,,,
1096.776,495.662,7.763959352,,,,
1099.749,496.162,7.761625303,,,,
1102.722,496.662,7.758111343,,,,
1105.6986,497.162,7.755112033,,,,
1108.6794,497.662,7.752806978,,,,
1111.6632,498.162,7.749322012,,,,
1114.6518,498.662,7.746682717,,,,
1117.641,499.162,7.744555655,,,,
1120.6302,499.662,7.742037975,,,,
1123.6152,500.162,7.738473274,,,,
1126.602,500.662,7.736050631,,,,
1129.5876,501.162,7.733605437,,,,
1132.5714,501.662,7.730205843,,,,
1135.5582,502.162,7.726996324,,,,
1138.5498,502.662,7.723478337,,,,
1141.5408,503.162,7.7205346,,,,
1144.5312,503.662,7.717196217,,,,
1147.5216,504.162,7.714088984,,,,
1150.5102,504.662,7.711005107,,,,
1153.4988,505.162,7.707227781,,,,
1156.4868,505.662,7.704392773,,,,
1159.4766,506.162,7.700801495,,,,
1162.4712,506.662,7.697856147,,,,
1165.4676,507.162,7.695100068,,,,
1168.4628,507.662,7.690642985,,,,
1171.4616,508.162,7.687321515,,,,
1174.4616,508.662,7.683257467,,,,
1177.4592,509.162,7.679665383,,,,
1180.4556,509.662,7.677042195,,,,
1183.4538,510.162,7.67318755,,,,
1186.4508,510.662,7.669503651,,,,
1189.4484,511.162,7.664952335,,,,
1192.4472,511.662,7.660727207,,,,
1195.4466,512.162,7.657569234,,,,
1198.4442,512.662,7.653448002,,,,
1201.44,513.162,7.649269587,,,,
1204.4328,513.662,7.645266749,,,,
1207.4262,514.162,7.640902286,,,,
1210.4214,514.662,7.63734564,,,,
1213.4166,515.162,7.633815571,,,,
1216.413,515.662,7.628652957,,,,
1219.4124,516.162,7.624239365,,,,
1222.413,516.662,7.620437072,,,,
1225.4148,517.162,7.615313117,,,,
1228.422,517.662,7.610812542,,,,
1231.4334,518.162,7.606744467,,,,
1234.446,518.662,7.601771927,,,,
1237.458,519.162,7.597359946,,,,
1240.47,519.662,7.593031726,,,,
1243.4778,520.162,7.587876361,,,,
1246.482,520.662,7.583242895,,,,
1249.4844,521.162,7.578615066,,,,
1252.4892,521.662,7.573427485,,,,
1255.4952,522.162,7.567897608,,,,
1258.5012,522.662,7.562170409,,,,
1261.5108,523.162,7.556043731,,,,
1264.5204,523.662,7.550666075,,,,
1267.5306,524.162,7.545772465,,,,
1270.5414,524.662,7.540086341,,,,
1273.5516,525.162,7.534342228,,,,
1276.5612,525.662,7.528059303,,,,
1279.5726,526.162,7.522319217,,,,
1282.5828,526.662,7.516306101,,,,
1285.593,527.162,7.509806523,,,,
1288.6056,527.662,7.50419369,,,,
1291.6188,528.162,7.498381118,,,,
1294.6326,528.662,7.491759925,,,,
1297.644,529.162,7.485203163,,,,
1300.6542,529.662,7.479146555,,,,
1303.6644,530.162,7.473600571,,,,
1306.6728,530.662,7.467764643,,,,
1309.6812,531.162,7.461107206,,,,
1312.6926,531.662,7.454431246,,,,
1315.7052,532.162,7.44742346,,,,
1318.7136,532.662,7.440915023,,,,
1321.7244,533.162,7.43400308,,,,
1324.737,533.662,7.42733759,,,,
1327.7514,534.162,7.420383766,,,,
1330.7694,534.662,7.412850054,,,,
1333.7922,535.162,7.406678274,,,,
1336.8144,535.662,7.3996423,,,,
1339.8342,536.162,7.392181074,,,,
1342.8492,536.662,7.384958247,,,,
1345.8588,537.162,7.377405206,,,,
1348.8672,537.662,7.370452993,,,,
1351.8744,538.162,7.363251912,,,,
1354.8792,538.662,7.355464499,,,,
1357.884,539.162,7.346895043,,,,
1360.8918,539.662,7.339895312,,,,
1363.8996,540.162,7.331449082,,,,
1366.9044,540.662,7.323833219,,,,
1369.9116,541.162,7.316500052,,,,
1372.923,541.662,7.308739218,,,,
1375.9338,542.162,7.300019152,,,,
1378.9434,542.662,7.292445976,,,,
1381.9572,543.162,7.284895351,,,,
1384.9734,543.662,7.275940914,,,,
1387.9872,544.162,7.266443637,,,,
1391.0004,544.662,7.256676551,,,,
1394.0166,545.162,7.247204242,,,,
1397.0328,545.662,7.238995605,,,,
1400.0484,546.162,7.230716898,,,,
1403.067,546.662,7.221469296,,,,
1406.0886,547.162,7.212804802,,,,
1409.1084,547.662,7.204078293,,,,
1412.1282,548.162,7.194752567,,,,
1415.1462,548.662,7.184869503,,,,
1418.1594,549.162,7.174529778,,,,
1421.1678,549.662,7.164481608,,,,
1424.1762,550.162,7.154778954,,,,
1427.1858,550.662,7.14596224,,,,
1430.1966,551.162,7.13663893,,,,
1433.208,551.662,7.12716501,,,,
1436.2248,552.162,7.117364097,,,,
1439.2434,552.662,7.107216862,,,,
1442.2614,553.162,7.09700278,,,,
1445.2794,553.662,7.086461704,,,,
1448.2998,554.162,7.07561055,,,,
1451.319,554.662,7.066135019,,,,
1454.34,555.162,7.055714754,,,,
1457.3604,555.662,7.045318651,,,,
1460.3796,556.162,7.034203325,,,,
1463.3988,556.662,7.023779839,,,,
1466.418,557.162,7.011655347,,,,
1469.4324,557.662,7.001109439,,,,
1472.448,558.162,6.990719779,,,,
1475.4648,558.662,6.979201754,,,,
1478.4774,559.162,6.968118645,,,,
1481.4936,559.662,6.957411657,,,,
1484.5134,560.162,6.945986253,,,,
1487.5314,560.662,6.933873842,,,,
1490.55,561.162,6.921464239,,,,
1493.5728,561.662,6.908624552,,,,
1496.5926,562.162,6.896867323,,,,
1499.6124,562.662,6.885743943,,,,
1502.6352,563.162,6.873741873,,,,
1505.6604,563.662,6.861619797,,,,
1508.685,564.162,6.849527522,,,,
1511.7108,564.662,6.837424776,,,,
1514.739,565.162,6.825073967,,,,
1517.7642,565.662,6.811813056,,,,
1520.7876,566.162,6.798573891,,,,
1523.8116,566.662,6.785767225,,,,
1526.8338,567.162,6.772100393,,,,
1529.8524,567.662,6.755858696,,,,
1532.8734,568.162,6.740221855,,,,
1535.8932,568.662,6.724501253,,,,
1538.9154,569.162,6.710244867,,,,
1541.9382,569.662,6.69712168,,,,
1544.9592,570.162,6.685124441,,,,
1547.9766,570.662,6.673260899,,,,
1550.9958,571.162,6.660684578,,,,
1554.0114,571.662,6.647009692,,,,
1557.0264,572.162,6.631316473,,,,
1560.0456,572.662,6.614225079,,,,
1563.0678,573.162,6.599434714,,,,
1566.0864,573.662,6.584015331,,,,
1569.1068,574.162,6.568645077,,,,
1572.1314,574.662,6.554340368,,,,
1575.153,575.162,6.53961685,,,,
1578.1758,575.662,6.524786215,,,,
1581.198,576.162,6.508251353,,,,
1584.219,576.662,6.48917787,,,,
1587.2352,577.162,6.474002523,,,,
1590.2556,577.662,6.461227268,,,,
1593.2754,578.162,6.448393219,,,,
1596.3,578.662,6.432288441,,,,
1599.3234,579.162,6.412660843,,,,
1602.3492,579.662,6.392891494,,,,
1605.3702,580.162,6.376881753,,,,
1608.39,580.662,6.361769228,,,,
1611.4092,581.162,6.346825031,,,,
1614.4296,581.662,6.330179829,,,,
1617.4524,582.162,6.313888198,,,,
1620.4794,582.662,6.296130738,,,,
1623.5052,583.162,6.275386856,,,,
1626.5298,583.662,6.259016296,,,,
1629.5574,584.162,6.240898017,,,,
1632.5814,584.662,6.222776517,,,,
1635.603,585.162,6.204678374,,,,
1638.624,585.662,6.187100519,,,,
1641.6438,586.162,6.16929393,,,,
1644.663,586.662,6.150263134,,,,
1647.684,587.162,6.132032099,,,,
1650.7008,587.662,6.11316641,,,,
1653.7224,588.162,6.093286721,,,,
1656.744,588.662,6.073393341,,,,
1659.7596,589.162,6.053887359,,,,
1662.777,589.662,6.034592391,,,,
1665.8004,590.162,6.015254737,,,,
1668.8172,590.662,5.995663382,,,,
1671.8322,591.162,5.97513132,,,,
1674.8538,591.662,5.954759532,,,,
1677.8718,592.162,5.934900784,,,,
1680.8886,592.662,5.914391273,,,,
1683.909,593.162,5.893860822,,,,
1686.9318,593.662,5.87293653,,,,
1689.9528,594.162,5.853042345,,,,
1692.9744,594.662,5.832788951,,,,
1695.9948,595.162,5.81174707,,,,
1699.017,595.662,5.79032182,,,,
1702.0386,596.162,5.768640452,,,,
1705.059,596.662,5.747476956,,,,
1708.0776,597.162,5.725814112,,,,
1711.0962,597.662,5.704040928,,,,
1714.1136,598.162,5.681443015,,,,
1717.131,598.662,5.658562407,,,,
1720.1514,599.162,5.636556462,,,,
1723.179,599.662,5.613760421,,,,
1726.2102,600.162,5.591730315,,,,
1729.2396,600.662,5.57053863,,,,
1732.2696,601.162,5.547157868,,,,
1735.2954,601.662,5.523147283,,,,
1738.314,602.162,5.499697257,,,,
1741.329,602.662,5.476350321,,,,
1744.3458,603.162,5.452621627,,,,
1747.3638,603.662,5.429244892,,,,
1750.386,604.162,5.405616066,,,,
1753.4124,604.662,5.381281711,,,,
1756.4382,605.162,5.357166424,,,,
1759.4634,605.662,5.333040667,,,,
1762.4874,606.162,5.309382847,,,,
1765.5042,606.662,5.285644488,,,,
1768.5156,607.162,5.261484099,,,,
1771.5246,607.662,5.237279412,,,,
1774.5306,608.162,5.211493726,,,,
1777.5384,608.662,5.185698375,,,,
1780.5546,609.162,5.160876752,,,,
1783.5762,609.662,5.135225568,,,,
1786.6014,610.162,5.110200179,,,,
1789.6266,610.662,5.084660139,,,,
1792.6476,611.162,5.058957409,,,,
1795.6626,611.662,5.033782216,,,,
1798.6752,612.162,5.007518927,,,,
1801.692,612.662,4.980888376,,,,
1804.71,613.162,4.955433709,,,,
1807.7322,613.662,4.929738228,,,,
1810.7568,614.162,4.903417756,,,,
1813.782,614.662,4.876763043,,,,
1816.8054,615.162,4.850160681,,,,
1819.8288,615.662,4.823265959,,,,
1822.8504,616.162,4.795503015,,,,
1825.872,616.662,4.768051762,,,,
1828.893,617.162,4.740076998,,,,
1831.9128,617.662,4.712315665,,,,
1834.9326,618.162,4.683783565,,,,
1837.9536,618.662,4.655831353,,,,
1840.9722,619.162,4.627054411,,,,
1843.9884,619.662,4.598525532,,,,
1847.0088,620.162,4.57119831,,,,
1850.031,620.662,4.542145116,,,,
1853.0538,621.162,4.512036042,,,,
1856.0826,621.662,4.482752503,,,,
1859.1162,622.162,4.453405338,,,,
1862.1462,622.662,4.423219752,,,,
1865.175,623.162,4.39363902,,,,
1868.2014,623.662,4.363501758,,,,
1871.2206,624.162,4.333275096,,,,
1874.2362,624.662,4.302193099,,,,
1877.2536,625.162,4.271855292,,,,
1880.274,625.662,4.240075819,,,,
1883.298,626.162,4.20791378,,,,
1886.3304,626.662,4.175297497,,,,
1889.3676,627.162,4.141963601,,,,
1892.4018,627.662,4.109288523,,,,
1895.4294,628.162,4.077309311,,,,
1898.4534,628.662,4.04397461,,,,
1901.4738,629.162,4.010353187,,,,
1904.4894,629.662,3.976146239,,,,
1907.5092,630.162,3.941353764,,,,
1910.535,630.662,3.90725635,,,,
1913.562,631.162,3.872117553,,,,
1916.589,631.662,3.836648542,,,,
1919.6172,632.162,3.801451757,,,,
1922.6418,632.662,3.765633203,,,,
1925.6616,633.162,3.729630212,,,,
1928.6796,633.662,3.692717925,,,,
1931.6976,634.162,3.654213361,,,,
1934.7174,634.662,3.618147549,,,,
1937.739,635.162,3.580913907,,,,
1940.7672,635.662,3.543453948,,,,
1943.7996,636.162,3.505561489,,,,
1946.8296,636.662,3.468080589,,,,
1949.8572,637.162,3.429633209,,,,
1952.8794,637.662,3.389729666,,,,
1955.8974,638.162,3.35110832,,,,
1958.91,638.662,3.310761002,,,,
1961.925,639.162,3.271445401,,,,
1964.9376,639.662,3.231491117,,,,
1967.9568,640.162,3.192134441,,,,
1970.9754,640.662,3.151987667,,,,
1973.9958,641.162,3.112220237,,,,
1977.0144,641.662,3.071272895,,,,
1980.0414,642.162,3.031914608,,,,
1983.0648,642.662,2.990892365,,,,
1986.0888,643.162,2.950580484,,,,
1989.114,643.662,2.910160679,,,,
1992.1386,644.162,2.870877294,,,,
1995.156,644.662,2.831728411,,,,
1998.1716,645.162,2.792565836,,,,
2001.1854,645.662,2.754298061,,,,
2004.2028,646.162,2.715696849,,,,
2007.2208,646.662,2.67741055,,,,
2010.2424,647.162,2.638080451,,,,
2013.2694,647.662,2.600639822,,,,
2016.3006,648.162,2.563584173,,,,
2019.3264,648.662,2.528083752,,,,
2022.3534,649.162,2.492214457,,,,
2025.3774,649.662,2.458526992,,,,
2028.4002,650.162,2.424591463,,,,
2031.42,650.662,2.392812795,,,,
2034.4422,651.162,2.361448103,,,,
2037.4602,651.662,2.330177642,,,,
2040.4788,652.162,2.300778126,,,,
2043.4914,652.662,2.273280965,,,,
2046.4998,653.162,2.246338724,,,,
2049.5046,653.662,2.22131253,,,,
2052.5106,654.162,2.197047438,,,,
2055.5166,654.662,2.174691951,,,,
2058.5286,655.162,2.152946956,,,,
2061.5424,655.662,2.130431999,,,,
2064.5598,656.162,2.111629936,,,,
2067.5754,656.662,2.093757305,,,,
2070.5868,657.162,2.078391883,,,,
2073.5934,657.662,2.064605852,,,,
2076.6006,658.162,2.052344442,,,,
2079.6036,658.662,2.040595267,,,,
2082.6072,659.162,2.029647465,,,,
2085.612,659.662,2.018827721,,,,
2088.615,660.162,2.008893917,,,,
2091.6174,660.662,1.999768735,,,,
2094.6216,661.162,1.99133217,,,,
2097.6234,661.662,1.983093734,,,,
2100.6258,662.162,1.97630099,,,,
2103.6336,662.662,1.971009512,,,,
2106.639,663.162,1.965106736,,,,
2109.6432,663.662,1.961124033,,,,
2112.651,664.162,1.95696092,,,,
2115.6588,664.662,1.952705992,,,,
2118.6636,665.162,1.948140179,,,,
2121.6702,665.662,1.943942434,,,,
2124.678,666.162,1.940224708,,,,
2127.6846,666.662,1.935822392,,,,
2130.6888,667.162,1.93197258,,,,
2133.6924,667.662,1.927927861,,,,
2136.6948,668.162,1.923973347,,,,
2139.6948,668.662,1.920184745,,,,
2142.6948,669.162,1.916402587,,,,
2145.6984,669.662,1.912696941,,,,
2148.702,670.162,1.909038815,,,,
2151.7086,670.662,1.905326726,,,,
2154.7176,671.162,1.901596919,,,,
2157.7272,671.662,1.898561366,,,,
2160.7368,672.162,1.894854915,,,,
2163.75,672.662,1.891696942,,,,
2166.7626,673.162,1.888579238,,,,
