Time (s),Temperature (K),Mass (mg),,,
572.4534,355.6,7.669,,,
577.5318,356.1,7.668,,,
582.6138,356.6,7.667,,,
587.7030,357.1,7.666,,,
592.7976,357.6,7.665,,,
597.8946,358.1,7.664,,,
602.9904,358.6,7.664,,,
608.0886,359.1,7.664,,,
613.1946,359.6,7.664,,,
618.3066,360.1,7.663,,,
623.4276,360.6,7.662,,,
628.5582,361.1,7.662,,,
633.6936,361.6,7.661,,,
638.8332,362.1,7.660,,,
643.9806,362.6,7.660,,,
649.1352,363.1,7.660,,,
654.2988,363.6,7.659,,,
659.4696,364.1,7.659,,,
664.6470,364.6,7.659,,,
669.8304,365.1,7.659,,,
675.0204,365.6,7.659,,,
680.2236,366.1,7.658,,,
685.4400,366.6,7.658,,,
690.6666,367.1,7.658,,,
695.9052,367.6,7.658,,,
701.1504,368.1,7.659,,,
706.3980,368.6,7.659,,,
711.6522,369.1,7.658,,,
716.9118,369.6,7.658,,,
722.1822,370.1,7.657,,,
727.4634,370.6,7.656,,,
732.7590,371.1,7.655,,,
738.0720,371.6,7.655,,,
743.3964,372.1,7.654,,,
748.7310,372.6,7.654,,,
754.0770,373.1,7.654,,,
759.4326,373.6,7.654,,,
764.7942,374.1,7.654,,,
770.1702,374.6,7.653,,,
775.5618,375.1,7.653,,,
780.9672,375.6,7.653,,,
786.3810,376.1,7.653,,,
791.8074,376.6,7.653,,,
797.2446,377.1,7.653,,,
802.6884,377.6,7.651,,,
808.1406,378.1,7.651,,,
813.6024,378.6,7.650,,,
819.0732,379.1,7.650,,,
824.5530,379.6,7.650,,,
830.0478,380.1,7.649,,,
835.5606,380.6,7.649,,,
841.0872,381.1,7.649,,,
846.6264,381.6,7.650,,,
852.1746,382.1,7.650,,,
857.7270,382.6,7.650,,,
863.2890,383.1,7.650,,,
868.8552,383.6,7.650,,,
874.4328,384.1,7.650,,,
880.0236,384.6,7.649,,,
885.6240,385.1,7.648,,,
891.2400,385.6,7.648,,,
896.8662,386.1,7.649,,,
902.5008,386.6,7.649,,,
908.1420,387.1,7.648,,,
913.7886,387.6,7.648,,,
919.4472,388.1,7.648,,,
925.1220,388.6,7.648,,,
930.8160,389.1,7.647,,,
936.5286,389.6,7.647,,,
942.2556,390.1,7.647,,,
947.9886,390.6,7.646,,,
953.7240,391.1,7.646,,,
959.4582,391.6,7.645,,,
965.1900,392.1,7.644,,,
970.9242,392.6,7.643,,,
976.6602,393.1,7.642,,,
982.4022,393.6,7.642,,,
988.1538,394.1,7.642,,,
993.9114,394.6,7.642,,,
999.6762,395.1,7.642,,,
1005.4494,395.6,7.642,,,
1011.2262,396.1,7.643,,,
1017.0096,396.6,7.644,,,
1022.8008,397.1,7.644,,,
1028.5986,397.6,7.643,,,
1034.3970,398.1,7.642,,,
1040.1990,398.6,7.642,,,
1046.0082,399.1,7.642,,,
1051.8168,399.6,7.641,,,
1057.6320,400.1,7.641,,,
1063.4544,400.6,7.641,,,
1069.2762,401.1,7.641,,,
1075.1058,401.6,7.641,,,
1080.9414,402.1,7.640,,,
1086.7842,402.6,7.639,,,
1092.6342,403.1,7.638,,,
1098.4854,403.6,7.637,,,
1104.3408,404.1,7.637,,,
1110.1920,404.6,7.637,,,
1116.0468,405.1,7.637,,,
1121.9118,405.6,7.637,,,
1127.7768,406.1,7.637,,,
1133.6532,406.6,7.637,,,
1139.5392,407.1,7.638,,,
1145.4246,407.6,7.639,,,
1151.3202,408.1,7.639,,,
1157.2200,408.6,7.639,,,
1163.1162,409.1,7.639,,,
1169.0166,409.6,7.639,,,
1174.9098,410.1,7.639,,,
1180.7964,410.6,7.638,,,
1186.6830,411.1,7.638,,,
1192.5696,411.6,7.637,,,
1198.4646,412.1,7.636,,,
1204.3728,412.6,7.637,,,
1210.2900,413.1,7.637,,,
1216.2090,413.6,7.637,,,
1222.1262,414.1,7.637,,,
1228.0392,414.6,7.637,,,
1233.9468,415.1,7.637,,,
1239.8550,415.6,7.636,,,
1245.7656,416.1,7.635,,,
1251.6786,416.6,7.634,,,
1257.5952,417.1,7.634,,,
1263.5172,417.6,7.634,,,
1269.4422,418.1,7.634,,,
1275.3720,418.6,7.633,,,
1281.3066,419.1,7.632,,,
1287.2400,419.6,7.632,,,
1293.1746,420.1,7.634,,,
1299.1032,420.6,7.634,,,
1305.0228,421.1,7.634,,,
1310.9472,421.6,7.634,,,
1316.8722,422.1,7.634,,,
1322.8008,422.6,7.634,,,
1328.7450,423.1,7.634,,,
1334.6934,423.6,7.634,,,
1340.6478,424.1,7.634,,,
1346.6106,424.6,7.633,,,
1352.5704,425.1,7.633,,,
1358.5278,425.6,7.633,,,
1364.4846,426.1,7.632,,,
1370.4366,426.6,7.632,,,
1376.3856,427.1,7.631,,,
1382.3328,427.6,7.631,,,
1388.2746,428.1,7.630,,,
1394.2140,428.6,7.629,,,
1400.1552,429.1,7.629,,,
1406.1018,429.6,7.628,,,
1412.0508,430.1,7.627,,,
1418.0076,430.6,7.626,,,
1423.9686,431.1,7.625,,,
1429.9308,431.6,7.625,,,
1435.9056,432.1,7.625,,,
1441.8870,432.6,7.625,,,
1447.8696,433.1,7.625,,,
1453.8588,433.6,7.625,,,
1459.8414,434.1,7.625,,,
1465.8174,434.6,7.625,,,
1471.7916,435.1,7.623,,,
1477.7604,435.6,7.623,,,
1483.7280,436.1,7.623,,,
1489.6992,436.6,7.622,,,
1495.6734,437.1,7.621,,,
1501.6476,437.6,7.620,,,
1507.6290,438.1,7.619,,,
1513.6110,438.6,7.619,,,
1519.5984,439.1,7.618,,,
1525.5942,439.6,7.618,,,
1531.5882,440.1,7.617,,,
1537.5882,440.6,7.615,,,
1543.5918,441.1,7.613,,,
1549.5960,441.6,7.612,,,
1555.6014,442.1,7.611,,,
1561.6020,442.6,7.611,,,
1567.5960,443.1,7.611,,,
1573.5768,443.6,7.611,,,
1579.5552,444.1,7.610,,,
1585.5330,444.6,7.610,,,
1591.5078,445.1,7.609,,,
1597.4928,445.6,7.608,,,
1603.4808,446.1,7.607,,,
1609.4748,446.6,7.606,,,
1615.4784,447.1,7.606,,,
1621.4874,447.6,7.605,,,
1627.5102,448.1,7.605,,,
1633.5438,448.6,7.605,,,
1639.5822,449.1,7.604,,,
1645.6230,449.6,7.603,,,
1651.6530,450.1,7.602,,,
1657.6674,450.6,7.601,,,
1663.6704,451.1,7.601,,,
1669.6662,451.6,7.601,,,
1675.6590,452.1,7.600,,,
1681.6530,452.6,7.600,,,
1687.6476,453.1,7.599,,,
1693.6410,453.6,7.597,,,
1699.6302,454.1,7.595,,,
1705.6188,454.6,7.594,,,
1711.6074,455.1,7.593,,,
1717.5948,455.6,7.593,,,
1723.5858,456.1,7.592,,,
1729.5762,456.6,7.590,,,
1735.5624,457.1,7.588,,,
1741.5522,457.6,7.587,,,
1747.5384,458.1,7.586,,,
1753.5306,458.6,7.584,,,
1759.5330,459.1,7.583,,,
1765.5414,459.6,7.582,,,
1771.5618,460.1,7.581,,,
1777.5828,460.6,7.580,,,
1783.6002,461.1,7.579,,,
1789.6116,461.6,7.576,,,
1795.6110,462.1,7.574,,,
1801.6104,462.6,7.572,,,
1807.6056,463.1,7.570,,,
1813.5978,463.6,7.568,,,
1819.5936,464.1,7.566,,,
1825.5858,464.6,7.564,,,
1831.5744,465.1,7.563,,,
1837.5618,465.6,7.562,,,
1843.5480,466.1,7.560,,,
1849.5306,466.6,7.559,,,
1855.5162,467.1,7.557,,,
1861.5066,467.6,7.556,,,
1867.4970,468.1,7.553,,,
1873.4832,468.6,7.552,,,
1879.4658,469.1,7.550,,,
1885.4394,469.6,7.547,,,
1891.4076,470.1,7.546,,,
1897.3848,470.6,7.544,,,
1903.3758,471.1,7.542,,,
1909.3782,471.6,7.540,,,
1915.3944,472.1,7.538,,,
1921.4190,472.6,7.537,,,
1927.4406,473.1,7.535,,,
1933.4688,473.6,7.533,,,
1939.4988,474.1,7.531,,,
1945.5282,474.6,7.529,,,
1951.5564,475.1,7.526,,,
1957.5750,475.6,7.524,,,
1963.5858,476.1,7.523,,,
1969.5888,476.6,7.520,,,
1975.5882,477.1,7.519,,,
1981.5882,477.6,7.518,,,
1987.5870,478.1,7.516,,,
1993.5864,478.6,7.514,,,
1999.5834,479.1,7.512,,,
2005.5798,479.6,7.510,,,
2011.5780,480.1,7.507,,,
2017.5762,480.6,7.503,,,
2023.5768,481.1,7.501,,,
2029.5792,481.6,7.498,,,
2035.5798,482.1,7.497,,,
2041.5822,482.6,7.494,,,
2047.5846,483.1,7.492,,,
2053.5852,483.6,7.488,,,
2059.5876,484.1,7.485,,,
2065.5876,484.6,7.483,,,
2071.5888,485.1,7.481,,,
2077.5852,485.6,7.478,,,
2083.5780,486.1,7.476,,,
2089.5786,486.6,7.472,,,
2095.5828,487.1,7.470,,,
2101.5942,487.6,7.468,,,
2107.6116,488.1,7.465,,,
2113.6188,488.6,7.462,,,
2119.6176,489.1,7.459,,,
2125.6146,489.6,7.457,,,
2131.6122,490.1,7.454,,,
2137.6188,490.6,7.451,,,
2143.6374,491.1,7.448,,,
2149.6596,491.6,7.446,,,
2155.6824,492.1,7.444,,,
2161.7022,492.6,7.440,,,
2167.7142,493.1,7.438,,,
2173.7238,493.6,7.434,,,
2179.7298,494.1,7.430,,,
2185.7340,494.6,7.427,,,
2191.7382,495.1,7.424,,,
2197.7412,495.6,7.422,,,
2203.7484,496.1,7.419,,,
2209.7592,496.6,7.416,,,
2215.7718,497.1,7.411,,,
2221.7838,497.6,7.408,,,
2227.7940,498.1,7.404,,,
2233.8018,498.6,7.400,,,
2239.8090,499.1,7.396,,,
2245.8228,499.6,7.392,,,
2251.8390,500.1,7.389,,,
2257.8552,500.6,7.385,,,
2263.8732,501.1,7.381,,,
2269.8894,501.6,7.378,,,
2275.9056,502.1,7.374,,,
2281.9266,502.6,7.371,,,
2287.9506,503.1,7.366,,,
2293.9716,503.6,7.363,,,
2299.9914,504.1,7.358,,,
2306.0076,504.6,7.355,,,
2312.0178,505.1,7.350,,,
2318.0286,505.6,7.346,,,
2324.0376,506.1,7.341,,,
2330.0400,506.6,7.338,,,
2336.0400,507.1,7.333,,,
2342.0364,507.6,7.329,,,
2348.0328,508.1,7.324,,,
2354.0352,508.6,7.319,,,
2360.0418,509.1,7.314,,,
2366.0514,509.6,7.309,,,
2372.0670,510.1,7.305,,,
2378.0874,510.6,7.300,,,
2384.1048,511.1,7.295,,,
2390.1264,511.6,7.291,,,
2396.1420,512.1,7.285,,,
2402.1510,512.6,7.280,,,
2408.1648,513.1,7.275,,,
2414.1750,513.6,7.269,,,
2420.1840,514.1,7.263,,,
2426.1900,514.6,7.258,,,
2432.1900,515.1,7.252,,,
2438.1894,515.6,7.247,,,
2444.1912,516.1,7.241,,,
2450.1996,516.6,7.235,,,
2456.2164,517.1,7.229,,,
2462.2380,517.6,7.223,,,
2468.2620,518.1,7.217,,,
2474.2854,518.6,7.210,,,
2480.3004,519.1,7.204,,,
2486.3106,519.6,7.199,,,
2492.3154,520.1,7.192,,,
2498.3178,520.6,7.186,,,
2504.3208,521.1,7.180,,,
2510.3256,521.6,7.174,,,
2516.3334,522.1,7.167,,,
2522.3436,522.6,7.161,,,
2528.3610,523.1,7.154,,,
2534.3832,523.6,7.147,,,
2540.4048,524.1,7.141,,,
2546.4294,524.6,7.133,,,
2552.4486,525.1,7.126,,,
2558.4624,525.6,7.120,,,
2564.4756,526.1,7.113,,,
2570.4846,526.6,7.106,,,
2576.4894,527.1,7.098,,,
2582.4960,527.6,7.091,,,
2588.5032,528.1,7.084,,,
2594.5128,528.6,7.077,,,
2600.5242,529.1,7.069,,,
2606.5332,529.6,7.061,,,
2612.5434,530.1,7.053,,,
2618.5494,530.6,7.046,,,
2624.5572,531.1,7.038,,,
2630.5686,531.6,7.029,,,
2636.5764,532.1,7.021,,,
2642.5848,532.6,7.014,,,
2648.5920,533.1,7.006,,,
2654.5956,533.6,6.997,,,
2660.6016,534.1,6.989,,,
2666.6100,534.6,6.981,,,
2672.6184,535.1,6.975,,,
2678.6292,535.6,6.967,,,
2684.6322,536.1,6.959,,,
2690.6340,536.6,6.949,,,
2696.6322,537.1,6.941,,,
2702.6298,537.6,6.931,,,
2708.6418,538.1,6.923,,,
2714.6610,538.6,6.914,,,
2720.6886,539.1,6.905,,,
2726.7198,539.6,6.895,,,
2732.7444,540.1,6.887,,,
2738.7588,540.6,6.876,,,
2744.7648,541.1,6.867,,,
2750.7660,541.6,6.856,,,
2756.7600,542.1,6.845,,,
2762.7546,542.6,6.835,,,
2768.7510,543.1,6.823,,,
2774.7462,543.6,6.813,,,
2780.7450,544.1,6.803,,,
2786.7450,544.6,6.792,,,
2792.7450,545.1,6.783,,,
2798.7486,545.6,6.772,,,
2804.7540,546.1,6.761,,,
2810.7588,546.6,6.750,,,
2816.7636,547.1,6.739,,,
2822.7726,547.6,6.727,,,
2828.7852,548.1,6.716,,,
2834.8038,548.6,6.705,,,
2840.8320,549.1,6.693,,,
2846.8590,549.6,6.681,,,
2852.8824,550.1,6.670,,,
2858.9022,550.6,6.657,,,
2864.9136,551.1,6.646,,,
2870.9202,551.6,6.635,,,
2876.9262,552.1,6.624,,,
2882.9316,552.6,6.612,,,
2888.9400,553.1,6.601,,,
2894.9538,553.6,6.588,,,
2900.9712,554.1,6.576,,,
2906.9940,554.6,6.564,,,
2913.0174,555.1,6.551,,,
2919.0420,555.6,6.537,,,
2925.0660,556.1,6.524,,,
2931.0846,556.6,6.510,,,
2937.1044,557.1,6.498,,,
2943.1200,557.6,6.486,,,
2949.1254,558.1,6.473,,,
2955.1230,558.6,6.460,,,
2961.1098,559.1,6.445,,,
2967.0882,559.6,6.432,,,
2973.0738,560.1,6.418,,,
2979.0660,560.6,6.405,,,
2985.0654,561.1,6.390,,,
2991.0762,561.6,6.376,,,
2997.0882,562.1,6.363,,,
3003.1068,562.6,6.349,,,
3009.1296,563.1,6.334,,,
3015.1542,563.6,6.320,,,
3021.1788,564.1,6.306,,,
3027.1986,564.6,6.292,,,
3033.2184,565.1,6.278,,,
3039.2400,565.6,6.262,,,
3045.2634,566.1,6.247,,,
3051.2868,566.6,6.233,,,
3057.3090,567.1,6.217,,,
3063.3372,567.6,6.200,,,
3069.3714,568.1,6.184,,,
3075.4194,568.6,6.168,,,
3081.4716,569.1,6.153,,,
3087.5088,569.6,6.137,,,
3093.5322,570.1,6.120,,,
3099.5394,570.6,6.103,,,
3105.5322,571.1,6.086,,,
3111.5244,571.6,6.070,,,
3117.5172,572.1,6.053,,,
3123.5088,572.6,6.036,,,
3129.5124,573.1,6.018,,,
3135.5220,573.6,5.999,,,
3141.5400,574.1,5.981,,,
3147.5670,574.6,5.963,,,
3153.5904,575.1,5.947,,,
3159.6162,575.6,5.928,,,
3165.6372,576.1,5.909,,,
3171.6564,576.6,5.889,,,
3177.6732,577.1,5.871,,,
3183.6828,577.6,5.854,,,
3189.6876,578.1,5.835,,,
3195.6882,578.6,5.815,,,
3201.6852,579.1,5.794,,,
3207.6852,579.6,5.775,,,
3213.6882,580.1,5.754,,,
3219.6930,580.6,5.735,,,
3225.6990,581.1,5.716,,,
3231.7020,581.6,5.696,,,
3237.6996,582.1,5.676,,,
3243.6966,582.6,5.655,,,
3249.6954,583.1,5.634,,,
3255.7014,583.6,5.615,,,
3261.7176,584.1,5.595,,,
3267.7416,584.6,5.574,,,
3273.7692,585.1,5.553,,,
3279.7992,585.6,5.531,,,
3285.8280,586.1,5.509,,,
3291.8556,586.6,5.488,,,
3297.8766,587.1,5.466,,,
3303.8892,587.6,5.445,,,
3309.8928,588.1,5.424,,,
3315.8892,588.6,5.402,,,
3321.8868,589.1,5.379,,,
3327.8826,589.6,5.357,,,
3333.8802,590.1,5.334,,,
3339.8838,590.6,5.310,,,
3345.8874,591.1,5.288,,,
3351.9012,591.6,5.265,,,
3357.9174,592.1,5.242,,,
3363.9258,592.6,5.218,,,
3369.9336,593.1,5.194,,,
3375.9354,593.6,5.169,,,
3381.9366,594.1,5.146,,,
3387.9456,594.6,5.122,,,
3393.9582,595.1,5.099,,,
3399.9750,595.6,5.074,,,
3405.9924,596.1,5.050,,,
3412.0092,596.6,5.026,,,
3418.0230,597.1,5.001,,,
3424.0368,597.6,4.975,,,
3430.0542,598.1,4.951,,,
3436.0698,598.6,4.926,,,
3442.0866,599.1,4.902,,,
3448.1034,599.6,4.876,,,
3454.1154,600.1,4.850,,,
3460.1322,600.6,4.824,,,
3466.1514,601.1,4.799,,,
3472.1718,601.6,4.773,,,
3478.1964,602.1,4.747,,,
3484.2180,602.6,4.721,,,
3490.2408,603.1,4.695,,,
3496.2630,603.6,4.668,,,
3502.2840,604.1,4.641,,,
3508.3044,604.6,4.615,,,
3514.3182,605.1,4.589,,,
3520.3260,605.6,4.562,,,
3526.3266,606.1,4.533,,,
3532.3254,606.6,4.506,,,
3538.3302,607.1,4.478,,,
3544.3404,607.6,4.450,,,
3550.3566,608.1,4.423,,,
3556.3752,608.6,4.394,,,
3562.3902,609.1,4.366,,,
3568.4028,609.6,4.337,,,
3574.4136,610.1,4.308,,,
3580.4250,610.6,4.279,,,
3586.4394,611.1,4.249,,,
3592.4562,611.6,4.214,,,
3598.4730,612.1,4.180,,,
3604.4904,612.6,4.152,,,
3610.5012,613.1,4.125,,,
3616.5096,613.6,4.096,,,
3622.5210,614.1,4.067,,,
3628.5318,614.6,4.035,,,
3634.5528,615.1,4.005,,,
3640.5786,615.6,3.968,,,
3646.6050,616.1,3.935,,,
3652.6302,616.6,3.905,,,
3658.6452,617.1,3.876,,,
3664.6572,617.6,3.842,,,
3670.6686,618.1,3.805,,,
3676.6842,618.6,3.772,,,
3682.7112,619.1,3.741,,,
3688.7418,619.6,3.711,,,
3694.7718,620.1,3.671,,,
3700.7994,620.6,3.634,,,
3706.8162,621.1,3.604,,,
3712.8246,621.6,3.572,,,
3718.8288,622.1,3.527,,,
3724.8318,622.6,3.490,,,
3730.8396,623.1,3.462,,,
3736.8558,623.6,3.419,,,
3742.8744,624.1,3.380,,,
3748.8930,624.6,3.347,,,
3754.9128,625.1,3.315,,,
3760.9320,625.6,3.274,,,
3766.9494,626.1,3.234,,,
3772.9662,626.6,3.200,,,
3778.9788,627.1,3.164,,,
3784.9842,627.6,3.122,,,
3790.9896,628.1,3.084,,,
3796.9938,628.6,3.046,,,
3802.9944,629.1,3.007,,,
3808.9980,629.6,2.971,,,
3814.9992,630.1,2.935,,,
3821.0004,630.6,2.895,,,
3827.0100,631.1,2.855,,,
3833.0256,631.6,2.821,,,
3839.0490,632.1,2.781,,,
3845.0802,632.6,2.743,,,
3851.1090,633.1,2.709,,,
3857.1354,633.6,2.671,,,
3863.1594,634.1,2.636,,,
3869.1822,634.6,2.600,,,
3875.2140,635.1,2.563,,,
3881.2554,635.6,2.528,,,
3887.3124,636.1,2.494,,,
3893.3874,636.6,2.466,,,
3899.4720,637.1,2.434,,,
3905.5656,637.6,2.397,,,
3911.6598,638.1,2.367,,,
3917.7444,638.6,2.340,,,
3923.8212,639.1,2.312,,,
3929.8854,639.6,2.282,,,
3935.9358,640.1,2.255,,,
3941.9694,640.6,2.229,,,
3947.9838,641.1,2.205,,,
3953.9802,641.6,2.181,,,
3959.9556,642.1,2.159,,,
3965.9148,642.6,2.139,,,
3971.8626,643.1,2.121,,,
3977.8008,643.6,2.103,,,
3983.7378,644.1,2.087,,,
3989.6730,644.6,2.072,,,
3995.6064,645.1,2.059,,,
4001.5410,645.6,2.047,,,
4007.4762,646.1,2.034,,,
4013.4150,646.6,2.023,,,
4019.3574,647.1,2.011,,,
4025.2980,647.6,2.003,,,
4031.2380,648.1,1.996,,,
4037.1774,648.6,1.989,,,
4043.1216,649.1,1.982,,,
4049.0754,649.6,1.974,,,
4055.0346,650.1,1.969,,,
4061.0004,650.6,1.962,,,
4066.9698,651.1,1.957,,,
4072.9332,651.6,1.952,,,
4078.9008,652.1,1.948,,,
4084.8720,652.6,1.943,,,
4090.8456,653.1,1.939,,,
4096.8288,653.6,1.934,,,
4102.8204,654.1,1.929,,,
4108.8144,654.6,1.926,,,
4114.8180,655.1,1.922,,,
4120.8282,655.6,1.919,,,
4126.8426,656.1,1.915,,,
4132.8666,656.6,1.912,,,
4138.8966,657.1,1.908,,,
4144.9326,657.6,1.905,,,
4150.9716,658.1,1.900,,,
4157.0088,658.6,1.897,,,
4163.0466,659.1,1.894,,,
4169.0808,659.6,1.891,,,
4175.1144,660.1,1.888,,,
4181.1498,660.6,1.886,,,
4187.1798,661.1,1.883,,,
4193.2056,661.6,1.879,,,
4199.2266,662.1,1.877,,,
4205.2404,662.6,1.874,,,
4211.2506,663.1,1.871,,,
4217.2566,663.6,1.868,,,
4223.2572,664.1,1.865,,,
4229.2560,664.6,1.861,,,
4235.2554,665.1,1.859,,,
4241.2602,665.6,1.856,,,
4247.2722,666.1,1.853,,,
4253.2902,666.6,1.850,,,
4259.3136,667.1,1.847,,,
4265.3400,667.6,1.844,,,
4271.3634,668.1,1.842,,,
4277.3808,668.6,1.839,,,
4283.3940,669.1,1.836,,,
4289.4018,669.6,1.834,,,
4295.4114,670.1,1.831,,,
4301.4246,670.6,1.827,,,
4307.4378,671.1,1.823,,,
4313.4534,671.6,1.820,,,
4319.4708,672.1,1.816,,,
4325.4930,672.6,1.814,,,
4331.5254,673.1,1.811,,,
4337.5674,673.6,1.809,,,
4343.6124,674.1,1.806,,,
4349.6544,674.6,1.803,,,
4355.6844,675.1,1.801,,,
4361.7096,675.6,1.797,,,
4367.7276,676.1,1.795,,,
4373.7402,676.6,1.792,,,
4379.7564,677.1,1.788,,,
4385.7654,677.6,1.786,,,
4391.7720,678.1,1.783,,,
4397.7780,678.6,1.779,,,
4403.7792,679.1,1.777,,,
4409.7762,679.6,1.774,,,
4415.7684,680.1,1.772,,,
4421.7600,680.6,1.768,,,
4427.7522,681.1,1.765,,,
4433.7486,681.6,1.762,,,
4439.7552,682.1,1.759,,,
4445.7618,682.6,1.757,,,
4451.7678,683.1,1.754,,,
4457.7750,683.6,1.752,,,
4463.7762,684.1,1.748,,,
4469.7816,684.6,1.745,,,
4475.7918,685.1,1.742,,,
4481.8014,685.6,1.739,,,
4487.8122,686.1,1.737,,,
4493.8200,686.6,1.735,,,
4499.8224,687.1,1.732,,,
4505.8224,687.6,1.728,,,
4511.8182,688.1,1.726,,,
4517.8104,688.6,1.724,,,
4523.7984,689.1,1.720,,,
4529.7828,689.6,1.718,,,
4535.7690,690.1,1.715,,,
4541.7594,690.6,1.713,,,
4547.7528,691.1,1.711,,,
4553.7504,691.6,1.708,,,
4559.7450,692.1,1.705,,,
4565.7348,692.6,1.703,,,
4571.7162,693.1,1.699,,,
4577.6898,693.6,1.697,,,
4583.6586,694.1,1.695,,,
4589.6202,694.6,1.692,,,
4595.5818,695.1,1.689,,,
4601.5482,695.6,1.686,,,
4607.5218,696.1,1.684,,,
4613.5098,696.6,1.682,,,
4619.5074,697.1,1.679,,,
4625.5092,697.6,1.677,,,
4631.5128,698.1,1.675,,,
4637.5110,698.6,1.672,,,
4643.5080,699.1,1.670,,,
4649.5008,699.6,1.667,,,
4655.4900,700.1,1.665,,,
4661.4798,700.6,1.663,,,
4667.4636,701.1,1.661,,,
4673.4420,701.6,1.658,,,
4679.4132,702.1,1.655,,,
4685.3772,702.6,1.652,,,
4691.3376,703.1,1.649,,,
4697.3034,703.6,1.647,,,
4703.2752,704.1,1.645,,,
4709.2554,704.6,1.643,,,
4715.2422,705.1,1.641,,,
4721.2296,705.6,1.639,,,
4727.2176,706.1,1.636,,,
4733.2080,706.6,1.634,,,
4739.2002,707.1,1.631,,,
4745.1990,707.6,1.630,,,
4751.2026,708.1,1.628,,,
4757.2044,708.6,1.625,,,
4763.2044,709.1,1.623,,,
4769.1978,709.6,1.621,,,
4775.1882,710.1,1.619,,,
4781.1810,710.6,1.617,,,
4787.1762,711.1,1.615,,,
4793.1774,711.6,1.614,,,
4799.1834,712.1,1.612,,,
4805.1900,712.6,1.610,,,
4811.1978,713.1,1.606,,,
4817.2038,713.6,1.605,,,
4823.2050,714.1,1.604,,,
4829.2014,714.6,1.602,,,
4835.1900,715.1,1.599,,,
4841.1720,715.6,1.598,,,
4847.1492,716.1,1.596,,,
4853.1264,716.6,1.595,,,
4859.1108,717.1,1.593,,,
4865.1048,717.6,1.592,,,
4871.1054,718.1,1.591,,,
4877.1072,718.6,1.589,,,
4883.1066,719.1,1.586,,,
4889.0982,719.6,1.585,,,
4895.0898,720.1,1.584,,,
4901.0850,720.6,1.582,,,
4907.0838,721.1,1.580,,,
4913.0916,721.6,1.579,,,
4919.1036,722.1,1.578,,,
4925.1138,722.6,1.575,,,
4931.1246,723.1,1.573,,,
4937.1270,723.6,1.571,,,
4943.1216,724.1,1.570,,,
4949.1120,724.6,1.568,,,
4955.0976,725.1,1.566,,,
4961.0874,725.6,1.564,,,
4967.0772,726.1,1.561,,,
4973.0634,726.6,1.561,,,
4979.0484,727.1,1.560,,,
4985.0268,727.6,1.558,,,
