Time (s),Temperature (K),Mass (mg),,,
817.8378,584.1,6.9667,,,
819.3006,584.6,6.9513,,,
820.7652,585.1,6.9357,,,
822.2310,585.6,6.9198,,,
823.6962,586.1,6.9043,,,
825.1620,586.6,6.8884,,,
826.6278,587.1,6.8713,,,
828.0936,587.6,6.8552,,,
829.5600,588.1,6.8387,,,
831.0276,588.6,6.8228,,,
832.4964,589.1,6.8065,,,
833.9664,589.6,6.7903,,,
835.4370,590.1,6.7740,,,
836.9094,590.6,6.7570,,,
838.3794,591.1,6.7401,,,
839.8488,591.6,6.7231,,,
841.3176,592.1,6.7059,,,
842.7852,592.6,6.6882,,,
844.2552,593.1,6.6709,,,
845.7270,593.6,6.6531,,,
847.1994,594.1,6.6344,,,
848.6736,594.6,6.6162,,,
850.1484,595.1,6.5982,,,
851.6238,595.6,6.5778,,,
853.0986,596.1,6.5595,,,
854.5728,596.6,6.5405,,,
856.0452,597.1,6.5215,,,
857.5170,597.6,6.5023,,,
858.9888,598.1,6.4836,,,
860.4618,598.6,6.4641,,,
861.9372,599.1,6.4450,,,
863.4138,599.6,6.4251,,,
864.8904,600.1,6.4053,,,
866.3676,600.6,6.3850,,,
867.8454,601.1,6.3646,,,
869.3232,601.6,6.3449,,,
870.8028,602.1,6.3241,,,
872.2848,602.6,6.3032,,,
873.7668,603.1,6.2827,,,
875.2494,603.6,6.2616,,,
876.7320,604.1,6.2401,,,
878.2134,604.6,6.2177,,,
879.6942,605.1,6.1961,,,
881.1750,605.6,6.1744,,,
882.6564,606.1,6.1528,,,
884.1378,606.6,6.1317,,,
885.6210,607.1,6.1101,,,
887.1048,607.6,6.0884,,,
888.5886,608.1,6.0667,,,
890.0736,608.6,6.0442,,,
891.5604,609.1,6.0213,,,
893.0478,609.6,5.9989,,,
894.5364,610.1,5.9763,,,
896.0250,610.6,5.9531,,,
897.5130,611.1,5.9297,,,
899.0010,611.6,5.9063,,,
900.4890,612.1,5.8833,,,
901.9782,612.6,5.8599,,,
903.4680,613.1,5.8351,,,
904.9590,613.6,5.8115,,,
906.4512,614.1,5.7874,,,
907.9446,614.6,5.7633,,,
909.4374,615.1,5.7392,,,
910.9302,615.6,5.7153,,,
912.4224,616.1,5.6908,,,
913.9140,616.6,5.6658,,,
915.4056,617.1,5.6411,,,
916.8972,617.6,5.6165,,,
918.3894,618.1,5.5920,,,
919.8810,618.6,5.5669,,,
921.3732,619.1,5.5426,,,
922.8648,619.6,5.5172,,,
924.3582,620.1,5.4918,,,
925.8534,620.6,5.4661,,,
927.3510,621.1,5.4409,,,
928.8510,621.6,5.4142,,,
930.3498,622.1,5.3873,,,
931.8492,622.6,5.3619,,,
933.3468,623.1,5.3361,,,
934.8432,623.6,5.3091,,,
936.3390,624.1,5.2827,,,
937.8342,624.6,5.2564,,,
939.3300,625.1,5.2292,,,
940.8252,625.6,5.2022,,,
942.3210,626.1,5.1762,,,
943.8168,626.6,5.1495,,,
945.3132,627.1,5.1223,,,
946.8108,627.6,5.0953,,,
948.3102,628.1,5.0680,,,
949.8120,628.6,5.0397,,,
951.3144,629.1,5.0121,,,
952.8192,629.6,4.9844,,,
954.3234,630.1,4.9558,,,
955.8300,630.6,4.9253,,,
957.3378,631.1,4.8969,,,
958.8474,631.6,4.8674,,,
960.3594,632.1,4.8378,,,
961.8720,632.6,4.8082,,,
963.3852,633.1,4.7781,,,
964.9002,633.6,4.7478,,,
966.4140,634.1,4.7177,,,
967.9284,634.6,4.6872,,,
969.4422,635.1,4.6566,,,
970.9554,635.6,4.6262,,,
972.4692,636.1,4.5950,,,
973.9830,636.6,4.5638,,,
975.4974,637.1,4.5326,,,
977.0124,637.6,4.5002,,,
978.5268,638.1,4.4674,,,
980.0400,638.6,4.4347,,,
981.5538,639.1,4.3995,,,
983.0688,639.6,4.3665,,,
984.5826,640.1,4.3327,,,
986.0994,640.6,4.2991,,,
987.6156,641.1,4.2653,,,
989.1306,641.6,4.2306,,,
990.6450,642.1,4.1955,,,
992.1588,642.6,4.1606,,,
993.6708,643.1,4.1244,,,
995.1828,643.6,4.0886,,,
996.6948,644.1,4.0522,,,
998.2062,644.6,4.0160,,,
999.7188,645.1,3.9794,,,
1001.2320,645.6,3.9422,,,
1002.7452,646.1,3.9046,,,
1004.2572,646.6,3.8669,,,
1005.7668,647.1,3.8286,,,
1007.2746,647.6,3.7885,,,
1008.7824,648.1,3.7496,,,
1010.2908,648.6,3.7103,,,
1011.8010,649.1,3.6716,,,
1013.3124,649.6,3.6321,,,
1014.8244,650.1,3.5917,,,
1016.3352,650.6,3.5522,,,
1017.8448,651.1,3.5118,,,
1019.3532,651.6,3.4713,,,
1020.8610,652.1,3.4298,,,
1022.3688,652.6,3.3892,,,
1023.8772,653.1,3.3491,,,
1025.3880,653.6,3.3087,,,
1026.9006,654.1,3.2687,,,
1028.4132,654.6,3.2283,,,
1029.9258,655.1,3.1874,,,
1031.4372,655.6,3.1474,,,
1032.9480,656.1,3.1042,,,
1034.4594,656.6,3.0634,,,
1035.9702,657.1,3.0235,,,
1037.4822,657.6,2.9844,,,
1038.9936,658.1,2.9444,,,
1040.5044,658.6,2.9055,,,
1042.0146,659.1,2.8673,,,
1043.5230,659.6,2.8300,,,
1045.0296,660.1,2.7935,,,
1046.5350,660.6,2.7568,,,
1048.0410,661.1,2.7210,,,
1049.5464,661.6,2.6862,,,
1051.0512,662.1,2.6520,,,
1052.5560,662.6,2.6191,,,
1054.0608,663.1,2.5872,,,
1055.5662,663.6,2.5561,,,
1057.0734,664.1,2.5250,,,
1058.5824,664.6,2.4939,,,
1060.0920,665.1,2.4662,,,
1061.6016,665.6,2.4396,,,
1063.1100,666.1,2.4142,,,
1064.6172,666.6,2.3894,,,
1066.1250,667.1,2.3665,,,
1067.6316,667.6,2.3445,,,
1069.1376,668.1,2.3242,,,
1070.6448,668.6,2.3058,,,
1072.1508,669.1,2.2882,,,
1073.6580,669.6,2.2716,,,
1075.1658,670.1,2.2561,,,
1076.6724,670.6,2.2412,,,
1078.1790,671.1,2.2275,,,
1079.6856,671.6,2.2151,,,
1081.1928,672.1,2.2041,,,
1082.6994,672.6,2.1935,,,
1084.2066,673.1,2.1828,,,
1085.7132,673.6,2.1744,,,
1087.2174,674.1,2.1659,,,
1088.7222,674.6,2.1588,,,
1090.2276,675.1,2.1524,,,
1091.7336,675.6,2.1459,,,
1093.2408,676.1,2.1407,,,
1094.7474,676.6,2.1360,,,
1096.2516,677.1,2.1312,,,
1097.7534,677.6,2.1271,,,
1099.2546,678.1,2.1228,,,
1100.7540,678.6,2.1186,,,
1102.2528,679.1,2.1144,,,
1103.7534,679.6,2.1102,,,
1105.2552,680.1,2.1061,,,
1106.7588,680.6,2.1020,,,
1108.2648,681.1,2.0980,,,
1109.7708,681.6,2.0934,,,
1111.2750,682.1,2.0900,,,
1112.7780,682.6,2.0862,,,
1114.2792,683.1,2.0829,,,
1115.7798,683.6,2.0784,,,
1117.2816,684.1,2.0758,,,
1118.7858,684.6,2.0723,,,
1120.2906,685.1,2.0689,,,
1121.7972,685.6,2.0656,,,
1123.3038,686.1,2.0628,,,
1124.8098,686.6,2.0595,,,
1126.3164,687.1,2.0565,,,
1127.8236,687.6,2.0531,,,
1129.3314,688.1,2.0501,,,
1130.8410,688.6,2.0467,,,
1132.3512,689.1,2.0435,,,
1133.8608,689.6,2.0402,,,
1135.3698,690.1,2.0377,,,
1136.8788,690.6,2.0339,,,
1138.3872,691.1,2.0308,,,
1139.8974,691.6,2.0272,,,
1141.4094,692.1,2.0243,,,
1142.9220,692.6,2.0209,,,
1144.4346,693.1,2.0179,,,
1145.9460,693.6,2.0144,,,
1147.4556,694.1,2.0118,,,
1148.9640,694.6,2.0083,,,
1150.4724,695.1,2.0055,,,
1151.9802,695.6,2.0022,,,
1153.4886,696.1,1.9986,,,
1154.9970,696.6,1.9960,,,
1156.5048,697.1,1.9929,,,
1158.0126,697.6,1.9892,,,
1159.5204,698.1,1.9866,,,
1161.0300,698.6,1.9831,,,
1162.5408,699.1,1.9798,,,
1164.0528,699.6,1.9764,,,
1165.5666,700.1,1.9739,,,
1167.0804,700.6,1.9708,,,
1168.5930,701.1,1.9681,,,
1170.1068,701.6,1.9644,,,
1171.6188,702.1,1.9621,,,
1173.1302,702.6,1.9585,,,
1174.6428,703.1,1.9564,,,
1176.1554,703.6,1.9535,,,
1177.6680,704.1,1.9509,,,
1179.1806,704.6,1.9479,,,
1180.6920,705.1,1.9450,,,
1182.2040,705.6,1.9415,,,
1183.7154,706.1,1.9382,,,
1185.2280,706.6,1.9362,,,
1186.7412,707.1,1.9328,,,
1188.2544,707.6,1.9294,,,
1189.7670,708.1,1.9267,,,
1191.2790,708.6,1.9238,,,
1192.7892,709.1,1.9206,,,
1194.2988,709.6,1.9176,,,
1195.8078,710.1,1.9150,,,
1197.3168,710.6,1.9125,,,
1198.8258,711.1,1.9087,,,
1200.3354,711.6,1.9067,,,
1201.8456,712.1,1.9039,,,
1203.3558,712.6,1.9004,,,
1204.8654,713.1,1.8982,,,
1206.3762,713.6,1.8950,,,
1207.8864,714.1,1.8928,,,
1209.3960,714.6,1.8896,,,
1210.9050,715.1,1.8869,,,
1212.4128,715.6,1.8846,,,
1213.9206,716.1,1.8812,,,
1215.4296,716.6,1.8790,,,
1216.9392,717.1,1.8753,,,
1218.4482,717.6,1.8732,,,
1219.9578,718.1,1.8699,,,
1221.4656,718.6,1.8678,,,
