Time (s),Temperature (K),Mass (mg),,,
2274.5568,502.0,8.423,,,
2280.5670,502.5,8.419,,,
2286.5748,503.0,8.416,,,
2292.5838,503.5,8.411,,,
2298.5916,504.0,8.406,,,
2304.6036,504.5,8.402,,,
2310.6174,505.0,8.397,,,
2316.6330,505.5,8.393,,,
2322.6534,506.0,8.388,,,
2328.6732,506.5,8.384,,,
2334.6924,507.0,8.379,,,
2340.7098,507.5,8.373,,,
2346.7254,508.0,8.369,,,
2352.7404,508.5,8.364,,,
2358.7602,509.0,8.358,,,
2364.7824,509.5,8.353,,,
2370.8082,510.0,8.348,,,
2376.8328,510.5,8.343,,,
2382.8514,511.0,8.338,,,
2388.8652,511.5,8.333,,,
2394.8700,512.0,8.327,,,
2400.8670,512.5,8.322,,,
2406.8550,513.0,8.315,,,
2412.8394,513.5,8.309,,,
2418.8226,514.0,8.303,,,
2424.8124,514.5,8.297,,,
2430.8112,515.0,8.290,,,
2436.8172,515.5,8.285,,,
2442.8286,516.0,8.279,,,
2448.8448,516.5,8.271,,,
2454.8610,517.0,8.266,,,
2460.8808,517.5,8.260,,,
2466.9012,518.0,8.254,,,
2472.9156,518.5,8.247,,,
2478.9300,519.0,8.240,,,
2484.9444,519.5,8.233,,,
2490.9582,520.0,8.226,,,
2496.9792,520.5,8.219,,,
2503.0044,521.0,8.212,,,
2509.0212,521.5,8.206,,,
2515.0356,522.0,8.198,,,
2521.0452,522.5,8.191,,,
2527.0488,523.0,8.184,,,
2533.0542,523.5,8.176,,,
2539.0584,524.0,8.169,,,
2545.0578,524.5,8.163,,,
2551.0506,525.0,8.155,,,
2557.0422,525.5,8.148,,,
2563.0374,526.0,8.140,,,
2569.0392,526.5,8.132,,,
2575.0572,527.0,8.124,,,
2581.0836,527.5,8.115,,,
2587.1124,528.0,8.108,,,
2593.1418,528.5,8.100,,,
2599.1610,529.0,8.091,,,
2605.1712,529.5,8.082,,,
2611.1754,530.0,8.074,,,
2617.1784,530.5,8.066,,,
2623.1856,531.0,8.056,,,
2629.2018,531.5,8.047,,,
2635.2240,532.0,8.038,,,
2641.2486,532.5,8.028,,,
2647.2720,533.0,8.019,,,
2653.2906,533.5,8.008,,,
2659.3056,534.0,7.999,,,
2665.3170,534.5,7.988,,,
2671.3278,535.0,7.979,,,
2677.3386,535.5,7.970,,,
2683.3488,536.0,7.961,,,
2689.3590,536.5,7.950,,,
2695.3674,537.0,7.941,,,
2701.3752,537.5,7.932,,,
2707.3866,538.0,7.921,,,
2713.4016,538.5,7.909,,,
2719.4178,539.0,7.899,,,
2725.4298,539.5,7.888,,,
2731.4358,540.0,7.877,,,
2737.4364,540.5,7.865,,,
2743.4388,541.0,7.855,,,
2749.4478,541.5,7.844,,,
2755.4604,542.0,7.832,,,
2761.4736,542.5,7.819,,,
2767.4826,543.0,7.808,,,
2773.4856,543.5,7.797,,,
2779.4892,544.0,7.786,,,
2785.4928,544.5,7.774,,,
2791.5024,545.0,7.762,,,
2797.5198,545.5,7.749,,,
2803.5390,546.0,7.738,,,
2809.5606,546.5,7.725,,,
2815.5780,547.0,7.713,,,
2821.5888,547.5,7.701,,,
2827.5960,548.0,7.689,,,
2833.6020,548.5,7.675,,,
2839.6080,549.0,7.662,,,
2845.6170,549.5,7.648,,,
2851.6218,550.0,7.636,,,
2857.6242,550.5,7.623,,,
2863.6284,551.0,7.611,,,
2869.6338,551.5,7.597,,,
2875.6464,552.0,7.584,,,
2881.6662,552.5,7.569,,,
2887.6860,553.0,7.555,,,
2893.7076,553.5,7.541,,,
2899.7310,554.0,7.528,,,
2905.7532,554.5,7.514,,,
2911.7790,555.0,7.499,,,
2917.8036,555.5,7.485,,,
2923.8234,556.0,7.470,,,
2929.8360,556.5,7.456,,,
2935.8396,557.0,7.441,,,
2941.8414,557.5,7.427,,,
2947.8444,558.0,7.411,,,
2953.8528,558.5,7.397,,,
2959.8660,559.0,7.382,,,
2965.8756,559.5,7.367,,,
2971.8798,560.0,7.350,,,
2977.8798,560.5,7.334,,,
2983.8762,561.0,7.319,,,
2989.8792,561.5,7.303,,,
2995.8852,562.0,7.286,,,
3001.8936,562.5,7.270,,,
3007.9068,563.0,7.255,,,
3013.9152,563.5,7.237,,,
3019.9236,564.0,7.220,,,
3025.9392,564.5,7.203,,,
3031.9542,565.0,7.187,,,
3037.9722,565.5,7.171,,,
3043.9968,566.0,7.154,,,
3050.0148,566.5,7.137,,,
3056.0328,567.0,7.119,,,
3062.0526,567.5,7.101,,,
3068.0640,568.0,7.083,,,
3074.0772,568.5,7.066,,,
3080.0880,569.0,7.048,,,
3086.0928,569.5,7.029,,,
3092.1030,570.0,7.011,,,
3098.1096,570.5,6.992,,,
3104.1192,571.0,6.975,,,
3110.1336,571.5,6.955,,,
3116.1480,572.0,6.935,,,
3122.1624,572.5,6.916,,,
3128.1738,573.0,6.897,,,
3134.1810,573.5,6.878,,,
3140.1858,574.0,6.858,,,
3146.1942,574.5,6.838,,,
3152.2050,575.0,6.818,,,
3158.2206,575.5,6.798,,,
3164.2404,576.0,6.778,,,
3170.2578,576.5,6.756,,,
3176.2746,577.0,6.735,,,
3182.2902,577.5,6.715,,,
3188.3034,578.0,6.695,,,
3194.3178,578.5,6.672,,,
3200.3364,579.0,6.652,,,
3206.3556,579.5,6.630,,,
3212.3724,580.0,6.609,,,
3218.3880,580.5,6.587,,,
3224.4012,581.0,6.565,,,
3230.4114,581.5,6.543,,,
3236.4270,582.0,6.520,,,
3242.4426,582.5,6.497,,,
3248.4522,583.0,6.474,,,
3254.4618,583.5,6.451,,,
3260.4672,584.0,6.428,,,
3266.4714,584.5,6.404,,,
3272.4810,585.0,6.382,,,
3278.4912,585.5,6.357,,,
3284.5050,586.0,6.333,,,
3290.5212,586.5,6.309,,,
3296.5398,587.0,6.284,,,
3302.5620,587.5,6.260,,,
3308.5848,588.0,6.236,,,
3314.6076,588.5,6.210,,,
3320.6256,589.0,6.185,,,
3326.6370,589.5,6.161,,,
3332.6442,590.0,6.135,,,
3338.6448,590.5,6.110,,,
3344.6472,591.0,6.085,,,
3350.6514,591.5,6.058,,,
3356.6640,592.0,6.033,,,
3362.6826,592.5,6.007,,,
3368.7042,593.0,5.982,,,
3374.7258,593.5,5.951,,,
3380.7426,594.0,5.918,,,
3386.7606,594.5,5.894,,,
3392.7780,595.0,5.872,,,
3398.7990,595.5,5.844,,,
3404.8224,596.0,5.817,,,
3410.8470,596.5,5.791,,,
3416.8722,597.0,5.761,,,
3422.8962,597.5,5.730,,,
3428.9196,598.0,5.701,,,
3434.9454,598.5,5.675,,,
3440.9730,599.0,5.648,,,
3447.0072,599.5,5.619,,,
3453.0480,600.0,5.590,,,
3459.0954,600.5,5.563,,,
3465.1506,601.0,5.534,,,
3471.2100,601.5,5.505,,,
3477.2736,602.0,5.473,,,
3483.3354,602.5,5.443,,,
3489.3918,603.0,5.417,,,
3495.4428,603.5,5.388,,,
3501.4836,604.0,5.349,,,
3507.5184,604.5,5.322,,,
3513.5454,605.0,5.297,,,
3519.5658,605.5,5.264,,,
3525.5796,606.0,5.229,,,
3531.5856,606.5,5.202,,,
3537.5844,607.0,5.172,,,
3543.5712,607.5,5.139,,,
3549.5520,608.0,5.108,,,
3555.5280,608.5,5.073,,,
3561.5016,609.0,5.044,,,
3567.4800,609.5,5.015,,,
3573.4548,610.0,4.979,,,
3579.4272,610.5,4.946,,,
3585.3972,611.0,4.917,,,
3591.3648,611.5,4.888,,,
3597.3366,612.0,4.849,,,
3603.3108,612.5,4.816,,,
3609.2928,613.0,4.786,,,
3615.2838,613.5,4.749,,,
3621.2856,614.0,4.715,,,
3627.2976,614.5,4.680,,,
3633.3114,615.0,4.646,,,
3639.3234,615.5,4.611,,,
3645.3318,616.0,4.576,,,
3651.3402,616.5,4.541,,,
3657.3546,617.0,4.505,,,
3663.3780,617.5,4.467,,,
3669.4062,618.0,4.430,,,
3675.4356,618.5,4.393,,,
3681.4602,619.0,4.355,,,
3687.4764,619.5,4.318,,,
3693.4842,620.0,4.281,,,
3699.4866,620.5,4.241,,,
3705.4866,621.0,4.201,,,
3711.4890,621.5,4.163,,,
3717.4980,622.0,4.124,,,
3723.5082,622.5,4.084,,,
3729.5202,623.0,4.044,,,
3735.5328,623.5,4.003,,,
3741.5388,624.0,3.963,,,
3747.5496,624.5,3.921,,,
3753.5676,625.0,3.882,,,
3759.5862,625.5,3.839,,,
3765.6126,626.0,3.798,,,
3771.6396,626.5,3.756,,,
3777.6648,627.0,3.713,,,
3783.6942,627.5,3.671,,,
3789.7230,628.0,3.628,,,
3795.7542,628.5,3.585,,,
3801.7890,629.0,3.543,,,
3807.8214,629.5,3.501,,,
3813.8490,630.0,3.457,,,
3819.8682,630.5,3.415,,,
3825.8760,631.0,3.373,,,
3831.8736,631.5,3.333,,,
3837.8700,632.0,3.291,,,
3843.8682,632.5,3.249,,,
3849.8676,633.0,3.208,,,
3855.8718,633.5,3.168,,,
3861.8766,634.0,3.127,,,
3867.8808,634.5,3.086,,,
3873.8868,635.0,3.049,,,
3879.8934,635.5,3.010,,,
3885.9012,636.0,2.972,,,
3891.9096,636.5,2.936,,,
3897.9174,637.0,2.901,,,
3903.9246,637.5,2.867,,,
3909.9276,638.0,2.834,,,
3915.9282,638.5,2.797,,,
3921.9258,639.0,2.770,,,
3927.9228,639.5,2.744,,,
3933.9192,640.0,2.718,,,
3939.9168,640.5,2.690,,,
3945.9150,641.0,2.662,,,
3951.9126,641.5,2.637,,,
3957.9108,642.0,2.613,,,
3963.9084,642.5,2.591,,,
3969.9036,643.0,2.570,,,
3975.8976,643.5,2.550,,,
3981.8898,644.0,2.532,,,
3987.8832,644.5,2.515,,,
3993.8742,645.0,2.501,,,
3999.8628,645.5,2.488,,,
4005.8472,646.0,2.475,,,
4011.8274,646.5,2.463,,,
4017.8100,647.0,2.452,,,
4023.7956,647.5,2.443,,,
4029.7818,648.0,2.434,,,
4035.7668,648.5,2.427,,,
4041.7476,649.0,2.421,,,
4047.7272,649.5,2.414,,,
4053.7050,650.0,2.407,,,
4059.6864,650.5,2.401,,,
4065.6684,651.0,2.395,,,
4071.6474,651.5,2.389,,,
4077.6264,652.0,2.384,,,
4083.6048,652.5,2.378,,,
4089.5886,653.0,2.374,,,
4095.5760,653.5,2.370,,,
4101.5682,654.0,2.365,,,
4107.5652,654.5,2.361,,,
4113.5610,655.0,2.357,,,
4119.5616,655.5,2.353,,,
4125.5658,656.0,2.348,,,
4131.5778,656.5,2.344,,,
4137.6024,657.0,2.340,,,
4143.6366,657.5,2.336,,,
4149.6762,658.0,2.332,,,
4155.7158,658.5,2.328,,,
4161.7524,659.0,2.324,,,
4167.7818,659.5,2.321,,,
4173.8088,660.0,2.317,,,
4179.8352,660.5,2.313,,,
4185.8574,661.0,2.310,,,
4191.8778,661.5,2.306,,,
4197.8916,662.0,2.303,,,
4203.8994,662.5,2.299,,,
4209.9048,663.0,2.296,,,
4215.9078,663.5,2.292,,,
4221.9162,664.0,2.288,,,
4227.9312,664.5,2.284,,,
4233.9516,665.0,2.282,,,
4239.9804,665.5,2.278,,,
4246.0110,666.0,2.275,,,
4252.0398,666.5,2.272,,,
4258.0644,667.0,2.269,,,
4264.0800,667.5,2.265,,,
4270.0914,668.0,2.262,,,
4276.0950,668.5,2.258,,,
4282.0986,669.0,2.256,,,
4288.1058,669.5,2.253,,,
4294.1088,670.0,2.249,,,
4300.1148,670.5,2.246,,,
4306.1214,671.0,2.243,,,
4312.1298,671.5,2.240,,,
4318.1472,672.0,2.237,,,
4324.1694,672.5,2.233,,,
4330.1940,673.0,2.229,,,
4336.2180,673.5,2.226,,,
4342.2372,674.0,2.223,,,
4348.2516,674.5,2.220,,,
4354.2636,675.0,2.216,,,
4360.2732,675.5,2.213,,,
4366.2798,676.0,2.211,,,
4372.2828,676.5,2.207,,,
4378.2840,677.0,2.204,,,
4384.2834,677.5,2.201,,,
4390.2840,678.0,2.199,,,
4396.2870,678.5,2.196,,,
4402.2870,679.0,2.192,,,
4408.2840,679.5,2.189,,,
4414.2810,680.0,2.186,,,
4420.2768,680.5,2.183,,,
4426.2732,681.0,2.179,,,
4432.2702,681.5,2.177,,,
4438.2672,682.0,2.173,,,
4444.2606,682.5,2.170,,,
4450.2516,683.0,2.166,,,
4456.2420,683.5,2.163,,,
4462.2312,684.0,2.161,,,
4468.2210,684.5,2.157,,,
4474.2120,685.0,2.154,,,
4480.2048,685.5,2.151,,,
4486.1964,686.0,2.148,,,
4492.1868,686.5,2.145,,,
4498.1802,687.0,2.142,,,
4504.1706,687.5,2.140,,,
4510.1622,688.0,2.137,,,
4516.1568,688.5,2.134,,,
4522.1490,689.0,2.131,,,
4528.1436,689.5,2.127,,,
4534.1352,690.0,2.124,,,
4540.1214,690.5,2.121,,,
4546.1046,691.0,2.118,,,
4552.0836,691.5,2.116,,,
4558.0674,692.0,2.112,,,
4564.0584,692.5,2.109,,,
4570.0566,693.0,2.107,,,
4576.0602,693.5,2.104,,,
4582.0632,694.0,2.100,,,
4588.0644,694.5,2.098,,,
4594.0638,695.0,2.094,,,
4600.0620,695.5,2.090,,,
4606.0602,696.0,2.088,,,
4612.0614,696.5,2.085,,,
4618.0692,697.0,2.082,,,
4624.0776,697.5,2.079,,,
4630.0890,698.0,2.076,,,
4636.0986,698.5,2.074,,,
4642.1022,699.0,2.071,,,
4648.1040,699.5,2.069,,,
4654.1016,700.0,2.065,,,
4660.0980,700.5,2.063,,,
4666.0884,701.0,2.061,,,
4672.0710,701.5,2.058,,,
4678.0476,702.0,2.056,,,
4684.0182,702.5,2.052,,,
4689.9894,703.0,2.050,,,
4695.9666,703.5,2.047,,,
4701.9462,704.0,2.045,,,
4707.9294,704.5,2.041,,,
4713.9126,705.0,2.039,,,
4719.8940,705.5,2.037,,,
4725.8802,706.0,2.034,,,
4731.8682,706.5,2.030,,,
4737.8610,707.0,2.028,,,
4743.8538,707.5,2.025,,,
4749.8436,708.0,2.023,,,
4755.8292,708.5,2.020,,,
4761.8106,709.0,2.018,,,
4767.7926,709.5,2.015,,,
4773.7758,710.0,2.013,,,
4779.7608,710.5,2.010,,,
4785.7458,711.0,2.009,,,
4791.7290,711.5,2.006,,,
4797.7134,712.0,2.004,,,
4803.7008,712.5,2.002,,,
4809.6924,713.0,1.999,,,
4815.6876,713.5,1.997,,,
4821.6792,714.0,1.995,,,
4827.6666,714.5,1.992,,,
4833.6504,715.0,1.990,,,
4839.6300,715.5,1.989,,,
4845.6090,716.0,1.987,,,
4851.5850,716.5,1.985,,,
4857.5586,717.0,1.983,,,
4863.5316,717.5,1.981,,,
4869.5052,718.0,1.979,,,
4875.4890,718.5,1.976,,,
4881.4812,719.0,1.974,,,
4887.4836,719.5,1.972,,,
4893.4884,720.0,1.970,,,
4899.4908,720.5,1.968,,,
4905.4908,721.0,1.966,,,
4911.4854,721.5,1.965,,,
4917.4782,722.0,1.963,,,
4923.4716,722.5,1.961,,,
4929.4608,723.0,1.959,,,
4935.4488,723.5,1.957,,,
4941.4356,724.0,1.955,,,
