Time (s),Temperature (K),Mass (mg),,,
603.6006,507.4,8.006,,,
604.9248,507.9,8.002,,,
606.2490,508.4,7.999,,,
607.5732,508.9,7.995,,,
608.8992,509.4,7.992,,,
610.2270,509.9,7.990,,,
611.5554,510.4,7.987,,,
612.8844,510.9,7.984,,,
614.2146,511.4,7.982,,,
615.5454,511.9,7.977,,,
616.8780,512.4,7.975,,,
618.2118,512.9,7.971,,,
619.5480,513.4,7.967,,,
620.8848,513.9,7.965,,,
622.2234,514.4,7.961,,,
623.5632,514.9,7.958,,,
624.9042,515.4,7.955,,,
626.2452,515.9,7.952,,,
627.5862,516.4,7.949,,,
628.9272,516.9,7.946,,,
630.2688,517.4,7.942,,,
631.6122,517.9,7.938,,,
632.9568,518.4,7.934,,,
634.3032,518.9,7.931,,,
635.6502,519.4,7.926,,,
636.9972,519.9,7.921,,,
638.3454,520.4,7.916,,,
639.6942,520.9,7.912,,,
641.0448,521.4,7.907,,,
642.3972,521.9,7.903,,,
643.7520,522.4,7.897,,,
645.1068,522.9,7.893,,,
646.4622,523.4,7.888,,,
647.8164,523.9,7.884,,,
649.1706,524.4,7.879,,,
650.5254,524.9,7.873,,,
651.8820,525.4,7.868,,,
653.2410,525.9,7.864,,,
654.6024,526.4,7.860,,,
655.9656,526.9,7.855,,,
657.3312,527.4,7.851,,,
658.6974,527.9,7.846,,,
660.0648,528.4,7.841,,,
661.4328,528.9,7.836,,,
662.8014,529.4,7.832,,,
664.1706,529.9,7.827,,,
665.5398,530.4,7.822,,,
666.9096,530.9,7.817,,,
668.2806,531.4,7.812,,,
669.6516,531.9,7.807,,,
671.0238,532.4,7.801,,,
672.3966,532.9,7.795,,,
673.7700,533.4,7.789,,,
675.1434,533.9,7.783,,,
676.5180,534.4,7.777,,,
677.8932,534.9,7.772,,,
679.2696,535.4,7.766,,,
680.6466,535.9,7.760,,,
682.0248,536.4,7.754,,,
683.4036,536.9,7.748,,,
684.7836,537.4,7.742,,,
686.1654,537.9,7.736,,,
687.5490,538.4,7.730,,,
688.9344,538.9,7.724,,,
690.3222,539.4,7.718,,,
691.7112,539.9,7.712,,,
693.1014,540.4,7.705,,,
694.4916,540.9,7.699,,,
695.8818,541.4,7.693,,,
697.2708,541.9,7.687,,,
698.6604,542.4,7.680,,,
700.0518,542.9,7.674,,,
701.4450,543.4,7.667,,,
702.8400,543.9,7.661,,,
704.2386,544.4,7.654,,,
705.6384,544.9,7.646,,,
707.0382,545.4,7.638,,,
708.4386,545.9,7.629,,,
709.8390,546.4,7.620,,,
711.2400,546.9,7.610,,,
712.6416,547.4,7.599,,,
714.0432,547.9,7.591,,,
715.4460,548.4,7.584,,,
716.8494,548.9,7.576,,,
718.2552,549.4,7.570,,,
719.6622,549.9,7.563,,,
721.0710,550.4,7.556,,,
722.4810,550.9,7.549,,,
723.8910,551.4,7.541,,,
725.3004,551.9,7.532,,,
726.7110,552.4,7.521,,,
728.1222,552.9,7.510,,,
729.5358,553.4,7.500,,,
730.9506,553.9,7.489,,,
732.3666,554.4,7.481,,,
733.7832,554.9,7.472,,,
735.1998,555.4,7.464,,,
736.6164,555.9,7.456,,,
738.0354,556.4,7.448,,,
739.4544,556.9,7.438,,,
740.8752,557.4,7.428,,,
742.2966,557.9,7.417,,,
743.7192,558.4,7.407,,,
745.1436,558.9,7.396,,,
746.5674,559.4,7.386,,,
747.9930,559.9,7.376,,,
749.4198,560.4,7.365,,,
750.8466,560.9,7.356,,,
752.2728,561.4,7.345,,,
753.7008,561.9,7.336,,,
755.1276,562.4,7.325,,,
756.5556,562.9,7.315,,,
757.9848,563.4,7.305,,,
759.4140,563.9,7.295,,,
760.8444,564.4,7.285,,,
762.2742,564.9,7.274,,,
763.7040,565.4,7.263,,,
765.1344,565.9,7.252,,,
766.5672,566.4,7.241,,,
768.0018,566.9,7.230,,,
769.4376,567.4,7.220,,,
770.8752,567.9,7.207,,,
772.3134,568.4,7.197,,,
773.7510,568.9,7.185,,,
775.1886,569.4,7.173,,,
776.6256,569.9,7.161,,,
778.0632,570.4,7.149,,,
779.5032,570.9,7.137,,,
780.9456,571.4,7.126,,,
782.3898,571.9,7.114,,,
783.8352,572.4,7.102,,,
785.2806,572.9,7.089,,,
786.7236,573.4,7.076,,,
788.1672,573.9,7.064,,,
789.6108,574.4,7.052,,,
791.0544,574.9,7.039,,,
792.4992,575.4,7.026,,,
793.9446,575.9,7.014,,,
795.3912,576.4,7.000,,,
796.8384,576.9,6.987,,,
798.2874,577.4,6.974,,,
799.7364,577.9,6.960,,,
801.1860,578.4,6.947,,,
802.6362,578.9,6.933,,,
804.0876,579.4,6.918,,,
805.5414,579.9,6.905,,,
806.9970,580.4,6.891,,,
808.4538,580.9,6.878,,,
809.9112,581.4,6.863,,,
811.3698,581.9,6.849,,,
812.8278,582.4,6.834,,,
814.2864,582.9,6.819,,,
815.7450,583.4,6.804,,,
817.2024,583.9,6.789,,,
818.6604,584.4,6.773,,,
820.1184,584.9,6.758,,,
821.5770,585.4,6.742,,,
823.0386,585.9,6.728,,,
824.5026,586.4,6.713,,,
825.9672,586.9,6.698,,,
827.4324,587.4,6.682,,,
828.8970,587.9,6.666,,,
830.3610,588.4,6.648,,,
831.8250,588.9,6.632,,,
833.2914,589.4,6.617,,,
834.7596,589.9,6.600,,,
836.2290,590.4,6.584,,,
837.7014,590.9,6.568,,,
839.1720,591.4,6.551,,,
840.6414,591.9,6.534,,,
842.1096,592.4,6.517,,,
843.5772,592.9,6.499,,,
845.0454,593.4,6.483,,,
846.5160,593.9,6.465,,,
847.9896,594.4,6.447,,,
849.4656,594.9,6.428,,,
850.9440,595.4,6.410,,,
852.4236,595.9,6.391,,,
853.9020,596.4,6.373,,,
855.3780,596.9,6.353,,,
856.8510,597.4,6.335,,,
858.3234,597.9,6.316,,,
859.7952,598.4,6.297,,,
861.2676,598.9,6.278,,,
862.7424,599.4,6.258,,,
864.2178,599.9,6.238,,,
865.6944,600.4,6.219,,,
867.1710,600.9,6.199,,,
868.6476,601.4,6.179,,,
870.1236,601.9,6.159,,,
871.6008,602.4,6.139,,,
873.0780,602.9,6.119,,,
874.5558,603.4,6.098,,,
876.0336,603.9,6.078,,,
877.5096,604.4,6.057,,,
878.9844,604.9,6.036,,,
880.4610,605.4,6.015,,,
881.9382,605.9,5.993,,,
883.4178,606.4,5.972,,,
884.8992,606.9,5.950,,,
886.3806,607.4,5.928,,,
887.8626,607.9,5.907,,,
889.3452,608.4,5.884,,,
890.8272,608.9,5.862,,,
892.3092,609.4,5.840,,,
893.7900,609.9,5.817,,,
895.2702,610.4,5.795,,,
896.7492,610.9,5.772,,,
898.2288,611.4,5.749,,,
899.7084,611.9,5.727,,,
901.1880,612.4,5.703,,,
902.6670,612.9,5.681,,,
904.1460,613.4,5.658,,,
905.6256,613.9,5.635,,,
907.1076,614.4,5.610,,,
908.5920,614.9,5.587,,,
910.0770,615.4,5.563,,,
911.5638,615.9,5.539,,,
913.0518,616.4,5.516,,,
914.5398,616.9,5.491,,,
916.0266,617.4,5.467,,,
917.5134,617.9,5.443,,,
918.9996,618.4,5.418,,,
920.4852,618.9,5.393,,,
921.9714,619.4,5.369,,,
923.4576,619.9,5.344,,,
924.9456,620.4,5.319,,,
926.4336,620.9,5.294,,,
927.9228,621.4,5.269,,,
929.4120,621.9,5.244,,,
930.9018,622.4,5.218,,,
932.3940,622.9,5.190,,,
933.8856,623.4,5.165,,,
935.3766,623.9,5.140,,,
936.8676,624.4,5.114,,,
938.3568,624.9,5.087,,,
939.8460,625.4,5.061,,,
941.3370,625.9,5.034,,,
942.8274,626.4,5.009,,,
944.3190,626.9,4.982,,,
945.8112,627.4,4.955,,,
947.3034,627.9,4.929,,,
948.7968,628.4,4.901,,,
950.2896,628.9,4.875,,,
951.7824,629.4,4.847,,,
953.2764,629.9,4.818,,,
954.7698,630.4,4.790,,,
956.2650,630.9,4.763,,,
957.7608,631.4,4.734,,,
959.2566,631.9,4.703,,,
960.7530,632.4,4.675,,,
962.2482,632.9,4.646,,,
963.7434,633.4,4.616,,,
965.2398,633.9,4.587,,,
966.7368,634.4,4.557,,,
968.2350,634.9,4.528,,,
969.7332,635.4,4.498,,,
971.2320,635.9,4.468,,,
972.7302,636.4,4.438,,,
974.2278,636.9,4.407,,,
975.7260,637.4,4.375,,,
977.2242,637.9,4.344,,,
978.7248,638.4,4.312,,,
980.2260,638.9,4.280,,,
981.7290,639.4,4.247,,,
983.2314,639.9,4.215,,,
984.7326,640.4,4.180,,,
986.2332,640.9,4.146,,,
987.7332,641.4,4.113,,,
989.2350,641.9,4.079,,,
990.7380,642.4,4.045,,,
992.2440,642.9,4.011,,,
993.7518,643.4,3.975,,,
995.2596,643.9,3.941,,,
996.7656,644.4,3.906,,,
998.2710,644.9,3.870,,,
999.7758,645.4,3.834,,,
1001.2806,645.9,3.798,,,
1002.7854,646.4,3.762,,,
1004.2914,646.9,3.726,,,
1005.7974,647.4,3.689,,,
1007.3022,647.9,3.652,,,
1008.8082,648.4,3.615,,,
1010.3130,648.9,3.574,,,
1011.8172,649.4,3.536,,,
1013.3238,649.9,3.497,,,
1014.8292,650.4,3.458,,,
1016.3370,650.9,3.420,,,
1017.8466,651.4,3.381,,,
1019.3556,651.9,3.343,,,
1020.8652,652.4,3.304,,,
1022.3748,652.9,3.265,,,
1023.8826,653.4,3.227,,,
1025.3910,653.9,3.188,,,
1026.9006,654.4,3.149,,,
1028.4102,654.9,3.110,,,
1029.9210,655.4,3.071,,,
1031.4324,655.9,3.033,,,
1032.9432,656.4,2.994,,,
1034.4552,656.9,2.956,,,
1035.9678,657.4,2.915,,,
1037.4816,657.9,2.878,,,
1038.9948,658.4,2.840,,,
1040.5068,658.9,2.803,,,
1042.0176,659.4,2.767,,,
1043.5278,659.9,2.731,,,
1045.0386,660.4,2.696,,,
1046.5494,660.9,2.662,,,
1048.0620,661.4,2.629,,,
1049.5734,661.9,2.596,,,
1051.0848,662.4,2.564,,,
1052.5962,662.9,2.533,,,
1054.1070,663.4,2.503,,,
1055.6178,663.9,2.474,,,
1057.1298,664.4,2.446,,,
1058.6406,664.9,2.420,,,
1060.1520,665.4,2.393,,,
1061.6640,665.9,2.367,,,
1063.1742,666.4,2.343,,,
1064.6856,666.9,2.321,,,
1066.1970,667.4,2.300,,,
1067.7096,667.9,2.278,,,
1069.2228,668.4,2.260,,,
1070.7360,668.9,2.242,,,
1072.2486,669.4,2.225,,,
1073.7594,669.9,2.210,,,
1075.2702,670.4,2.196,,,
1076.7810,670.9,2.182,,,
1078.2924,671.4,2.169,,,
1079.8032,671.9,2.158,,,
1081.3128,672.4,2.148,,,
1082.8206,672.9,2.139,,,
1084.3266,673.4,2.131,,,
1085.8326,673.9,2.126,,,
1087.3404,674.4,2.120,,,
1088.8500,674.9,2.113,,,
1090.3608,675.4,2.108,,,
1091.8710,675.9,2.102,,,
1093.3818,676.4,2.097,,,
1094.8890,676.9,2.093,,,
1096.3968,677.4,2.089,,,
1097.9046,677.9,2.085,,,
1099.4112,678.4,2.081,,,
1100.9196,678.9,2.077,,,
1102.4280,679.4,2.072,,,
1103.9364,679.9,2.069,,,
1105.4454,680.4,2.066,,,
1106.9544,680.9,2.061,,,
1108.4634,681.4,2.059,,,
1109.9724,681.9,2.055,,,
1111.4802,682.4,2.051,,,
1112.9862,682.9,2.049,,,
1114.4916,683.4,2.045,,,
1115.9964,683.9,2.042,,,
1117.5030,684.4,2.038,,,
1119.0102,684.9,2.034,,,
1120.5174,685.4,2.030,,,
1122.0246,685.9,2.028,,,
1123.5318,686.4,2.023,,,
1125.0390,686.9,2.021,,,
1126.5486,687.4,2.018,,,
1128.0606,687.9,2.015,,,
1129.5732,688.4,2.012,,,
1131.0858,688.9,2.009,,,
1132.5972,689.4,2.006,,,
1134.1068,689.9,2.003,,,
1135.6158,690.4,2.000,,,
1137.1254,690.9,1.997,,,
1138.6356,691.4,1.995,,,
1140.1470,691.9,1.991,,,
1141.6590,692.4,1.989,,,
1143.1710,692.9,1.986,,,
1144.6824,693.4,1.983,,,
1146.1944,693.9,1.980,,,
1147.7058,694.4,1.977,,,
1149.2184,694.9,1.974,,,
1150.7316,695.4,1.972,,,
1152.2448,695.9,1.969,,,
1153.7580,696.4,1.965,,,
1155.2712,696.9,1.963,,,
1156.7850,697.4,1.960,,,
1158.2970,697.9,1.956,,,
1159.8090,698.4,1.954,,,
1161.3198,698.9,1.950,,,
1162.8318,699.4,1.948,,,
1164.3462,699.9,1.945,,,
1165.8612,700.4,1.942,,,
1167.3780,700.9,1.939,,,
1168.8942,701.4,1.935,,,
1170.4086,701.9,1.933,,,
1171.9224,702.4,1.930,,,
1173.4338,702.9,1.927,,,
1174.9452,703.4,1.924,,,
1176.4554,703.9,1.921,,,
1177.9656,704.4,1.919,,,
1179.4752,704.9,1.915,,,
1180.9860,705.4,1.913,,,
1182.4974,705.9,1.910,,,
1184.0088,706.4,1.907,,,
1185.5220,706.9,1.904,,,
1187.0340,707.4,1.901,,,
1188.5460,707.9,1.898,,,
1190.0580,708.4,1.895,,,
1191.5688,708.9,1.893,,,
1193.0802,709.4,1.889,,,
1194.5898,709.9,1.887,,,
1196.0988,710.4,1.885,,,
1197.6078,710.9,1.883,,,
1199.1150,711.4,1.879,,,
1200.6240,711.9,1.878,,,
1202.1354,712.4,1.875,,,
1203.6468,712.9,1.873,,,
1205.1600,713.4,1.870,,,
1206.6726,713.9,1.868,,,
1208.1834,714.4,1.866,,,
1209.6936,714.9,1.863,,,
1211.2032,715.4,1.861,,,
1212.7116,715.9,1.858,,,
1214.2200,716.4,1.856,,,
1215.7290,716.9,1.854,,,
1217.2380,717.4,1.851,,,
1218.7482,717.9,1.849,,,
1220.2602,718.4,1.846,,,
1221.7722,718.9,1.843,,,
1223.2842,719.4,1.841,,,
1224.7950,719.9,1.838,,,
1226.3058,720.4,1.836,,,
1227.8172,720.9,1.832,,,
1229.3292,721.4,1.831,,,
1230.8424,721.9,1.828,,,
1232.3550,722.4,1.826,,,
1233.8670,722.9,1.823,,,
1235.3790,723.4,1.820,,,
1236.8910,723.9,1.817,,,
1238.4024,724.4,1.815,,,
1239.9132,724.9,1.813,,,
1241.4234,725.4,1.810,,,
1242.9324,725.9,1.808,,,
1244.4420,726.4,1.805,,,
1245.9528,726.9,1.803,,,
1247.4630,727.4,1.799,,,
1248.9738,727.9,1.798,,,
1250.4846,728.4,1.795,,,
1251.9954,728.9,1.793,,,
1253.5074,729.4,1.790,,,
1255.0188,729.9,1.788,,,
1256.5284,730.4,1.786,,,
1258.0362,730.9,1.782,,,
1259.5422,731.4,1.781,,,
1261.0464,731.9,1.779,,,
1262.5512,732.4,1.777,,,
1264.0560,732.9,1.774,,,
1265.5602,733.4,1.772,,,
1267.0662,733.9,1.771,,,
1268.5710,734.4,1.768,,,
1270.0758,734.9,1.766,,,
1271.5818,735.4,1.762,,,
1273.0866,735.9,1.761,,,
1274.5926,736.4,1.758,,,
1276.0992,736.9,1.756,,,
1277.6058,737.4,1.753,,,
1279.1112,737.9,1.752,,,
