Time,Mass,HRR,Back Temp
99.4,44.44,651.7,35.8
100.4,44.17,674.6,36.1
101.4,43.89,653.2,36.4
102.4,43.61,667.1,36.8
103.4,43.34,647.1,37.1
104.4,43.06,677.9,37.3
105.5,42.78,652.9,37.7
106.5,42.49,647.2,38
107.5,42.21,651.9,38.3
108.5,41.94,688.5,38.6
109.5,41.67,668.6,38.9
110.5,41.39,691,39.1
111.5,41.12,687.9,39.4
112.6,40.84,658.9,39.7
113.6,40.57,678.3,39.9
114.6,40.28,701.2,40.2
115.6,40,657.2,40.4
116.6,39.73,664.9,40.7
117.6,39.45,691.4,40.9
118.6,39.15,672.8,41.1
119.7,38.86,658,41.3
120.7,38.57,660.3,41.6
121.7,38.29,691.8,41.8
122.7,38,684.3,42
123.7,37.68,693.4,42.2
124.7,37.39,673.9,42.5
125.7,37.12,689.9,42.7
126.8,36.83,681.7,42.9
127.8,36.53,646.8,43.2
128.8,36.25,695.7,43.4
129.8,35.97,650,43.6
130.8,35.7,679.1,43.8
131.8,35.43,689.1,44.1
132.8,35.13,665.1,44.4
133.8,34.83,662.6,44.6
135.4,34.4,683.7,44.7
136.2,34.2,674.7,44.9
136.9,33.98,674.7,45.2
137.9,33.7,714,45.4
138.9,33.41,679.8,45.6
139.9,33.12,694.8,45.8
140.9,32.82,710.9,46
142,32.52,663.4,46.3
143,32.25,712.2,46.5
144,31.94,674,46.7
145,31.65,717.8,46.9
146,31.35,666.2,47.1
147,31.03,683.6,47.3
148,30.72,693.7,47.5
149.1,30.4,633,47.7
150.1,30.09,694.7,47.9
151.1,29.79,666.5,48.1
152.1,29.49,671.4,48.3
153.1,29.18,686.8,48.5
154.1,28.87,663.7,48.8
155.1,28.54,674.5,48.9
156.2,28.22,685.1,49.2
157.2,27.9,671.9,49.4
158.2,27.59,706.4,49.6
159.2,27.27,689.4,49.8
160.2,26.94,676.3,50
161.2,26.61,673.3,50.2
162.2,26.28,642.6,50.4
163.3,25.94,696.6,50.7
164.3,25.61,687,50.9
165.3,25.28,659.1,51.1
166.3,24.92,710.7,51.3
167.3,24.57,684.1,51.5
168.3,24.21,673.7,51.7
169.3,23.85,688.6,51.9
170.4,23.51,695.2,52.1
171.4,23.16,739.2,52.4
172.4,22.81,715.3,52.6
173.4,22.45,702.9,52.8
174.4,22.07,736.4,53
175.4,21.69,804.7,53.3
176.4,21.33,747.5,53.5
177.5,20.98,788.3,53.8
178.5,20.61,703.3,54
179.5,20.27,786,54.3
180.5,19.9,766.2,54.5
181.5,19.55,754.4,54.8
182.5,19.2,719.2,55.1
183.5,18.85,780.3,55.4
184.6,18.49,753.4,55.7
185.6,18.12,758.8,56.1
186.6,17.76,772.3,56.4
187.6,17.39,793.2,56.7
188.6,17.03,853.1,57
189.6,16.67,824,57.4
190.6,16.3,813.8,57.8
191.6,15.94,826.1,58.2
192.7,15.57,839.5,58.5
193.7,15.21,824.8,58.9
194.7,14.84,804.2,59.3
195.7,14.46,820.7,59.8
196.7,14.09,812.6,60.2
197.7,13.72,838.2,60.6
198.7,13.35,817,61
199.8,12.98,852.5,61.4
200.8,12.61,882.5,61.9
201.8,12.26,830.3,62.3
202.8,11.91,829,62.8
203.8,11.57,903.6,63.2
204.8,11.21,864.6,63.7
205.8,10.87,883,64.2
206.9,10.52,885.4,64.7
207.9,10.19,887.3,65.2
208.9,9.89,890.3,65.7
209.9,9.56,874,66.2
210.9,9.24,926.3,66.7
211.9,8.94,899.6,67.2
212.9,8.63,929.6,67.7
214,8.34,943.5,68.2
215,8.06,939.5,68.7
216,7.79,943.7,69.3
217,7.53,951.3,69.8
218,7.29,921.4,70.4
219,7.04,975.6,70.9
220,6.8,1001,71.5
221.1,6.59,942.5,72.1
222.1,6.37,973,72.7
223.1,6.16,972.7,73.3
224.1,5.97,951.1,74
225.1,5.78,932.3,74.7
226.1,5.59,993,75.3
227.1,5.41,960.5,76
228.2,5.26,982.1,76.7
229.2,5.11,967.6,77.5
230.2,4.95,937,78.2
231.2,4.8,947.4,78.9
232.2,4.68,932.5,79.7
233.2,4.56,940.5,80.6
234.2,4.44,925.3,82
235.3,4.32,869.5,82.6
237,4.13,881.6,83.2
237.8,4.07,864,84
238.5,4.01,828,84.8
239.3,3.94,799.2,85.7
240.3,3.86,796.3,86.6
241.3,3.78,765.2,87.5
242.3,3.7,744.2,88.4
243.4,3.6,720.2,89.3
244.4,3.51,689,90.1
245.4,3.44,674.3,91
246.4,3.37,651.3,91.7
247.4,3.3,612.2,92.5
248.4,3.22,585.5,93.3
249.4,3.15,576.6,94.2
250.5,3.08,566.4,95
251.5,3,529.6,95.8
252.5,2.94,508.4,96.7
253.5,2.87,483.4,97.6
254.5,2.8,470.7,98.2
255.5,2.75,456.4,98.3
256.5,2.72,430.2,98.4
257.6,2.68,422.3,98.3
258.6,2.62,394.7,98.2
259.6,2.55,375.3,98.2
260.6,2.46,364.7,98.2
261.6,2.39,354.2,98.3
262.6,2.32,345.2,98.3
263.6,2.27,332.8,98.3
264.7,2.2,310.5,98.3
265.7,2.14,297.7,98.4
266.7,2.1,292.6,98.4
267.7,2.08,283.5,98.5
268.7,2.03,269.8,98.6
269.7,1.98,261.7,98.6
270.7,1.94,250.9,98.8
271.8,1.9,249.2,98.9
272.8,1.87,242.7,99.1
273.8,1.81,226,99.8
274.8,1.77,214.6,104.4
277.8,1.68,200.1,109.5
278.9,1.63,191.6,110.8
279.9,1.6,183.3,112.1
280.9,1.57,180.1,113.2
281.9,1.52,172.4,114.2
282.9,1.48,172.9,115.2
283.9,1.44,168.9,116.1
284.9,1.4,161,117
286,1.36,155.3,117.9
287,1.33,150.3,118.7
288,1.3,148.4,119.5
289,1.27,148.8,120.3
290,1.24,139.7,121.1
291,1.21,134.9,121.9
292,1.18,135.6,122.6
293,1.14,134,123.3
294.1,1.11,128.4,124
295.1,1.1,126.5,124.8
296.1,1.07,123.3,125.5
297.1,1.05,122.1,126.1
298.1,1.02,112.1,126.9
299.1,0.99,113.3,127.6
300.1,0.97,111.1,128.3
301.2,0.94,108.6,129
302.2,0.91,104.2,129.7
303.2,0.89,104.8,130.4
304.2,0.87,102.1,131.1
305.2,0.85,100.9,131.8
306.2,0.83,100.7,132.5
307.2,0.8,98.3,133.2
308.3,0.78,94.3,133.9
309.3,0.76,92.3,134.6
310.3,0.74,92.2,135.2
311.3,0.72,89.5,135.9
312.3,0.69,84.5,136.5
313.3,0.67,81.5,137.2
314.3,0.66,83.9,137.9
315.4,0.65,80.5,138.5
316.4,0.64,80.8,139.2
317.4,0.59,81.2,139.9
318.4,0.54,77.6,140.5
319.4,0.53,77.1,141.2
320.4,0.52,73.8,141.8
321.4,0.48,75.4,142.5
322.5,0.45,73.6,143.2
323.5,0.42,70.6,143.8
324.5,0.39,71.4,144.5
325.5,0.36,73.4,145.1
326.5,0.35,70,145.8
327.5,0.36,68.8,146.5
328.5,0.35,67,147.1
329.6,0.31,68,150.8
330.6,0.3,64.6,151.3
331.6,0.29,60.5,151.7
337.4,0.17,60.7,152.2
338.2,0.16,59.8,152.8
338.9,0.15,61.3,153.9
339.7,0.14,59.1,154.4
340.7,0.13,55.6,154.8
342.5,0.09,55.7,155.3
343.2,0.07,56.1,155.9
344,0.05,57,156.5
344.8,0.04,54.4,157.1
345.8,0.04,55.3,157.7
346.8,0.03,54.9,158.3
347.8,0.02,51.2,158.9
348.8,0.01,52.5,159.5
349.8,-0.01,52.5,160.1
350.8,-0.02,49.6,160.7
351.9,-0.05,50.6,161.2
352.9,-0.05,49.6,161.8
353.9,-0.06,47.6,162.4
354.9,-0.08,47.9,163
355.9,-0.11,48.1,163.5
356.9,-0.12,45.1,164.1
357.9,-0.11,45.2,164.7
359,-0.13,44.5,165.3
360,-0.14,44.5,165.9
361,-0.14,42.9,166.4
362,-0.14,42,167
363,-0.15,39.6,167.5
364,-0.18,40.1,168.1
365,-0.18,40.5,168.7
366.1,-0.18,37.4,169.2
367.1,-0.19,37.9,169.7
368.1,-0.21,39.2,170.2
369.1,-0.21,35.3,170.8
370.1,-0.23,36.1,171.3
371.1,-0.25,32.8,171.9
372.1,-0.26,33.2,172.4
373.2,-0.26,33.1,172.9
374.2,-0.28,30.5,173.5
375.2,-0.29,30.1,174.1
376.2,-0.28,30.4,174.6
377.2,-0.3,27.9,175.1
378.2,-0.3,28.5,175.7
379.2,-0.29,28.1,176.2
380.3,-0.28,28.8,176.7
381.3,-0.29,25.7,177.3
382.3,-0.29,25.5,177.8
383.3,-0.3,25.6,178.3
384.3,-0.32,26.1,178.8
385.3,-0.33,23.1,179.3
386.3,-0.35,22.9,179.9
387.4,-0.36,24.2,180.4
388.4,-0.37,24.2,180.9
389.4,-0.38,20.9,181.4
390.4,-0.38,21,181.8
391.4,-0.38,21.6,182.3
392.4,-0.39,21.1,182.8
393.4,-0.39,21.5,183.3
394.5,-0.4,18.4,183.8
395.5,-0.41,18.3,184.3
396.5,-0.43,18.7,184.8
397.5,-0.44,19,185.3
398.5,-0.45,19,185.8
399.5,-0.45,16.1,186.3
400.5,-0.45,16.6,186.8
401.5,-0.45,16.3,187.3
402.6,-0.44,16.3,187.8
403.6,-0.45,16.5,188.2
404.6,-0.46,13.5,188.7
405.6,-0.48,13.5,189.2
406.6,-0.49,13.7,189.6
407.6,-0.5,13.7,190.1
408.6,-0.51,13.6,190.6
409.7,-0.51,13.9,191.1
410.7,-0.51,10.7,191.5
411.7,-0.51,11.1,192
412.7,-0.52,11.1,192.4
413.7,-0.53,11.2,192.9
414.7,-0.54,11.2,193.4
415.7,-0.54,11.1,193.9
416.8,-0.53,11.2,194.3
417.8,-0.54,8.6,194.8
418.8,-0.54,8.4,195.2
419.8,-0.54,8.3,195.7
420.8,-0.55,8.3,196.2
421.8,-0.56,8.4,196.6
422.8,-0.57,8.6,197
423.9,-0.56,8.6,197.5
424.9,-0.57,5.7,198
425.9,-0.57,5.7,198.4
426.9,-0.57,5.7,198.9
427.9,-0.58,6,199.3
428.9,-0.58,5.9,199.7
429.9,-0.58,5.9,200.2
431,-0.58,5.8,200.6
432,-0.59,6.1,201.1
433,-0.6,6.2,201.5
434,-0.6,3.1,202
435,-0.6,3.3,202.4
436,-0.6,3.2,202.8
437,-0.59,3.2,203.3
438.1,-0.6,3.4,203.7
439.1,-0.6,3.7,204.2
440.1,-0.61,3.7,204.9
441.1,-0.61,3.5,205.3
442.1,-0.63,3.6,205.6
443.8,-0.64,0.7,206
444.6,-0.64,0.8,206.4
445.3,-0.64,0.6,206.8
446.2,-0.65,0.9,207.3
447.2,-0.65,0.7,207.7
448.2,-0.65,0.7,208.1
449.2,-0.65,0.9,208.6
450.2,-0.66,0.8,209
451.2,-0.65,0.9,209.4
452.2,-0.65,0.9,209.8
453.3,-0.65,0.9,210.3
454.3,-0.65,-2.1,210.7
455.3,-0.65,-2.1,211.1
456.3,-0.65,-1.9,211.5
457.3,-0.65,-1.8,212
458.3,-0.67,-2.1,212.4
459.3,-0.66,-2,212.8
460.4,-0.65,-2,213.2
461.4,-0.66,-1.8,213.7
462.4,-0.66,-2,214.1
463.4,-0.66,-1.8,214.5
464.4,-0.68,-1.8,214.9
465.4,-0.69,-1.7,215.3
466.4,-0.7,-1.7,215.8
467.5,-0.71,-1.5,216.2
468.5,-0.7,-4.5,216.6
469.5,-0.7,-4.7,217
470.5,-0.7,-4.6,217.4
471.5,-0.72,-4.4,217.8
472.5,-0.73,-4.5,218.3
473.5,-0.75,-4.4,218.7
474.6,-0.75,-4.3,219.2
475.6,-0.74,-4.3,219.5
476.6,-0.73,-4.5,219.9
477.6,-0.73,-4.1,220.4
478.6,-0.74,-4.2,220.8
479.6,-0.75,-4.2,221.2
480.6,-0.74,-4.3,221.6
481.7,-0.75,-4.1,222
482.7,-0.76,-4,222.3
483.7,-0.76,-4.2,222.8
484.7,-0.76,-3.7,223.2
485.7,-0.76,-3.8,223.6
486.7,-0.75,-3.9,223.9
487.7,-0.75,-4.1,224.3
488.8,-0.77,-3.8,224.8
489.8,-0.77,-3.9,225.1
490.8,-0.77,-3.9,225.5
491.8,-0.77,-4,225.9
492.8,-0.77,-4.1,226.3
493.8,-0.77,-4.1,226.7
494.8,-0.77,-7.2,227.1
495.9,-0.78,-7,227.4
496.9,-0.79,-7,227.8
497.9,-0.8,-7.3,228.2
