Time (s),m (g),T Back (K),T Top (K)
210,99.82188,312.513,475.425
211,99.821088,312.741,475.762
212,99.820314,312.971,476.097
213,99.819504,313.202,476.431
214,99.818712,313.433,476.764
215,99.817902,313.665,477.095
216,99.817074,313.898,477.425
217,99.816246,314.132,477.754
218,99.8154,314.366,478.081
219,99.814554,314.601,478.407
220,99.813708,314.837,478.731
221,99.812844,315.074,479.054
222,99.81198,315.312,479.376
223,99.811098,315.55,479.697
224,99.810198,315.789,480.016
225,99.809298,316.029,480.334
226,99.808398,316.269,480.651
227,99.80748,316.51,480.966
228,99.806562,316.752,481.281
229,99.805626,316.995,481.594
230,99.804672,317.238,481.905
231,99.803718,317.482,482.216
232,99.802764,317.726,482.525
233,99.801792,317.972,482.833
234,99.800802,318.218,483.14
235,99.799812,318.464,483.446
236,99.798804,318.711,483.75
237,99.797796,318.959,484.054
238,99.79677,319.207,484.356
239,99.795744,319.456,484.657
240,99.7947,319.706,484.957
241,99.793656,319.956,485.256
242,99.792594,320.207,485.553
243,99.791514,320.458,485.85
244,99.790434,320.71,486.145
245,99.789336,320.963,486.439
246,99.788238,321.216,486.732
247,99.787122,321.47,487.024
248,99.786006,321.724,487.315
249,99.784854,321.979,487.605
250,99.78372,322.234,487.894
251,99.78255,322.49,488.182
252,99.781398,322.746,488.468
253,99.78021,323.003,488.754
254,99.779022,323.26,489.039
255,99.777816,323.518,489.322
256,99.77661,323.776,489.605
257,99.775386,324.035,489.886
258,99.774144,324.294,490.166
259,99.772902,324.554,490.446
260,99.771642,324.814,490.724
261,99.770364,325.075,491.002
262,99.769086,325.336,491.278
263,99.76779,325.597,491.554
264,99.766476,325.859,491.828
265,99.765162,326.122,492.101
266,99.76383,326.385,492.374
267,99.76248,326.648,492.645
268,99.76113,326.912,492.916
269,99.759744,327.176,493.186
270,99.758376,327.44,493.454
271,99.756972,327.705,493.722
272,99.755568,327.971,493.989
273,99.754146,328.236,494.255
274,99.752724,328.502,494.52
275,99.751266,328.769,494.784
276,99.749808,329.036,495.047
277,99.748332,329.303,495.309
278,99.746856,329.571,495.57
279,99.745362,329.838,495.83
280,99.743832,330.107,496.09
281,99.74232,330.375,496.349
282,99.740772,330.644,496.606
283,99.739224,330.913,496.863
284,99.737658,331.183,497.119
285,99.736074,331.453,497.374
286,99.734472,331.723,497.628
287,99.73287,331.994,497.882
288,99.73125,332.265,498.134
289,99.729612,332.536,498.386
290,99.727956,332.807,498.637
291,99.726282,333.079,498.887
292,99.724608,333.351,499.136
293,99.722898,333.623,499.384
294,99.721188,333.896,499.632
295,99.719478,334.169,499.879
296,99.717732,334.442,500.124
297,99.715968,334.715,500.37
298,99.714204,334.989,500.614
299,99.712422,335.263,500.857
300,99.710604,335.537,501.1
301,99.708786,335.811,501.342
302,99.706968,336.086,501.583
303,99.705114,336.36,501.823
304,99.703242,336.636,502.063
305,99.70137,336.911,502.301
306,99.699462,337.186,502.539
307,99.697554,337.462,502.777
308,99.695628,337.738,503.013
309,99.693684,338.014,503.249
310,99.691722,338.291,503.484
311,99.689742,338.567,503.718
312,99.687744,338.844,503.951
313,99.685746,339.121,504.184
314,99.683712,339.398,504.416
315,99.681678,339.675,504.647
316,99.679608,339.953,504.878
317,99.677538,340.23,505.107
318,99.675432,340.508,505.336
319,99.673326,340.786,505.565
320,99.671184,341.064,505.792
321,99.669042,341.343,506.019
322,99.666882,341.621,506.245
323,99.664704,341.9,506.471
324,99.66249,342.178,506.695
325,99.660276,342.457,506.92
326,99.658044,342.736,507.143
327,99.655794,343.015,507.366
328,99.653508,343.295,507.587
329,99.651222,343.574,507.809
330,99.648918,343.854,508.029
331,99.646596,344.133,508.249
332,99.644238,344.413,508.468
333,99.64188,344.693,508.687
334,99.639486,344.973,508.905
335,99.637092,345.253,509.122
336,99.634662,345.534,509.339
337,99.632232,345.814,509.555
338,99.629766,346.094,509.77
339,99.6273,346.375,509.984
340,99.624798,346.655,510.198
341,99.622278,346.936,510.412
342,99.61974,347.217,510.624
343,99.617184,347.498,510.836
344,99.61461,347.779,511.048
345,99.612018,348.06,511.258
346,99.60939,348.341,511.469
347,99.606762,348.622,511.678
348,99.604098,348.903,511.887
349,99.601434,349.185,512.095
350,99.598734,349.466,512.303
351,99.596016,349.747,512.51
352,99.59328,350.029,512.716
353,99.590526,350.31,512.922
354,99.587736,350.592,513.127
355,99.584946,350.873,513.331
356,99.58212,351.155,513.535
357,99.579276,351.437,513.739
358,99.576414,351.718,513.941
359,99.573534,352,514.143
360,99.570618,352.282,514.345
361,99.567702,352.564,514.546
362,99.56475,352.845,514.746
363,99.56178,353.127,514.946
364,99.558792,353.409,515.145
365,99.555768,353.691,515.344
366,99.552726,353.973,515.542
367,99.549684,354.255,515.739
368,99.546606,354.537,515.936
369,99.543492,354.818,516.132
370,99.540378,355.1,516.328
371,99.537228,355.382,516.523
372,99.53406,355.664,516.718
373,99.530856,355.946,516.912
374,99.527652,356.228,517.105
375,99.524412,356.51,517.298
376,99.521154,356.792,517.49
377,99.51786,357.073,517.682
378,99.514566,357.355,517.873
379,99.511236,357.637,518.064
380,99.50787,357.919,518.254
381,99.504504,358.2,518.444
382,99.501102,358.482,518.633
383,99.497682,358.764,518.821
384,99.494226,359.045,519.009
385,99.490752,359.327,519.197
386,99.48726,359.609,519.384
387,99.48375,359.89,519.57
388,99.480204,360.172,519.756
389,99.47664,360.453,519.941
390,99.47304,360.735,520.126
391,99.469422,361.016,520.31
392,99.465786,361.297,520.494
393,99.462132,361.578,520.677
394,99.458442,361.86,520.86
395,99.454716,362.141,521.042
396,99.45099,362.422,521.224
397,99.44721,362.703,521.405
398,99.44343,362.984,521.586
399,99.439614,363.265,521.766
400,99.43578,363.545,521.946
401,99.43191,363.826,522.125
402,99.428022,364.107,522.304
403,99.424116,364.387,522.482
404,99.420174,364.668,522.66
405,99.416214,364.948,522.837
406,99.412218,365.229,523.013
407,99.408204,365.509,523.19
408,99.404154,365.789,523.365
409,99.400086,366.069,523.541
410,99.395982,366.349,523.715
411,99.391878,366.629,523.89
412,99.38772,366.909,524.064
413,99.383544,367.189,524.237
414,99.37935,367.468,524.41
415,99.37512,367.748,524.582
416,99.370872,368.027,524.754
417,99.366588,368.307,524.926
418,99.362286,368.586,525.097
419,99.357948,368.865,525.267
420,99.353592,369.144,525.437
421,99.3492,369.423,525.607
422,99.34479,369.702,525.776
423,99.340344,369.981,525.945
424,99.33588,370.259,526.113
425,99.33138,370.538,526.281
426,99.326862,370.816,526.448
427,99.322308,371.094,526.615
428,99.317736,371.372,526.781
429,99.313128,371.65,526.947
430,99.308502,371.928,527.113
431,99.30384,372.206,527.278
432,99.299142,372.484,527.443
433,99.294426,372.761,527.607
434,99.289692,373.038,527.771
435,99.284922,373.316,527.934
436,99.280116,373.593,528.097
437,99.275292,373.87,528.259
438,99.270432,374.146,528.421
439,99.265536,374.423,528.583
440,99.26064,374.7,528.744
441,99.25569,374.976,528.905
442,99.250722,375.252,529.065
443,99.245718,375.528,529.225
444,99.240696,375.804,529.385
445,99.235638,376.08,529.544
446,99.230544,376.356,529.702
447,99.225432,376.631,529.861
448,99.220284,376.907,530.018
449,99.215118,377.182,530.176
450,99.209916,377.457,530.333
451,99.204678,377.732,530.49
452,99.199422,378.006,530.646
453,99.19413,378.281,530.802
454,99.18882,378.555,530.957
455,99.183474,378.83,531.112
456,99.178092,379.104,531.267
457,99.172692,379.378,531.421
458,99.167238,379.651,531.575
459,99.161784,379.925,531.728
460,99.156276,380.198,531.881
461,99.15075,380.472,532.034
462,99.145206,380.745,532.186
463,99.139608,381.017,532.338
464,99.133992,381.29,532.489
465,99.128358,381.563,532.64
466,99.12267,381.835,532.791
467,99.116964,382.107,532.941
468,99.11124,382.379,533.091
469,99.105462,382.651,533.241
470,99.099666,382.923,533.39
471,99.093834,383.194,533.539
472,99.087984,383.465,533.687
473,99.082098,383.737,533.835
474,99.076176,384.007,533.983
475,99.070218,384.278,534.13
476,99.064242,384.549,534.277
477,99.05823,384.819,534.424
478,99.052182,385.089,534.57
479,99.046116,385.359,534.716
480,99.040014,385.629,534.861
481,99.033876,385.898,535.006
482,99.027702,386.168,535.151
483,99.02151,386.437,535.296
484,99.015282,386.706,535.44
485,99.009018,386.975,535.583
486,99.002736,387.243,535.727
487,98.996418,387.512,535.87
488,98.990064,387.78,536.012
489,98.983674,388.048,536.155
490,98.977266,388.315,536.297
491,98.970804,388.583,536.438
492,98.964324,388.85,536.58
493,98.957826,389.117,536.721
494,98.951274,389.384,536.861
495,98.944704,389.651,537.001
496,98.938098,389.917,537.141
497,98.931456,390.184,537.281
498,98.924796,390.45,537.42
499,98.9181,390.716,537.559
500,98.911368,390.981,537.698
501,98.9046,391.247,537.836
502,98.897796,391.512,537.974
503,98.890974,391.777,538.112
504,98.884116,392.041,538.249
505,98.877222,392.306,538.386
506,98.870292,392.57,538.522
507,98.863344,392.834,538.659
508,98.856342,393.098,538.795
509,98.849322,393.362,538.93
510,98.842284,393.625,539.066
511,98.835192,393.888,539.201
512,98.828082,394.151,539.336
513,98.820918,394.414,539.47
514,98.813736,394.676,539.604
515,98.806518,394.939,539.738
516,98.799282,395.201,539.871
517,98.791992,395.462,540.005
518,98.784684,395.724,540.137
519,98.77734,395.985,540.27
520,98.76996,396.246,540.402
521,98.762562,396.507,540.534
522,98.75511,396.768,540.666
523,98.74764,397.028,540.797
524,98.740134,397.288,540.928
525,98.732592,397.548,541.059
526,98.725014,397.808,541.19
527,98.717418,398.067,541.32
528,98.709768,398.326,541.45
529,98.7021,398.585,541.579
530,98.694396,398.844,541.709
531,98.686656,399.102,541.838
532,98.678898,399.36,541.966
533,98.671086,399.618,542.095
534,98.663256,399.876,542.223
535,98.655372,400.133,542.351
536,98.64747,400.39,542.479
537,98.63955,400.647,542.606
538,98.631576,400.904,542.733
539,98.623566,401.16,542.86
540,98.615538,401.416,542.986
541,98.607474,401.672,543.112
542,98.599374,401.928,543.238
543,98.591238,402.183,543.364
544,98.583066,402.438,543.489
545,98.574876,402.693,543.615
546,98.566632,402.948,543.739
547,98.55837,403.202,543.864
548,98.550072,403.456,543.988
549,98.541738,403.71,544.112
550,98.533368,403.964,544.236
551,98.524962,404.217,544.36
552,98.516538,404.47,544.483
553,98.508078,404.723,544.606
554,98.499564,404.975,544.729
555,98.491032,405.227,544.851
556,98.482464,405.479,544.974
557,98.47386,405.731,545.096
558,98.465238,405.982,545.217
559,98.456562,406.234,545.339
560,98.447868,406.485,545.46
561,98.439138,406.735,545.581
562,98.430372,406.986,545.702
563,98.42157,407.236,545.822
564,98.412732,407.485,545.942
565,98.403858,407.735,546.062
566,98.394966,407.984,546.182
567,98.38602,408.233,546.301
568,98.377056,408.482,546.421
569,98.368056,408.73,546.54
570,98.35902,408.978,546.658
571,98.349948,409.226,546.777
572,98.34084,409.474,546.895
573,98.331696,409.721,547.013
574,98.322534,409.968,547.131
575,98.313336,410.215,547.249
576,98.304084,410.461,547.366
577,98.294814,410.708,547.483
578,98.285508,410.954,547.6
579,98.276166,411.199,547.717
580,98.266806,411.445,547.833
581,98.257392,411.69,547.949
582,98.247942,411.934,548.065
583,98.238474,412.179,548.181
584,98.22897,412.423,548.296
585,98.21943,412.667,548.411
586,98.209854,412.911,548.526
587,98.200242,413.154,548.641
588,98.190594,413.397,548.756
589,98.18091,413.64,548.87
590,98.171208,413.882,548.984
591,98.16147,414.124,549.098
592,98.151678,414.366,549.212
593,98.141868,414.608,549.325
594,98.132022,414.849,549.439
595,98.12214,415.09,549.552
596,98.112222,415.331,549.664
597,98.102286,415.571,549.777
598,98.092296,415.812,549.889
599,98.082288,416.051,550.002
600,98.072226,416.291,550.114
601,98.062146,416.53,550.225
602,98.05203,416.769,550.337
603,98.041878,417.008,550.448
604,98.03169,417.246,550.559
605,98.021484,417.484,550.67
606,98.011224,417.722,550.781
607,98.000928,417.959,550.892
608,97.990614,418.196,551.002
609,97.980264,418.433,551.112
610,97.969878,418.67,551.222
611,97.959438,418.906,551.331
612,97.948998,419.142,551.441
613,97.938504,419.378,551.55
614,97.927974,419.613,551.659
615,97.917408,419.848,551.768
616,97.906824,420.083,551.877
617,97.896186,420.317,551.985
618,97.88553,420.551,552.094
619,97.874838,420.785,552.202
620,97.86411,421.019,552.31
621,97.853346,421.252,552.417
622,97.842546,421.485,552.525
623,97.831728,421.717,552.632
624,97.820856,421.949,552.739
625,97.809948,422.181,552.846
626,97.799022,422.413,552.953
627,97.78806,422.644,553.059
628,97.777062,422.875,553.166
629,97.766028,423.106,553.272
630,97.754958,423.336,553.378
631,97.743852,423.567,553.484
632,97.73271,423.796,553.589
633,97.72155,424.026,553.695
634,97.710336,424.255,553.8
635,97.699104,424.484,553.905
636,97.687818,424.712,554.01
637,97.676514,424.94,554.115
638,97.665174,425.168,554.219
639,97.653798,425.396,554.323
640,97.642386,425.623,554.427
641,97.630956,425.85,554.531
642,97.619472,426.077,554.635
643,97.60797,426.303,554.739
644,97.596414,426.529,554.842
645,97.58484,426.755,554.945
646,97.57323,426.98,555.048
647,97.561584,427.205,555.151
648,97.549902,427.43,555.254
649,97.538184,427.654,555.356
650,97.52643,427.878,555.459
651,97.51464,428.102,555.561
652,97.502832,428.325,555.663
653,97.49097,428.548,555.765
654,97.47909,428.771,555.866
655,97.467174,428.993,555.968
656,97.455222,429.215,556.069
657,97.443234,429.437,556.17
658,97.43121,429.659,556.271
659,97.41915,429.88,556.372
660,97.407054,430.1,556.472
661,97.39494,430.321,556.573
662,97.382772,430.541,556.673
663,97.370586,430.761,556.773
664,97.358364,430.98,556.873
665,97.346088,431.2,556.973
666,97.333794,431.418,557.072
667,97.321464,431.637,557.172
668,97.309116,431.855,557.271
669,97.296714,432.073,557.37
670,97.284276,432.29,557.469
671,97.27182,432.508,557.568
672,97.25931,432.724,557.666
673,97.246782,432.941,557.765
674,97.234218,433.157,557.863
675,97.221618,433.373,557.961
676,97.208982,433.588,558.059
677,97.19631,433.804,558.157
678,97.183602,434.018,558.254
679,97.170858,434.233,558.352
680,97.158096,434.447,558.449
681,97.14528,434.661,558.546
682,97.132446,434.874,558.643
683,97.119558,435.088,558.74
684,97.106652,435.3,558.836
685,97.09371,435.513,558.933
686,97.080732,435.725,559.029
687,97.067718,435.937,559.125
688,97.054686,436.148,559.221
689,97.0416,436.36,559.317
690,97.028478,436.57,559.412
691,97.015338,436.781,559.508
692,97.002162,436.991,559.603
693,96.988932,437.201,559.698
694,96.975684,437.41,559.793
695,96.9624,437.619,559.888
696,96.94908,437.828,559.983
697,96.935724,438.036,560.078
698,96.92235,438.245,560.172
699,96.908922,438.452,560.266
700,96.895458,438.66,560.36
701,96.881976,438.867,560.454
702,96.868458,439.073,560.548
703,96.854886,439.28,560.642
704,96.841296,439.486,560.735
705,96.82767,439.691,560.828
706,96.814008,439.897,560.921
707,96.80031,440.102,561.014
708,96.786576,440.306,561.107
709,96.772824,440.511,561.2
710,96.759018,440.715,561.292
711,96.745194,440.918,561.385
712,96.731316,441.122,561.477
713,96.71742,441.324,561.569
714,96.703488,441.527,561.661
715,96.68952,441.729,561.753
716,96.675516,441.931,561.844
717,96.661476,442.133,561.936
718,96.6474,442.334,562.027
719,96.633306,442.535,562.118
720,96.619158,442.735,562.209
721,96.604974,442.935,562.3
722,96.590772,443.135,562.391
723,96.576534,443.334,562.481
724,96.56226,443.534,562.572
725,96.547932,443.732,562.662
726,96.533586,443.931,562.752
727,96.519204,444.129,562.842
728,96.504804,444.326,562.932
729,96.49035,444.524,563.021
730,96.47586,444.721,563.111
731,96.461352,444.917,563.2
732,96.44679,445.113,563.289
733,96.43221,445.309,563.378
734,96.417594,445.505,563.467
735,96.402924,445.7,563.556
736,96.388236,445.895,563.645
737,96.373512,446.089,563.733
738,96.358752,446.284,563.821
739,96.343956,446.477,563.91
740,96.329142,446.671,563.998
741,96.314274,446.864,564.085
742,96.299388,447.057,564.173
743,96.284448,447.249,564.261
744,96.26949,447.441,564.348
745,96.254478,447.633,564.435
746,96.239448,447.824,564.522
747,96.224382,448.015,564.609
748,96.20928,448.205,564.696
749,96.194142,448.396,564.783
750,96.178968,448.586,564.869
751,96.163776,448.775,564.956
752,96.14853,448.964,565.042
753,96.133248,449.153,565.128
754,96.117948,449.341,565.214
755,96.102594,449.53,565.3
756,96.087222,449.717,565.385
757,96.071814,449.905,565.471
758,96.05637,450.092,565.556
759,96.04089,450.278,565.641
760,96.025374,450.465,565.727
761,96.009822,450.65,565.811
762,95.994234,450.836,565.896
763,95.97861,451.021,565.981
764,95.962968,451.206,566.065
765,95.947272,451.39,566.15
766,95.931558,451.575,566.234
767,95.91579,451.758,566.318
768,95.900004,451.942,566.402
769,95.884182,452.125,566.485
770,95.868324,452.307,566.569
771,95.85243,452.49,566.652
772,95.8365,452.672,566.736
773,95.820534,452.853,566.819
774,95.804532,453.034,566.902
775,95.788512,453.215,566.985
776,95.772438,453.396,567.068
777,95.756328,453.576,567.15
778,95.7402,453.756,567.233
779,95.724036,453.935,567.315
780,95.707818,454.114,567.397
781,95.691582,454.293,567.479
782,95.67531,454.471,567.561
783,95.659002,454.649,567.642
784,95.642658,454.827,567.724
785,95.626278,455.004,567.805
786,95.609862,455.181,567.887
787,95.593428,455.357,567.968
788,95.57694,455.533,568.049
789,95.560434,455.709,568.13
790,95.543874,455.884,568.21
791,95.527296,456.059,568.291
792,95.510682,456.234,568.371
793,95.494014,456.408,568.452
794,95.477328,456.582,568.532
795,95.460606,456.756,568.612
796,95.443848,456.929,568.691
797,95.427054,457.102,568.771
798,95.410242,457.274,568.851
799,95.393376,457.446,568.93
800,95.376474,457.618,569.009
801,95.359554,457.789,569.088
802,95.34258,457.96,569.167
803,95.325588,458.131,569.246
804,95.30856,458.301,569.325
805,95.291496,458.471,569.403
806,95.274378,458.641,569.482
807,95.257242,458.81,569.56
808,95.240088,458.978,569.638
809,95.22288,459.147,569.716
810,95.205636,459.315,569.794
811,95.188356,459.483,569.871
812,95.171058,459.65,569.949
813,95.153706,459.817,570.026
814,95.136336,459.983,570.104
815,95.118912,460.15,570.181
816,95.10147,460.315,570.258
817,95.083992,460.481,570.334
818,95.066478,460.646,570.411
819,95.048928,460.811,570.488
820,95.031342,460.975,570.564
821,95.01372,461.139,570.64
822,94.996062,461.302,570.716
823,94.978386,461.466,570.792
824,94.960656,461.629,570.868
825,94.942908,461.791,570.944
826,94.925106,461.953,571.019
827,94.907286,462.115,571.095
828,94.88943,462.276,571.17
829,94.871538,462.437,571.245
830,94.85361,462.598,571.32
831,94.835646,462.758,571.395
832,94.817646,462.918,571.469
833,94.799628,463.078,571.544
834,94.781556,463.237,571.618
835,94.763448,463.396,571.692
836,94.745322,463.554,571.766
837,94.72716,463.712,571.84
838,94.708944,463.87,571.914
839,94.69071,464.027,571.988
840,94.67244,464.184,572.061
841,94.654134,464.341,572.135
842,94.635792,464.497,572.208
843,94.617432,464.653,572.281
844,94.599018,464.808,572.354
845,94.580586,464.963,572.427
846,94.5621,465.118,572.499
847,94.543596,465.272,572.572
848,94.525056,465.426,572.644
849,94.506462,465.58,572.717
850,94.48785,465.733,572.789
851,94.46922,465.886,572.861
852,94.450536,466.039,572.932
853,94.431816,466.191,573.004
854,94.413078,466.343,573.076
855,94.394286,466.494,573.147
856,94.375476,466.645,573.218
857,94.35663,466.796,573.289
858,94.33773,466.946,573.36
859,94.318812,467.096,573.431
860,94.299876,467.246,573.502
861,94.280886,467.395,573.572
862,94.26186,467.544,573.643
863,94.242816,467.692,573.713
864,94.223718,467.84,573.783
865,94.204602,467.988,573.853
866,94.18545,468.135,573.923
867,94.166262,468.282,573.993
868,94.147038,468.429,574.062
869,94.127778,468.575,574.132
870,94.108482,468.721,574.201
871,94.089168,468.866,574.27
872,94.069818,469.012,574.339
873,94.050414,469.156,574.408
874,94.030992,469.301,574.477
875,94.011534,469.445,574.545
876,93.99204,469.589,574.614
877,93.972528,469.732,574.682
878,93.952962,469.875,574.75
879,93.933378,470.017,574.818
880,93.913758,470.16,574.886
881,93.894084,470.301,574.954
882,93.874392,470.443,575.022
883,93.854682,470.584,575.089
884,93.834918,470.725,575.156
885,93.815118,470.865,575.224
886,93.7953,471.005,575.291
887,93.775446,471.145,575.358
888,93.755556,471.284,575.424
889,93.73563,471.423,575.491
890,93.715668,471.562,575.558
891,93.695688,471.7,575.624
892,93.675654,471.838,575.69
893,93.655602,471.975,575.756
894,93.635514,472.112,575.822
895,93.61539,472.249,575.888
896,93.59523,472.385,575.954
897,93.575052,472.521,576.02
898,93.55482,472.657,576.085
899,93.53457,472.792,576.15
900,93.514284,472.927,576.215
901,93.493962,473.062,576.28
902,93.473622,473.196,576.345
903,93.453228,473.33,576.41
904,93.432816,473.463,576.475
905,93.412368,473.596,576.539
906,93.391884,473.729,576.604
907,93.371382,473.862,576.668
908,93.350826,473.994,576.732
909,93.330252,474.125,576.796
910,93.309642,474.257,576.86
911,93.288996,474.388,576.923
912,93.268314,474.518,576.987
913,93.247614,474.649,577.05
914,93.226878,474.778,577.114
915,93.206106,474.908,577.177
916,93.185298,475.037,577.24
917,93.164454,475.166,577.303
918,93.143592,475.294,577.365
919,93.122694,475.423,577.428
920,93.10176,475.55,577.491
921,93.08079,475.678,577.553
922,93.059802,475.805,577.615
923,93.038778,475.931,577.677
924,93.017718,476.058,577.739
925,92.996622,476.184,577.801
926,92.975508,476.309,577.863
927,92.95434,476.435,577.924
928,92.933154,476.56,577.986
929,92.91195,476.684,578.047
930,92.890692,476.808,578.108
