Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
597.65,339.637,4.9840,0.4337
602.97,340.137,4.9837,0.4298
608.30,340.637,4.9828,0.4273
613.64,341.137,4.9817,0.4244
618.97,341.637,4.9796,0.4217
624.32,342.137,4.9775,0.4184
629.68,342.637,4.9760,0.4142
635.04,343.137,4.9747,0.4119
640.40,343.637,4.9738,0.4093
645.79,344.137,4.9726,0.4062
651.17,344.637,4.9713,0.4027
656.58,345.137,4.9707,0.3996
661.97,345.637,4.9697,0.3963
667.38,346.137,4.9678,0.3931
672.81,346.637,4.9660,0.3906
678.27,347.137,4.9651,0.3875
683.72,347.637,4.9648,0.3839
689.22,348.137,4.9640,0.3810
694.72,348.637,4.9634,0.3771
700.24,349.137,4.9629,0.3751
705.74,349.637,4.9626,0.3712
711.26,350.137,4.9621,0.3684
716.79,350.637,4.9602,0.3661
722.29,351.137,4.9593,0.3626
727.80,351.637,4.9589,0.3591
733.33,352.137,4.9583,0.3571
738.86,352.637,4.9579,0.3544
744.41,353.137,4.9576,0.3512
749.98,353.637,4.9572,0.3487
755.55,354.137,4.9568,0.3463
761.14,354.637,4.9564,0.3431
766.71,355.137,4.9559,0.3409
772.31,355.637,4.9555,0.3386
777.89,356.137,4.9550,0.3358
783.49,356.637,4.9528,0.3336
789.11,357.137,4.9522,0.3315
794.73,357.637,4.9519,0.3289
800.36,358.137,4.9515,0.3266
806.00,358.637,4.9511,0.3241
811.62,359.137,4.9506,0.3224
817.25,359.637,4.9502,0.3205
822.88,360.137,4.9496,0.3185
828.51,360.637,4.9491,0.3165
834.15,361.137,4.9485,0.3150
839.80,361.637,4.9479,0.3132
845.45,362.137,4.9474,0.3121
851.12,362.637,4.9468,0.3109
856.80,363.137,4.9463,0.3091
862.49,363.637,4.9460,0.3075
868.17,364.137,4.9456,0.3055
873.85,364.637,4.9451,0.3044
879.53,365.137,4.9447,0.3037
885.22,365.637,4.9443,0.3026
890.93,366.137,4.9439,0.3010
896.64,366.637,4.9452,0.2998
902.37,367.137,4.9449,0.2995
908.12,367.637,4.9447,0.2981
913.83,368.137,4.9445,0.2974
919.56,368.637,4.9442,0.2963
925.30,369.137,4.9447,0.2953
931.04,369.637,4.9455,0.2953
936.79,370.137,4.9459,0.2943
942.57,370.637,4.9455,0.2934
948.32,371.137,4.9451,0.2922
954.07,371.637,4.9448,0.2918
959.85,372.137,4.9445,0.2910
965.63,372.637,4.9442,0.2911
971.41,373.137,4.9449,0.2905
977.21,373.637,4.9452,0.2897
983.03,374.137,4.9450,0.2891
988.84,374.637,4.9451,0.2886
994.68,375.137,4.9452,0.2878
1000.49,375.637,4.9449,0.2882
1006.32,376.137,4.9445,0.2872
1012.14,376.637,4.9442,0.2870
1017.98,377.137,4.9439,0.2865
1023.84,377.637,4.9438,0.2858
1029.71,378.137,4.9439,0.2857
1035.60,378.637,4.9441,0.2858
1041.46,379.137,4.9442,0.2857
1047.33,379.637,4.9441,0.2851
1053.18,380.137,4.9437,0.2846
1059.03,380.637,4.9433,0.2844
1064.90,381.137,4.9430,0.2834
1070.75,381.637,4.9426,0.2839
1076.63,382.137,4.9423,0.2836
1082.50,382.637,4.9419,0.2832
1088.37,383.137,4.9417,0.2825
1094.21,383.637,4.9414,0.2826
1100.07,384.137,4.9428,0.2827
1105.92,384.637,4.9433,0.2819
1111.80,385.137,4.9436,0.2824
1117.69,385.637,4.9433,0.2814
1123.58,386.137,4.9431,0.2811
1129.48,386.637,4.9433,0.2809
1135.35,387.137,4.9433,0.2810
1141.25,387.637,4.9435,0.2803
1147.14,388.137,4.9436,0.2812
1153.03,388.637,4.9432,0.2802
1158.91,389.137,4.9430,0.2796
1164.79,389.637,4.9430,0.2801
1170.68,390.137,4.9429,0.2796
1176.57,390.637,4.9429,0.2795
1182.48,391.137,4.9430,0.2785
1188.39,391.637,4.9430,0.2781
1194.30,392.137,4.9429,0.2777
1200.19,392.637,4.9426,0.2778
1206.08,393.137,4.9422,0.2775
1211.97,393.637,4.9419,0.2770
1217.88,394.137,4.9417,0.2766
1223.80,394.637,4.9417,0.2771
1229.73,395.137,4.9415,0.2759
1235.65,395.637,4.9414,0.2759
1241.54,396.137,4.9414,0.2750
1247.46,396.637,4.9412,0.2755
1253.36,397.137,4.9411,0.2748
1259.27,397.637,4.9410,0.2747
1265.19,398.137,4.9406,0.2747
1271.13,398.637,4.9416,0.2741
1277.06,399.137,4.9419,0.2740
1282.99,399.637,4.9416,0.2729
1288.93,400.137,4.9413,0.2727
1294.86,400.637,4.9409,0.2726
1300.80,401.137,4.9409,0.2721
1306.75,401.637,4.9408,0.2718
1312.69,402.137,4.9407,0.2711
1318.62,402.637,4.9406,0.2707
1324.55,403.137,4.9404,0.2708
1330.49,403.637,4.9401,0.2704
1336.43,404.137,4.9399,0.2695
1342.37,404.637,4.9396,0.2692
1348.30,405.137,4.9394,0.2690
1354.23,405.637,4.9391,0.2687
1360.17,406.137,4.9390,0.2687
1366.11,406.637,4.9389,0.2683
1372.04,407.137,4.9387,0.2677
1377.97,407.637,4.9385,0.2671
1383.90,408.137,4.9385,0.2673
1389.84,408.637,4.9384,0.2657
1395.81,409.137,4.9383,0.2659
1401.78,409.637,4.9383,0.2662
1407.74,410.137,4.9381,0.2652
1413.69,410.637,4.9380,0.2655
1419.64,411.137,4.9378,0.2644
1425.59,411.637,4.9375,0.2651
1431.53,412.137,4.9373,0.2649
1437.49,412.637,4.9369,0.2651
1443.45,413.137,4.9367,0.2643
1449.38,413.637,4.9364,0.2632
1455.33,414.137,4.9361,0.2637
1461.29,414.637,4.9358,0.2616
1467.26,415.137,4.9356,0.2618
1473.22,415.637,4.9353,0.2613
1479.19,416.137,4.9351,0.2609
1485.16,416.637,4.9349,0.2608
1491.12,417.137,4.9346,0.2604
1497.09,417.637,4.9345,0.2596
1503.03,418.137,4.9343,0.2597
1508.98,418.637,4.9340,0.2594
1514.94,419.137,4.9338,0.2587
1520.90,419.637,4.9336,0.2589
1526.88,420.137,4.9334,0.2581
1532.86,420.637,4.9333,0.2577
1538.83,421.137,4.9330,0.2574
1544.79,421.637,4.9328,0.2572
1550.75,422.137,4.9327,0.2559
1556.72,422.637,4.9324,0.2555
1562.70,423.137,4.9323,0.2549
1568.69,423.637,4.9320,0.2547
1574.65,424.137,4.9319,0.2549
1580.63,424.637,4.9316,0.2543
1586.60,425.137,4.9314,0.2542
1592.57,425.637,4.9311,0.2551
1598.56,426.137,4.9310,0.2540
1604.54,426.637,4.9308,0.2537
1610.52,427.137,4.9306,0.2540
1616.49,427.637,4.9304,0.2540
1622.45,428.137,4.9302,0.2541
1628.41,428.637,4.9300,0.2537
1634.39,429.137,4.9298,0.2526
1640.36,429.637,4.9297,0.2522
1646.35,430.137,4.9294,0.2520
1652.33,430.637,4.9293,0.2512
1658.28,431.137,4.9290,0.2510
1664.25,431.637,4.9289,0.2504
1670.22,432.137,4.9286,0.2501
1676.19,432.637,4.9285,0.2493
1682.17,433.137,4.9284,0.2490
1688.16,433.637,4.9281,0.2484
1694.13,434.137,4.9280,0.2482
1700.11,434.637,4.9277,0.2471
1706.10,435.137,4.9275,0.2468
1712.06,435.637,4.9273,0.2463
1718.04,436.137,4.9271,0.2455
1724.02,436.637,4.9268,0.2447
1730.00,437.137,4.9266,0.2442
1736.00,437.637,4.9264,0.2446
1741.99,438.137,4.9262,0.2442
1747.98,438.637,4.9244,0.2438
1753.95,439.137,4.9238,0.2424
1759.93,439.637,4.9212,0.2418
1765.91,440.137,4.9199,0.2416
1771.89,440.637,4.9195,0.2412
1777.86,441.137,4.9193,0.2410
1783.83,441.637,4.9203,0.2402
1789.80,442.137,4.9204,0.2398
1795.75,442.637,4.9194,0.2387
1801.72,443.137,4.9181,0.2382
1807.69,443.637,4.9191,0.2371
1813.66,444.137,4.9195,0.2371
1819.64,444.637,4.9192,0.2366
1825.60,445.137,4.9181,0.2359
1831.54,445.637,4.9170,0.2351
1837.50,446.137,4.9154,0.2345
1843.46,446.637,4.9144,0.2332
1849.42,447.137,4.9142,0.2326
1855.41,447.637,4.9139,0.2320
1861.38,448.137,4.9121,0.2317
1867.36,448.637,4.9113,0.2294
1873.32,449.137,4.9101,0.2289
1879.30,449.637,4.9091,0.2280
1885.31,450.137,4.9089,0.2266
1891.30,450.637,4.9087,0.2262
1897.30,451.137,4.9082,0.2254
1903.30,451.637,4.9077,0.2249
1909.30,452.137,4.9071,0.2236
1915.28,452.637,4.9070,0.2233
1921.30,453.137,4.9068,0.2227
1927.30,453.637,4.9066,0.2217
1933.27,454.137,4.9050,0.2206
1939.25,454.637,4.9022,0.2196
1945.22,455.137,4.9006,0.2181
1951.20,455.637,4.9001,0.2176
1957.21,456.137,4.8989,0.2156
1963.20,456.637,4.8979,0.2145
1969.20,457.137,4.8973,0.2142
1975.19,457.637,4.8963,0.2118
1981.19,458.137,4.8951,0.2110
1987.20,458.637,4.8939,0.2097
1993.21,459.137,4.8930,0.2086
1999.22,459.637,4.8928,0.2074
2005.23,460.137,4.8926,0.2068
2011.24,460.637,4.8924,0.2063
2017.27,461.137,4.8921,0.2043
2023.29,461.637,4.8901,0.2031
2029.31,462.137,4.8887,0.2020
2035.32,462.637,4.8874,0.1998
2041.31,463.137,4.8861,0.1986
2047.29,463.637,4.8856,0.1973
2053.29,464.137,4.8843,0.1964
2059.27,464.637,4.8805,0.1951
2065.27,465.137,4.8796,0.1939
2071.29,465.637,4.8774,0.1924
2077.29,466.137,4.8755,0.1914
2083.28,466.637,4.8752,0.1901
2089.25,467.137,4.8748,0.1878
2095.23,467.637,4.8740,0.1871
2101.20,468.137,4.8725,0.1852
2107.20,468.637,4.8707,0.1834
2113.19,469.137,4.8692,0.1821
2119.18,469.637,4.8670,0.1798
2125.18,470.137,4.8655,0.1786
2131.16,470.637,4.8639,0.1771
2137.15,471.137,4.8626,0.1758
2143.17,471.637,4.8618,0.1740
2149.16,472.137,4.8606,0.1721
2155.16,472.637,4.8599,0.1709
2161.15,473.137,4.8588,0.1696
2167.15,473.637,4.8576,0.1682
2173.13,474.137,4.8551,0.1659
2179.12,474.637,4.8539,0.1645
2185.12,475.137,4.8532,0.1629
2191.13,475.637,4.8516,0.1613
2197.13,476.137,4.8514,0.1598
2203.14,476.637,4.8512,0.1591
2209.14,477.137,4.8509,0.1575
2215.12,477.637,4.8491,0.1556
2221.10,478.137,4.8464,0.1541
2227.06,478.637,4.8442,0.1517
2233.04,479.137,4.8422,0.1493
2239.02,479.637,4.8409,0.1473
2245.01,480.137,4.8384,0.1462
2251.00,480.637,4.8371,0.1437
2256.99,481.137,4.8360,0.1422
2262.98,481.637,4.8355,0.1400
2268.96,482.137,4.8346,0.1398
2274.96,482.637,4.8319,0.1384
2280.96,483.137,4.8305,0.1348
2286.96,483.637,4.8287,0.1342
2292.95,484.137,4.8257,0.1315
2298.95,484.637,4.8244,0.1300
2304.97,485.137,4.8230,0.1288
2310.99,485.637,4.8227,0.1275
2317.02,486.137,4.8219,0.1252
2323.04,486.637,4.8207,0.1242
2329.06,487.137,4.8183,0.1229
2335.07,487.637,4.8158,0.1199
2341.08,488.137,4.8138,0.1188
2347.11,488.637,4.8116,0.1161
2353.12,489.137,4.8095,0.1147
2359.13,489.637,4.8071,0.1126
2365.17,490.137,4.8050,0.1094
2371.17,490.637,4.8027,0.1081
2377.19,491.137,4.8015,0.1059
2383.22,491.637,4.8001,0.1048
2389.24,492.137,4.7993,0.1034
2395.24,492.637,4.7975,0.1021
2401.24,493.137,4.7951,0.0998
2407.19,493.637,4.7933,0.0983
2413.16,494.137,4.7893,0.0957
2419.14,494.637,4.7871,0.0937
2425.14,495.137,4.7852,0.0930
2431.16,495.637,4.7830,0.0903
2437.17,496.137,4.7814,0.0898
2443.17,496.637,4.7805,0.0890
2449.15,497.137,4.7798,0.0879
2455.13,497.637,4.7766,0.0860
2461.10,498.137,4.7724,0.0829
2467.06,498.637,4.7702,0.0816
2473.06,499.137,4.7681,0.0803
2479.03,499.637,4.7652,0.0787
2485.03,500.137,4.7636,0.0771
2491.05,500.637,4.7616,0.0766
2497.06,501.137,4.7589,0.0752
2503.08,501.637,4.7556,0.0742
2509.10,502.137,4.7531,0.0720
2515.13,502.637,4.7506,0.0702
2521.15,503.137,4.7484,0.0695
2527.17,503.637,4.7459,0.0683
2533.19,504.137,4.7425,0.0681
2539.20,504.637,4.7390,0.0661
2545.20,505.137,4.7359,0.0641
2551.21,505.637,4.7322,0.0625
2557.21,506.137,4.7277,0.0609
2563.22,506.637,4.7247,0.0589
2569.24,507.137,4.7224,0.0583
2575.26,507.637,4.7190,0.0565
2581.26,508.137,4.7154,0.0554
2587.28,508.637,4.7135,0.0548
2593.29,509.137,4.7095,0.0538
2599.30,509.637,4.7065,0.0522
2605.32,510.137,4.7026,0.0513
2611.33,510.637,4.6999,0.0497
2617.35,511.137,4.6975,0.0485
2623.35,511.637,4.6939,0.0477
2629.35,512.137,4.6900,0.0458
2635.36,512.637,4.6868,0.0462
2641.35,513.137,4.6834,0.0448
2647.35,513.637,4.6787,0.0438
2653.34,514.137,4.6753,0.0428
2659.34,514.637,4.6709,0.0413
2665.34,515.137,4.6675,0.0405
2671.32,515.637,4.6646,0.0395
2677.31,516.137,4.6607,0.0394
2683.27,516.637,4.6563,0.0370
2689.25,517.137,4.6530,0.0369
2695.23,517.637,4.6489,0.0362
2701.24,518.137,4.6443,0.0353
2707.25,518.637,4.6416,0.0346
2713.26,519.137,4.6375,0.0341
2719.25,519.637,4.6344,0.0341
2725.25,520.137,4.6296,0.0333
2731.28,520.637,4.6233,0.0314
2737.30,521.137,4.6208,0.0312
2743.33,521.637,4.6179,0.0319
2749.33,522.137,4.6140,0.0314
2755.32,522.637,4.6092,0.0308
2761.31,523.137,4.6043,0.0304
2767.31,523.637,4.5978,0.0284
2773.33,524.137,4.5940,0.0276
2779.34,524.637,4.5897,0.0274
2785.37,525.137,4.5844,0.0263
2791.38,525.637,4.5802,0.0261
2797.39,526.137,4.5750,0.0262
2803.39,526.637,4.5697,0.0246
2809.40,527.137,4.5646,0.0240
2815.41,527.637,4.5576,0.0230
2821.43,528.137,4.5536,0.0225
2827.43,528.637,4.5492,0.0231
2833.42,529.137,4.5461,0.0228
2839.43,529.637,4.5410,0.0235
2845.42,530.137,4.5354,0.0237
2851.41,530.637,4.5303,0.0225
2857.41,531.137,4.5241,0.0221
2863.40,531.637,4.5173,0.0202
2869.41,532.137,4.5129,0.0206
2875.42,532.637,4.5079,0.0202
2881.45,533.137,4.5029,0.0204
2887.47,533.637,4.5000,0.0204
2893.50,534.137,4.4951,0.0213
2899.53,534.637,4.4884,0.0216
2905.57,535.137,4.4824,0.0207
2911.61,535.637,4.4765,0.0217
2917.61,536.137,4.4698,0.0200
2923.64,536.637,4.4642,0.0199
2929.64,537.137,4.4568,0.0196
2935.64,537.637,4.4513,0.0189
2941.67,538.137,4.4460,0.0189
2947.69,538.637,4.4408,0.0184
2953.72,539.137,4.4353,0.0175
2959.74,539.637,4.4309,0.0190
2965.74,540.137,4.4250,0.0188
2971.73,540.637,4.4187,0.0190
2977.71,541.137,4.4124,0.0188
2983.69,541.637,4.4050,0.0186
2989.68,542.137,4.3972,0.0184
2995.68,542.637,4.3917,0.0191
3001.68,543.137,4.3850,0.0181
3007.65,543.637,4.3784,0.0170
3013.62,544.137,4.3707,0.0156
3019.62,544.637,4.3637,0.0143
3025.61,545.137,4.3592,0.0140
3031.63,545.637,4.3522,0.0140
3037.63,546.137,4.3462,0.0135
3043.62,546.637,4.3393,0.0123
3049.62,547.137,4.3321,0.0128
3055.63,547.637,4.3263,0.0117
3061.66,548.137,4.3195,0.0107
3067.72,548.637,4.3130,0.0108
3073.76,549.137,4.3060,0.0106
3079.79,549.637,4.2983,0.0098
3085.82,550.137,4.2905,0.0082
3091.78,550.637,4.2845,0.0077
3097.78,551.137,4.2774,0.0068
3103.80,551.637,4.2690,0.0065
3109.83,552.137,4.2625,0.0053
3115.89,552.637,4.2549,0.0051
3121.97,553.137,4.2469,0.0034
3127.99,553.637,4.2390,0.0030
3134.01,554.137,4.2295,0.0019
3140.04,554.637,4.2226,-0.0011
3146.06,555.137,4.2156,-0.0009
3152.10,555.637,4.2078,-0.0021
3158.14,556.137,4.2010,-0.0027
3164.13,556.637,4.1926,-0.0033
3170.12,557.137,4.1842,-0.0049
3176.10,557.637,4.1770,-0.0054
3182.06,558.137,4.1690,-0.0058
3188.02,558.637,4.1611,-0.0080
3194.00,559.137,4.1519,-0.0080
3199.98,559.637,4.1423,-0.0102
3205.99,560.137,4.1343,-0.0112
3211.99,560.637,4.1274,-0.0112
3217.99,561.137,4.1193,-0.0113
3223.99,561.637,4.1097,-0.0124
3229.99,562.137,4.1016,-0.0136
3235.98,562.637,4.0931,-0.0135
3241.98,563.137,4.0845,-0.0158
3247.97,563.637,4.0759,-0.0160
3253.98,564.137,4.0642,-0.0184
3260.00,564.637,4.0568,-0.0175
3266.02,565.137,4.0482,-0.0171
3272.05,565.637,4.0398,-0.0174
3278.07,566.137,4.0304,-0.0181
3284.08,566.637,4.0224,-0.0187
3290.10,567.137,4.0127,-0.0197
3296.11,567.637,4.0002,-0.0206
3302.12,568.137,3.9891,-0.0229
3308.15,568.637,3.9804,-0.0232
3314.18,569.137,3.9703,-0.0239
3320.21,569.637,3.9641,-0.0236
3326.23,570.137,3.9554,-0.0228
3332.26,570.637,3.9455,-0.0236
3338.29,571.137,3.9345,-0.0243
3344.31,571.637,3.9248,-0.0241
3350.33,572.137,3.9136,-0.0236
3356.32,572.637,3.9013,-0.0255
3362.31,573.137,3.8902,-0.0260
3368.32,573.637,3.8792,-0.0270
3374.33,574.137,3.8705,-0.0267
3380.36,574.637,3.8603,-0.0264
3386.37,575.137,3.8518,-0.0267
3392.38,575.637,3.8402,-0.0270
3398.40,576.137,3.8288,-0.0275
3404.41,576.637,3.8154,-0.0276
3410.44,577.137,3.8035,-0.0270
3416.46,577.637,3.7932,-0.0275
3422.47,578.137,3.7812,-0.0276
3428.48,578.637,3.7697,-0.0284
3434.48,579.137,3.7580,-0.0292
3440.47,579.637,3.7461,-0.0290
3446.49,580.137,3.7358,-0.0293
3452.49,580.637,3.7224,-0.0290
3458.50,581.137,3.7094,-0.0290
3464.50,581.637,3.6978,-0.0290
3470.49,582.137,3.6834,-0.0287
3476.50,582.637,3.6721,-0.0293
3482.54,583.137,3.6602,-0.0282
3488.58,583.637,3.6478,-0.0287
3494.63,584.137,3.6359,-0.0284
3500.68,584.637,3.6232,-0.0284
3506.68,585.137,3.6110,-0.0268
3512.70,585.637,3.5950,-0.0277
3518.70,586.137,3.5806,-0.0287
3524.70,586.637,3.5684,-0.0289
3530.73,587.137,3.5555,-0.0282
3536.75,587.637,3.5434,-0.0293
3542.74,588.137,3.5297,-0.0284
3548.71,588.637,3.5154,-0.0268
3554.73,589.137,3.5004,-0.0281
3560.74,589.637,3.4896,-0.0269
3566.81,590.137,3.4749,-0.0267
3572.94,590.637,3.4595,-0.0274
3578.99,591.137,3.4481,-0.0264
3585.04,591.637,3.4342,-0.0251
3591.04,592.137,3.4195,-0.0253
3597.03,592.637,3.4046,-0.0251
3603.04,593.137,3.3884,-0.0249
3609.03,593.637,3.3753,-0.0251
3615.02,594.137,3.3613,-0.0241
3621.01,594.637,3.3457,-0.0242
3627.00,595.137,3.3304,-0.0250
3633.00,595.637,3.3137,-0.0238
3639.01,596.137,3.2976,-0.0249
3645.02,596.637,3.2835,-0.0258
3651.03,597.137,3.2705,-0.0245
3657.04,597.637,3.2540,-0.0244
3663.04,598.137,3.2402,-0.0225
3669.06,598.637,3.2236,-0.0216
3675.09,599.137,3.2075,-0.0215
3681.10,599.637,3.1949,-0.0207
3687.12,600.137,3.1807,-0.0184
3693.13,600.637,3.1630,-0.0178
3699.14,601.137,3.1458,-0.0186
3705.16,601.637,3.1283,-0.0188
3711.20,602.137,3.1133,-0.0173
3717.20,602.637,3.0972,-0.0152
3723.20,603.137,3.0799,-0.0156
3729.21,603.637,3.0642,-0.0147
3735.21,604.137,3.0469,-0.0140
3741.23,604.637,3.0307,-0.0138
3747.26,605.137,3.0130,-0.0118
3753.28,605.637,2.9967,-0.0116
3759.26,606.137,2.9785,-0.0098
3765.27,606.637,2.9576,-0.0113
3771.27,607.137,2.9405,-0.0102
3777.28,607.637,2.9239,-0.0085
3783.31,608.137,2.9071,-0.0089
3789.32,608.637,2.8900,-0.0082
3795.36,609.137,2.8732,-0.0051
3801.40,609.637,2.8573,-0.0020
3807.45,610.137,2.8409,0.0016
3813.50,610.637,2.8216,0.0026
3819.51,611.137,2.8013,0.0044
3825.51,611.637,2.7802,0.0050
3831.49,612.137,2.7625,0.0065
3837.48,612.637,2.7439,0.0086
3843.48,613.137,2.7206,0.0103
3849.48,613.637,2.7049,0.0141
3855.48,614.137,2.6856,0.0157
3861.48,614.637,2.6666,0.0173
3867.49,615.137,2.6491,0.0201
3873.51,615.637,2.6267,0.0234
3879.51,616.137,2.6060,0.0260
3885.53,616.637,2.5853,0.0290
3891.56,617.137,2.5636,0.0307
3897.60,617.637,2.5448,0.0343
3903.64,618.137,2.5257,0.0386
3909.69,618.637,2.5014,0.0428
3915.70,619.137,2.4795,0.0451
3921.71,619.637,2.4586,0.0512
3927.75,620.137,2.4334,0.0512
3933.78,620.637,2.4121,0.0545
3939.81,621.137,2.3892,0.0559
3945.83,621.637,2.3668,0.0592
3951.82,622.137,2.3449,0.0633
3957.83,622.637,2.3265,0.0660
3963.83,623.137,2.2962,0.0679
3969.84,623.637,2.2724,0.0710
3975.86,624.137,2.2472,0.0725
3981.88,624.637,2.2238,0.0735
3987.91,625.137,2.2038,0.0762
3993.94,625.637,2.1789,0.0780
3999.98,626.137,2.1558,0.0790
4005.99,626.637,2.1316,0.0822
4012.01,627.137,2.1059,0.0834
4018.01,627.637,2.0774,0.0839
4024.00,628.137,2.0535,0.0840
4030.00,628.637,2.0257,0.0832
4035.99,629.137,2.0022,0.0803
4041.97,629.637,1.9793,0.0807
4047.97,630.137,1.9510,0.0772
4053.96,630.637,1.9263,0.0752
4059.95,631.137,1.9035,0.0741
4065.94,631.637,1.8771,0.0699
4071.95,632.137,1.8540,0.0671
4077.97,632.637,1.8296,0.0627
4084.00,633.137,1.8015,0.0572
4090.01,633.637,1.7789,0.0515
4096.03,634.137,1.7548,0.0447
4102.05,634.637,1.7317,0.0373
4108.05,635.137,1.7071,0.0298
4114.08,635.637,1.6814,0.0199
4120.09,636.137,1.6604,0.0097
4126.09,636.637,1.6374,-0.0006
4132.12,637.137,1.6153,-0.0117
4138.14,637.637,1.5981,-0.0236
4144.16,638.137,1.5767,-0.0373
4150.16,638.637,1.5541,-0.0528
4156.16,639.137,1.5319,-0.0718
4162.16,639.637,1.5141,-0.0882
4168.15,640.137,1.4956,-0.1065
4174.14,640.637,1.4786,-0.1255
4180.13,641.137,1.4632,-0.1445
4186.11,641.637,1.4451,-0.1640
4192.10,642.137,1.4307,-0.1837
4198.10,642.637,1.4150,-0.2032
4204.09,643.137,1.4032,-0.2244
4210.09,643.637,1.3933,-0.2426
4216.09,644.137,1.3812,-0.2622
4222.07,644.637,1.3727,-0.2814
4228.06,645.137,1.3647,-0.2979
4234.08,645.637,1.3578,-0.3142
4240.09,646.137,1.3514,-0.3297
4246.09,646.637,1.3437,-0.3427
4252.09,647.137,1.3364,-0.3576
4258.06,647.637,1.3292,-0.3705
4264.02,648.137,1.3218,-0.3837
4269.99,648.637,1.3164,-0.3927
4275.96,649.137,1.3100,-0.4040
4281.97,649.637,1.3053,-0.4106
4287.98,650.137,1.3019,-0.4165
4294.01,650.637,1.2978,-0.4227
4300.02,651.137,1.2950,-0.4287
4306.05,651.637,1.2917,-0.4330
4312.09,652.137,1.2887,-0.4369
4318.14,652.637,1.2851,-0.4403
4324.20,653.137,1.2825,-0.4442
4330.25,653.637,1.2791,-0.4479
4336.26,654.137,1.2780,-0.4493
4342.29,654.637,1.2755,-0.4526
4348.32,655.137,1.2727,-0.4555
4354.36,655.637,1.2715,-0.4568
4360.39,656.137,1.2696,-0.4593
4366.41,656.637,1.2683,-0.4627
4372.40,657.137,1.2653,-0.4659
4378.38,657.637,1.2626,-0.4680
4384.39,658.137,1.2608,-0.4712
4390.39,658.637,1.2588,-0.4734
4396.39,659.137,1.2581,-0.4747
4402.39,659.637,1.2564,-0.4771
4408.36,660.137,1.2537,-0.4808
4414.34,660.637,1.2523,-0.4827
4420.33,661.137,1.2486,-0.4863
4426.33,661.637,1.2470,-0.4885
4432.35,662.137,1.2437,-0.4914
4438.39,662.637,1.2409,-0.4937
4444.44,663.137,1.2385,-0.4941
