Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
567.29,383.435,4.7159,0.4785
569.95,383.935,4.7157,0.4771
572.61,384.435,4.7156,0.4759
575.27,384.935,4.7154,0.4745
577.95,385.435,4.7152,0.4739
580.63,385.935,4.7156,0.4721
583.31,386.435,4.7163,0.4712
585.99,386.935,4.7163,0.4698
588.66,387.435,4.7162,0.4696
591.34,387.935,4.7160,0.4686
594.03,388.435,4.7159,0.4670
596.71,388.935,4.7166,0.4654
599.40,389.435,4.7174,0.4647
602.11,389.935,4.7177,0.4633
604.81,390.435,4.7180,0.4625
607.52,390.935,4.7184,0.4615
610.25,391.435,4.7186,0.4604
612.96,391.935,4.7188,0.4595
615.68,392.435,4.7189,0.4585
618.40,392.935,4.7188,0.4571
621.12,393.435,4.7186,0.4571
623.84,393.935,4.7185,0.4553
626.57,394.435,4.7185,0.4549
629.30,394.935,4.7185,0.4543
632.03,395.435,4.7185,0.4520
634.76,395.935,4.7186,0.4512
637.51,396.435,4.7186,0.4509
640.25,396.935,4.7186,0.4501
642.99,397.435,4.7186,0.4486
645.74,397.935,4.7186,0.4484
648.48,398.435,4.7187,0.4471
651.23,398.935,4.7188,0.4458
653.99,399.435,4.7189,0.4455
656.75,399.935,4.7190,0.4440
659.50,400.435,4.7190,0.4431
662.26,400.935,4.7191,0.4422
665.02,401.435,4.7190,0.4411
667.79,401.935,4.7189,0.4403
670.55,402.435,4.7188,0.4390
673.33,402.935,4.7187,0.4388
676.11,403.435,4.7186,0.4382
678.88,403.935,4.7186,0.4358
681.66,404.435,4.7186,0.4353
684.44,404.935,4.7185,0.4336
687.22,405.435,4.7185,0.4321
689.99,405.935,4.7185,0.4324
692.77,406.435,4.7184,0.4313
695.55,406.935,4.7183,0.4298
698.34,407.435,4.7183,0.4290
701.14,407.935,4.7183,0.4277
703.95,408.435,4.7183,0.4263
706.76,408.935,4.7189,0.4259
709.57,409.435,4.7195,0.4257
712.36,409.935,4.7198,0.4248
715.16,410.435,4.7202,0.4229
717.95,410.935,4.7209,0.4218
720.75,411.435,4.7213,0.4210
723.56,411.935,4.7218,0.4189
726.37,412.435,4.7221,0.4185
729.18,412.935,4.7219,0.4174
731.99,413.435,4.7218,0.4156
734.80,413.935,4.7216,0.4145
737.62,414.435,4.7214,0.4126
740.44,414.935,4.7213,0.4115
743.27,415.435,4.7212,0.4111
746.11,415.935,4.7212,0.4093
748.94,416.435,4.7213,0.4082
751.78,416.935,4.7213,0.4083
754.59,417.435,4.7214,0.4065
757.41,417.935,4.7214,0.4056
760.23,418.435,4.7215,0.4030
763.05,418.935,4.7215,0.4026
765.88,419.435,4.7216,0.4013
768.71,419.935,4.7216,0.4005
771.54,420.435,4.7216,0.3996
774.38,420.935,4.7214,0.3978
777.21,421.435,4.7212,0.3970
780.06,421.935,4.7211,0.3969
782.91,422.435,4.7210,0.3946
785.75,422.935,4.7208,0.3936
788.59,423.435,4.7207,0.3926
791.43,423.935,4.7207,0.3906
794.28,424.435,4.7206,0.3905
797.14,424.935,4.7208,0.3895
799.99,425.435,4.7215,0.3882
802.83,425.935,4.7223,0.3870
805.68,426.435,4.7229,0.3858
808.54,426.935,4.7229,0.3844
811.40,427.435,4.7229,0.3826
814.26,427.935,4.7229,0.3824
817.13,428.435,4.7229,0.3810
819.99,428.935,4.7230,0.3796
822.86,429.435,4.7231,0.3788
825.72,429.935,4.7232,0.3782
828.59,430.435,4.7230,0.3768
831.45,430.935,4.7229,0.3765
834.32,431.435,4.7227,0.3745
837.19,431.935,4.7225,0.3738
840.07,432.435,4.7224,0.3718
842.95,432.935,4.7223,0.3710
845.84,433.435,4.7221,0.3702
848.72,433.935,4.7220,0.3685
851.60,434.435,4.7219,0.3684
854.50,434.935,4.7217,0.3674
857.39,435.435,4.7217,0.3656
860.28,435.935,4.7215,0.3643
863.16,436.435,4.7215,0.3629
866.04,436.935,4.7214,0.3619
868.93,437.435,4.7214,0.3618
871.82,437.935,4.7212,0.3608
874.71,438.435,4.7212,0.3595
877.62,438.935,4.7212,0.3582
880.53,439.435,4.7211,0.3562
883.44,439.935,4.7210,0.3558
886.34,440.435,4.7210,0.3553
889.24,440.935,4.7209,0.3544
892.15,441.435,4.7208,0.3528
895.04,441.935,4.7207,0.3514
897.95,442.435,4.7206,0.3508
900.87,442.935,4.7205,0.3495
903.78,443.435,4.7203,0.3488
906.69,443.935,4.7202,0.3467
909.61,444.435,4.7201,0.3462
912.52,444.935,4.7199,0.3456
915.44,445.435,4.7198,0.3438
918.35,445.935,4.7197,0.3427
921.27,446.435,4.7195,0.3412
924.21,446.935,4.7194,0.3398
927.13,447.435,4.7193,0.3393
930.06,447.935,4.7191,0.3381
932.99,448.435,4.7190,0.3367
935.91,448.935,4.7189,0.3360
938.82,449.435,4.7187,0.3350
941.75,449.935,4.7186,0.3337
944.66,450.435,4.7174,0.3318
947.58,450.935,4.7168,0.3305
950.51,451.435,4.7165,0.3293
953.44,451.935,4.7163,0.3270
956.37,452.435,4.7161,0.3263
959.29,452.935,4.7160,0.3256
962.23,453.435,4.7157,0.3240
965.18,453.935,4.7155,0.3224
968.12,454.435,4.7154,0.3221
971.05,454.935,4.7151,0.3203
973.99,455.435,4.7149,0.3193
976.93,455.935,4.7138,0.3168
979.86,456.435,4.7131,0.3162
982.80,456.935,4.7128,0.3143
985.74,457.435,4.7125,0.3135
988.69,457.935,4.7121,0.3123
991.64,458.435,4.7118,0.3102
994.58,458.935,4.7116,0.3085
997.53,459.435,4.7112,0.3066
1000.48,459.935,4.7109,0.3055
1003.43,460.435,4.7107,0.3037
1006.39,460.935,4.7099,0.3009
1009.35,461.435,4.7089,0.2997
1012.31,461.935,4.7084,0.2980
1015.25,462.435,4.7083,0.2964
1018.19,462.935,4.7079,0.2951
1021.15,463.435,4.7069,0.2926
1024.10,463.935,4.7061,0.2906
1027.05,464.435,4.7058,0.2885
1029.99,464.935,4.7056,0.2861
1032.93,465.435,4.7051,0.2843
1035.87,465.935,4.7040,0.2813
1038.82,466.435,4.7030,0.2796
1041.78,466.935,4.7022,0.2778
1044.75,467.435,4.7014,0.2744
1047.69,467.935,4.7005,0.2718
1050.64,468.435,4.6993,0.2685
1053.59,468.935,4.6983,0.2663
1056.53,469.435,4.6979,0.2637
1059.49,469.935,4.6977,0.2621
1062.45,470.435,4.6972,0.2583
1065.41,470.935,4.6966,0.2548
1068.37,471.435,4.6957,0.2524
1071.33,471.935,4.6947,0.2497
1074.29,472.435,4.6939,0.2476
1077.24,472.935,4.6932,0.2434
1080.20,473.435,4.6928,0.2403
1083.17,473.935,4.6915,0.2378
1086.14,474.435,4.6902,0.2344
1089.10,474.935,4.6894,0.2322
1092.07,475.435,4.6887,0.2287
1095.03,475.935,4.6880,0.2258
1097.99,476.435,4.6870,0.2208
1100.96,476.935,4.6859,0.2190
1103.92,477.435,4.6854,0.2151
1106.89,477.935,4.6848,0.2117
1109.86,478.435,4.6841,0.2087
1112.81,478.935,4.6831,0.2045
1115.78,479.435,4.6813,0.2016
1118.76,479.935,4.6796,0.1984
1121.72,480.435,4.6792,0.1948
1124.69,480.935,4.6791,0.1914
1127.66,481.435,4.6787,0.1876
1130.62,481.935,4.6780,0.1844
1133.59,482.435,4.6764,0.1815
1136.56,482.935,4.6751,0.1777
1139.54,483.435,4.6744,0.1734
1142.52,483.935,4.6730,0.1699
1145.49,484.435,4.6712,0.1652
1148.47,484.935,4.6700,0.1613
1151.43,485.435,4.6694,0.1576
1154.41,485.935,4.6682,0.1539
1157.40,486.435,4.6670,0.1497
1160.38,486.935,4.6660,0.1458
1163.37,487.435,4.6649,0.1417
1166.36,487.935,4.6634,0.1383
1169.35,488.435,4.6625,0.1336
1172.32,488.935,4.6618,0.1300
1175.30,489.435,4.6609,0.1250
1178.27,489.935,4.6596,0.1215
1181.26,490.435,4.6582,0.1174
1184.24,490.935,4.6570,0.1129
1187.22,491.435,4.6554,0.1084
1190.20,491.935,4.6527,0.1032
1193.17,492.435,4.6516,0.0992
1196.16,492.935,4.6506,0.0949
1199.13,493.435,4.6495,0.0917
1202.11,493.935,4.6489,0.0875
1205.08,494.435,4.6474,0.0829
1208.05,494.935,4.6456,0.0783
1211.04,495.435,4.6440,0.0741
1214.01,495.935,4.6425,0.0696
1217.01,496.435,4.6411,0.0655
1219.98,496.935,4.6384,0.0605
1222.97,497.435,4.6356,0.0567
1225.94,497.935,4.6341,0.0504
1228.92,498.435,4.6327,0.0473
1231.90,498.935,4.6319,0.0428
1234.88,499.435,4.6308,0.0385
1237.88,499.935,4.6290,0.0332
1240.87,500.435,4.6274,0.0283
1243.87,500.935,4.6265,0.0248
1246.87,501.435,4.6252,0.0192
1249.86,501.935,4.6233,0.0143
1252.85,502.435,4.6198,0.0089
1255.84,502.935,4.6188,0.0037
1258.83,503.435,4.6173,-0.0002
1261.83,503.935,4.6158,-0.0060
1264.82,504.435,4.6130,-0.0114
1267.81,504.935,4.6107,-0.0163
1270.80,505.435,4.6093,-0.0221
1273.79,505.935,4.6064,-0.0268
1276.77,506.435,4.6051,-0.0318
1279.75,506.935,4.6033,-0.0374
1282.75,507.435,4.6006,-0.0429
1285.75,507.935,4.5990,-0.0488
1288.75,508.435,4.5976,-0.0536
1291.76,508.935,4.5948,-0.0593
1294.74,509.435,4.5938,-0.0644
1297.74,509.935,4.5908,-0.0711
1300.73,510.435,4.5880,-0.0770
1303.72,510.935,4.5856,-0.0825
1306.72,511.435,4.5832,-0.0891
1309.70,511.935,4.5812,-0.0962
1312.69,512.435,4.5782,-0.1019
1315.69,512.935,4.5756,-0.1088
1318.68,513.435,4.5719,-0.1148
1321.67,513.935,4.5705,-0.1215
1324.67,514.435,4.5681,-0.1278
1327.65,514.935,4.5659,-0.1344
1330.64,515.435,4.5625,-0.1416
1333.64,515.935,4.5603,-0.1493
1336.63,516.435,4.5568,-0.1558
1339.63,516.935,4.5544,-0.1640
1342.63,517.435,4.5502,-0.1704
1345.62,517.935,4.5487,-0.1775
1348.60,518.435,4.5456,-0.1848
1351.57,518.935,4.5428,-0.1930
1354.55,519.435,4.5396,-0.1996
1357.54,519.935,4.5379,-0.2072
1360.53,520.435,4.5354,-0.2150
1363.51,520.935,4.5320,-0.2237
1366.49,521.435,4.5272,-0.2310
1369.47,521.935,4.5253,-0.2396
1372.45,522.435,4.5225,-0.2462
1375.43,522.935,4.5183,-0.2538
1378.41,523.435,4.5159,-0.2621
1381.40,523.935,4.5124,-0.2717
1384.39,524.435,4.5093,-0.2781
1387.37,524.935,4.5065,-0.2862
1390.34,525.435,4.5029,-0.2954
1393.32,525.935,4.4983,-0.3044
1396.30,526.435,4.4956,-0.3110
1399.27,526.935,4.4924,-0.3175
1402.25,527.435,4.4890,-0.3250
1405.21,527.935,4.4860,-0.3323
1408.17,528.435,4.4821,-0.3384
1411.12,528.935,4.4782,-0.3464
1414.08,529.435,4.4740,-0.3546
1417.05,529.935,4.4691,-0.3609
1420.01,530.435,4.4648,-0.3681
1422.97,530.935,4.4610,-0.3758
1425.93,531.435,4.4568,-0.3836
1428.89,531.935,4.4512,-0.3915
1431.84,532.435,4.4476,-0.4001
1434.79,532.935,4.4428,-0.4081
1437.75,533.435,4.4391,-0.4151
1440.70,533.935,4.4345,-0.4242
1443.67,534.435,4.4293,-0.4347
1446.64,534.935,4.4233,-0.4449
1449.61,535.435,4.4177,-0.4557
1452.57,535.935,4.4134,-0.4660
1455.53,536.435,4.4086,-0.4779
1458.50,536.935,4.4030,-0.4896
1461.46,537.435,4.3970,-0.5026
1464.43,537.935,4.3934,-0.5151
1467.41,538.435,4.3894,-0.5281
1470.39,538.935,4.3837,-0.5403
1473.37,539.435,4.3801,-0.5542
1476.34,539.935,4.3742,-0.5685
1479.31,540.435,4.3686,-0.5824
1482.28,540.935,4.3634,-0.5992
1485.26,541.435,4.3574,-0.6135
1488.24,541.935,4.3511,-0.6295
1491.21,542.435,4.3447,-0.6467
1494.19,542.935,4.3375,-0.6626
1497.16,543.435,4.3303,-0.6818
1500.14,543.935,4.3237,-0.6990
1503.12,544.435,4.3192,-0.7179
1506.11,544.935,4.3134,-0.7370
1509.09,545.435,4.3063,-0.7557
1512.07,545.935,4.2998,-0.7755
1515.05,546.435,4.2936,-0.7948
1518.04,546.935,4.2886,-0.8150
1521.03,547.435,4.2836,-0.8330
1524.01,547.935,4.2767,-0.8540
1526.99,548.435,4.2691,-0.8749
1529.96,548.935,4.2606,-0.8971
1532.94,549.435,4.2542,-0.9176
1535.92,549.935,4.2483,-0.9391
1538.92,550.435,4.2402,-0.9617
1541.91,550.935,4.2335,-0.9828
1544.91,551.435,4.2269,-1.0056
1547.92,551.935,4.2203,-1.0288
1550.91,552.435,4.2136,-1.0509
1553.89,552.935,4.2068,-1.0742
1556.89,553.435,4.1980,-1.0979
1559.87,553.935,4.1893,-1.1208
1562.87,554.435,4.1812,-1.1454
1565.87,554.935,4.1734,-1.1691
1568.85,555.435,4.1663,-1.1945
1571.85,555.935,4.1582,-1.2195
1574.83,556.435,4.1482,-1.2449
1577.82,556.935,4.1402,-1.2699
1580.82,557.435,4.1338,-1.2955
1583.81,557.935,4.1250,-1.3220
1586.80,558.435,4.1154,-1.3482
1589.79,558.935,4.1056,-1.3756
1592.78,559.435,4.0956,-1.4041
1595.78,559.935,4.0878,-1.4316
1598.77,560.435,4.0813,-1.4578
1601.77,560.935,4.0734,-1.4850
1604.76,561.435,4.0656,-1.5130
1607.72,561.935,4.0565,-1.5414
1610.70,562.435,4.0459,-1.5690
1613.67,562.935,4.0364,-1.5986
1616.66,563.435,4.0275,-1.6265
1619.65,563.935,4.0176,-1.6561
1622.64,564.435,4.0071,-1.6855
1625.62,564.935,3.9968,-1.7166
1628.60,565.435,3.9882,-1.7465
1631.58,565.935,3.9799,-1.7761
1634.56,566.435,3.9700,-1.8073
1637.56,566.935,3.9595,-1.8362
1640.55,567.435,3.9491,-1.8689
1643.54,567.935,3.9385,-1.8991
1646.52,568.435,3.9288,-1.9316
1649.50,568.935,3.9178,-1.9642
1652.47,569.435,3.9059,-1.9969
1655.45,569.935,3.8938,-2.0295
1658.43,570.435,3.8818,-2.0627
1661.41,570.935,3.8710,-2.0970
1664.40,571.435,3.8620,-2.1300
1667.38,571.935,3.8508,-2.1627
1670.36,572.435,3.8388,-2.1979
1673.34,572.935,3.8258,-2.2324
1676.32,573.435,3.8145,-2.2665
1679.31,573.935,3.8037,-2.3008
1682.28,574.435,3.7913,-2.3357
1685.26,574.935,3.7793,-2.3703
1688.23,575.435,3.7653,-2.4049
1691.21,575.935,3.7505,-2.4427
1694.19,576.435,3.7371,-2.4780
1697.17,576.935,3.7244,-2.5142
1700.15,577.435,3.7095,-2.5505
1703.12,577.935,3.6954,-2.5823
1706.09,578.435,3.6806,-2.6216
1709.07,578.935,3.6675,-2.6581
1712.04,579.435,3.6560,-2.6952
1715.02,579.935,3.6415,-2.7316
1718.00,580.435,3.6274,-2.7698
1720.97,580.935,3.6101,-2.8075
1723.94,581.435,3.5952,-2.8462
1726.90,581.935,3.5825,-2.8851
1729.87,582.435,3.5687,-2.9230
1732.83,582.935,3.5516,-2.9619
1735.79,583.435,3.5335,-3.0018
1738.75,583.935,3.5169,-3.0422
1741.71,584.435,3.5017,-3.0823
1744.67,584.935,3.4877,-3.1219
1747.65,585.435,3.4709,-3.1624
1750.61,585.935,3.4529,-3.2028
1753.59,586.435,3.4358,-3.2452
1756.55,586.935,3.4201,-3.2891
1759.51,587.435,3.4028,-3.3305
1762.48,587.935,3.3839,-3.3740
1765.43,588.435,3.3652,-3.4187
1768.40,588.935,3.3482,-3.4641
1771.37,589.435,3.3326,-3.5098
1774.33,589.935,3.3160,-3.5547
1777.28,590.435,3.2960,-3.6004
1780.24,590.935,3.2741,-3.6481
1783.18,591.435,3.2488,-3.6983
1786.12,591.935,3.2272,-3.7509
1789.07,592.435,3.2059,-3.8039
1792.00,592.935,3.1875,-3.8588
1794.93,593.435,3.1670,-3.9139
1797.84,593.935,3.1465,-3.9696
1800.75,594.435,3.1236,-4.0289
1803.65,594.935,3.0979,-4.0906
1806.53,595.435,3.0717,-4.1557
1809.39,595.935,3.0464,-4.2249
1812.26,596.435,3.0222,-4.2937
1815.10,596.935,2.9975,-4.3649
1817.94,597.435,2.9713,-4.4405
1820.76,597.935,2.9436,-4.5165
1823.57,598.435,2.9147,-4.5994
1826.35,598.935,2.8854,-4.6842
1829.12,599.435,2.8567,-4.7719
1831.87,599.935,2.8258,-4.8630
1834.61,600.435,2.7934,-4.9588
1837.33,600.935,2.7608,-5.0613
1840.05,601.435,2.7254,-5.1651
1842.74,601.935,2.6921,-5.2730
1845.43,602.435,2.6584,-5.3842
1848.10,602.935,2.6209,-5.4995
1850.77,603.435,2.5818,-5.6183
1853.43,603.935,2.5429,-5.7418
1856.11,604.435,2.5032,-5.8707
1858.80,604.935,2.4639,-6.0025
1861.51,605.435,2.4230,-6.1382
1864.25,605.935,2.3801,-6.2821
1867.04,606.435,2.3374,-6.4300
1869.90,606.935,2.2929,-6.5846
1872.83,607.435,2.2493,-6.7411
1875.86,607.935,2.2073,-6.8959
1878.98,608.435,2.1685,-7.0499
1882.27,608.935,2.1282,-7.1947
1885.71,609.435,2.0881,-7.3330
1889.35,609.935,2.0509,-7.4625
1893.19,610.435,2.0193,-7.5809
1897.17,610.935,1.9911,-7.6727
1901.25,611.435,1.9630,-7.7360
1905.35,611.935,1.9409,-7.7704
1909.43,612.435,1.9253,-7.7810
1913.42,612.935,1.9103,-7.7709
1917.29,613.435,1.8957,-7.7483
1921.08,613.935,1.8854,-7.7146
1924.77,614.435,1.8764,-7.6756
1928.39,614.935,1.8668,-7.6315
1931.90,615.435,1.8558,-7.5862
1935.35,615.935,1.8456,-7.5382
1938.74,616.435,1.8364,-7.4911
1942.05,616.935,1.8290,-7.4412
1945.32,617.435,1.8204,-7.3922
1948.54,617.935,1.8124,-7.3432
1951.72,618.435,1.8038,-7.2938
1954.88,618.935,1.7980,-7.2464
1958.01,619.435,1.7920,-7.1983
1961.14,619.935,1.7848,-7.1480
1964.24,620.435,1.7780,-7.1003
1967.32,620.935,1.7721,-7.0534
1970.40,621.435,1.7668,-7.0056
1973.44,621.935,1.7613,-6.9613
1976.48,622.435,1.7548,-6.9136
1979.52,622.935,1.7498,-6.8694
1982.54,623.435,1.7448,-6.8242
1985.57,623.935,1.7405,-6.7783
1988.60,624.435,1.7363,-6.7347
1991.61,624.935,1.7311,-6.6915
1994.64,625.435,1.7258,-6.6478
1997.68,625.935,1.7212,-6.6056
2000.71,626.435,1.7155,-6.5628
2003.75,626.935,1.7104,-6.5195
2006.79,627.435,1.7040,-6.4785
2009.83,627.935,1.6990,-6.4383
2012.89,628.435,1.6938,-6.3964
2015.96,628.935,1.6907,-6.3537
2019.01,629.435,1.6860,-6.3139
2022.07,629.935,1.6820,-6.2734
2025.13,630.435,1.6767,-6.2362
2028.19,630.935,1.6708,-6.1951
2031.28,631.435,1.6663,-6.1557
2034.36,631.935,1.6630,-6.1166
2037.46,632.435,1.6582,-6.0785
2040.57,632.935,1.6541,-6.0400
2043.67,633.435,1.6499,-6.0026
2046.76,633.935,1.6467,-5.9646
2049.85,634.435,1.6429,-5.9280
2052.95,634.935,1.6379,-5.8928
2056.05,635.435,1.6331,-5.8586
2059.16,635.935,1.6288,-5.8230
2062.26,636.435,1.6252,-5.7881
2065.36,636.935,1.6199,-5.7540
2068.47,637.435,1.6160,-5.7213
2071.57,637.935,1.6115,-5.6876
2074.67,638.435,1.6065,-5.6540
2077.76,638.935,1.6038,-5.6230
2080.85,639.435,1.5975,-5.5899
2083.95,639.935,1.5933,-5.5616
2087.05,640.435,1.5892,-5.5320
2090.14,640.935,1.5851,-5.5000
2093.23,641.435,1.5817,-5.4712
2096.30,641.935,1.5762,-5.4428
2099.38,642.435,1.5726,-5.4147
2102.45,642.935,1.5683,-5.3879
2105.52,643.435,1.5640,-5.3604
2108.57,643.935,1.5611,-5.3324
2111.63,644.435,1.5575,-5.3067
2114.67,644.935,1.5525,-5.2836
2117.72,645.435,1.5487,-5.2574
2120.78,645.935,1.5446,-5.2327
2123.83,646.435,1.5412,-5.2102
2126.87,646.935,1.5369,-5.1861
2129.90,647.435,1.5333,-5.1643
2132.92,647.935,1.5284,-5.1422
2135.95,648.435,1.5245,-5.1206
2138.96,648.935,1.5210,-5.1002
2141.98,649.435,1.5168,-5.0788
2144.99,649.935,1.5121,-5.0602
2148.00,650.435,1.5083,-5.0401
2151.02,650.935,1.5047,-5.0206
2154.04,651.435,1.5001,-5.0019
2157.04,651.935,1.4974,-4.9836
2160.05,652.435,1.4933,-4.9668
2163.06,652.935,1.4886,-4.9517
2166.07,653.435,1.4836,-4.9360
2169.06,653.935,1.4799,-4.9197
2172.07,654.435,1.4759,-4.9043
2175.07,654.935,1.4732,-4.8889
2178.08,655.435,1.4683,-4.8776
2181.08,655.935,1.4639,-4.8653
2184.09,656.435,1.4589,-4.8527
2187.08,656.935,1.4545,-4.8408
2190.08,657.435,1.4521,-4.8289
2193.10,657.935,1.4491,-4.8170
2196.11,658.435,1.4448,-4.8062
2199.12,658.935,1.4411,-4.7961
2202.13,659.435,1.4370,-4.7868
2205.12,659.935,1.4348,-4.7772
2208.11,660.435,1.4297,-4.7707
2211.11,660.935,1.4264,-4.7646
2214.10,661.435,1.4217,-4.7578
2217.10,661.935,1.4179,-4.7524
