Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
221.87,448.562,4.8691,-1.1241
222.45,449.062,4.8692,-1.1305
223.02,449.562,4.8694,-1.1365
223.59,450.062,4.8696,-1.1422
224.15,450.562,4.8698,-1.1480
224.72,451.062,4.8700,-1.1540
225.29,451.562,4.8702,-1.1599
225.86,452.062,4.8705,-1.1661
226.42,452.562,4.8707,-1.1730
226.98,453.062,4.8709,-1.1792
227.55,453.562,4.8711,-1.1869
228.11,454.062,4.8713,-1.1941
228.67,454.562,4.8715,-1.2007
229.23,455.062,4.8716,-1.2077
229.79,455.562,4.8718,-1.2143
230.35,456.062,4.8719,-1.2216
230.91,456.562,4.8720,-1.2294
231.46,457.062,4.8721,-1.2367
232.02,457.562,4.8722,-1.2441
232.58,458.062,4.8723,-1.2519
233.13,458.562,4.8724,-1.2591
233.68,459.062,4.8724,-1.2666
234.24,459.562,4.8725,-1.2743
234.79,460.062,4.8726,-1.2818
235.33,460.562,4.8726,-1.2900
235.88,461.062,4.8727,-1.2977
236.43,461.562,4.8728,-1.3054
236.98,462.062,4.8729,-1.3132
237.53,462.562,4.8730,-1.3196
238.07,463.062,4.8731,-1.3275
238.62,463.562,4.8733,-1.3345
239.16,464.062,4.8735,-1.3422
239.70,464.562,4.8736,-1.3497
240.25,465.062,4.8738,-1.3567
240.79,465.562,4.8741,-1.3642
241.33,466.062,4.8743,-1.3734
241.87,466.562,4.8745,-1.3814
242.41,467.062,4.8747,-1.3889
242.94,467.562,4.8749,-1.3963
243.48,468.062,4.8752,-1.4044
244.02,468.562,4.8754,-1.4141
244.55,469.062,4.8756,-1.4237
245.09,469.562,4.8757,-1.4324
245.62,470.062,4.8759,-1.4414
246.15,470.562,4.8761,-1.4495
246.68,471.062,4.8762,-1.4576
247.21,471.562,4.8763,-1.4657
247.74,472.062,4.8764,-1.4745
248.27,472.562,4.8765,-1.4845
248.80,473.062,4.8766,-1.4934
249.32,473.562,4.8766,-1.5022
249.85,474.062,4.8767,-1.5119
250.38,474.562,4.8767,-1.5220
250.90,475.062,4.8768,-1.5315
251.42,475.562,4.8768,-1.5411
251.95,476.062,4.8769,-1.5520
252.47,476.562,4.8769,-1.5628
252.99,477.062,4.8769,-1.5731
253.51,477.562,4.8770,-1.5814
254.03,478.062,4.8770,-1.5904
254.55,478.562,4.8771,-1.5999
255.07,479.062,4.8771,-1.6096
255.58,479.562,4.8772,-1.6217
256.10,480.062,4.8772,-1.6348
256.62,480.562,4.8773,-1.6471
257.13,481.062,4.8773,-1.6584
257.64,481.562,4.8774,-1.6687
258.16,482.062,4.8774,-1.6776
258.67,482.562,4.8775,-1.6876
259.18,483.062,4.8775,-1.6983
259.70,483.562,4.8776,-1.7110
260.21,484.062,4.8776,-1.7241
260.72,484.562,4.8776,-1.7363
261.23,485.062,4.8776,-1.7489
261.74,485.562,4.8776,-1.7609
262.25,486.062,4.8776,-1.7727
262.75,486.562,4.8775,-1.7835
263.26,487.062,4.8775,-1.7951
263.77,487.562,4.8774,-1.8072
264.27,488.062,4.8773,-1.8204
264.78,488.562,4.8771,-1.8340
265.28,489.062,4.8770,-1.8476
265.79,489.562,4.8768,-1.8605
266.29,490.062,4.8765,-1.8727
266.80,490.562,4.8763,-1.8853
267.30,491.062,4.8761,-1.8984
267.80,491.562,4.8758,-1.9116
268.30,492.062,4.8755,-1.9256
268.80,492.562,4.8751,-1.9389
269.30,493.062,4.8748,-1.9516
269.80,493.562,4.8745,-1.9630
270.30,494.062,4.8741,-1.9735
270.80,494.562,4.8737,-1.9842
271.30,495.062,4.8734,-1.9979
271.80,495.562,4.8730,-2.0113
272.29,496.062,4.8726,-2.0240
272.79,496.562,4.8722,-2.0361
273.28,497.062,4.8718,-2.0475
273.78,497.562,4.8714,-2.0602
274.27,498.062,4.8710,-2.0747
274.77,498.562,4.8706,-2.0886
275.26,499.062,4.8702,-2.1021
275.76,499.562,4.8698,-2.1164
276.25,500.062,4.8694,-2.1315
276.75,500.562,4.8689,-2.1460
277.24,501.062,4.8685,-2.1604
277.73,501.562,4.8680,-2.1734
278.22,502.062,4.8675,-2.1880
278.72,502.562,4.8670,-2.2019
279.21,503.062,4.8665,-2.2163
279.70,503.562,4.8660,-2.2309
280.19,504.062,4.8654,-2.2451
280.68,504.562,4.8648,-2.2591
281.17,505.062,4.8642,-2.2739
281.66,505.562,4.8636,-2.2889
282.15,506.062,4.8629,-2.3037
282.63,506.562,4.8623,-2.3182
283.12,507.062,4.8616,-2.3326
283.61,507.562,4.8608,-2.3459
284.10,508.062,4.8601,-2.3601
284.59,508.562,4.8593,-2.3745
285.08,509.062,4.8586,-2.3890
285.56,509.562,4.8578,-2.4038
286.05,510.062,4.8569,-2.4188
286.54,510.562,4.8561,-2.4346
287.03,511.062,4.8553,-2.4486
287.51,511.562,4.8544,-2.4626
288.00,512.062,4.8536,-2.4773
288.49,512.562,4.8527,-2.4935
288.98,513.062,4.8518,-2.5078
289.46,513.562,4.8509,-2.5218
289.95,514.062,4.8499,-2.5363
290.44,514.562,4.8490,-2.5504
290.92,515.062,4.8480,-2.5648
291.41,515.562,4.8471,-2.5793
291.89,516.062,4.8461,-2.5941
292.38,516.562,4.8451,-2.6085
292.86,517.062,4.8440,-2.6225
293.35,517.562,4.8430,-2.6370
293.83,518.062,4.8419,-2.6517
294.31,518.562,4.8408,-2.6653
294.80,519.062,4.8397,-2.6801
295.28,519.562,4.8386,-2.6944
295.77,520.062,4.8374,-2.7086
296.26,520.562,4.8362,-2.7229
296.74,521.062,4.8350,-2.7370
297.23,521.562,4.8337,-2.7514
297.71,522.062,4.8324,-2.7639
298.20,522.562,4.8311,-2.7777
298.68,523.062,4.8297,-2.7919
299.17,523.562,4.8283,-2.8056
299.65,524.062,4.8269,-2.8192
300.14,524.562,4.8254,-2.8321
300.62,525.062,4.8239,-2.8451
301.11,525.562,4.8223,-2.8585
301.60,526.062,4.8207,-2.8717
302.08,526.562,4.8190,-2.8848
302.57,527.062,4.8174,-2.8988
303.05,527.562,4.8156,-2.9119
303.54,528.062,4.8139,-2.9236
304.03,528.562,4.8121,-2.9362
304.51,529.062,4.8103,-2.9490
305.00,529.562,4.8084,-2.9613
305.48,530.062,4.8065,-2.9735
305.97,530.562,4.8046,-2.9860
306.46,531.062,4.8027,-2.9981
306.94,531.562,4.8008,-3.0095
307.43,532.062,4.7988,-3.0214
307.92,532.562,4.7968,-3.0336
308.40,533.062,4.7949,-3.0449
308.89,533.562,4.7929,-3.0563
309.37,534.062,4.7909,-3.0684
309.86,534.562,4.7889,-3.0801
310.35,535.062,4.7869,-3.0911
310.83,535.562,4.7849,-3.1024
311.32,536.062,4.7828,-3.1135
311.81,536.562,4.7808,-3.1240
312.30,537.062,4.7788,-3.1343
312.79,537.562,4.7768,-3.1451
313.28,538.062,4.7748,-3.1556
313.77,538.562,4.7727,-3.1648
314.26,539.062,4.7707,-3.1744
314.75,539.562,4.7686,-3.1842
315.24,540.062,4.7665,-3.1943
315.73,540.562,4.7643,-3.2040
316.22,541.062,4.7621,-3.2122
316.70,541.562,4.7599,-3.2206
317.19,542.062,4.7576,-3.2289
317.68,542.562,4.7553,-3.2391
318.17,543.062,4.7529,-3.2486
318.67,543.562,4.7505,-3.2563
319.16,544.062,4.7480,-3.2639
319.65,544.562,4.7455,-3.2722
320.15,545.062,4.7429,-3.2809
320.64,545.562,4.7403,-3.2892
321.13,546.062,4.7376,-3.2973
321.63,546.562,4.7349,-3.3049
322.12,547.062,4.7322,-3.3116
322.62,547.562,4.7295,-3.3189
323.11,548.062,4.7267,-3.3253
323.60,548.562,4.7240,-3.3312
324.10,549.062,4.7212,-3.3389
324.59,549.562,4.7184,-3.3469
325.09,550.062,4.7156,-3.3534
325.58,550.562,4.7129,-3.3599
326.08,551.062,4.7101,-3.3660
326.58,551.562,4.7073,-3.3724
327.07,552.062,4.7045,-3.3782
327.57,552.562,4.7017,-3.3832
328.07,553.062,4.6989,-3.3880
328.57,553.562,4.6961,-3.3938
329.07,554.062,4.6933,-3.3993
329.57,554.562,4.6904,-3.4044
330.07,555.062,4.6875,-3.4085
330.57,555.562,4.6846,-3.4137
331.07,556.062,4.6817,-3.4192
331.57,556.562,4.6787,-3.4246
332.07,557.062,4.6757,-3.4282
332.58,557.562,4.6726,-3.4323
333.08,558.062,4.6695,-3.4365
333.58,558.562,4.6663,-3.4405
334.08,559.062,4.6630,-3.4444
334.59,559.562,4.6597,-3.4464
335.09,560.062,4.6563,-3.4496
335.60,560.562,4.6528,-3.4534
336.10,561.062,4.6493,-3.4569
336.61,561.562,4.6457,-3.4587
337.11,562.062,4.6420,-3.4623
337.62,562.562,4.6382,-3.4649
338.13,563.062,4.6344,-3.4676
338.63,563.562,4.6305,-3.4701
339.14,564.062,4.6266,-3.4714
339.65,564.562,4.6226,-3.4738
340.15,565.062,4.6186,-3.4765
340.66,565.562,4.6145,-3.4783
341.17,566.062,4.6104,-3.4796
341.68,566.562,4.6062,-3.4807
342.19,567.062,4.6020,-3.4819
342.70,567.562,4.5978,-3.4832
343.22,568.062,4.5935,-3.4843
343.73,568.562,4.5892,-3.4853
344.24,569.062,4.5848,-3.4864
344.75,569.562,4.5804,-3.4865
345.27,570.062,4.5760,-3.4866
345.78,570.562,4.5715,-3.4866
346.29,571.062,4.5671,-3.4863
346.81,571.562,4.5625,-3.4865
347.32,572.062,4.5580,-3.4865
347.84,572.562,4.5535,-3.4873
348.35,573.062,4.5489,-3.4885
348.87,573.562,4.5443,-3.4868
349.39,574.062,4.5396,-3.4839
349.90,574.562,4.5350,-3.4851
350.42,575.062,4.5303,-3.4868
350.93,575.562,4.5256,-3.4877
351.45,576.062,4.5208,-3.4879
351.97,576.562,4.5160,-3.4873
352.49,577.062,4.5111,-3.4860
353.01,577.562,4.5061,-3.4849
353.53,578.062,4.5011,-3.4834
354.05,578.562,4.4960,-3.4813
354.57,579.062,4.4909,-3.4788
355.09,579.562,4.4856,-3.4766
355.61,580.062,4.4803,-3.4746
356.14,580.562,4.4749,-3.4747
356.66,581.062,4.4695,-3.4762
357.18,581.562,4.4640,-3.4755
357.70,582.062,4.4584,-3.4714
358.22,582.562,4.4528,-3.4719
358.75,583.062,4.4471,-3.4728
359.27,583.562,4.4414,-3.4716
359.80,584.062,4.4356,-3.4650
360.32,584.562,4.4298,-3.4575
360.84,585.062,4.4239,-3.4531
361.37,585.562,4.4180,-3.4499
361.89,586.062,4.4120,-3.4473
362.42,586.562,4.4060,-3.4453
362.94,587.062,4.3999,-3.4431
363.47,587.562,4.3937,-3.4410
364.00,588.062,4.3875,-3.4385
364.53,588.562,4.3813,-3.4366
365.06,589.062,4.3749,-3.4347
365.59,589.562,4.3685,-3.4329
366.12,590.062,4.3621,-3.4315
366.65,590.562,4.3556,-3.4299
367.18,591.062,4.3490,-3.4283
367.70,591.562,4.3424,-3.4268
368.23,592.062,4.3358,-3.4249
368.76,592.562,4.3291,-3.4230
369.29,593.062,4.3223,-3.4217
369.82,593.562,4.3155,-3.4202
370.35,594.062,4.3086,-3.4184
370.88,594.562,4.3016,-3.4159
371.41,595.062,4.2945,-3.4143
371.95,595.562,4.2873,-3.4124
372.48,596.062,4.2801,-3.4116
373.02,596.562,4.2728,-3.4095
373.55,597.062,4.2654,-3.4077
374.08,597.562,4.2579,-3.4059
374.62,598.062,4.2504,-3.4044
375.15,598.562,4.2429,-3.4056
375.68,599.062,4.2353,-3.4034
376.22,599.562,4.2276,-3.4026
376.76,600.062,4.2198,-3.4021
377.29,600.562,4.2119,-3.4003
377.83,601.062,4.2041,-3.3990
378.37,601.562,4.1961,-3.3978
378.90,602.062,4.1881,-3.3968
379.44,602.562,4.1801,-3.3953
379.97,603.062,4.1720,-3.3940
380.51,603.562,4.1639,-3.3948
381.04,604.062,4.1557,-3.3937
381.58,604.562,4.1475,-3.3914
382.12,605.062,4.1392,-3.3881
382.66,605.562,4.1308,-3.3852
383.19,606.062,4.1223,-3.3864
383.74,606.562,4.1138,-3.3858
384.28,607.062,4.1051,-3.3841
384.82,607.562,4.0965,-3.3809
385.36,608.062,4.0877,-3.3796
385.90,608.562,4.0789,-3.3805
386.44,609.062,4.0700,-3.3857
386.98,609.562,4.0610,-3.3849
387.52,610.062,4.0519,-3.3805
388.06,610.562,4.0428,-3.3811
388.60,611.062,4.0335,-3.3810
389.14,611.562,4.0241,-3.3813
389.68,612.062,4.0146,-3.3769
390.22,612.562,4.0050,-3.3744
390.76,613.062,3.9953,-3.3736
391.31,613.562,3.9855,-3.3718
391.85,614.062,3.9756,-3.3705
392.39,614.562,3.9657,-3.3691
392.93,615.062,3.9557,-3.3677
393.47,615.562,3.9457,-3.3667
394.02,616.062,3.9355,-3.3656
394.56,616.562,3.9253,-3.3639
395.10,617.062,3.9151,-3.3622
395.65,617.562,3.9047,-3.3605
396.19,618.062,3.8944,-3.3595
396.74,618.562,3.8839,-3.3589
397.28,619.062,3.8734,-3.3584
397.82,619.562,3.8629,-3.3598
398.37,620.062,3.8523,-3.3590
398.91,620.562,3.8417,-3.3573
399.45,621.062,3.8310,-3.3577
400.00,621.562,3.8203,-3.3566
400.54,622.062,3.8094,-3.3546
401.09,622.562,3.7986,-3.3554
401.63,623.062,3.7876,-3.3552
402.18,623.562,3.7766,-3.3547
402.72,624.062,3.7656,-3.3546
403.26,624.562,3.7545,-3.3545
403.81,625.062,3.7433,-3.3612
404.36,625.562,3.7320,-3.3601
404.90,626.062,3.7206,-3.3567
405.45,626.562,3.7091,-3.3528
406.00,627.062,3.6976,-3.3497
406.54,627.562,3.6860,-3.3476
407.09,628.062,3.6742,-3.3463
407.64,628.562,3.6624,-3.3474
408.19,629.062,3.6504,-3.3466
408.73,629.562,3.6384,-3.3554
409.28,630.062,3.6262,-3.3554
409.83,630.562,3.6140,-3.3500
410.38,631.062,3.6017,-3.3455
410.93,631.562,3.5893,-3.3431
411.48,632.062,3.5768,-3.3418
412.03,632.562,3.5643,-3.3404
412.58,633.062,3.5517,-3.3400
413.13,633.562,3.5390,-3.3427
413.67,634.062,3.5263,-3.3418
414.22,634.562,3.5135,-3.3418
414.77,635.062,3.5007,-3.3410
415.32,635.562,3.4878,-3.3423
415.87,636.062,3.4749,-3.3424
416.42,636.562,3.4619,-3.3423
416.97,637.062,3.4488,-3.3415
417.52,637.562,3.4356,-3.3407
418.07,638.062,3.4225,-3.3408
418.62,638.562,3.4092,-3.3418
419.17,639.062,3.3958,-3.3500
419.72,639.562,3.3824,-3.3572
420.27,640.062,3.3688,-3.3523
420.83,640.562,3.3552,-3.3500
421.38,641.062,3.3415,-3.3536
421.93,641.562,3.3277,-3.3498
422.48,642.062,3.3138,-3.3490
423.03,642.562,3.2999,-3.3518
423.58,643.062,3.2859,-3.3548
424.13,643.562,3.2718,-3.3578
424.68,644.062,3.2577,-3.3612
425.23,644.562,3.2434,-3.3615
425.79,645.062,3.2291,-3.3587
426.34,645.562,3.2147,-3.3627
426.90,646.062,3.2002,-3.3560
427.45,646.562,3.1856,-3.3519
428.01,647.062,3.1710,-3.3475
428.56,647.562,3.1564,-3.3415
429.12,648.062,3.1417,-3.3352
429.67,648.562,3.1270,-3.3318
430.22,649.062,3.1123,-3.3326
430.78,649.562,3.0975,-3.3293
431.33,650.062,3.0827,-3.3261
431.89,650.562,3.0678,-3.3222
432.44,651.062,3.0530,-3.3231
433.00,651.562,3.0381,-3.3243
433.55,652.062,3.0231,-3.3193
434.10,652.562,3.0083,-3.3119
434.66,653.062,2.9933,-3.3070
435.21,653.562,2.9783,-3.3014
435.76,654.062,2.9632,-3.2962
436.32,654.562,2.9481,-3.2904
436.88,655.062,2.9328,-3.2842
437.43,655.562,2.9176,-3.2779
437.99,656.062,2.9022,-3.2715
438.55,656.562,2.8867,-3.2692
439.10,657.062,2.8711,-3.2693
439.66,657.562,2.8555,-3.2580
440.22,658.062,2.8397,-3.2429
440.77,658.562,2.8238,-3.2315
441.33,659.062,2.8079,-3.2216
441.89,659.562,2.7918,-3.2131
442.45,660.062,2.7756,-3.2008
443.01,660.562,2.7592,-3.1887
443.57,661.062,2.7427,-3.1753
