Time,Mass,HRR,Temperature Backing Centre
318.4,0.54,77.6,413.65
319.4,0.53,77.1,414.35
320.4,0.52,73.8,414.95
321.4,0.48,75.4,415.65
322.5,0.45,73.6,416.35
323.5,0.42,70.6,416.95
324.5,0.39,71.4,417.65
325.5,0.36,73.4,418.25
326.5,0.35,70,418.95
327.5,0.36,68.8,419.65
328.5,0.35,67,420.25
329.6,0.31,68,423.95
330.6,0.3,64.6,424.45
331.6,0.29,60.5,424.85
337.4,0.17,60.7,425.35
338.2,0.16,59.8,425.95
338.9,0.15,61.3,427.05
339.7,0.14,59.1,427.55
340.7,0.13,55.6,427.95
342.5,0.09,55.7,428.45
343.2,0.07,56.1,429.05
344,0.05,57,429.65
344.8,0.04,54.4,430.25
345.8,0.04,55.3,430.85
346.8,0.03,54.9,431.45
347.8,0.02,51.2,432.05
348.8,0.01,52.5,432.65
349.8,-0.01,52.5,433.25
350.8,-0.02,49.6,433.85
351.9,-0.05,50.6,434.35
352.9,-0.05,49.6,434.95
353.9,-0.06,47.6,435.55
354.9,-0.08,47.9,436.15
355.9,-0.11,48.1,436.65
356.9,-0.12,45.1,437.25
357.9,-0.11,45.2,437.85
359,-0.13,44.5,438.45
360,-0.14,44.5,439.05
361,-0.14,42.9,439.55
362,-0.14,42,440.15
363,-0.15,39.6,440.65
364,-0.18,40.1,441.25
365,-0.18,40.5,441.85
366.1,-0.18,37.4,442.35
367.1,-0.19,37.9,442.85
368.1,-0.21,39.2,443.35
369.1,-0.21,35.3,443.95
370.1,-0.23,36.1,444.45
371.1,-0.25,32.8,445.05
372.1,-0.26,33.2,445.55
373.2,-0.26,33.1,446.05
374.2,-0.28,30.5,446.65
375.2,-0.29,30.1,447.25
376.2,-0.28,30.4,447.75
377.2,-0.3,27.9,448.25
378.2,-0.3,28.5,448.85
379.2,-0.29,28.1,449.35
380.3,-0.28,28.8,449.85
381.3,-0.29,25.7,450.45
382.3,-0.29,25.5,450.95
383.3,-0.3,25.6,451.45
384.3,-0.32,26.1,451.95
385.3,-0.33,23.1,452.45
386.3,-0.35,22.9,453.05
387.4,-0.36,24.2,453.55
388.4,-0.37,24.2,454.05
389.4,-0.38,20.9,454.55
390.4,-0.38,21,454.95
391.4,-0.38,21.6,455.45
392.4,-0.39,21.1,455.95
393.4,-0.39,21.5,456.45
394.5,-0.4,18.4,456.95
395.5,-0.41,18.3,457.45
396.5,-0.43,18.7,457.95
397.5,-0.44,19,458.45
398.5,-0.45,19,458.95
399.5,-0.45,16.1,459.45
400.5,-0.45,16.6,459.95
401.5,-0.45,16.3,460.45
402.6,-0.44,16.3,460.95
403.6,-0.45,16.5,461.35
404.6,-0.46,13.5,461.85
405.6,-0.48,13.5,462.35
406.6,-0.49,13.7,462.75
407.6,-0.5,13.7,463.25
408.6,-0.51,13.6,463.75
409.7,-0.51,13.9,464.25
410.7,-0.51,10.7,464.65
411.7,-0.51,11.1,465.15
412.7,-0.52,11.1,465.55
413.7,-0.53,11.2,466.05
414.7,-0.54,11.2,466.55
415.7,-0.54,11.1,467.05
416.8,-0.53,11.2,467.45
417.8,-0.54,8.6,467.95
418.8,-0.54,8.4,468.35
419.8,-0.54,8.3,468.85
420.8,-0.55,8.3,469.35
421.8,-0.56,8.4,469.75
422.8,-0.57,8.6,470.15
423.9,-0.56,8.6,470.65
424.9,-0.57,5.7,471.15
425.9,-0.57,5.7,471.55
426.9,-0.57,5.7,472.05
427.9,-0.58,6,472.45
428.9,-0.58,5.9,472.85
429.9,-0.58,5.9,473.35
431,-0.58,5.8,473.75
432,-0.59,6.1,474.25
433,-0.6,6.2,474.65
434,-0.6,3.1,475.15
435,-0.6,3.3,475.55
436,-0.6,3.2,475.95
437,-0.59,3.2,476.45
438.1,-0.6,3.4,476.85
439.1,-0.6,3.7,477.35
440.1,-0.61,3.7,478.05
441.1,-0.61,3.5,478.45
442.1,-0.63,3.6,478.75
443.8,-0.64,0.7,479.15
444.6,-0.64,0.8,479.55
445.3,-0.64,0.6,479.95
446.2,-0.65,0.9,480.45
447.2,-0.65,0.7,480.85
448.2,-0.65,0.7,481.25
449.2,-0.65,0.9,481.75
450.2,-0.66,0.8,482.15
451.2,-0.65,0.9,482.55
452.2,-0.65,0.9,482.95
453.3,-0.65,0.9,483.45
454.3,-0.65,-2.1,483.85
455.3,-0.65,-2.1,484.25
456.3,-0.65,-1.9,484.65
457.3,-0.65,-1.8,485.15
458.3,-0.67,-2.1,485.55
459.3,-0.66,-2,485.95
460.4,-0.65,-2,486.35
461.4,-0.66,-1.8,486.85
462.4,-0.66,-2,487.25
463.4,-0.66,-1.8,487.65
464.4,-0.68,-1.8,488.05
465.4,-0.69,-1.7,488.45
466.4,-0.7,-1.7,488.95
467.5,-0.71,-1.5,489.35
468.5,-0.7,-4.5,489.75
469.5,-0.7,-4.7,490.15
470.5,-0.7,-4.6,490.55
471.5,-0.72,-4.4,490.95
472.5,-0.73,-4.5,491.45
473.5,-0.75,-4.4,491.85
474.6,-0.75,-4.3,492.35
475.6,-0.74,-4.3,492.65
476.6,-0.73,-4.5,493.05
477.6,-0.73,-4.1,493.55
478.6,-0.74,-4.2,493.95
479.6,-0.75,-4.2,494.35
480.6,-0.74,-4.3,494.75
481.7,-0.75,-4.1,495.15
482.7,-0.76,-4,495.45
483.7,-0.76,-4.2,495.95
484.7,-0.76,-3.7,496.35
485.7,-0.76,-3.8,496.75
486.7,-0.75,-3.9,497.05
487.7,-0.75,-4.1,497.45
488.8,-0.77,-3.8,497.95
489.8,-0.77,-3.9,498.25
490.8,-0.77,-3.9,498.65
491.8,-0.77,-4,499.05
492.8,-0.77,-4.1,499.45
493.8,-0.77,-4.1,499.85
494.8,-0.77,-7.2,500.25
495.9,-0.78,-7,500.55
496.9,-0.79,-7,500.95
497.9,-0.8,-7.3,501.35
