Time,Mass,Temperature Front
567,138.667029,621.1928326
568,138.580549,612.6821756
569,138.444651,618.1906109
570,138.342728,623.3659716
571,138.231539,620.0028475
572,138.108767,607.5166252
573,137.992945,616.8853567
574,137.870947,624.0080246
575,137.729644,627.1878419
576,137.619227,620.3907253
577,137.496456,614.269509
578,137.386039,621.1893998
579,137.260179,603.7266031
580,137.156711,614.1174005
581,137.037801,612.7702288
582,136.912713,614.4010327
583,136.798436,610.7977449
584,136.654816,605.9860882
585,136.528957,606.4570043
586,136.424717,601.5931788
587,136.313528,604.671724
588,136.183035,605.4054665
589,136.055631,609.1102128
590,135.950619,611.3122782
591,135.873405,617.6529361
592,135.711254,611.4129004
593,135.602382,617.6312007
594,135.451041,598.0149829
595,135.348345,597.1765494
596,135.213992,616.5250327
597,135.118246,615.3777796
598,134.97231,603.4089109
599,134.841817,629.0024386
600,134.740667,619.23399
601,134.637199,607.7258158
602,134.484314,607.6103605
603,134.37853,612.7370658
604,134.248037,615.8535976
605,134.134532,604.5345803
606,134.015621,602.1987769
607,133.876635,598.752938
608,133.790155,608.0961939
609,133.661978,612.2625011
610,133.539979,605.2888879
611,133.424157,612.3333989
612,133.297526,614.5005342
613,133.178615,611.0470053
614,133.056616,599.9730498
615,132.90682,600.5363028
616,132.782504,617.4836302
617,132.660505,604.5414374
618,132.543139,604.0225892
619,132.387165,611.4437732
620,132.280609,610.9395255
621,132.15861,612.512932
622,132.059003,625.0976395
623,131.929283,619.3129332
624,131.815777,610.2637944
625,131.69069,606.9599425
626,131.550159,602.2913329
627,131.442059,607.7086689
628,131.324692,604.9151576
629,131.20501,605.2637437
630,131.074517,598.6706871
631,130.961784,593.6680186
632,130.818164,601.0447356
633,130.720874,592.5672178
634,130.591926,596.5905901
635,130.473787,598.2640097
636,130.329396,608.3499773
637,130.230561,594.9082372
638,130.10393,596.5220585
639,129.990424,595.6768632
640,129.876919,591.2073241
641,129.755692,587.3418862
642,129.62211,597.8961826
643,129.519415,613.1384577
644,129.404365,613.5867498
645,129.283138,607.8549897
646,129.155734,609.0679129
647,129.025242,604.7688683
648,128.934128,600.6185648
649,128.820623,607.3725942
650,128.695535,636.0868721
651,128.571992,623.2240602
652,128.463891,613.5524412
653,128.341892,616.0080132
654,128.219893,632.8419511
655,128.099438,624.2346389
656,127.988249,620.9113458
657,127.891731,620.9410962
658,127.743479,628.6234709
659,127.639239,620.5429046
660,127.510291,635.3067821
661,127.425355,643.915494
662,127.314166,635.6114814
663,127.195255,642.0404238
664,127.098737,638.6153179
665,127.006852,633.3893976
666,126.910334,642.574494
667,126.805322,663.1168563
668,126.692588,656.4242206
669,126.61769,632.1261815
670,126.53121,644.2272671
671,126.452451,665.1808636
672,126.35516,666.2566151
673,126.251693,667.8824607
674,126.173706,682.0537688
675,126.093403,677.2865957
676,126.020049,684.1471205
677,125.940518,690.2335836
678,125.855582,688.452094
679,125.799988,694.2079842
680,125.705786,701.6249692
681,125.637065,702.4457447
682,125.582242,696.6679757
683,125.515066,710.4592189
684,125.463332,716.8731075
685,125.393839,690.4601681
686,125.332067,701.4154664
687,125.26489,704.185306
688,125.231688,695.0214123
689,125.149068,704.4570243
690,125.112778,701.7677093
691,125.066449,701.8701607
692,125.023209,712.8610561
693,124.976108,705.5831007
694,124.889627,697.9073438
695,124.850248,701.2589168
696,124.800058,701.9357761
697,124.742919,699.2872365
698,124.708945,707.1514707
699,124.666477,704.8381299
700,124.636363,704.5502848
701,124.590807,714.830066
702,124.532124,714.2620316
703,124.498149,710.8681354
704,124.445643,713.3910138
705,124.411669,716.2370016
706,124.392365,716.7094688
707,124.338315,719.1193005
708,124.309746,717.9621606
709,124.278088,709.3696017
710,124.2611,714.4360113
711,124.222493,718.3344173
712,124.190835,719.9215175
713,124.168443,716.9894996
714,124.139102,724.2757293
715,124.117481,726.0583829
716,124.061115,720.0690567
717,124.038722,724.7346315
718,124.010153,724.3022484
719,123.999343,723.6600399
720,123.968457,719.7543852
721,123.946065,720.2926737
722,123.925989,723.4363691
723,123.907458,724.3598987
724,123.867306,730.3787366
725,123.852635,725.2673457
726,123.820205,727.832036
727,123.822521,731.4296149
728,123.781598,730.9128176
729,123.759978,732.1321666
730,123.770788,736.0031692
731,123.763838,736.5339999
732,123.726775,732.7862977
733,123.712105,733.9677326
734,123.716737,733.2789348
735,123.705928,734.9577215
736,123.69975,738.0977573
737,123.690485,738.2558737
738,123.678902,738.242024
739,123.676586,739.5508781
740,123.696662,738.8202596
741,123.694345,736.7486457
742,123.681219,741.3354525
743,123.664232,743.9168991
744,123.665776,742.6607526
745,123.642611,740.9856769
746,123.619447,740.0368236
747,123.631801,739.5935852
748,123.628713,738.58827
749,123.611726,741.6910088
750,123.598599,741.2442561
751,123.577751,741.8237675
752,123.596283,743.600543
753,123.578523,743.6363347
754,123.604004,742.6388172
755,123.563853,743.2253122
756,123.569258,743.8129857
757,123.563853,742.4310097
758,123.545321,741.5963469
759,123.531423,745.2459015
760,123.551498,744.8833291
761,123.556131,742.5222137
762,123.547638,744.5854262
763,123.529878,746.0773121
764,123.527562,742.680379
765,123.501309,742.2601481
766,123.493587,741.6644572
767,123.485866,743.0844588
768,123.482005,743.9769382
769,123.513663,743.0694499
770,123.482005,745.259758
771,123.488182,745.7285757
772,123.473512,742.4933516
773,123.458069,742.0142494
774,123.467334,742.2936276
775,123.445714,742.8512456
776,123.46193,744.0854712
777,123.448803,744.7159023
778,123.439537,748.2195701
779,123.451119,746.180087
