Temp,time,TGA,DSC,Sensitivity,Heating Rate,Heat Capacity
328.2,76.9,3.9489,0.26556,1.19,0.211,1.50
328.3,77.4,3.9497,0.2664,1.20,0.213,1.50
328.4,77.9,3.9488,0.26981,1.21,0.214,1.53
328.5,78.3,3.9487,0.27252,1.20,0.215,1.52
328.6,78.8,3.9490,0.27596,1.19,0.215,1.52
328.7,79.3,3.9485,0.28025,1.19,0.218,1.54
328.8,79.7,3.9486,0.28107,1.20,0.222,1.51
328.9,80.2,3.9486,0.28179,1.18,0.225,1.48
329.0,80.6,3.9486,0.28496,1.17,0.224,1.49
329.1,81.0,3.9486,0.28865,1.17,0.222,1.53
329.2,81.5,3.9484,0.28976,1.18,0.223,1.54
329.3,81.9,3.9481,0.2925,1.17,0.225,1.53
329.4,82.4,3.9480,0.29429,1.15,0.226,1.50
329.5,82.8,3.9483,0.29515,1.15,0.228,1.49
329.6,83.3,3.9482,0.29964,1.16,0.229,1.52
329.7,83.7,3.9471,0.30157,1.16,0.229,1.52
329.8,84.1,3.9469,0.30374,1.14,0.231,1.50
329.9,84.6,3.9478,0.30862,1.13,0.233,1.50
330.0,85.0,3.9467,0.30936,1.13,0.233,1.50
330.1,85.4,3.9465,0.30912,1.13,0.235,1.49
330.2,85.9,3.9473,0.31037,1.13,0.235,1.48
330.3,86.3,3.9465,0.31233,1.12,0.233,1.49
330.4,86.7,3.9469,0.31537,1.12,0.233,1.51
330.5,87.1,3.9473,0.31911,1.13,0.235,1.53
330.6,87.6,3.9466,0.32229,1.12,0.238,1.52
330.7,88.0,3.9474,0.32388,1.11,0.240,1.50
330.8,88.4,3.9478,0.32614,1.11,0.242,1.49
330.9,88.8,3.9472,0.32909,1.12,0.242,1.52
331.0,89.2,3.9471,0.33028,1.12,0.242,1.52
331.1,89.6,3.9479,0.33196,1.11,0.243,1.51
331.2,90.0,3.9483,0.3345,1.10,0.243,1.52
331.3,90.5,3.9476,0.33635,1.12,0.244,1.55
331.4,90.9,3.9478,0.33812,1.13,0.245,1.57
331.5,91.3,3.9485,0.33968,1.13,0.247,1.56
331.6,91.7,3.9483,0.34104,1.12,0.248,1.55
331.7,92.1,3.9479,0.3441,1.10,0.249,1.53
331.8,92.5,3.9479,0.34748,1.08,0.252,1.50
331.9,92.9,3.9481,0.34884,1.09,0.253,1.51
332.0,93.3,3.9477,0.34878,1.10,0.251,1.53
332.1,93.7,3.9474,0.34934,1.09,0.252,1.52
332.2,94.1,3.9482,0.3518,1.08,0.254,1.50
332.3,94.5,3.9479,0.35423,1.08,0.254,1.51
332.4,94.8,3.9473,0.3563,1.08,0.254,1.52
332.5,95.2,3.9480,0.3584,1.08,0.255,1.51
332.6,95.6,3.9484,0.35918,1.07,0.257,1.50
332.7,96.0,3.9483,0.35977,1.07,0.259,1.49
332.8,96.4,3.9482,0.36223,1.07,0.260,1.49
332.9,96.8,3.9483,0.36443,1.06,0.260,1.48
333.0,97.2,3.9482,0.36591,1.05,0.260,1.47
333.1,97.6,3.9483,0.36841,1.04,0.260,1.48
333.2,97.9,3.9484,0.3709,1.04,0.261,1.48
333.3,98.3,3.9485,0.3724,1.05,0.263,1.48
333.4,98.7,3.9483,0.37323,1.06,0.264,1.50
333.5,99.1,3.9482,0.37393,1.07,0.263,1.52
333.6,99.5,3.9484,0.37489,1.06,0.263,1.51
333.7,99.8,3.9485,0.3761,1.06,0.266,1.50
333.8,100.2,3.9485,0.37727,1.06,0.269,1.49
333.9,100.6,3.9484,0.37833,1.06,0.269,1.49
334.0,101.0,3.9484,0.38044,1.05,0.267,1.50
334.1,101.3,3.9484,0.38308,1.06,0.268,1.51
334.2,101.7,3.9483,0.38401,1.06,0.270,1.51
334.3,102.1,3.9482,0.38488,1.06,0.271,1.50
334.4,102.4,3.9482,0.3872,1.05,0.270,1.51
334.5,102.8,3.9481,0.38857,1.05,0.269,1.52
334.6,103.2,3.9478,0.38878,1.06,0.271,1.51
334.7,103.6,3.9476,0.38938,1.05,0.273,1.50
334.8,103.9,3.9477,0.3902,1.04,0.273,1.49
334.9,104.3,3.9480,0.39129,1.04,0.273,1.50
335.0,104.7,3.9478,0.39368,1.04,0.273,1.50
335.1,105.0,3.9474,0.3962,1.04,0.274,1.50
335.2,105.4,3.9474,0.39729,1.04,0.275,1.50
335.3,105.7,3.9478,0.39886,1.04,0.276,1.50
335.4,106.1,3.9481,0.40103,1.04,0.276,1.51
335.5,106.5,3.9476,0.40121,1.04,0.275,1.51
335.6,106.8,3.9473,0.40169,1.04,0.275,1.52
335.7,107.2,3.9479,0.40516,1.04,0.276,1.53
335.8,107.6,3.9483,0.40746,1.04,0.279,1.52
335.9,107.9,3.9480,0.40741,1.03,0.281,1.50
336.0,108.3,3.9478,0.4085,1.03,0.279,1.50
336.1,108.6,3.9480,0.41029,1.03,0.276,1.53
336.2,109.0,3.9483,0.41099,1.03,0.276,1.53
336.3,109.4,3.9483,0.41128,1.02,0.281,1.50
336.4,109.7,3.9480,0.41186,1.02,0.283,1.49
336.5,110.1,3.9480,0.41295,1.03,0.281,1.51
336.6,110.4,3.9483,0.41428,1.03,0.281,1.51
336.7,110.8,3.9484,0.41572,1.02,0.282,1.50
336.8,111.1,3.9481,0.41815,1.01,0.283,1.50
336.9,111.5,3.9478,0.42129,1.01,0.282,1.51
337.0,111.8,3.9478,0.42295,1.01,0.282,1.52
337.1,112.2,3.9480,0.42273,1.01,0.283,1.51
337.2,112.5,3.9482,0.42183,1.01,0.284,1.50
337.3,112.9,3.9479,0.42264,1.01,0.284,1.50
337.4,113.2,3.9474,0.42557,1.00,0.284,1.51
337.5,113.6,3.9474,0.42692,1.00,0.284,1.50
337.6,113.9,3.9480,0.42626,1.00,0.285,1.49
337.7,114.3,3.9481,0.42618,1.00,0.285,1.50
337.8,114.6,3.9480,0.42762,1.01,0.286,1.50
337.9,115.0,3.9480,0.43025,1.01,0.288,1.50
338.0,115.3,3.9481,0.43212,1.00,0.289,1.50
338.1,115.7,3.9484,0.43262,1.00,0.288,1.50
338.2,116.0,3.9484,0.43304,1.00,0.286,1.52
338.3,116.4,3.9482,0.43348,1.00,0.286,1.52
338.4,116.7,3.9481,0.43361,1.00,0.288,1.51
338.5,117.1,3.9482,0.43469,1.00,0.288,1.51
338.6,117.4,3.9484,0.43726,1.01,0.289,1.53
338.7,117.8,3.9485,0.43946,1.00,0.289,1.53
338.8,118.1,3.9484,0.44037,1.00,0.290,1.52
338.9,118.5,3.9482,0.44037,1.01,0.289,1.53
339.0,118.8,3.9479,0.44086,1.01,0.290,1.53
339.1,119.2,3.9478,0.44304,1.00,0.290,1.52
339.2,119.5,3.9481,0.44584,1.00,0.292,1.52
339.3,119.8,3.9488,0.44767,1.00,0.293,1.53
339.4,120.2,3.9491,0.44712,1.00,0.293,1.53
339.5,120.5,3.9489,0.44604,0.99,0.292,1.51
339.6,120.9,3.9483,0.44839,0.99,0.292,1.52
339.7,121.2,3.9479,0.45166,0.99,0.291,1.53
339.8,121.6,3.9485,0.4519,0.99,0.291,1.53
339.9,121.9,3.9492,0.45104,0.99,0.293,1.52
340.0,122.2,3.9493,0.45117,0.99,0.295,1.51
340.1,122.6,3.9487,0.45229,0.99,0.295,1.52
340.2,122.9,3.9480,0.4539,0.99,0.295,1.53
340.3,123.3,3.9482,0.45535,0.98,0.295,1.52
340.4,123.6,3.9490,0.45677,0.98,0.296,1.52
340.5,123.9,3.9491,0.45855,0.98,0.296,1.52
340.6,124.3,3.9487,0.46016,0.98,0.296,1.53
340.7,124.6,3.9481,0.46113,0.98,0.296,1.53
340.8,124.9,3.9480,0.46155,0.98,0.297,1.52
340.9,125.3,3.9485,0.46172,0.98,0.296,1.53
341.0,125.6,3.9486,0.4621,0.98,0.294,1.53
341.1,126.0,3.9482,0.46301,0.97,0.297,1.52
341.2,126.3,3.9478,0.46446,0.97,0.301,1.50
341.3,126.6,3.9477,0.46506,0.98,0.301,1.51
341.4,127.0,3.9478,0.46404,0.98,0.298,1.52
341.5,127.3,3.9481,0.46435,0.98,0.298,1.53
341.6,127.6,3.9484,0.46716,0.98,0.299,1.53
341.7,128.0,3.9482,0.46941,0.97,0.300,1.52
341.8,128.3,3.9476,0.47003,0.97,0.300,1.52
341.9,128.6,3.9473,0.47031,0.97,0.299,1.53
342.0,129.0,3.9474,0.47112,0.98,0.299,1.54
342.1,129.3,3.9480,0.47276,0.97,0.300,1.53
342.2,129.6,3.9482,0.47401,0.97,0.299,1.53
342.3,130.0,3.9478,0.47383,0.97,0.300,1.54
342.4,130.3,3.9474,0.47321,0.97,0.301,1.52
342.5,130.6,3.9474,0.47333,0.96,0.301,1.51
342.6,131.0,3.9477,0.475,0.97,0.301,1.52
342.7,131.3,3.9481,0.47744,0.97,0.302,1.53
342.8,131.6,3.9483,0.47858,0.97,0.303,1.53
342.9,132.0,3.9482,0.47887,0.97,0.304,1.52
343.0,132.3,3.9478,0.47999,0.97,0.303,1.53
343.1,132.6,3.9475,0.48132,0.96,0.299,1.55
343.2,133.0,3.9474,0.48178,0.97,0.297,1.57
343.3,133.3,3.9475,0.48156,0.96,0.300,1.55
343.4,133.6,3.9475,0.48135,0.96,0.304,1.52
343.5,133.9,3.9475,0.48226,0.96,0.303,1.52
343.6,134.3,3.9475,0.48422,0.96,0.302,1.53
343.7,134.6,3.9475,0.48592,0.96,0.302,1.54
343.8,134.9,3.9476,0.48692,0.96,0.304,1.54
343.9,135.3,3.9476,0.48744,0.96,0.305,1.53
344.0,135.6,3.9476,0.48744,0.96,0.306,1.52
344.1,135.9,3.9476,0.48702,0.96,0.306,1.53
344.2,136.2,3.9476,0.48741,0.96,0.306,1.52
344.3,136.6,3.9479,0.48933,0.95,0.306,1.52
344.4,136.9,3.9479,0.49154,0.95,0.306,1.53
344.5,137.2,3.9477,0.49287,0.96,0.306,1.54
344.6,137.6,3.9476,0.49279,0.96,0.304,1.55
344.7,137.9,3.9476,0.49198,0.95,0.303,1.55
344.8,138.2,3.9476,0.49216,0.95,0.302,1.55
344.9,138.5,3.9473,0.49353,0.95,0.303,1.55
345.0,138.9,3.9467,0.49524,0.96,0.305,1.56
345.1,139.2,3.9464,0.4967,0.96,0.307,1.55
345.2,139.5,3.9469,0.4975,0.96,0.307,1.55
345.3,139.9,3.9474,0.49762,0.96,0.307,1.55
345.4,140.2,3.9475,0.49748,0.96,0.306,1.56
345.5,140.5,3.9473,0.49828,0.96,0.306,1.55
345.6,140.8,3.9472,0.50014,0.95,0.308,1.55
345.7,141.2,3.9467,0.50132,0.95,0.309,1.54
345.8,141.5,3.9461,0.50147,0.95,0.308,1.55
345.9,141.8,3.9463,0.50169,0.95,0.305,1.56
346.0,142.1,3.9469,0.50205,0.95,0.304,1.56
346.1,142.5,3.9474,0.50198,0.95,0.305,1.56
346.2,142.8,3.9475,0.50188,0.95,0.305,1.57
346.3,143.1,3.9475,0.50243,0.95,0.304,1.58
346.4,143.5,3.9475,0.50366,0.96,0.304,1.59
346.5,143.8,3.9474,0.50534,0.96,0.305,1.59
346.6,144.1,3.9476,0.50704,0.96,0.308,1.58
346.7,144.4,3.9480,0.50844,0.97,0.310,1.58
346.8,144.8,3.9482,0.50943,0.97,0.310,1.59
346.9,145.1,3.9479,0.50984,0.97,0.310,1.60
347.0,145.4,3.9477,0.50945,0.96,0.309,1.59
347.1,145.7,3.9475,0.5091,0.95,0.308,1.57
347.2,146.0,3.9475,0.51013,0.94,0.308,1.56
347.3,146.4,3.9475,0.51146,0.94,0.308,1.56
347.4,146.7,3.9476,0.51141,0.95,0.309,1.57
347.5,147.0,3.9478,0.51137,0.95,0.310,1.57
347.6,147.3,3.9484,0.51277,0.95,0.310,1.57
347.7,147.7,3.9488,0.51393,0.95,0.309,1.57
347.8,148.0,3.9489,0.51379,0.94,0.308,1.57
347.9,148.3,3.9488,0.51412,0.94,0.309,1.56
348.0,148.6,3.9488,0.51568,0.93,0.310,1.55
348.1,149.0,3.9487,0.51719,0.94,0.310,1.56
348.2,149.3,3.9483,0.51797,0.94,0.310,1.56
348.3,149.6,3.9479,0.51806,0.93,0.310,1.56
348.4,149.9,3.9475,0.51801,0.93,0.310,1.55
348.5,150.2,3.9475,0.51856,0.93,0.310,1.56
348.6,150.6,3.9475,0.51953,0.93,0.310,1.55
348.7,150.9,3.9474,0.52031,0.92,0.310,1.54
348.8,151.2,3.9475,0.52035,0.92,0.310,1.54
348.9,151.5,3.9480,0.51955,0.92,0.310,1.54
349.0,151.9,3.9486,0.51929,0.92,0.310,1.55
349.1,152.2,3.9487,0.5205,0.93,0.310,1.56
349.2,152.5,3.9483,0.52236,0.94,0.311,1.58
349.3,152.8,3.9477,0.52388,0.94,0.311,1.58
349.4,153.2,3.9474,0.52419,0.93,0.311,1.57
349.5,153.5,3.9474,0.52387,0.92,0.310,1.56
349.6,153.8,3.9475,0.52491,0.93,0.310,1.57
349.7,154.1,3.9475,0.5268,0.93,0.310,1.58
349.8,154.4,3.9473,0.52736,0.93,0.311,1.58
349.9,154.8,3.9472,0.52696,0.94,0.310,1.60
350.0,155.1,3.9472,0.52706,0.94,0.310,1.61
350.1,155.4,3.9473,0.52772,0.94,0.310,1.60
350.2,155.7,3.9473,0.5286,0.93,0.312,1.58
350.3,156.0,3.9473,0.52985,0.93,0.313,1.58
350.4,156.4,3.9473,0.53138,0.94,0.313,1.59
350.5,156.7,3.9472,0.53225,0.93,0.313,1.59
350.6,157.0,3.9471,0.53234,0.93,0.312,1.59
350.7,157.3,3.9468,0.53328,0.93,0.311,1.60
350.8,157.7,3.9466,0.53493,0.93,0.311,1.60
350.9,158.0,3.9468,0.53482,0.93,0.313,1.59
351.0,158.3,3.9473,0.53365,0.93,0.313,1.59
351.1,158.6,3.9475,0.5348,0.93,0.312,1.59
351.2,158.9,3.9474,0.53723,0.93,0.312,1.60
351.3,159.3,3.9473,0.53744,0.93,0.312,1.60
351.4,159.6,3.9474,0.53642,0.93,0.312,1.60
351.5,159.9,3.9476,0.5367,0.93,0.312,1.60
351.6,160.2,3.9481,0.53797,0.93,0.312,1.61
351.7,160.5,3.9484,0.53921,0.93,0.312,1.61
351.8,160.9,3.9483,0.54017,0.93,0.312,1.61
351.9,161.2,3.9477,0.54084,0.93,0.313,1.61
352.0,161.5,3.9473,0.54131,0.93,0.314,1.60
352.1,161.8,3.9473,0.54165,0.92,0.314,1.60
352.2,162.1,3.9474,0.5418,0.92,0.313,1.60
352.3,162.5,3.9474,0.54186,0.92,0.313,1.60
352.4,162.8,3.9474,0.54217,0.92,0.313,1.60
352.5,163.1,3.9474,0.54263,0.93,0.314,1.60
352.6,163.4,3.9473,0.54276,0.93,0.314,1.61
352.7,163.7,3.9473,0.54295,0.93,0.314,1.61
352.8,164.0,3.9477,0.54405,0.93,0.314,1.61
352.9,164.4,3.9483,0.54565,0.93,0.314,1.61
353.0,164.7,3.9487,0.54682,0.92,0.313,1.61
353.1,165.0,3.9487,0.54735,0.93,0.313,1.62
353.2,165.3,3.9482,0.5474,0.93,0.314,1.62
353.3,165.6,3.9476,0.5476,0.93,0.316,1.61
353.4,166.0,3.9474,0.54819,0.92,0.317,1.60
353.5,166.3,3.9474,0.54791,0.92,0.316,1.60
353.6,166.6,3.9474,0.54654,0.93,0.315,1.61
353.7,166.9,3.9474,0.54647,0.93,0.314,1.61
353.8,167.2,3.9475,0.54835,0.93,0.314,1.62
353.9,167.5,3.9479,0.54963,0.92,0.313,1.62
354.0,167.9,3.9485,0.54972,0.92,0.313,1.61
354.1,168.2,3.9488,0.55039,0.92,0.314,1.61
354.2,168.5,3.9487,0.55146,0.92,0.314,1.62
354.3,168.8,3.9487,0.55131,0.93,0.315,1.62
354.4,169.1,3.9487,0.55063,0.93,0.315,1.62
354.5,169.5,3.9484,0.55127,0.92,0.315,1.61
354.6,169.8,3.9480,0.55264,0.92,0.316,1.60
354.7,170.1,3.9482,0.55333,0.92,0.316,1.61
354.8,170.4,3.9486,0.55332,0.92,0.316,1.61
354.9,170.7,3.9487,0.55303,0.92,0.315,1.62
355.0,171.0,3.9486,0.55271,0.92,0.315,1.62
355.1,171.4,3.9485,0.55251,0.92,0.316,1.61
355.2,171.7,3.9486,0.55231,0.92,0.317,1.61
355.3,172.0,3.9487,0.55213,0.92,0.316,1.61
355.4,172.3,3.9485,0.55227,0.91,0.314,1.61
355.5,172.6,3.9479,0.5528,0.91,0.313,1.61
355.6,172.9,3.9474,0.55337,0.91,0.315,1.60
355.7,173.3,3.9473,0.55353,0.92,0.317,1.60
355.8,173.6,3.9473,0.5528,0.92,0.317,1.60
355.9,173.9,3.9473,0.55186,0.92,0.318,1.59
356.0,174.2,3.9473,0.55219,0.92,0.318,1.59
356.1,174.5,3.9473,0.55332,0.92,0.317,1.60
356.2,174.8,3.9473,0.55364,0.92,0.315,1.61
356.3,175.2,3.9473,0.55349,0.92,0.316,1.61
356.4,175.5,3.9472,0.55397,0.92,0.318,1.60
356.5,175.8,3.9473,0.5543,0.92,0.319,1.60
356.6,176.1,3.9475,0.5535,0.92,0.318,1.60
356.7,176.4,3.9476,0.55274,0.92,0.317,1.61
356.8,176.7,3.9474,0.55326,0.92,0.317,1.61
356.9,177.0,3.9473,0.5542,0.92,0.318,1.60
357.0,177.4,3.9472,0.55462,0.92,0.320,1.60
357.1,177.7,3.9473,0.55466,0.92,0.320,1.60
357.2,178.0,3.9473,0.55452,0.92,0.318,1.60
357.3,178.3,3.9473,0.55415,0.92,0.317,1.60
357.4,178.6,3.9473,0.55379,0.92,0.317,1.60
357.5,178.9,3.9473,0.55419,0.92,0.319,1.61
357.6,179.2,3.9471,0.5551,0.93,0.319,1.61
357.7,179.6,3.9467,0.55499,0.92,0.317,1.62
357.8,179.9,3.9461,0.55361,0.92,0.316,1.61
357.9,180.2,3.9460,0.5521,0.92,0.317,1.60
358.0,180.5,3.9464,0.55146,0.92,0.318,1.59
358.1,180.8,3.9469,0.55243,0.92,0.318,1.59
358.2,181.1,3.9472,0.55391,0.92,0.319,1.60
358.3,181.4,3.9473,0.55403,0.92,0.319,1.60
358.4,181.8,3.9473,0.55352,0.92,0.318,1.60
358.5,182.1,3.9473,0.55397,0.91,0.317,1.59
358.6,182.4,3.9473,0.55448,0.92,0.317,1.60
358.7,182.7,3.9473,0.5538,0.92,0.318,1.60
358.8,183.0,3.9473,0.55334,0.92,0.319,1.59
358.9,183.3,3.9473,0.55432,0.92,0.319,1.59
359.0,183.6,3.9473,0.55481,0.92,0.319,1.60
359.1,184.0,3.9472,0.55343,0.92,0.317,1.60
359.2,184.3,3.9468,0.55223,0.92,0.316,1.60
359.3,184.6,3.9462,0.55241,0.92,0.316,1.60
359.4,184.9,3.9459,0.55244,0.92,0.317,1.60
359.5,185.2,3.9460,0.55168,0.92,0.319,1.59
359.6,185.5,3.9465,0.55145,0.92,0.320,1.59
359.7,185.8,3.9471,0.55221,0.92,0.320,1.59
359.8,186.2,3.9473,0.55325,0.92,0.320,1.59
359.9,186.5,3.9473,0.5538,0.92,0.319,1.60
360.0,186.8,3.9472,0.55318,0.92,0.319,1.60
360.1,187.1,3.9473,0.5517,0.92,0.318,1.60
360.2,187.4,3.9472,0.55037,0.92,0.319,1.59
360.3,187.7,3.9472,0.54995,0.92,0.321,1.58
360.4,188.0,3.9473,0.55084,0.92,0.322,1.57
360.5,188.3,3.9473,0.55205,0.92,0.323,1.58
360.6,188.7,3.9469,0.55216,0.92,0.322,1.58
360.7,189.0,3.9463,0.55148,0.92,0.321,1.58
360.8,189.3,3.9460,0.55093,0.91,0.321,1.57
360.9,189.6,3.9460,0.55118,0.91,0.321,1.57
361.0,189.9,3.9459,0.5523,0.92,0.321,1.58
361.1,190.2,3.9460,0.5523,0.92,0.320,1.58
361.2,190.5,3.9462,0.54995,0.92,0.321,1.57
361.3,190.8,3.9467,0.54852,0.92,0.323,1.56
361.4,191.1,3.9471,0.55029,0.92,0.325,1.56
361.5,191.5,3.9473,0.55213,0.92,0.324,1.56
361.6,191.8,3.9470,0.55166,0.92,0.323,1.56
361.7,192.1,3.9465,0.55034,0.92,0.323,1.57
361.8,192.4,3.9461,0.5494,0.92,0.322,1.57
361.9,192.7,3.9459,0.54832,0.92,0.321,1.56
362.0,193.0,3.9459,0.54711,0.91,0.322,1.55
362.1,193.3,3.9460,0.54686,0.92,0.324,1.55
362.2,193.6,3.9461,0.54762,0.92,0.325,1.55
362.3,193.9,3.9465,0.54789,0.92,0.324,1.55
362.4,194.2,3.9471,0.54735,0.92,0.322,1.56
362.5,194.6,3.9474,0.54722,0.91,0.321,1.55
362.6,194.9,3.9473,0.54782,0.91,0.321,1.55
362.7,195.2,3.9472,0.54843,0.91,0.321,1.56
362.8,195.5,3.9473,0.54888,0.92,0.322,1.57
362.9,195.8,3.9473,0.54951,0.92,0.323,1.57
363.0,196.1,3.9473,0.54991,0.92,0.323,1.57
363.1,196.4,3.9473,0.54933,0.92,0.324,1.55
363.2,196.7,3.9473,0.5483,0.92,0.324,1.55
363.3,197.0,3.9471,0.54794,0.92,0.324,1.56
363.4,197.3,3.9467,0.54783,0.92,0.323,1.56
363.5,197.7,3.9463,0.54698,0.92,0.322,1.56
363.6,198.0,3.9460,0.54636,0.91,0.322,1.55
363.7,198.3,3.9459,0.54732,0.91,0.322,1.55
363.8,198.6,3.9460,0.54866,0.91,0.322,1.55
363.9,198.9,3.9459,0.54869,0.91,0.323,1.55
364.0,199.2,3.9460,0.54792,0.91,0.325,1.54
364.1,199.5,3.9464,0.54736,0.91,0.326,1.53
364.2,199.8,3.9470,0.54737,0.91,0.324,1.54
364.3,200.1,3.9472,0.54786,0.91,0.322,1.56
364.4,200.4,3.9473,0.54762,0.91,0.323,1.55
364.5,200.7,3.9473,0.54619,0.91,0.325,1.54
364.6,201.1,3.9473,0.54572,0.91,0.326,1.53
364.7,201.4,3.9473,0.54738,0.92,0.327,1.53
364.8,201.7,3.9473,0.54887,0.92,0.326,1.55
364.9,202.0,3.9473,0.5487,0.92,0.325,1.56
365.0,202.3,3.9473,0.54828,0.92,0.323,1.56
365.1,202.6,3.9473,0.54852,0.92,0.322,1.56
365.2,202.9,3.9472,0.54871,0.91,0.323,1.55
365.3,203.2,3.9471,0.54854,0.91,0.323,1.55
365.4,203.5,3.9468,0.54859,0.91,0.324,1.55
365.5,203.8,3.9466,0.54897,0.91,0.325,1.54
365.6,204.1,3.9467,0.54904,0.92,0.326,1.54
365.7,204.4,3.9471,0.54883,0.92,0.327,1.54
365.8,204.7,3.9473,0.54916,0.91,0.326,1.54
365.9,205.1,3.9473,0.5499,0.92,0.326,1.55
366.0,205.4,3.9473,0.54992,0.93,0.327,1.56
366.1,205.7,3.9473,0.54936,0.92,0.327,1.55
366.2,206.0,3.9473,0.54951,0.92,0.326,1.54
366.3,206.3,3.9473,0.55036,0.91,0.327,1.54
366.4,206.6,3.9473,0.55079,0.92,0.328,1.54
366.5,206.9,3.9473,0.55067,0.92,0.327,1.54
366.6,207.2,3.9473,0.55064,0.92,0.326,1.54
366.7,207.5,3.9473,0.55079,0.92,0.325,1.55
366.8,207.8,3.9473,0.55085,0.92,0.324,1.55
366.9,208.1,3.9473,0.55105,0.91,0.325,1.55
367.0,208.4,3.9473,0.55184,0.91,0.326,1.55
367.1,208.7,3.9473,0.55254,0.91,0.327,1.54
367.2,209.0,3.9473,0.55211,0.91,0.328,1.53
367.3,209.3,3.9473,0.55128,0.91,0.328,1.53
367.4,209.6,3.9472,0.55132,0.91,0.327,1.54
367.5,210.0,3.9472,0.55176,0.91,0.327,1.54
367.6,210.3,3.9475,0.55165,0.91,0.326,1.54
367.7,210.6,3.9479,0.55203,0.91,0.326,1.55
367.8,210.9,3.9481,0.55406,0.92,0.327,1.55
367.9,211.2,3.9479,0.55546,0.92,0.327,1.56
