Temp,time ,TGA,DSC,Sensitivity,Heating Rate,Heat Capacity,Heat Capacity,Heat Capacity
683.5,1107.4,0.1805,1.18241,1.020,0.353,3.42,3.39,3.388
683.6,1107.7,0.1790,1.17236,1.019,0.352,3.39,3.36,3.365
683.7,1108.0,0.1778,1.16182,1.024,0.352,3.38,3.33,3.357
683.8,1108.3,0.1766,1.15176,1.030,0.353,3.36,3.31,3.344
683.9,1108.6,0.1753,1.14252,1.032,0.353,3.34,3.29,3.313
684.0,1108.8,0.1739,1.13333,1.030,0.352,3.32,3.28,3.276
684.1,1109.1,0.1725,1.12356,1.031,0.352,3.29,3.25,3.262
684.2,1109.4,0.1709,1.1133,1.032,0.352,3.26,3.23,3.243
684.3,1109.7,0.1690,1.10282,1.031,0.353,3.22,3.22,3.207
684.4,1110.0,0.1672,1.09257,1.030,0.353,3.18,3.19,3.172
684.5,1110.3,0.1659,1.08295,1.030,0.353,3.16,3.15,3.139
684.6,1110.5,0.1647,1.07378,1.032,0.353,3.13,3.12,3.115
684.7,1110.8,0.1634,1.06473,1.033,0.353,3.11,3.09,3.093
684.8,1111.1,0.1620,1.05574,1.030,0.353,3.08,3.07,3.066
684.9,1111.4,0.1605,1.04684,1.029,0.353,3.05,3.04,3.040
685.0,1111.7,0.1589,1.03786,1.031,0.353,3.03,3.00,3.017
685.1,1112.0,0.1571,1.02854,1.032,0.352,3.01,2.98,2.991
685.2,1112.2,0.1553,1.01891,1.032,0.352,2.99,2.96,2.964
685.3,1112.5,0.1539,1.00929,1.032,0.352,2.96,2.94,2.943
685.4,1112.8,0.1529,0.99995,1.036,0.353,2.93,2.91,2.933
685.5,1113.1,0.1520,0.99107,1.038,0.354,2.91,2.87,2.916
685.6,1113.4,0.1508,0.98254,1.037,0.353,2.88,2.84,2.876
685.7,1113.7,0.1496,0.97376,1.035,0.353,2.86,2.81,2.835
685.8,1113.9,0.1484,0.96457,1.034,0.352,2.83,2.79,2.816
685.9,1114.2,0.1470,0.95579,1.033,0.353,2.80,2.79,2.799
686.0,1114.5,0.1454,0.94791,1.031,0.354,2.76,2.78,2.762
686.1,1114.8,0.1439,0.94021,1.029,0.353,2.74,2.74,2.725
686.2,1115.1,0.1428,0.932,1.030,0.353,2.72,2.70,2.707
686.3,1115.4,0.1418,0.92362,1.035,0.352,2.71,2.66,2.699
686.4,1115.6,0.1407,0.91558,1.037,0.353,2.69,2.64,2.675
686.5,1115.9,0.1394,0.90774,1.036,0.354,2.66,2.64,2.644
686.6,1116.2,0.1380,0.89973,1.036,0.353,2.64,2.63,2.622
686.7,1116.5,0.1366,0.8916,1.036,0.353,2.62,2.60,2.602
686.8,1116.8,0.1351,0.88357,1.036,0.353,2.60,2.59,2.581
686.9,1117.1,0.1336,0.87566,1.039,0.353,2.58,2.57,2.563
687.0,1117.3,0.1323,0.86773,1.038,0.353,2.55,2.55,2.538
687.1,1117.6,0.1314,0.85973,1.037,0.353,2.52,2.54,2.508
687.2,1117.9,0.1304,0.85169,1.037,0.352,2.51,2.52,2.485
687.3,1118.2,0.1294,0.84374,1.039,0.351,2.50,2.49,2.472
687.4,1118.5,0.1283,0.83613,1.041,0.353,2.47,2.47,2.459
687.5,1118.8,0.1271,0.8288,1.037,0.354,2.43,2.44,2.422
687.6,1119.0,0.1259,0.82115,1.033,0.354,2.39,2.42,2.380
687.7,1119.3,0.1245,0.81298,1.033,0.353,2.38,2.40,2.351
687.8,1119.6,0.1231,0.80515,1.034,0.352,2.37,2.38,2.335
687.9,1119.9,0.1216,0.79831,1.037,0.351,2.36,2.37,2.327
688.0,1120.2,0.1203,0.79161,1.037,0.351,2.34,2.36,2.311
688.1,1120.5,0.1192,0.78418,1.034,0.352,2.31,2.35,2.279
688.2,1120.8,0.1183,0.77645,1.032,0.352,2.28,2.30,2.245
688.3,1121.0,0.1173,0.76913,1.035,0.352,2.26,2.25,2.232
688.4,1121.3,0.1161,0.7621,1.039,0.352,2.25,2.23,2.225
688.5,1121.6,0.1149,0.75498,1.038,0.352,2.22,2.23,2.203
688.6,1121.9,0.1136,0.74782,1.034,0.353,2.19,2.24,2.174
688.7,1122.2,0.1126,0.74092,1.032,0.353,2.17,2.21,2.154
688.8,1122.5,0.1118,0.73415,1.034,0.353,2.15,2.17,2.143
688.9,1122.7,0.1113,0.72708,1.037,0.354,2.13,2.14,2.128
689.0,1123.0,0.1106,0.72003,1.037,0.353,2.11,2.11,2.104
689.1,1123.3,0.1095,0.71409,1.035,0.353,2.10,2.10,2.084
689.2,1123.6,0.1079,0.70917,1.034,0.352,2.08,2.07,2.067
689.3,1123.9,0.1066,0.70338,1.035,0.352,2.07,2.05,2.049
689.4,1124.2,0.1059,0.69604,1.039,0.353,2.05,2.03,2.032
689.5,1124.4,0.1054,0.68911,1.041,0.353,2.03,2.02,2.015
689.6,1124.7,0.1045,0.68376,1.038,0.352,2.01,2.01,1.996
689.7,1125.0,0.1034,0.67798,1.036,0.352,2.00,2.01,1.982
689.8,1125.3,0.1021,0.67017,1.036,0.352,1.97,1.98,1.968
689.9,1125.6,0.1012,0.66232,1.036,0.352,1.95,1.95,1.947
690.0,1125.9,0.1007,0.65668,1.039,0.352,1.94,1.93,1.930
690.1,1126.1,0.1004,0.65205,1.039,0.353,1.92,1.91,1.907
690.2,1126.4,0.0995,0.64639,1.038,0.354,1.90,1.91,1.887
690.3,1126.7,0.0983,0.63982,1.039,0.353,1.88,1.89,1.875
690.4,1127.0,0.0976,0.63341,1.041,0.352,1.87,1.86,1.861
690.5,1127.3,0.0972,0.62716,1.042,0.352,1.86,1.85,1.849
690.6,1127.6,0.0965,0.6205,1.040,0.352,1.83,1.85,1.829
690.7,1127.8,0.0956,0.61374,1.037,0.352,1.81,1.83,1.807
690.8,1128.1,0.0946,0.60797,1.037,0.351,1.80,1.80,1.793
690.9,1128.4,0.0937,0.60329,1.039,0.351,1.79,1.77,1.778
691.0,1128.7,0.0930,0.59858,1.040,0.351,1.77,1.75,1.762
691.1,1129.0,0.0924,0.59316,1.039,0.351,1.76,1.74,1.740
691.2,1129.3,0.0915,0.58716,1.036,0.350,1.74,1.73,1.718
691.3,1129.6,0.0904,0.58088,1.035,0.350,1.72,1.72,1.702
691.4,1129.8,0.0894,0.57488,1.037,0.351,1.70,1.70,1.690
691.5,1130.1,0.0889,0.56951,1.043,0.351,1.70,1.69,1.679
691.6,1130.4,0.0886,0.56442,1.044,0.350,1.68,1.67,1.662
691.7,1130.7,0.0880,0.55929,1.040,0.350,1.66,1.66,1.644
691.8,1131.0,0.0872,0.55425,1.037,0.353,1.63,1.64,1.627
691.9,1131.3,0.0864,0.54945,1.035,0.355,1.60,1.62,1.605
692.0,1131.5,0.0856,0.54463,1.037,0.356,1.59,1.60,1.587
692.1,1131.8,0.0851,0.5394,1.040,0.355,1.58,1.58,1.580
692.2,1132.1,0.0846,0.53396,1.040,0.355,1.57,1.57,1.571
692.3,1132.4,0.0837,0.52865,1.037,0.355,1.54,1.56,1.555
692.4,1132.7,0.0827,0.52349,1.034,0.353,1.53,1.54,1.537
692.5,1133.0,0.0820,0.51827,1.033,0.351,1.53,1.53,1.521
692.6,1133.2,0.0815,0.51312,1.034,0.350,1.52,1.51,1.505
692.7,1133.5,0.0810,0.50845,1.038,0.351,1.50,1.49,1.491
692.8,1133.8,0.0802,0.50413,1.041,0.352,1.49,1.48,1.479
692.9,1134.1,0.0793,0.49944,1.041,0.351,1.48,1.47,1.467
693.0,1134.4,0.0784,0.49413,1.040,0.351,1.47,1.46,1.455
693.1,1134.7,0.0777,0.48886,1.039,0.351,1.45,1.45,1.441
693.2,1134.9,0.0772,0.48403,1.040,0.352,1.43,1.43,1.426
693.3,1135.2,0.0766,0.47936,1.042,0.353,1.41,1.41,1.413
693.4,1135.5,0.0757,0.47475,1.042,0.353,1.40,1.40,1.402
693.5,1135.8,0.0750,0.47076,1.042,0.352,1.39,1.39,1.388
693.6,1136.1,0.0746,0.46768,1.040,0.351,1.39,1.38,1.372
693.7,1136.4,0.0743,0.46417,1.039,0.351,1.38,1.36,1.355
693.8,1136.7,0.0737,0.45894,1.040,0.351,1.36,1.35,1.342
693.9,1136.9,0.0730,0.4533,1.043,0.352,1.34,1.34,1.334
694.0,1137.2,0.0722,0.44912,1.049,0.352,1.34,1.33,1.330
694.1,1137.5,0.0715,0.44569,1.053,0.351,1.34,1.32,1.324
694.2,1137.8,0.0711,0.4413,1.053,0.349,1.33,1.32,1.315
694.3,1138.1,0.0706,0.43623,1.050,0.347,1.32,1.31,1.296
694.4,1138.4,0.0699,0.43202,1.044,0.347,1.30,1.30,1.274
694.5,1138.7,0.0691,0.42871,1.042,0.347,1.29,1.28,1.259
694.6,1138.9,0.0685,0.42522,1.045,0.347,1.28,1.26,1.255
694.7,1139.2,0.0682,0.42142,1.049,0.349,1.27,1.25,1.255
694.8,1139.5,0.0678,0.41819,1.048,0.351,1.25,1.24,1.240
694.9,1139.8,0.0672,0.4155,1.045,0.353,1.23,1.24,1.211
695.0,1140.1,0.0664,0.41218,1.041,0.352,1.22,1.22,1.187
695.1,1140.4,0.0658,0.40776,1.039,0.351,1.21,1.20,1.180
695.2,1140.7,0.0652,0.40307,1.040,0.351,1.20,1.18,1.183
695.3,1140.9,0.0648,0.39881,1.044,0.351,1.19,1.17,1.176
695.4,1141.2,0.0643,0.39507,1.046,0.351,1.18,1.17,1.157
695.5,1141.5,0.0635,0.39163,1.043,0.350,1.17,1.16,1.139
695.6,1141.8,0.0627,0.3876,1.043,0.348,1.16,1.15,1.131
695.7,1142.1,0.0623,0.38243,1.046,0.346,1.16,1.13,1.126
695.8,1142.4,0.0620,0.3776,1.046,0.348,1.14,1.12,1.118
695.9,1142.7,0.0615,0.37461,1.045,0.350,1.12,1.12,1.107
696.0,1142.9,0.0609,0.37254,1.042,0.350,1.11,1.11,1.093
696.1,1143.2,0.0606,0.36988,1.040,0.350,1.10,1.10,1.082
696.2,1143.5,0.0603,0.36648,1.038,0.350,1.09,1.08,1.075
696.3,1143.8,0.0599,0.36274,1.035,0.349,1.08,1.07,1.065
696.4,1144.1,0.0594,0.35889,1.035,0.349,1.07,1.06,1.051
696.5,1144.4,0.0592,0.35506,1.037,0.349,1.05,1.05,1.039
696.6,1144.7,0.0591,0.35149,1.040,0.349,1.05,1.03,1.034
696.7,1145.0,0.0587,0.34851,1.042,0.350,1.04,1.02,1.033
696.8,1145.2,0.0580,0.34589,1.044,0.351,1.03,1.02,1.028
696.9,1145.5,0.0577,0.34293,1.043,0.350,1.02,1.01,1.015
697.0,1145.8,0.0577,0.33927,1.042,0.349,1.01,1.00,0.998
697.1,1146.1,0.0577,0.33499,1.044,0.348,1.00,0.99,0.988
697.2,1146.4,0.0574,0.33065,1.047,0.348,0.99,0.98,0.987
697.3,1146.7,0.0569,0.32747,1.047,0.349,0.98,0.98,0.982
697.4,1147.0,0.0563,0.32576,1.047,0.349,0.98,0.97,0.970
697.5,1147.2,0.0559,0.3239,1.048,0.349,0.97,0.96,0.959
697.6,1147.5,0.0558,0.3208,1.048,0.349,0.96,0.95,0.952
697.7,1147.8,0.0556,0.31741,1.047,0.350,0.95,0.94,0.946
697.8,1148.1,0.0548,0.31466,1.047,0.351,0.94,0.93,0.937
697.9,1148.4,0.0541,0.31217,1.047,0.351,0.93,0.92,0.926
698.0,1148.7,0.0540,0.30942,1.046,0.351,0.92,0.92,0.915
698.1,1149.0,0.0541,0.30643,1.047,0.352,0.91,0.91,0.907
698.2,1149.2,0.0536,0.30337,1.047,0.351,0.91,0.90,0.902
698.3,1149.5,0.0529,0.3004,1.049,0.350,0.90,0.89,0.899
698.4,1149.8,0.0524,0.29765,1.051,0.349,0.90,0.88,0.890
698.5,1150.1,0.0522,0.29515,1.051,0.349,0.89,0.88,0.874
698.6,1150.4,0.0520,0.29281,1.050,0.351,0.88,0.87,0.860
698.7,1150.7,0.0516,0.29031,1.048,0.350,0.87,0.86,0.849
698.8,1151.0,0.0511,0.28717,1.047,0.349,0.86,0.85,0.842
698.9,1151.2,0.0506,0.28359,1.044,0.348,0.85,0.85,0.836
699.0,1151.5,0.0504,0.28035,1.044,0.348,0.84,0.84,0.831
699.1,1151.8,0.0503,0.27796,1.047,0.348,0.84,0.83,0.823
699.2,1152.1,0.0499,0.27655,1.049,0.348,0.83,0.82,0.815
699.3,1152.4,0.0490,0.27566,1.050,0.349,0.83,0.82,0.807
699.4,1152.7,0.0485,0.27409,1.049,0.349,0.82,0.81,0.799
699.5,1153.0,0.0486,0.2713,1.047,0.349,0.81,0.80,0.791
699.6,1153.3,0.0485,0.26822,1.046,0.349,0.80,0.79,0.784
699.7,1153.5,0.0479,0.26547,1.046,0.349,0.80,0.78,0.778
699.8,1153.8,0.0472,0.26279,1.045,0.349,0.79,0.78,0.768
699.9,1154.1,0.0468,0.2599,1.044,0.349,0.78,0.77,0.761
700.0,1154.4,0.0467,0.25695,1.047,0.348,0.77,0.77,0.755
700.1,1154.7,0.0468,0.2542,1.050,0.347,0.77,0.76,0.748
700.2,1155.0,0.0467,0.25195,1.049,0.348,0.76,0.76,0.737
700.3,1155.3,0.0463,0.25034,1.046,0.350,0.75,0.75,0.727
700.4,1155.5,0.0457,0.24846,1.045,0.349,0.74,0.74,0.722
700.5,1155.8,0.0453,0.24532,1.045,0.348,0.74,0.73,0.719
700.6,1156.1,0.0452,0.24198,1.043,0.348,0.73,0.72,0.711
700.7,1156.4,0.0451,0.24015,1.043,0.349,0.72,0.72,0.702
700.8,1156.7,0.0451,0.23926,1.048,0.348,0.72,0.71,0.697
700.9,1157.0,0.0452,0.2376,1.056,0.347,0.72,0.70,0.698
701.0,1157.3,0.0452,0.23487,1.057,0.347,0.72,0.70,0.694
701.1,1157.6,0.0451,0.23175,1.051,0.349,0.70,0.70,0.683
701.2,1157.8,0.0447,0.229,1.048,0.350,0.69,0.70,0.673
701.3,1158.1,0.0443,0.22737,1.049,0.351,0.68,0.68,0.669
701.4,1158.4,0.0438,0.22664,1.051,0.350,0.68,0.67,0.668
701.5,1158.7,0.0436,0.2255,1.050,0.349,0.68,0.67,0.663
701.6,1159.0,0.0437,0.22335,1.047,0.349,0.67,0.67,0.654
701.7,1159.3,0.0435,0.22078,1.045,0.349,0.66,0.66,0.645
701.8,1159.6,0.0430,0.21843,1.045,0.349,0.65,0.65,0.640
701.9,1159.8,0.0425,0.21689,1.048,0.348,0.65,0.64,0.639
702.0,1160.1,0.0422,0.21619,1.050,0.348,0.65,0.64,0.636
702.1,1160.4,0.0421,0.21501,1.049,0.348,0.65,0.63,0.628
702.2,1160.7,0.0418,0.21249,1.047,0.348,0.64,0.63,0.618
702.3,1161.0,0.0414,0.20984,1.046,0.350,0.63,0.62,0.610
702.4,1161.3,0.0409,0.20821,1.046,0.351,0.62,0.62,0.604
702.5,1161.6,0.0406,0.20678,1.047,0.349,0.62,0.62,0.603
702.6,1161.9,0.0406,0.20453,1.050,0.347,0.62,0.61,0.604
702.7,1162.1,0.0406,0.2023,1.053,0.347,0.61,0.61,0.601
702.8,1162.4,0.0402,0.20131,1.054,0.349,0.61,0.60,0.592
702.9,1162.7,0.0396,0.20066,1.056,0.349,0.61,0.60,0.582
703.0,1163.0,0.0392,0.19872,1.054,0.349,0.60,0.60,0.577
703.1,1163.3,0.0390,0.19582,1.044,0.349,0.59,0.59,0.571
703.2,1163.6,0.0390,0.19334,1.036,0.350,0.57,0.59,0.563
703.3,1163.9,0.0390,0.1917,1.038,0.349,0.57,0.57,0.559
703.4,1164.1,0.0390,0.19058,1.047,0.349,0.57,0.56,0.558
703.5,1164.4,0.0389,0.18943,1.053,0.349,0.57,0.56,0.556
703.6,1164.7,0.0385,0.18749,1.055,0.348,0.57,0.56,0.551
703.7,1165.0,0.0380,0.18481,1.053,0.348,0.56,0.56,0.543
703.8,1165.3,0.0376,0.1824,1.050,0.348,0.55,0.56,0.539
703.9,1165.6,0.0376,0.18082,1.048,0.348,0.55,0.55,0.538
704.0,1165.9,0.0377,0.17986,1.049,0.347,0.54,0.54,0.537
704.1,1166.2,0.0377,0.17919,1.052,0.347,0.54,0.53,0.534
704.2,1166.4,0.0372,0.17836,1.054,0.347,0.54,0.53,0.528
704.3,1166.7,0.0361,0.17711,1.057,0.348,0.54,0.53,0.524
704.4,1167.0,0.0351,0.17576,1.059,0.349,0.53,0.53,0.517
704.5,1167.3,0.0348,0.17441,1.057,0.348,0.53,0.53,0.512
704.6,1167.6,0.0348,0.17227,1.054,0.347,0.52,0.53,0.509
704.7,1167.9,0.0348,0.16893,1.049,0.346,0.51,0.52,0.507
704.8,1168.2,0.0346,0.16642,1.047,0.347,0.50,0.51,0.504
704.9,1168.5,0.0340,0.16664,1.047,0.349,0.50,0.51,0.497
705.0,1168.7,0.0334,0.16792,1.052,0.349,0.51,0.51,0.494
705.1,1169.0,0.0332,0.16775,1.056,0.349,0.51,0.50,0.493
705.2,1169.3,0.0333,0.16611,1.052,0.347,0.50,0.49,0.488
705.3,1169.6,0.0333,0.16401,1.050,0.346,0.50,0.49,0.482
705.4,1169.9,0.0333,0.16199,1.053,0.346,0.49,0.49,0.477
705.5,1170.2,0.0334,0.16033,1.057,0.347,0.49,0.49,0.473
705.6,1170.5,0.0334,0.15901,1.056,0.347,0.48,0.48,0.470
705.7,1170.8,0.0331,0.15783,1.051,0.347,0.48,0.48,0.468
705.8,1171.1,0.0326,0.15704,1.050,0.347,0.48,0.48,0.464
705.9,1171.3,0.0322,0.15719,1.051,0.347,0.48,0.47,0.456
706.0,1171.6,0.0320,0.15767,1.052,0.347,0.48,0.47,0.449
706.1,1171.9,0.0320,0.15666,1.052,0.348,0.47,0.46,0.447
706.2,1172.2,0.0320,0.15393,1.054,0.348,0.47,0.46,0.447
706.3,1172.5,0.0320,0.15128,1.056,0.348,0.46,0.45,0.444
706.4,1172.8,0.0320,0.14967,1.057,0.347,0.46,0.45,0.439
706.5,1173.1,0.0320,0.14849,1.056,0.348,0.45,0.45,0.437
706.6,1173.4,0.0321,0.14732,1.056,0.348,0.45,0.45,0.435
706.7,1173.6,0.0319,0.14636,1.054,0.347,0.44,0.44,0.434
706.8,1173.9,0.0315,0.14573,1.053,0.347,0.44,0.44,0.434
706.9,1174.2,0.0310,0.14509,1.055,0.348,0.44,0.43,0.432
707.0,1174.5,0.0307,0.14424,1.059,0.348,0.44,0.43,0.430
707.1,1174.8,0.0307,0.14363,1.062,0.347,0.44,0.43,0.427
707.2,1175.1,0.0307,0.14351,1.061,0.346,0.44,0.43,0.421
707.3,1175.4,0.0307,0.14265,1.058,0.347,0.44,0.43,0.417
707.4,1175.7,0.0307,0.13998,1.055,0.348,0.42,0.42,0.415
707.5,1175.9,0.0307,0.13724,1.057,0.348,0.42,0.42,0.412
707.6,1176.2,0.0308,0.13665,1.057,0.346,0.42,0.41,0.407
707.7,1176.5,0.0307,0.13726,1.056,0.348,0.42,0.41,0.400
707.8,1176.8,0.0304,0.13701,1.054,0.350,0.41,0.42,0.394
707.9,1177.1,0.0299,0.13596,1.054,0.350,0.41,0.41,0.390
708.0,1177.4,0.0295,0.13522,1.055,0.348,0.41,0.40,0.390
708.1,1177.7,0.0294,0.13486,1.054,0.348,0.41,0.40,0.389
708.2,1178.0,0.0294,0.13426,1.055,0.348,0.41,0.40,0.387
708.3,1178.2,0.0294,0.13308,1.053,0.348,0.40,0.40,0.383
708.4,1178.5,0.0294,0.13128,1.050,0.348,0.40,0.40,0.383
708.5,1178.8,0.0293,0.12947,1.055,0.347,0.39,0.39,0.385
708.6,1179.1,0.0294,0.12897,1.060,0.348,0.39,0.39,0.384
708.7,1179.4,0.0295,0.1297,1.059,0.348,0.40,0.39,0.377
708.8,1179.7,0.0293,0.12971,1.057,0.347,0.39,0.39,0.369
708.9,1180.0,0.0288,0.12833,1.055,0.347,0.39,0.38,0.364
709.0,1180.3,0.0283,0.12733,1.056,0.348,0.39,0.38,0.363
709.1,1180.5,0.0281,0.12759,1.058,0.348,0.39,0.38,0.361
709.2,1180.8,0.0280,0.12751,1.060,0.347,0.39,0.38,0.358
709.3,1181.1,0.0280,0.12599,1.060,0.347,0.38,0.38,0.354
709.4,1181.4,0.0280,0.1241,1.056,0.348,0.38,0.37,0.352
709.5,1181.7,0.0280,0.12292,1.056,0.348,0.37,0.37,0.352
709.6,1182.0,0.0280,0.12211,1.058,0.348,0.37,0.37,0.349
709.7,1182.3,0.0280,0.12118,1.060,0.347,0.37,0.37,0.345
709.8,1182.6,0.0280,0.12041,1.062,0.348,0.37,0.37,0.345
709.9,1182.8,0.0281,0.12017,1.062,0.348,0.37,0.36,0.346
710.0,1183.1,0.0281,0.11992,1.064,0.347,0.37,0.36,0.346
710.1,1183.4,0.0277,0.119,1.065,0.345,0.37,0.36,0.341
710.2,1183.7,0.0272,0.11812,1.065,0.345,0.36,0.36,0.335
710.3,1184.0,0.0269,0.11845,1.065,0.346,0.36,0.36,0.332
710.4,1184.3,0.0267,0.1192,1.062,0.346,0.37,0.35,0.328
710.5,1184.6,0.0267,0.11864,1.059,0.346,0.36,0.35,0.325
710.6,1184.9,0.0267,0.11717,1.062,0.346,0.36,0.35,0.325
710.7,1185.2,0.0267,0.11661,1.067,0.347,0.36,0.35,0.326
710.8,1185.4,0.0267,0.11671,1.066,0.347,0.36,0.34,0.324
710.9,1185.7,0.0267,0.11551,1.061,0.347,0.35,0.34,0.318
711.0,1186.0,0.0267,0.11294,1.056,0.347,0.34,0.34,0.313
711.1,1186.3,0.0267,0.11102,1.055,0.347,0.34,0.33,0.314
711.2,1186.6,0.0268,0.11071,1.059,0.348,0.34,0.33,0.318
711.3,1186.9,0.0267,0.11153,1.063,0.348,0.34,0.33,0.318
711.4,1187.2,0.0264,0.11269,1.063,0.347,0.34,0.33,0.315
711.5,1187.5,0.0260,0.11307,1.061,0.347,0.35,0.33,0.310
711.6,1187.8,0.0256,0.11213,1.059,0.347,0.34,0.33,0.307
711.7,1188.0,0.0254,0.11059,1.057,0.346,0.34,0.33,0.305
711.8,1188.3,0.0254,0.10913,1.058,0.346,0.33,0.33,0.305
711.9,1188.6,0.0254,0.10809,1.058,0.345,0.33,0.32,0.303
712.0,1188.9,0.0254,0.10758,1.057,0.345,0.33,0.32,0.301
712.1,1189.2,0.0254,0.10719,1.060,0.346,0.33,0.32,0.302
712.2,1189.5,0.0254,0.10655,1.061,0.347,0.33,0.32,0.302
712.3,1189.8,0.0254,0.10574,1.060,0.348,0.32,0.32,0.298
712.4,1190.1,0.0254,0.10497,1.060,0.348,0.32,0.32,0.294
712.5,1190.4,0.0254,0.10454,1.061,0.348,0.32,0.31,0.294
712.6,1190.6,0.0254,0.10465,1.061,0.347,0.32,0.31,0.295
712.7,1190.9,0.0254,0.1049,1.061,0.348,0.32,0.31,0.294
712.8,1191.2,0.0254,0.1047,1.061,0.348,0.32,0.31,0.288
712.9,1191.5,0.0254,0.10404,1.063,0.348,0.32,0.30,0.287
713.0,1191.8,0.0254,0.10323,1.062,0.348,0.32,0.30,0.289
713.1,1192.1,0.0254,0.10285,1.061,0.348,0.31,0.30,0.289
713.2,1192.4,0.0254,0.10354,1.060,0.348,0.31,0.30,0.284
713.3,1192.7,0.0254,0.10446,1.060,0.348,0.32,0.30,0.282
713.4,1192.9,0.0254,0.10359,1.061,0.347,0.32,0.30,0.285
713.5,1193.2,0.0254,0.1012,1.061,0.346,0.31,0.31,0.288
713.6,1193.5,0.0254,9.99E-02,1.059,0.345,0.31,0.31,0.287
713.7,1193.8,0.0254,0.10067,1.058,0.345,0.31,0.30,0.285
713.8,1194.1,0.0254,0.10212,1.059,0.346,0.31,0.29,0.284
713.9,1194.4,0.0254,0.10295,1.063,0.347,0.32,0.29,0.283
714.0,1194.7,0.0254,0.10225,1.066,0.348,0.31,0.29,0.280
714.1,1195.0,0.0253,0.1001,1.065,0.348,0.31,0.29,0.278
714.2,1195.2,0.0250,9.85E-02,1.062,0.347,0.30,0.29,0.278
714.3,1195.5,0.0245,9.86E-02,1.062,0.348,0.30,0.30,0.277
714.4,1195.8,0.0241,9.94E-02,1.064,0.349,0.30,0.30,0.274
714.5,1196.1,0.0240,9.99E-02,1.065,0.349,0.30,0.30,0.270
714.6,1196.4,0.0241,0.10013,1.065,0.347,0.31,0.29,0.271
714.7,1196.7,0.0241,0.10025,1.062,0.345,0.31,0.29,0.275
714.8,1197.0,0.0241,9.98E-02,1.059,0.345,0.31,0.29,0.279
714.9,1197.3,0.0241,9.86E-02,1.061,0.347,0.30,0.29,0.280
715.0,1197.6,0.0241,9.80E-02,1.066,0.348,0.30,0.29,0.278
715.1,1197.8,0.0241,9.93E-02,1.067,0.347,0.31,0.29,0.275
715.2,1198.1,0.0241,0.10094,1.064,0.347,0.31,0.29,0.271
715.3,1198.4,0.0241,0.10056,1.063,0.346,0.31,0.29,0.269
715.4,1198.7,0.0241,9.90E-02,1.065,0.346,0.30,0.29,0.270
715.5,1199.0,0.0242,9.85E-02,1.066,0.346,0.30,0.28,0.271
715.6,1199.3,0.0242,9.88E-02,1.069,0.346,0.31,0.28,0.273
715.7,1199.6,0.0239,9.83E-02,1.069,0.346,0.30,0.28,0.271
715.8,1199.9,0.0233,9.71E-02,1.067,0.346,0.30,0.29,0.269
715.9,1200.2,0.0229,9.66E-02,1.065,0.348,0.30,0.29,0.268
716.0,1200.4,0.0228,9.71E-02,1.067,0.349,0.30,0.28,0.267
716.1,1200.7,0.0229,9.72E-02,1.066,0.348,0.30,0.28,0.269
716.2,1201.0,0.0232,9.70E-02,1.064,0.348,0.30,0.28,0.269
716.3,1201.3,0.0236,9.73E-02,1.064,0.347,0.30,0.28,0.269
716.4,1201.6,0.0239,9.86E-02,1.066,0.347,0.30,0.28,0.270
716.5,1201.9,0.0241,9.95E-02,1.068,0.347,0.31,0.29,0.273
716.6,1202.2,0.0241,9.96E-02,1.067,0.347,0.31,0.29,0.275
716.7,1202.5,0.0241,9.96E-02,1.065,0.345,0.31,0.29,0.274
716.8,1202.7,0.0241,0.10001,1.063,0.345,0.31,0.29,0.272
716.9,1203.0,0.0241,0.10034,1.063,0.347,0.31,0.28,0.273
717.0,1203.3,0.0241,0.10021,1.065,0.348,0.31,0.28,0.275
717.1,1203.6,0.0241,9.99E-02,1.066,0.346,0.31,0.29,0.275
717.2,1203.9,0.0241,9.98E-02,1.070,0.345,0.31,0.29,0.275
717.3,1204.2,0.0241,9.96E-02,1.074,0.345,0.31,0.29,0.275
717.4,1204.5,0.0241,9.90E-02,1.073,0.346,0.31,0.30,0.276
717.5,1204.8,0.0241,9.88E-02,1.068,0.347,0.30,0.30,0.276
717.6,1205.1,0.0241,9.94E-02,1.065,0.347,0.31,0.29,0.275
717.7,1205.3,0.0241,0.10052,1.066,0.348,0.31,0.29,0.275
717.8,1205.6,0.0241,0.10122,1.066,0.348,0.31,0.28,0.276
717.9,1205.9,0.0241,0.101,1.068,0.348,0.31,0.29,0.278
718.0,1206.2,0.0241,9.96E-02,1.069,0.347,0.31,0.29,0.278
718.1,1206.5,0.0241,9.82E-02,1.068,0.347,0.30,0.30,0.276
718.2,1206.8,0.0241,9.86E-02,1.069,0.348,0.30,0.30,0.276
718.3,1207.1,0.0241,0.10028,1.069,0.348,0.31,0.30,0.276
718.4,1207.4,0.0241,0.1012,1.068,0.348,0.31,0.30,0.276
718.5,1207.6,0.0241,0.10101,1.069,0.347,0.31,0.30,0.278
718.6,1207.9,0.0241,0.10097,1.070,0.347,0.31,0.29,0.281
718.7,1208.2,0.0241,0.10148,1.068,0.347,0.31,0.29,0.283
718.8,1208.5,0.0241,0.10203,1.065,0.347,0.31,0.30,0.281
718.9,1208.8,0.0241,0.10242,1.065,0.346,0.32,0.29,0.279
719.0,1209.1,0.0241,0.10304,1.064,0.345,0.32,0.29,0.278
