Temp,time,DSC,Heat Capacity,Heating Rate,Sensitivity
704.8,1169.5,0.37919,1.1515,0.3447,1.047
704.9,1169.8,0.37904,1.1516,0.3447,1.047
705,1170,0.37889,1.1516,0.3461,1.052
705.1,1170.3,0.37885,1.1516,0.3472,1.056
705.2,1170.6,0.37892,1.1517,0.3461,1.052
705.3,1170.9,0.37902,1.1517,0.3454,1.05
705.4,1171.2,0.37898,1.1518,0.3465,1.053
705.5,1171.5,0.3787,1.1518,0.3476,1.057
705.6,1171.8,0.37844,1.1518,0.3469,1.056
705.7,1172.1,0.37845,1.1519,0.3454,1.051
705.8,1172.4,0.37857,1.1519,0.3451,1.05
705.9,1172.6,0.37852,1.1519,0.3454,1.051
706,1172.9,0.3784,1.152,0.3454,1.052
706.1,1173.2,0.3784,1.152,0.3454,1.052
706.2,1173.5,0.37846,1.1521,0.3461,1.054
706.3,1173.8,0.37841,1.1521,0.3469,1.056
706.4,1174.1,0.37822,1.1521,0.3469,1.057
706.5,1174.4,0.37797,1.1522,0.3465,1.056
706.6,1174.7,0.37776,1.1522,0.3461,1.056
706.7,1175,0.37774,1.1522,0.3454,1.054
706.8,1175.2,0.3779,1.1523,0.3454,1.053
706.9,1175.5,0.37813,1.1523,0.3461,1.055
707,1175.8,0.37831,1.1524,0.3476,1.059
707.1,1176.1,0.37834,1.1524,0.3487,1.062
707.2,1176.4,0.37817,1.1524,0.3483,1.061
707.3,1176.7,0.37789,1.1525,0.3469,1.058
707.4,1177,0.37762,1.1525,0.3458,1.055
707.5,1177.3,0.37754,1.1525,0.3461,1.057
707.6,1177.6,0.3777,1.1526,0.3465,1.057
707.7,1177.8,0.37784,1.1526,0.3461,1.056
707.8,1178.1,0.37779,1.1527,0.3454,1.054
707.9,1178.4,0.37776,1.1527,0.3454,1.054
708,1178.7,0.37792,1.1527,0.3458,1.055
708.1,1179,0.37813,1.1528,0.3458,1.054
708.2,1179.3,0.37821,1.1528,0.3461,1.055
708.3,1179.6,0.37814,1.1528,0.3454,1.053
708.4,1179.9,0.37794,1.1529,0.3444,1.05
708.5,1180.2,0.37774,1.1529,0.3458,1.055
708.6,1180.4,0.37769,1.1529,0.3472,1.06
708.7,1180.7,0.37772,1.153,0.3469,1.059
708.8,1181,0.37769,1.153,0.3461,1.057
708.9,1181.3,0.37762,1.1531,0.3454,1.055
709,1181.6,0.3776,1.1531,0.3458,1.056
709.1,1181.9,0.37756,1.1531,0.3465,1.058
709.2,1182.2,0.37735,1.1532,0.3469,1.06
709.3,1182.5,0.37713,1.1532,0.3465,1.06
709.4,1182.8,0.37724,1.1532,0.3454,1.056
709.5,1183,0.37757,1.1533,0.3458,1.056
709.6,1183.3,0.37768,1.1533,0.3465,1.058
709.7,1183.6,0.37744,1.1534,0.3469,1.06
709.8,1183.9,0.37713,1.1534,0.3472,1.062
709.9,1184.2,0.37695,1.1534,0.3472,1.062
710,1184.5,0.37691,1.1535,0.3476,1.064
710.1,1184.8,0.37695,1.1535,0.3479,1.065
710.2,1185.1,0.37698,1.1535,0.3479,1.065
710.3,1185.3,0.37691,1.1536,0.3479,1.065
710.4,1185.6,0.37682,1.1536,0.3469,1.062
710.5,1185.9,0.37676,1.1536,0.3458,1.059
710.6,1186.2,0.37672,1.1537,0.3469,1.062
710.7,1186.5,0.3767,1.1537,0.3483,1.067
710.8,1186.8,0.37675,1.1538,0.3479,1.066
710.9,1187.1,0.37689,1.1538,0.3465,1.061
711,1187.4,0.37698,1.1538,0.3451,1.056
711.1,1187.7,0.37689,1.1539,0.3447,1.055
711.2,1187.9,0.37671,1.1539,0.3458,1.059
711.3,1188.2,0.37662,1.1539,0.3469,1.063
711.4,1188.5,0.37663,1.154,0.3469,1.063
711.5,1188.8,0.37671,1.154,0.3465,1.061
711.6,1189.1,0.37677,1.1541,0.3458,1.059
711.7,1189.4,0.37669,1.1541,0.3451,1.057
711.8,1189.7,0.37656,1.1541,0.3451,1.058
711.9,1190,0.37656,1.1542,0.3451,1.058
712,1190.3,0.37666,1.1542,0.3451,1.057
712.1,1190.5,0.37665,1.1542,0.3458,1.06
712.2,1190.8,0.37648,1.1543,0.3461,1.061
712.3,1191.1,0.37625,1.1543,0.3454,1.06
712.4,1191.4,0.37613,1.1543,0.3454,1.06
712.5,1191.7,0.37631,1.1544,0.3458,1.061
712.6,1192,0.37671,1.1544,0.3461,1.061
712.7,1192.3,0.3768,1.1545,0.3461,1.061
712.8,1192.6,0.37642,1.1545,0.3458,1.061
712.9,1192.9,0.37609,1.1545,0.3461,1.063
713,1193.1,0.37615,1.1546,0.3461,1.062
713.1,1193.4,0.37633,1.1546,0.3458,1.061
713.2,1193.7,0.3764,1.1546,0.3454,1.06
713.3,1194,0.37634,1.1547,0.3454,1.06
713.4,1194.3,0.37619,1.1547,0.3458,1.061
713.5,1194.6,0.37609,1.1547,0.3454,1.061
713.6,1194.9,0.37615,1.1548,0.3451,1.059
713.7,1195.2,0.37624,1.1548,0.3447,1.058
713.8,1195.5,0.37619,1.1549,0.3451,1.059
713.9,1195.8,0.37604,1.1549,0.3461,1.063
714,1196,0.37588,1.1549,0.3469,1.066
714.1,1196.3,0.37587,1.155,0.3465,1.065
714.2,1196.6,0.37614,1.155,0.3458,1.062
714.3,1196.9,0.37641,1.155,0.3461,1.062
714.4,1197.2,0.37627,1.1551,0.3465,1.064
714.5,1197.5,0.3759,1.1551,0.3465,1.065
714.6,1197.8,0.37587,1.1551,0.3465,1.065
714.7,1198.1,0.37612,1.1552,0.3458,1.062
714.8,1198.4,0.37619,1.1552,0.3447,1.059
714.9,1198.6,0.37602,1.1553,0.3454,1.061
715,1198.9,0.37592,1.1553,0.3469,1.066
715.1,1199.2,0.37598,1.1553,0.3472,1.067
715.2,1199.5,0.37601,1.1554,0.3461,1.064
715.3,1199.8,0.37592,1.1554,0.3458,1.063
715.4,1200.1,0.37586,1.1554,0.3465,1.065
715.5,1200.4,0.37586,1.1555,0.3469,1.066
715.6,1200.7,0.37586,1.1555,0.3476,1.069
715.7,1201,0.37582,1.1555,0.3476,1.069
715.8,1201.2,0.37579,1.1556,0.3469,1.067
715.9,1201.5,0.37582,1.1556,0.3465,1.065
716,1201.8,0.37583,1.1557,0.3469,1.067
716.1,1202.1,0.37573,1.1557,0.3465,1.066
716.2,1202.4,0.37561,1.1557,0.3458,1.064
716.3,1202.7,0.37554,1.1558,0.3458,1.064
716.4,1203,0.37559,1.1558,0.3465,1.066
716.5,1203.3,0.37579,1.1558,0.3472,1.068
716.6,1203.5,0.37591,1.1559,0.3469,1.067
716.7,1203.8,0.37574,1.1559,0.3461,1.065
716.8,1204.1,0.37549,1.1559,0.3454,1.063
716.9,1204.4,0.37549,1.156,0.3454,1.063
717,1204.7,0.37565,1.156,0.3461,1.065
717.1,1205,0.37567,1.1561,0.3465,1.066
717.2,1205.3,0.37555,1.1561,0.3476,1.07
717.3,1205.6,0.37545,1.1561,0.3487,1.074
717.4,1205.9,0.37544,1.1562,0.3483,1.073
717.5,1206.1,0.37549,1.1562,0.3469,1.068
717.6,1206.4,0.37554,1.1562,0.3458,1.065
717.7,1206.7,0.3755,1.1563,0.3461,1.066
717.8,1207,0.37538,1.1563,0.3461,1.066
717.9,1207.3,0.37529,1.1563,0.3465,1.068
718,1207.6,0.37529,1.1564,0.3469,1.069
718.1,1207.9,0.37532,1.1564,0.3465,1.068
718.2,1208.2,0.37533,1.1565,0.3469,1.069
718.3,1208.5,0.3753,1.1565,0.3469,1.069
718.4,1208.7,0.37525,1.1565,0.3465,1.068
718.5,1209,0.37519,1.1566,0.3469,1.069
718.6,1209.3,0.37515,1.1566,0.3472,1.07
718.7,1209.6,0.37509,1.1566,0.3465,1.068
718.8,1209.9,0.37499,1.1567,0.3454,1.065
718.9,1210.2,0.37491,1.1567,0.3451,1.065
719,1210.5,0.37487,1.1567,0.3447,1.064
719.1,1210.8,0.37492,1.1568,0.3451,1.065
719.2,1211.1,0.37507,1.1568,0.3458,1.066
719.3,1211.3,0.37514,1.1568,0.3458,1.066
719.4,1211.6,0.37494,1.1569,0.3447,1.064
719.5,1211.9,0.37463,1.1569,0.3433,1.06
719.6,1212.2,0.37447,1.157,0.3426,1.058
719.7,1212.5,0.3745,1.157,0.3436,1.062
719.8,1212.8,0.37461,1.157,0.3454,1.067
719.9,1213.1,0.37473,1.1571,0.3461,1.069
720,1213.4,0.37477,1.1571,0.3461,1.069
720.1,1213.7,0.37472,1.1571,0.3458,1.068
720.2,1214,0.37462,1.1572,0.3454,1.067
720.3,1214.2,0.37451,1.1572,0.3469,1.072
720.4,1214.5,0.37442,1.1572,0.349,1.079
720.5,1214.8,0.37439,1.1573,0.3487,1.078
720.6,1215.1,0.37439,1.1573,0.3465,1.071
720.7,1215.4,0.37444,1.1573,0.3444,1.064
720.8,1215.7,0.37459,1.1574,0.3444,1.064
720.9,1216,0.3748,1.1574,0.3451,1.066
721,1216.3,0.3749,1.1575,0.3451,1.065
721.1,1216.6,0.3748,1.1575,0.3454,1.067
721.2,1216.8,0.37462,1.1575,0.3461,1.07
721.3,1217.1,0.37448,1.1576,0.3465,1.071
721.4,1217.4,0.37442,1.1576,0.3461,1.07
721.5,1217.7,0.37441,1.1576,0.3458,1.069
721.6,1218,0.37442,1.1577,0.3465,1.071
721.7,1218.3,0.37441,1.1577,0.3469,1.073
721.8,1218.6,0.37435,1.1577,0.3458,1.069
721.9,1218.9,0.37426,1.1578,0.3447,1.066
722,1219.2,0.37423,1.1578,0.3451,1.068
722.1,1219.4,0.37434,1.1578,0.3458,1.07
722.2,1219.7,0.37445,1.1579,0.3454,1.068
722.3,1220,0.37439,1.1579,0.3451,1.067
722.4,1220.3,0.37425,1.158,0.3454,1.069
722.5,1220.6,0.37425,1.158,0.3458,1.07
722.6,1220.9,0.37428,1.158,0.344,1.064
722.7,1221.2,0.37407,1.1581,0.3415,1.057
722.8,1221.5,0.37377,1.1581,0.3422,1.06
722.9,1221.8,0.37377,1.1581,0.3458,1.071
723,1222.1,0.37404,1.1582,0.3479,1.077
723.1,1222.3,0.37421,1.1582,0.3469,1.074
723.2,1222.6,0.37418,1.1582,0.3458,1.07
723.3,1222.9,0.37418,1.1583,0.3461,1.071
723.4,1223.2,0.37427,1.1583,0.3465,1.072
723.5,1223.5,0.3743,1.1583,0.3461,1.071
723.6,1223.8,0.37421,1.1584,0.3458,1.07
723.7,1224.1,0.37403,1.1584,0.3465,1.073
723.8,1224.4,0.37384,1.1585,0.3469,1.075
723.9,1224.7,0.37369,1.1585,0.3465,1.074
724,1224.9,0.3736,1.1585,0.3469,1.076
724.1,1225.2,0.37356,1.1586,0.3472,1.077
724.2,1225.5,0.37356,1.1586,0.3469,1.076
724.3,1225.8,0.3736,1.1586,0.3458,1.072
724.4,1226.1,0.37368,1.1587,0.3447,1.069
724.5,1226.4,0.37368,1.1587,0.3454,1.071
724.6,1226.7,0.37351,1.1587,0.3461,1.074
724.7,1227,0.37329,1.1588,0.3454,1.072
724.8,1227.3,0.37318,1.1588,0.3447,1.07
724.9,1227.5,0.37319,1.1588,0.3451,1.072
725,1227.8,0.37324,1.1589,0.3458,1.074
725.1,1228.1,0.37327,1.1589,0.3451,1.071
725.2,1228.4,0.37322,1.1589,0.344,1.068
725.3,1228.7,0.37316,1.159,0.344,1.068
725.4,1229,0.3732,1.159,0.3447,1.071
725.5,1229.3,0.37329,1.1591,0.3454,1.073
725.6,1229.6,0.37328,1.1591,0.3461,1.075
725.7,1229.9,0.37318,1.1591,0.3458,1.074
725.8,1230.2,0.37317,1.1592,0.3447,1.071
725.9,1230.4,0.37324,1.1592,0.3447,1.071
726,1230.7,0.37326,1.1592,0.3454,1.073
726.1,1231,0.37318,1.1593,0.3454,1.073
726.2,1231.3,0.37308,1.1593,0.3447,1.071
726.3,1231.6,0.37303,1.1593,0.3444,1.07
726.4,1231.9,0.37308,1.1594,0.3447,1.071
726.5,1232.2,0.37319,1.1594,0.3454,1.073
726.6,1232.5,0.37317,1.1594,0.3465,1.077
726.7,1232.8,0.37296,1.1595,0.3469,1.078
726.8,1233,0.37276,1.1595,0.3465,1.078
726.9,1233.3,0.37273,1.1595,0.3461,1.077
727,1233.6,0.37279,1.1596,0.3461,1.077
727.1,1233.9,0.37285,1.1596,0.3465,1.078
727.2,1234.2,0.37282,1.1597,0.3461,1.077
727.3,1234.5,0.37267,1.1597,0.3458,1.076
727.4,1234.8,0.37256,1.1597,0.3461,1.077
727.5,1235.1,0.37266,1.1598,0.3458,1.076
727.6,1235.4,0.37284,1.1598,0.3451,1.073
727.7,1235.7,0.37295,1.1598,0.3451,1.073
727.8,1235.9,0.37297,1.1599,0.3451,1.073
727.9,1236.2,0.37296,1.1599,0.3454,1.074
728,1236.5,0.37292,1.1599,0.3458,1.076
728.1,1236.8,0.37284,1.16,0.3458,1.076
728.2,1237.1,0.37272,1.16,0.3454,1.075
728.3,1237.4,0.37259,1.16,0.3444,1.072
728.4,1237.7,0.37246,1.1601,0.3436,1.07
728.5,1238,0.37237,1.1601,0.3444,1.073
728.6,1238.3,0.37232,1.1601,0.3451,1.075
728.7,1238.5,0.37229,1.1602,0.3451,1.075
728.8,1238.8,0.37227,1.1602,0.3447,1.074
728.9,1239.1,0.37228,1.1602,0.344,1.072
729,1239.4,0.37232,1.1603,0.3436,1.071
729.1,1239.7,0.37235,1.1603,0.3436,1.071
729.2,1240,0.37235,1.1604,0.344,1.072
729.3,1240.3,0.37233,1.1604,0.3451,1.075
729.4,1240.6,0.37229,1.1604,0.3454,1.077
729.5,1240.9,0.3722,1.1605,0.3454,1.077
729.6,1241.2,0.37207,1.1605,0.3454,1.077
729.7,1241.5,0.37195,1.1605,0.3451,1.077
729.8,1241.7,0.37189,1.1606,0.3454,1.078
729.9,1242,0.3719,1.1606,0.3465,1.081
730,1242.3,0.37198,1.1606,0.3465,1.081
730.1,1242.6,0.37205,1.1607,0.3451,1.076
730.2,1242.9,0.37202,1.1607,0.344,1.073
730.3,1243.2,0.37187,1.1607,0.3444,1.075
730.4,1243.5,0.37159,1.1608,0.3461,1.081
730.5,1243.8,0.37135,1.1608,0.3465,1.083
730.6,1244.1,0.37133,1.1608,0.3461,1.082
730.7,1244.3,0.37143,1.1609,0.3454,1.08
730.8,1244.6,0.37149,1.1609,0.3447,1.077
730.9,1244.9,0.37151,1.1609,0.3454,1.079
731,1245.2,0.37158,1.161,0.3461,1.081
731.1,1245.5,0.37162,1.161,0.3461,1.081
731.2,1245.8,0.37149,1.1611,0.3454,1.08
731.3,1246.1,0.3713,1.1611,0.3451,1.079
731.4,1246.4,0.37129,1.1611,0.3451,1.079
731.5,1246.7,0.37144,1.1612,0.3451,1.079
731.6,1247,0.3715,1.1612,0.3447,1.077
731.7,1247.2,0.37144,1.1612,0.3447,1.078
731.8,1247.5,0.37142,1.1613,0.3454,1.08
731.9,1247.8,0.37143,1.1613,0.3458,1.081
732,1248.1,0.3713,1.1613,0.3458,1.082
732.1,1248.4,0.37105,1.1614,0.3458,1.082
732.2,1248.7,0.37092,1.1614,0.3451,1.08
732.3,1249,0.37099,1.1614,0.3447,1.079
732.4,1249.3,0.37098,1.1615,0.3454,1.081
732.5,1249.6,0.37078,1.1615,0.3458,1.083
732.6,1249.8,0.37063,1.1615,0.3454,1.083
732.7,1250.1,0.37069,1.1616,0.3454,1.082
732.8,1250.4,0.37074,1.1616,0.3458,1.083
732.9,1250.7,0.37063,1.1616,0.3458,1.084
733,1251,0.37045,1.1617,0.3461,1.085
733.1,1251.3,0.37033,1.1617,0.3465,1.087
733.2,1251.6,0.37023,1.1617,0.3454,1.084
733.3,1251.9,0.3701,1.1618,0.3444,1.081
733.4,1252.2,0.36998,1.1618,0.3451,1.084
733.5,1252.5,0.36994,1.1618,0.3458,1.086
733.6,1252.7,0.37001,1.1619,0.3458,1.086
733.7,1253,0.37016,1.1619,0.3454,1.084
733.8,1253.3,0.37024,1.162,0.3447,1.082
733.9,1253.6,0.37008,1.162,0.3444,1.081
734,1253.9,0.36983,1.162,0.3444,1.082
734.1,1254.2,0.36979,1.1621,0.3444,1.082
734.2,1254.5,0.36989,1.1621,0.344,1.081
734.3,1254.8,0.3698,1.1621,0.3433,1.079
734.4,1255.1,0.36959,1.1622,0.3433,1.079
734.5,1255.4,0.36963,1.1622,0.3436,1.08
734.6,1255.6,0.3699,1.1622,0.344,1.081
734.7,1255.9,0.37002,1.1623,0.3444,1.082
734.8,1256.2,0.36989,1.1623,0.3444,1.082
734.9,1256.5,0.3698,1.1623,0.344,1.081
735,1256.8,0.36984,1.1624,0.3429,1.078
735.1,1257.1,0.36985,1.1624,0.3422,1.076
735.2,1257.4,0.36975,1.1624,0.3426,1.077
735.3,1257.7,0.36958,1.1625,0.3436,1.081
735.4,1258,0.3694,1.1625,0.3444,1.084
735.5,1258.3,0.36928,1.1625,0.3444,1.084
735.6,1258.6,0.36927,1.1626,0.3444,1.084
735.7,1258.8,0.36935,1.1626,0.3444,1.084
735.8,1259.1,0.36946,1.1626,0.3444,1.084
735.9,1259.4,0.36948,1.1627,0.3444,1.084
736,1259.7,0.36934,1.1627,0.3444,1.084
736.1,1260,0.36922,1.1627,0.3444,1.084
736.2,1260.3,0.36929,1.1628,0.3444,1.084
736.3,1260.6,0.36937,1.1628,0.3444,1.084
736.4,1260.9,0.3693,1.1628,0.3444,1.084
736.5,1261.2,0.3691,1.1629,0.3451,1.087
736.6,1261.5,0.36885,1.1629,0.3454,1.089
736.7,1261.7,0.36865,1.163,0.3447,1.087
736.8,1262,0.36858,1.163,0.344,1.085
736.9,1262.3,0.36854,1.163,0.3436,1.084
737,1262.6,0.3684,1.1631,0.3444,1.087
737.1,1262.9,0.36824,1.1631,0.3451,1.09
737.2,1263.2,0.36826,1.1631,0.3451,1.09
737.3,1263.5,0.36842,1.1632,0.3458,1.092
737.4,1263.8,0.36855,1.1632,0.3465,1.094
737.5,1264.1,0.36853,1.1632,0.3451,1.089
737.6,1264.4,0.36828,1.1633,0.3429,1.083
737.7,1264.6,0.36793,1.1633,0.3429,1.084
737.8,1264.9,0.36778,1.1633,0.3444,1.089
737.9,1265.2,0.36784,1.1634,0.3447,1.09
738,1265.5,0.36789,1.1634,0.3433,1.086
738.1,1265.8,0.36783,1.1634,0.3422,1.082
738.2,1266.1,0.36776,1.1635,0.3429,1.085
738.3,1266.4,0.36778,1.1635,0.344,1.088
738.4,1266.7,0.3679,1.1635,0.344,1.088
738.5,1267,0.36805,1.1636,0.3436,1.086
738.6,1267.3,0.36805,1.1636,0.3433,1.085
738.7,1267.6,0.36786,1.1636,0.3433,1.086
738.8,1267.9,0.36769,1.1637,0.3433,1.086
738.9,1268.1,0.36769,1.1637,0.3433,1.086
739,1268.4,0.36774,1.1637,0.344,1.089
739.1,1268.7,0.36773,1.1638,0.3444,1.09
739.2,1269,0.36762,1.1638,0.344,1.089
739.3,1269.3,0.36742,1.1638,0.3433,1.087
739.4,1269.6,0.36726,1.1639,0.3429,1.087
739.5,1269.9,0.36725,1.1639,0.3426,1.086
739.6,1270.2,0.36729,1.1639,0.3422,1.085
739.7,1270.5,0.36729,1.164,0.3426,1.086
739.8,1270.8,0.36729,1.164,0.3444,1.091
739.9,1271.1,0.36735,1.164,0.3461,1.097
740,1271.3,0.36738,1.1641,0.3447,1.092
740.1,1271.6,0.36725,1.1641,0.3426,1.086
740.2,1271.9,0.36711,1.1641,0.3426,1.086
740.3,1272.2,0.36718,1.1642,0.3433,1.088
740.4,1272.5,0.3673,1.1642,0.3436,1.089
740.5,1272.8,0.36716,1.1642,0.3433,1.089
740.6,1273.1,0.36688,1.1643,0.3426,1.087
740.7,1273.4,0.3668,1.1643,0.3422,1.086
740.8,1273.7,0.36689,1.1643,0.3426,1.087
740.9,1274,0.3668,1.1644,0.3436,1.091
741,1274.3,0.36653,1.1644,0.344,1.093
741.1,1274.5,0.36631,1.1645,0.3433,1.091
741.2,1274.8,0.36623,1.1645,0.3426,1.089
741.3,1275.1,0.36622,1.1645,0.3422,1.088
741.4,1275.4,0.36626,1.1646,0.3426,1.089
741.5,1275.7,0.36631,1.1646,0.3429,1.09
741.6,1276,0.36634,1.1646,0.3429,1.09
741.7,1276.3,0.36631,1.1647,0.3426,1.089
741.8,1276.6,0.36621,1.1647,0.3422,1.088
741.9,1276.9,0.36613,1.1647,0.3426,1.09
742,1277.2,0.36611,1.1648,0.3429,1.091
742.1,1277.5,0.3661,1.1648,0.3426,1.09
742.2,1277.8,0.36604,1.1648,0.3426,1.09
742.3,1278.1,0.36583,1.1649,0.3433,1.093
742.4,1278.3,0.36549,1.1649,0.3436,1.095
742.5,1278.6,0.36533,1.1649,0.3433,1.095
742.6,1278.9,0.36551,1.165,0.3429,1.093
742.7,1279.2,0.3657,1.165,0.3433,1.094
742.8,1279.5,0.36566,1.165,0.344,1.096
742.9,1279.8,0.36566,1.1651,0.3447,1.098
743,1280.1,0.36595,1.1651,0.3447,1.097
743.1,1280.4,0.36618,1.1651,0.3436,1.093
743.2,1280.7,0.36596,1.1652,0.3422,1.09
743.3,1281,0.36558,1.1652,0.3419,1.09
743.4,1281.3,0.36548,1.1652,0.3426,1.092
743.5,1281.5,0.36557,1.1653,0.3433,1.094
743.6,1281.8,0.3656,1.1653,0.3436,1.095
743.7,1282.1,0.36551,1.1653,0.3433,1.094
743.8,1282.4,0.36534,1.1654,0.3426,1.093
743.9,1282.7,0.36515,1.1654,0.3426,1.093
744,1283,0.36504,1.1654,0.3436,1.097
744.1,1283.3,0.365,1.1655,0.3444,1.1
744.2,1283.6,0.36498,1.1655,0.344,1.098
744.3,1283.9,0.36498,1.1655,0.3433,1.096
744.4,1284.2,0.36503,1.1656,0.3422,1.093
744.5,1284.5,0.36508,1.1656,0.3419,1.092
744.6,1284.8,0.36502,1.1656,0.3426,1.094
744.7,1285,0.36489,1.1657,0.3436,1.098
744.8,1285.3,0.36485,1.1657,0.3444,1.1
744.9,1285.6,0.36493,1.1657,0.344,1.099
745,1285.9,0.36495,1.1658,0.3429,1.095
745.1,1286.2,0.36485,1.1658,0.3426,1.095
745.2,1286.5,0.36474,1.1658,0.3429,1.096
745.3,1286.8,0.36469,1.1659,0.3436,1.099
745.4,1287.1,0.36465,1.1659,0.344,1.1
745.5,1287.4,0.36458,1.1659,0.3444,1.101
745.6,1287.7,0.36449,1.166,0.3447,1.103
745.7,1288,0.3644,1.166,0.3447,1.103
745.8,1288.2,0.36441,1.166,0.3447,1.103
745.9,1288.5,0.36457,1.1661,0.3444,1.101
746,1288.8,0.3647,1.1661,0.3433,1.098
746.1,1289.1,0.36467,1.1661,0.3426,1.096
746.2,1289.4,0.36458,1.1662,0.344,1.1
746.3,1289.7,0.36455,1.1662,0.3447,1.103
746.4,1290,0.36451,1.1662,0.3444,1.102
746.5,1290.3,0.36442,1.1663,0.3436,1.1
746.6,1290.6,0.36433,1.1663,0.3433,1.099
746.7,1290.9,0.36434,1.1663,0.3436,1.1
746.8,1291.2,0.36442,1.1664,0.3436,1.1
746.9,1291.4,0.36451,1.1664,0.3433,1.098
747,1291.7,0.36455,1.1664,0.3433,1.098
747.1,1292,0.3645,1.1665,0.3436,1.1
747.2,1292.3,0.36437,1.1665,0.3433,1.099
747.3,1292.6,0.3642,1.1665,0.3429,1.098
747.4,1292.9,0.36401,1.1666,0.3426,1.098
747.5,1293.2,0.36386,1.1666,0.3426,1.098
747.6,1293.5,0.36375,1.1666,0.3429,1.1
747.7,1293.8,0.36373,1.1667,0.3433,1.101
747.8,1294.1,0.36372,1.1667,0.3433,1.101
747.9,1294.4,0.36363,1.1667,0.3426,1.099
748,1294.6,0.36353,1.1668,0.3422,1.098
748.1,1294.9,0.36364,1.1668,0.3429,1.1
748.2,1295.2,0.36392,1.1668,0.344,1.103
748.3,1295.5,0.36405,1.1669,0.3454,1.107
748.4,1295.8,0.36392,1.1669,0.3454,1.108
748.5,1296.1,0.36375,1.1669,0.3429,1.1
748.6,1296.4,0.36365,1.167,0.3422,1.098
748.7,1296.7,0.36355,1.167,0.3436,1.103
748.8,1297,0.36348,1.167,0.3436,1.103
748.9,1297.3,0.36354,1.1671,0.3422,1.099
749,1297.6,0.36374,1.1671,0.3415,1.096
749.1,1297.9,0.36379,1.1671,0.3422,1.098
749.2,1298.1,0.36357,1.1672,0.3429,1.101
749.3,1298.4,0.36339,1.1672,0.3419,1.098
749.4,1298.7,0.36345,1.1672,0.3419,1.098
749.5,1299,0.36355,1.1673,0.344,1.104
749.6,1299.3,0.3635,1.1673,0.3458,1.11
749.7,1299.6,0.3634,1.1673,0.3451,1.108
749.8,1299.9,0.36336,1.1674,0.3429,1.102
749.9,1300.2,0.36336,1.1674,0.3426,1.101
750,1300.5,0.36338,1.1674,0.3429,1.102
750.1,1300.8,0.3634,1.1675,0.3433,1.103
750.2,1301.1,0.36342,1.1675,0.3436,1.104
750.3,1301.3,0.36341,1.1675,0.3433,1.103
750.4,1301.6,0.36333,1.1676,0.3426,1.101
750.5,1301.9,0.36321,1.1676,0.3419,1.099
750.6,1302.2,0.36306,1.1676,0.3415,1.098
750.7,1302.5,0.36294,1.1677,0.3422,1.101
750.8,1302.8,0.3629,1.1677,0.3433,1.105
750.9,1303.1,0.36296,1.1677,0.3426,1.102
751,1303.4,0.36306,1.1678,0.3412,1.097
751.1,1303.7,0.36314,1.1678,0.3419,1.099
751.2,1304,0.36308,1.1678,0.344,1.106
751.3,1304.3,0.36294,1.1679,0.3444,1.108
751.4,1304.6,0.36284,1.1679,0.3429,1.104
751.5,1304.9,0.3628,1.1679,0.3429,1.104
751.6,1305.1,0.36271,1.168,0.3444,1.109
751.7,1305.4,0.3626,1.168,0.344,1.108
751.8,1305.7,0.36269,1.168,0.3415,1.1
751.9,1306,0.36295,1.1681,0.3408,1.097
752,1306.3,0.36308,1.1681,0.3426,1.102
752.1,1306.6,0.36295,1.1681,0.3436,1.106
752.2,1306.9,0.36274,1.1682,0.3433,1.106
752.3,1307.2,0.36258,1.1682,0.3433,1.106
752.4,1307.5,0.36255,1.1682,0.3433,1.106
752.5,1307.8,0.3626,1.1683,0.3433,1.106
752.6,1308.1,0.3625,1.1683,0.344,1.109
752.7,1308.3,0.36216,1.1683,0.3444,1.111
752.8,1308.6,0.3619,1.1684,0.344,1.111
752.9,1308.9,0.3619,1.1684,0.3433,1.108
753,1309.2,0.36191,1.1684,0.3426,1.106
753.1,1309.5,0.36174,1.1685,0.3426,1.107
753.2,1309.8,0.36166,1.1685,0.3436,1.11
753.3,1310.1,0.3619,1.1685,0.344,1.111
753.4,1310.4,0.36217,1.1686,0.3429,1.106
753.5,1310.7,0.36215,1.1686,0.3422,1.104
753.6,1311,0.362,1.1686,0.3429,1.107
753.7,1311.3,0.36194,1.1687,0.3436,1.11
753.8,1311.6,0.36195,1.1687,0.3436,1.11
753.9,1311.8,0.36194,1.1687,0.3433,1.108
754,1312.1,0.36194,1.1688,0.3433,1.109
754.1,1312.4,0.36201,1.1688,0.3433,1.108
754.2,1312.7,0.36211,1.1688,0.3429,1.107
754.3,1313,0.36218,1.1689,0.3426,1.106
754.4,1313.3,0.36214,1.1689,0.3426,1.106
754.5,1313.6,0.36197,1.1689,0.3429,1.107
754.6,1313.9,0.36173,1.169,0.3429,1.108
754.7,1314.2,0.36159,1.169,0.3426,1.108
754.8,1314.5,0.36162,1.169,0.3419,1.105
754.9,1314.8,0.36181,1.169,0.3412,1.102
755,1315.1,0.36197,1.1691,0.3408,1.101
755.1,1315.3,0.36182,1.1691,0.3408,1.101
755.2,1315.6,0.36145,1.1691,0.3412,1.104
755.3,1315.9,0.36131,1.1692,0.3422,1.107
755.4,1316.2,0.36146,1.1692,0.3422,1.107
755.5,1316.5,0.36147,1.1692,0.3412,1.104
