Time (s),Mass (g),HRR (kW/m2),TC Top (K),TC 8.6mm (K),TC 17.2mm (K)
0,100.1,2.13372536,310.01,293.658,293.682
1,99.958987,1.607182733,310.098,293.678,293.694
2,99.862003,2.868744737,330.362,293.655,293.672
3,99.783658,4.325449918,370.68,293.655,293.675
4,99.687133,2.061808131,415.713,293.946,293.703
5,99.612768,0.690701701,459.993,293.893,293.701
6,99.543494,0.650937786,477.006,293.639,293.69
7,99.474728,-0.419484489,497.62,293.7,293.709
8,99.369967,-1.331792645,525.674,293.748,293.706
9,99.247886,0.691743553,549.145,293.731,293.71
10,99.080206,-0.208372212,568.214,293.728,293.717
11,98.916519,1.698246942,575.288,293.739,293.713
12,98.805098,21.26634195,584.102,293.739,293.702
13,98.699657,32.77798958,624.892,293.77,293.737
14,98.546965,56.13574865,675.76,293.796,293.751
15,98.399721,104.2871016,708.116,293.822,293.746
16,98.261785,136.443905,717.21,293.838,293.754
17,98.123023,163.3261901,726.687,293.847,293.773
18,98.012203,176.7713318,743.016,293.916,293.817
19,97.895983,176.1321723,757.071,293.975,293.839
20,97.75702,177.113252,772.7,294.008,293.845
21,97.635117,179.0992539,786.219,294.086,293.891
22,97.535667,176.9162636,791.014,294.136,293.924
23,97.416848,176.2696814,793.726,294.171,293.875
24,97.298265,178.8952297,800.317,294.286,293.883
25,97.234583,173.5716379,811.416,294.435,293.907
26,97.162383,167.8143762,818.18,294.498,293.883
27,97.059926,165.8429826,827.198,294.574,293.888
28,96.961634,163.0086524,837.614,294.771,293.894
29,96.850998,157.1941894,843.736,295.019,293.895
30,96.776146,150.7429249,853.433,295.256,293.914
31,96.70562,145.7239414,860.047,295.53,293.914
32,96.590243,143.4039063,861.178,295.654,293.905
33,96.465535,143.4384051,861.888,295.854,293.917
34,96.391531,142.5040231,869.2,296.197,293.95
35,96.34601,136.541986,873.379,296.553,293.973
36,96.247799,131.6471611,870.466,296.986,293.974
37,96.150426,132.5676497,869.32,297.163,293.972
38,96.082185,128.3321121,874.629,297.418,293.979
39,96.014724,124.1625834,878.379,297.919,294.001
40,95.939106,122.7282241,883.642,298.464,294.015
41,95.852198,120.9497079,888.378,299.007,294.039
42,95.749613,121.6725414,887.794,299.286,294.062
43,95.646555,121.1414433,888.818,299.65,294.06
44,95.562408,118.1753631,893.796,300.234,294.062
45,95.519445,118.0567888,899.087,300.857,294.091
46,95.425828,118.8351412,902.635,301.585,294.117
47,95.303034,117.6059273,904.05,301.885,294.117
48,95.252125,118.9606961,904.511,302.311,294.142
49,95.214636,119.6519187,905.485,303.051,294.165
50,95.118363,116.6075711,908.434,303.807,294.206
51,95.066111,114.1862218,912.673,304.626,294.209
52,95.071115,113.3685144,914.04,304.912,294.193
53,94.9809,110.2269977,916.134,305.372,294.227
54,94.853915,107.1812634,919.818,306.193,294.229
55,94.778045,110.278769,921.328,306.959,294.246
56,94.700065,112.3564486,926.262,307.832,294.293
57,94.647446,108.9702626,930.965,308.246,294.299
58,94.576718,106.1708951,933.662,308.664,294.289
59,94.467187,106.3861199,939.616,309.575,294.314
60,94.39617,105.3225085,941.635,310.474,294.329
61,94.330773,104.9024886,940.946,311.348,294.36
62,94.258283,103.9333526,943.312,312.22,294.382
63,94.18668,102.1262004,945.156,312.592,294.379
64,94.117952,102.9312616,945.987,313.07,294.384
65,94.053249,103.9902014,948.674,314.053,294.401
66,94.004059,102.1554863,949.559,315.008,294.453
67,93.973335,101.5768805,952.075,315.873,294.466
68,93.864841,101.7794979,954.609,316.304,294.453
69,93.761763,100.097014,953.283,316.807,294.462
70,93.718031,99.29430403,961.058,317.858,294.483
71,93.678982,99.37915498,968.329,318.82,294.518
72,93.619318,97.45954903,967.552,319.761,294.542
73,93.54686,96.75199813,966.383,320.164,294.546
74,93.48885,97.72259409,965.719,320.727,294.597
75,93.422345,97.46580578,970.973,321.648,294.65
76,93.321368,96.76450793,976.292,322.595,294.708
77,93.234185,96.73978872,969.127,323.624,294.76
78,93.18079,95.04542207,963.088,324.052,294.767
79,93.119498,94.52020217,968.275,324.585,294.793
80,93.05407,95.05068191,970.912,325.555,294.844
81,93.007452,94.08120437,968.756,326.578,294.837
82,92.969362,92.8028404,968.536,327.618,294.893
83,92.898173,93.96749855,968.619,328.078,294.959
84,92.81746,93.76235022,974.2,328.313,294.982
85,92.771385,91.80226389,981.949,329.32,295.031
86,92.728391,93.35366378,977.788,330.576,295.092
87,92.638324,92.42610016,973.744,331.541,295.134
88,92.563103,89.98484702,973.854,332.015,295.142
89,92.504183,91.88657342,971.068,332.571,295.193
90,92.431913,91.71371008,970.926,333.531,295.242
91,92.356329,91.29916692,974.451,334.533,295.319
92,92.323619,92.02078761,976.753,335.5,295.392
93,92.277732,89.81676005,977.307,335.952,295.406
94,92.192542,87.3587431,983.714,336.46,295.441
95,92.126507,86.7636597,987.488,337.442,295.51
96,92.081151,88.53409243,982.71,338.402,295.587
97,92.015064,87.82224356,983.15,339.431,295.686
98,91.934102,85.17700262,984.175,340.485,295.755
99,91.889769,87.6096912,982.803,340.896,295.77
100,91.852955,88.50306236,984.551,341.666,295.807
101,91.77878,85.46889415,985.334,342.65,295.849
102,91.729739,87.76225629,984.92,343.489,295.912
103,91.66608,89.32123735,987.397,344.454,296.004
104,91.589177,89.01913922,990.022,344.98,296.053
105,91.521093,89.0611835,993.619,345.454,296.082
106,91.447709,89.08165446,990.515,346.389,296.195
107,91.392469,88.7653007,982.6,347.429,296.329
108,91.304857,88.63716497,981.025,348.458,296.407
109,91.255821,86.61145091,979.21,348.925,296.449
110,91.242503,84.36201419,981.767,349.467,296.502
111,91.163051,83.63774957,982.906,350.521,296.548
112,91.044064,84.74868099,981.916,351.557,296.646
113,90.999898,84.242852,985.961,352.929,296.796
114,90.973373,83.74272489,988.865,353.598,296.847
115,90.943304,83.99041397,994.949,353.905,296.907
116,90.882099,84.25059747,995.853,354.745,296.986
117,90.818428,83.27901878,985.655,355.804,297.131
118,90.80197,85.56004377,984.587,356.895,297.255
119,90.736492,86.50549767,989.751,357.446,297.277
120,90.686598,83.09432013,991.017,357.815,297.314
121,90.634807,80.57696634,996.894,359.063,297.418
122,90.536571,83.0432117,991.749,360.597,297.566
123,90.459482,82.91039439,997.531,361.814,297.69
124,90.410033,82.36128551,1008.432,362.428,297.746
125,90.390419,82.91399106,1008.313,363.13,297.815
126,90.316594,81.84007684,1002.397,364.482,297.955
127,90.227128,80.48532548,999.388,365.749,298.1
128,90.176904,78.4641974,1003.859,367.001,298.206
129,90.106019,75.63021577,1006.417,367.526,298.237
130,90.040299,77.61457693,1003.462,368.205,298.346
131,90.010428,81.02856579,996.121,369.405,298.484
132,89.962879,80.70522691,993.432,370.56,298.605
133,89.887574,79.40254702,998.743,371.531,298.733
134,89.863364,79.18688851,1002.797,372.481,298.879
135,89.833362,77.3619334,1008.708,372.907,298.952
136,89.76638,79.19504099,1014.189,373.373,298.983
137,89.705957,81.46257072,1004.747,374.179,299.13
138,89.628662,80.23467534,1003.569,374.909,299.306
139,89.553962,79.778448,1009.002,375.575,299.448
140,89.476709,79.69342795,1007.883,375.845,299.513
141,89.416803,79.70917215,1002.453,376.18,299.612
142,89.362963,78.35582075,998.931,376.813,299.763
143,89.297086,79.87593016,996.885,377.349,299.908
144,89.249417,80.56971043,997.159,377.854,300.08
145,89.224408,79.63953759,999.976,378.065,300.15
146,89.157867,80.7304893,1000.004,378.311,300.223
147,89.076475,81.02818128,1002.602,378.831,300.388
148,89.030295,80.52549782,1009.15,379.34,300.585
149,88.979786,81.56563825,1020.329,379.816,300.788
150,88.910221,80.91541888,1026.255,380.035,300.879
151,88.866828,79.11013905,1017.59,380.317,300.967
152,88.831883,79.58625931,1014.94,380.835,301.15
153,88.764537,79.54204281,1017.097,381.363,301.343
154,88.682846,79.38651921,1020.74,381.852,301.496
155,88.622188,79.86559989,1023.968,382.086,301.561
156,88.575598,79.14054078,1013.951,382.419,301.639
157,88.5351,76.4450982,1018.392,383.018,301.81
158,88.477537,77.0417546,1026.604,383.609,302.019
159,88.4086,76.80362572,1031.393,384.22,302.21
160,88.358586,75.09732975,1035.248,384.488,302.283
161,88.31787,76.50384265,1026.339,384.763,302.387
162,88.257524,78.0294697,1012.303,385.433,302.605
163,88.197718,77.41841606,1013.867,386.143,302.799
164,88.126115,75.82891782,1014.391,386.763,302.979
165,88.057063,75.22856302,1011.22,387.087,303.079
166,88.027881,76.87994082,1008.654,387.411,303.157
167,87.9917,77.93320759,1008.5,388.073,303.309
168,87.935301,79.72976694,1013.925,388.807,303.523
169,87.874276,78.64098461,1015.16,389.488,303.742
170,87.819343,77.45420012,1016.767,390.144,303.95
171,87.77177,78.96618292,1019.158,390.489,304.068
172,87.741561,78.11917217,1018.252,390.86,304.18
173,87.71754,76.35046924,1016.975,391.582,304.389
174,87.627781,77.9489793,1019.172,392.254,304.589
175,87.538469,77.09966568,1018.115,392.899,304.806
176,87.511832,76.276337,1014.271,393.282,304.94
177,87.452935,76.20036204,1014.167,393.638,305.038
178,87.395825,75.35085469,1020.156,394.363,305.281
179,87.357168,77.12149448,1016.701,394.93,305.559
180,87.287044,79.00826411,1006.689,395.666,305.818
181,87.220736,78.2935479,1005.677,396.157,305.925
182,87.18564,77.68005839,1010.747,396.58,306.012
183,87.132933,80.35232609,1023.545,397.373,306.187
184,87.05846,80.24335018,1035.882,398.122,306.383
185,87.023023,80.18203899,1028.663,398.862,306.615
186,86.972869,80.08138396,1015.577,399.246,306.746
187,86.907352,76.68029854,1017.196,399.665,306.868
188,86.862723,74.48830518,1032.826,400.492,307.105
189,86.802547,76.76654912,1044.157,401.253,307.312
190,86.755974,76.57247555,1053.932,402.074,307.58
191,86.705084,76.00992772,1062.493,402.483,307.735
192,86.628708,75.02265791,1052.047,402.894,307.841
193,86.57585,76.77047992,1042.057,403.804,308.089
194,86.519207,77.16501131,1038.847,404.631,308.345
195,86.468266,75.35281605,1038.712,405.444,308.578
196,86.410291,74.13127108,1041.581,405.884,308.684
197,86.342148,75.48328107,1045.962,406.335,308.837
198,86.302177,77.90338618,1045.567,407.203,309.067
199,86.271763,76.15213581,1040.5,408.097,309.292
200,86.212535,76.22680132,1035.233,408.969,309.563
201,86.125052,79.07622011,1028.649,409.863,309.83
202,86.041221,77.72780808,1021.491,410.44,310.002
203,86.017907,76.779071,1028.649,410.93,310.143
204,86.022386,77.56405805,1042.978,411.852,310.403
205,85.983902,75.70065303,1042.377,412.782,310.652
206,85.88527,74.02320934,1047.66,413.785,310.92
207,85.797674,75.49357655,1055.78,414.256,311.052
208,85.747303,75.42728955,1043.841,414.766,311.206
209,85.684788,75.30427571,1035.807,415.777,311.458
210,85.65208,77.94207946,1045.581,416.786,311.735
211,85.615308,77.17658402,1047.823,417.833,312.016
212,85.562921,76.51591087,1043.838,418.297,312.104
213,85.535795,78.26364648,1053.823,418.833,312.273
214,85.485797,78.37182858,1044.692,419.91,312.555
215,85.391534,78.72839576,1037.756,421.039,312.819
216,85.310778,80.72088428,1045.811,422.124,313.07
217,85.235627,80.35495778,1045.976,422.59,313.171
218,85.172852,78.82029571,1039.665,423.115,313.305
219,85.094981,78.16547149,1040.914,424.232,313.578
220,85.011698,79.93018882,1051.12,425.34,313.852
221,84.993481,80.12801396,1048.375,426.498,314.166
222,84.993297,79.86635487,1043.9,427.064,314.322
223,84.946615,78.34829668,1050.114,427.667,314.443
224,84.89518,76.67113485,1050.943,428.869,314.734
225,84.835381,77.24093167,1053.198,430.019,315.048
226,84.765135,79.06964378,1055.971,431.04,315.341
227,84.700798,78.64315083,1052.112,431.456,315.471
228,84.649315,78.61256465,1053.14,431.754,315.618
229,84.596286,80.58896218,1055.164,432.579,315.918
230,84.547327,79.15450804,1054.949,433.937,316.196
231,84.515919,77.75157239,1052.317,435.453,316.503
232,84.463655,78.46251759,1050.649,436.167,316.68
233,84.412798,78.15748716,1056.748,436.893,316.827
234,84.360454,76.54241317,1061.323,438.23,317.142
235,84.298783,79.13834816,1056.925,439.554,317.451
236,84.235,79.77263906,1054.512,440.739,317.721
237,84.183561,78.30722091,1055.293,441.892,317.989
238,84.127069,78.17352496,1055.721,442.621,318.146
239,84.056651,76.64620806,1058.92,443.331,318.335
240,84.003721,75.66141257,1059.524,444.589,318.631
241,83.945476,79.1430015,1047.057,445.836,318.935
242,83.895281,80.03375972,1036.656,447.068,319.239
243,83.852209,78.65538446,1035.33,447.658,319.371
244,83.802317,79.26418641,1041.181,448.251,319.537
245,83.743198,78.86436601,1050.609,449.426,319.872
246,83.722835,77.76250008,1052.541,450.732,320.217
247,83.665392,78.92901242,1058.168,451.902,320.529
248,83.553552,79.91188919,1064.799,452.443,320.687
249,83.442198,78.08439864,1053.166,453.208,320.849
250,83.401019,78.03615881,1047.435,454.639,321.14
251,83.41041,78.92156236,1064.469,455.974,321.454
252,83.395684,78.62436773,1061.386,457.202,321.791
253,83.346092,78.58598971,1049.593,457.796,321.959
254,83.254445,76.95389345,1051.19,458.559,322.138
255,83.165871,74.27780461,1055.343,459.757,322.422
256,83.100915,75.28889839,1058.776,461.008,322.715
257,83.058933,78.30057551,1067.276,462.36,323.057
258,83.007032,78.7467443,1074.988,462.997,323.235
259,82.968099,77.6147308,1065.429,463.596,323.379
260,82.907188,78.44189104,1060.252,464.847,323.723
261,82.823406,77.59705882,1059.881,466.205,324.051
262,82.770041,75.97515956,1059.16,467.524,324.416
263,82.737541,75.72519947,1062.457,468.088,324.62
264,82.691194,75.57570011,1055.498,468.778,324.777
265,82.629792,74.11078286,1047.354,470.032,325.115
266,82.595937,76.78106505,1047.581,471.292,325.463
267,82.529358,77.91072112,1048.198,472.444,325.785
268,82.458904,76.52917071,1046.957,473.117,325.992
269,82.39806,77.64502834,1048.339,473.811,326.189
270,82.349633,75.76509628,1057.454,475.01,326.505
271,82.309699,75.08182623,1067.435,476.093,326.828
272,82.234673,77.07692819,1064.115,477.168,327.205
273,82.184337,76.16287462,1057.258,478.375,327.52
274,82.153263,76.18076727,1054.345,479.072,327.668
275,82.077774,78.12897454,1051.152,479.8,327.835
276,82.012343,75.95879811,1050.834,481.22,328.142
277,81.971327,76.09379669,1048.524,482.542,328.497
278,81.918876,76.86705479,1048.269,483.704,328.843
279,81.875392,77.09188996,1053.127,484.341,328.994
280,81.816032,79.27164981,1056.123,484.971,329.175
281,81.752008,80.7928576,1063.122,486.299,329.519
282,81.717527,78.81356934,1068.276,487.69,329.865
283,81.650438,78.79085739,1070.718,489.356,330.273
284,81.583186,78.55716133,1072.412,490.332,330.487
285,81.53344,77.06236865,1057.88,490.816,330.672
286,81.483709,75.51815461,1046.324,491.743,330.997
287,81.405697,77.32810693,1050.316,492.868,331.333
288,81.337301,79.49634836,1056.6,494.172,331.718
289,81.298098,77.88385615,1058.246,494.85,331.949
290,81.248129,78.52979224,1060.879,495.633,332.103
291,81.181729,79.20393817,1057.89,496.884,332.44
292,81.124674,77.73063421,1050.294,497.89,332.786
293,81.105747,76.40236685,1043.189,499.081,333.174
294,81.091212,78.0593774,1037.791,499.763,333.408
295,80.993375,77.52324591,1038.153,500.308,333.577
296,80.918211,75.29036723,1043.562,501.584,333.946
297,80.888369,75.81293957,1052.499,502.86,334.307
298,80.802041,75.82864358,1059.578,504.158,334.711
299,80.730804,74.55663374,1062.837,504.763,334.907
300,80.718482,76.7945814,1060.448,505.351,335.058
301,80.665794,79.335308,1061.431,506.699,335.442
302,80.583946,77.11787685,1063.273,507.822,335.797
303,80.515043,76.91329962,1054.092,509.001,336.175
304,80.453751,77.41765585,1048.647,509.67,336.418
305,80.40209,76.16044795,1052.054,510.226,336.577
306,80.36582,77.10537129,1061.309,511.481,336.973
307,80.32403,76.26916829,1059.052,512.718,337.364
308,80.191457,75.85955152,1047.771,513.94,337.728
309,80.066153,78.2924475,1055.18,514.991,338.096
310,80.073486,79.33822655,1068.017,515.482,338.296
311,80.077851,77.02220335,1071.676,516.146,338.471
312,80.007781,75.78153203,1077.164,517.55,338.859
313,79.965757,74.84008439,1069.6,518.825,339.283
314,79.913783,74.51569018,1066.814,519.975,339.678
315,79.855536,76.93325037,1071.989,520.596,339.874
316,79.821021,78.01253817,1063.931,521.178,340.054
317,79.772478,74.56757365,1055.919,522.336,340.402
318,79.692573,75.31515128,1053.185,523.565,340.776
319,79.632897,76.96347546,1048.986,524.883,341.191
320,79.594385,76.39011282,1048.977,525.435,341.363
321,79.535472,76.50323408,1049.272,526.049,341.577
322,79.464982,78.03491752,1059.735,527.185,341.956
323,79.405804,76.76055434,1074.499,528.354,342.332
324,79.342432,76.2149342,1066.01,529.564,342.758
325,79.287607,78.43985332,1052.512,530.188,342.996
326,79.251926,76.73302831,1056.538,530.619,343.136
327,79.206814,74.9621697,1058.235,531.801,343.554
328,79.130925,77.35678099,1054.926,532.919,343.936
329,79.069871,79.52484272,1061.496,534.079,344.319
330,79.027081,79.89982093,1065.516,534.702,344.565
331,78.983405,81.0241466,1062.115,535.217,344.747
332,78.930837,79.62338669,1056.897,536.249,345.131
333,78.867264,77.19574627,1053.674,537.274,345.497
334,78.817111,79.162735,1066.921,538.454,345.907
335,78.76911,78.7854781,1083.098,539.028,346.134
336,78.695741,76.94329479,1083.712,539.536,346.333
337,78.625148,76.96902821,1086.631,540.567,346.703
338,78.569648,78.63197157,1082.164,541.703,347.076
339,78.535966,77.39122383,1065.421,543.134,347.497
340,78.48299,76.06124288,1059.685,544.214,347.882
341,78.40655,77.10376802,1055.15,544.577,348.085
342,78.334633,76.84516697,1058.453,545.188,348.321
343,78.270427,78.16308784,1072.956,546.249,348.711
344,78.221958,76.38803457,1076.551,547.417,349.144
345,78.181491,74.51237439,1069.612,548.577,349.574
346,78.156994,75.74124872,1068.662,549.117,349.76
347,78.100991,76.37640532,1059.581,549.695,349.982
348,78.044932,73.86225543,1053.57,550.819,350.397
349,77.992271,73.82136481,1050.546,551.996,350.799
350,77.937735,74.17873308,1052.177,553.164,351.205
351,77.885507,73.13226996,1063.463,553.731,351.421
352,77.817973,75.20200358,1064.476,554.153,351.601
353,77.762556,78.13045089,1067.391,555.186,352.025
354,77.713068,75.91860554,1065.849,556.296,352.409
355,77.624318,73.87807486,1067.946,557.507,352.838
356,77.568194,73.54160514,1074.475,558.08,353.081
357,77.553452,73.54999012,1079.277,558.616,353.262
358,77.50262,75.83809541,1072.126,559.758,353.671
359,77.422487,75.19462374,1054.081,560.99,354.122
360,77.367661,74.89830113,1063.335,562.126,354.535
361,77.306926,76.17759495,1076.955,562.774,354.78
362,77.26127,77.24378912,1080.295,563.357,354.976
363,77.213581,77.35922952,1075.934,564.475,355.387
364,77.150749,79.51479982,1080.189,565.589,355.785
365,77.110328,80.52405441,1095.526,566.784,356.193
366,77.072606,79.48946307,1093.905,567.367,356.418
367,76.994162,78.81032585,1087.013,567.83,356.602
368,76.935993,75.23551554,1075.415,568.984,357.014
369,76.862843,75.44019379,1079.05,570.144,357.398
370,76.754512,75.7408955,1076.681,571.308,357.826
371,76.713856,76.48517181,1066.763,571.928,358.045
372,76.684367,77.7390973,1071.875,572.447,358.217
373,76.63283,80.33849884,1078.005,573.691,358.612
374,76.594687,77.39841765,1067.556,574.959,359.055
375,76.548022,76.32743161,1060.914,576.018,359.488
376,76.484853,76.0770814,1072.51,577.193,359.907
377,76.432446,74.35533025,1077.102,577.78,360.113
378,76.360823,75.45692568,1082.973,578.334,360.296
379,76.293971,75.56722779,1092.206,579.539,360.691
380,76.228352,75.70673566,1086.245,580.786,361.108
381,76.166915,79.72039557,1081.751,581.95,361.526
382,76.12305,79.59730912,1088.534,582.616,361.768
383,76.064116,77.14650042,1087.638,583.096,361.922
384,76.028309,77.32243011,1086.259,584.153,362.265
385,75.990666,78.71117399,1085.374,585.467,362.688
386,75.91763,77.82223214,1075.784,586.718,363.101
387,75.840208,76.26085906,1066.823,587.333,363.316
388,75.791952,78.55828932,1066.532,587.845,363.507
389,75.782869,76.22659532,1071.832,589.014,363.919
390,75.753725,76.68873046,1080.552,590.126,364.311
391,75.677595,77.37234631,1083.287,591.25,364.659
392,75.607425,76.0326282,1084.503,592.067,364.873
393,75.548886,76.71840648,1077.995,592.691,365.071
394,75.476162,75.01917959,1070.704,593.836,365.445
395,75.412251,74.39189408,1062.941,594.929,365.8
396,75.313602,76.58384703,1060.924,596.118,366.155
397,75.288925,77.35748042,1073.318,596.792,366.346
398,75.220623,76.70392493,1077.764,597.371,366.538
399,75.158318,79.30181611,1080.859,598.557,366.946
400,75.09367,79.12884687,1074.009,599.635,367.287
401,75.057962,76.86462373,1064.29,600.607,367.544
402,75.033456,76.85413508,1064.539,601.421,367.905
403,74.987194,76.66978877,1057.805,602.649,368.296
404,74.923309,74.74529693,1062.711,603.081,368.455
405,74.865806,74.98289258,1068.522,604.368,368.886
406,74.793575,75.7201798,1065.77,605.456,369.25
407,74.75428,74.65853754,1065.874,606.608,369.664
408,74.706517,77.4527509,1059.451,607.235,369.868
409,74.61196,79.95734696,1056.999,607.749,370.066
410,74.514038,78.80455424,1065.34,608.873,370.509
411,74.452633,78.36436634,1065.581,609.91,370.896
412,74.412361,79.13973729,1064.153,610.998,371.27
413,74.358288,77.66441133,1066.901,611.633,371.499
414,74.341363,78.45767842,1063.209,612.187,371.644
415,74.295719,80.63363109,1063.282,613.385,372.03
416,74.209984,79.20284421,1062.135,614.314,372.426
417,74.133505,78.92350516,1058.178,615.271,372.798
418,74.068155,80.3622059,1065.082,615.879,373.04
419,74.035873,79.36309696,1064.559,616.34,373.204
420,74.010168,78.82637664,1060.567,617.345,373.59
421,73.962201,79.6761345,1055.128,618.363,373.981
422,73.906422,79.01703418,1054.324,619.309,374.338
423,73.848332,80.06276457,1055.027,619.778,374.541
424,73.78721,81.48067035,1060.205,620.264,374.704
425,73.735658,78.74738537,1064.249,621.266,375.043
426,73.693462,79.66699895,1056.64,622.117,375.367
427,73.621371,78.33867021,1054.045,623.101,375.751
428,73.555952,77.68185279,1061.335,623.64,375.926
429,73.493462,80.0967716,1055.607,624.021,376.059
430,73.439902,81.43047602,1054.56,624.963,376.418
431,73.387772,80.47150162,1055.533,625.891,376.768
432,73.321165,79.62498748,1049.89,626.751,377.044
433,73.252461,78.0316831,1051.281,627.29,377.211
434,73.215121,79.50158326,1056.696,627.669,377.33
435,73.160768,83.57976324,1063.873,628.544,377.601
436,73.097847,80.56709815,1057.183,629.454,377.893
437,73.068685,79.39130555,1051.353,630.281,378.146
438,72.984135,79.52248693,1055.27,630.822,378.285
439,72.910827,78.30125663,1056.784,631.298,378.429
440,72.908611,78.83471798,1060.897,632.227,378.676
441,72.878945,82.41268375,1059.068,633.179,378.931
442,72.799795,82.51645975,1057.177,634.142,379.187
443,72.754515,80.93214356,1057.668,635.077,379.378
444,72.691752,81.94192935,1049.667,635.637,379.509
445,72.634137,81.60062787,1049.99,635.979,379.575
446,72.637868,80.82870785,1051.841,636.99,379.778
447,72.573145,80.91274815,1059.136,637.903,379.959
448,72.46941,81.06200378,1064.321,638.885,380.147
449,72.399483,81.40888622,1059.387,639.427,380.262
450,72.342974,80.14332022,1060.452,639.785,380.323
451,72.297702,77.26803266,1062.575,640.707,380.484
452,72.269645,80.86041623,1059.497,641.652,380.664
453,72.216555,82.95192057,1055.004,642.624,380.825
454,72.121196,81.12781605,1055.717,643.086,380.881
455,72.008571,81.2199329,1056.31,643.543,380.936
456,71.951139,83.12220362,1055.728,644.474,381.072
457,71.922914,81.52460387,1051.907,645.388,381.216
458,71.876223,79.52193359,1049.465,646.27,381.345
459,71.833611,80.5680058,1049.77,646.769,381.42
460,71.79893,79.23414121,1053.069,647.174,381.479
461,71.788969,78.49005205,1053.76,648.136,381.6
462,71.751986,79.64611269,1048.806,649.019,381.693
463,71.651088,79.79554528,1051.713,649.94,381.833
464,71.570095,78.22411118,1056.686,650.496,381.941
465,71.481071,76.83144286,1057.04,650.945,381.967
466,71.400982,75.60375171,1061.205,651.871,382.033
467,71.340399,78.63828962,1061.157,652.75,382.136
468,71.295212,77.01993392,1057.862,653.653,382.264
469,71.251938,75.14586832,1059.049,654.609,382.374
470,71.208524,77.03032454,1055.55,655.159,382.427
471,71.159616,79.05025679,1058.373,655.434,382.484
472,71.082244,76.9340745,1058.736,656.386,382.595
473,71.016692,76.44742455,1056.921,657.404,382.705
474,70.99035,77.73317966,1057.412,658.239,382.846
475,70.939296,77.59312058,1055.478,658.732,382.924
476,70.878242,78.93661778,1056.235,659.161,382.967
477,70.820607,78.22917863,1050.31,660.03,383.066
478,70.728802,77.04834039,1044.527,660.975,383.189
479,70.670094,79.01564864,1054.651,661.974,383.332
480,70.64488,78.53766561,1060.418,662.432,383.407
481,70.593037,77.99593489,1059.204,662.887,383.481
482,70.539418,79.26179683,1054.867,663.794,383.618
483,70.486675,76.54150881,1051.73,664.707,383.748
484,70.389238,76.69666676,1054.829,665.577,383.901
485,70.316373,78.58673194,1058.452,665.998,383.995
486,70.286671,78.87085253,1056.405,666.548,384.07
487,70.244769,78.20330975,1054.79,667.539,384.209
488,70.201742,79.22845492,1056.928,668.44,384.34
489,70.173354,81.56855331,1061.115,669.403,384.501
490,70.108891,82.41258678,1064.004,669.937,384.605
491,70.036614,81.32626406,1061.897,670.404,384.631
492,69.977069,80.64086247,1062.911,671.34,384.754
493,69.930571,79.70312968,1064.231,672.253,384.88
494,69.884485,79.52918002,1061.752,673.166,384.979
495,69.811478,81.17444317,1061.698,673.748,385.082
496,69.727361,79.95856895,1058.408,674.218,385.188
497,69.64369,82.32300393,1056.3,675.188,385.386
498,69.58246,83.04639581,1057.298,676.143,385.547
499,69.528958,81.62450518,1055.058,677.122,385.705
500,69.488197,80.15586266,1052.915,677.714,385.803
501,69.477824,77.42709018,1053.535,678.147,385.897
502,69.427661,75.05136199,1059.276,679.13,386.075
503,69.346763,77.15829898,1062.659,680.222,386.253
504,69.29485,79.7594821,1057.189,681.303,386.459
505,69.26472,80.39109793,1056.779,682.409,386.674
506,69.217059,79.24310895,1058.764,683.079,386.831
507,69.161759,78.02478147,1062.138,683.555,386.898
508,69.093414,82.51347095,1065.015,684.658,387.086
509,69.027425,80.63731486,1064.207,685.755,387.281
510,68.981331,79.11527407,1058.346,686.963,387.487
511,68.91427,80.43986153,1056.907,687.507,387.605
512,68.828076,79.88123655,1061.186,687.95,387.696
513,68.761468,81.34278238,1065.309,688.994,387.913
514,68.704393,80.56928245,1061.088,690.258,388.154
515,68.679058,80.2089617,1063.796,691.436,388.35
516,68.604609,81.38659444,1067.591,692.043,388.452
517,68.527903,81.12710765,1069.414,692.534,388.579
518,68.51486,77.80253614,1069.196,693.66,388.829
519,68.460907,78.40068787,1063.306,694.926,389.055
520,68.395607,78.06159007,1063.388,696.078,389.263
521,68.336081,79.62635005,1065.766,696.914,389.386
522,68.280093,82.05298661,1062.449,697.454,389.503
523,68.243225,83.97331321,1062.677,698.64,389.748
524,68.189719,82.92052149,1068.519,699.899,389.989
525,68.138953,80.63706323,1060.382,701.163,390.247
526,68.110366,79.75580742,1057.884,701.94,390.414
527,68.05315,79.26288741,1057.616,702.509,390.52
528,68.007598,80.26057377,1062.574,703.693,390.79
529,67.952867,78.8591103,1068.14,704.734,391.061
530,67.898655,79.38613959,1068.095,705.884,391.3
531,67.838584,82.05368379,1068.164,706.714,391.449
532,67.778782,81.15675285,1067.515,707.247,391.556
533,67.71773,77.98381872,1064.726,708.468,391.802
534,67.621597,79.09206629,1059.187,709.687,392.073
535,67.54584,79.61490767,1060.214,710.817,392.343
536,67.496517,81.19698266,1068.982,711.912,392.606
537,67.449936,79.84463214,1072.89,712.609,392.788
538,67.419157,77.32720353,1070.068,713.137,392.911
539,67.373861,78.77325052,1066.391,714.232,393.22
540,67.303386,77.75568418,1067.883,715.343,393.532
