Time (s),Mass (g),HRR (kW/m2),TC Top (K),TC back 1 (K),TC back 2 (K)
149,85.925553,82.59785958,1015.21,392.363,301.122
150,85.905798,82.99624926,1011.56,393.397,301.29
151,85.825238,81.11685257,1014.432,394.455,301.49
152,85.755755,80.69039982,1011.739,395.483,301.683
153,85.731083,83.63741467,1009.141,395.92,301.758
154,85.685841,83.02000127,1010.343,396.465,301.886
155,85.627796,82.20245726,1011.996,397.484,302.105
156,85.545987,82.96481347,1012.736,398.571,302.304
157,85.503475,80.39568147,1014.365,399.754,302.555
158,85.468911,79.32351779,1015.383,400.251,302.674
159,85.408457,82.7837341,1017.188,400.828,302.733
160,85.391528,83.22067309,1021.187,401.871,302.919
161,85.356531,81.92267362,1023.482,403.028,303.147
162,85.289198,83.16059598,1033.604,404.22,303.335
163,85.212269,85.4219824,1042.46,404.729,303.425
164,85.161778,83.76837645,1038.821,405.389,303.538
165,85.118038,82.9242381,1039.318,406.559,303.719
166,85.050393,82.65364845,1036.918,407.743,303.931
167,84.946879,81.81524388,1031.079,408.88,304.143
168,84.854331,80.74998577,1029.837,409.416,304.23
169,84.770443,81.69128745,1029.451,410.069,304.344
170,84.736431,82.08507304,1028.006,411.289,304.585
171,84.724052,82.4930568,1029.339,412.487,304.825
172,84.65797,81.49424689,1033.85,413.716,305.074
173,84.611777,79.04757729,1036.059,414.249,305.188
174,84.570456,80.9865032,1032.402,414.873,305.294
175,84.499206,81.18543728,1023.506,416.096,305.528
176,84.436851,79.05591934,1019.217,417.339,305.764
177,84.390154,77.99213599,1020.519,418.524,306.015
178,84.368363,79.54072368,1021.403,419.155,306.17
179,84.344611,79.12942057,1021.349,419.772,306.291
180,84.287449,78.63462609,1029.033,421.049,306.546
181,84.207151,80.12654422,1037.005,422.396,306.82
182,84.15993,78.58617463,1033.608,423.571,307.033
183,84.117327,77.27238076,1029.087,424.841,307.286
184,84.065465,78.69440114,1028.773,425.505,307.441
185,84.018169,78.54602393,1034.964,426.215,307.584
186,83.960321,77.36162311,1040.307,427.28,307.795
187,83.902648,78.63870408,1042.599,428.439,308.025
188,83.825246,77.90077405,1043.78,429.991,308.327
189,83.79739,75.20659294,1042.783,430.578,308.431
190,83.784889,74.82997997,1039.521,431.179,308.569
191,83.710573,76.74592716,1036.871,432.486,308.837
192,83.630957,77.48382326,1040.027,433.766,309.113
193,83.550023,77.40040058,1035.651,435.048,309.383
194,83.494048,78.78141177,1029.223,435.687,309.487
195,83.478519,78.12391821,1023.955,436.39,309.646
196,83.444489,76.83750119,1023.253,437.648,309.918
197,83.39747,77.59163782,1021.977,439.333,310.188
198,83.351545,77.83030905,1022.911,441.165,310.49
199,83.287053,77.08662082,1030.88,441.797,310.64
200,83.24491,75.98280929,1028.745,442.166,310.763
201,83.182111,76.26386028,1032.106,443.223,311.039
202,83.125598,75.18259078,1035.143,444.802,311.32
203,83.086135,72.14025601,1030.608,446.412,311.623
204,83.016601,74.10543717,1028.463,447.026,311.752
205,82.943247,75.28668584,1030.861,447.453,311.889
206,82.909166,73.36314691,1039.928,448.41,312.155
207,82.876659,74.83286614,1045.833,449.539,312.451
208,82.839845,75.66151251,1045.481,450.611,312.759
209,82.805176,72.88368351,1046.938,451.209,312.93
210,82.753374,74.3055098,1046.72,451.854,313.069
211,82.676016,76.65386297,1043.393,452.987,313.355
212,82.615753,75.20350579,1039.33,454.265,313.659
213,82.558219,74.63478711,1039.738,455.648,313.96
214,82.524284,76.43804691,1040.63,456.173,314.086
215,82.495905,75.92006402,1040.183,456.826,314.245
216,82.441807,74.13478161,1038.4,458.033,314.508
217,82.393045,74.01720557,1035.256,459.326,314.811
218,82.324736,74.33488089,1033.418,460.723,315.149
219,82.25624,76.87343598,1034.558,462.116,315.456
220,82.23947,79.84645695,1035.243,462.759,315.605
221,82.212244,78.18918241,1032.272,463.4,315.726
222,82.156242,76.49867623,1024.49,464.867,316.033
223,82.089505,76.31747594,1024.879,466.268,316.345
224,82.035476,74.28495172,1032.085,467.572,316.645
225,81.983024,73.08553927,1035.398,468.255,316.811
226,81.926509,76.70193134,1038.366,468.921,316.952
227,81.874888,78.02556378,1040.102,470.248,317.22
228,81.839297,75.44691332,1040.43,471.68,317.552
229,81.768825,77.21845246,1048.796,473.213,317.895
230,81.688046,78.94060935,1053.57,473.823,317.996
231,81.681816,76.78000916,1052.891,474.485,318.179
232,81.658048,74.28327029,1049.265,475.97,318.525
233,81.601979,72.91586484,1045.48,477.52,318.873
234,81.544809,73.04193312,1044.141,478.861,319.202
235,81.469331,73.46570824,1043.421,479.514,319.352
236,81.424622,74.76616842,1042.063,480.212,319.51
237,81.406747,74.33293925,1035.568,481.744,319.866
238,81.398569,73.55248348,1032.179,483.153,320.187
239,81.386871,74.26587879,1042.351,484.604,320.53
240,81.309706,73.75401601,1050.718,485.299,320.706
241,81.167553,72.65035501,1045.768,486.119,320.899
242,81.087214,74.95100033,1039.226,487.526,321.178
243,81.033714,77.10182087,1046.417,488.991,321.501
244,80.99114,75.20602434,1051.964,490.58,321.842
245,80.98092,76.1813506,1050.219,491.264,321.966
246,80.958989,74.75690147,1047.094,491.978,322.145
247,80.887728,74.15104953,1045.687,493.417,322.465
248,80.805515,76.00234225,1045.38,494.793,322.821
249,80.77634,77.596792,1044.947,496.269,323.21
250,80.759102,75.53416495,1046.191,496.934,323.353
251,80.710167,74.4663599,1046.047,497.699,323.526
252,80.65876,74.00803329,1043.541,499.111,323.864
253,80.611405,71.88024285,1047.325,500.551,324.208
254,80.546802,72.91492121,1056.529,502.004,324.548
255,80.49375,72.86933138,1058.138,503.475,324.888
256,80.44045,71.90131259,1056.904,504.182,325.045
257,80.371781,74.25184268,1052.138,504.882,325.187
258,80.297152,73.99088483,1047.101,506.141,325.469
259,80.250983,72.80835762,1047.313,507.205,325.742
260,80.212435,73.64833372,1057.164,509.806,326.266
261,80.173221,75.43918627,1058.514,510.508,326.461
262,80.153096,73.95145449,1054.736,511.178,326.638
263,80.114473,73.68607802,1052.682,512.418,326.97
264,80.074822,74.98191117,1057.285,513.666,327.306
265,80.040222,73.56674184,1057.434,515.022,327.661
266,79.944835,70.44179936,1053.436,515.71,327.836
267,79.885175,72.37812889,1059.228,516.325,327.978
268,79.857882,73.50850546,1061.818,517.804,328.343
269,79.807782,70.82470032,1049.481,519.213,328.756
270,79.776167,72.20670613,1046.634,520.512,329.12
271,79.75726,73.35284077,1049.69,521.121,329.273
272,79.686455,71.62695332,1049.919,521.713,329.462
273,79.64192,71.62389989,1048.87,523.059,329.863
274,79.609959,70.80276946,1047.361,524.471,330.259
275,79.524456,69.83989807,1050.035,525.73,330.594
276,79.430717,69.74241672,1053.096,526.468,330.769
277,79.398961,71.72873213,1056.688,527.143,330.976
278,79.386408,71.41045932,1053.14,528.518,331.372
279,79.329871,70.26157,1045.023,529.816,331.767
280,79.263284,71.69717889,1048.868,531.074,332.138
281,79.220757,72.49121138,1054.385,531.725,332.309
282,79.190829,72.91762324,1051.622,532.351,332.489
283,79.152841,73.09545209,1052.266,533.542,332.836
284,79.093378,72.43798983,1058.986,534.901,333.257
285,79.041284,71.81636447,1058.473,536.255,333.671
286,78.990802,71.00447785,1055.986,536.89,333.851
287,78.917386,69.61250317,1057.405,537.511,334.042
288,78.889533,70.09213239,1061.088,538.863,334.429
289,78.873154,71.13780469,1060.907,540.107,334.816
290,78.830956,71.0401586,1060.184,541.282,335.199
291,78.744564,69.29963856,1058.157,542.469,335.547
292,78.667935,70.63216377,1055.065,543.067,335.72
293,78.631146,70.80882447,1057.327,543.691,335.919
294,78.580674,69.51352532,1060.611,544.902,336.286
295,78.550379,70.29600195,1062.056,546.108,336.658
296,78.53861,70.19795721,1064.789,547.35,337.071
297,78.491279,68.36836891,1067.691,548.041,337.301
298,78.42008,67.81796006,1069.513,548.639,337.455
299,78.384688,68.41052784,1064.174,549.802,337.816
300,78.341032,68.33513939,1054.008,551.012,338.241
301,78.270867,69.00847226,1051.01,552.284,338.641
302,78.202135,70.77348931,1048.946,552.884,338.824
303,78.160813,69.36147593,1050.383,553.509,339.036
304,78.149288,68.91796235,1055.038,554.723,339.44
305,78.125229,70.36270233,1058.863,555.924,339.838
306,78.053983,69.78342837,1056.793,557.088,340.242
307,77.974497,67.29351499,1054.479,557.744,340.476
308,77.91758,69.21310937,1060.892,558.308,340.668
309,77.868113,69.35186997,1063.854,559.379,341.025
310,77.855099,66.80848792,1057.853,560.585,341.464
311,77.817324,69.11038888,1058.695,561.817,341.901
312,77.759352,72.73666165,1061.454,562.348,342.064
313,77.699483,71.96852706,1061.496,562.994,342.284
314,77.634256,69.35375298,1063.135,564.128,342.649
315,77.595627,68.7416526,1059.349,565.34,343.026
316,77.555039,68.01108057,1053.886,566.573,343.448
317,77.528033,68.57504792,1055.343,567.148,343.657
318,77.488216,71.28410273,1062.038,567.718,343.836
319,77.43273,69.94484701,1063.139,568.884,344.24
320,77.386336,68.398661,1053.464,570.12,344.706
321,77.358885,69.66894341,1049.332,571.305,345.119
322,77.322195,69.75991793,1048.299,571.972,345.333
323,77.261744,67.03606037,1048.599,572.554,345.551
324,77.209576,68.58726368,1050.043,573.675,345.95
325,77.171687,70.07230784,1054.568,574.946,346.384
326,77.122974,69.53888815,1055.945,576.24,346.831
327,77.074049,69.45822656,1055.454,577.454,347.244
328,77.018543,71.91852013,1057.407,578.059,347.447
329,76.96464,69.82682692,1057.306,578.71,347.662
330,76.919837,66.47285868,1059.633,579.899,348.084
331,76.871184,67.37016466,1064.304,581.114,348.542
332,76.810717,70.28007557,1062.58,582.332,348.957
333,76.750356,71.24773043,1057.689,582.973,349.149
334,76.719613,71.39241739,1056.464,583.606,349.388
335,76.7057,71.60779369,1058.091,584.804,349.798
336,76.628201,70.92389392,1063.138,585.986,350.169
337,76.436455,70.65514922,1061.075,587.36,350.598
338,76.242442,71.12017663,1054.919,588.12,350.811
339,76.17087,70.48259042,1052.133,588.697,350.971
340,76.141769,70.46672692,1050.406,590.126,351.443
341,76.093062,72.14055899,1048.737,591.368,351.898
342,76.030802,70.8611948,1047.281,592.612,352.314
343,75.985015,69.46241381,1051.162,593.388,352.566
344,75.963065,69.30476718,1056.603,594.039,352.761
345,75.947434,69.32261406,1059.973,595.276,353.149
346,75.886711,69.0270381,1054.239,596.542,353.595
347,75.800362,69.90909595,1054.602,597.83,354.065
348,75.759779,71.15745917,1058.97,598.409,354.266
349,75.709935,69.07279329,1059.268,599.006,354.483
350,75.680392,67.5879486,1059.917,600.249,354.937
351,75.652964,68.42152464,1058.613,601.447,355.381
352,75.575249,69.0523716,1057.695,602.615,355.803
353,75.524033,67.15270859,1058.145,603.165,355.995
354,75.492751,67.19776595,1058.83,603.817,356.219
355,75.440583,69.60566466,1056.999,605.042,356.642
356,75.401001,70.35560058,1055.522,606.248,357.054
357,75.336238,69.50771165,1055.269,607.457,357.466
358,75.281087,69.87967238,1053.541,608.174,357.892
359,75.289848,69.6799539,1056.955,608.735,358.109
360,75.226949,68.77064492,1056.901,609.942,358.329
361,75.12144,67.36583881,1055.85,611.268,358.793
362,75.047699,69.15666533,1060.303,612.506,359.191
363,75.017749,67.55238583,1059.822,613.787,359.603
364,75.041986,66.43322642,1058.594,614.46,359.81
365,75.016493,68.3024213,1054.464,615.001,360.018
366,74.911288,70.12292985,1047.452,616.185,360.476
367,74.829169,66.64851835,1049.054,617.395,360.916
368,74.768741,67.27424849,1050.875,618.686,361.349
369,74.729951,68.1034546,1045.538,619.316,361.568
370,74.691972,66.48476125,1049.064,619.94,361.834
371,74.650763,66.95903841,1049.489,621.081,362.292
372,74.603331,67.58444671,1049.468,622.157,362.713
373,74.532929,65.25044009,1052.692,623.296,363.19
374,74.467651,64.57892751,1051.501,623.858,363.428
375,74.441978,67.41231579,1054.391,624.303,363.608
376,74.375033,68.87323355,1056.338,625.168,363.993
377,74.303745,68.85815584,1053.08,625.782,364.307
378,74.274658,67.72112368,1055.263,627.03,364.867
379,74.252241,67.90407514,1059.351,627.79,365.201
380,74.217598,68.19257677,1055.748,628.377,365.466
381,74.143821,67.98532217,1058.791,629.532,365.932
382,74.074969,69.31071468,1065.733,630.631,366.36
383,74.044944,68.2495263,1065.8,631.704,366.824
384,73.997165,64.97259792,1068.12,632.356,367.09
385,73.937718,66.63677396,1065.054,632.818,367.29
386,73.871762,66.88670827,1061.262,633.852,367.758
387,73.833951,65.71787719,1056.09,634.934,368.221
388,73.798603,68.71481476,1051.991,635.982,368.655
389,73.751971,71.38726031,1052.702,636.516,368.894
390,73.706222,68.37394254,1055.572,637.015,369.131
391,73.640364,66.3350598,1059.57,638.035,369.607
392,73.592091,68.10959037,1060.44,639.017,370.039
393,73.572186,68.17452171,1061.47,640.06,370.49
394,73.531945,67.0437765,1063.08,640.655,370.76
395,73.460773,67.01957608,1064.63,641.167,371.003
396,73.396556,68.4218457,1066.045,642.166,371.447
397,73.328886,70.12155098,1064.115,643.088,371.846
398,73.225748,69.07882197,1062.013,644.044,372.267
399,73.200353,68.46330006,1061.372,645.057,372.748
400,73.17506,68.20301995,1060.418,645.587,373.047
401,73.154437,68.17629237,1061.589,646.097,373.266
402,73.143402,68.72958315,1062.901,647.045,373.678
403,73.068962,69.0801205,1063.878,648.073,374.095
404,73.0026,67.67870539,1063.777,649.085,374.472
405,72.936442,69.2110988,1062.447,649.663,374.685
406,72.896221,69.80765037,1063.464,650.189,374.886
407,72.889641,68.17596131,1065.789,651.201,375.274
408,72.833575,66.75470931,1064.025,652.168,375.656
409,72.780215,67.53285966,1061.324,653.213,376.108
410,72.737045,67.93100273,1063.766,653.757,376.362
411,72.689034,67.65433013,1063.392,654.092,376.481
412,72.670615,68.02492755,1062.488,655.032,376.851
413,72.608495,66.54120937,1062.829,655.894,377.228
414,72.544166,65.07759573,1063.059,656.769,377.59
415,72.495342,65.99376653,1062.419,657.165,377.748
416,72.433694,66.98395346,1061.972,657.551,377.892
417,72.38667,67.43486478,1064.265,658.386,378.198
418,72.344956,67.70509849,1066.781,659.173,378.535
419,72.297268,68.02109123,1062.855,660.022,378.913
420,72.215084,66.3789999,1060.093,660.414,379.058
421,72.153001,65.34040386,1061.965,660.695,379.173
422,72.101366,66.01069784,1064.296,661.472,379.474
423,72.058328,65.9969026,1061.745,662.291,379.756
424,72.028625,66.31569637,1061.341,662.969,379.979
425,71.97467,68.17126405,1063.143,663.352,380.107
426,71.938523,67.52530624,1063.226,663.65,380.205
427,71.895378,67.18980734,1063.4,664.393,380.445
428,71.839582,68.22105183,1063.909,665.08,380.66
429,71.773027,68.51040856,1066.552,665.759,380.901
430,71.704815,66.46672897,1069.262,666.159,381.063
431,71.656551,66.35646476,1068.245,666.493,381.185
432,71.591126,67.64100761,1066.934,667.137,381.378
433,71.54637,67.87231121,1064.364,667.815,381.569
434,71.525183,66.60366153,1063.73,668.53,381.797
435,71.495639,67.94626954,1065.59,669.149,381.988
436,71.438333,67.21496983,1065.04,669.486,382.099
437,71.376533,66.70624266,1065.429,669.83,382.182
438,71.3392,68.21578865,1067.736,670.508,382.353
439,71.301724,66.96469224,1071.829,671.235,382.575
440,71.261418,65.42477951,1070.652,671.934,382.788
441,71.193946,66.77612762,1066.746,672.324,382.887
442,71.10668,66.72120607,1067.2,672.689,382.982
443,71.019179,65.40688642,1068.109,673.536,383.17
444,70.980038,64.49587107,1069.522,674.445,383.377
445,70.965641,64.586274,1069.553,675.217,383.571
446,70.924216,63.39450725,1068.107,675.722,383.656
447,70.864801,65.20770228,1068.451,676.065,383.726
448,70.804516,66.74443633,1069.413,676.911,383.918
449,70.744074,65.15584468,1067.82,677.75,384.159
450,70.721,67.58918434,1065.702,678.506,384.372
451,70.71838,70.90324762,1066.32,678.969,384.479
452,70.660168,68.95694341,1067.224,679.275,384.568
453,70.580074,65.8971283,1067.603,680.14,384.803
454,70.518128,65.18142051,1063.897,681.036,385.025
455,70.46791,64.51530897,1062.435,681.816,385.238
456,70.4414,64.60695404,1064.326,682.213,385.36
457,70.386717,66.60466419,1064.905,682.565,385.47
458,70.330054,68.18997284,1066.741,683.35,385.714
459,70.277362,66.9456892,1067.688,684.133,385.932
460,70.254883,67.3524136,1067.006,684.976,386.143
461,70.217662,67.57154588,1066.711,685.434,386.26
462,70.148438,65.83267264,1067.571,685.807,386.347
463,70.09535,65.40994066,1067.667,686.67,386.577
464,70.067318,68.26066901,1064.886,687.526,386.819
465,70.018643,67.06734168,1062.507,688.338,387.046
466,69.977409,67.08198395,1061.829,688.888,387.219
467,69.92104,69.19679099,1064.937,689.27,387.329
468,69.834745,69.304224,1070.169,690.102,387.554
469,69.800253,67.28602,1071.159,691.026,387.807
470,69.744748,68.40260707,1068.256,691.923,388.085
471,69.69532,69.45192339,1068.587,692.839,388.363
472,69.678834,69.74073004,1070.624,693.315,388.508
473,69.640293,66.60652438,1068.953,693.608,388.624
474,69.58248,67.37970203,1063.831,694.403,388.921
475,69.535636,66.55256119,1062.898,695.153,389.207
476,69.511548,69.14628451,1068.041,695.825,389.481
477,69.458446,71.51430941,1070.176,696.202,389.618
478,69.381684,69.2445198,1068.638,696.433,389.744
479,69.327197,70.47949009,1064.568,697.034,390.076
480,69.250844,71.16350042,1066.656,697.668,390.43
481,69.196854,70.31252618,1073.308,698.412,390.759
482,69.188994,70.24163816,1072.33,698.819,390.872
483,69.145739,70.27487733,1071.626,699.136,390.995
484,69.061179,70.09316128,1066.087,699.926,391.325
485,69.008343,69.06820045,1063.214,700.668,391.659
486,68.994045,67.89933345,1066.096,701.28,391.937
487,68.852069,66.39708294,1062.224,701.734,392.171
488,68.796329,66.64458289,1061.972,701.764,392.186
489,68.755747,67.40654068,1068.858,702.618,392.542
490,68.747604,67.94395981,1065.113,703.588,393.014
491,68.730893,68.35040134,1062.059,704.316,393.361
492,68.693222,67.77923745,1064.188,704.733,393.524
493,68.588469,66.7457989,1065.198,705.011,393.659
494,68.513128,67.46335184,1068.346,705.831,394.035
495,68.502532,68.63744301,1074.277,706.61,394.379
496,68.472528,66.04558769,1078.218,707.446,394.769
497,68.439291,67.90464386,1074.665,707.884,394.96
498,68.402901,67.49329741,1072.923,708.259,395.15
499,68.322515,67.32601237,1071.231,709.012,395.514
500,68.245978,68.57579569,1072.398,709.777,395.889
501,68.196314,65.80109393,1071.345,710.527,396.29
502,68.132913,64.83446432,1068.987,710.921,396.668
503,68.069605,67.22061076,1069.95,711.274,396.851
504,68.06029,67.98501614,1068.671,712.077,397.043
505,68.075354,67.93117402,1069.32,712.84,397.429
506,68.0286,69.21635827,1071.02,713.525,397.843
507,67.947152,68.42471481,1070.327,714.227,398.263
508,67.879252,69.79677343,1074.756,714.686,398.53
509,67.823217,70.03771596,1073.101,715.015,398.695
510,67.788189,68.68903552,1075.454,715.712,399.072
511,67.738706,69.1746075,1077.738,716.431,399.526
512,67.690858,71.28811552,1065.837,717.101,399.98
513,67.62186,68.68366846,1060.546,717.512,400.263
514,67.57651,69.85913101,1068.504,717.786,400.453
515,67.535124,70.02604816,1074.536,718.489,400.898
516,67.48984,69.23853245,1065.51,719.237,401.329
517,67.432673,69.02416882,1068.435,720.028,401.823
518,67.372913,68.04028331,1076.379,720.4,402.076
519,67.302849,70.07612584,1074.1,720.687,402.223
520,67.246698,70.48227681,1074.323,721.529,402.662
521,67.223811,71.94495529,1080.063,722.309,403.116
522,67.187714,71.38046737,1074.296,723.202,403.667
523,67.132667,73.1792868,1072.518,723.663,403.924
524,67.07059,71.88031755,1070.87,724.058,404.16
525,66.993572,71.74373765,1067.598,724.831,404.615
526,66.93564,70.91801253,1071.676,725.614,405.068
527,66.905469,70.77934905,1081.949,726.446,405.578
528,66.860637,72.53876605,1083.279,726.89,405.875
529,66.823849,72.4744591,1082.162,727.261,406.102
530,66.780088,71.24843572,1079.438,728.09,406.589
531,66.717858,71.32616431,1078.837,728.862,407.047
532,66.649037,72.53977817,1080.664,729.618,407.554
533,66.585891,70.12443002,1081.166,730.161,407.944
534,66.531618,69.74554337,1068.298,730.577,408.165
535,66.483098,69.18600889,1061.431,731.352,408.622
536,66.464599,68.32321331,1074.182,732.056,409.085
537,66.457203,68.6322844,1078.227,732.84,409.603
538,66.361966,68.69345732,1073.377,733.663,410.131
