Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
402.7,369.5,7.6745,-0.0416
405.4,370,7.6729,-0.041
408.1,370.5,7.6717,-0.0407
411.1,371,7.6704,-0.0403
413.9,371.5,7.6691,-0.0398
416.7,372,7.6681,-0.0394
419.7,372.5,7.6668,-0.0389
422.5,373,7.6655,-0.0385
425.3,373.5,7.6646,-0.0381
428,374,7.6635,-0.0377
430.7,374.5,7.6627,-0.0374
433.7,375,7.6617,-0.037
436.5,375.5,7.6607,-0.0367
439.3,376,7.6598,-0.0364
442.3,376.5,7.6589,-0.036
445.1,377,7.6581,-0.0357
447.9,377.5,7.6575,-0.0355
450.6,378,7.6567,-0.0352
453.3,378.5,7.656,-0.0349
456.3,379,7.6553,-0.0346
459.1,379.5,7.6546,-0.0344
461.9,380,7.654,-0.0342
464.9,380.5,7.6532,-0.034
467.7,381,7.6525,-0.0338
470.5,381.5,7.652,-0.0337
473.2,382,7.6513,-0.0336
475.9,382.5,7.6509,-0.0334
478.9,383,7.6503,-0.0333
481.7,383.5,7.6497,-0.0331
484.5,384,7.6493,-0.033
487.3,384.5,7.6486,-0.0329
490.1,385,7.6481,-0.0328
492.8,385.5,7.6476,-0.0328
495.5,386,7.6472,-0.0327
498.5,386.5,7.6468,-0.0325
501.3,387,7.6464,-0.0325
504.1,387.5,7.646,-0.0324
507.1,388,7.6455,-0.0325
510.1,388.5,7.6451,-0.0325
513.1,389,7.6446,-0.0324
515.9,389.5,7.6441,-0.0324
518.7,390,7.6437,-0.0324
521.7,390.5,7.6434,-0.0323
524.7,391,7.6429,-0.0323
527.4,391.5,7.6425,-0.0323
530.1,392,7.6422,-0.0323
533.1,392.5,7.6418,-0.0323
536.1,393,7.6414,-0.0323
538.9,393.5,7.6411,-0.0324
541.7,394,7.6408,-0.0324
544.7,394.5,7.6405,-0.0323
547.5,395,7.6401,-0.0325
550.3,395.5,7.6397,-0.0325
553.3,396,7.6394,-0.0327
556,396.5,7.639,-0.0327
558.7,397,7.6387,-0.0327
561.7,397.5,7.6383,-0.0328
564.7,398,7.6378,-0.0331
567.5,398.5,7.6375,-0.0332
570.3,399,7.6373,-0.0334
573.3,399.5,7.6369,-0.0335
576.1,400,7.6365,-0.0336
578.9,400.5,7.6362,-0.0337
581.9,401,7.6358,-0.0339
584.9,401.5,7.6355,-0.034
587.6,402,7.6353,-0.0342
590.3,402.5,7.635,-0.0343
593.3,403,7.6347,-0.0344
596.1,403.5,7.6343,-0.0344
598.9,404,7.6339,-0.0346
601.9,404.5,7.6336,-0.0349
604.9,405,7.6333,-0.0351
607.7,405.5,7.633,-0.0352
610.5,406,7.6327,-0.0354
613.2,406.5,7.6323,-0.0355
615.9,407,7.632,-0.0356
618.9,407.5,7.6315,-0.0358
621.7,408,7.6311,-0.036
624.5,408.5,7.6308,-0.0362
627.5,409,7.6305,-0.0363
630.5,409.5,7.6302,-0.0365
633.3,410,7.6298,-0.0364
636.1,410.5,7.6296,-0.0366
639.1,411,7.6293,-0.0367
641.8,411.5,7.6288,-0.0367
644.5,412,7.6285,-0.0369
647.5,412.5,7.6282,-0.0371
650.3,413,7.6279,-0.0372
653.1,413.5,7.6277,-0.0372
656.1,414,7.6273,-0.0373
658.9,414.5,7.6269,-0.0375
661.7,415,7.6266,-0.0376
664.4,415.5,7.6261,-0.0378
667.1,416,7.6258,-0.0379
669.9,416.5,7.6254,-0.038
672.7,417,7.6252,-0.038
675.7,417.5,7.6248,-0.0382
678.5,418,7.6244,-0.0384
681.3,418.5,7.6241,-0.0385
684.3,419,7.6238,-0.0385
687,419.5,7.6235,-0.0387
689.7,420,7.6231,-0.0389
692.7,420.5,7.6228,-0.0389
695.5,421,7.6224,-0.039
698.3,421.5,7.6221,-0.0391
701.3,422,7.6218,-0.0393
704.1,422.5,7.6213,-0.0394
706.9,423,7.621,-0.0396
709.9,423.5,7.6206,-0.0398
712.6,424,7.6201,-0.0399
715.3,424.5,7.6196,-0.04
718.1,425,7.6193,-0.0402
720.9,425.5,7.619,-0.0403
723.7,426,7.6184,-0.0403
726.5,426.5,7.618,-0.0404
729.5,427,7.6176,-0.0406
732.5,427.5,7.6173,-0.0408
735.2,428,7.6168,-0.041
737.9,428.5,7.6164,-0.0412
740.7,429,7.616,-0.0413
743.5,429.5,7.6156,-0.0416
746.5,430,7.6151,-0.0418
749.3,430.5,7.6146,-0.0419
752.1,431,7.6142,-0.0421
754.8,431.5,7.6137,-0.0422
757.5,432,7.6133,-0.0424
760.5,432.5,7.6128,-0.0427
763.3,433,7.6124,-0.0427
766.1,433.5,7.612,-0.0429
769.1,434,7.6115,-0.0432
771.9,434.5,7.6109,-0.0433
774.7,435,7.6105,-0.0434
777.4,435.5,7.6101,-0.0437
780.1,436,7.6097,-0.0439
783.1,436.5,7.6091,-0.044
785.9,437,7.6086,-0.0442
788.7,437.5,7.6083,-0.0445
791.5,438,7.6077,-0.0447
794.3,438.5,7.6074,-0.0449
797.3,439,7.6069,-0.0452
800,439.5,7.6064,-0.0454
802.7,440,7.6059,-0.0455
805.7,440.5,7.6054,-0.0458
808.5,441,7.6048,-0.0461
811.3,441.5,7.6043,-0.0463
814.1,442,7.6038,-0.0466
816.9,442.5,7.6033,-0.0468
819.9,443,7.6027,-0.0471
822.6,443.5,7.6021,-0.0474
825.3,444,7.6017,-0.0476
828.1,444.5,7.601,-0.0479
830.9,445,7.6004,-0.0483
833.9,445.5,7.5997,-0.0486
836.7,446,7.599,-0.0488
839.5,446.5,7.5985,-0.0491
842.5,447,7.5978,-0.0494
845.2,447.5,7.5971,-0.0497
847.9,448,7.5964,-0.05
850.7,448.5,7.5955,-0.0504
853.5,449,7.5948,-0.0505
856.5,449.5,7.5942,-0.0508
859.3,450,7.5935,-0.0511
862.1,450.5,7.5928,-0.0513
865.1,451,7.5921,-0.0516
867.8,451.5,7.5912,-0.0519
870.5,452,7.5904,-0.0522
873.3,452.5,7.5895,-0.0524
876.1,453,7.5887,-0.0527
879.1,453.5,7.5878,-0.0529
881.9,454,7.5868,-0.0531
884.7,454.5,7.586,-0.0535
887.4,455,7.585,-0.0538
890.1,455.5,7.5842,-0.054
892.9,456,7.5832,-0.0543
895.7,456.5,7.5824,-0.0544
898.7,457,7.5813,-0.0546
901.5,457.5,7.5802,-0.0548
904.3,458,7.5793,-0.055
907,458.5,7.5783,-0.0553
909.7,459,7.5774,-0.0556
912.7,459.5,7.5764,-0.0558
915.5,460,7.5752,-0.0559
918.3,460.5,7.5741,-0.0562
921.1,461,7.5728,-0.0566
923.9,461.5,7.5717,-0.0568
926.6,462,7.5705,-0.057
929.3,462.5,7.5695,-0.0572
932.1,463,7.5682,-0.0574
934.9,463.5,7.567,-0.0576
937.9,464,7.5656,-0.0579
940.7,464.5,7.5644,-0.0581
943.2,465,7.5633,-0.0583
945.9,465.5,7.5621,-0.0585
948.7,466,7.5607,-0.0588
951.5,466.5,7.5595,-0.059
954.3,467,7.5579,-0.0592
957.1,467.5,7.5566,-0.0594
960.1,468,7.5551,-0.0597
962.8,468.5,7.5535,-0.06
965.5,469,7.5521,-0.0601
968.3,469.5,7.5504,-0.0604
971.1,470,7.549,-0.0606
973.9,470.5,7.5473,-0.0609
976.7,471,7.5458,-0.0611
979.4,471.5,7.544,-0.0613
982.1,472,7.5425,-0.0615
984.9,472.5,7.5407,-0.0618
987.7,473,7.5392,-0.062
990.5,473.5,7.5372,-0.0624
993.3,474,7.5356,-0.0625
996,474.5,7.5336,-0.0627
998.7,475,7.5319,-0.063
1001.5,475.5,7.53,-0.0632
1004.3,476,7.5282,-0.0634
1007.3,476.5,7.5261,-0.0637
1010.1,477,7.5241,-0.064
1012.9,477.5,7.5223,-0.0642
1015.6,478,7.5201,-0.0644
1018.3,478.5,7.5183,-0.0646
1021.1,479,7.5163,-0.0649
1023.9,479.5,7.5145,-0.0651
1026.7,480,7.5121,-0.0654
1029.5,480.5,7.5102,-0.0656
1032.2,481,7.5079,-0.0658
1034.9,481.5,7.506,-0.066
1037.9,482,7.5036,-0.0663
1040.7,482.5,7.5011,-0.0665
1043.5,483,7.4991,-0.0666
1046.3,483.5,7.4967,-0.0669
1049.1,484,7.4947,-0.067
1051.8,484.5,7.4924,-0.0673
1054.5,485,7.4903,-0.0676
1057.3,485.5,7.4877,-0.0678
1060.1,486,7.4856,-0.0679
1062.9,486.5,7.483,-0.0681
1065.7,487,7.4809,-0.0683
1068.7,487.5,7.4783,-0.0684
1071.4,488,7.4758,-0.0686
1074.1,488.5,7.4736,-0.0687
1076.9,489,7.471,-0.0689
1079.7,489.5,7.4689,-0.069
1082.5,490,7.4661,-0.0692
1085.3,490.5,7.4639,-0.0694
1088.3,491,7.4613,-0.0695
1091,491.5,7.4585,-0.0697
1093.7,492,7.4563,-0.0698
1096.5,492.5,7.4536,-0.07
1099.3,493,7.4513,-0.0701
1102.1,493.5,7.4486,-0.0703
1104.9,494,7.4463,-0.0705
1107.6,494.5,7.4434,-0.0707
1110.3,495,7.4411,-0.0708
1113.1,495.5,7.4384,-0.071
1115.9,496,7.436,-0.0712
1118.7,496.5,7.4332,-0.0713
1121.5,497,7.4308,-0.0714
1124.2,497.5,7.428,-0.0717
1126.9,498,7.4256,-0.0718
1129.7,498.5,7.4227,-0.072
1132.5,499,7.4203,-0.0722
1135.3,499.5,7.4173,-0.0724
1138.1,500,7.4148,-0.0725
1140.8,500.5,7.4118,-0.0727
1143.5,501,7.4093,-0.0728
1146.3,501.5,7.4062,-0.073
1149.1,502,7.4037,-0.0731
1151.9,502.5,7.4007,-0.0733
1154.7,503,7.3981,-0.0734
1157.7,503.5,7.3949,-0.0736
1160.4,504,7.3917,-0.0737
1163.1,504.5,7.3889,-0.0737
1165.9,505,7.3857,-0.0739
1168.7,505.5,7.3829,-0.074
1171.7,506,7.3796,-0.0741
1174.5,506.5,7.3762,-0.0743
1177.3,507,7.3734,-0.0745
1180,507.5,7.37,-0.0746
1182.7,508,7.3669,-0.0747
1185.5,508.5,7.3633,-0.0749
1188.3,509,7.3603,-0.075
1191.3,509.5,7.3567,-0.0752
1194.1,510,7.3532,-0.0753
1196.9,510.5,7.3502,-0.0754
1199.6,511,7.3464,-0.0756
1202.3,511.5,7.343,-0.0757
1205.1,512,7.3392,-0.0759
1207.9,512.5,7.336,-0.0761
1210.9,513,7.3318,-0.0762
1213.7,513.5,7.3277,-0.0763
1216.5,514,7.3243,-0.0763
1219.2,514.5,7.32,-0.0764
1221.9,515,7.3165,-0.0765
1224.7,515.5,7.312,-0.0765
1227.5,516,7.3083,-0.0765
1230.3,516.5,7.3038,-0.0766
1233.1,517,7.3001,-0.0767
1235.8,517.5,7.2955,-0.0767
1238.5,518,7.2915,-0.0768
1241.3,518.5,7.2868,-0.0769
1244.1,519,7.2828,-0.077
1246.9,519.5,7.2778,-0.0771
1249.7,520,7.2737,-0.0771
1252.4,520.5,7.2688,-0.0769
1255.1,521,7.2648,-0.0768
1257.9,521.5,7.2597,-0.0769
1260.7,522,7.2554,-0.077
1263.5,522.5,7.2503,-0.0771
1266.3,523,7.2459,-0.0772
1269,523.5,7.2405,-0.0772
1271.7,524,7.236,-0.0774
1274.5,524.5,7.2307,-0.0775
1277.3,525,7.2262,-0.0775
1280.1,525.5,7.2207,-0.0777
1282.9,526,7.2161,-0.0778
1285.6,526.5,7.2106,-0.0779
1288.3,527,7.2058,-0.0779
1291.1,527.5,7.1999,-0.0779
1293.9,528,7.1952,-0.078
1296.7,528.5,7.1895,-0.078
1299.5,529,7.1846,-0.078
1302.2,529.5,7.1786,-0.0781
1304.9,530,7.1735,-0.0782
1307.7,530.5,7.1675,-0.0783
1310.5,531,7.1622,-0.0784
1313.3,531.5,7.1559,-0.0785
1316.1,532,7.1507,-0.0786
1318.8,532.5,7.1443,-0.0787
1321.5,533,7.139,-0.0787
1324.3,533.5,7.1324,-0.0788
1327.1,534,7.1268,-0.079
1329.9,534.5,7.1201,-0.0791
1332.7,535,7.1145,-0.0792
1335.4,535.5,7.1076,-0.0794
1338.1,536,7.1019,-0.0795
1340.9,536.5,7.0949,-0.0796
1343.7,537,7.0891,-0.0797
1346.5,537.5,7.082,-0.0799
1349.3,538,7.0759,-0.0801
1352.3,538.5,7.0685,-0.0803
1355,539,7.0609,-0.0804
1357.7,539.5,7.0545,-0.0805
1360.5,540,7.0468,-0.0806
1363.3,540.5,7.0403,-0.0807
1366.1,541,7.0324,-0.0809
1368.9,541.5,7.0258,-0.081
1371.6,542,7.0179,-0.0812
1374.3,542.5,7.0113,-0.0813
1377.1,543,7.0031,-0.0815
1379.9,543.5,6.9962,-0.0816
1382.7,544,6.9878,-0.0818
1385.5,544.5,6.9807,-0.082
1388.2,545,6.9721,-0.0821
1390.9,545.5,6.9647,-0.0823
1393.7,546,6.9558,-0.0824
1396.5,546.5,6.9485,-0.0826
1399.5,547,6.9394,-0.0828
1402.3,547.5,6.9303,-0.083
1405.1,548,6.9227,-0.0831
1407.8,548.5,6.9133,-0.0833
1410.5,549,6.9053,-0.0834
1413.3,549.5,6.8957,-0.0835
1416.1,550,6.8877,-0.0837
1419.1,550.5,6.878,-0.0839
1421.9,551,6.8681,-0.0841
1424.7,551.5,6.8599,-0.0841
1427.4,552,6.8498,-0.0842
1430.1,552.5,6.8414,-0.0843
1433.1,553,6.8313,-0.0844
1435.9,553.5,6.8209,-0.0846
1438.7,554,6.8122,-0.0847
1441.5,554.5,6.8016,-0.0848
1444.3,555,6.7927,-0.0849
1447,555.5,6.7818,-0.0851
1449.7,556,6.7728,-0.0852
1452.5,556.5,6.7618,-0.0853
1455.3,557,6.7526,-0.0854
1458.1,557.5,6.7415,-0.0855
1460.9,558,6.7321,-0.0856
1463.6,558.5,6.7208,-0.0858
1466.3,559,6.7112,-0.0858
1469.1,559.5,6.6995,-0.0859
1471.9,560,6.6897,-0.086
1474.7,560.5,6.6779,-0.0861
1477.5,561,6.6678,-0.0862
1480.2,561.5,6.6557,-0.0862
1482.9,562,6.6457,-0.0863
1485.7,562.5,6.6335,-0.0864
1488.5,563,6.6231,-0.0865
1491.3,563.5,6.6106,-0.0866
1494.1,564,6.6001,-0.0866
1497.1,564.5,6.5874,-0.0867
1499.8,565,6.5745,-0.0868
1502.5,565.5,6.5636,-0.0869
1505.3,566,6.5505,-0.0869
1508.1,566.5,6.5396,-0.087
1510.9,567,6.5262,-0.0872
1513.7,567.5,6.515,-0.0873
1516.7,568,6.5014,-0.0874
1519.4,568.5,6.4878,-0.0875
1522.1,569,6.4764,-0.0875
1524.9,569.5,6.4625,-0.0876
1527.7,570,6.4508,-0.0877
1530.5,570.5,6.4368,-0.0879
1533.3,571,6.425,-0.0881
1536,571.5,6.4106,-0.0882
1538.7,572,6.3986,-0.0883
1541.5,572.5,6.3841,-0.0884
1544.3,573,6.3718,-0.0885
1547.1,573.5,6.357,-0.0886
1549.9,574,6.3445,-0.0888
1552.6,574.5,6.3295,-0.0889
1555.3,575,6.317,-0.089
1558.3,575.5,6.3017,-0.0891
1561.1,576,6.2862,-0.0893
1563.9,576.5,6.2731,-0.0894
1566.7,577,6.2575,-0.0896
1569.5,577.5,6.2444,-0.0897
1572.2,578,6.2284,-0.0901
1574.9,578.5,6.215,-0.0902
1577.7,579,6.1988,-0.0904
1580.5,579.5,6.185,-0.0908
1583.3,580,6.1685,-0.091
1586.1,580.5,6.1546,-0.0911
1589.1,581,6.1376,-0.0913
1591.8,581.5,6.1206,-0.0915
1594.5,582,6.1064,-0.0916
1597.3,582.5,6.0893,-0.0919
1600.1,583,6.0747,-0.0922
1602.9,583.5,6.057,-0.0925
1605.7,584,6.0423,-0.0927
1608.4,584.5,6.0245,-0.0929
1611.1,585,6.0095,-0.093
1614.1,585.5,5.9911,-0.0931
1616.9,586,5.9727,-0.0933
1619.7,586.5,5.9573,-0.0936
1622.5,587,5.9379,-0.0938
1625.3,587.5,5.9227,-0.0939
1628,588,5.9031,-0.094
1630.7,588.5,5.8877,-0.0941
1633.7,589,5.8677,-0.0943
1636.5,589.5,5.8486,-0.0945
1639.3,590,5.8323,-0.0947
1642.3,590.5,5.8124,-0.0949
1645.1,591,5.7921,-0.0953
1647.9,591.5,5.7752,-0.0955
1650.6,592,5.7549,-0.0956
1653.3,592.5,5.737,-0.0958
1656.3,593,5.7169,-0.0959
1659.1,593.5,5.6953,-0.096
1661.9,594,5.6783,-0.0961
1664.9,594.5,5.6562,-0.0963
1667.7,595,5.6355,-0.0965
1670.5,595.5,5.6175,-0.0967
1673.5,596,5.5958,-0.0971
1676.2,596.5,5.5739,-0.0974
1678.9,597,5.5553,-0.0974
1681.9,597.5,5.5331,-0.0975
1684.7,598,5.5103,-0.0976
1687.5,598.5,5.4916,-0.0977
1690.3,599,5.4689,-0.0978
1693.1,599.5,5.4499,-0.0979
1696.1,600,5.4271,-0.098
1698.8,600.5,5.4049,-0.0981
1701.5,601,5.3855,-0.0982
1704.5,601.5,5.3614,-0.0983
1707.3,602,5.3389,-0.0984
1710.1,602.5,5.3186,-0.0987
1712.9,603,5.2952,-0.0989
1715.7,603.5,5.2756,-0.0988
1718.7,604,5.2519,-0.0988
1721.4,604.5,5.228,-0.0988
1724.1,605,5.2081,-0.0987
1727.1,605.5,5.1842,-0.0987
1729.9,606,5.1601,-0.0987
1732.7,606.5,5.1401,-0.0988
1735.5,607,5.1159,-0.0989
1738.3,607.5,5.0957,-0.099
1741.3,608,5.0713,-0.099
1744,608.5,5.0468,-0.099
1746.7,609,5.0263,-0.099
1749.5,609.5,5.0018,-0.0991
1752.3,610,4.9813,-0.0992
1755.3,610.5,4.9567,-0.0994
1758.1,611,4.932,-0.0996
1760.9,611.5,4.9112,-0.0999
1763.6,612,4.8861,-0.0999
1766.3,612.5,4.8653,-0.1
1769.3,613,4.8403,-0.1001
1772.1,613.5,4.815,-0.1001
1774.9,614,4.7939,-0.1002
1777.9,614.5,4.7685,-0.1004
1780.7,615,4.7429,-0.1005
1783.5,615.5,4.7216,-0.1006
1786.5,616,4.696,-0.1008
1789.2,616.5,4.6702,-0.101
1791.9,617,4.6485,-0.1013
1794.9,617.5,4.6223,-0.1015
1797.9,618,4.5961,-0.1017
1800.7,618.5,4.5697,-0.1018
1803.5,619,4.5476,-0.1019
1806.5,619.5,4.5208,-0.1022
1809.3,620,4.494,-0.1025
1812.1,620.5,4.4715,-0.1028
1815.1,621,4.4441,-0.1031
1817.8,621.5,4.4165,-0.1036
1820.5,622,4.3934,-0.1043
1823.5,622.5,4.3654,-0.105
1826.5,623,4.3372,-0.1053
1829.5,623.5,4.3089,-0.1056
1832.3,624,4.28,-0.106
1835.1,624.5,4.2557,-0.1064
1838.1,625,4.2264,-0.1069
1841.1,625.5,4.1968,-0.1076
1843.9,626,4.1667,-0.1082
1846.7,626.5,4.1416,-0.1087
1849.7,627,4.1109,-0.1093
1852.7,627.5,4.0797,-0.11
1855.7,628,4.0483,-0.1108
1858.4,628.5,4.0165,-0.1117
1861.1,629,3.9898,-0.1126
1864.1,629.5,3.9572,-0.1137
1867.1,630,3.9242,-0.1146
1869.9,630.5,3.8908,-0.1153
1872.7,631,3.8625,-0.116
1875.7,631.5,3.8283,-0.1168
1878.7,632,3.7937,-0.1176
1881.5,632.5,3.7586,-0.1184
1884.3,633,3.7289,-0.119
1887.3,633.5,3.6928,-0.1199
1890.3,634,3.6562,-0.1208
1893.3,634.5,3.6192,-0.1217
1896,635,3.5819,-0.1225
1898.7,635.5,3.5504,-0.1232
1901.7,636,3.5119,-0.1239
1904.7,636.5,3.4732,-0.1246
1907.5,637,3.4341,-0.1253
1910.3,637.5,3.4011,-0.1261
1913.3,638,3.3613,-0.1268
1916.3,638.5,3.3211,-0.1275
1919.3,639,3.2803,-0.1282
1922.3,639.5,3.2394,-0.1287
1925.3,640,3.1981,-0.1291
1928.3,640.5,3.1565,-0.1296
1931.1,641,3.1146,-0.1302
1933.9,641.5,3.0796,-0.1306
1936.9,642,3.0373,-0.131
1939.9,642.5,2.9949,-0.1313
1942.6,643,2.9525,-0.1313
1945.3,643.5,2.9172,-0.1314
1948.3,644,2.8748,-0.1314
1951.1,644.5,2.8325,-0.1312
1953.9,645,2.7974,-0.1309
1956.9,645.5,2.7554,-0.1305
1959.7,646,2.7136,-0.13
1962.5,646.5,2.6792,-0.1294
1965.5,647,2.6385,-0.1287
1968.2,647.5,2.5982,-0.1278
1970.9,648,2.565,-0.1269
1973.7,648.5,2.5259,-0.1256
1976.5,649,2.494,-0.1244
1979.3,649.5,2.4566,-0.1227
1982.1,650,2.4261,-0.1211
1984.8,650.5,2.3903,-0.1192
1987.5,651,2.3615,-0.1175
1990.3,651.5,2.3278,-0.1153
1992.8,652,2.3005,-0.1133
1995.6,652.5,2.2742,-0.1113
1998.3,653,2.2439,-0.1087
2001,653.5,2.2197,-0.1065
2003.8,654,2.1919,-0.1037
2006.6,654.5,2.1698,-0.1014
2009.4,655,2.1447,-0.0983
2011.9,655.5,2.1249,-0.0958
2014.6,656,2.1062,-0.0934
2017.4,656.5,2.0849,-0.0903
2020.2,657,2.0684,-0.0877
2023,657.5,2.05,-0.0849
2025.8,658,2.0356,-0.0832
2028.5,658.5,2.0198,-0.0819
2031,659,2.0074,-0.0808
2033.8,659.5,1.9959,-0.0795
2036.6,660,1.9832,-0.0776
2039.4,660.5,1.9734,-0.076
2042.1,661,1.9628,-0.0739
2044.8,661.5,1.9546,-0.0721
2047.6,662,1.9457,-0.0699
2050.4,662.5,1.9389,-0.068
2053.2,663,1.9313,-0.0658
2056,663.5,1.9254,-0.064
2058.7,664,1.9189,-0.0619
2061.4,664.5,1.9139,-0.0603
2064.4,665,1.9081,-0.0584
2067.2,665.5,1.9027,-0.0566
2070,666,1.8985,-0.0551
2073,666.5,1.8936,-0.0534
2075.8,667,1.8888,-0.0517
2078.6,667.5,1.8851,-0.0504
2081.6,668,1.8807,-0.0489
2084.6,668.5,1.8766,-0.0475
2087.3,669,1.8726,-0.0463
2090,669.5,1.8693,-0.0455
2093,670,1.8653,-0.0445
2095.8,670.5,1.8614,-0.0437
2098.6,671,1.8581,-0.043
2101.6,671.5,1.8542,-0.0423
2104.6,672,1.8503,-0.0415
2107.6,672.5,1.8468,-0.0408
2110.4,673,1.8432,-0.0402
2113.2,673.5,1.8402,-0.0398
2116.2,674,1.8367,-0.0393
2119.2,674.5,1.8332,-0.0388
2122.2,675,1.8296,-0.0384
2124.9,675.5,1.8262,-0.038
2127.6,676,1.8234,-0.0377
2130.6,676.5,1.8199,-0.0375
2133.6,677,1.8165,-0.0372
2136.6,677.5,1.8131,-0.037
2139.4,678,1.8098,-0.037
2142.2,678.5,1.8071,-0.0368
2145.2,679,1.8038,-0.0366
2148.2,679.5,1.8005,-0.0364
2151,680,1.797,-0.0361
2153.8,680.5,1.7943,-0.0359
2156.8,681,1.7911,-0.0355
2159.8,681.5,1.7879,-0.0352
2162.5,682,1.7847,-0.0349
2165.2,682.5,1.7821,-0.0348
2168.2,683,1.7789,-0.0346
2171.2,683.5,1.7757,-0.0344
2174,684,1.7725,-0.0343
2176.8,684.5,1.7699,-0.0343
2179.8,685,1.7667,-0.0342
2182.8,685.5,1.7635,-0.034
2185.8,686,1.7603,-0.0339
2188.6,686.5,1.7572,-0.0337
2191.4,687,1.7547,-0.0336
2194.4,687.5,1.7515,-0.0335
2197.4,688,1.7483,-0.0334
2200.4,688.5,1.7451,-0.0332
