Time,Mass,HRR,Temperature 1 Sample Front,Temperature 3 Inside,Temperature 4 Sample Back
41,74.333312,1.353743044,469.211,328.732,297.804
42,74.295836,1.578408364,470.323,329.852,297.856
43,74.296054,1.361379796,473.842,330.958,297.935
44,74.295473,1.574003487,477.332,332.078,297.971
45,74.383343,2.071940492,479.364,333.21,298.052
46,74.401898,2.734315223,481.186,334.323,298.125
47,74.401519,2.365308386,481.678,335.441,298.17
48,74.401436,2.736879179,481.188,336.565,298.243
49,74.315812,2.24703311,483.448,337.662,298.322
50,74.296436,2.283187938,483.555,338.758,298.405
51,74.296002,2.199335697,483.658,339.871,298.475
52,74.218939,2.255417671,485.146,341.007,298.552
53,74.277253,2.106047967,485.997,342.076,298.621
54,74.293393,2.19893631,486.071,343.199,298.708
55,74.296605,2.591193746,486.334,344.306,298.791
56,74.382676,3.145229093,487.453,345.375,298.88
57,74.238237,3.666089743,485.672,346.465,298.957
58,74.200328,3.221022693,485.018,347.564,299.047
59,74.11578,3.582352833,486.893,348.611,299.128
60,74.181033,3.158090966,487.455,349.715,299.222
61,74.279676,3.499143776,489.441,350.761,299.323
62,74.380906,3.041153656,491.982,351.804,299.388
63,74.401514,3.383603761,494.771,352.897,299.508
64,74.402208,3.144209625,495.138,353.921,299.569
65,74.316584,3.419129906,496.418,354.963,299.671
66,74.218578,3.170212586,499.081,355.989,299.762
67,74.115928,3.530651202,500.714,357.05,299.875
68,74.259084,3.242937568,501.868,358.08,300.02
69,74.21758,3.438190214,503.015,359.08,300.143
70,74.275586,3.031772283,503.166,360.101,300.278
71,74.381236,3.060306166,504.562,361.139,300.43
72,74.316501,2.951547587,507.384,362.152,300.553
73,74.297029,3.001884778,510.531,363.157,300.73
74,74.21864,2.926052278,511.977,364.157,300.907
75,74.279466,3.120786408,513.384,365.153,301.071
76,74.298023,3.357366894,514.82,366.146,301.256
77,74.297174,3.21482403,515.917,367.143,301.435
78,74.379947,3.448103182,516.178,368.121,301.589
79,74.316927,3.087329502,516.128,369.11,301.707
80,74.219255,3.237830255,514.245,370.05,301.82
81,74.11657,2.971988954,515.087,371.032,301.916
82,74.183212,3.082731486,516.289,371.995,302.07
83,74.279938,2.96312325,513.645,372.975,302.19
84,74.383378,3.297130661,511.282,373.94,302.304
85,74.403381,3.039274618,510.245,374.897,302.458
86,74.400016,3.408260287,509.475,375.869,302.592
87,74.316113,3.098193249,511.676,376.81,302.747
88,74.218868,3.229550564,513.719,377.771,302.918
89,74.201705,2.866345707,515.145,378.74,303.088
90,74.281092,3.118816591,516.264,379.679,303.238
91,74.296964,2.906034812,516.558,380.632,303.401
92,74.377385,3.291913152,519.459,381.603,303.715
93,74.317983,3.001123854,520.979,382.575,304.021
94,74.293374,3.314812124,523.897,383.519,304.316
95,74.381774,2.982303663,525.908,384.475,304.663
96,74.316805,4.188459856,527.798,385.42,305.019
97,74.296443,3.995957183,528.801,386.367,305.337
98,74.296592,4.186877861,531.503,387.302,305.622
99,74.383486,3.871471957,531.702,388.229,305.887
100,74.401947,4.010603624,531.49,389.18,306.167
101,74.31666,3.867570046,531.058,390.121,306.538
102,74.284698,4.094315101,532.674,391.033,306.879
103,74.29342,3.985178578,533.289,391.923,307.187
104,74.218902,4.296381139,531.965,392.858,307.522
105,74.20058,3.889274662,532.42,393.736,307.871
106,74.279018,4.218029473,532.359,394.647,308.148
107,74.297561,3.895868747,532.727,395.532,308.444
108,74.383268,4.307563269,533.904,396.397,308.756
109,74.31702,3.8439247,533.883,397.294,309.095
110,74.203458,4.061562149,534.717,398.142,309.403
111,74.198032,3.861856666,535.997,398.998,309.723
112,74.116426,4.204128441,536.923,399.815,310.005
113,74.020448,3.951009402,536.535,400.633,310.267
114,74.166912,4.197082873,535.59,401.439,310.64
115,74.201512,4.197387607,533.51,402.256,311.004
116,74.279473,5.048389457,533.383,403.043,311.358
117,74.219261,4.775178217,535.623,403.82,311.716
118,74.096239,4.94016656,537.691,404.607,312.101
119,74.093638,4.788097302,539.652,405.386,312.447
120,74.097691,4.917032387,539.807,406.138,312.805
121,74.097119,4.952664923,540.32,406.899,313.243
122,74.097554,5.149788629,540.969,407.669,313.637
123,74.097679,4.928898546,538.101,408.419,314.08
124,74.262964,5.245493307,538.224,409.159,314.525
125,74.219597,4.864782361,539.207,409.9,314.973
126,74.18118,4.84125009,538.913,410.657,315.456
127,74.196937,4.652213026,536.831,411.408,315.799
128,74.040754,4.771382822,536.405,412.131,316.286
129,73.920021,5.46245883,533.856,412.84,316.76
130,73.983719,5.179959266,531.564,413.558,317.331
131,74.080496,4.790047174,532.584,414.281,317.93
132,74.098633,51.56291353,536.476,415.021,318.404
133,73.937508,77.87565052,539.27,415.84,318.932
134,73.883701,106.7864028,578.225,416.585,319.725
135,73.89693,137.2919526,628.56,417.286,320.831
136,73.652649,163.0401761,681.769,417.963,321.925
137,73.519049,190.3633505,713.029,418.622,322.907
138,73.501425,218.6185192,726.998,419.195,324.207
139,73.416876,220.0700018,723.901,419.831,325.987
140,73.397571,268.1002253,719.2,420.453,328.379
141,73.236954,291.1126765,715.315,421.079,330.874
142,73.103243,294.5963887,711.34,421.731,332.728
143,72.766387,318.8683999,706.916,422.359,334.052
144,72.530496,334.7791351,704.74,423.007,335.02
145,72.495692,336.7950824,703.426,423.659,335.804
146,72.495545,347.554161,703.013,424.333,336.506
147,72.331719,349.1028905,702.625,424.999,337.142
148,72.294511,352.7837481,700.946,425.662,337.754
149,72.13374,352.362084,699.334,426.328,338.298
150,72.044118,356.734481,697.913,427.013,338.801
151,71.434329,350.7347794,696.468,427.703,339.251
152,70.725366,369.7164591,695.959,428.412,339.655
153,70.757724,364.4128917,695.419,429.111,340.022
154,71.365679,360.7361741,694.414,429.806,340.368
155,71.249604,358.4450702,693.743,430.534,340.688
156,71.115495,359.3665622,693.064,431.286,341.043
157,70.927203,362.2061058,692.165,431.975,341.334
158,70.71739,380.1959786,691.214,432.717,341.704
159,70.200067,370.5051057,690.868,433.457,341.959
160,69.440295,383.5541974,690.883,434.207,342.049
161,69.616004,381.4060762,690.37,434.943,341.918
162,69.768229,380.2301556,690.002,435.683,341
163,69.786088,379.9224109,689.447,436.438,339.459
164,69.786109,370.7632464,689.222,437.163,338.067
165,69.708631,377.9632074,688.86,437.915,336.962
166,69.541042,373.6743842,688.902,438.699,335.449
167,69.330043,370.4872874,688.742,439.461,333.99
168,69.123341,367.4547655,688.429,440.205,332.767
169,68.920248,380.2854822,688.198,440.963,331.751
170,68.882125,397.4174496,687.438,441.733,330.838
171,68.720111,376.0123943,686.848,442.513,330.021
172,68.682691,389.8549579,686.892,443.255,329.284
173,68.518996,388.4630071,686.234,444.046,328.62
174,68.325097,396.4866142,686.061,444.869,327.992
175,68.121707,387.8690986,685.622,445.691,327.443
176,67.834966,377.1251991,685.004,446.566,326.94
177,67.697922,384.0943584,684.419,447.43,326.485
178,67.759188,377.3181222,684.397,448.338,326.048
179,67.61256,382.6169356,683.859,449.223,325.646
180,67.496072,373.691444,683.322,450.168,325.278
181,67.395623,376.8194222,682.664,451.05,324.905
182,66.889374,389.9738087,681.992,451.913,324.548
183,66.689727,369.6583924,681.531,452.815,324.241
184,66.507745,372.5006819,681.563,453.687,323.966
185,66.385981,390.6927093,681.55,454.535,323.743
186,66.449996,393.4404295,681.62,455.343,323.509
187,66.308439,387.8187008,681.362,456.133,323.339
188,66.185587,376.667223,681.277,456.91,323.204
189,66.004674,374.4488045,681.38,457.744,323.079
190,65.38701,375.5818497,681.585,458.519,322.968
191,65.349932,378.0661433,680.834,459.362,322.86
192,65.205345,377.8759916,680.248,460.182,322.77
193,65.007138,385.2424149,679.997,461.023,322.713
194,65.047059,380.3379149,679.641,461.911,322.681
195,64.900243,390.2279006,679.224,462.797,322.628
196,64.78645,387.4538903,678.734,463.738,322.589
197,64.607505,387.1361576,679.097,464.635,322.585
198,64.397102,386.4807205,679.608,465.597,322.606
199,64.284303,383.2820065,679.621,466.514,322.63
200,64.183633,399.9156636,679.658,467.417,322.659
201,64.00357,387.8177698,679.907,468.305,322.736
202,63.802992,399.2560977,679.619,469.257,322.794
203,63.686629,394.4484022,679.293,470.227,322.907
204,63.586395,385.9702542,679.597,471.224,322.996
205,63.482777,391.1003491,679.075,472.157,323.087
206,63.298388,392.030055,678.442,473.148,323.198
207,63.185369,386.3706953,678.245,474.129,323.328
208,63.006558,400.2030788,677.779,475.062,323.464
209,62.561495,392.2031001,677.397,476.028,323.622
210,62.383097,382.0525491,676.7,476.955,323.756
211,62.284284,390.7985013,676.48,477.874,323.903
212,62.105678,397.7643993,676.765,478.822,324.064
213,62.148032,381.8539709,676.447,479.784,324.241
214,61.915435,375.6902031,676.153,480.743,324.401
215,61.865197,382.5014407,676.102,481.686,324.58
216,61.782711,393.2444415,676.414,482.601,324.775
217,61.603232,398.1425741,676.51,483.586,324.954
218,61.243215,395.025214,676.212,484.565,325.148
219,60.916351,389.9369763,675.837,485.534,325.403
220,60.701262,393.3465043,675.98,486.593,325.602
221,60.57744,397.783002,676.063,487.579,325.825
222,60.311079,390.6284305,675.525,488.514,326.066
223,60.262142,387.8436943,675.525,489.482,326.314
224,60.263754,388.1576359,675.695,490.446,326.515
225,60.178722,388.9415205,675.3,491.445,326.723
226,60.161812,390.399275,675.237,492.353,326.93
227,60.081683,385.8407512,675.126,493.358,327.143
228,59.979873,377.5135489,674.879,494.358,327.375
229,59.713965,397.4125464,673.667,495.295,327.59
230,59.401711,385.1378832,673.127,496.281,327.771
231,58.864303,397.9711368,672.653,497.233,327.996
232,58.753377,391.5732527,672.859,498.164,328.22
233,58.589619,388.8802584,673.178,499.082,328.462
234,58.552701,391.8721827,673.204,500.05,328.677
235,58.474837,410.4561355,673.629,501.01,328.875
236,58.532458,401.045983,673.186,501.975,329.095
237,58.474191,393.5112807,672.912,502.908,329.316
238,58.347317,401.8847272,672.866,503.857,329.552
239,58.185428,397.9214316,673.101,504.774,329.787
240,57.407892,400.7288184,672.718,505.757,330.021
241,57.249897,405.0367113,672.264,506.715,330.255
242,57.004771,410.7846151,671.835,507.713,330.466
243,56.871962,403.1735157,671.417,508.651,330.704
244,56.928979,416.20911,671.375,509.632,330.902
245,56.94781,407.0809186,671.299,510.643,331.108
246,56.756505,402.2500121,671.473,511.624,331.315
247,56.7396,407.1520266,671.91,512.638,331.539
248,56.585374,397.7208533,671.956,513.637,331.752
249,56.385644,401.485681,672.174,514.592,331.988
250,56.263013,408.4803377,671.864,515.559,332.184
251,55.510912,403.8208003,671.502,516.556,332.403
252,55.016862,409.3702569,670.674,517.48,332.614
253,55.103661,410.2161447,670.171,518.357,332.821
254,55.373993,403.0295567,669.412,519.267,333.038
255,55.356894,402.581341,669.24,520.279,333.232
256,55.178798,410.6703824,669.696,521.224,333.51
257,55.063816,411.2541663,670.116,522.171,333.649
258,54.96012,397.3225905,670.411,523.129,333.869
259,54.615937,406.7387066,670.251,524.07,334.09
260,54.377659,389.2481265,669.437,524.984,334.284
261,54.091975,389.9270731,668.933,525.905,334.499
262,54.006795,394.0742525,668.427,526.867,334.691
263,53.951957,398.367824,668.244,527.784,334.897
264,53.940287,387.3848993,667.981,528.712,335.085
265,53.855862,395.2463938,668.279,529.662,335.265
266,53.757716,395.4770717,668.512,530.582,335.432
267,53.080565,404.8669111,668.553,531.493,335.605
268,52.513009,406.9205388,668.721,532.406,335.811
269,52.425634,407.6370716,668.444,533.308,336.005
270,52.334786,399.8761729,667.965,534.242,336.187
271,52.325541,394.5149303,667.289,535.17,336.37
272,52.244633,401.406052,666.903,536.224,336.536
273,52.224976,403.3802028,666.783,537.11,336.845
274,52.225448,406.5032802,666.958,544.844,337.024
275,52.064104,405.358161,667.088,552.628,337.191
276,51.946161,396.366762,667.208,582.166,337.39
277,51.760017,413.7770776,667.522,569.695,337.575
278,51.504671,410.6975618,667.764,579.566,337.729
279,51.429938,403.7762244,668.603,576.763,337.894
280,51.014933,406.704932,669.661,580.594,338.089
281,50.76122,411.5872387,669.338,581.92,338.239
282,50.639742,406.2804535,668.882,578.694,338.243
283,50.620767,413.5941343,668.179,573.435,338.549
284,50.541255,410.08308,667.353,576.029,338.761
285,50.440339,403.7674951,666.999,562.271,338.802
286,50.3654,407.9110588,666.733,563.857,338.985
287,50.247028,403.9569101,666.422,576.52,339.125
288,49.492614,418.8721421,665.898,574.297,339.279
289,49.323417,409.7781427,665.435,559.793,339.463
290,48.998531,416.8306489,665.939,554.875,339.649
291,48.924146,411.7829454,665.55,553.964,339.961
292,48.924359,425.4889399,664.715,555.422,340.013
293,48.923648,420.178507,663.943,555.891,340.355
294,48.874132,416.2601978,663.454,561.903,340.511
295,48.828421,409.4478987,662.797,564.784,340.674
296,48.743434,418.5120115,662.855,570.758,340.833
297,48.562926,423.5490133,662.748,569.674,341.043
298,47.634533,437.9174363,663.038,568.253,341.202
299,47.589405,434.0612624,663.274,568.613,341.394
300,47.540992,435.0979595,662.846,564.361,341.561
301,46.712907,431.0089971,662.716,569.64,341.732
302,46.675878,419.6877889,662.537,574.497,341.897
303,46.884807,429.7220421,662.496,575.103,342.081
304,46.92494,440.966877,662.076,572.648,342.279
305,46.840709,434.7602503,661.444,574.95,342.484
306,46.820422,426.4718871,661.009,573.539,342.767
307,46.742317,434.0668181,661.009,575.077,342.837
308,46.562375,442.7690543,661.285,575.351,343.025
309,45.639334,442.2277563,660.578,576.682,343.194
310,45.494402,446.5530591,660.515,577.676,343.362
311,45.275025,441.7978988,660.377,593.005,343.552
312,45.058671,434.4359484,659.994,596.959,343.702
313,44.858576,451.4799097,659.778,596.075,343.901
314,45.145374,463.7090436,659.702,597.664,344.09
315,45.143212,450.1229879,659.244,597.158,344.315
316,45.041309,431.3285542,658.852,598.407,344.464
317,44.942421,441.7367654,658.489,598.259,344.648
318,44.754574,440.9138194,658.633,600.269,344.811
319,44.076777,440.9604282,658.982,601.337,345.001
320,43.917225,457.1482112,659.419,603.793,345.166
321,43.917694,460.3883263,659.841,604.431,345.359
322,43.593503,448.6093178,659.37,604.982,345.526
323,43.195469,445.0593162,658.691,605.627,345.706
324,43.201063,461.1944398,658.467,606.362,345.911
325,43.217555,439.2252931,658.454,606.957,346.104
326,43.128785,459.8025342,658.212,607.778,346.314
327,42.95551,477.5321143,658.319,609.239,346.5
328,42.513103,468.196233,658.752,609.612,346.684
329,42.497684,449.1679398,658.365,610.771,346.903
330,42.190507,450.2171954,658.113,612.047,347.085
331,41.565349,471.357613,657.956,612.875,347.257
332,41.41336,480.6314923,657.667,613.478,347.464
333,41.252142,455.5846732,657.104,613.56,347.661
334,41.042337,477.4091819,656.399,613.899,347.856
335,40.601341,483.8527378,656.001,614.425,348.034
336,40.59452,454.4751528,655.691,614.888,348.218
337,40.692899,465.8450861,655.508,615.325,348.396
338,40.631589,461.1762639,655.165,616.102,348.615
339,40.528989,454.9122686,654.669,616.819,348.818
340,40.432942,457.2314324,654.754,617.618,348.998
341,40.332576,463.9721082,655.01,618.547,349.196
342,40.177768,456.1532266,655.167,618.748,349.425
343,39.70717,468.4111814,655.156,619.152,349.637
344,39.367055,473.2942475,654.934,619.48,349.845
345,39.145604,463.9939377,654.801,619.301,350.055
346,38.942902,468.9935119,654.852,619.463,350.312
347,38.327544,459.3474965,654.714,619.299,350.5
348,38.532533,457.8544657,655.108,619.484,350.706
349,38.52346,490.1412202,655.18,619.521,350.903
350,38.440738,462.1373678,655.08,619.722,351.124
351,38.327367,466.3175778,655.273,620.07,351.34
352,38.303133,490.900996,655.499,620.307,351.55
353,38.056097,469.2855633,655.851,620.64,351.786
354,37.75636,459.7148654,655.845,620.835,351.996
355,37.289215,470.2784111,656.06,620.333,352.234
356,37.035588,489.5329663,656.247,620.208,352.442
357,36.747865,490.8291994,656.336,620.465,352.682
358,36.317975,499.0384928,656.249,621.057,352.945
359,36.278554,484.1328606,656.276,621.524,353.172
360,36.45228,512.4071416,656.434,621.977,353.374
361,36.164922,495.3979795,656.736,622.547,353.627
362,36.005408,487.3699796,656.765,622.826,353.886
363,35.986144,503.869584,656.928,623.381,354.147
364,35.745021,495.4413996,657.262,623.675,354.415
365,35.357982,496.3882709,657.945,624.06,354.7
366,34.951824,503.2157365,658.228,624.461,355.034
367,34.805594,500.1379426,658.367,624.833,355.365
368,34.622291,504.5945985,658.491,625.226,355.737
369,34.25536,494.2519039,658.565,625.561,356.181
370,34.340869,500.3160736,658.684,625.883,356.661
371,34.299364,502.3958525,658.75,626.252,357.188
372,34.200575,498.8531617,658.815,626.632,357.647
373,34.017125,502.3107793,658.834,627.012,358.144
374,33.739929,471.4183262,658.852,627.332,358.637
375,33.191549,497.80193,659.071,627.781,359.156
376,33.077378,486.2214096,659.476,628.416,360.258
377,32.838527,472.8517969,659.871,629.531,361.339
378,32.29951,480.3471874,660.148,630.153,362.183
379,32.263858,494.7751426,660.6,630.555,362.941
380,32.282172,487.6389511,660.622,630.794,363.588
381,32.197693,502.3252448,660.71,631.086,364.248
382,32.015408,500.9128162,660.835,631.317,364.863
383,31.901253,504.879232,660.863,631.43,365.416
384,31.800164,488.0845291,660.967,631.462,365.963
385,31.295088,500.2930911,660.95,631.133,366.503
386,31.020785,488.0372998,660.872,630.828,367.054
387,30.494586,509.8675844,661.032,630.497,367.548
388,30.462434,511.6571183,660.993,629.904,368.103
389,30.4004,511.0163299,661.3,629.81,368.614
390,30.302197,515.0845218,661.485,629.64,368.962
391,30.283035,498.1137273,661.528,629.601,369.478
392,30.197421,526.209001,661.582,629.88,370
393,29.769106,531.3862922,663.076,629.633,369.904
394,28.689003,506.8890838,664.822,629.585,369.803
395,28.557687,485.6941405,666.648,629.795,370.749
396,28.498861,512.2087355,667.637,630.029,371.907
397,28.479719,510.4726508,668.468,630.202,373.176
398,28.480284,514.9680206,669.703,630.532,374.377
399,28.480671,511.5142524,670.255,631.389,375.661
400,28.394729,507.1802532,670.976,632.413,377.246
401,28.212271,501.4081383,672.19,632.376,379.315
402,27.850073,512.9419275,673.334,632.224,381.097
403,26.957687,511.1251249,674.596,632.034,383.343
404,27.017007,504.1755001,675.559,632.129,385.238
405,26.908172,513.8575947,676.364,632.488,386.954
406,26.551655,516.2085411,677.309,637.476,388.541
407,26.389173,517.0982966,678.166,637.091,389.946
408,26.369426,522.2234653,679.145,636.94,391.283
409,26.285685,509.0659145,679.804,641.027,392.622
410,26.18919,516.88447,680.68,635.914,393.895
411,26.010571,510.9155342,681.29,639.092,394.885
412,25.888273,524.1333157,681.751,637.161,395.417
413,25.707527,524.5142225,682.251,636.775,396.243
414,25.105195,525.7731169,682.729,636.546,396.979
415,24.964126,536.0565048,682.631,637.251,397.395
416,24.72918,523.2489037,682.727,638.808,397.279
417,24.340675,528.572179,682.847,640.246,397.316
418,23.768036,542.7458017,682.439,642.081,397.433
419,23.909685,553.2497047,681.484,640.388,397.654
420,23.881727,553.4172582,680.964,643.528,397.874
421,23.783039,524.8533767,680.589,647.186,398.079
422,23.681575,534.3166914,680.305,644.537,398.308
423,23.583791,517.1120959,679.654,647.921,398.628
424,23.320121,522.9070255,679.179,651.501,398.974
425,22.606536,526.4345684,678.618,648.811,399.411
426,22.455392,509.5437702,678.027,649.143,399.831
427,22.294106,525.6340687,678.038,648.646,400.319
428,21.852115,512.149073,677.795,649.1,400.854
429,21.581158,477.9327255,677.737,649.063,401.385
430,21.715103,476.6649188,677.538,649.056,401.944
431,21.757263,455.0161802,677.198,650.265,402.489
432,21.588388,457.6828462,677.501,649.128,402.959
433,21.472517,454.4522375,677.604,648.453,403.3
434,21.452791,457.8701268,677.94,648.848,403.684
435,21.05057,441.732027,678.463,649.627,404.041
436,20.703997,433.4710397,678.694,650.442,404.45
437,19.909591,422.4209661,678.476,650.816,404.812
438,19.665043,419.1523287,678.847,651.264,405.165
439,19.647718,415.1809509,679.079,650.56,405.593
440,19.725769,407.7548975,679.105,650.427,405.971
441,19.744925,397.4337344,679.002,650.293,406.343
442,19.667082,407.7529146,679.018,650.471,406.693
443,19.648553,410.3895316,679.166,651.074,407.015
444,19.565694,415.3859509,679.78,651.592,407.228
445,19.302484,399.338498,680.145,653.289,407.61
446,18.918008,393.3448293,680.482,653.995,407.968
447,18.603852,400.6854535,681.508,654.836,408.375
448,18.388106,389.9446754,682.197,656.408,408.759
449,18.26353,401.6507372,682.876,657.739,409.072
450,18.166688,387.0949706,683.71,658.258,409.432
451,18.148877,385.6999994,684.827,658.936,409.82
452,18.149325,379.6458784,685.663,659.532,410.264
453,18.064629,379.7756352,686.985,660.012,410.712
454,17.800594,378.5310635,688.645,661.062,411.149
455,17.827778,369.4574874,692.952,661.315,411.541
456,17.59902,375.9319835,697.402,661.432,412.109
457,17.380735,370.2462478,701.587,661.63,412.686
458,17.019943,366.61045,704.959,661.225,413.391
459,16.861905,372.3859426,707.818,660.426,414.063
460,16.67845,365.951169,709.86,659.928,414.77
461,16.403712,360.5021209,711.743,660.326,415.408
462,16.18076,374.5858567,713.544,660.308,415.997
463,16.311888,362.4968714,716.271,660.621,416.571
464,16.263818,363.2041144,718.652,660.326,417.154
465,16.161173,373.030185,720.535,660.156,417.832
466,16.062299,378.9940814,722.073,660.054,418.554
467,15.961471,376.4994575,723.459,660.345,419.289
468,15.863125,388.217399,724.467,661.113,420.05
469,15.352867,379.1772881,725.5,661.536,420.834
470,14.912347,385.5428471,726.003,662.104,421.618
471,14.765531,390.1069243,726.332,662.534,422.398
472,14.500546,400.0920579,724.878,663.345,423.167
473,14.357677,385.7455719,724.394,664.045,423.893
474,14.339709,385.3986866,723.537,700.27,424.802
475,14.340067,386.2677845,722.583,677.875,425.414
476,14.260332,357.5792472,719.533,666.107,425.926
477,14.158207,379.2955537,715.438,676.074,426.54
478,14.222368,369.7833645,711.98,671.07,427.08
479,14.079611,364.4731113,710.196,669.938,427.575
480,13.633608,361.8576713,708.864,669.134,428.082
481,13.214151,351.6644827,709.477,668.953,428.562
482,13.217195,368.1875834,709.522,668.897,429.146
483,13.071307,355.7047576,708.482,669.614,429.817
484,12.957559,352.4108147,707.909,670.494,430.461
485,12.938825,365.2165277,707.953,670.531,431.001
486,13.016533,356.6807875,708.081,670.579,431.58
487,12.874153,365.453956,708.897,670.877,432.114
488,12.757137,363.474162,709.43,671.93,432.677
489,12.739558,368.7278996,709.651,671.693,433.213
490,11.923154,368.2536271,709.562,671.734,433.507
491,11.649179,389.9623757,710.564,672.419,433.823
492,11.421408,389.9844995,710.396,672.44,434.219
493,11.341219,380.2310175,710.411,672.444,434.386
494,11.25069,383.0289519,710.013,672.405,434.4
495,11.313707,376.4482024,709.766,672.634,434.328
496,11.251743,373.9822594,709.539,674.096,434.186
497,11.230696,379.2741963,709.811,676.23,434.058
498,11.070117,377.9764261,710.349,679.006,433.979
499,10.954398,381.5265028,710.676,678.063,433.753
500,10.382361,397.2761853,711.685,676.395,433.749
501,10.234248,397.2421507,712.155,676.481,433.775
502,10.232331,390.4881913,712.085,677.075,433.86
503,10.071567,386.4792107,712.822,677.195,433.911
504,9.862298,409.5939453,714.529,678.336,434.031
505,9.8255,386.6250869,716.009,679.921,434.111
506,9.748214,388.5714004,717.555,681.18,434.249
507,9.645914,385.5719703,718.524,680.824,434.328
508,9.50969,387.7734125,719.293,679.36,434.283
509,9.437317,395.7613364,720.532,677.625,434.208
510,9.266055,396.6127742,721.791,677.808,434.204
511,8.264408,389.1599086,723.004,678.534,434.233
512,8.268278,393.7136369,724.174,679.1,434.328
513,8.079593,406.8754874,724.346,677.639,434.438
514,7.943629,399.4458116,724.434,678.162,434.658
515,7.84171,401.2848576,723.885,678.893,434.969
516,7.904021,398.233505,724.353,679.314,435.349
517,7.924875,405.4050153,724.86,679.411,435.819
518,7.839721,385.1017777,726.516,681.726,436.304
519,7.661244,394.0902259,728.244,694.908,436.932
520,7.625096,396.9066517,730.49,694.386,437.596
521,7.382971,384.8486082,733.734,692.385,438.396
522,7.08061,398.6710811,733.73,691.576,439.234
523,6.774019,403.6961145,736.814,690.167,440.179
524,6.640992,393.6225152,741.901,685.059,441.247
525,6.538071,385.4469039,750.228,682.289,442.545
526,6.193327,385.0357498,757.434,682.626,444.038
527,6.117519,375.9404168,769.026,681.527,445.65
528,6.118111,354.020623,781.768,681.444,447.464
529,6.032833,355.6596511,791.332,681.055,449.999
530,5.935316,345.4909021,787.708,681.472,453.823
531,5.918215,336.0366878,789.711,680.629,458.434
532,5.754616,337.1390833,818.376,680.024,463.6
533,5.718664,324.5962793,864.14,680.103,468.997
534,5.471394,322.4076627,886.91,680.913,474.287
535,5.089473,323.4121296,933.468,682.309,478.635
536,5.013964,320.4857642,936.654,683.408,482.468
537,4.850144,304.9013221,935.553,683.233,485.888
538,4.39914,296.8393902,937.259,683.6,488.312
539,4.148114,282.9574735,938.487,684.443,490.26
540,4.519988,284.1082161,939.055,685.531,491.934
541,4.692105,271.6933824,938.692,684.991,493.39
542,4.550047,279.0406158,940.922,685.345,494.49
543,4.511216,273.1218697,942.223,685.28,495.481
544,4.510952,274.6358617,944.186,685.297,496.263
545,4.267644,265.1927505,942.936,685.704,496.787
546,3.652698,259.2964375,938.639,685.974,497.316
547,3.512,250.7556701,938.27,686.726,497.485
548,3.510957,249.3707727,939.913,687.986,497.627
549,3.427027,253.7437264,939.131,689.826,497.753
550,3.245292,244.7605456,938.098,691.098,497.867
551,3.285772,241.0027361,936.093,695.18,497.871
552,3.389702,237.3897298,932.324,698.884,497.687
553,3.324838,234.6316689,927.763,702.217,497.456
554,3.225553,231.0828757,918.897,705.034,496.727
