Time (s),Mass (g),TC back 1 (K)
1359,5.800,534.6
1360,5.799,534.6
1361,5.799,534.7
1362,5.798,534.7
1363,5.798,534.7
1364,5.797,534.7
1365,5.796,534.7
1366,5.795,534.7
1367,5.795,534.8
1368,5.794,534.7
1369,5.793,534.7
1370,5.792,534.7
1371,5.791,534.7
1372,5.790,534.7
1373,5.789,534.7
1374,5.787,534.8
1375,5.786,534.8
1376,5.785,534.8
1377,5.784,534.7
1378,5.783,534.8
1379,5.781,534.8
1380,5.780,534.8
1381,5.779,534.8
1382,5.778,534.8
1383,5.776,534.9
1384,5.775,534.9
1385,5.774,534.9
1386,5.773,534.9
1387,5.771,534.9
1388,5.770,534.9
1389,5.769,534.8
1390,5.768,534.8
1391,5.767,534.9
1392,5.766,534.9
1393,5.765,534.9
1394,5.764,534.9
1395,5.763,535.0
1396,5.762,535.0
1397,5.761,535.0
1398,5.760,535.0
1399,5.759,535.0
1400,5.759,535.0
1401,5.758,535.0
1402,5.758,535.0
1403,5.757,535.0
1404,5.757,535.0
1405,5.756,535.0
1406,5.756,535.0
1407,5.756,535.0
1408,5.755,535.0
1409,5.755,535.0
1410,5.755,535.0
1411,5.754,535.0
1412,5.754,535.0
1413,5.754,535.0
1414,5.754,535.0
1415,5.753,535.0
1416,5.753,535.0
1417,5.752,535.1
1418,5.752,535.1
1419,5.751,535.0
1420,5.751,535.0
1421,5.750,535.0
1422,5.750,535.0
1423,5.749,535.0
1424,5.748,535.0
1425,5.747,535.0
1426,5.746,535.1
1427,5.745,535.1
1428,5.743,535.1
1429,5.742,535.1
1430,5.741,535.1
1431,5.739,535.1
1432,5.737,535.1
1433,5.735,535.1
1434,5.733,535.1
1435,5.731,535.2
1436,5.728,535.2
