Time (s),Mass (g),TC back 1 (K)
324,5.356,553.5
325,5.343,554.1
326,5.329,554.5
327,5.315,554.9
328,5.301,555.4
329,5.288,555.6
330,5.274,556.0
331,5.261,556.2
332,5.248,556.3
333,5.234,557.0
334,5.221,557.4
335,5.208,557.4
336,5.196,557.9
337,5.183,558.3
338,5.170,558.7
339,5.157,559.0
340,5.145,559.4
341,5.132,559.8
342,5.120,560.2
343,5.107,560.4
344,5.095,560.7
345,5.083,561.1
346,5.070,561.5
347,5.058,561.7
348,5.046,562.1
349,5.033,562.4
350,5.021,562.8
351,5.008,563.1
352,4.996,563.5
353,4.984,563.8
354,4.971,564.1
355,4.959,564.7
356,4.946,564.8
357,4.933,564.9
358,4.921,565.1
359,4.908,565.5
360,4.895,565.9
361,4.883,566.1
362,4.870,566.3
363,4.858,566.5
364,4.845,566.9
365,4.832,567.2
366,4.820,567.5
367,4.808,567.7
368,4.795,567.9
369,4.783,568.1
370,4.771,568.4
371,4.759,568.6
372,4.748,568.8
373,4.736,569.0
374,4.725,569.3
375,4.714,569.6
376,4.703,570.0
377,4.692,570.2
378,4.681,570.5
379,4.671,570.7
380,4.661,570.9
381,4.651,571.1
382,4.641,571.5
383,4.632,571.7
384,4.622,572.0
385,4.613,572.1
386,4.603,572.4
387,4.594,572.6
388,4.585,572.8
389,4.575,573.2
390,4.566,573.4
391,4.557,573.8
392,4.547,574.1
393,4.538,574.3
394,4.529,574.5
395,4.519,574.8
396,4.510,574.9
397,4.500,574.9
398,4.490,575.1
399,4.480,575.5
400,4.470,575.7
401,4.460,575.7
402,4.450,576.5
403,4.439,576.9
404,4.429,577.0
405,4.419,577.2
406,4.408,577.4
407,4.398,577.9
408,4.387,578.1
409,4.377,578.4
410,4.367,578.6
411,4.356,578.6
412,4.346,579.0
413,4.336,579.2
414,4.326,579.5
415,4.316,579.6
416,4.306,579.9
417,4.296,580.1
418,4.287,580.1
419,4.278,580.7
420,4.268,581.1
421,4.259,581.1
422,4.251,581.2
423,4.242,581.3
424,4.233,581.5
425,4.225,582.1
426,4.216,582.1
427,4.208,582.3
428,4.200,582.4
429,4.192,582.6
430,4.184,582.7
431,4.176,583.1
432,4.168,583.4
433,4.160,583.5
434,4.152,583.8
435,4.145,583.8
436,4.137,584.1
437,4.129,584.3
438,4.122,584.4
439,4.114,584.7
440,4.106,585.0
441,4.099,584.9
442,4.091,585.0
443,4.083,585.4
444,4.076,585.6
445,4.068,585.8
446,4.060,585.9
447,4.052,586.2
448,4.044,586.2
449,4.037,586.2
450,4.029,586.5
451,4.021,586.7
452,4.013,586.8
453,4.005,586.9
454,3.997,587.0
455,3.989,586.9
456,3.981,587.0
457,3.973,587.6
458,3.965,587.8
459,3.957,588.0
460,3.949,588.1
461,3.940,588.3
462,3.932,588.3
463,3.924,588.4
464,3.916,588.5
465,3.907,588.7
466,3.899,588.9
467,3.891,589.1
468,3.883,589.2
469,3.874,589.4
470,3.866,589.5
471,3.858,589.6
472,3.850,589.9
473,3.842,590.1
474,3.835,590.2
475,3.827,590.6
476,3.820,590.7
477,3.812,590.9
478,3.805,591.0
479,3.798,590.9
480,3.791,590.9
481,3.784,591.3
482,3.777,591.6
483,3.771,591.9
484,3.765,592.2
485,3.759,592.2
486,3.753,592.1
487,3.747,592.2
488,3.741,592.7
489,3.736,592.9
490,3.730,592.9
491,3.725,593.3
492,3.719,593.6
493,3.714,593.7
494,3.709,593.9
495,3.704,593.9
496,3.699,594.1
497,3.693,594.1
498,3.688,594.3
499,3.683,594.5
500,3.678,594.7
501,3.673,594.8
502,3.668,595.1
503,3.663,595.2
504,3.658,595.3
505,3.652,595.4
506,3.647,595.6
507,3.642,595.7
508,3.637,595.7
509,3.631,596.2
510,3.626,596.1
511,3.621,596.1
512,3.616,596.3
513,3.610,596.4
514,3.605,596.6
515,3.600,596.8
516,3.595,596.8
517,3.590,597.1
518,3.584,597.2
519,3.579,597.4
520,3.574,597.3
521,3.569,597.4
522,3.565,597.4
523,3.560,597.7
524,3.555,597.8
525,3.550,597.9
526,3.546,598.0
527,3.541,598.2
528,3.537,598.1
529,3.532,598.3
530,3.528,598.4
531,3.524,598.5
532,3.519,598.6
533,3.515,598.7
534,3.511,598.8
535,3.507,598.9
536,3.503,598.9
537,3.499,599.1
538,3.495,599.3
539,3.491,599.4
540,3.487,599.5
541,3.483,599.5
542,3.479,599.5
543,3.475,599.8
544,3.472,599.7
545,3.468,600.0
546,3.464,599.9
547,3.461,600.0
548,3.457,600.1
549,3.453,600.2
550,3.450,600.5
551,3.446,600.5
552,3.443,600.6
553,3.440,600.8
554,3.436,600.9
555,3.433,601.1
556,3.430,601.1
557,3.427,601.2
558,3.423,601.3
559,3.420,601.2
560,3.418,601.5
561,3.415,601.6
562,3.412,601.6
563,3.409,601.6
564,3.406,601.8
565,3.404,601.9
566,3.401,602.0
567,3.399,602.1
568,3.397,602.2
569,3.394,602.3
570,3.392,602.3
571,3.390,602.3
572,3.388,602.6
573,3.385,602.6
574,3.383,602.7
575,3.381,602.9
576,3.379,602.9
577,3.377,603.1
578,3.374,603.0
579,3.372,603.2
580,3.370,603.2
581,3.367,603.2
582,3.365,603.5
583,3.362,603.5
584,3.360,603.7
585,3.357,603.8
586,3.354,603.9
587,3.351,603.9
588,3.348,604.0
589,3.345,604.0
590,3.342,603.9
591,3.339,604.2
592,3.335,604.1
593,3.332,604.4
594,3.329,604.3
595,3.326,604.5
596,3.322,604.6
597,3.319,604.7
598,3.316,604.8
599,3.313,604.8
600,3.310,604.9
601,3.307,604.9
602,3.304,604.9
603,3.301,605.0
604,3.298,605.1
605,3.296,605.1
606,3.293,605.1
607,3.291,605.2
608,3.289,605.3
609,3.286,605.5
610,3.285,605.6
611,3.283,605.7
612,3.281,605.7
613,3.279,605.8
614,3.277,605.8
615,3.276,606.0
616,3.274,606.0
617,3.272,606.1
618,3.270,606.3
619,3.269,606.3
620,3.267,606.5
621,3.265,606.5
622,3.263,606.3
623,3.261,606.3
624,3.258,606.3
625,3.256,606.5
626,3.253,606.6
627,3.250,606.6
628,3.247,606.6
629,3.244,606.7
630,3.241,606.8
631,3.237,607.0
632,3.233,607.0
633,3.230,607.1
634,3.226,607.0
635,3.222,607.0
636,3.218,607.1
637,3.214,607.1
638,3.210,607.2
639,3.206,607.1
640,3.203,607.2
641,3.199,607.2
642,3.195,607.4
643,3.192,607.4
644,3.188,607.6
645,3.185,607.5
646,3.182,607.6
647,3.180,607.7
648,3.177,607.6
649,3.175,607.6
650,3.173,607.7
651,3.172,607.8
652,3.170,607.9
653,3.169,607.8
654,3.168,608.0
655,3.167,607.9
656,3.166,608.0
657,3.166,608.0
658,3.165,608.0
659,3.165,608.0
660,3.165,608.0
661,3.165,608.0
662,3.165,608.1
663,3.165,608.2
664,3.165,608.2
665,3.165,608.3
666,3.165,608.4
667,3.165,608.4
668,3.165,608.3
669,3.165,608.4
670,3.164,608.6
671,3.164,608.6
672,3.164,608.6
673,3.163,608.6
674,3.163,608.6
675,3.162,608.6
676,3.162,608.7
677,3.161,608.8
678,3.160,608.8
679,3.159,608.9
680,3.158,608.9
681,3.157,609.0
682,3.156,609.1
683,3.155,609.0
684,3.153,609.0
685,3.152,609.1
686,3.150,609.1
687,3.148,609.1
688,3.146,609.1
689,3.144,609.2
690,3.142,609.2
691,3.140,609.2
692,3.137,609.3
693,3.135,609.3
694,3.132,609.3
695,3.129,609.4
696,3.126,609.4
697,3.124,609.5
698,3.121,609.5
699,3.118,609.5
700,3.115,609.6
701,3.112,609.6
702,3.109,609.6
703,3.107,609.5
704,3.104,609.6
705,3.101,609.6
706,3.099,609.5
707,3.096,609.5
708,3.094,609.6
709,3.091,609.6
710,3.089,609.6
711,3.087,609.6
712,3.086,609.7
713,3.084,609.8
714,3.082,609.8
715,3.081,609.8
716,3.080,609.8
717,3.079,609.8
718,3.078,609.8
719,3.077,609.8
720,3.077,609.8
721,3.076,609.8
722,3.076,609.8
723,3.075,609.8
724,3.075,609.8
725,3.075,609.9
726,3.075,609.9
727,3.075,609.9
728,3.075,609.9
729,3.075,610.0
730,3.075,610.1
731,3.076,610.0
732,3.076,609.9
733,3.076,609.9
734,3.077,609.9
735,3.077,610.0
736,3.078,610.0
737,3.078,610.0
738,3.079,609.9
739,3.079,609.9
740,3.079,610.0
741,3.080,609.9
742,3.080,609.8
743,3.080,609.8
744,3.080,609.9
745,3.079,609.8
746,3.079,609.8
747,3.079,609.8
748,3.078,609.9
749,3.077,609.9
750,3.076,609.9
751,3.075,610.0
752,3.073,610.0
753,3.071,610.0
754,3.069,610.0
755,3.067,610.0
756,3.065,610.0
757,3.062,610.0
758,3.059,610.0
759,3.056,610.0
760,3.053,610.0
761,3.050,610.0
762,3.047,610.0
763,3.044,610.1
764,3.041,610.1
765,3.038,610.1
766,3.035,610.2
767,3.032,610.1
768,3.029,610.1
769,3.027,610.1
770,3.024,610.2
771,3.022,610.3
772,3.020,610.3
773,3.019,610.2
774,3.017,610.2
775,3.016,610.3
776,3.015,610.3
777,3.015,610.3
778,3.014,610.4
779,3.014,610.4
780,3.014,610.3
781,3.014,610.4
782,3.014,610.4
783,3.015,610.5
784,3.015,610.5
785,3.015,610.5
786,3.016,610.5
787,3.016,610.6
788,3.017,610.6
789,3.017,610.7
790,3.017,610.6
791,3.018,610.6
792,3.018,610.7
793,3.018,610.7
794,3.017,610.6
795,3.017,610.7
796,3.016,610.8
797,3.015,610.7
798,3.014,610.7
799,3.013,610.7
800,3.012,610.8
801,3.011,610.8
802,3.009,610.8
803,3.008,610.8
804,3.006,610.7
805,3.005,610.8
806,3.004,610.8
807,3.002,610.8
808,3.001,610.7
809,3.000,610.9
810,2.999,610.9
811,2.998,611.0
812,2.997,610.9
813,2.997,610.8
814,2.996,610.9
815,2.996,610.9
816,2.997,610.8
817,2.997,610.9
818,2.998,610.8
819,2.999,610.8
820,2.999,610.8
821,3.000,610.9
822,3.001,610.9
823,3.002,611.0
824,3.003,610.9
825,3.004,610.9
826,3.005,610.9
827,3.005,610.9
828,3.005,610.9
829,3.005,610.9
830,3.005,610.9
831,3.004,610.9
832,3.003,610.9
833,3.001,610.9
834,2.998,610.9
835,2.995,611.0
836,2.992,610.9
