Time (s),Mass (g),TC back 1 (K)
1359,5.193,533.9
1360,5.192,533.9
1361,5.190,533.9
1362,5.189,533.9
1363,5.188,534.0
1364,5.187,533.9
1365,5.186,533.9
1366,5.185,533.9
1367,5.183,533.9
1368,5.182,533.9
1369,5.181,533.9
1370,5.180,533.9
1371,5.178,533.9
1372,5.177,534.0
1373,5.176,534.0
1374,5.175,534.0
1375,5.173,534.0
1376,5.172,534.0
1377,5.171,534.0
1378,5.170,534.0
1379,5.169,534.0
1380,5.167,534.0
1381,5.166,534.0
1382,5.165,534.0
1383,5.164,534.0
1384,5.163,534.0
1385,5.162,534.0
1386,5.161,534.0
1387,5.160,534.0
1388,5.159,534.1
1389,5.158,534.1
1390,5.157,534.0
1391,5.156,534.0
1392,5.155,534.1
1393,5.154,534.1
1394,5.153,534.1
1395,5.153,534.1
1396,5.152,534.1
1397,5.151,534.1
1398,5.151,534.0
1399,5.150,534.0
1400,5.150,534.1
1401,5.149,534.2
1402,5.149,534.2
1403,5.149,534.2
1404,5.149,534.2
1405,5.148,534.1
1406,5.148,534.2
1407,5.148,534.2
1408,5.148,534.2
1409,5.147,534.2
1410,5.147,534.1
1411,5.147,534.1
1412,5.147,534.1
1413,5.147,534.1
1414,5.146,534.1
1415,5.146,534.1
1416,5.146,534.2
1417,5.145,534.2
1418,5.145,534.2
1419,5.144,534.2
1420,5.143,534.2
1421,5.143,534.2
1422,5.142,534.2
1423,5.141,534.2
1424,5.140,534.2
1425,5.139,534.1
1426,5.137,534.1
1427,5.136,534.1
1428,5.135,534.1
1429,5.133,534.1
1430,5.131,534.1
1431,5.129,534.1
1432,5.127,534.1
1433,5.125,534.1
1434,5.122,534.1
1435,5.120,534.2
