Time (s),Mass (g),TC back 1 (K)
131,8.172,NaN
132,8.154,NaN
133,8.135,NaN
134,8.116,NaN
135,8.098,NaN
136,8.079,NaN
137,8.060,NaN
138,8.042,NaN
139,8.023,NaN
140,8.004,NaN
141,7.986,NaN
142,7.967,NaN
143,7.949,NaN
144,7.930,NaN
145,7.912,NaN
146,7.893,NaN
147,7.875,NaN
148,7.857,NaN
149,7.839,NaN
150,7.821,NaN
151,7.803,NaN
152,7.785,NaN
153,7.767,NaN
154,7.749,NaN
155,7.731,NaN
156,7.713,NaN
157,7.696,NaN
158,7.678,NaN
159,7.660,NaN
160,7.643,NaN
161,7.626,NaN
162,7.608,NaN
163,7.591,NaN
164,7.574,NaN
165,7.557,NaN
166,7.540,NaN
167,7.523,NaN
168,7.506,NaN
169,7.489,NaN
170,7.472,NaN
171,7.455,NaN
172,7.439,NaN
173,7.422,NaN
174,7.405,NaN
175,7.389,NaN
176,7.372,NaN
177,7.356,NaN
178,7.339,NaN
179,7.323,NaN
180,7.307,NaN
181,7.290,NaN
182,7.274,NaN
183,7.257,NaN
184,7.241,NaN
185,7.225,NaN
186,7.208,NaN
187,7.192,NaN
188,7.176,NaN
189,7.159,NaN
190,7.143,NaN
191,7.127,NaN
192,7.110,NaN
193,7.094,NaN
194,7.078,NaN
195,7.061,NaN
196,7.045,NaN
197,7.028,NaN
198,7.012,NaN
199,6.996,NaN
200,6.979,NaN
201,6.963,NaN
202,6.947,NaN
203,6.930,NaN
204,6.914,NaN
205,6.898,NaN
206,6.881,NaN
207,6.865,NaN
208,6.849,NaN
209,6.832,NaN
210,6.816,NaN
211,6.800,NaN
212,6.784,NaN
213,6.768,NaN
214,6.751,NaN
215,6.735,NaN
216,6.719,NaN
217,6.703,NaN
218,6.687,NaN
219,6.671,NaN
220,6.655,NaN
221,6.638,NaN
222,6.622,NaN
223,6.606,NaN
224,6.590,NaN
225,6.574,NaN
226,6.558,NaN
227,6.542,NaN
228,6.526,NaN
229,6.510,NaN
230,6.493,NaN
231,6.477,NaN
232,6.461,NaN
233,6.445,NaN
234,6.429,NaN
235,6.413,NaN
236,6.397,NaN
237,6.380,NaN
238,6.364,NaN
239,6.348,NaN
240,6.332,NaN
241,6.317,NaN
242,6.301,NaN
243,6.285,NaN
244,6.269,NaN
245,6.253,NaN
246,6.238,NaN
247,6.222,NaN
248,6.207,NaN
249,6.192,NaN
250,6.176,NaN
251,6.161,NaN
252,6.146,NaN
253,6.131,NaN
254,6.117,NaN
255,6.102,NaN
256,6.087,NaN
257,6.073,NaN
258,6.058,NaN
259,6.044,NaN
260,6.029,NaN
261,6.014,NaN
262,6.000,NaN
263,5.985,NaN
264,5.971,NaN
265,5.956,NaN
266,5.942,NaN
267,5.927,NaN
268,5.912,NaN
269,5.897,NaN
270,5.882,NaN
271,5.867,NaN
272,5.852,NaN
273,5.836,NaN
274,5.821,NaN
275,5.806,NaN
276,5.790,NaN
277,5.774,NaN
278,5.759,NaN
279,5.743,NaN
280,5.727,NaN
281,5.712,NaN
282,5.696,NaN
283,5.681,NaN
284,5.665,NaN
285,5.650,NaN
286,5.635,NaN
287,5.620,NaN
288,5.605,NaN
289,5.590,NaN
290,5.576,NaN
291,5.561,NaN
292,5.547,NaN
293,5.533,NaN
294,5.520,NaN
295,5.507,NaN
296,5.494,NaN
297,5.481,NaN
298,5.468,NaN
299,5.455,NaN
300,5.443,NaN
301,5.431,NaN
302,5.418,NaN
303,5.406,NaN
304,5.394,NaN
305,5.382,NaN
306,5.370,NaN
307,5.358,NaN
308,5.346,NaN
309,5.334,NaN
310,5.322,NaN
311,5.310,NaN
312,5.297,NaN
313,5.285,NaN
314,5.272,NaN
315,5.259,NaN
316,5.246,NaN
317,5.233,NaN
318,5.220,NaN
319,5.207,NaN
320,5.194,NaN
321,5.181,NaN
322,5.167,NaN
323,5.154,NaN
324,5.141,NaN
325,5.127,NaN
326,5.114,NaN
327,5.101,NaN
328,5.088,NaN
329,5.075,NaN
330,5.062,NaN
331,5.049,NaN
332,5.036,NaN
333,5.024,NaN
334,5.012,NaN
335,5.000,NaN
336,4.988,NaN
337,4.976,NaN
338,4.965,NaN
339,4.953,NaN
340,4.942,NaN
341,4.931,NaN
342,4.920,NaN
343,4.910,NaN
344,4.899,NaN
345,4.889,NaN
346,4.878,NaN
347,4.868,NaN
348,4.858,NaN
349,4.849,NaN
350,4.839,NaN
351,4.829,NaN
352,4.820,NaN
353,4.811,NaN
354,4.801,NaN
355,4.792,NaN
356,4.783,NaN
357,4.774,NaN
358,4.765,NaN
359,4.756,NaN
360,4.747,NaN
361,4.739,NaN
362,4.730,NaN
363,4.721,NaN
364,4.713,NaN
365,4.704,NaN
366,4.696,NaN
367,4.687,NaN
368,4.679,NaN
369,4.670,NaN
370,4.662,NaN
371,4.654,NaN
372,4.645,NaN
373,4.637,NaN
374,4.629,NaN
375,4.620,NaN
376,4.612,NaN
377,4.603,NaN
378,4.595,NaN
379,4.586,NaN
380,4.578,NaN
381,4.570,NaN
382,4.561,NaN
383,4.553,NaN
384,4.544,NaN
385,4.536,NaN
386,4.527,NaN
387,4.518,NaN
388,4.510,NaN
389,4.501,NaN
390,4.493,NaN
391,4.484,NaN
392,4.476,NaN
393,4.467,NaN
394,4.459,NaN
395,4.450,NaN
396,4.442,NaN
397,4.433,NaN
398,4.425,NaN
399,4.416,NaN
400,4.408,NaN
401,4.399,NaN
402,4.391,NaN
403,4.382,NaN
404,4.374,NaN
405,4.365,NaN
406,4.357,NaN
407,4.348,NaN
408,4.340,NaN
409,4.332,NaN
410,4.323,NaN
411,4.315,NaN
412,4.307,NaN
413,4.299,NaN
414,4.291,NaN
415,4.282,NaN
416,4.274,NaN
417,4.266,NaN
418,4.258,NaN
419,4.251,NaN
420,4.243,NaN
421,4.235,NaN
422,4.227,NaN
423,4.220,NaN
424,4.212,NaN
425,4.205,NaN
426,4.197,NaN
427,4.190,NaN
428,4.183,NaN
429,4.176,NaN
430,4.169,NaN
431,4.162,NaN
432,4.156,NaN
433,4.149,NaN
434,4.143,NaN
435,4.137,NaN
436,4.131,NaN
437,4.125,NaN
438,4.120,NaN
439,4.114,NaN
440,4.109,NaN
441,4.104,NaN
442,4.099,NaN
443,4.095,NaN
444,4.090,NaN
445,4.085,NaN
446,4.081,NaN
447,4.076,NaN
448,4.072,NaN
449,4.068,NaN
450,4.063,NaN
451,4.059,NaN
452,4.054,NaN
453,4.049,NaN
454,4.045,NaN
455,4.040,NaN
456,4.035,NaN
457,4.029,NaN
458,4.024,NaN
459,4.018,NaN
460,4.012,NaN
461,4.006,NaN
462,4.000,NaN
463,3.993,NaN
464,3.986,NaN
465,3.980,NaN
466,3.973,NaN
467,3.965,NaN
468,3.958,NaN
469,3.951,NaN
470,3.944,NaN
471,3.937,NaN
472,3.930,NaN
473,3.923,NaN
474,3.916,NaN
475,3.909,NaN
476,3.903,NaN
477,3.897,NaN
478,3.891,NaN
479,3.885,NaN
480,3.879,NaN
481,3.874,NaN
482,3.869,NaN
483,3.865,NaN
484,3.861,NaN
485,3.857,NaN
486,3.853,NaN
487,3.849,NaN
488,3.846,NaN
489,3.843,NaN
490,3.840,NaN
491,3.836,NaN
492,3.833,NaN
493,3.830,NaN
494,3.827,NaN
495,3.824,NaN
496,3.821,NaN
497,3.818,NaN
498,3.814,NaN
499,3.811,NaN
500,3.807,NaN
501,3.803,NaN
502,3.798,NaN
503,3.794,NaN
504,3.789,NaN
505,3.784,NaN
506,3.779,NaN
507,3.774,NaN
508,3.768,NaN
509,3.762,NaN
510,3.757,NaN
511,3.751,NaN
512,3.745,NaN
513,3.739,NaN
514,3.733,NaN
515,3.727,NaN
516,3.722,NaN
517,3.716,NaN
518,3.710,NaN
519,3.704,NaN
520,3.699,NaN
521,3.694,NaN
522,3.688,NaN
523,3.683,NaN
524,3.679,NaN
525,3.674,NaN
526,3.670,NaN
527,3.665,NaN
528,3.661,NaN
529,3.657,NaN
530,3.653,NaN
531,3.649,NaN
532,3.645,NaN
533,3.641,NaN
534,3.637,NaN
535,3.634,NaN
536,3.630,NaN
537,3.626,NaN
538,3.622,NaN
539,3.618,NaN
540,3.615,NaN
541,3.611,NaN
542,3.607,NaN
543,3.602,NaN
544,3.598,NaN
545,3.594,NaN
546,3.589,NaN
547,3.585,NaN
548,3.580,NaN
549,3.575,NaN
550,3.570,NaN
551,3.565,NaN
552,3.560,NaN
553,3.556,NaN
554,3.551,NaN
555,3.546,NaN
556,3.541,NaN
557,3.536,NaN
558,3.531,NaN
559,3.526,NaN
560,3.521,NaN
561,3.517,NaN
562,3.512,NaN
563,3.507,NaN
564,3.503,NaN
565,3.498,NaN
566,3.494,NaN
567,3.490,NaN
568,3.486,NaN
569,3.482,NaN
570,3.478,NaN
571,3.474,NaN
572,3.471,NaN
573,3.467,NaN
574,3.463,NaN
575,3.460,NaN
576,3.456,NaN
577,3.453,NaN
578,3.449,NaN
579,3.446,NaN
580,3.442,NaN
581,3.439,NaN
582,3.435,NaN
583,3.432,NaN
584,3.429,NaN
585,3.425,NaN
586,3.422,NaN
587,3.418,NaN
588,3.415,NaN
589,3.411,NaN
590,3.408,NaN
591,3.404,NaN
592,3.400,NaN
593,3.397,NaN
594,3.393,NaN
595,3.389,NaN
596,3.386,NaN
597,3.382,NaN
598,3.379,NaN
599,3.375,NaN
600,3.371,NaN
601,3.367,NaN
602,3.364,NaN
603,3.360,NaN
604,3.356,NaN
605,3.353,NaN
606,3.349,NaN
607,3.345,NaN
608,3.342,NaN
609,3.338,NaN
610,3.335,NaN
611,3.331,NaN
612,3.327,NaN
613,3.324,NaN
614,3.320,NaN
615,3.317,NaN
616,3.314,NaN
617,3.310,NaN
618,3.307,NaN
619,3.304,NaN
620,3.301,NaN
621,3.297,NaN
622,3.294,NaN
623,3.291,NaN
624,3.289,NaN
625,3.286,NaN
626,3.283,NaN
627,3.281,NaN
628,3.278,NaN
629,3.276,NaN
630,3.273,NaN
631,3.271,NaN
632,3.269,NaN
633,3.267,NaN
634,3.265,NaN
635,3.262,NaN
636,3.260,NaN
637,3.258,NaN
638,3.256,NaN
639,3.254,NaN
640,3.252,NaN
641,3.250,NaN
642,3.248,NaN
643,3.245,NaN
644,3.243,NaN
645,3.240,NaN
646,3.238,NaN
647,3.235,NaN
648,3.233,NaN
649,3.230,NaN
650,3.227,NaN
651,3.224,NaN
652,3.221,NaN
653,3.218,NaN
654,3.214,NaN
655,3.211,NaN
656,3.208,NaN
657,3.205,NaN
658,3.201,NaN
659,3.198,NaN
660,3.195,NaN
661,3.192,NaN
662,3.189,NaN
663,3.186,NaN
664,3.183,NaN
665,3.180,NaN
666,3.177,NaN
667,3.174,NaN
668,3.172,NaN
669,3.170,NaN
670,3.167,NaN
671,3.165,NaN
672,3.163,NaN
673,3.162,NaN
674,3.160,NaN
675,3.158,NaN
676,3.157,NaN
677,3.156,NaN
678,3.154,NaN
679,3.153,NaN
680,3.152,NaN
681,3.150,NaN
682,3.149,NaN
683,3.148,NaN
684,3.147,NaN
685,3.146,NaN
686,3.145,NaN
687,3.143,NaN
688,3.142,NaN
689,3.141,NaN
690,3.139,NaN
691,3.138,NaN
692,3.136,NaN
693,3.135,NaN
694,3.133,NaN
695,3.131,NaN
696,3.130,NaN
697,3.128,NaN
698,3.126,NaN
699,3.124,NaN
700,3.122,NaN
701,3.119,NaN
702,3.117,NaN
703,3.115,NaN
704,3.112,NaN
705,3.110,NaN
706,3.107,NaN
707,3.105,NaN
708,3.102,NaN
709,3.099,NaN
710,3.096,NaN
711,3.093,NaN
712,3.090,NaN
713,3.087,NaN
714,3.084,NaN
715,3.081,NaN
716,3.077,NaN
717,3.074,NaN
718,3.071,NaN
719,3.068,NaN
720,3.064,NaN
721,3.061,NaN
722,3.058,NaN
723,3.055,NaN
724,3.053,NaN
725,3.050,NaN
726,3.047,NaN
727,3.045,NaN
728,3.043,NaN
729,3.041,NaN
730,3.039,NaN
731,3.037,NaN
732,3.036,NaN
733,3.034,NaN
734,3.033,NaN
735,3.032,NaN
736,3.032,NaN
737,3.031,NaN
738,3.031,NaN
739,3.031,NaN
740,3.030,NaN
741,3.030,NaN
742,3.030,NaN
743,3.030,NaN
744,3.030,NaN
745,3.030,NaN
746,3.030,NaN
747,3.029,NaN
748,3.029,NaN
749,3.029,NaN
750,3.028,NaN
751,3.028,NaN
752,3.027,NaN
753,3.026,NaN
754,3.025,NaN
755,3.024,NaN
756,3.023,NaN
757,3.022,NaN
758,3.020,NaN
759,3.018,NaN
760,3.017,NaN
761,3.015,NaN
762,3.014,NaN
763,3.012,NaN
764,3.010,NaN
765,3.008,NaN
766,3.007,NaN
767,3.005,NaN
768,3.004,NaN
769,3.002,NaN
770,3.001,NaN
771,2.999,NaN
772,2.998,NaN
773,2.997,NaN
774,2.997,NaN
775,2.996,NaN
776,2.995,NaN
777,2.995,NaN
778,2.994,NaN
779,2.994,NaN
780,2.994,NaN
781,2.994,NaN
782,2.993,NaN
783,2.993,NaN
784,2.993,NaN
785,2.993,NaN
786,2.992,NaN
787,2.992,NaN
788,2.991,NaN
789,2.990,NaN
790,2.990,NaN
791,2.989,NaN
792,2.988,NaN
793,2.986,NaN
794,2.985,NaN
795,2.983,NaN
796,2.981,NaN
797,2.979,NaN
798,2.976,NaN
799,2.974,NaN
800,2.971,NaN
801,2.969,NaN
802,2.966,NaN
803,2.963,NaN
804,2.960,NaN
805,2.958,NaN
806,2.955,NaN
807,2.952,NaN
808,2.950,NaN
809,2.947,NaN
810,2.945,NaN
811,2.943,NaN
812,2.941,NaN
813,2.939,NaN
814,2.938,NaN
815,2.937,NaN
816,2.936,NaN
817,2.936,NaN
818,2.935,NaN
819,2.935,NaN
820,2.935,NaN
821,2.935,NaN
822,2.935,NaN
823,2.935,NaN
824,2.935,NaN
825,2.935,NaN
826,2.934,NaN
827,2.934,NaN
828,2.933,NaN
829,2.932,NaN
830,2.931,NaN
831,2.929,NaN
832,2.927,NaN
833,2.925,NaN
834,2.922,NaN
835,2.919,NaN
