Time (s),Mass (g),T Top (K),T Back (K)
691.6667,60.573044,614.8573,425.3128
700,60.495176,615.128,427.0132
708.3333,60.416505,615.3944,428.6842
716.6667,60.337009,615.6566,430.3285
725,60.256675,615.9147,431.948
733.3333,60.175493,616.1689,433.5439
741.6667,60.093455,616.4193,435.1174
750,60.010547,616.6659,436.6695
758.3333,59.926756,616.9089,438.201
766.6667,59.842071,617.1484,439.7126
775,59.75649,617.3845,441.2052
783.3333,59.669998,617.6171,442.6793
791.6667,59.582588,617.8465,444.1355
800,59.494248,618.0727,445.5743
808.3333,59.404978,618.2958,446.9964
816.6667,59.314769,618.5158,448.4021
825,59.223611,618.7328,449.7919
833.3333,59.131499,618.9469,451.1664
841.6667,59.038433,619.1582,452.5257
850,58.944406,619.3667,453.8705
858.3333,58.849411,619.5725,455.2009
866.6667,58.753444,619.7756,456.5175
875,58.65651,619.9761,457.8205
883.3333,58.558601,620.174,459.1102
891.6667,58.459714,620.3695,460.387
900,58.359846,620.5625,461.6511
908.3333,58.259007,620.7532,462.9029
916.6667,58.157187,620.9416,464.1426
925,58.054389,621.1276,465.3705
933.3333,57.950611,621.3115,466.5868
941.6667,57.845864,621.4932,467.7919
950,57.740142,621.6728,468.9858
958.3333,57.633448,621.8503,470.1689
966.6667,57.525786,622.0258,471.3414
975,57.417165,622.1993,472.5035
983.3333,57.307583,622.3709,473.6554
991.6667,57.197046,622.5405,474.7973
1000,57.085562,622.7084,475.9293
1008.3333,56.973137,622.8745,477.0518
1016.6667,56.859776,623.0387,478.1648
1025,56.745483,623.2013,479.2685
1033.3333,56.630275,623.3622,480.3632
1041.6667,56.514153,623.5214,481.4489
1050,56.397127,623.6791,482.5259
1058.3333,56.279205,623.8351,483.5942
1066.6667,56.160405,623.9897,484.654
1075,56.040728,624.1427,485.7056
1083.3333,55.920188,624.2943,486.7489
1091.6667,55.798798,624.4444,487.7841
1100,55.676572,624.5931,488.8115
1108.3333,55.553516,624.7405,489.831
1116.6667,55.429647,624.8865,490.8428
1125,55.304982,625.0312,491.8471
1133.3333,55.179529,625.1746,492.8439
1141.6667,55.053302,625.3167,493.8333
1150,54.926321,625.4576,494.8154
1158.3333,54.798598,625.5973,495.7904
1166.6667,54.670147,625.7358,496.7584
1175,54.540983,625.8731,497.7193
1183.3333,54.411128,626.0093,498.6733
1191.6667,54.280591,626.1444,499.6206
1200,54.14939,626.2783,500.561
1208.3333,54.017546,626.4112,501.4948
1216.6667,53.88507,626.5431,502.4221
1225,53.75198,626.6739,503.3427
1233.3333,53.618294,626.8036,504.257
1241.6667,53.484029,626.9324,505.1648
1250,53.349198,627.0602,506.0662
1258.3333,53.213821,627.187,506.9614
1266.6667,53.077915,627.3128,507.8502
1275,52.941493,627.4377,508.7329
1283.3333,52.804571,627.5617,509.6094
1291.6667,52.66717,627.6848,510.4798
1300,52.529298,627.8069,511.3441
1308.3333,52.390973,627.9281,512.2024
1316.6667,52.252212,628.0485,513.0546
1325,52.113026,628.168,513.9009
1333.3333,51.973427,628.2867,514.7411
1341.6667,51.833434,628.4045,515.5755
1350,51.693054,628.5214,516.4039
1358.3333,51.552297,628.6375,517.2265
1366.6667,51.411181,628.7528,518.0432
1375,51.269712,628.8673,518.854
1383.3333,51.127897,628.981,519.659
1391.6667,50.985752,629.0938,520.4582
1400,50.84328,629.2059,521.2516
1408.3333,50.700487,629.3172,522.0392
1416.6667,50.557385,629.4278,522.8211
1425,50.413974,629.5375,523.5972
1433.3333,50.27026,629.6465,524.3676
1441.6667,50.126251,629.7547,525.1323
1450,49.981946,629.8622,525.8913
1458.3333,49.837347,629.9689,526.6445
1466.6667,49.692459,630.0749,527.3922
1475,49.54728,630.1802,528.1341
1483.3333,49.40181,630.2848,528.8705
1491.6667,49.256051,630.3886,529.6012
1500,49.109997,630.4917,530.3263
1508.3333,48.96365,630.5942,531.0459
1516.6667,48.817006,630.6959,531.7599
1525,48.67006,630.7969,532.4684
1533.3333,48.522812,630.8973,533.1713
1541.6667,48.375255,630.997,533.8689
1550,48.227384,631.0961,534.5609
1558.3333,48.079198,631.1945,535.2476
1566.6667,47.930688,631.2922,535.9289
1575,47.78185,631.3893,536.6048
1583.3333,47.63268,631.4858,537.2754
1591.6667,47.483168,631.5817,537.9408
1600,47.333315,631.677,538.6009
1608.3333,47.183112,631.7718,539.2558
1616.6667,47.032553,631.8659,539.9056
1625,46.881637,631.9595,540.5503
1633.3333,46.730354,632.0525,541.1899
1641.6667,46.578705,632.145,541.8246
1650,46.426684,632.237,542.4542
1658.3333,46.274286,632.3284,543.079
1666.6667,46.121513,632.4194,543.6989
1675,45.968358,632.5099,544.3139
1683.3333,45.814823,632.5999,544.9243
1691.6667,45.660906,632.6894,545.5299
1700,45.506606,632.7786,546.1309
1708.3333,45.351928,632.8673,546.7273
1716.6667,45.196868,632.9555,547.3192
1725,45.041434,633.0434,547.9066
1733.3333,44.885627,633.1309,548.4896
1741.6667,44.729451,633.2181,549.0682
1750,44.572914,633.3049,549.6425
1758.3333,44.416018,633.3913,550.2126
1766.6667,44.258776,633.4775,550.7785
1775,44.101191,633.5633,551.3403
1783.3333,43.943275,633.6489,551.8979
1791.6667,43.785038,633.7341,552.4516
1800,43.62649,633.8191,553.0013
1808.3333,43.467645,633.9038,553.5471
1816.6667,43.308512,633.9883,554.089
1825,43.149114,634.0729,554.6271
1833.3333,42.989459,634.157,555.1615
1841.6667,42.829564,634.2409,555.6921
1850,42.66944,634.3245,556.2191
1858.3333,42.509108,634.408,556.7425
1866.6667,42.348583,634.4913,557.2623
1875,42.187891,634.5747,557.7785
1883.3333,42.027043,634.6577,558.2913
1891.6667,41.866058,634.7406,558.8007
1900,41.704957,634.8232,559.3067
1908.3333,41.543757,634.9057,559.8092
1916.6667,41.382486,634.9884,560.3085
1925,41.221162,635.0707,560.8045
1933.3333,41.059805,635.1529,561.2972
1941.6667,40.898433,635.2349,561.7866
1950,40.737074,635.3168,562.2729
1958.3333,40.57575,635.3988,562.7559
1966.6667,40.414499,635.4806,563.2357
1975,40.253312,635.5623,563.7125
1983.3333,40.092207,635.6437,564.1861
1991.6667,39.9312,635.725,564.6567
2000,39.770316,635.8062,565.1243
2008.3333,39.609579,635.8876,565.5888
2016.6667,39.449005,635.9685,566.0503
2025,39.28861,636.0494,566.5088
2033.3333,39.128416,636.1301,566.9644
2041.6667,38.96844,636.2106,567.417
2050,38.808709,636.2913,567.8665
2058.3333,38.649233,636.3716,568.313
2066.6667,38.490031,636.4517,568.7565
2075,38.331119,636.5317,569.197
2083.3333,38.172511,636.6115,569.6344
2091.6667,38.014234,636.6913,570.0689
2100,37.856289,636.7708,570.5003
2108.3333,37.698695,636.8501,570.9286
2116.6667,37.541462,636.9291,571.354
2125,37.384604,637.0081,571.7763
2133.3333,37.228136,637.0869,572.1956
2141.6667,37.072061,637.1653,572.6119
2150,36.916391,637.2435,573.0251
2158.3333,36.761131,637.3214,573.4352
2166.6667,36.606297,637.3993,573.8423
2175,36.45189,637.4768,574.2464
2183.3333,36.297913,637.5539,574.6474
2191.6667,36.144374,637.6308,575.0453
2200,35.991273,637.7074,575.4402
2208.3333,35.838621,637.7838,575.832
2216.6667,35.686413,637.8598,576.2207
2225,35.534649,637.9354,576.6064
2233.3333,35.38333,638.0106,576.989
2241.6667,35.232459,638.0857,577.3686
2250,35.082033,638.1603,577.7451
2258.3333,34.932047,638.2345,578.1186
2266.6667,34.782498,638.3083,578.4891
2275,34.633384,638.3819,578.8566
2283.3333,34.484703,638.4551,579.221
2291.6667,34.336445,638.5277,579.5825
2300,34.188604,638.5999,579.9411
2308.3333,34.041176,638.6718,580.2967
2316.6667,33.894159,638.7434,580.6494
2325,33.747537,638.8144,580.9992
2333.3333,33.601305,638.885,581.3462
2341.6667,33.455454,638.9551,581.6904
2350,33.309982,639.0251,582.0318
2358.3333,33.164874,639.0944,582.3704
2366.6667,33.02012,639.1632,582.7064
2375,32.875711,639.2316,583.0397
2383.3333,32.731646,639.2998,583.3704
2391.6667,32.587907,639.3674,583.6985
2400,32.444484,639.4345,584.0242
2408.3333,32.301369,639.5012,584.3474
2416.6667,32.158559,639.5677,584.6682
2425,32.016037,639.6335,584.9867
2433.3333,31.873792,639.699,585.3029
2441.6667,31.731819,639.764,585.617
2450,31.590112,639.8288,585.9289
2458.3333,31.448655,639.893,586.2387
2466.6667,31.307441,639.9568,586.5466
2475,31.166464,640.0204,586.8525
2483.3333,31.025717,640.0835,587.1566
2491.6667,30.885187,640.1462,587.4589
2500,30.744868,640.2086,587.7596
2508.3333,30.604756,640.2707,588.0586
2516.6667,30.464843,640.3325,588.3561
2525,30.325118,640.3938,588.6521
2533.3333,30.185577,640.4548,588.9468
2541.6667,30.04622,640.5157,589.2401
2550,29.907033,640.5762,589.5323
2558.3333,29.768013,640.6364,589.8234
2566.6667,29.629159,640.6964,590.1134
2575,29.490468,640.7561,590.4024
2583.3333,29.351931,640.8156,590.6906
2591.6667,29.213545,640.8748,590.978
2600,29.075314,640.934,591.2647
2608.3333,28.937228,640.9928,591.5508
2616.6667,28.799284,641.0515,591.8363
2625,28.661486,641.1101,592.1214
2633.3333,28.52383,641.1685,592.4062
2641.6667,28.386312,641.2268,592.6906
2650,28.248931,641.2849,592.9749
2658.3333,28.111694,641.3431,593.259
2666.6667,27.974592,641.401,593.5431
2675,27.837627,641.4589,593.8272
2683.3333,27.700805,641.5168,594.1115
2691.6667,27.564121,641.5747,594.3959
2700,27.427576,641.6324,594.6807
2708.3333,27.291176,641.6903,594.9658
2716.6667,27.15492,641.7482,595.2513
2725,27.018808,641.806,595.5373
2733.3333,26.882845,641.8639,595.824
2741.6667,26.747036,641.9219,596.1113
2750,26.611379,641.9799,596.3993
2758.3333,26.47588,642.038,596.6881
2766.6667,26.340548,642.0964,596.9779
2775,26.205383,642.1548,597.2687
2783.3333,26.070403,642.2133,597.5606
2791.6667,25.935611,642.2721,597.8537
2800,25.80097,642.331,598.1478
2808.3333,25.666488,642.3899,598.4431
2816.6667,25.532175,642.4492,598.7396
2825,25.39803,642.5086,599.0374
2833.3333,25.264056,642.5682,599.3366
2841.6667,25.130267,642.6282,599.6372
2850,24.99666,642.6884,599.9393
2858.3333,24.863242,642.7488,600.243
2866.6667,24.730023,642.8096,600.5483
2875,24.597005,642.8707,600.8553
2883.3333,24.464194,642.9321,601.1641
2891.6667,24.331601,642.9939,601.4747
2900,24.199226,643.056,601.7871
2908.3333,24.067079,643.1186,602.1016
2916.6667,23.935168,643.1816,602.418
2925,23.803496,643.2449,602.7366
2933.3333,23.672074,643.3087,603.0573
2941.6667,23.540908,643.3731,603.3802
2950,23.410003,643.4378,603.7054
2958.3333,23.279371,643.5031,604.033
2966.6667,23.149015,643.5689,604.363
2975,23.018944,643.6352,604.6955
2983.3333,22.88917,643.7021,605.0305
2991.6667,22.759695,643.7696,605.3682
3000,22.630531,643.8377,605.7087
3008.3333,22.501686,643.9064,606.0518
3016.6667,22.373165,643.9757,606.3979
3025,22.244985,644.0457,606.7469
3033.3333,22.117147,644.1164,607.0989
3041.6667,21.989664,644.1877,607.4539
3050,21.862547,644.2599,607.8122
3058.3333,21.7358,644.3327,608.1737
3066.6667,21.609442,644.4064,608.5385
3075,21.483475,644.4809,608.9068
3083.3333,21.357913,644.5561,609.2785
3091.6667,21.232769,644.6323,609.6539
3100,21.108048,644.7093,610.033
3108.3333,20.983771,644.7872,610.4158
3116.6667,20.859941,644.8661,610.8026
3125,20.736575,644.9459,611.1933
3133.3333,20.613684,645.0267,611.5881
3141.6667,20.491281,645.1085,611.9871
3150,20.36938,645.1914,612.3905
3158.3333,20.247993,645.2753,612.7983
3166.6667,20.127138,645.3605,613.2106
3175,20.006824,645.4466,613.6276
3183.3333,19.887072,645.5341,614.0494
3191.6667,19.767892,645.6227,614.4761
3200,19.649305,645.7126,614.9079
3208.3333,19.531323,645.8038,615.3448
3216.6667,19.413967,645.8963,615.7871
3225,19.297251,645.9902,616.235
3233.3333,19.181196,646.0855,616.6884
3241.6667,19.065819,646.1822,617.1477
3250,18.95114,646.2804,617.6129
3258.3333,18.837178,646.3802,618.0842
3266.6667,18.723955,646.4816,618.5619
3275,18.61149,646.5846,619.0461
3283.3333,18.499809,646.6892,619.5369
3291.6667,18.388929,646.7956,620.0346
3300,18.278879,646.9038,620.5393
3308.3333,18.169678,647.0138,621.0513
3316.6667,18.061355,647.1257,621.5708
3325,17.953932,647.2395,622.098
3333.3333,17.847438,647.3553,622.633
3341.6667,17.7419,647.4732,623.1762
3350,17.637344,647.5931,623.7277
3358.3333,17.533803,647.7152,624.2878
3366.6667,17.431303,647.8396,624.8568
3375,17.329875,647.9662,625.4348
3383.3333,17.229554,648.0951,626.0221
3391.6667,17.130369,648.2265,626.6189
3400,17.032355,648.3603,627.2256
3408.3333,16.935547,648.4967,627.8423
3416.6667,16.839978,648.6356,628.4692
3425,16.745684,648.7772,629.1067
3433.3333,16.652706,648.9216,629.755
3441.6667,16.561078,649.0686,630.4142
3450,16.470839,649.2185,631.0846
3458.3333,16.382027,649.3713,631.7664
3466.6667,16.294684,649.5271,632.4598
3475,16.208849,649.6858,633.1648
3483.3333,16.124562,649.8475,633.8818
3491.6667,16.041862,650.0123,634.6106
3500,15.960792,650.1802,635.3515
3508.3333,15.88139,650.3512,636.1043
3516.6667,15.803696,650.5254,636.8691
3525,15.727751,650.7027,637.6457
3533.3333,15.653589,650.8831,638.4339
3541.6667,15.581249,651.0665,639.2334
3550,15.510762,651.2531,640.0438
3558.3333,15.442161,651.4426,640.8647
3566.6667,15.375474,651.635,641.6954
3575,15.310727,651.8301,642.5352
3583.3333,15.24794,652.028,643.3831
3591.6667,15.187126,652.2282,644.238
3600,15.128297,652.4308,645.0988
3608.3333,15.071456,652.6353,645.964
3616.6667,15.0166,652.8416,646.8319
3625,14.963719,653.0493,647.7008
3633.3333,14.912793,653.2581,648.5687
3641.6667,14.863796,653.4675,649.4333
3650,14.816692,653.6772,650.2924
3658.3333,14.771436,653.8865,651.1434
3666.6667,14.727974,654.095,651.9838
3675,14.686245,654.3022,652.8108
3683.3333,14.646181,654.5073,653.6218
3691.6667,14.607705,654.7099,654.414
3700,14.570737,654.9092,655.185
3708.3333,14.535191,655.1046,655.9322
3716.6667,14.500982,655.2954,656.6535
3725,14.468025,655.4812,657.3471
3733.3333,14.436239,655.6612,658.0119
3741.6667,14.40556,655.8349,658.6486
3750,14.376,656.0019,659.2707
3758.3333,14.347474,656.1621,659.8469
3766.6667,14.319587,656.3151,660.3757
3775,14.292223,656.4601,660.8607
3783.3333,14.265313,656.5959,661.3038
3791.6667,14.238807,656.7222,661.7068
3800,14.212665,656.8387,662.0714
3808.3333,14.186859,656.9455,662.3992
3816.6667,14.161367,657.0427,662.692
3825,14.136173,657.1306,662.9515
3833.3333,14.111265,657.2094,663.1795
3841.6667,14.086634,657.2795,663.3778
3850,14.062273,657.3413,663.5481
3858.3333,14.038177,657.3952,663.6921
3866.6667,14.014343,657.4416,663.8113
3875,13.990766,657.4808,663.9075
3883.3333,13.967444,657.5133,663.9821
3891.6667,13.944376,657.5396,664.0366
3900,13.921557,657.5599,664.0726
3908.3333,13.898987,657.5747,664.0913
3916.6667,13.876662,657.5844,664.0941
3925,13.854582,657.5892,664.0822
3933.3333,13.832742,657.5897,664.0569
3941.6667,13.811142,657.586,664.0192
3950,13.789778,657.5785,663.9703
3958.3333,13.768648,657.5676,663.9112
3966.6667,13.74775,657.5535,663.8428
3975,13.727079,657.5364,663.766
3983.3333,13.706634,657.5167,663.6818
3991.6667,13.686411,657.4947,663.5908
4000,13.666408,657.4704,663.4939
4008.3333,13.64662,657.4442,663.3917
4016.6667,13.627046,657.4163,663.285
4025,13.607681,657.3869,663.1742
4033.3333,13.588522,657.356,663.0601
4041.6667,13.569566,657.3241,662.943
4050,13.55081,657.291,662.8236
4058.3333,13.532251,657.2571,662.7021
4066.6667,13.513884,657.2225,662.5792
4075,13.495707,657.1872,662.455
4083.3333,13.477717,657.1515,662.33
4091.6667,13.459909,657.1153,662.2046
4100,13.442282,657.0789,662.0789
4108.3333,13.424831,657.0422,661.9532
4116.6667,13.407553,657.0055,661.8278
4125,13.390446,656.9687,661.703
4133.3333,13.373507,656.932,661.5788
4141.6667,13.356731,656.8953,661.4555
4150,13.340117,656.8588,661.3332
4158.3333,13.323661,656.8225,661.2121
4166.6667,13.30736,656.7865,661.0922
4175,13.291212,656.7507,660.9738
4183.3333,13.275214,656.7153,660.8568
4191.6667,13.259363,656.6803,660.7414
4200,13.243656,656.6456,660.6276
4208.3333,13.228091,656.6114,660.5155
4216.6667,13.212665,656.5775,660.4051
4225,13.197377,656.5442,660.2965
4233.3333,13.182222,656.5113,660.1897
4241.6667,13.1672,656.4788,660.0848
4250,13.152308,656.4469,659.9817
4258.3333,13.137544,656.4155,659.8804
4266.6667,13.122904,656.3846,659.781
4275,13.108388,656.3542,659.6835
4283.3333,13.093993,656.3243,659.5879
4291.6667,13.079717,656.295,659.494
4300,13.065558,656.2662,659.4021
4308.3333,13.051515,656.2378,659.3119
4316.6667,13.037584,656.21,659.2236
4325,13.023765,656.1828,659.137
4333.3333,13.010055,656.156,659.0522
4341.6667,12.996453,656.1297,658.9692
4350,12.982957,656.104,658.8879
4358.3333,12.969566,656.0787,658.8083
4366.6667,12.956277,656.054,658.7303
4375,12.943089,656.0297,658.654
4383.3333,12.930001,656.0059,658.5793
4391.6667,12.91701,655.9825,658.5062
4400,12.904116,655.9597,658.4346
4408.3333,12.891317,655.9372,658.3646
4416.6667,12.878612,655.9153,658.296
4425,12.865999,655.8938,658.2289
4433.3333,12.853476,655.8726,658.1632
4441.6667,12.841044,655.852,658.0989
4450,12.8287,655.8317,658.036
4458.3333,12.816442,655.8119,657.9744
4466.6667,12.80427,655.7924,657.9142
4475,12.792183,655.7733,657.8552
4483.3333,12.780179,655.7547,657.7975
4491.6667,12.768257,655.7363,657.7409
4500,12.756417,655.7184,657.6856
4508.3333,12.744657,655.7008,657.6315
4516.6667,12.732975,655.6836,657.5784
4525,12.721371,655.6667,657.5265
4533.3333,12.709844,655.6501,657.4757
4541.6667,12.698393,655.6339,657.426
4550,12.687016,655.618,657.3772
4558.3333,12.675714,655.6024,657.3295
4566.6667,12.664484,655.5872,657.2828
4575,12.653326,655.5722,657.2371
4583.3333,12.64224,655.5575,657.1922
4591.6667,12.631223,655.5431,657.1483
4600,12.620276,655.5289,657.1053
4608.3333,12.609398,655.5151,657.0632
4616.6667,12.598587,655.5015,657.0219
4625,12.587842,655.4882,656.9815
4633.3333,12.577164,655.4751,656.9419
4641.6667,12.566551,655.4623,656.903
4650,12.556003,655.4497,656.865
4658.3333,12.545518,655.4374,656.8277
4666.6667,12.535096,655.4253,656.7911
4675,12.524736,655.4134,656.7553
4683.3333,12.514438,655.4018,656.7202
4691.6667,12.504201,655.3904,656.6857
4700,12.494024,655.3791,656.652
4708.3333,12.483906,655.3681,656.6189
4716.6667,12.473847,655.3574,656.5864
4725,12.463847,655.3467,656.5546
4733.3333,12.453904,655.3363,656.5234
4741.6667,12.444017,655.3262,656.4928
4750,12.434187,655.3161,656.4628
4758.3333,12.424413,655.3063,656.4334
4766.6667,12.414693,655.2966,656.4045
4775,12.405029,655.2871,656.3761
4783.3333,12.395418,655.2778,656.3484
4791.6667,12.38586,655.2687,656.3211
4800,12.376356,655.2597,656.2943
4808.3333,12.366903,655.2509,656.2681
4816.6667,12.357502,655.2422,656.2423
4825,12.348153,655.2337,656.2171
4833.3333,12.338854,655.2253,656.1922
4841.6667,12.329606,655.2171,656.1679
4850,12.320407,655.2091,656.144
4858.3333,12.311257,655.2012,656.1206
4866.6667,12.302156,655.1934,656.0975
4875,12.293104,655.1857,656.0749
4883.3333,12.284099,655.1782,656.0527
4891.6667,12.275141,655.1709,656.031
4900,12.266231,655.1636,656.0096
4908.3333,12.257366,655.1565,655.9886
4916.6667,12.248548,655.1495,655.968
4925,12.239776,655.1426,655.9477
4933.3333,12.231048,655.1358,655.9278
4941.6667,12.222366,655.1292,655.9083
4950,12.213727,655.1227,655.8892
4958.3333,12.205133,655.1162,655.8703
4966.6667,12.196582,655.11,655.8518
4975,12.188074,655.1037,655.8337
4983.3333,12.179609,655.0977,655.8158
4991.6667,12.171187,655.0916,655.7983
5000,12.162806,655.0858,655.7811
