Time (s),Mass (g),T Top (K),T Back (K)
186.6667,20.940891,591.4733,495.4428
190,20.908074,592.5885,497.8081
193.3333,20.873913,593.6762,500.1295
196.6667,20.838393,594.7372,502.4083
200,20.801504,595.7724,504.6457
203.3333,20.763236,596.7823,506.843
206.6667,20.72358,597.7678,509.0013
210,20.682532,598.7296,511.1216
213.3333,20.640089,599.6683,513.2051
216.6667,20.596251,600.5847,515.2526
220,20.55102,601.4791,517.2652
223.3333,20.5044,602.3522,519.2437
226.6667,20.456399,603.2044,521.189
230,20.407025,604.0363,523.1018
233.3333,20.35629,604.8483,524.983
236.6667,20.304207,605.6409,526.8331
240,20.250791,606.4146,528.653
243.3333,20.19606,607.1696,530.4432
246.6667,20.140031,607.9065,532.2044
250,20.082726,608.6256,533.9372
253.3333,20.024164,609.3273,535.6419
256.6667,19.964369,610.012,537.3193
260,19.903363,610.68,538.9697
263.3333,19.84117,611.3317,540.5936
266.6667,19.777814,611.9674,542.1914
270,19.71332,612.5874,543.7636
273.3333,19.647711,613.1921,545.3104
276.6667,19.581013,613.7819,546.8323
280,19.513251,614.3569,548.3295
283.3333,19.444448,614.9176,549.8024
286.6667,19.374627,615.4643,551.2513
290,19.303811,615.9973,552.6764
293.3333,19.232021,616.517,554.078
296.6667,19.159279,617.0235,555.4564
300,19.085605,617.5173,556.8118
303.3333,19.011019,617.9987,558.1444
306.6667,18.935539,618.468,559.4544
310,18.859184,618.9255,560.7422
313.3333,18.781972,619.3716,562.0079
316.6667,18.70392,619.8065,563.2516
320,18.625046,620.2306,564.4738
323.3333,18.545367,620.6441,565.6744
326.6667,18.464899,621.0475,566.8539
330,18.38366,621.441,568.0124
333.3333,18.301667,621.8249,569.15
336.6667,18.218939,622.1995,570.2672
340,18.135494,622.5652,571.3641
343.3333,18.051352,622.9222,572.4408
346.6667,17.966533,623.2708,573.4978
350,17.88106,623.6114,574.5353
353.3333,17.794955,623.9442,575.5534
356.6667,17.708242,624.2694,576.5525
360,17.620948,624.5874,577.5328
363.3333,17.5331,624.8984,578.4946
366.6667,17.444726,625.2027,579.4382
370,17.355858,625.5005,580.3639
373.3333,17.266527,625.7921,581.2718
376.6667,17.176766,626.0776,582.1623
380,17.086611,626.3573,583.0357
383.3333,16.996099,626.6314,583.8923
386.6667,16.905266,626.9002,584.7322
390,16.814152,627.1636,585.5558
393.3333,16.722796,627.4221,586.3633
396.6667,16.631238,627.6757,587.155
400,16.539521,627.9245,587.9311
403.3333,16.447685,628.1688,588.6919
406.6667,16.355774,628.4087,589.4376
410,16.263829,628.6442,590.1684
413.3333,16.171893,628.8756,590.8846
416.6667,16.080004,629.1028,591.5863
420,15.988205,629.3261,592.2739
423.3333,15.896534,629.5454,592.9474
426.6667,15.805029,629.761,593.6072
430,15.713729,629.9728,594.2533
433.3333,15.622669,630.1809,594.886
436.6667,15.531883,630.3855,595.5054
440,15.441404,630.5864,596.1116
443.3333,15.351263,630.7839,596.705
446.6667,15.261489,630.9779,597.2856
450,15.172109,631.1686,597.8536
453.3333,15.083147,631.3559,598.4093
456.6667,14.994626,631.5399,598.9527
460,14.906566,631.7206,599.4842
463.3333,14.818986,631.8982,600.0038
466.6667,14.731901,632.0725,600.5118
470,14.645326,632.2437,601.0083
473.3333,14.559273,632.4118,601.4936
476.6667,14.473752,632.5769,601.968
480,14.38877,632.739,602.4315
483.3333,14.304336,632.8981,602.8845
486.6667,14.22046,633.0543,603.3271
490,14.137136,633.2077,603.7597
493.3333,14.054356,633.3582,604.1826
496.6667,13.972115,633.506,604.5959
500,13.890412,633.6511,605
503.3333,13.809241,633.7935,605.3951
506.6667,13.728598,633.9333,605.7815
510,13.648475,634.0706,606.1595
513.3333,13.568864,634.2055,606.5294
516.6667,13.489759,634.338,606.8914
520,13.41115,634.4682,607.2458
523.3333,13.333028,634.5962,607.593
526.6667,13.255383,634.722,607.9333
530,13.178206,634.8458,608.2668
533.3333,13.101485,634.9675,608.5941
536.6667,13.02521,635.0874,608.9152
540,12.949372,635.2054,609.2306
543.3333,12.873958,635.3216,609.5405
546.6667,12.798959,635.4362,609.8452
550,12.724364,635.5492,610.145
553.3333,12.650164,635.6607,610.4401
556.6667,12.576347,635.7707,610.7309
560,12.502904,635.8795,611.0177
563.3333,12.429825,635.9869,611.3006
566.6667,12.357102,636.0932,611.5799
570,12.284726,636.1984,611.8559
573.3333,12.212688,636.3025,612.1288
576.6667,12.140979,636.4057,612.3988
580,12.069593,636.508,612.6663
583.3333,11.998522,636.6096,612.9313
586.6667,11.927759,636.7104,613.1941
590,11.857297,636.8105,613.4548
593.3333,11.787132,636.9101,613.7138
596.6667,11.717256,637.0091,613.9711
600,11.647665,637.1076,614.2269
603.3333,11.578354,637.2058,614.4815
606.6667,11.509318,637.3036,614.7349
610,11.440555,637.4012,614.9873
613.3333,11.372059,637.4985,615.2389
616.6667,11.303829,637.5957,615.4898
620,11.235861,637.6927,615.7401
623.3333,11.168152,637.7897,615.9899
626.6667,11.100701,637.8866,616.2394
630,11.033506,637.9836,616.4887
633.3333,10.966565,638.0807,616.7379
636.6667,10.899876,638.1778,616.9871
640,10.83344,638.2752,617.2363
643.3333,10.767256,638.3727,617.4857
646.6667,10.701323,638.4704,617.7354
650,10.635641,638.5685,617.9854
653.3333,10.57021,638.6668,618.2358
656.6667,10.505032,638.7654,618.4867
660,10.440107,638.8645,618.7382
663.3333,10.375435,638.9639,618.9903
666.6667,10.31102,639.0637,619.243
670,10.246861,639.1641,619.4965
673.3333,10.182963,639.2649,619.7508
676.6667,10.119327,639.3662,620.006
680,10.05596,639.468,620.2622
683.3333,9.992874,639.5705,620.5195
686.6667,9.930044,639.6735,620.7777
690,9.867472,639.777,621.0368
693.3333,9.805161,639.8812,621.2969
696.6667,9.743114,639.986,621.558
700,9.681332,640.0915,621.8202
703.3333,9.619819,640.1976,622.0836
706.6667,9.558578,640.3044,622.348
710,9.497614,640.4119,622.6136
713.3333,9.436929,640.5202,622.8804
716.6667,9.376527,640.6291,623.1484
720,9.316412,640.7388,623.4177
723.3333,9.256588,640.8493,623.6882
726.6667,9.197059,640.9606,623.9601
730,9.13783,641.0726,624.2333
733.3333,9.078903,641.1855,624.5078
736.6667,9.020285,641.2992,624.7837
740,8.961978,641.4137,625.061
743.3333,8.903988,641.5291,625.3398
746.6667,8.846319,641.6453,625.6199
750,8.788975,641.7624,625.9016
753.3333,8.731962,641.8804,626.1847
756.6667,8.675283,641.9993,626.4693
760,8.618944,642.1191,626.7554
763.3333,8.562949,642.2399,627.0431
766.6667,8.507303,642.3615,627.3323
770,8.452012,642.4841,627.6231
773.3333,8.397079,642.6077,627.9155
776.6667,8.34251,642.7322,628.2095
780,8.288311,642.8577,628.505
783.3333,8.234485,642.9842,628.8023
786.6667,8.181039,643.1116,629.1011
790,8.127978,643.2401,629.4016
793.3333,8.075306,643.3695,629.7038
796.6667,8.023029,643.5,630.0076
800,7.971153,643.6315,630.3131
803.3333,7.919682,643.764,630.6203
806.6667,7.868623,643.8976,630.9292
810,7.81798,644.0322,631.2398
813.3333,7.767759,644.1678,631.5521
816.6667,7.717966,644.3045,631.8662
820,7.668607,644.4422,632.1819
823.3333,7.619686,644.581,632.4994
826.6667,7.57121,644.7208,632.8185
830,7.523183,644.8617,633.1394
833.3333,7.475613,645.0037,633.462
836.6667,7.428504,645.1467,633.7863
840,7.381862,645.2908,634.1123
843.3333,7.335693,645.4359,634.44
846.6667,7.290003,645.5821,634.7694
850,7.244797,645.7294,635.1005
853.3333,7.20008,645.8776,635.4332
856.6667,7.155859,646.0269,635.7675
860,7.11214,646.1773,636.1034
863.3333,7.068927,646.3286,636.4409
866.6667,7.026226,646.481,636.78
870,6.984043,646.6343,637.1206
873.3333,6.942383,646.7886,637.4627
876.6667,6.901252,646.9439,637.8062
880,6.860655,647.1001,638.1512
883.3333,6.820597,647.2572,638.4975
886.6667,6.781083,647.4153,638.8451
890,6.742118,647.5741,639.1939
893.3333,6.703708,647.7339,639.544
896.6667,6.665856,647.8944,639.8951
900,6.628568,648.0557,640.2473
903.3333,6.591847,648.2178,640.6005
906.6667,6.555698,648.3805,640.9546
910,6.520126,648.5439,641.3095
913.3333,6.485133,648.7079,641.665
916.6667,6.450724,648.8725,642.0212
920,6.416901,649.0376,642.3778
923.3333,6.383669,649.2031,642.7348
926.6667,6.351029,649.3691,643.0921
930,6.318985,649.5353,643.4495
933.3333,6.287538,649.7019,643.8068
936.6667,6.256691,649.8686,644.1639
940,6.226444,650.0355,644.5207
943.3333,6.1968,650.2024,644.877
946.6667,6.167758,650.3692,645.2327
950,6.139319,650.536,645.5875
953.3333,6.111484,650.7025,645.9412
956.6667,6.084251,650.8687,646.2937
960,6.057622,651.0347,646.6448
963.3333,6.031594,651.2002,646.9942
966.6667,6.006167,651.3651,647.3418
970,5.981338,651.5293,647.6873
973.3333,5.957103,651.6927,648.0306
976.6667,5.933459,651.8552,648.3713
980,5.910403,652.0166,648.7092
983.3333,5.887929,652.1768,649.0441
986.6667,5.866033,652.3357,649.3757
990,5.844708,652.4932,649.7037
993.3333,5.823949,652.6491,650.028
996.6667,5.803749,652.8033,650.3483
1000,5.784101,652.9558,650.6642
1003.3333,5.764996,653.1062,650.9755
1006.6667,5.746426,653.2546,651.2821
1010,5.728384,653.4009,651.5836
1013.3333,5.710858,653.5448,651.8797
1016.6667,5.693841,653.6863,652.1703
1020,5.67732,653.8252,652.4552
1023.3333,5.661287,653.9615,652.734
1026.6667,5.645729,654.0949,653.0066
1030,5.630636,654.2255,653.2728
1033.3333,5.615996,654.3531,653.5323
1036.6667,5.601796,654.4775,653.7851
1040,5.588025,654.5988,654.031
1043.3333,5.57467,654.7168,654.2697
1046.6667,5.561718,654.8315,654.5012
1050,5.549158,654.9428,654.7254
1053.3333,5.536976,655.0506,654.9422
1056.6667,5.52516,655.1549,655.1514
1060,5.513696,655.2557,655.3531
1063.3333,5.502572,655.3528,655.5472
1066.6667,5.491775,655.4464,655.7337
1070,5.481292,655.5363,655.9126
1073.3333,5.471112,655.6226,656.0839
1076.6667,5.461222,655.7053,656.2477
1080,5.45161,655.7843,656.4039
1083.3333,5.442264,655.8598,656.5528
1086.6667,5.433173,655.9317,656.6943
1090,5.424326,656.0001,656.8287
1093.3333,5.415711,656.0651,656.9559
1096.6667,5.407318,656.1266,657.0762
1100,5.399138,656.1848,657.1897
1103.3333,5.39116,656.2396,657.2966
1106.6667,5.383375,656.2913,657.397
1110,5.375773,656.3399,657.4912
1113.3333,5.368348,656.3854,657.5794
1116.6667,5.361089,656.428,657.6617
1120,5.353992,656.4678,657.7385
1123.3333,5.347047,656.5048,657.8099
1126.6667,5.340248,656.5392,657.8762
1130,5.333591,656.571,657.9377
1133.3333,5.327071,656.6005,657.9949
1136.6667,5.320684,656.6277,658.0483
1140,5.314433,656.6529,658.0991
1143.3333,5.308336,656.6765,658.1505
1146.6667,5.302359,656.6986,658.1934
1150,5.296463,656.7185,658.2303
1153.3333,5.290642,656.7358,658.2618
1156.6667,5.284891,656.7507,658.2886
1160,5.279206,656.7632,658.311
1163.3333,5.273582,656.7736,658.3292
1166.6667,5.268018,656.782,658.3436
1170,5.262508,656.7885,658.3545
1173.3333,5.257052,656.7932,658.3621
1176.6667,5.251645,656.7964,658.3668
1180,5.246287,656.7982,658.3687
1183.3333,5.240974,656.7986,658.3682
1186.6667,5.235705,656.7977,658.3653
1190,5.230478,656.7958,658.3604
1193.3333,5.225291,656.7928,658.3536
1196.6667,5.220144,656.7888,658.345
1200,5.215034,656.784,658.3349
1203.3333,5.20996,656.7784,658.3234
1206.6667,5.204922,656.7721,658.3106
1210,5.199919,656.7652,658.2966
1213.3333,5.194948,656.7577,658.2816
1216.6667,5.19001,656.7497,658.2657
1220,5.185104,656.7412,658.249
1223.3333,5.180229,656.7323,658.2316
1226.6667,5.175384,656.7231,658.2135
1230,5.170568,656.7135,658.1948
1233.3333,5.165781,656.7036,658.1756
1236.6667,5.161023,656.6934,658.1559
1240,5.156292,656.683,658.1359
1243.3333,5.151589,656.6724,658.1156
1246.6667,5.146912,656.6616,658.0949
1250,5.142262,656.6507,658.074
1253.3333,5.137637,656.6397,658.0529
1256.6667,5.133038,656.6285,658.0317
1260,5.128464,656.6172,658.0103
1263.3333,5.123914,656.6059,657.9888
1266.6667,5.119389,656.5945,657.9672
1270,5.114888,656.5831,657.9455
1273.3333,5.11041,656.5716,657.9238
1276.6667,5.105956,656.5601,657.9021
1280,5.101524,656.5485,657.8804
1283.3333,5.097116,656.537,657.8588
1286.6667,5.092729,656.5255,657.8371
1290,5.088365,656.5139,657.8155
1293.3333,5.084023,656.5024,657.7939
1296.6667,5.079702,656.4909,657.7724
1300,5.075403,656.4795,657.751
1303.3333,5.071125,656.468,657.7297
1306.6667,5.066867,656.4566,657.7084
1310,5.062631,656.4453,657.6873
1313.3333,5.058414,656.4339,657.6662
1316.6667,5.054218,656.4227,657.6453
1320,5.050042,656.4114,657.6244
1323.3333,5.045886,656.4002,657.6037
1326.6667,5.041749,656.3891,657.5831
1330,5.037632,656.378,657.5626
1333.3333,5.033534,656.367,657.5423
1336.6667,5.029455,656.3561,657.5221
1340,5.025395,656.3452,657.502
1343.3333,5.021354,656.3343,657.482
1346.6667,5.017331,656.3236,657.4622
1350,5.013327,656.3128,657.4425
1353.3333,5.009341,656.3022,657.4229
1356.6667,5.005372,656.2916,657.4035
1360,5.001422,656.2811,657.3842
1363.3333,4.997489,656.2706,657.365
1366.6667,4.993574,656.2602,657.346
1370,4.989677,656.2499,657.3271
1373.3333,4.985797,656.2396,657.3084
1376.6667,4.981933,656.2295,657.2898
1380,4.978087,656.2193,657.2713
1383.3333,4.974258,656.2093,657.253
1386.6667,4.970445,656.1993,657.2348
1390,4.96665,656.1893,657.2167
1393.3333,4.96287,656.1795,657.1988
1396.6667,4.959107,656.1697,657.181
1400,4.95536,656.1599,657.1634
1403.3333,4.951629,656.1503,657.1458
1406.6667,4.947914,656.1407,657.1284
1410,4.944215,656.1311,657.1112
1413.3333,4.940531,656.1217,657.0941
1416.6667,4.936864,656.1123,657.0771
1420,4.933211,656.1029,657.0602
1423.3333,4.929574,656.0936,657.0435
1426.6667,4.925952,656.0844,657.0268
1430,4.922346,656.0753,657.0104
1433.3333,4.918754,656.0662,656.994
1436.6667,4.915178,656.0572,656.9778
1440,4.911616,656.0482,656.9617
1443.3333,4.908068,656.0393,656.9457
1446.6667,4.904536,656.0305,656.9298
1450,4.901018,656.0217,656.9141
1453.3333,4.897514,656.013,656.8985
1456.6667,4.894025,656.0043,656.883
1460,4.890549,655.9957,656.8676
1463.3333,4.887088,655.9872,656.8524
1466.6667,4.883641,655.9787,656.8372
1470,4.880208,655.9703,656.8222
1473.3333,4.876788,655.9619,656.8073
1476.6667,4.873382,655.9537,656.7925
1480,4.86999,655.9454,656.7779
1483.3333,4.866611,655.9372,656.7633
1486.6667,4.863246,655.9291,656.7488
1490,4.859894,655.921,656.7345
1493.3333,4.856555,655.913,656.7203
1496.6667,4.85323,655.9051,656.7062
1500,4.849917,655.8972,656.6921
1503.3333,4.846618,655.8893,656.6782
1506.6667,4.843331,655.8815,656.6644
1510,4.840057,655.8738,656.6507
1513.3333,4.836796,655.8661,656.6372
1516.6667,4.833548,655.8585,656.6237
1520,4.830312,655.8509,656.6103
1523.3333,4.827089,655.8434,656.597
1526.6667,4.823878,655.8359,656.5839
1530,4.820679,655.8285,656.5708
1533.3333,4.817492,655.8212,656.5578
1536.6667,4.814318,655.8139,656.5449
1540,4.811156,655.8066,656.5322
1543.3333,4.808006,655.7994,656.5195
1546.6667,4.804867,655.7922,656.5069
1550,4.801741,655.7851,656.4944
1553.3333,4.798626,655.7781,656.482
1556.6667,4.795523,655.771,656.4697
1560,4.792432,655.7641,656.4575
1563.3333,4.789352,655.7572,656.4454
1566.6667,4.786284,655.7503,656.4334
1570,4.783227,655.7435,656.4214
1573.3333,4.780181,655.7367,656.4096
1576.6667,4.777147,655.73,656.3978
1580,4.774124,655.7233,656.3862
1583.3333,4.771112,655.7167,656.3746
1586.6667,4.768111,655.7101,656.3631
1590,4.765121,655.7036,656.3517
1593.3333,4.762142,655.6971,656.3404
1596.6667,4.759174,655.6906,656.3292
1600,4.756216,655.6842,656.318
1603.3333,4.75327,655.6779,656.307
1606.6667,4.750334,655.6715,656.296
1610,4.747408,655.6653,656.2851
1613.3333,4.744493,655.659,656.2743
1616.6667,4.741589,655.6529,656.2635
1620,4.738695,655.6467,656.2529
1623.3333,4.735812,655.6406,656.2423
1626.6667,4.732938,655.6346,656.2318
1630,4.730075,655.6285,656.2214
1633.3333,4.727222,655.6226,656.2111
1636.6667,4.724379,655.6166,656.2008
1640,4.721547,655.6107,656.1906
1643.3333,4.718724,655.6049,656.1805
1646.6667,4.715911,655.5991,656.1705
1650,4.713108,655.5933,656.1605
1653.3333,4.710315,655.5876,656.1506
1656.6667,4.707531,655.5819,656.1408
1660,4.704758,655.5762,656.131
1663.3333,4.701993,655.5706,656.1214
1666.6667,4.699239,655.565,656.1118
1670,4.696494,655.5595,656.1022
1673.3333,4.693758,655.554,656.0928
1676.6667,4.691032,655.5485,656.0834
1680,4.688315,655.5431,656.0741
1683.3333,4.685608,655.5377,656.0648
1686.6667,4.68291,655.5324,656.0556
1690,4.680221,655.527,656.0465
1693.3333,4.677541,655.5218,656.0375
1696.6667,4.67487,655.5165,656.0285
1700,4.672209,655.5113,656.0196
1703.3333,4.669556,655.5061,656.0107
1706.6667,4.666912,655.501,656.0019
1710,4.664277,655.4959,655.9932
1713.3333,4.661651,655.4908,655.9845
1716.6667,4.659034,655.4858,655.9759
1720,4.656426,655.4808,655.9674
1723.3333,4.653826,655.4758,655.9589
1726.6667,4.651235,655.4709,655.9505
1730,4.648652,655.466,655.9422
1733.3333,4.646078,655.4611,655.9339
1736.6667,4.643513,655.4563,655.9257
1740,4.640956,655.4515,655.9175
1743.3333,4.638407,655.4467,655.9094
1746.6667,4.635867,655.442,655.9013
1750,4.633335,655.4373,655.8933
1753.3333,4.630812,655.4326,655.8854
1756.6667,4.628296,655.428,655.8775
1760,4.625789,655.4234,655.8697
1763.3333,4.62329,655.4188,655.8619
1766.6667,4.620799,655.4143,655.8542
1770,4.618316,655.4097,655.8466
1773.3333,4.615841,655.4053,655.839
1776.6667,4.613374,655.4008,655.8314
1780,4.610915,655.3964,655.8239
1783.3333,4.608464,655.392,655.8165
1786.6667,4.60602,655.3876,655.8091
1790,4.603585,655.3833,655.8018
1793.3333,4.601157,655.379,655.7945
1796.6667,4.598737,655.3747,655.7873
1800,4.596324,655.3704,655.7801
1803.3333,4.59392,655.3662,655.773
1806.6667,4.591522,655.362,655.7659
1810,4.589133,655.3579,655.7589
1813.3333,4.586751,655.3537,655.7519
1816.6667,4.584376,655.3496,655.745
1820,4.582009,655.3455,655.7381
1823.3333,4.579649,655.3415,655.7313
1826.6667,4.577296,655.3374,655.7245
1830,4.574951,655.3334,655.7177
1833.3333,4.572613,655.3295,655.7111
1836.6667,4.570282,655.3255,655.7044
1840,4.567959,655.3216,655.6978
1843.3333,4.565642,655.3177,655.6913
1846.6667,4.563333,655.3138,655.6848
1850,4.561031,655.31,655.6784
1853.3333,4.558736,655.3062,655.672
1856.6667,4.556448,655.3024,655.6656
1860,4.554166,655.2986,655.6593
1863.3333,4.551892,655.2949,655.653
1866.6667,4.549625,655.2911,655.6468
1870,4.547364,655.2875,655.6406
1873.3333,4.545111,655.2838,655.6345
1876.6667,4.542864,655.2801,655.6284
1880,4.540624,655.2765,655.6223
1883.3333,4.53839,655.2729,655.6163
1886.6667,4.536164,655.2693,655.6104
1890,4.533944,655.2658,655.6044
1893.3333,4.53173,655.2623,655.5985
1896.6667,4.529524,655.2588,655.5927
1900,4.527323,655.2553,655.5869
1903.3333,4.52513,655.2518,655.5811
1906.6667,4.522942,655.2484,655.5754
1910,4.520762,655.245,655.5697
1913.3333,4.518587,655.2416,655.5641
1916.6667,4.516419,655.2382,655.5585
1920,4.514258,655.2349,655.5529
1923.3333,4.512103,655.2316,655.5474
1926.6667,4.509954,655.2283,655.5419
1930,4.507811,655.225,655.5365
1933.3333,4.505674,655.2217,655.5311
1936.6667,4.503544,655.2185,655.5257
1940,4.50142,655.2153,655.5204
1943.3333,4.499302,655.2121,655.5151
1946.6667,4.49719,655.2089,655.5098
1950,4.495085,655.2058,655.5046
1953.3333,4.492985,655.2026,655.4994
1956.6667,4.490891,655.1995,655.4942
1960,4.488804,655.1964,655.4891
1963.3333,4.486722,655.1934,655.484
1966.6667,4.484646,655.1903,655.479
1970,4.482576,655.1873,655.474
1973.3333,4.480512,655.1843,655.469
1976.6667,4.478454,655.1813,655.4641
1980,4.476402,655.1783,655.4592
1983.3333,4.474355,655.1754,655.4543
1986.6667,4.472314,655.1724,655.4494
1990,4.470279,655.1695,655.4446
1993.3333,4.46825,655.1666,655.4399
1996.6667,4.466226,655.1638,655.4351
2000,4.464208,655.1609,655.4304
