Time (s),Mass (g),T Top (K),T Back (K)
81,57.0,912.9,293.8
82,56.9,913.5,293.9
83,56.9,914.1,293.9
84,56.8,914.6,294.0
85,56.7,915.2,294.1
86,56.6,915.7,294.2
87,56.5,916.2,294.2
88,56.4,916.8,294.3
89,56.4,917.3,294.4
90,56.3,917.8,294.5
91,56.2,918.2,294.6
92,56.1,918.7,294.7
93,56.0,919.2,294.8
94,55.9,919.7,294.9
95,55.9,920.1,295.0
96,55.8,920.6,295.1
97,55.7,921.0,295.2
98,55.6,921.5,295.3
99,55.5,921.9,295.4
100,55.5,922.4,295.6
101,55.4,922.8,295.7
102,55.3,923.2,295.8
103,55.2,923.6,296.0
104,55.2,924.0,296.1
105,55.1,924.4,296.2
106,55.0,924.8,296.4
107,54.9,925.2,296.5
108,54.8,925.6,296.7
109,54.8,926.0,296.9
110,54.7,926.3,297.0
111,54.6,926.7,297.2
112,54.5,927.1,297.4
113,54.5,927.4,297.5
114,54.4,927.8,297.7
115,54.3,928.1,297.9
116,54.2,928.5,298.1
117,54.2,928.8,298.3
118,54.1,929.2,298.5
119,54.0,929.5,298.7
120,53.9,929.8,298.9
121,53.9,930.2,299.1
122,53.8,930.5,299.3
123,53.7,930.8,299.6
124,53.6,931.1,299.8
125,53.6,931.4,300.0
126,53.5,931.7,300.2
127,53.4,932.0,300.5
128,53.3,932.3,300.7
129,53.3,932.6,301.0
130,53.2,932.9,301.2
131,53.1,933.2,301.5
132,53.0,933.5,301.7
133,53.0,933.8,302.0
134,52.9,934.1,302.2
135,52.8,934.4,302.5
136,52.8,934.6,302.8
137,52.7,934.9,303.1
138,52.6,935.2,303.3
139,52.5,935.5,303.6
140,52.5,935.7,303.9
141,52.4,936.0,304.2
142,52.3,936.2,304.5
143,52.3,936.5,304.8
144,52.2,936.8,305.1
145,52.1,937.0,305.4
146,52.1,937.3,305.7
147,52.0,937.5,306.0
148,51.9,937.7,306.4
149,51.8,938.0,306.7
150,51.8,938.2,307.0
151,51.7,938.5,307.3
152,51.6,938.7,307.7
153,51.6,938.9,308.0
154,51.5,939.2,308.4
155,51.4,939.4,308.7
156,51.4,939.6,309.0
157,51.3,939.9,309.4
158,51.2,940.1,309.8
159,51.2,940.3,310.1
160,51.1,940.5,310.5
161,51.0,940.7,310.9
162,51.0,940.9,311.2
163,50.9,941.2,311.6
164,50.8,941.4,312.0
165,50.8,941.6,312.4
166,50.7,941.8,312.7
167,50.6,942.0,313.1
168,50.6,942.2,313.5
169,50.5,942.4,313.9
170,50.4,942.6,314.3
171,50.4,942.8,314.7
172,50.3,943.0,315.1
173,50.2,943.2,315.5
174,50.2,943.4,316.0
175,50.1,943.6,316.4
176,50.0,943.8,316.8
177,50.0,944.0,317.2
178,49.9,944.1,317.6
179,49.8,944.3,318.1
180,49.8,944.5,318.5
181,49.7,944.7,319.0
182,49.6,944.9,319.4
183,49.6,945.1,319.8
184,49.5,945.2,320.3
185,49.4,945.4,320.8
186,49.4,945.6,321.2
187,49.3,945.8,321.7
188,49.2,945.9,322.1
189,49.2,946.1,322.6
190,49.1,946.3,323.1
191,49.1,946.4,323.6
192,49.0,946.6,324.1
193,48.9,946.8,324.5
194,48.9,946.9,325.0
195,48.8,947.1,325.5
196,48.7,947.3,326.0
197,48.7,947.4,326.5
198,48.6,947.6,327.0
199,48.5,947.7,327.5
200,48.5,947.9,328.0
201,48.4,948.1,328.5
202,48.4,948.2,329.1
203,48.3,948.4,329.6
204,48.2,948.5,330.1
205,48.2,948.7,330.6
206,48.1,948.8,331.2
207,48.0,949.0,331.7
208,48.0,949.1,332.2
209,47.9,949.3,332.8
210,47.9,949.4,333.3
211,47.8,949.6,333.8
212,47.7,949.7,334.4
213,47.7,949.9,334.9
214,47.6,950.0,335.5
215,47.6,950.1,336.0
216,47.5,950.3,336.6
217,47.4,950.4,337.2
218,47.4,950.6,337.7
219,47.3,950.7,338.3
220,47.2,950.8,338.9
221,47.2,951.0,339.4
222,47.1,951.1,340.0
223,47.1,951.2,340.6
224,47.0,951.4,341.2
225,46.9,951.5,341.8
226,46.9,951.6,342.3
227,46.8,951.8,342.9
228,46.8,951.9,343.5
229,46.7,952.0,344.1
230,46.6,952.2,344.7
231,46.6,952.3,345.3
232,46.5,952.4,345.9
233,46.5,952.5,346.5
234,46.4,952.7,347.1
235,46.3,952.8,347.7
236,46.3,952.9,348.4
237,46.2,953.0,349.0
238,46.2,953.2,349.6
239,46.1,953.3,350.2
240,46.0,953.4,350.8
241,46.0,953.5,351.4
242,45.9,953.6,352.1
243,45.9,953.8,352.7
244,45.8,953.9,353.3
245,45.8,954.0,354.0
246,45.7,954.1,354.6
247,45.6,954.2,355.2
248,45.6,954.3,355.9
249,45.5,954.4,356.5
250,45.5,954.6,357.2
251,45.4,954.7,357.8
252,45.3,954.8,358.4
253,45.3,954.9,359.1
254,45.2,955.0,359.7
255,45.2,955.1,360.4
256,45.1,955.2,361.1
257,45.1,955.3,361.7
258,45.0,955.4,362.4
259,44.9,955.6,363.0
260,44.9,955.7,363.7
261,44.8,955.8,364.4
262,44.8,955.9,365.0
263,44.7,956.0,365.7
264,44.6,956.1,366.4
265,44.6,956.2,367.0
266,44.5,956.3,367.7
267,44.5,956.4,368.4
268,44.4,956.5,369.1
269,44.4,956.6,369.7
270,44.3,956.7,370.4
271,44.2,956.8,371.1
272,44.2,956.9,371.8
273,44.1,957.0,372.5
274,44.1,957.1,373.1
275,44.0,957.2,373.8
276,44.0,957.3,374.5
277,43.9,957.4,375.2
278,43.8,957.5,375.9
279,43.8,957.6,376.6
280,43.7,957.7,377.3
281,43.7,957.8,378.0
282,43.6,957.9,378.7
283,43.6,958.0,379.4
284,43.5,958.1,380.1
285,43.4,958.1,380.8
286,43.4,958.2,381.5
287,43.3,958.3,382.2
288,43.3,958.4,382.9
289,43.2,958.5,383.6
290,43.2,958.6,384.3
291,43.1,958.7,385.0
292,43.0,958.8,385.7
293,43.0,958.9,386.4
294,42.9,959.0,387.2
295,42.9,959.0,387.9
296,42.8,959.1,388.6
297,42.8,959.2,389.3
298,42.7,959.3,390.0
299,42.7,959.4,390.7
300,42.6,959.5,391.4
301,42.5,959.6,392.2
302,42.5,959.7,392.9
303,42.4,959.7,393.6
304,42.4,959.8,394.3
305,42.3,959.9,395.1
306,42.3,960.0,395.8
307,42.2,960.1,396.5
308,42.2,960.2,397.2
309,42.1,960.2,398.0
310,42.0,960.3,398.7
311,42.0,960.4,399.4
312,41.9,960.5,400.1
313,41.9,960.6,400.9
314,41.8,960.6,401.6
315,41.8,960.7,402.3
316,41.7,960.8,403.1
317,41.6,960.9,403.8
318,41.6,961.0,404.5
319,41.5,961.0,405.3
320,41.5,961.1,406.0
321,41.4,961.2,406.7
322,41.4,961.3,407.5
323,41.3,961.4,408.2
324,41.3,961.4,408.9
325,41.2,961.5,409.7
326,41.1,961.6,410.4
327,41.1,961.7,411.1
328,41.0,961.7,411.9
329,41.0,961.8,412.6
330,40.9,961.9,413.3
331,40.9,962.0,414.1
332,40.8,962.0,414.8
333,40.8,962.1,415.5
334,40.7,962.2,416.3
335,40.6,962.2,417.0
336,40.6,962.3,417.8
337,40.5,962.4,418.5
338,40.5,962.5,419.2
339,40.4,962.5,420.0
340,40.4,962.6,420.7
341,40.3,962.7,421.4
342,40.3,962.7,422.2
343,40.2,962.8,422.9
344,40.1,962.9,423.6
345,40.1,963.0,424.4
346,40.0,963.0,425.1
347,40.0,963.1,425.8
348,39.9,963.2,426.5
349,39.9,963.2,427.3
350,39.8,963.3,428.0
351,39.8,963.4,428.7
352,39.7,963.4,429.4
353,39.6,963.5,430.1
354,39.6,963.6,430.8
355,39.5,963.6,431.6
356,39.5,963.7,432.3
357,39.4,963.8,433.0
358,39.4,963.8,433.7
359,39.3,963.9,434.4
360,39.3,964.0,435.1
361,39.2,964.0,435.8
362,39.1,964.1,436.5
363,39.1,964.2,437.2
364,39.0,964.2,437.9
365,39.0,964.3,438.6
366,38.9,964.3,439.3
367,38.9,964.4,440.0
368,38.8,964.5,440.6
369,38.8,964.5,441.3
370,38.7,964.6,442.0
371,38.6,964.7,442.7
372,38.6,964.7,443.4
373,38.5,964.8,444.1
374,38.5,964.8,444.8
375,38.4,964.9,445.5
376,38.4,965.0,446.1
377,38.3,965.0,446.8
378,38.3,965.1,447.5
379,38.2,965.1,448.2
380,38.1,965.2,448.9
381,38.1,965.3,449.5
382,38.0,965.3,450.2
383,38.0,965.4,450.9
384,37.9,965.4,451.6
385,37.9,965.5,452.3
386,37.8,965.6,452.9
387,37.8,965.6,453.6
388,37.7,965.7,454.3
389,37.6,965.7,454.9
390,37.6,965.8,455.6
391,37.5,965.8,456.3
392,37.5,965.9,457.0
393,37.4,966.0,457.6
394,37.4,966.0,458.3
395,37.3,966.1,459.0
396,37.2,966.1,459.6
397,37.2,966.2,460.3
398,37.1,966.2,461.0
399,37.1,966.3,461.6
400,37.0,966.3,462.3
401,37.0,966.4,463.0
402,36.9,966.5,463.6
403,36.9,966.5,464.3
404,36.8,966.6,465.0
405,36.7,966.6,465.6
406,36.7,966.7,466.3
407,36.6,966.7,466.9
408,36.6,966.8,467.6
409,36.5,966.8,468.3
410,36.5,966.9,468.9
411,36.4,966.9,469.6
412,36.3,967.0,470.2
413,36.3,967.0,470.9
414,36.2,967.1,471.6
415,36.2,967.1,472.2
416,36.1,967.2,472.9
417,36.1,967.2,473.5
418,36.0,967.3,474.2
419,35.9,967.3,474.8
420,35.9,967.4,475.5
421,35.8,967.4,476.1
422,35.8,967.5,476.8
423,35.7,967.5,477.4
424,35.7,967.6,478.1
425,35.6,967.6,478.8
426,35.5,967.7,479.4
427,35.5,967.7,480.1
428,35.4,967.8,480.7
429,35.4,967.8,481.4
430,35.3,967.9,482.0
431,35.2,967.9,482.7
432,35.2,968.0,483.3
433,35.1,968.0,484.0
434,35.1,968.1,484.6
435,35.0,968.1,485.3
436,35.0,968.2,485.9
437,34.9,968.2,486.6
438,34.8,968.3,487.2
439,34.8,968.3,487.9
440,34.7,968.4,488.5
441,34.7,968.4,489.2
442,34.6,968.4,489.8
443,34.5,968.5,490.4
444,34.5,968.5,491.1
445,34.4,968.6,491.7
446,34.4,968.6,492.4
447,34.3,968.7,493.0
448,34.3,968.7,493.7
449,34.2,968.8,494.3
450,34.1,968.8,495.0
451,34.1,968.9,495.6
452,34.0,968.9,496.3
453,34.0,968.9,496.9
454,33.9,969.0,497.5
455,33.8,969.0,498.2
456,33.8,969.1,498.8
457,33.7,969.1,499.5
458,33.7,969.2,500.1
459,33.6,969.2,500.8
460,33.5,969.2,501.4
461,33.5,969.3,502.0
462,33.4,969.3,502.7
463,33.4,969.4,503.3
464,33.3,969.4,504.0
465,33.2,969.5,504.6
466,33.2,969.5,505.3
467,33.1,969.5,505.9
468,33.1,969.6,506.5
469,33.0,969.6,507.2
470,32.9,969.7,507.8
471,32.9,969.7,508.5
472,32.8,969.7,509.1
473,32.8,969.8,509.8
474,32.7,969.8,510.4
475,32.6,969.9,511.0
476,32.6,969.9,511.7
477,32.5,969.9,512.3
478,32.5,970.0,513.0
479,32.4,970.0,513.6
480,32.3,970.1,514.2
481,32.3,970.1,514.9
482,32.2,970.1,515.5
483,32.1,970.2,516.2
484,32.1,970.2,516.8
485,32.0,970.2,517.4
486,32.0,970.3,518.1
487,31.9,970.3,518.7
488,31.8,970.4,519.4
489,31.8,970.4,520.0
490,31.7,970.4,520.6
491,31.7,970.5,521.3
492,31.6,970.5,521.9
493,31.5,970.5,522.6
494,31.5,970.6,523.2
495,31.4,970.6,523.9
496,31.3,970.7,524.5
497,31.3,970.7,525.1
498,31.2,970.7,525.8
499,31.2,970.8,526.4
500,31.1,970.8,527.1
501,31.0,970.8,527.7
502,31.0,970.9,528.3
503,30.9,970.9,529.0
504,30.8,970.9,529.6
505,30.8,971.0,530.3
506,30.7,971.0,530.9
507,30.6,971.0,531.5
508,30.6,971.1,532.2
509,30.5,971.1,532.8
510,30.5,971.1,533.5
511,30.4,971.2,534.1
512,30.3,971.2,534.7
513,30.3,971.2,535.4
514,30.2,971.3,536.0
515,30.1,971.3,536.7
516,30.1,971.3,537.3
517,30.0,971.4,538.0
518,29.9,971.4,538.6
519,29.9,971.4,539.2
520,29.8,971.5,539.9
521,29.7,971.5,540.5
522,29.7,971.5,541.2
523,29.6,971.6,541.8
524,29.6,971.6,542.4
525,29.5,971.6,543.1
526,29.4,971.7,543.7
527,29.4,971.7,544.4
528,29.3,971.7,545.0
529,29.2,971.8,545.7
530,29.2,971.8,546.3
531,29.1,971.8,546.9
532,29.0,971.8,547.6
533,29.0,971.9,548.2
534,28.9,971.9,548.9
535,28.8,971.9,549.5
536,28.8,972.0,550.1
537,28.7,972.0,550.8
538,28.6,972.0,551.4
539,28.6,972.0,552.1
540,28.5,972.1,552.7
541,28.4,972.1,553.4
542,28.4,972.1,554.0
543,28.3,972.2,554.6
544,28.2,972.2,555.3
545,28.2,972.2,555.9
546,28.1,972.2,556.6
547,28.0,972.3,557.2
548,28.0,972.3,557.9
549,27.9,972.3,558.5
550,27.8,972.4,559.1
551,27.7,972.4,559.8
552,27.7,972.4,560.4
553,27.6,972.4,561.1
554,27.5,972.5,561.7
555,27.5,972.5,562.3
556,27.4,972.5,563.0
557,27.3,972.5,563.6
558,27.3,972.6,564.3
559,27.2,972.6,564.9
560,27.1,972.6,565.6
561,27.1,972.6,566.2
562,27.0,972.7,566.8
563,26.9,972.7,567.5
564,26.9,972.7,568.1
565,26.8,972.7,568.8
566,26.7,972.8,569.4
567,26.6,972.8,570.0
568,26.6,972.8,570.7
569,26.5,972.8,571.3
570,26.4,972.9,571.9
571,26.4,972.9,572.6
572,26.3,972.9,573.2
573,26.2,972.9,573.9
574,26.1,972.9,574.5
575,26.1,973.0,575.1
576,26.0,973.0,575.8
577,25.9,973.0,576.4
578,25.9,973.0,577.0
579,25.8,973.0,577.7
580,25.7,973.1,578.3
581,25.6,973.1,579.0
582,25.6,973.1,579.6
583,25.5,973.1,580.2
584,25.4,973.2,580.9
585,25.4,973.2,581.5
586,25.3,973.2,582.1
587,25.2,973.2,582.8
588,25.1,973.2,583.4
589,25.1,973.3,584.0
590,25.0,973.3,584.7
591,24.9,973.3,585.3
592,24.9,973.3,585.9
593,24.8,973.3,586.5
594,24.7,973.4,587.2
595,24.6,973.4,587.8
596,24.6,973.4,588.4
597,24.5,973.4,589.1
598,24.4,973.4,589.7
599,24.3,973.5,590.3
600,24.3,973.5,590.9
601,24.2,973.5,591.6
602,24.1,973.5,592.2
603,24.0,973.5,592.8
604,24.0,973.6,593.4
605,23.9,973.6,594.1
606,23.8,973.6,594.7
607,23.7,973.6,595.3
608,23.7,973.6,595.9
609,23.6,973.7,596.5
610,23.5,973.7,597.2
611,23.4,973.7,597.8
612,23.4,973.7,598.4
613,23.3,973.7,599.0
614,23.2,973.8,599.6
615,23.1,973.8,600.2
616,23.1,973.8,600.9
617,23.0,973.8,601.5
618,22.9,973.9,602.1
619,22.8,973.9,602.7
620,22.7,973.9,603.3
621,22.7,973.9,603.9
622,22.6,974.0,604.5
623,22.5,974.0,605.1
624,22.4,974.0,605.7
625,22.4,974.1,606.4
626,22.3,974.1,607.0
627,22.2,974.1,607.6
628,22.1,974.1,608.2
629,22.1,974.2,608.8
630,22.0,974.2,609.4
631,21.9,974.2,610.0
632,21.8,974.3,610.6
633,21.7,974.3,611.2
634,21.7,974.3,611.8
635,21.6,974.4,612.4
636,21.5,974.4,613.0
637,21.4,974.5,613.6
638,21.4,974.5,614.2
639,21.3,974.5,614.8
640,21.2,974.6,615.4
641,21.1,974.6,615.9
642,21.0,974.7,616.5
643,21.0,974.7,617.1
644,20.9,974.8,617.7
645,20.8,974.8,618.3
646,20.7,974.8,618.9
647,20.7,974.9,619.5
648,20.6,974.9,620.1
649,20.5,975.0,620.6
650,20.4,975.0,621.2
651,20.4,975.1,621.8
652,20.3,975.2,622.4
653,20.2,975.2,623.0
654,20.1,975.3,623.6
655,20.0,975.3,624.1
656,20.0,975.4,624.7
657,19.9,975.4,625.3
658,19.8,975.5,625.9
659,19.7,975.6,626.5
660,19.7,975.6,627.0
661,19.6,975.7,627.6
662,19.5,975.7,628.2
663,19.4,975.8,628.8
664,19.4,975.9,629.3
665,19.3,975.9,629.9
666,19.2,976.0,630.5
667,19.1,976.1,631.1
668,19.1,976.1,631.7
669,19.0,976.2,632.2
670,18.9,976.3,632.8
671,18.8,976.3,633.4
672,18.8,976.4,634.0
673,18.7,976.5,634.6
674,18.6,976.6,635.2
675,18.5,976.6,635.8
676,18.4,976.7,636.4
677,18.4,976.8,637.0
678,18.3,976.9,637.6
679,18.2,976.9,638.2
680,18.2,977.0,638.8
681,18.1,977.1,639.4
682,18.0,977.2,640.0
683,17.9,977.2,640.7
684,17.9,977.3,641.3
685,17.8,977.4,642.0
686,17.7,977.5,642.6
687,17.6,977.5,643.3
688,17.6,977.6,643.9
689,17.5,977.7,644.6
690,17.4,977.8,645.3
691,17.3,977.9,646.0
692,17.3,977.9,646.7
693,17.2,978.0,647.4
694,17.1,978.1,648.1
695,17.0,978.2,648.9
696,17.0,978.3,649.6
697,16.9,978.3,650.4
698,16.8,978.4,651.1
699,16.8,978.5,651.9
700,16.7,978.6,652.7
701,16.6,978.7,653.6
702,16.5,978.8,654.4
703,16.5,978.9,655.3
704,16.4,978.9,656.1
705,16.3,979.0,657.0
706,16.3,979.1,658.0
707,16.2,979.2,658.9
708,16.1,979.3,659.9
709,16.0,979.4,660.9
710,16.0,979.5,661.9
711,15.9,979.6,662.9
712,15.8,979.7,664.0
713,15.8,979.8,665.1
714,15.7,979.9,666.3
715,15.6,980.0,667.4
716,15.6,980.1,668.7
717,15.5,980.2,669.9
718,15.4,980.3,671.2
719,15.4,980.4,672.6
720,15.3,980.5,674.0
721,15.2,980.7,675.5
722,15.2,980.8,677.0
723,15.1,980.9,678.7
724,15.0,981.1,680.4
725,15.0,981.2,682.1
726,14.9,981.3,684.0
727,14.8,981.5,685.9
728,14.8,981.7,688.0
729,14.7,981.8,690.3
730,14.7,982.0,692.5
731,14.6,982.2,695.1
732,14.6,982.4,697.7
733,14.5,982.6,700.6
734,14.5,982.8,703.8
735,14.4,983.1,706.9
736,14.4,983.4,710.7
737,14.3,983.6,714.5
738,14.3,983.9,718.7
739,14.2,984.2,723.3
740,14.2,984.6,727.8
741,14.2,984.9,732.9
742,14.2,985.3,738.0
743,14.1,985.7,743.1
744,14.1,986.0,748.2
745,14.1,986.4,753.3
746,14.1,986.8,758.0
747,14.1,987.1,762.7
748,14.1,987.5,767.2
749,14.0,987.8,771.6
750,14.0,988.2,776.0
751,14.0,988.5,780.3
752,14.0,988.8,784.5
753,14.0,989.2,788.7
754,14.0,989.5,792.8
755,13.9,989.8,797.0
756,13.9,990.1,801.0
757,13.9,990.5,805.0
758,13.9,990.8,809.0
759,13.9,991.1,813.0
760,13.8,991.4,816.9
761,13.8,991.8,820.8
762,13.8,992.1,824.6
763,13.8,992.4,828.4
764,13.8,992.7,832.2
765,13.7,993.1,835.9
766,13.7,993.4,839.6
767,13.7,993.7,843.2
768,13.7,994.0,846.8
769,13.7,994.4,850.4
770,13.6,994.7,853.9
771,13.6,995.0,857.3
772,13.6,995.3,860.7
773,13.6,995.6,864.0
774,13.5,996.0,867.3
775,13.5,996.3,870.6
776,13.5,996.6,873.7
777,13.5,996.9,876.8
778,13.5,997.2,879.8
779,13.4,997.5,882.7
780,13.4,997.8,885.7
781,13.4,998.1,888.4
782,13.4,998.4,891.2
783,13.4,998.7,893.8
784,13.3,999.0,896.4
785,13.3,999.3,899.0
786,13.3,999.6,901.4
787,13.3,999.9,903.8
788,13.3,1000.2,906.1
789,13.2,1000.5,908.3
790,13.2,1000.7,910.5
791,13.2,1001.0,912.5
792,13.2,1001.3,914.6
793,13.2,1001.6,916.5
794,13.2,1001.8,918.4
795,13.2,1002.1,920.3
796,13.1,1002.3,922.0
797,13.1,1002.6,923.7
798,13.1,1002.8,925.4
799,13.1,1003.1,926.9
800,13.1,1003.3,928.5
801,13.1,1003.5,930.0
802,13.1,1003.8,931.4
803,13.1,1004.0,932.8
804,13.0,1004.2,934.2
805,13.0,1004.4,935.5
806,13.0,1004.6,936.8
807,13.0,1004.8,938.0
808,13.0,1005.0,939.2
809,13.0,1005.2,940.4
810,13.0,1005.4,941.5
811,13.0,1005.6,942.6
812,13.0,1005.8,943.7
813,13.0,1006.0,944.7
814,12.9,1006.2,945.7
815,12.9,1006.3,946.8
816,12.9,1006.5,947.7
817,12.9,1006.7,948.7
818,12.9,1006.8,949.6
819,12.9,1007.0,950.5
820,12.9,1007.1,951.4
821,12.9,1007.3,952.3
822,12.9,1007.4,953.2
823,12.9,1007.6,954.0
824,12.9,1007.7,954.8
825,12.9,1007.8,955.6
826,12.9,1008.0,956.4
827,12.9,1008.1,957.2
828,12.9,1008.2,958.0
829,12.8,1008.3,958.8
830,12.8,1008.4,959.5
831,12.8,1008.6,960.2
832,12.8,1008.7,960.9
833,12.8,1008.8,961.6
834,12.8,1008.9,962.3
835,12.8,1009.0,963.0
836,12.8,1009.1,963.7
837,12.8,1009.2,964.4
838,12.8,1009.3,965.1
839,12.8,1009.4,965.7
840,12.8,1009.5,966.4
841,12.8,1009.6,967.0
842,12.8,1009.7,967.7
843,12.8,1009.8,968.3
844,12.8,1009.9,968.9
845,12.8,1009.9,969.5
846,12.8,1010.0,970.2
847,12.8,1010.1,970.8
848,12.7,1010.2,971.4
849,12.7,1010.3,972.0
850,12.7,1010.3,972.5
851,12.7,1010.4,973.1
852,12.7,1010.5,973.7
853,12.7,1010.6,974.3
854,12.7,1010.6,974.8
855,12.7,1010.7,975.4
856,12.7,1010.8,975.9
857,12.7,1010.9,976.4
858,12.7,1010.9,977.0
859,12.7,1011.0,977.5
860,12.7,1011.1,978.0
861,12.7,1011.1,978.5
862,12.7,1011.2,979.0
863,12.7,1011.3,979.5
864,12.7,1011.3,980.0
865,12.7,1011.4,980.5
866,12.7,1011.5,981.0
867,12.7,1011.5,981.5
868,12.6,1011.6,981.9
869,12.6,1011.6,982.4
870,12.6,1011.7,982.9
871,12.6,1011.8,983.3
872,12.6,1011.8,983.7
873,12.6,1011.9,984.2
874,12.6,1011.9,984.6
875,12.6,1012.0,985.1
876,12.6,1012.0,985.5
877,12.6,1012.1,985.9
878,12.6,1012.1,986.3
879,12.6,1012.2,986.7
880,12.6,1012.2,987.1
881,12.6,1012.3,987.5
882,12.6,1012.3,987.9
883,12.6,1012.4,988.3
884,12.6,1012.4,988.7
885,12.6,1012.5,989.0
886,12.6,1012.5,989.4
887,12.6,1012.6,989.8
888,12.6,1012.6,990.1
889,12.5,1012.7,990.5
890,12.5,1012.7,990.9
891,12.5,1012.8,991.2
892,12.5,1012.8,991.5
893,12.5,1012.8,991.9
894,12.5,1012.9,992.2
895,12.5,1012.9,992.6
896,12.5,1013.0,992.9
897,12.5,1013.0,993.2
898,12.5,1013.1,993.5
899,12.5,1013.1,993.8
900,12.5,1013.1,994.1
901,12.5,1013.2,994.5
902,12.5,1013.2,994.8
903,12.5,1013.3,995.1
904,12.5,1013.3,995.3
905,12.5,1013.3,995.6
906,12.5,1013.4,995.9
907,12.5,1013.4,996.2
908,12.5,1013.4,996.5
909,12.5,1013.5,996.8
910,12.5,1013.5,997.0
911,12.4,1013.5,997.3
912,12.4,1013.6,997.6
913,12.4,1013.6,997.8
914,12.4,1013.6,998.1
915,12.4,1013.7,998.3
916,12.4,1013.7,998.6
917,12.4,1013.7,998.8
918,12.4,1013.8,999.1
919,12.4,1013.8,999.3
920,12.4,1013.8,999.6
921,12.4,1013.9,999.8
922,12.4,1013.9,1000.0
923,12.4,1013.9,1000.3
924,12.4,1013.9,1000.5
925,12.4,1014.0,1000.7
926,12.4,1014.0,1000.9
927,12.4,1014.0,1001.1
928,12.4,1014.1,1001.4
929,12.4,1014.1,1001.6
930,12.4,1014.1,1001.8
931,12.4,1014.1,1002.0
932,12.4,1014.2,1002.2
933,12.3,1014.2,1002.4
934,12.3,1014.2,1002.6
935,12.3,1014.2,1002.8
936,12.3,1014.3,1003.0
937,12.3,1014.3,1003.2
938,12.3,1014.3,1003.4
939,12.3,1014.3,1003.5
940,12.3,1014.4,1003.7
941,12.3,1014.4,1003.9
942,12.3,1014.4,1004.1
943,12.3,1014.4,1004.3
944,12.3,1014.5,1004.4
945,12.3,1014.5,1004.6
946,12.3,1014.5,1004.8
947,12.3,1014.5,1004.9
948,12.3,1014.5,1005.1
949,12.3,1014.6,1005.3
950,12.3,1014.6,1005.4
951,12.3,1014.6,1005.6
952,12.3,1014.6,1005.7
953,12.3,1014.6,1005.9
954,12.3,1014.7,1006.0
955,12.3,1014.7,1006.2
956,12.2,1014.7,1006.3
957,12.2,1014.7,1006.5
958,12.2,1014.7,1006.6
959,12.2,1014.8,1006.8
960,12.2,1014.8,1006.9
961,12.2,1014.8,1007.0
962,12.2,1014.8,1007.2
963,12.2,1014.8,1007.3
964,12.2,1014.8,1007.4
965,12.2,1014.9,1007.6
966,12.2,1014.9,1007.7
967,12.2,1014.9,1007.8
968,12.2,1014.9,1007.9
969,12.2,1014.9,1008.1
970,12.2,1014.9,1008.2
971,12.2,1015.0,1008.3
972,12.2,1015.0,1008.4
973,12.2,1015.0,1008.5
974,12.2,1015.0,1008.7
975,12.2,1015.0,1008.8
976,12.2,1015.0,1008.9
977,12.2,1015.1,1009.0
