Time (s),Mass (g),T Top (K),T Back (K)
996,3.9,855.8,855.8
997,3.9,855.8,855.8
998,3.9,855.8,855.8
999,3.9,855.8,855.8
1000,3.9,855.8,855.8
1001,3.9,855.8,855.8
1002,3.9,855.8,855.8
1003,3.9,855.8,855.8
1004,3.9,855.8,855.8
1005,3.9,855.8,855.8
1006,3.9,855.8,855.8
1007,3.9,855.8,855.8
1008,3.9,855.8,855.8
1009,3.9,855.8,855.8
1010,3.9,855.8,855.8
1011,3.9,855.8,855.8
1012,3.9,855.8,855.8
1013,3.9,855.8,855.8
1014,3.9,855.8,855.8
1015,3.9,855.8,855.8
1016,3.9,855.8,855.8
1017,3.9,855.8,855.8
1018,3.9,855.8,855.8
1019,3.9,855.8,855.8
1020,3.9,855.8,855.8
1021,3.9,855.8,855.8
1022,3.9,855.8,855.8
1023,3.9,855.8,855.8
1024,3.9,855.8,855.8
1025,3.9,855.8,855.8
1026,3.9,855.8,855.8
1027,3.9,855.8,855.8
1028,3.9,855.8,855.8
1029,3.9,855.8,855.8
1030,3.9,855.8,855.8
1031,3.9,855.8,855.8
1032,3.9,855.8,855.8
1033,3.9,855.8,855.8
1034,3.9,855.8,855.8
1035,3.9,855.8,855.8
1036,3.9,855.8,855.8
1037,3.9,855.8,855.8
1038,3.9,855.8,855.8
1039,3.9,855.8,855.8
1040,3.9,855.8,855.8
1041,3.9,855.8,855.8
1042,3.9,855.8,855.8
1043,3.9,855.8,855.8
1044,3.9,855.8,855.8
1045,3.9,855.8,855.8
1046,3.9,855.8,855.8
1047,3.9,855.8,855.8
1048,3.9,855.8,855.8
1049,3.9,855.8,855.8
1050,3.9,855.8,855.8
1051,3.9,855.8,855.8
1052,3.9,855.8,855.8
1053,3.9,855.8,855.8
1054,3.9,855.8,855.8
1055,3.9,855.8,855.8
1056,3.9,855.8,855.8
1057,3.9,855.8,855.8
1058,3.9,855.8,855.8
1059,3.9,855.8,855.8
1060,3.9,855.8,855.8
1061,3.9,855.8,855.8
1062,3.9,855.8,855.8
1063,3.9,855.8,855.8
1064,3.9,855.8,855.8
1065,3.9,855.8,855.8
1066,3.9,855.8,855.8
1067,3.9,855.8,855.8
1068,3.9,855.8,855.8
1069,3.9,855.8,855.8
1070,3.9,855.8,855.8
1071,3.9,855.8,855.8
1072,3.9,855.8,855.8
1073,3.9,855.8,855.8
1074,3.9,855.8,855.8
1075,3.9,855.8,855.8
1076,3.9,855.8,855.8
1077,3.9,855.8,855.8
1078,3.9,855.8,855.8
1079,3.9,855.8,855.8
1080,3.9,855.8,855.8
1081,3.9,855.8,855.8
1082,3.9,855.8,855.8
1083,3.9,855.8,855.8
1084,3.9,855.8,855.8
1085,3.9,855.8,855.8
1086,3.9,855.8,855.8
1087,3.9,855.8,855.8
1088,3.9,855.8,855.8
1089,3.9,855.8,855.8
1090,3.9,855.8,855.8
1091,3.9,855.8,855.8
1092,3.9,855.8,855.8
1093,3.9,855.8,855.8
1094,3.9,855.8,855.8
1095,3.9,855.8,855.8
1096,3.9,855.8,855.8
1097,3.8,855.8,855.8
1098,3.8,855.8,855.8
1099,3.8,855.8,855.8
1100,3.8,855.8,855.8
1101,3.8,855.8,855.8
1102,3.8,855.8,855.8
1103,3.8,855.8,855.8
1104,3.8,855.8,855.8
1105,3.8,855.8,855.8
1106,3.8,855.8,855.8
1107,3.8,855.8,855.8
1108,3.8,855.8,855.8
1109,3.8,855.8,855.8
1110,3.8,855.8,855.8
1111,3.8,855.8,855.8
1112,3.8,855.8,855.8
1113,3.8,855.8,855.8
1114,3.8,855.8,855.8
1115,3.8,855.8,855.8
1116,3.8,855.8,855.8
1117,3.8,855.8,855.8
1118,3.8,855.8,855.8
1119,3.8,855.8,855.8
1120,3.8,855.8,855.8
1121,3.8,855.8,855.8
1122,3.8,855.8,855.8
1123,3.8,855.8,855.8
1124,3.8,855.8,855.8
1125,3.8,855.8,855.8
1126,3.8,855.8,855.8
1127,3.8,855.8,855.8
1128,3.8,855.8,855.8
1129,3.8,855.8,855.8
1130,3.8,855.8,855.8
1131,3.8,855.8,855.8
1132,3.8,855.8,855.8
1133,3.8,855.8,855.8
1134,3.8,855.8,855.8
1135,3.8,855.8,855.8
1136,3.8,855.8,855.8
1137,3.8,855.8,855.8
1138,3.8,855.8,855.8
1139,3.8,855.8,855.8
1140,3.8,855.8,855.8
1141,3.8,855.8,855.8
1142,3.8,855.8,855.8
1143,3.8,855.8,855.8
1144,3.8,855.8,855.8
1145,3.8,855.8,855.8
1146,3.8,855.8,855.8
1147,3.8,855.8,855.8
1148,3.8,855.8,855.8
1149,3.8,855.8,855.8
1150,3.8,855.8,855.8
1151,3.8,855.8,855.8
1152,3.8,855.8,855.8
1153,3.8,855.8,855.8
1154,3.8,855.8,855.8
1155,3.8,855.8,855.8
1156,3.8,855.8,855.8
1157,3.8,855.8,855.8
1158,3.8,855.8,855.8
1159,3.8,855.8,855.8
1160,3.8,855.8,855.8
1161,3.8,855.8,855.8
1162,3.8,855.8,855.8
1163,3.8,855.8,855.8
1164,3.8,855.8,855.8
1165,3.8,855.8,855.8
1166,3.8,855.8,855.8
1167,3.8,855.8,855.8
1168,3.8,855.8,855.8
1169,3.8,855.8,855.8
1170,3.8,855.8,855.8
1171,3.8,855.8,855.8
1172,3.8,855.8,855.8
1173,3.8,855.8,855.8
1174,3.8,855.8,855.8
1175,3.8,855.8,855.8
1176,3.8,855.8,855.8
1177,3.8,855.8,855.8
1178,3.8,855.8,855.8
1179,3.8,855.8,855.8
1180,3.8,855.8,855.8
1181,3.8,855.8,855.8
1182,3.8,855.8,855.8
1183,3.8,855.8,855.8
1184,3.8,855.8,855.8
1185,3.8,855.8,855.8
1186,3.8,855.8,855.8
1187,3.8,855.8,855.8
1188,3.8,855.8,855.8
1189,3.8,855.8,855.8
1190,3.8,855.8,855.8
1191,3.8,855.8,855.8
1192,3.8,855.8,855.8
1193,3.8,855.8,855.8
1194,3.8,855.8,855.8
1195,3.8,855.8,855.8
1196,3.8,855.8,855.8
1197,3.8,855.8,855.8
1198,3.8,855.8,855.8
1199,3.8,855.8,855.8
1200,3.8,855.8,855.8
