Time (s),Mass (g),T Top (K),T Back (K)
152.5,51.600834,938.8237,307.837
155,51.429171,939.4007,308.6954
157.5,51.258424,939.9637,309.577
160,51.088637,940.5153,310.4814
162.5,50.919718,941.0526,311.4084
165,50.751733,941.5801,312.3577
167.5,50.584572,942.0946,313.3291
170,50.41831,942.5991,314.3224
172.5,50.252845,943.0919,315.3376
175,50.088228,943.5757,316.3744
177.5,49.924393,944.0481,317.4331
180,49.761359,944.5119,318.5148
182.5,49.599087,944.9661,319.6221
185,49.437568,945.4109,320.7541
187.5,49.276805,945.8476,321.9099
190,49.116735,946.2753,323.0888
192.5,48.957421,946.6953,324.2904
195,48.798752,947.1065,325.5141
197.5,48.640823,947.5115,326.7594
200,48.483513,947.9074,328.0259
202.5,48.326901,948.2975,329.3131
205,48.170893,948.6797,330.6205
207.5,48.015539,949.0553,331.9478
210,47.86079,949.4243,333.2946
212.5,47.706638,949.7869,334.6603
215,47.553095,950.1431,336.0446
217.5,47.400109,950.4932,337.4471
220,47.247708,950.8379,338.8673
222.5,47.09585,951.1763,340.3049
225,46.944531,951.5093,341.7595
227.5,46.79375,951.8372,343.2306
230,46.643462,952.1589,344.7179
232.5,46.493714,952.4764,346.221
235,46.344424,952.7882,347.7395
237.5,46.195642,953.0956,349.273
240,46.047321,953.3979,350.8211
242.5,45.899443,953.6956,352.3836
245,45.752043,953.9891,353.9599
247.5,45.605035,954.2773,355.5498
250,45.458498,954.5624,357.1528
252.5,45.31234,954.8424,358.7687
255,45.166595,955.1186,360.397
257.5,45.021245,955.3909,362.0375
260,44.876239,955.6587,363.6897
262.5,44.731653,955.9235,365.3533
265,44.587379,956.1837,367.028
267.5,44.443473,956.4412,368.7134
270,44.299899,956.6944,370.4092
272.5,44.156623,956.9441,372.115
275,44.013697,957.191,373.8305
277.5,43.871035,957.4338,375.5554
280,43.728687,957.6739,377.2894
282.5,43.586604,957.9105,379.032
285,43.444779,958.1439,380.783
287.5,43.303239,958.3747,382.542
290,43.161916,958.6021,384.3087
292.5,43.02084,958.8268,386.0828
295,42.879985,959.0483,387.8638
297.5,42.739329,959.267,389.6516
300,42.598894,959.4834,391.4457
302.5,42.458641,959.6967,393.2457
305,42.318562,959.9074,395.0514
307.5,42.178661,960.1157,396.8624
310,42.038901,960.321,398.6783
312.5,41.899299,960.5241,400.4987
315,41.759837,960.7249,402.3232
317.5,41.620474,960.9228,404.1515
320,41.481261,961.1189,405.9831
322.5,41.342123,961.3122,407.8176
325,41.203082,961.5036,409.6546
327.5,41.064137,961.6926,411.4935
330,40.925226,961.8789,413.3337
332.5,40.786417,962.064,415.1748
335,40.64763,962.2462,417.0161
337.5,40.508878,962.4266,418.8567
340,40.370174,962.6051,420.6957
342.5,40.231452,962.781,422.5319
345,40.092767,962.9556,424.3632
347.5,39.954062,963.1278,426.183
350,39.815321,963.298,427.9858
352.5,39.676589,963.4667,429.7752
355,39.53779,963.6331,431.5529
357.5,39.398952,963.7981,433.3203
360,39.260061,963.961,435.0781
362.5,39.12108,964.122,436.8272
365,38.982038,964.2816,438.5681
367.5,38.842892,964.4392,440.3014
370,38.703638,964.595,442.0276
372.5,38.564294,964.7494,443.747
375,38.424808,964.902,445.46
377.5,38.285194,965.053,447.167
380,38.145445,965.2023,448.8683
382.5,38.005529,965.35,450.564
385,37.865463,965.4964,452.2546
387.5,37.725227,965.6411,453.9402
390,37.58479,965.784,455.6211
392.5,37.444186,965.926,457.2974
395,37.303374,966.0661,458.9694
397.5,37.16234,966.2047,460.6372
400,37.021111,966.3422,462.3011
402.5,36.879629,966.4779,463.9612
405,36.737928,966.6125,465.6176
407.5,36.595981,966.7456,467.2706
410,36.453751,966.877,468.9202
412.5,36.3113,967.0077,470.5666
415,36.168548,967.1365,472.21
417.5,36.025516,967.2643,473.8505
420,35.882209,967.3908,475.4882
422.5,35.738577,967.5155,477.1232
425,35.59466,967.6396,478.7557
427.5,35.450414,967.762,480.3857
430,35.305831,967.8831,482.0134
432.5,35.160938,968.0032,483.639
435,35.01568,968.1218,485.2624
437.5,34.870072,968.2393,486.8838
440,34.72411,968.3555,488.5034
442.5,34.577765,968.4704,490.1212
445,34.431048,968.5843,491.7374
447.5,34.283943,968.6969,493.3519
450,34.136425,968.808,494.965
452.5,33.988521,968.9184,496.5768
455,33.840193,969.0274,498.1872
457.5,33.691433,969.1351,499.7964
460,33.542258,969.2419,501.4046
462.5,33.392623,969.3473,503.0117
465,33.242547,969.4518,504.618
467.5,33.092019,969.555,506.2234
470,32.941,969.6568,507.828
472.5,32.789536,969.7581,509.432
475,32.637573,969.8578,511.0355
477.5,32.485114,969.9565,512.6384
480,32.332173,970.0542,514.2409
482.5,32.178698,970.1505,515.8431
485,32.024735,970.2462,517.445
487.5,31.870236,970.3404,519.0466
490,31.715198,970.4336,520.6482
492.5,31.559645,970.526,522.2497
495,31.403529,970.617,523.8512
497.5,31.246866,970.7071,525.4527
500,31.089647,970.7961,527.0544
502.5,30.931853,970.884,528.6561
505,30.7735,970.971,530.2581
507.5,30.614562,971.0569,531.8603
510,30.455028,971.1417,533.4628
512.5,30.294921,971.2256,535.0656
515,30.134198,971.3082,536.6687
517.5,29.972874,971.39,538.2721
520,29.810948,971.4706,539.8758
522.5,29.648381,971.55,541.4799
525,29.485219,971.6288,543.0842
527.5,29.321407,971.7062,544.6889
530,29.15696,971.7827,546.2939
532.5,28.991879,971.858,547.899
535,28.826122,971.9321,549.5044
537.5,28.659735,972.0055,551.1099
540,28.492664,972.0774,552.7154
542.5,28.324922,972.1484,554.321
545,28.156503,972.2181,555.9264
547.5,27.987386,972.2867,557.5317
550,27.817578,972.3542,559.1366
552.5,27.647061,972.4205,560.7411
555,27.475814,972.4855,562.345
557.5,27.303861,972.5495,563.9483
560,27.131152,972.612,565.5507
562.5,26.957705,972.6736,567.152
565,26.783503,972.7338,568.7523
567.5,26.608517,972.7927,570.3512
570,26.432777,972.8507,571.9486
572.5,26.256223,972.9072,573.5443
575,26.078892,972.963,575.1381
577.5,25.900741,973.0173,576.7299
580,25.721772,973.0708,578.3194
582.5,25.54199,973.1234,579.9065
585,25.361368,973.175,581.491
587.5,25.17992,973.226,583.0727
590,24.997633,973.2764,584.6514
592.5,24.814501,973.3263,586.227
595,24.630555,973.3761,587.7993
597.5,24.445756,973.4255,589.3681
600,24.260164,973.4757,590.9333
602.5,24.073751,973.5258,592.4947
605,23.886558,973.577,594.0522
607.5,23.698598,973.6292,595.6056
610,23.509892,973.6827,597.1548
612.5,23.320494,973.7381,598.6995
615,23.130414,973.7955,600.2398
617.5,22.939711,973.8556,601.7753
620,22.74843,973.9186,603.306
622.5,22.556615,973.9849,604.8317
625,22.364339,974.0551,606.3521
627.5,22.171639,974.1294,607.8672
630,21.978615,974.2084,609.3768
632.5,21.785302,974.2923,610.8805
635,21.5918,974.3817,612.3782
637.5,21.398164,974.4766,613.8697
640,21.204484,974.5776,615.3548
642.5,21.010824,974.6846,616.8336
645,20.817265,974.7982,618.3061
647.5,20.623877,974.918,619.7723
650,20.430731,975.0445,621.2325
652.5,20.237897,975.1774,622.6874
655,20.045423,975.3168,624.1375
657.5,19.853389,975.4624,625.584
660,19.661822,975.6141,627.0281
662.5,19.470779,975.7714,628.4717
665,19.280294,975.9343,629.9168
667.5,19.090403,976.1023,631.3662
670,18.90113,976.2751,632.8228
672.5,18.712491,976.452,634.2903
675,18.524532,976.6333,635.7728
677.5,18.337221,976.8178,637.2752
680,18.150583,977.0056,638.8027
682.5,17.964599,977.196,640.3608
685,17.779287,977.389,641.9559
687.5,17.594656,977.5844,643.5948
690,17.410706,977.782,645.2849
692.5,17.227478,977.982,647.0344
695,17.044985,978.1846,648.8523
697.5,16.863269,978.3899,650.7485
700,16.682406,978.5987,652.7342
702.5,16.502468,978.8116,654.822
705,16.32356,979.0294,657.0268
707.5,16.145837,979.2535,659.3656
710,15.969498,979.4854,661.8594
712.5,15.794794,979.7273,664.5337
715,15.622073,979.9817,667.4205
717.5,15.451656,980.2504,670.5572
720,15.284076,980.5377,673.9942
722.5,15.120059,980.8489,677.7984
725,14.960551,981.1904,682.0592
727.5,14.806821,981.5709,686.8989
730,14.660577,982.0014,692.4866
732.5,14.524145,982.4969,699.0561
735,14.400651,983.0765,706.9207
737.5,14.294074,983.7632,716.4416
740,14.208479,984.571,727.8234
742.5,14.14528,985.4823,740.5869
745,14.099553,986.4278,753.3184
747.5,14.060345,987.325,764.9911
750,14.020902,988.1734,776.0263
752.5,13.979439,988.9972,786.651
755,13.935588,989.8122,796.9752
757.5,13.889363,990.6255,807.0525
760,13.840927,991.4394,816.9045
762.5,13.790537,992.2535,826.5322
765,13.73852,993.0663,835.9226
767.5,13.685275,993.8763,845.0525
770,13.631252,994.6818,853.8918
772.5,13.576946,995.4808,862.4063
775,13.522875,996.2719,870.5609
777.5,13.46956,997.0531,878.3221
780,13.417502,997.8226,885.6613
782.5,13.367159,998.5785,892.5567
785,13.318924,999.3187,898.9958
787.5,13.27311,1000.0409,904.9756
790,13.229941,1000.7432,910.5034
792.5,13.189548,1001.4232,915.5954
795,13.151974,1002.0792,920.2755
797.5,13.117184,1002.7093,924.5733
800,13.085077,1003.3122,928.522
802.5,13.055501,1003.8872,932.1563
805,13.028272,1004.4335,935.5109
807.5,13.003181,1004.9509,938.6189
810,12.980013,1005.4396,941.5109
812.5,12.958554,1005.9002,944.2146
815,12.938596,1006.3338,946.7544
817.5,12.919946,1006.7414,949.1513
820,12.902425,1007.1246,951.4232
822.5,12.885876,1007.4848,953.5848
825,12.870158,1007.8235,955.6481
827.5,12.855151,1008.1424,957.6218
830,12.840762,1008.4429,959.5081
832.5,12.82695,1008.7266,961.2858
835,12.813585,1008.9951,963.026
837.5,12.8005,1009.2493,964.7229
840,12.787616,1009.4905,966.3753
842.5,12.774887,1009.7197,967.9832
845,12.762281,1009.9382,969.5467
847.5,12.749775,1010.1468,971.0661
850,12.73735,1010.3464,972.5416
852.5,12.724995,1010.5378,973.974
855,12.712701,1010.7217,975.3637
857.5,12.700461,1010.8986,976.7116
860,12.688269,1011.069,978.0185
862.5,12.676122,1011.2332,979.2854
865,12.664018,1011.3918,980.5131
867.5,12.651953,1011.5449,981.7027
870,12.639927,1011.6929,982.8552
872.5,12.627939,1011.8359,983.9716
875,12.615987,1011.9743,985.053
877.5,12.604071,1012.1081,986.1002
880,12.592192,1012.2376,987.1144
882.5,12.580348,1012.363,988.0964
885,12.568539,1012.4843,989.0473
887.5,12.556766,1012.6018,989.968
890,12.545029,1012.7156,990.8594
892.5,12.533328,1012.8257,991.7223
895,12.521663,1012.9324,992.5576
897.5,12.510034,1013.0357,993.3662
900,12.498442,1013.1357,994.1489
902.5,12.486887,1013.2326,994.9065
905,12.475369,1013.3264,995.6397
907.5,12.463888,1013.4173,996.3492
910,12.452445,1013.5052,997.0359
912.5,12.441041,1013.5904,997.7003
915,12.429674,1013.6729,998.3433
917.5,12.418346,1013.7528,998.9653
920,12.407057,1013.8301,999.5672
922.5,12.395807,1013.905,1000.1494
925,12.384597,1013.9775,1000.7127
927.5,12.373426,1014.0476,1001.2575
930,12.362295,1014.1156,1001.7844
932.5,12.351205,1014.1813,1002.2941
935,12.340154,1014.245,1002.787
937.5,12.329145,1014.3066,1003.2637
940,12.318176,1014.3662,1003.7246
942.5,12.307248,1014.4239,1004.1702
945,12.296361,1014.4797,1004.601
947.5,12.285516,1014.5337,1005.0176
950,12.274712,1014.586,1005.4202
952.5,12.26395,1014.6366,1005.8094
955,12.25323,1014.6855,1006.1856
957.5,12.242551,1014.7328,1006.5491
960,12.231914,1014.7786,1006.9004
962.5,12.22132,1014.8229,1007.2399
965,12.210768,1014.8657,1007.5678
967.5,12.200258,1014.9071,1007.8847
970,12.18979,1014.9471,1008.1908
972.5,12.179365,1014.9858,1008.4865
975,12.168982,1015.0233,1008.7721
977.5,12.158642,1015.0594,1009.048
980,12.148345,1015.0944,1009.3143
982.5,12.13809,1015.1282,1009.5716
985,12.127877,1015.1609,1009.8199
987.5,12.117708,1015.1924,1010.0597
990,12.10758,1015.2229,1010.2911
992.5,12.097496,1015.2524,1010.5146
995,12.087454,1015.2809,1010.7302
997.5,12.077455,1015.3084,1010.9383
1000,12.067498,1015.335,1011.1392
1002.5,12.057584,1015.3606,1011.3329
1005,12.047713,1015.3854,1011.5199
1007.5,12.037884,1015.4094,1011.7003
1010,12.028097,1015.4325,1011.8743
1012.5,12.018353,1015.4548,1012.0421
1015,12.008651,1015.4763,1012.2039
1017.5,11.998991,1015.4971,1012.36
1020,11.989374,1015.5172,1012.5105
1022.5,11.979799,1015.5365,1012.6556
1025,11.970266,1015.5552,1012.7955
1027.5,11.960775,1015.5733,1012.9303
1030,11.951325,1015.5907,1013.0603
1032.5,11.941918,1015.6074,1013.1855
1035,11.932552,1015.6236,1013.3062
1037.5,11.923228,1015.6392,1013.4225
1040,11.913946,1015.6543,1013.5345
1042.5,11.904705,1015.6688,1013.6425
1045,11.895505,1015.6828,1013.7464
1047.5,11.886347,1015.6963,1013.8466
1050,11.877229,1015.7093,1013.943
1052.5,11.868153,1015.7219,1014.0358
1055,11.859118,1015.7339,1014.1252
1057.5,11.850123,1015.7456,1014.2113
1060,11.841169,1015.7568,1014.2941
1062.5,11.832256,1015.7676,1014.3738
1065,11.823382,1015.778,1014.4505
1067.5,11.81455,1015.7881,1014.5243
1070,11.805757,1015.7977,1014.5953
1072.5,11.797004,1015.807,1014.6637
1075,11.788292,1015.816,1014.7294
1077.5,11.779619,1015.8246,1014.7926
1080,11.770986,1015.8329,1014.8533
1082.5,11.762392,1015.8409,1014.9118
1085,11.753837,1015.8486,1014.9679
1087.5,11.745322,1015.8559,1015.0219
1090,11.736846,1015.8631,1015.0738
1092.5,11.728409,1015.8699,1015.1237
1095,11.72001,1015.8765,1015.1716
1097.5,11.71165,1015.8828,1015.2176
1100,11.703329,1015.8889,1015.2618
1102.5,11.695046,1015.8947,1015.3043
1105,11.686801,1015.9004,1015.3451
1107.5,11.678594,1015.9058,1015.3842
1110,11.670426,1015.9109,1015.4218
1112.5,11.662295,1015.9159,1015.4578
1115,11.654201,1015.9207,1015.4924
1117.5,11.646145,1015.9253,1015.5257
1120,11.638127,1015.9297,1015.5575
1122.5,11.630145,1015.934,1015.5881
1125,11.622201,1015.9381,1015.6174
1127.5,11.614293,1015.942,1015.6455
1130,11.606422,1015.9457,1015.6724
1132.5,11.598588,1015.9493,1015.6982
1135,11.59079,1015.9528,1015.723
1137.5,11.583028,1015.9561,1015.7467
1140,11.575303,1015.9593,1015.7694
1142.5,11.567613,1015.9623,1015.7911
1145,11.559959,1015.9652,1015.812
1147.5,11.552341,1015.968,1015.8319
1150,11.544759,1015.9707,1015.851
1152.5,11.537211,1015.9733,1015.8692
1155,11.529699,1015.9757,1015.8867
1157.5,11.522222,1015.9781,1015.9034
1160,11.51478,1015.9803,1015.9194
1162.5,11.507372,1015.9825,1015.9346
1165,11.5,1015.9845,1015.9492
1167.5,11.492661,1015.9865,1015.9631
1170,11.485357,1015.9884,1015.9765
1172.5,11.478087,1015.9902,1015.9892
1175,11.470851,1015.9919,1016.0013
1177.5,11.463649,1015.9936,1016.0129
1180,11.45648,1015.9951,1016.0239
1182.5,11.449345,1015.9966,1016.0344
1185,11.442244,1015.9981,1016.0445
1187.5,11.435175,1015.9994,1016.0541
1190,11.42814,1016.0007,1016.0632
1192.5,11.421138,1016.002,1016.0718
1195,11.414168,1016.0031,1016.0801
1197.5,11.407231,1016.0043,1016.0879
1200,11.400327,1016.0053,1016.0954
1202.5,11.393454,1016.0064,1016.1025
1205,11.386615,1016.0073,1016.1092
1207.5,11.379807,1016.0083,1016.1156
1210,11.373031,1016.0091,1016.1217
1212.5,11.366287,1016.01,1016.1275
1215,11.359574,1016.0108,1016.1329
1217.5,11.352893,1016.0115,1016.1381
1220,11.346243,1016.0122,1016.143
1222.5,11.339625,1016.0129,1016.1476
1225,11.333037,1016.0135,1016.152
1227.5,11.32648,1016.0141,1016.1561
1230,11.319954,1016.0147,1016.16
1232.5,11.313459,1016.0152,1016.1637
1235,11.306994,1016.0157,1016.1671
1237.5,11.30056,1016.0162,1016.1704
1240,11.294156,1016.0167,1016.1734
1242.5,11.287781,1016.0171,1016.1763
1245,11.281437,1016.0175,1016.179
1247.5,11.275122,1016.0179,1016.1815
1250,11.268838,1016.0182,1016.1838
1252.5,11.262582,1016.0185,1016.186
1255,11.256356,1016.0188,1016.188
1257.5,11.250159,1016.0191,1016.1899
1260,11.243992,1016.0194,1016.1917
1262.5,11.237853,1016.0196,1016.1933
1265,11.231743,1016.0199,1016.1948
1267.5,11.225662,1016.0201,1016.1962
1270,11.219609,1016.0203,1016.1974
1272.5,11.213585,1016.0204,1016.1986
1275,11.207589,1016.0206,1016.1996
1277.5,11.201621,1016.0207,1016.2005
1280,11.195681,1016.0209,1016.2014
1282.5,11.189769,1016.021,1016.2021
1285,11.183885,1016.0211,1016.2028
1287.5,11.178028,1016.0212,1016.2034
1290,11.172199,1016.0213,1016.2039
1292.5,11.166398,1016.0213,1016.2043
1295,11.160623,1016.0214,1016.2046
1297.5,11.154876,1016.0214,1016.2049
1300,11.149156,1016.0215,1016.2051
1302.5,11.143462,1016.0215,1016.2053
1305,11.137796,1016.0215,1016.2054
1307.5,11.132156,1016.0215,1016.2054
1310,11.126542,1016.0216,1016.2054
1312.5,11.120955,1016.0216,1016.2053
1315,11.115394,1016.0215,1016.2052
1317.5,11.109859,1016.0215,1016.205
1320,11.10435,1016.0215,1016.2048
1322.5,11.098868,1016.0215,1016.2045
1325,11.09341,1016.0214,1016.2042
1327.5,11.087979,1016.0214,1016.2039
1330,11.082573,1016.0213,1016.2035
1332.5,11.077192,1016.0213,1016.2031
1335,11.071837,1016.0212,1016.2027
1337.5,11.066507,1016.0212,1016.2022
1340,11.061201,1016.0211,1016.2017
1342.5,11.055921,1016.021,1016.2012
1345,11.050666,1016.021,1016.2006
1347.5,11.045435,1016.0209,1016.2001
1350,11.040229,1016.0208,1016.1995
1352.5,11.035047,1016.0207,1016.1988
1355,11.02989,1016.0206,1016.1982
1357.5,11.024757,1016.0205,1016.1975
1360,11.019648,1016.0204,1016.1968
1362.5,11.014562,1016.0204,1016.1962
1365,11.009501,1016.0203,1016.1954
1367.5,11.004464,1016.0202,1016.1947
1370,10.99945,1016.02,1016.194
1372.5,10.99446,1016.0199,1016.1932
1375,10.989493,1016.0198,1016.1924
1377.5,10.98455,1016.0197,1016.1917
1380,10.97963,1016.0196,1016.1909
1382.5,10.974733,1016.0195,1016.1901
1385,10.969859,1016.0194,1016.1893
1387.5,10.965007,1016.0193,1016.1884
1390,10.960179,1016.0192,1016.1876
1392.5,10.955373,1016.019,1016.1868
1395,10.95059,1016.0189,1016.1859
1397.5,10.94583,1016.0188,1016.1851
1400,10.941091,1016.0187,1016.1842
1402.5,10.936375,1016.0185,1016.1834
1405,10.931681,1016.0184,1016.1825
1407.5,10.92701,1016.0183,1016.1817
1410,10.92236,1016.0182,1016.1808
1412.5,10.917732,1016.0181,1016.1799
1415,10.913125,1016.0179,1016.179
1417.5,10.908541,1016.0178,1016.1782
1420,10.903977,1016.0177,1016.1773
1422.5,10.899436,1016.0175,1016.1764
1425,10.894915,1016.0174,1016.1755
1427.5,10.890416,1016.0173,1016.1746
1430,10.885938,1016.0172,1016.1737
1432.5,10.881481,1016.017,1016.1729
1435,10.877045,1016.0169,1016.172
1437.5,10.87263,1016.0168,1016.1711
1440,10.868235,1016.0166,1016.1702
1442.5,10.863861,1016.0165,1016.1693
1445,10.859508,1016.0164,1016.1684
1447.5,10.855175,1016.0163,1016.1675
1450,10.850863,1016.0161,1016.1667
1452.5,10.846571,1016.016,1016.1658
1455,10.842298,1016.0159,1016.1649
1457.5,10.838046,1016.0157,1016.164
1460,10.833814,1016.0156,1016.1631
1462.5,10.829602,1016.0155,1016.1623
1465,10.82541,1016.0154,1016.1614
1467.5,10.821237,1016.0152,1016.1605
1470,10.817084,1016.0151,1016.1596
1472.5,10.81295,1016.015,1016.1588
1475,10.808836,1016.0148,1016.1579
1477.5,10.804741,1016.0147,1016.1571
1480,10.800665,1016.0146,1016.1562
1482.5,10.796609,1016.0145,1016.1553
1485,10.792571,1016.0143,1016.1545
1487.5,10.788553,1016.0142,1016.1536
1490,10.784553,1016.0141,1016.1528
1492.5,10.780572,1016.014,1016.1519
1495,10.77661,1016.0138,1016.1511
1497.5,10.772666,1016.0137,1016.1503
1500,10.768741,1016.0136,1016.1494
