Time,Mass,Heat release,Back surface temperature
154,26.08,2586.1,481.6
155,25.63,2587.43,483.8
156,25.21,2597.12,489.8
157,24.79,2622.1,488.7
158,24.32,2650.57,486.1
159,23.84,2672.23,497.8
160,23.42,2686.13,506.7
161,22.97,2697.69,503.6
162,22.52,2717.35,507.3
163,22.05,2743.35,508.3
164,21.58,2775.38,511.5
165,21.14,2803.29,511.9
166,20.67,2823.48,513.8
167,20.23,2838.54,512.3
168,19.74,2850.21,512.9
169,19.3,2866.88,514.5
170,18.87,2881.63,517.4
171,18.46,2894.49,521.1
172,18.03,2912.24,523.8
173,17.59,2928,531.3
174,17.13,2940.12,532.4
175,16.72,2950.06,537.3
176,16.3,2956.77,538.9
177,15.89,2963.8,545.1
178,15.48,2969.51,547.1
179,15.06,2973.72,550.9
180,14.63,2973.46,556.4
181,14.24,2965.03,558.8
182,13.81,2952.44,562.8
183,13.38,2935.47,568.2
184,12.97,2909.27,570.4
185,12.6,2877.94,575.4
186,12.19,2851.15,576.8
187,11.79,2828.18,581.2
188,11.41,2805.47,584.9
189,11.03,2783.82,588.6
190,10.64,2765.04,592.2
191,10.29,2744.66,602.4
192,9.95,2726.24,616.4
193,9.62,2714.1,630.8
194,9.3,2700.88,647.1
195,9,2683.33,667.6
196,8.71,2659.48,691.6
197,8.41,2632.28,714.6
198,8.14,2610.19,735.9
199,7.87,2591.58,753.4
200,7.58,2574.78,769.4
201,7.29,2542.36,783.4
202,7.02,2494.88,802.3
203,6.77,2424.18,832.4
204,6.5,2328.03,852.2
205,6.31,2201.59,867.1
206,6.1,2085.34,881.1
207,5.89,1980.47,891.8
208,5.69,1880.72,902.5
209,5.46,1799.96,914.9
210,5.28,1700.8,926.5
211,5.04,1582.56,935.9
212,4.85,1455.06,947.7
213,4.68,1337.55,958.2
214,4.48,1228.86,965.7
215,4.29,1130.02,966
216,4.1,1050.58,973.1
217,3.92,977.93,975.2
218,3.77,896.46,979.6
219,3.61,814.81,982.5
220,3.44,744.05,988.2
221,3.27,678.34,989.7
222,3.13,612.48,988.1
223,2.96,550.59,988.8
224,2.81,491.54,987.2
225,2.65,439.88,985.2
226,2.48,397.94,982.6
227,2.33,364.93,973.7
228,2.18,334.86,968.3
229,2.02,307.45,957.6
230,1.88,278.51,948.7
231,1.76,254.27,943.4
232,1.59,233.65,936.5
233,1.42,216.12,928
234,1.29,200.31,920.9
235,1.18,180.82,915.9
236,1.03,162.04,911.6
237,0.86,142.52,908.6
238,0.72,123.79,905.6
239,0.57,107.94,904.2
240,0.43,94.63,903.1
241,0.25,83.1,902.1
242,0.15,71.93,900.2
243,0.02,63.2,899.3
