Time,Mass,HRR,Back Surface Temperature 1
132,67.21,881.19,358.1
133,67.01,883.19,357.9
134,66.8,883.71,357.4
135,66.6,883.39,356.9
136,66.42,883.08,356.8
137,66.25,882.52,356.5
138,66.03,881.2,356.3
139,65.81,879.65,356.3
140,65.63,878.3,356.2
141,65.41,877.1,356.2
142,65.2,878.26,356.3
143,64.99,881.65,356.5
144,64.82,884.85,356.8
145,64.62,887.09,357.4
146,64.41,887.39,357.7
147,64.21,886.13,358.3
148,64.05,884.94,359.3
149,63.86,883.32,360
150,63.63,882.32,361
151,63.42,882.46,362
152,63.2,882.83,362.5
153,63,885.59,363.4
154,62.81,894.74,364.2
155,62.64,910.54,365.2
156,62.47,925.16,365.4
157,62.27,935.47,365.6
158,62.05,941.5,365.9
159,61.83,943.82,366.3
160,61.64,945.22,366.6
161,61.46,946.51,366.9
162,61.25,947.23,367.2
163,61.05,945.88,367.2
164,60.82,943.11,367.5
165,60.63,940.98,368
166,60.43,938.66,367.8
167,60.2,936.7,368.8
168,60,933.55,368.8
169,59.8,928.63,369.4
170,59.61,924.07,370.3
171,59.43,920.87,371.4
172,59.24,919.07,372.3
173,59.02,917.98,373.3
174,58.81,918.13,374.1
175,58.6,918.09,374.7
176,58.41,920.02,375.6
177,58.2,922.99,376.3
178,58.01,925.73,376.8
179,57.78,929.23,377.6
180,57.59,935.28,377.9
181,57.42,942.75,378.9
182,57.21,950.54,379.2
183,57,956.3,379.8
184,56.79,960.85,380.4
185,56.61,964.18,381.2
186,56.39,962.19,381.6
187,56.17,954.66,382.2
188,55.98,947.21,382.6
189,55.77,940.61,383.4
190,55.58,936.52,384.1
191,55.37,934.11,384.5
192,55.16,933.53,385.2
193,54.96,935.64,385.6
194,54.74,938.43,385.9
195,54.53,940.94,386.4
196,54.31,943.74,387.3
197,54.13,946.6,387.7
198,53.93,950.7,387.9
199,53.73,955.47,388.3
200,53.51,959.51,388.8
201,53.31,962.63,389.4
202,53.12,963.98,389.9
203,52.9,964.94,390.4
204,52.73,965.29,390.8
205,52.55,964.96,391.1
206,52.27,964.71,391.5
207,52.09,964.65,392.2
208,51.89,965.89,392.6
209,51.69,963.98,393.1
210,51.49,960.79,393.9
211,51.24,957.01,394.2
212,51.01,954.6,394.3
213,50.81,952.61,395.2
214,50.64,952.28,395.9
215,50.46,953.53,396.2
216,50.26,956.13,396.8
217,50.08,961.62,397.1
218,49.86,965.02,397.8
219,49.62,967.87,398.2
220,49.41,970.49,398.5
221,49.19,971.69,398.9
222,49.01,972.53,399.5
223,48.8,974.37,399.8
224,48.63,975.73,400.5
225,48.4,976.47,400.9
226,48.19,977.7,401.4
227,47.95,976.38,401.9
228,47.72,972.94,402.5
229,47.56,968.93,402.8
230,47.35,965.92,403.2
231,47.12,963.55,403.7
232,46.92,962.44,404.2
233,46.7,961.68,404.6
234,46.48,963.06,405
235,46.29,966.08,405.4
236,46.09,968.83,405.8
237,45.85,971.05,406.2
238,45.62,974.97,406.5
239,45.42,979.83,406.9
240,45.24,984.2,407.2
241,45.03,986.95,407.6
242,44.82,989.26,408.2
243,44.61,992.09,408.7
244,44.38,994.37,409.4
245,44.15,995.95,409.4
246,43.94,996.58,409.6
247,43.75,997.56,409.9
248,43.54,998.74,410.4
249,43.3,1000.37,410.7
250,43.06,1002.07,410.9
251,42.83,1002.16,411.2
252,42.65,1001.79,411.5
253,42.49,1002.64,411.9
254,42.26,1002.99,412.4
255,42.02,1003.37,412.7
256,41.86,1002.87,413.3
257,41.64,1001.28,413.7
258,41.41,999.59,413.8
259,41.15,998.27,414.3
260,40.93,997.99,414.5
261,40.77,998.7,414.7
262,40.54,999.62,415.1
263,40.33,999.48,415.4
264,40.12,1000.19,415.8
265,39.93,1000.36,416.1
266,39.72,1002.05,416.3
267,39.51,1004.38,416.8
268,39.31,1006.7,417.2
269,39.1,1008.91,417.6
270,38.85,1011.6,418
271,38.61,1015.52,418.3
272,38.39,1019.7,418.6
273,38.15,1023,419
274,37.94,1024.74,419.5
275,37.74,1023.87,419.6
276,37.54,1018.95,419.8
277,37.33,1012.13,420.2
278,37.12,1005.3,420.1
279,36.88,1001.86,420.4
280,36.66,1000.73,420.4
281,36.45,1004.96,420.7
282,36.24,1012.6,421
283,36.04,1019.99,421.4
284,35.81,1026.16,421.7
285,35.6,1030.91,421.8
286,35.39,1033.15,422
287,35.16,1034.97,422
288,34.95,1035.87,421.9
289,34.74,1035.24,421.5
290,34.51,1033.69,421.4
291,34.26,1031.83,421.1
292,34.08,1029.09,420.9
293,33.85,1024.16,420.7
294,33.61,1020.67,420.6
295,33.38,1019.38,420.4
296,33.15,1022.13,420.1
297,32.95,1026.35,419.3
298,32.74,1029.98,418.8
299,32.52,1032.51,417.9
300,32.29,1034.4,417.4
301,32.09,1037.73,417
302,31.87,1042.77,417.1
303,31.65,1047.84,417.1
304,31.45,1050.88,417.4
305,31.24,1053.28,417.5
306,31.05,1054.86,417.4
307,30.83,1056.24,417.8
308,30.59,1056.09,417.8
309,30.35,1054.34,417.8
310,30.13,1051.18,417.5
311,29.91,1047.02,417.1
312,29.66,1043.24,416.8
313,29.45,1039.96,416.9
314,29.25,1037.53,416.7
315,28.99,1035.58,416.5
316,28.77,1035.88,416.1
317,28.53,1041.54,416
318,28.31,1048.51,415.9
319,28.1,1055.12,416.2
320,27.87,1059.93,417.1
321,27.66,1064.14,417.5
322,27.43,1067.61,417.3
323,27.16,1070.85,418.2
324,26.96,1073.54,418.6
325,26.77,1075.61,418.9
326,26.56,1077.05,419.4
327,26.34,1077.2,420.4
328,26.11,1076.94,421.4
329,25.87,1076.85,422.8
330,25.65,1076.98,423.7
331,25.44,1076.48,426.5
332,25.24,1076.26,430.4
333,25.03,1074.89,437.2
334,24.81,1073.37,442.6
335,24.6,1072.15,446.3
336,24.4,1072.02,449.3
337,24.17,1073.34,452.5
338,23.94,1073.6,455.6
339,23.73,1073.28,458.7
340,23.52,1073.07,461.7
341,23.31,1072.32,465.6
342,23.1,1070.45,468.9
343,22.89,1067.17,471.3
344,22.67,1061.43,474.3
345,22.51,1053,478.6
346,22.32,1044.82,480.2
347,22.1,1039.28,483.1
348,21.85,1035.44,484
349,21.65,1030.03,486.3
350,21.46,1022.45,488
351,21.28,1016.01,490
352,21.07,1009.46,492.2
353,20.87,1002.98,496
354,20.68,997.36,498.5
355,20.46,992.88,500.9
356,20.26,989.02,503.1
357,20.08,985.97,505.3
358,19.9,984.2,507.3
359,19.72,983.16,509.7
360,19.53,981.76,511.9
361,19.34,973.51,514.4
362,19.15,962.3,517
363,18.95,953.36,519.4
364,18.75,947.42,522
365,18.51,943.46,524.3
366,18.31,940.78,526.4
367,18.16,937.84,528.2
368,17.98,932.84,530.3
369,17.77,923.49,532.4
370,17.56,912.17,534.4
371,17.37,902.28,536.1
372,17.21,893.46,538.2
373,17.03,887.05,540.5
374,16.86,882.54,542.3
375,16.69,879.03,544.8
376,16.5,874.57,546.7
377,16.3,867.09,548.7
378,16.08,859.34,550.7
379,15.91,852.23,552.7
380,15.74,845.35,554.6
381,15.58,837.48,556.4
382,15.39,828.77,558.2
383,15.21,821.31,559.9
384,15.06,816.14,561.6
385,14.86,811.1,562.8
386,14.68,804.03,564.5
387,14.51,793.49,566
388,14.32,781.07,567.6
389,14.18,770.99,568.9
390,14.02,764.48,570.1
391,13.87,758.7,571.2
392,13.69,750.59,572.5
393,13.52,739.96,574.2
394,13.32,730.24,575.5
395,13.14,723.07,576.8
396,12.97,717.99,579.4
397,12.78,712.31,580.9
398,12.61,705.59,582.3
399,12.44,698.66,583.9
400,12.26,691.85,585.2
401,12.1,684.84,586.2
402,11.9,675.37,586.7
403,11.73,663.25,586.8
404,11.54,653.45,590.5
405,11.38,646.14,591.9
406,11.2,641.22,592.2
407,11.02,638.57,592.5
408,10.83,638.49,594.9
409,10.62,638.37,595.8
410,10.45,638.2,596.9
411,10.3,637.39,597.9
412,10.14,635.49,598.5
413,9.98,632.71,598.8
414,9.83,629.72,599.9
415,9.68,627.33,600.2
416,9.52,625.07,600.9
417,9.36,623.46,601.3
418,9.17,622.34,602.1
419,8.99,619.14,602.6
420,8.8,614.46,603.4
421,8.61,609.26,604
422,8.46,602.39,604.8
423,8.33,592.86,606.1
424,8.16,584.47,607.4
425,8.01,575.43,609.1
426,7.86,563.64,610.7
427,7.69,553,612.4
428,7.55,539.48,614.3
429,7.45,526.76,616.7
430,7.31,516.04,618.5
431,7.16,507.98,620.4
432,7.05,499.54,622.3
433,6.92,490.44,624.2
434,6.77,480.72,626.1
435,6.62,471.76,629.3
436,6.49,465.08,634.1
437,6.36,458.08,636.7
438,6.25,450.04,641
439,6.12,442.01,645.7
440,6,436.02,649.9
441,5.89,430.32,654.2
442,5.77,421.55,658.9
443,5.66,410.43,664.4
444,5.52,398.89,671.1
445,5.41,385.82,677.2
446,5.29,373.13,682.3
447,5.15,362.29,686.5
448,5.02,352.13,690.3
449,4.94,341.59,695.2
450,4.83,332.25,701.2
451,4.74,323.61,705.6
452,4.66,314.73,709.8
453,4.53,305.18,714.6
454,4.43,293.69,720.6
455,4.34,281.34,731.1
456,4.21,267.8,733.6
457,4.12,258.69,741
458,4.03,249.43,747.8
459,3.95,241.67,753.8
460,3.83,232.65,761.5
461,3.75,223.76,767.9
462,3.68,216.93,772
463,3.62,210.73,774.6
464,3.56,205.52,775.7
465,3.47,201.08,774
466,3.36,197.48,763.2
467,3.28,189.61,751.1
468,3.22,178.82,735.7
469,3.14,167.6,721.5
470,3.09,157.15,708.8
471,3.05,147.24,698.6
472,2.96,136.93,689.3
473,2.89,127,680.7
474,2.85,117.03,673.7
475,2.79,107.83,666.7
476,2.74,98.03,661.1
477,2.68,89.46,655.8
478,2.63,81.28,650.5
479,2.57,73.11,647
480,2.49,64.1,643.4
481,2.43,55.54,640.2
482,2.39,48.01,637.1
483,2.36,39.8,634.3
484,2.31,33.66,632.2
485,2.25,28.96,631
486,2.19,24.97,629.7
487,2.12,21.94,628.2
488,2.08,19.95,625.2
489,2.04,18.14,623.6
490,1.97,16.4,623.2
491,1.9,15.01,622.4
492,1.81,14.43,621.7
493,1.75,13.78,621.5
494,1.72,13.88,621
495,1.69,12.82,620.4
496,1.63,12.23,619.7
497,1.55,12.08,619.6
498,1.49,12.08,619.3
499,1.44,12.33,619.4
500,1.39,12.63,618.6
501,1.34,11.7,617.9
502,1.29,10.97,617.7
503,1.22,10.74,618.3
504,1.17,10.83,617.8
505,1.1,10.2,617.2
506,1.04,10.09,616
507,0.99,9.85,615.7
508,0.94,9.57,615.2
509,0.89,9.48,615
