Time,Temp,Heat Flow
11.50002,36.489,-0.317398
11.59998,36.438,-0.323004
11.7,36.386,-0.328301
11.80002,36.334,-0.333671
11.89998,36.282,-0.339158
12,36.23,-0.345231
12.10002,36.177,-0.350569
12.19998,36.124,-0.356503
12.3,36.071,-0.362493
12.40002,36.017,-0.368393
12.49998,35.964,-0.373733
12.6,35.91,-0.37861
12.70002,35.857,-0.383883
12.79998,35.803,-0.389588
12.9,35.749,-0.394628
13.00002,35.694,-0.400335
13.09998,35.64,-0.40554
13.2,35.585,-0.411005
13.30002,35.53,-0.416257
13.39998,35.476,-0.42164
13.5,35.421,-0.427113
13.60002,35.366,-0.432367
13.69998,35.311,-0.437201
13.8,35.256,-0.4422
13.90002,35.201,-0.448119
13.99998,35.146,-0.453512
14.1,35.09,-0.459177
14.20002,35.035,-0.464504
14.29998,34.98,-0.469742
14.4,34.924,-0.475293
14.50002,34.869,-0.480874
14.59998,34.814,-0.486163
14.7,34.759,-0.491419
14.80002,34.704,-0.49577
14.89998,34.648,-0.499495
15,34.593,-0.503692
15.10002,34.538,-0.507843
15.19998,34.483,-0.512486
15.3,34.429,-0.516868
15.40002,34.374,-0.520477
15.49998,34.319,-0.524476
15.6,34.265,-0.528826
15.70002,34.21,-0.533305
15.79998,34.156,-0.537257
15.9,34.101,-0.540463
16.00002,34.047,-0.543671
16.09998,33.993,-0.546672
16.2,33.939,-0.549997
16.30002,33.885,-0.553541
16.39998,33.831,-0.557017
16.5,33.777,-0.559327
16.60002,33.724,-0.562236
16.69998,33.67,-0.565003
16.8,33.617,-0.567772
16.90002,33.563,-0.569962
16.99998,33.51,-0.572257
17.1,33.457,-0.573685
17.20002,33.404,-0.574681
17.29998,33.351,-0.575703
17.4,33.298,-0.577136
17.50002,33.245,-0.578348
17.59998,33.192,-0.579341
17.7,33.14,-0.580452
17.80002,33.086,-0.581536
17.89998,33.034,-0.58267
18,32.981,-0.583593
18.10002,32.929,-0.583978
18.19998,32.876,-0.584749
18.3,32.825,-0.585148
18.40002,32.772,-0.585741
18.49998,32.72,-0.586395
18.6,32.667,-0.586304
18.70002,32.615,-0.586653
18.79998,32.563,-0.586599
18.9,32.511,-0.587279
19.00002,32.459,-0.587646
19.09998,32.408,-0.58743
19.2,32.356,-0.587412
19.30002,32.304,-0.587401
19.39998,32.252,-0.586806
19.5,32.2,-0.58705
19.60002,32.148,-0.587256
19.69998,32.096,-0.586745
19.8,32.044,-0.58632
19.90002,31.993,-0.586349
19.99998,31.941,-0.586238
20.1,31.889,-0.586177
20.20002,31.837,-0.586118
20.29998,31.785,-0.586166
20.4,31.734,-0.586163
20.50002,31.682,-0.586016
20.59998,31.63,-0.585931
20.7,31.579,-0.585847
20.80002,31.527,-0.585708
20.89998,31.475,-0.583906
21,31.423,-0.583583
21.10002,31.372,-0.58343
21.19998,31.321,-0.582551
21.3,31.269,-0.582086
21.40002,31.217,-0.582388
21.49998,31.166,-0.582452
21.6,31.114,-0.58252
21.70002,31.063,-0.582345
21.79998,31.011,-0.582701
21.9,30.959,-0.582816
22.00002,30.908,-0.582938
22.09998,30.857,-0.583043
22.2,30.805,-0.583064
22.30002,30.754,-0.583113
22.39998,30.702,-0.583136
22.5,30.651,-0.583159
22.60002,30.599,-0.583174
22.69998,30.548,-0.583198
22.8,30.496,-0.582749
22.90002,30.445,-0.582557
22.99998,30.394,-0.582721
23.1,30.343,-0.582389
23.20002,30.292,-0.582219
23.29998,30.241,-0.58217
23.4,30.189,-0.58207
23.50002,30.138,-0.581959
23.59998,30.087,-0.582043
23.7,30.036,-0.582212
23.80002,29.985,-0.582145
23.89998,29.934,-0.581978
24,29.883,-0.581857
24.10002,29.832,-0.581667
24.19998,29.781,-0.581554
24.3,29.73,-0.581445
24.40002,29.679,-0.58128
24.49998,29.628,-0.5812
24.6,29.577,-0.581067
24.70002,29.526,-0.580963
24.79998,29.475,-0.580964
24.9,29.425,-0.580924
25.00002,29.374,-0.580913
25.09998,29.323,-0.580902
25.2,29.273,-0.580816
25.30002,29.222,-0.580744
25.39998,29.172,-0.580571
25.5,29.121,-0.580428
25.60002,29.07,-0.580287
25.69998,29.019,-0.580147
25.8,28.969,-0.580019
25.90002,28.919,-0.579986
25.99998,28.868,-0.579862
26.1,28.817,-0.579652
26.20002,28.767,-0.579397
26.29998,28.716,-0.579069
26.4,28.666,-0.578747
26.50002,28.616,-0.57846
26.59998,28.565,-0.578253
26.7,28.515,-0.578096
26.80002,28.465,-0.577956
26.89998,28.414,-0.577832
27,28.364,-0.577728
27.10002,28.314,-0.57756
27.19998,28.264,-0.57735
27.3,28.214,-0.577128
27.40002,28.163,-0.576855
27.49998,28.113,-0.576552
27.6,28.062,-0.576317
27.70002,28.012,-0.576157
27.79998,27.962,-0.576041
27.9,27.912,-0.575943
28.00002,27.862,-0.575822
28.09998,27.812,-0.575703
28.2,27.762,-0.575531
28.30002,27.712,-0.575334
28.39998,27.661,-0.575143
28.5,27.611,-0.574919
28.60002,27.561,-0.574681
28.69998,27.511,-0.57444
28.8,27.461,-0.574173
28.90002,27.411,-0.573954
28.99998,27.361,-0.573705
29.1,27.311,-0.573385
29.20002,27.261,-0.573063
29.29998,27.211,-0.572764
29.4,27.161,-0.572516
29.50002,27.111,-0.572306
29.59998,27.061,-0.572088
29.7,27.011,-0.571936
29.80002,26.961,-0.571798
29.89998,26.911,-0.571674
30,26.862,-0.5715
30.10002,26.812,-0.571238
30.19998,26.762,-0.570928
30.3,26.713,-0.570621
30.40002,26.662,-0.57034
30.49998,26.613,-0.570065
30.6,26.563,-0.569771
30.70002,26.513,-0.569404
30.79998,26.463,-0.569068
30.9,26.413,-0.568744
31.00002,26.364,-0.568337
31.09998,26.314,-0.568035
31.2,26.264,-0.567759
31.30002,26.215,-0.567516
31.39998,26.165,-0.56724
31.5,26.115,-0.566989
31.60002,26.066,-0.566759
31.69998,26.016,-0.566516
31.8,25.967,-0.566271
31.90002,25.917,-0.565993
31.99998,25.867,-0.565729
32.1,25.818,-0.565466
32.20002,25.768,-0.565221
32.29998,25.719,-0.564995
32.4,25.669,-0.564744
32.50002,25.62,-0.564411
32.59998,25.571,-0.563984
32.7,25.521,-0.563643
32.80002,25.471,-0.563327
32.89998,25.422,-0.562994
33,25.373,-0.562546
33.10002,25.324,-0.562127
33.19998,25.274,-0.561716
33.3,25.225,-0.561145
33.40002,25.176,-0.560502
33.49998,25.127,-0.559758
33.6,25.077,-0.558908
33.70002,25.028,-0.558035
33.79998,24.979,-0.557076
33.9,24.929,-0.556401
34.00002,24.881,-0.555862
34.09998,24.831,-0.555483
34.2,24.782,-0.555151
34.30002,24.733,-0.554882
34.39998,24.684,-0.554702
34.5,24.635,-0.554479
34.60002,24.585,-0.554254
34.69998,24.537,-0.554069
34.8,24.487,-0.553805
34.90002,24.439,-0.553461
34.99998,24.39,-0.553142
35.1,24.34,-0.552807
35.20002,24.292,-0.552484
35.29998,24.243,-0.552132
35.4,24.193,-0.551887
35.50002,24.145,-0.55169
35.59998,24.095,-0.551413
35.7,24.046,-0.551112
35.80002,23.997,-0.550863
35.89998,23.949,-0.550585
36,23.9,-0.55031
36.10002,23.851,-0.550063
36.19998,23.802,-0.549829
36.3,23.754,-0.54956
36.40002,23.705,-0.549212
36.49998,23.655,-0.54886
36.6,23.607,-0.548437
36.70002,23.558,-0.547983
36.79998,23.509,-0.547545
36.9,23.46,-0.547088
37.00002,23.411,-0.546527
37.09998,23.363,-0.545951
37.2,23.314,-0.545366
37.30002,23.265,-0.544791
37.39998,23.216,-0.544287
37.5,23.168,-0.543874
37.60002,23.119,-0.543428
37.69998,23.07,-0.543074
37.8,23.021,-0.542781
37.90002,22.973,-0.542542
37.99998,22.924,-0.542363
38.1,22.875,-0.542248
38.20002,22.826,-0.542118
38.29998,22.777,-0.542012
38.4,22.728,-0.541929
38.50002,22.68,-0.541852
38.59998,22.631,-0.541748
38.7,22.582,-0.541587
38.80002,22.533,-0.541429
38.89998,22.484,-0.541227
39,22.436,-0.540993
39.10002,22.387,-0.540702
39.19998,22.338,-0.540327
39.3,22.29,-0.539848
39.40002,22.24,-0.539407
39.49998,22.192,-0.538921
39.6,22.143,-0.538459
39.70002,22.095,-0.537987
39.79998,22.046,-0.537555
39.9,21.998,-0.537218
40.00002,21.949,-0.536978
40.09998,21.901,-0.536767
40.2,21.852,-0.536557
40.30002,21.804,-0.536417
40.39998,21.755,-0.536308
40.5,21.706,-0.536214
40.60002,21.658,-0.536096
40.69998,21.609,-0.535968
40.8,21.561,-0.535786
40.90002,21.512,-0.535586
40.99998,21.464,-0.535349
41.1,21.415,-0.535128
41.20002,21.367,-0.534928
41.29998,21.319,-0.534786
41.4,21.271,-0.534706
41.50002,21.222,-0.534612
41.59998,21.174,-0.53455
41.7,21.126,-0.53451
41.80002,21.077,-0.534456
41.89998,21.029,-0.534403
42,20.981,-0.534347
42.10002,20.933,-0.534285
42.19998,20.885,-0.534237
42.3,20.837,-0.534166
42.40002,20.788,-0.534118
42.49998,20.741,-0.534085
42.6,20.693,-0.534052
42.70002,20.644,-0.534014
42.79998,20.597,-0.533961
42.9,20.549,-0.533906
43.00002,20.501,-0.533859
43.09998,20.452,-0.533819
43.2,20.405,-0.533781
43.30002,20.357,-0.533733
43.39998,20.308,-0.533672
43.5,20.261,-0.53362
43.60002,20.213,-0.533573
43.69998,20.165,-0.533534
43.8,20.118,-0.533497
43.90002,20.07,-0.533459
43.99998,20.022,-0.53342
44.1,19.975,-0.533352
44.20002,19.927,-0.533294
44.29998,19.88,-0.533258
44.4,19.832,-0.533219
44.50002,19.784,-0.533184
44.59998,19.737,-0.533148
44.7,19.689,-0.533113
44.80002,19.642,-0.533076
44.89998,19.594,-0.533037
45,19.547,-0.532999
45.10002,19.499,-0.532963
45.19998,19.451,-0.532917
45.3,19.404,-0.532884
45.40002,19.357,-0.532853
45.49998,19.309,-0.532819
45.6,19.261,-0.532789
45.70002,19.214,-0.532762
45.79998,19.166,-0.53274
45.9,19.119,-0.532719
46.00002,19.071,-0.532694
46.09998,19.024,-0.532674
46.2,18.977,-0.532658
46.30002,18.93,-0.532646
46.39998,18.882,-0.532634
46.5,18.835,-0.532618
46.60002,18.787,-0.532609
46.69998,18.74,-0.532607
46.8,18.693,-0.532604
46.90002,18.645,-0.532604
46.99998,18.598,-0.53261
47.1,18.551,-0.532621
47.20002,18.503,-0.532635
47.29998,18.456,-0.532643
47.4,18.409,-0.532655
47.50002,18.362,-0.532672
47.59998,18.315,-0.532697
47.7,18.268,-0.532743
47.80002,18.22,-0.532784
47.89998,18.174,-0.532835
48,18.127,-0.532884
48.10002,18.079,-0.532951
48.19998,18.032,-0.533045
48.3,17.985,-0.533104
48.40002,17.938,-0.533148
48.49998,17.891,-0.533191
48.6,17.844,-0.533225
48.70002,17.797,-0.533256
48.79998,17.75,-0.533275
48.9,17.703,-0.533288
49.00002,17.655,-0.533299
49.09998,17.609,-0.533306
49.2,17.562,-0.533311
49.30002,17.515,-0.533313
49.39998,17.468,-0.533311
49.5,17.421,-0.533311
49.60002,17.374,-0.533311
49.69998,17.327,-0.533309
49.8,17.28,-0.533302
49.90002,17.234,-0.533288
49.99998,17.187,-0.533269
50.1,17.14,-0.533222
50.20002,17.094,-0.533126
50.29998,17.047,-0.532915
50.4,17.001,-0.532623
50.50002,16.954,-0.532168
50.59998,16.907,-0.531811
50.7,16.861,-0.531349
50.80002,16.814,-0.530884
50.89998,16.767,-0.530381
51,16.72,-0.529872
51.10002,16.674,-0.52938
51.19998,16.627,-0.528846
51.3,16.58,-0.528269
51.40002,16.534,-0.527433
51.49998,16.488,-0.526711
51.6,16.441,-0.525694
51.70002,16.394,-0.524538
51.79998,16.348,-0.523129
51.9,16.301,-0.521934
52.00002,16.255,-0.52048
52.09998,16.209,-0.519211
52.2,16.163,-0.51798
52.30002,16.116,-0.516877
52.39998,16.069,-0.51589
52.5,16.023,-0.514885
52.60002,15.977,-0.514006
52.69998,15.93,-0.513172
52.8,15.884,-0.512434
52.90002,15.838,-0.511707
52.99998,15.792,-0.511012
53.1,15.746,-0.51027
53.20002,15.7,-0.509573
53.29998,15.653,-0.508726
53.4,15.607,-0.507855
53.50002,15.561,-0.506964
53.59998,15.515,-0.506156
53.7,15.469,-0.505435
53.80002,15.422,-0.504779
53.89998,15.376,-0.503957
54,15.33,-0.503173
54.10002,15.284,-0.502377
54.19998,15.238,-0.501448
54.3,15.192,-0.500506
54.40002,15.146,-0.499643
54.49998,15.1,-0.498646
54.6,15.055,-0.497714
54.70002,15.009,-0.496986
54.79998,14.963,-0.496365
54.9,14.916,-0.495909
55.00002,14.87,-0.495629
55.09998,14.824,-0.495325
55.2,14.779,-0.495011
55.30002,14.733,-0.494579
55.39998,14.687,-0.4939
55.5,14.641,-0.49321
55.60002,14.595,-0.492782
55.69998,14.55,-0.492371
55.8,14.504,-0.491886
55.90002,14.458,-0.491329
55.99998,14.412,-0.490801
56.1,14.367,-0.490327
56.20002,14.322,-0.489826
56.29998,14.276,-0.489221
56.4,14.23,-0.488352
56.50002,14.185,-0.487472
56.59998,14.139,-0.48665
56.7,14.093,-0.48618
56.80002,14.048,-0.485837
56.89998,14.002,-0.485504
57,13.957,-0.485152
57.10002,13.911,-0.484759
57.19998,13.866,-0.484313
57.3,13.82,-0.483824
57.40002,13.775,-0.483366
57.49998,13.73,-0.482734
57.6,13.684,-0.482066
57.70002,13.639,-0.481414
57.79998,13.593,-0.480931
57.9,13.548,-0.480506
58.00002,13.503,-0.480171
58.09998,13.458,-0.479752
58.2,13.413,-0.479308
58.30002,13.367,-0.478811
58.39998,13.322,-0.478215
58.5,13.276,-0.477616
58.60002,13.231,-0.477009
58.69998,13.186,-0.476439
58.8,13.141,-0.475936
58.90002,13.096,-0.475555
58.99998,13.05,-0.475134
59.1,13.005,-0.474705
59.20002,12.96,-0.474237
59.29998,12.915,-0.473843
59.4,12.87,-0.47343
59.50002,12.825,-0.473014
59.59998,12.779,-0.472597
59.7,12.735,-0.472118
59.80002,12.69,-0.47161
59.89998,12.645,-0.471244
60,12.6,-0.470947
60.1002,12.555,-0.470697
60.1998,12.51,-0.470333
60.3,12.465,-0.46983
60.4002,12.42,-0.469292
60.4998,12.375,-0.468918
60.6,12.33,-0.468662
60.7002,12.285,-0.468369
60.7998,12.241,-0.468037
60.9,12.195,-0.467735
61.0002,12.15,-0.467423
61.0998,12.106,-0.467151
61.2,12.061,-0.46689
61.3002,12.016,-0.466492
61.3998,11.971,-0.46598
61.5,11.927,-0.46555
61.6002,11.882,-0.465211
61.6998,11.837,-0.464871
61.8,11.793,-0.464549
61.9002,11.748,-0.46432
61.9998,11.703,-0.464103
62.1,11.659,-0.463877
62.2002,11.614,-0.463627
62.2998,11.57,-0.46339
62.4,11.525,-0.463171
62.5002,11.48,-0.462882
62.5998,11.436,-0.462539
62.7,11.391,-0.462179
62.8002,11.347,-0.461896
62.8998,11.302,-0.461676
63,11.257,-0.461492
63.1002,11.213,-0.461314
63.1998,11.169,-0.461161
63.3,11.124,-0.461011
63.4002,11.08,-0.460889
63.4998,11.035,-0.460733
63.6,10.991,-0.460452
63.7002,10.947,-0.460148
63.7998,10.903,-0.459773
63.9,10.859,-0.459266
64.0002,10.814,-0.458838
64.0998,10.77,-0.458499
64.2,10.725,-0.458136
64.3002,10.681,-0.457817
64.3998,10.637,-0.457532
64.5,10.593,-0.457295
64.6002,10.548,-0.457122
64.6998,10.504,-0.456878
64.8,10.46,-0.456669
64.9002,10.416,-0.456481
64.9998,10.372,-0.4563
65.1,10.328,-0.456113
65.2002,10.284,-0.455919
65.2998,10.239,-0.455753
65.4,10.196,-0.455523
65.5002,10.152,-0.455236
65.5998,10.108,-0.455022
65.7,10.063,-0.454795
65.8002,10.019,-0.454548
65.8998,9.975,-0.454322
66,9.931,-0.454118
66.1002,9.888,-0.453849
66.1998,9.844,-0.453609
66.3,9.8,-0.453361
66.4002,9.756,-0.453144
66.4998,9.712,-0.452922
66.6,9.669,-0.452715
66.7002,9.625,-0.452523
66.7998,9.581,-0.452363
66.9,9.537,-0.452246
67.0002,9.493,-0.452113
67.0998,9.449,-0.452008
67.2,9.405,-0.451873
67.3002,9.362,-0.451682
67.3998,9.318,-0.451449
67.5,9.274,-0.451136
67.6002,9.23,-0.45076
67.6998,9.187,-0.450418
67.8,9.143,-0.450143
67.9002,9.1,-0.449908
67.9998,9.056,-0.449739
68.1,9.012,-0.449577
68.2002,8.968,-0.449442
68.2998,8.925,-0.44929
68.4,8.881,-0.449125
68.5002,8.837,-0.448967
68.5998,8.794,-0.448742
68.7,8.751,-0.448477
68.8002,8.707,-0.448155
68.8998,8.664,-0.447866
69,8.62,-0.447552
69.1002,8.577,-0.447307
69.1998,8.534,-0.447168
69.3,8.49,-0.447051
69.4002,8.447,-0.446898
69.4998,8.403,-0.446784
69.6,8.36,-0.44665
69.7002,8.316,-0.44654
69.7998,8.273,-0.446411
69.9,8.229,-0.446286
70.0002,8.186,-0.44614
70.0998,8.143,-0.445988
70.2,8.1,-0.445785
70.3002,8.057,-0.445536
70.3998,8.013,-0.44534
70.5,7.97,-0.445082
70.6002,7.927,-0.444788
70.6998,7.884,-0.444505
70.8,7.841,-0.444244
70.9002,7.798,-0.443908
70.9998,7.755,-0.443594
71.1,7.711,-0.443391
71.2002,7.669,-0.443233
71.2998,7.625,-0.443072
71.4,7.582,-0.44293
71.5002,7.539,-0.442814
71.5998,7.496,-0.442707
71.7,7.453,-0.442584
71.8002,7.41,-0.442487
71.8998,7.367,-0.442358
72,7.324,-0.442184
72.1002,7.282,-0.441966
72.1998,7.239,-0.441749
72.3,7.196,-0.441511
72.4002,7.153,-0.441274
72.4998,7.11,-0.441066
72.6,7.067,-0.440898
72.7002,7.024,-0.440775
72.7998,6.981,-0.440681
72.9,6.939,-0.440599
73.0002,6.896,-0.440496
73.0998,6.853,-0.440406
73.2,6.81,-0.440334
73.3002,6.768,-0.44023
73.3998,6.726,-0.440097
73.5,6.683,-0.439946
73.6002,6.64,-0.439767
73.6998,6.597,-0.439556
73.8,6.554,-0.439282
73.9002,6.512,-0.439028
73.9998,6.469,-0.438809
74.1,6.426,-0.438576
74.2002,6.384,-0.438319
74.2998,6.341,-0.438091
74.4,6.299,-0.437841
74.5002,6.256,-0.437579
74.5998,6.213,-0.437303
74.7,6.171,-0.437105
74.8002,6.129,-0.436936
74.8998,6.086,-0.436752
75,6.043,-0.436551
75.1002,6.001,-0.436415
75.1998,5.959,-0.436332
75.3,5.917,-0.43625
75.4002,5.874,-0.436154
75.4998,5.832,-0.436089
75.6,5.789,-0.436023
75.7002,5.747,-0.43594
75.7998,5.705,-0.435858
75.9,5.663,-0.435723
76.0002,5.62,-0.435556
76.0998,5.578,-0.435361
76.2,5.535,-0.435103
76.3002,5.493,-0.434829
76.3998,5.451,-0.43456
76.5,5.408,-0.434321
76.6002,5.366,-0.434034
76.6998,5.324,-0.433836
76.8,5.282,-0.433656
76.9002,5.24,-0.433474
76.9998,5.198,-0.433295
77.1,5.156,-0.433061
77.2002,5.114,-0.432882
77.2998,5.071,-0.432693
77.4,5.03,-0.432547
77.5002,4.988,-0.432398
77.5998,4.946,-0.432275
77.7,4.904,-0.432072
77.8002,4.862,-0.43178
77.8998,4.82,-0.431494
78,4.778,-0.431205
78.1002,4.735,-0.43099
78.1998,4.693,-0.430727
78.3,4.651,-0.430498
78.4002,4.61,-0.430287
78.4998,4.568,-0.430086
78.6,4.526,-0.429899
78.7002,4.484,-0.42972
78.7998,4.442,-0.429567
78.9,4.4,-0.429442
79.0002,4.359,-0.429301
79.0998,4.317,-0.429199
79.2,4.276,-0.42906
79.3002,4.234,-0.428875
79.3998,4.192,-0.428658
79.5,4.15,-0.42845
79.6002,4.108,-0.428253
79.6998,4.066,-0.428125
79.8,4.025,-0.428045
79.9002,3.983,-0.427981
79.9998,3.941,-0.427916
80.1,3.9,-0.427816
80.2002,3.859,-0.427712
80.2998,3.817,-0.427612
80.4,3.775,-0.427462
80.5002,3.734,-0.42731
80.5998,3.692,-0.427087
80.7,3.651,-0.426829
80.8002,3.609,-0.426541
80.8998,3.568,-0.426253
81,3.526,-0.426034
81.1002,3.484,-0.425815
81.1998,3.443,-0.425636
81.3,3.401,-0.425467
81.4002,3.36,-0.425305
81.4998,3.319,-0.425167
81.6,3.278,-0.425049
81.7002,3.236,-0.424963
81.7998,3.195,-0.424842
81.9,3.154,-0.424682
82.0002,3.113,-0.424445
82.0998,3.071,-0.424091
82.2,3.03,-0.423739
82.3002,2.988,-0.423467
82.3998,2.947,-0.423156
82.5,2.906,-0.422821
82.6002,2.865,-0.422599
82.6998,2.824,-0.422409
82.8,2.782,-0.422199
82.9002,2.742,-0.422004
82.9998,2.7,-0.421823
83.1,2.659,-0.421693
83.2002,2.618,-0.421554
83.2998,2.576,-0.421438
83.4,2.535,-0.42134
83.5002,2.495,-0.42124
83.5998,2.453,-0.421125
83.7,2.412,-0.420991
83.8002,2.371,-0.420896
83.8998,2.33,-0.420756
84,2.289,-0.420612
84.1002,2.248,-0.420416
84.1998,2.208,-0.420197
84.3,2.167,-0.419988
84.4002,2.126,-0.419844
84.4998,2.085,-0.419726
84.6,2.044,-0.419616
84.7002,2.003,-0.419485
84.7998,1.962,-0.419374
84.9,1.921,-0.419244
85.0002,1.881,-0.419103
85.0998,1.84,-0.418919
85.2,1.799,-0.41874
85.3002,1.758,-0.418601
85.3998,1.717,-0.418423
85.5,1.677,-0.418198
85.6002,1.636,-0.418005
85.6998,1.595,-0.417853
85.8,1.554,-0.417756
85.9002,1.513,-0.417613
85.9998,1.473,-0.417498
86.1,1.432,-0.417341
86.2002,1.392,-0.417194
86.2998,1.351,-0.417023
86.4,1.31,-0.416809
86.5002,1.27,-0.41653
86.5998,1.229,-0.416141
86.7,1.189,-0.415815
86.8002,1.148,-0.415519
86.8998,1.108,-0.415255
87,1.067,-0.415042
87.1002,1.027,-0.414834
87.1998,0.986,-0.414695
87.3,0.946,-0.414589
87.4002,0.906,-0.414513
87.4998,0.865,-0.414393
87.6,0.824,-0.414306
87.7002,0.784,-0.414232
87.7998,0.744,-0.414163
87.9,0.703,-0.414096
88.0002,0.663,-0.41392
88.0998,0.623,-0.413853
88.2,0.582,-0.413783
88.3002,0.542,-0.413712
88.3998,0.502,-0.413607
88.5,0.462,-0.413457
88.6002,0.422,-0.413202
88.6998,0.381,-0.412895
88.8,0.341,-0.412621
88.9002,0.301,-0.412331
88.9998,0.261,-0.412101
89.1,0.22,-0.411888
89.2002,0.18,-0.411711
89.2998,0.14,-0.411567
89.4,0.1,-0.411471
89.5002,0.06,-0.4114
89.5998,0.02,-0.411327
89.7,-0.021,-0.411232
89.8002,-0.061,-0.411131
89.8998,-0.102,-0.411057
90,-0.142,-0.410948
90.1002,-0.182,-0.410861
90.1998,-0.221,-0.410744
90.3,-0.261,-0.410563
90.4002,-0.301,-0.410384
90.4998,-0.341,-0.410182
90.6,-0.381,-0.409986
90.7002,-0.421,-0.409779
90.7998,-0.46,-0.409538
90.9,-0.5,-0.409344
91.0002,-0.54,-0.409207
91.0998,-0.58,-0.409128
91.2,-0.62,-0.409052
91.3002,-0.66,-0.408976
91.3998,-0.7,-0.408896
91.5,-0.74,-0.408816
91.6002,-0.779,-0.408726
91.6998,-0.819,-0.408616
91.8,-0.859,-0.408505
91.9002,-0.899,-0.40831
91.9998,-0.938,-0.408037
92.1,-0.978,-0.407792
92.2002,-1.017,-0.407529
92.2998,-1.057,-0.407249
92.4,-1.097,-0.406971
92.5002,-1.136,-0.406753
92.5998,-1.176,-0.406517
92.7,-1.216,-0.406201
92.8002,-1.255,-0.405978
92.8998,-1.294,-0.405719
93,-1.334,-0.405467
93.1002,-1.374,-0.40522
93.1998,-1.413,-0.405041
93.3,-1.453,-0.404905
93.4002,-1.492,-0.404783
93.4998,-1.531,-0.404647
93.6,-1.571,-0.40455
93.7002,-1.61,-0.404474
93.7998,-1.65,-0.404377
93.9,-1.689,-0.404296
94.0002,-1.729,-0.404176
94.0998,-1.768,-0.404061
94.2,-1.807,-0.403953
94.3002,-1.847,-0.403854
94.3998,-1.886,-0.403777
94.5,-1.926,-0.403701
94.6002,-1.964,-0.403597
94.6998,-2.004,-0.403486
94.8,-2.043,-0.403385
94.9002,-2.083,-0.40328
94.9998,-2.122,-0.403165
95.1,-2.161,-0.402954
95.2002,-2.2,-0.402735
95.2998,-2.239,-0.402547
95.4,-2.279,-0.40244
95.5002,-2.318,-0.402332
95.5998,-2.357,-0.402209
95.7,-2.396,-0.402036
95.8002,-2.435,-0.401888
95.8998,-2.474,-0.40168
96,-2.513,-0.401529
