Time (s),Mass (g),TC back 1 (K),TC back 2 (K),TC back 3 (K)
174,97.50,372.25,368.15,360.85
175,97.47,372.55,368.45,361.25
176,97.41,373.15,369.05,361.85
177,97.32,373.75,369.65,362.45
178,97.21,374.05,369.95,362.75
179,97.10,374.55,370.55,363.35
180,97.06,375.05,371.15,363.95
181,97.04,375.25,371.45,364.35
182,96.91,375.75,372.05,364.85
183,96.80,376.15,372.55,365.45
184,96.75,376.35,372.85,365.75
185,96.61,376.75,373.25,366.35
186,96.58,377.05,373.75,366.85
187,96.54,377.25,373.95,367.15
188,96.45,377.55,374.45,367.75
189,96.43,377.95,374.85,368.25
190,96.26,378.05,374.95,368.55
191,96.18,378.25,375.45,369.05
192,96.13,378.55,375.75,369.45
193,95.97,378.65,375.95,369.75
194,95.90,378.85,376.35,370.25
195,95.79,379.05,376.65,370.65
196,95.75,379.15,376.85,370.95
197,95.66,379.35,377.15,371.35
198,95.67,379.55,377.45,371.75
199,95.55,379.65,377.65,371.95
200,95.39,379.75,377.95,372.35
201,95.28,379.95,378.25,372.75
202,95.31,380.05,378.35,372.95
203,95.28,380.15,378.65,373.25
204,95.11,380.35,378.85,373.65
205,94.94,380.35,379.05,373.85
206,94.95,380.55,379.25,374.15
207,94.91,380.65,379.55,374.45
208,94.80,380.75,379.65,374.65
209,94.67,380.85,379.85,374.95
210,94.66,380.95,380.05,375.25
211,94.59,381.05,380.15,375.35
212,94.44,381.15,380.35,375.65
213,94.29,381.35,380.55,375.95
214,94.22,381.45,380.65,376.05
215,94.22,381.55,380.85,376.35
216,94.18,381.75,381.05,376.65
217,94.07,381.85,381.15,376.75
218,93.97,381.95,381.35,377.05
219,94.02,382.05,381.45,377.25
220,93.91,382.15,381.55,377.35
221,93.72,382.25,381.75,377.55
222,93.69,382.45,381.95,377.75
223,93.65,382.55,382.05,377.85
224,93.45,382.75,382.25,377.95
225,93.34,382.95,382.45,378.15
226,93.29,383.05,382.55,378.25
227,93.19,383.35,382.75,378.35
228,93.08,383.55,382.95,378.55
229,93.05,383.65,383.05,378.65
230,93.02,383.85,383.15,378.75
231,92.83,384.05,383.25,378.85
232,92.68,384.15,383.35,378.85
233,92.68,384.25,383.45,378.95
234,92.66,384.45,383.65,379.15
235,92.50,384.45,383.65,379.15
236,92.29,384.65,383.85,379.25
237,92.26,384.75,383.95,379.25
238,92.28,384.85,383.95,379.35
239,92.15,384.95,384.05,379.35
240,92.03,385.05,384.15,379.45
241,92.00,385.05,384.15,379.45
242,91.95,385.15,384.25,379.55
243,91.90,385.35,384.35,379.65
244,91.83,385.35,384.45,379.65
245,91.72,385.45,384.45,379.75
246,91.65,385.55,384.65,379.85
247,91.61,385.65,384.65,379.85
248,91.53,385.75,384.75,379.95
249,91.47,385.85,384.85,379.95
250,91.33,385.85,384.85,380.05
251,91.21,385.95,384.95,380.05
252,91.08,386.05,385.05,380.15
253,91.05,386.05,385.15,380.15
254,90.99,386.15,385.15,380.25
255,90.89,386.25,385.25,380.25
256,90.81,386.35,385.35,380.35
257,90.72,386.45,385.45,380.35
258,90.63,386.55,385.55,380.45
259,90.59,386.65,385.55,380.45
260,90.56,386.75,385.65,380.45
261,90.39,386.75,385.75,380.55
262,90.30,386.85,385.75,380.55
263,90.27,386.95,385.85,380.65
264,90.12,387.05,385.95,380.65
265,90.02,387.15,386.05,380.75
266,90.00,387.25,386.05,380.75
267,89.96,387.35,386.15,380.85
268,89.88,387.35,386.15,380.85
269,89.82,387.45,386.25,380.95
270,89.71,387.55,386.35,380.95
271,89.64,387.55,386.45,380.95
272,89.62,387.65,386.55,381.05
273,89.48,387.75,386.55,381.05
274,89.41,387.75,386.65,381.15
275,89.42,387.85,386.65,381.15
276,89.25,387.95,386.75,381.25
277,89.16,388.05,386.85,381.25
278,89.18,388.15,386.95,381.25
279,89.05,388.25,386.95,381.35
280,88.91,388.25,387.05,381.35
281,88.91,388.35,387.15,381.45
282,88.85,388.45,387.15,381.55
283,88.75,388.55,387.25,381.55
284,88.71,388.55,387.35,381.55
285,88.64,388.65,387.45,381.65
286,88.51,388.75,387.45,381.65
287,88.37,388.85,387.55,381.75
288,88.31,388.95,387.65,381.75
289,88.29,388.95,387.65,381.75
290,88.28,389.05,387.75,381.85
291,88.43,389.15,387.85,381.85
292,88.19,389.25,387.85,381.85
293,87.93,389.35,387.95,381.95
294,87.81,389.45,388.05,382.05
295,87.80,389.45,388.15,382.05
296,87.70,389.55,388.25,382.15
297,87.62,389.65,388.25,382.15
298,87.54,389.65,388.35,382.15
299,87.46,389.75,388.45,382.25
300,87.36,389.85,388.55,382.25
301,87.30,389.95,388.55,382.35
302,87.26,390.05,388.65,382.35
303,87.16,390.15,388.75,382.45
304,87.12,390.15,388.75,382.45
305,87.16,390.25,388.85,382.45
306,87.14,390.35,388.95,382.55
307,86.96,390.35,388.95,382.55
308,86.90,390.45,389.05,382.55
309,86.92,390.55,389.15,382.65
310,86.84,390.65,389.15,382.65
311,86.68,390.75,389.25,382.75
312,86.57,390.85,389.35,382.75
313,86.48,390.85,389.45,382.75
314,86.39,390.95,389.45,382.85
315,86.22,391.15,389.55,382.95
316,86.20,391.15,389.65,382.95
317,86.21,391.25,389.75,382.95
318,86.06,391.35,389.75,383.05
319,85.93,391.35,389.85,383.05
320,85.85,391.45,389.95,383.15
321,85.86,391.55,390.05,383.25
322,85.75,391.65,390.15,383.25
323,85.66,391.75,390.15,383.35
324,85.60,391.85,390.25,383.35
325,85.56,391.95,390.35,383.35
326,85.56,392.05,390.35,383.45
327,85.50,392.05,390.45,383.45
328,85.40,392.15,390.55,383.45
329,85.35,392.25,390.65,383.55
330,85.32,392.35,390.75,383.55
331,85.16,392.45,390.75,383.55
332,85.00,392.55,390.85,383.65
333,84.87,392.65,390.95,383.65
334,84.84,392.65,391.05,383.75
335,84.79,392.75,391.05,383.75
336,84.73,392.85,391.15,383.75
337,84.62,392.85,391.25,383.85
338,84.57,392.95,391.25,383.85
339,84.56,393.05,391.35,383.95
340,84.49,393.15,391.45,383.95
341,84.39,393.25,391.45,383.95
342,84.37,393.35,391.55,384.05
343,84.24,393.35,391.65,384.05
344,84.19,393.45,391.75,384.15
345,84.16,393.55,391.85,384.25
346,84.10,393.65,391.85,384.25
347,84.04,393.75,391.95,384.25
348,84.02,393.85,392.05,384.35
349,83.95,393.85,392.15,384.35
350,84.08,394.05,392.25,384.35
351,83.98,394.15,392.35,384.45
352,83.73,394.15,392.35,384.45
353,83.53,394.25,392.45,384.55
354,83.46,394.35,392.55,384.55
355,83.40,394.45,392.55,384.55
356,83.29,394.55,392.65,384.65
357,83.17,394.65,392.75,384.65
358,83.10,394.65,392.75,384.65
359,83.11,394.75,392.85,384.75
360,83.08,394.95,392.95,384.75
361,83.06,394.95,393.05,384.85
362,83.06,395.05,393.15,384.85
363,83.03,395.15,393.15,384.95
364,82.94,395.25,393.25,384.95
365,82.81,395.35,393.35,385.05
366,82.71,395.45,393.45,385.05
367,82.70,395.45,393.45,385.15
368,82.66,395.55,393.55,385.15
369,82.56,395.65,393.65,385.15
370,82.46,395.75,393.75,385.25
371,82.37,395.85,393.85,385.25
372,82.24,395.95,393.95,385.35
373,82.13,396.05,393.95,385.35
374,82.07,396.15,394.05,385.45
375,82.03,396.25,394.15,385.45
376,81.89,396.35,394.25,385.55
377,81.80,396.45,394.35,385.55
378,81.77,396.55,394.45,385.65
379,81.79,396.65,394.45,385.65
380,81.73,396.75,394.55,385.75
381,81.63,396.85,394.65,385.75
382,81.56,396.85,394.75,385.75
383,81.48,396.95,394.85,385.85
384,81.39,397.05,394.85,385.85
385,81.29,397.15,394.95,385.85
386,81.25,397.25,395.05,385.95
387,81.16,397.35,395.15,385.95
388,80.97,397.35,395.25,386.05
389,80.89,397.55,395.35,386.05
390,80.88,397.65,395.35,386.15
391,80.89,397.75,395.45,386.15
392,80.82,397.85,395.55,386.25
393,80.80,397.95,395.65,386.25
394,80.83,397.95,395.65,386.25
395,80.75,398.05,395.85,386.35
396,80.59,398.15,395.85,386.35
397,80.46,398.25,395.95,386.45
398,80.43,398.35,396.05,386.45
399,80.37,398.45,396.15,386.55
400,80.31,398.55,396.25,386.55
401,80.28,398.65,396.35,386.65
402,80.12,398.75,396.35,386.65
403,79.93,398.85,396.45,386.75
404,79.93,398.95,396.55,386.75
405,79.90,399.05,396.65,386.85
406,79.79,399.15,396.75,386.85
407,79.79,399.25,396.85,386.95
408,79.78,399.35,396.95,386.95
409,79.68,399.45,397.05,387.05
410,79.57,399.55,397.15,387.05
411,79.54,399.65,397.15,387.15
412,79.44,399.75,397.25,387.15
413,79.38,399.85,397.35,387.25
414,79.38,399.95,397.45,387.35
415,79.28,400.05,397.55,387.35
416,79.14,400.15,397.65,387.35
417,79.11,400.35,397.75,387.45
418,79.11,400.35,397.85,387.55
419,79.01,400.45,397.95,387.55
420,78.91,400.55,398.05,387.65
421,78.87,400.65,398.15,387.65
422,78.83,400.75,398.25,387.65
423,78.90,400.85,398.35,387.75
424,78.87,400.95,398.35,387.75
425,78.67,401.05,398.55,387.85
426,78.46,401.15,398.65,387.85
427,78.33,401.25,398.65,387.95
428,78.30,401.35,398.75,387.95
429,78.22,401.45,398.85,388.05
430,78.13,401.55,398.95,388.05
431,78.10,401.65,399.05,388.15
432,78.11,401.75,399.15,388.15
433,78.04,401.85,399.25,388.25
434,77.92,401.95,399.35,388.35
435,77.83,402.05,399.45,388.35
436,77.72,402.15,399.55,388.35
437,77.63,402.25,399.65,388.45
438,77.61,402.45,399.75,388.55
439,77.56,402.45,399.75,388.55
440,77.48,402.65,399.95,388.65
441,77.46,402.75,400.05,388.65
442,77.39,402.85,400.15,388.75
443,77.31,402.95,400.25,388.75
444,77.22,403.15,400.35,388.85
445,77.20,403.15,400.45,388.85
446,77.22,403.35,400.55,388.95
447,77.17,403.45,400.65,389.05
448,77.06,403.55,400.65,389.05
449,76.95,403.65,400.85,389.15
450,76.84,403.75,400.95,389.15
451,76.77,403.85,401.05,389.25
452,76.70,404.05,401.15,389.35
453,76.62,404.15,401.25,389.45
454,76.55,404.25,401.35,389.45
455,76.47,404.45,401.45,389.55
456,76.39,404.55,401.65,389.55
457,76.32,404.65,401.65,389.65
458,76.30,404.85,401.85,389.65
459,76.27,405.05,401.95,389.75
460,76.26,405.05,402.05,389.85
461,76.14,405.25,402.15,389.85
462,76.00,405.45,402.25,389.95
463,75.97,405.45,402.35,390.05
464,76.11,405.65,402.45,390.05
465,75.95,405.85,402.65,390.15
466,75.77,405.95,402.75,390.15
467,75.67,406.05,402.85,390.25
468,75.72,406.25,402.95,390.35
469,75.72,406.35,403.05,390.35
470,75.61,406.55,403.15,390.45
471,75.43,406.65,403.35,390.55
472,75.34,406.75,403.45,390.65
473,75.24,406.95,403.55,390.65
474,75.22,407.05,403.75,390.75
475,75.26,407.15,403.85,390.85
476,75.18,407.35,404.05,390.85
477,75.08,407.55,404.15,391.05
478,74.94,407.65,404.25,391.05
479,74.90,407.75,404.45,391.15
480,74.90,407.95,404.55,391.25
481,74.85,408.05,404.65,391.25
482,74.74,408.25,404.85,391.35
483,74.65,408.45,404.95,391.45
484,74.58,408.55,405.05,391.45
485,74.50,408.75,405.25,391.65
486,74.49,408.95,405.45,391.75
487,74.47,409.05,405.55,391.75
488,74.43,409.25,405.75,391.85
489,74.29,409.45,405.85,391.95
490,74.18,409.55,405.95,392.05
491,74.10,409.75,406.15,392.05
492,74.05,410.05,406.35,392.15
493,74.04,410.05,406.45,392.15
494,73.95,410.35,406.65,392.25
495,73.87,410.55,406.85,392.45
496,73.88,410.65,406.95,392.45
497,73.88,410.95,407.15,392.55
498,73.79,411.15,407.35,392.65
499,73.68,411.35,407.45,392.75
500,73.55,411.55,407.65,392.85
501,73.39,411.75,407.85,392.95
502,73.25,411.95,407.95,393.05
503,73.21,412.15,408.15,393.15
504,73.25,412.45,408.45,393.25
505,73.19,412.55,408.55,393.35
506,73.09,412.75,408.75,393.55
507,73.10,413.05,408.95,393.65
508,73.01,413.15,409.05,393.75
509,72.90,413.45,409.35,393.85
510,72.79,413.65,409.55,393.95
511,72.74,413.75,409.65,394.05
512,72.77,413.95,409.95,394.15
513,72.69,414.25,410.15,394.25
514,72.57,414.35,410.25,394.35
515,72.51,414.65,410.45,394.45
516,72.49,414.85,410.75,394.55
517,72.44,414.95,410.85,394.65
518,72.35,415.25,411.05,394.75
519,72.26,415.55,411.35,394.95
520,72.22,415.65,411.45,395.05
521,72.16,416.05,411.75,395.15
522,72.02,416.25,411.95,395.35
523,71.90,416.45,412.15,395.35
524,71.82,416.75,412.35,395.55
525,71.77,417.05,412.65,395.65
526,71.74,417.25,412.75,395.75
527,71.70,417.55,413.05,395.95
528,71.66,417.85,413.35,396.05
529,71.55,418.05,413.45,396.15
530,71.45,418.35,413.75,396.35
531,71.37,418.65,414.05,396.45
532,71.36,418.75,414.15,396.55
533,71.25,419.15,414.45,396.65
534,71.20,419.45,414.75,396.85
535,71.22,419.65,414.95,396.95
536,71.16,419.95,415.25,397.15
537,71.04,420.35,415.55,397.25
538,70.91,420.55,415.65,397.35
539,70.87,421.05,416.05,397.55
540,70.92,421.35,416.35,397.75
541,70.88,421.55,416.55,397.85
542,70.76,421.85,416.85,398.05
543,70.65,422.25,417.15,398.25
544,70.63,422.45,417.35,398.35
545,70.52,422.85,417.65,398.45
546,70.38,423.35,417.95,398.75
547,70.38,423.55,418.15,398.75
548,70.41,423.95,418.55,398.95
549,70.28,424.35,418.85,399.25
550,70.17,424.55,419.05,399.35
551,70.08,424.95,419.35,399.55
552,70.10,425.35,419.75,399.75
553,70.06,425.55,419.95,399.85
554,69.92,425.95,420.35,400.05
555,69.83,426.45,420.65,400.25
556,69.75,426.65,420.85,400.45
557,69.72,427.05,421.25,400.65
558,69.65,427.55,421.65,400.95
559,69.49,427.75,421.85,401.05
560,69.44,428.15,422.25,401.25
561,69.46,428.65,422.65,401.45
562,69.40,428.85,422.85,401.65
563,69.28,429.25,423.25,401.85
564,69.15,429.75,423.65,402.05
565,69.17,429.95,423.85,402.15
566,69.17,430.45,424.25,402.45
567,69.06,430.85,424.65,402.75
568,68.97,431.15,424.95,402.85
569,68.93,431.55,425.35,403.05
570,68.93,432.05,425.75,403.25
571,68.82,432.25,425.95,403.45
572,68.68,432.75,426.45,403.75
573,68.57,433.25,426.85,403.95
574,68.54,433.55,427.05,404.15
575,68.51,433.95,427.45,404.35
576,68.45,434.45,427.95,404.65
577,68.38,434.75,428.15,404.65
578,68.29,435.25,428.65,404.95
579,68.21,435.75,429.05,405.25
580,68.18,436.05,429.35,405.35
581,68.12,436.55,429.75,405.65
582,67.96,437.05,430.25,405.95
583,67.89,437.25,430.45,406.05
584,67.89,437.85,430.95,406.35
585,67.85,438.35,431.45,406.65
586,67.71,438.55,431.65,406.85
587,67.59,439.15,432.15,407.05
588,67.60,439.65,432.65,407.35
589,67.55,439.95,432.95,407.45
590,67.43,440.45,433.35,407.75
591,67.39,441.05,433.85,408.05
592,67.39,441.25,434.15,408.15
593,67.32,441.85,434.65,408.45
594,67.23,442.45,435.15,408.65
595,67.22,442.75,435.45,408.85
596,67.07,443.25,435.95,409.15
597,66.93,443.85,436.45,409.45
598,66.88,444.05,436.65,409.65
599,66.83,444.65,437.25,409.95
600,66.69,445.25,437.75,410.25
601,66.61,445.55,437.95,410.45
602,66.63,446.15,438.55,410.75
603,66.60,446.65,439.05,411.15
604,66.46,446.95,439.25,411.25
605,66.42,447.55,439.85,411.55
606,66.43,448.05,440.35,411.85
607,66.35,448.35,440.55,412.05
608,66.24,448.95,441.15,412.45
609,66.16,449.55,441.65,412.75
610,65.99,449.85,441.95,412.95
611,65.90,450.45,442.45,413.25
612,65.86,451.05,442.95,413.65
613,65.78,451.35,443.25,413.85
614,65.84,451.95,443.75,414.15
615,65.83,452.55,444.35,414.45
616,65.68,452.85,444.55,414.65
617,65.59,453.45,445.15,414.95
618,65.46,453.95,445.65,415.35
619,65.46,454.35,445.95,415.55
620,65.43,454.85,446.55,415.95
621,65.26,455.55,447.05,416.35
622,65.20,455.75,447.35,416.45
623,65.21,456.35,447.85,416.85
624,65.13,456.95,448.45,417.25
625,65.04,457.25,448.75,417.45
626,65.06,457.85,449.25,417.85
627,64.93,458.45,449.85,418.15
628,64.75,458.75,450.05,418.35
629,64.77,459.35,450.65,418.85
630,64.71,459.95,451.15,419.15
631,64.68,460.25,451.45,419.35
632,64.63,460.85,452.05,419.75
633,64.47,461.45,452.55,420.15
634,64.40,461.75,452.95,420.35
635,64.31,462.35,453.45,420.85
636,64.27,462.95,454.05,421.25
637,64.29,463.35,454.35,421.45
638,64.17,463.95,454.85,421.95
639,64.03,464.55,455.45,422.35
640,64.02,464.85,455.75,422.55
641,63.97,465.45,456.25,423.05
642,63.82,466.15,456.85,423.45
643,63.70,466.45,457.15,423.65
644,63.70,467.05,457.75,424.15
645,63.65,467.65,458.35,424.65
646,63.54,468.05,458.55,424.85
647,63.47,468.65,459.15,425.35
648,63.38,469.35,459.75,425.85
649,63.35,469.65,460.05,426.05
650,63.34,470.25,460.55,426.55
651,63.23,470.95,461.15,427.05
652,63.12,471.25,461.45,427.25
653,63.09,471.85,462.05,427.75
654,63.00,472.45,462.55,428.15
655,62.87,472.85,462.85,428.45
656,62.81,473.45,463.45,428.95
657,62.76,474.05,463.95,429.45
658,62.67,474.45,464.25,429.65
659,62.54,475.05,464.85,430.15
660,62.52,475.65,465.45,430.65
661,62.52,475.95,465.75,430.95
662,62.47,476.65,466.35,431.45
663,62.40,477.25,466.85,432.05
664,62.26,477.55,467.05,432.25
665,62.15,478.15,467.55,432.85
666,62.05,478.85,468.05,433.35
667,62.00,479.15,468.35,433.65
668,61.97,479.75,468.95,434.15
669,61.95,480.45,469.45,434.75
670,61.83,480.75,469.75,434.95
671,61.74,481.35,470.35,435.45
672,61.63,481.95,470.85,436.05
673,61.62,482.35,471.15,436.35
674,61.56,482.95,471.75,436.85
675,61.48,483.55,472.35,437.35
676,61.44,483.85,472.65,437.65
677,61.35,484.55,473.15,438.25
678,61.22,485.15,473.75,438.75
679,61.14,485.45,474.05,439.05
680,61.10,486.15,474.55,439.55
681,60.99,486.75,475.15,440.15
682,60.93,487.05,475.45,440.45
683,60.86,487.75,476.05,441.05
684,60.77,488.35,476.55,441.65
685,60.77,488.65,476.85,441.85
686,60.66,489.25,477.45,442.55
687,60.55,489.85,478.05,443.15
688,60.49,490.15,478.35,443.35
689,60.43,490.85,478.85,443.95
690,60.39,491.45,479.45,444.55
691,60.31,491.75,479.75,444.85
692,60.15,492.35,480.35,445.45
693,60.14,493.05,480.85,446.05
694,60.08,493.35,481.15,446.35
695,60.03,493.95,481.75,446.95
696,59.91,494.55,482.25,447.55
697,59.83,494.85,482.55,447.85
698,59.77,495.45,483.15,448.55
699,59.66,496.15,483.75,449.15
700,59.57,496.45,483.95,449.45
701,59.51,497.05,484.55,450.05
702,59.46,497.75,485.15,450.65
703,59.37,498.05,485.45,450.95
704,59.29,498.65,485.95,451.55
705,59.22,499.25,486.55,452.25
706,59.06,499.55,486.85,452.55
707,59.03,500.15,487.35,453.15
708,58.93,500.75,487.95,453.75
709,58.90,501.05,488.25,454.05
710,58.89,501.75,488.75,454.75
711,58.77,502.35,489.35,455.35
712,58.64,502.65,489.65,455.65
713,58.62,503.25,490.15,456.35
714,58.48,503.85,490.75,456.95
715,58.46,504.15,490.95,457.25
716,58.40,504.85,491.55,457.95
717,58.31,505.35,492.05,458.55
718,58.23,505.75,492.35,458.95
719,58.09,506.25,492.95,459.55
720,58.12,506.85,493.45,460.15
721,58.04,507.15,493.75,460.55
722,57.88,507.75,494.35,461.15
723,57.80,508.35,494.85,461.85
724,57.75,508.65,495.15,462.15
725,57.63,509.25,495.65,462.85
726,57.51,509.75,496.25,463.55
727,57.47,510.05,496.55,463.85
728,57.37,510.65,497.05,464.55
729,57.33,511.15,497.65,465.25
730,57.24,511.45,497.95,465.55
731,57.18,512.05,498.45,466.15
732,57.14,512.55,498.95,466.85
733,56.99,512.85,499.25,467.15
734,56.83,513.35,499.75,467.85
735,56.69,513.95,500.35,468.55
736,56.76,514.25,500.65,468.95
737,56.74,514.75,501.15,469.55
738,56.60,515.35,501.65,470.25
739,56.55,515.55,501.95,470.55
740,56.41,516.05,502.55,471.25
741,56.32,516.55,503.05,471.95
742,56.25,516.85,503.25,472.35
743,56.19,517.35,503.85,473.05
744,56.09,517.95,504.35,473.65
745,56.02,518.15,504.65,474.05
746,55.97,518.75,505.15,474.75
747,55.83,519.25,505.75,475.45
748,55.79,519.45,505.95,475.75
749,55.71,520.05,506.55,476.45
750,55.61,520.45,507.05,477.15
751,55.63,520.75,507.35,477.45
752,55.50,521.25,507.85,478.05
753,55.35,521.85,508.35,478.75
754,55.33,522.05,508.65,479.05
755,55.24,522.55,509.15,479.75
756,55.11,523.05,509.65,480.45
757,55.10,523.35,509.95,480.75
758,54.95,523.85,510.45,481.45
759,54.86,524.35,510.95,482.15
760,54.82,524.55,511.25,482.45
761,54.74,525.05,511.75,483.15
762,54.69,525.55,512.25,483.75
763,54.59,525.85,512.55,484.05
764,54.47,526.35,513.05,484.75
765,54.41,526.85,513.55,485.45
766,54.31,527.05,513.85,485.75
767,54.29,527.55,514.35,486.35
768,54.18,528.05,514.85,487.05
769,54.07,528.35,515.15,487.35
770,53.94,528.85,515.65,488.05
771,53.93,529.35,516.15,488.65
772,53.82,529.55,516.45,488.95
