Time (s),Mass (g),TC back 1 (K),TC back 2 (K),TC back 3 (K)
62,103.98,321.55,312.15,318.05
63,103.88,321.85,312.35,318.35
64,103.80,322.15,312.45,318.65
65,103.70,322.35,312.55,318.75
66,103.63,322.65,312.75,319.05
67,103.53,322.95,312.85,319.35
68,103.44,323.05,312.95,319.45
69,103.36,323.35,313.15,319.75
70,103.27,323.65,313.35,320.05
71,103.18,323.75,313.35,320.15
72,103.09,324.05,313.55,320.45
73,102.99,324.35,313.75,320.75
74,102.90,324.55,313.85,320.85
75,102.82,324.85,313.95,321.15
76,102.74,325.15,314.15,321.45
77,102.66,325.25,314.25,321.65
78,102.58,325.55,314.45,321.85
79,102.50,325.85,314.55,322.15
80,102.42,325.95,314.65,322.35
81,102.34,326.25,314.85,322.55
82,102.26,326.55,315.05,322.85
83,102.16,326.75,315.15,322.95
84,102.08,327.05,315.25,323.35
85,102.00,327.35,315.45,323.55
86,101.93,327.45,315.55,323.75
87,101.83,327.75,315.75,323.95
88,101.75,328.05,315.85,324.25
89,101.68,328.25,315.95,324.45
90,101.61,328.55,316.15,324.65
91,101.53,328.85,316.35,324.95
92,101.46,328.95,316.45,325.15
93,101.37,329.25,316.65,325.45
94,101.28,329.55,316.75,325.65
95,101.21,329.75,316.85,325.85
96,101.14,330.05,317.05,326.15
97,101.06,330.25,317.25,326.45
98,100.99,330.45,317.35,326.55
99,100.91,330.75,317.45,326.85
100,100.83,331.05,317.65,327.15
101,100.75,331.15,317.75,327.25
102,100.66,331.45,317.95,327.55
103,100.58,331.75,318.05,327.85
104,100.51,331.95,318.15,327.95
105,100.43,332.25,318.35,328.25
106,100.36,332.55,318.55,328.55
107,100.28,332.65,318.65,328.65
108,100.21,332.95,318.85,328.95
109,100.13,333.25,318.95,329.25
110,100.06,333.45,319.05,329.45
111,100.00,333.75,319.35,329.65
112,99.93,334.05,319.45,329.95
113,99.85,334.15,319.55,330.15
114,99.77,334.45,319.75,330.45
115,99.70,334.75,319.95,330.75
116,99.62,334.85,320.05,330.85
117,99.55,335.15,320.25,331.15
118,99.48,335.45,320.45,331.45
119,99.40,335.65,320.55,331.55
120,99.33,335.95,320.65,331.85
121,99.26,336.25,320.85,332.15
122,99.18,336.35,320.95,332.35
123,99.11,336.75,321.15,332.65
124,99.04,337.05,321.35,332.95
125,98.97,337.15,321.45,333.05
126,98.90,337.45,321.65,333.35
127,98.82,337.75,321.85,333.65
128,98.75,337.95,321.95,333.75
129,98.68,338.25,322.05,334.05
130,98.61,338.55,322.25,334.35
131,98.54,338.65,322.45,334.55
132,98.45,338.95,322.55,334.85
133,98.39,339.25,322.75,335.15
134,98.31,339.45,322.85,335.35
135,98.24,339.75,323.05,335.55
136,98.18,340.05,323.25,335.85
137,98.12,340.15,323.35,336.05
138,98.04,340.45,323.55,336.35
139,97.96,340.75,323.75,336.65
140,97.89,340.95,323.85,336.75
141,97.82,341.25,324.05,337.15
142,97.75,341.65,324.25,337.45
143,97.69,341.75,324.35,337.55
144,97.62,342.05,324.55,337.85
145,97.54,342.45,324.75,338.15
146,97.47,342.55,324.95,338.35
147,97.38,342.85,325.15,338.65
148,97.33,343.25,325.35,338.95
149,97.27,343.35,325.45,339.05
150,97.19,343.65,325.65,339.45
151,97.13,344.05,325.85,339.75
152,97.07,344.15,325.95,339.85
153,96.99,344.55,326.15,340.15
154,96.90,344.85,326.35,340.55
155,96.84,344.95,326.45,340.65
156,96.77,345.25,326.65,340.95
157,96.70,345.65,326.85,341.35
158,96.63,345.75,326.95,341.45
159,96.56,346.05,327.15,341.85
160,96.49,346.45,327.45,342.15
161,96.43,346.55,327.55,342.25
162,96.37,346.85,327.75,342.65
163,96.29,347.25,327.95,342.95
164,96.22,347.35,328.05,343.05
165,96.15,347.75,328.25,343.35
166,96.08,348.05,328.45,343.75
167,96.02,348.25,328.65,343.85
168,95.95,348.55,328.85,344.15
169,95.89,348.85,329.05,344.55
170,95.82,349.05,329.15,344.75
171,95.76,349.35,329.35,345.05
172,95.69,349.75,329.65,345.35
173,95.60,349.85,329.75,345.45
174,95.55,350.25,329.95,345.85
175,95.48,350.55,330.15,346.15
176,95.41,350.65,330.25,346.35
177,95.34,351.05,330.45,346.65
178,95.26,351.35,330.75,346.95
179,95.20,351.55,330.85,347.15
180,95.13,351.95,331.05,347.45
181,95.06,352.25,331.35,347.75
182,94.99,352.45,331.45,347.95
183,94.93,352.75,331.65,348.25
184,94.87,353.15,331.85,348.65
185,94.79,353.35,332.05,348.75
186,94.73,353.65,332.25,349.15
187,94.67,354.05,332.45,349.45
188,94.59,354.25,332.65,349.65
189,94.52,354.55,332.85,349.95
190,94.46,354.85,333.05,350.25
191,94.39,355.05,333.15,350.45
192,94.32,355.45,333.45,350.75
193,94.26,355.75,333.65,351.15
194,94.20,355.95,333.75,351.35
195,94.14,356.35,334.05,351.65
196,94.06,356.65,334.25,352.05
197,93.99,356.85,334.35,352.15
198,93.92,357.15,334.65,352.55
199,93.85,357.55,334.85,352.95
200,93.78,357.75,335.05,353.15
201,93.72,358.05,335.25,353.45
202,93.66,358.45,335.45,353.85
203,93.59,358.65,335.65,353.95
204,93.52,358.95,335.85,354.35
205,93.45,359.35,336.15,354.75
206,93.40,359.45,336.25,354.95
207,93.33,359.85,336.55,355.25
208,93.26,360.25,336.75,355.65
209,93.19,360.45,336.85,355.85
210,93.13,360.75,337.15,356.25
211,93.07,361.05,337.45,356.55
212,93.00,361.25,337.55,356.75
213,92.93,361.65,337.75,357.15
214,92.86,361.95,338.05,357.55
215,92.79,362.15,338.15,357.65
216,92.73,362.45,338.45,358.05
217,92.67,362.85,338.75,358.45
218,92.60,362.95,338.85,358.65
219,92.53,363.35,339.05,358.95
220,92.45,363.65,339.35,359.35
221,92.39,363.85,339.45,359.55
222,92.33,364.15,339.75,359.95
223,92.28,364.55,340.05,360.25
224,92.22,364.65,340.15,360.45
225,92.14,365.05,340.45,360.85
226,92.08,365.35,340.65,361.25
227,92.01,365.55,340.75,361.35
228,91.96,365.85,341.05,361.75
229,91.89,366.25,341.35,362.15
230,91.83,366.45,341.45,362.35
231,91.75,366.75,341.75,362.65
232,91.69,367.05,342.05,363.05
233,91.63,367.25,342.15,363.25
234,91.57,367.55,342.45,363.65
235,91.50,367.85,342.75,363.95
236,91.43,368.05,342.85,364.15
237,91.37,368.45,343.15,364.55
238,91.30,368.75,343.45,364.95
239,91.24,368.85,343.55,365.05
240,91.17,369.25,343.85,365.45
241,91.10,369.55,344.15,365.85
242,91.05,369.65,344.25,365.95
243,90.99,369.95,344.55,366.35
244,90.93,370.25,344.85,366.65
245,90.87,370.45,344.95,366.85
246,90.80,370.75,345.25,367.25
247,90.74,371.05,345.55,367.55
248,90.67,371.25,345.65,367.75
249,90.60,371.55,345.95,368.15
250,90.53,371.85,346.25,368.45
251,90.47,371.95,346.45,368.65
252,90.41,372.25,346.75,369.05
253,90.35,372.55,346.95,369.35
254,90.29,372.65,347.15,369.55
255,90.22,372.95,347.45,369.85
256,90.16,373.25,347.75,370.15
257,90.09,373.35,347.85,370.35
258,90.03,373.65,348.15,370.65
259,89.97,373.95,348.45,371.05
260,89.90,374.05,348.65,371.15
261,89.85,374.35,348.85,371.55
262,89.79,374.65,349.15,371.85
263,89.72,374.75,349.35,371.95
264,89.66,375.05,349.65,372.35
265,89.60,375.35,349.95,372.65
266,89.53,375.45,350.15,372.75
267,89.47,375.75,350.45,373.15
268,89.40,375.95,350.75,373.45
269,89.33,376.05,350.85,373.55
270,89.27,376.35,351.15,373.85
271,89.21,376.55,351.45,374.15
272,89.15,376.75,351.65,374.35
273,89.09,376.95,351.95,374.65
274,89.03,377.25,352.25,374.95
275,88.97,377.35,352.45,375.05
276,88.90,377.55,352.75,375.35
277,88.84,377.85,353.05,375.65
278,88.77,377.95,353.25,375.75
279,88.71,378.15,353.55,376.05
280,88.65,378.35,353.85,376.35
281,88.60,378.55,354.05,376.55
282,88.54,378.75,354.35,376.75
283,88.47,379.05,354.65,377.05
284,88.39,379.15,354.85,377.15
285,88.33,379.35,355.25,377.45
286,88.27,379.55,355.55,377.65
287,88.22,379.75,355.75,377.85
288,88.15,379.95,356.05,378.05
289,88.08,380.15,356.35,378.35
290,88.02,380.25,356.55,378.45
291,87.96,380.55,356.85,378.75
292,87.90,380.75,357.15,378.95
293,87.83,380.85,357.35,379.15
294,87.77,381.05,357.65,379.35
295,87.72,381.35,358.05,379.65
296,87.66,381.45,358.15,379.75
297,87.58,381.65,358.55,379.95
298,87.54,381.85,358.85,380.15
299,87.48,381.95,359.05,380.35
300,87.43,382.15,359.45,380.55
301,87.35,382.45,359.75,380.85
302,87.28,382.55,359.95,380.85
303,87.20,382.75,360.25,381.15
304,87.14,382.95,360.65,381.35
305,87.09,383.05,360.75,381.45
306,87.05,383.25,361.15,381.65
307,86.98,383.45,361.45,381.85
308,86.89,383.55,361.65,381.95
309,86.82,383.75,361.95,382.15
310,86.77,383.95,362.35,382.45
311,86.72,384.05,362.55,382.55
312,86.65,384.25,362.85,382.75
313,86.59,384.45,363.25,382.95
314,86.53,384.55,363.35,383.05
315,86.46,384.75,363.75,383.25
316,86.39,384.95,364.15,383.45
317,86.34,385.05,364.35,383.45
318,86.29,385.25,364.65,383.65
319,86.24,385.45,365.05,383.85
320,86.17,385.55,365.25,383.95
321,86.10,385.75,365.55,384.15
322,86.05,385.95,365.95,384.35
323,85.98,386.05,366.15,384.35
324,85.93,386.25,366.55,384.55
325,85.86,386.45,366.95,384.75
326,85.79,386.55,367.15,384.85
327,85.73,386.75,367.45,384.95
328,85.66,386.85,367.95,385.15
329,85.61,386.95,368.15,385.25
330,85.55,387.15,368.55,385.35
331,85.48,387.35,369.05,385.55
332,85.42,387.45,369.25,385.65
333,85.36,387.65,369.65,385.85
334,85.30,387.85,370.05,386.05
335,85.22,387.85,370.35,386.05
336,85.16,388.05,370.85,386.25
337,85.10,388.25,371.25,386.35
338,85.04,388.35,371.55,386.45
339,84.99,388.55,372.15,386.65
340,84.92,388.75,372.65,386.75
341,84.87,388.75,372.85,386.85
342,84.81,388.95,373.25,386.95
343,84.75,389.15,373.65,387.15
344,84.69,389.25,373.95,387.25
345,84.61,389.45,374.35,387.35
346,84.55,389.55,374.75,387.55
347,84.49,389.65,374.95,387.55
348,84.43,389.85,375.35,387.75
349,84.36,390.05,375.75,387.85
350,84.29,390.15,375.85,387.95
351,84.24,390.25,376.25,388.15
352,84.18,390.45,376.55,388.25
353,84.12,390.55,376.75,388.35
354,84.05,390.75,377.05,388.55
355,83.97,390.95,377.35,388.65
356,83.92,391.05,377.45,388.75
357,83.87,391.15,377.75,388.95
358,83.81,391.35,378.05,389.05
359,83.76,391.45,378.15,389.15
360,83.70,391.65,378.45,389.35
361,83.63,391.75,378.65,389.45
362,83.57,391.85,378.75,389.55
363,83.51,392.05,379.05,389.65
364,83.44,392.15,379.25,389.85
365,83.39,392.25,379.35,389.85
366,83.33,392.45,379.55,390.05
367,83.26,392.65,379.75,390.25
368,83.19,392.75,379.85,390.25
369,83.14,392.85,379.95,390.45
370,83.08,393.05,380.15,390.55
371,83.02,393.15,380.25,390.65
372,82.95,393.25,380.35,390.75
373,82.89,393.45,380.55,390.95
374,82.83,393.55,380.65,391.05
375,82.77,393.75,380.75,391.15
376,82.70,393.85,380.85,391.35
377,82.64,393.95,380.95,391.35
378,82.58,394.15,381.15,391.55
379,82.52,394.35,381.25,391.75
380,82.46,394.45,381.35,391.85
381,82.40,394.55,381.45,391.95
382,82.33,394.75,381.65,392.05
383,82.27,394.85,381.65,392.15
384,82.21,395.05,381.75,392.35
385,82.16,395.15,381.95,392.45
386,82.09,395.25,381.95,392.55
387,82.03,395.45,382.05,392.75
388,81.97,395.55,382.25,392.85
389,81.91,395.65,382.25,392.95
390,81.85,395.85,382.45,393.15
391,81.80,396.05,382.55,393.25
392,81.72,396.15,382.55,393.35
393,81.67,396.25,382.75,393.55
394,81.61,396.45,382.85,393.65
395,81.54,396.55,382.95,393.75
396,81.47,396.65,383.05,393.85
397,81.41,396.85,383.15,394.05
398,81.36,396.95,383.25,394.15
399,81.30,397.15,383.35,394.25
400,81.23,397.25,383.55,394.45
401,81.17,397.35,383.55,394.55
402,81.11,397.55,383.75,394.65
403,81.05,397.75,383.85,394.85
404,80.98,397.85,383.95,394.95
405,80.93,398.05,384.05,395.05
406,80.86,398.25,384.15,395.25
407,80.80,398.35,384.25,395.35
408,80.74,398.55,384.35,395.45
409,80.67,398.75,384.45,395.65
410,80.62,398.75,384.55,395.75
411,80.56,398.95,384.65,395.95
412,80.51,399.15,384.85,396.05
413,80.44,399.25,384.85,396.15
414,80.37,399.35,385.05,396.35
415,80.32,399.55,385.15,396.45
416,80.26,399.65,385.25,396.55
417,80.19,399.85,385.35,396.75
418,80.12,400.05,385.55,396.85
419,80.06,400.15,385.55,396.95
420,80.00,400.35,385.75,397.15
421,79.94,400.45,385.85,397.25
422,79.87,400.55,385.95,397.35
423,79.80,400.75,386.05,397.55
424,79.76,400.95,386.15,397.65
425,79.71,401.05,386.25,397.75
426,79.65,401.25,386.35,397.95
427,79.58,401.35,386.55,398.05
428,79.52,401.45,386.65,398.15
429,79.47,401.65,386.75,398.35
430,79.40,401.85,386.85,398.55
431,79.33,401.95,386.95,398.65
432,79.28,402.15,387.15,398.75
433,79.22,402.25,387.25,398.95
434,79.15,402.35,387.35,399.05
435,79.09,402.55,387.45,399.15
436,79.04,402.75,387.65,399.35
437,78.98,402.85,387.65,399.45
438,78.90,403.05,387.85,399.65
439,78.86,403.25,387.95,399.75
440,78.81,403.35,388.05,399.85
441,78.75,403.55,388.15,400.05
442,78.68,403.75,388.35,400.15
443,78.61,403.75,388.45,400.25
444,78.54,403.95,388.55,400.45
445,78.48,404.15,388.65,400.55
446,78.44,404.25,388.75,400.65
447,78.37,404.45,388.95,400.85
448,78.32,404.65,389.05,401.05
449,78.24,404.75,389.15,401.15
450,78.18,404.95,389.35,401.25
451,78.13,405.15,389.45,401.45
452,78.07,405.25,389.55,401.45
453,78.01,405.45,389.65,401.65
454,77.95,405.65,389.85,401.85
455,77.89,405.75,389.85,401.95
456,77.83,405.95,390.05,402.15
457,77.77,406.15,390.25,402.25
458,77.72,406.25,390.25,402.35
459,77.65,406.45,390.45,402.55
460,77.59,406.55,390.55,402.75
461,77.54,406.65,390.65,402.85
462,77.46,406.95,390.75,402.95
463,77.41,407.15,390.95,403.15
464,77.35,407.25,391.05,403.25
465,77.28,407.45,391.15,403.45
466,77.22,407.65,391.25,403.65
467,77.17,407.75,391.35,403.75
468,77.11,407.95,391.55,403.85
469,77.05,408.15,391.65,404.05
470,76.99,408.25,391.75,404.15
471,76.93,408.45,391.95,404.35
472,76.88,408.65,392.05,404.45
473,76.82,408.75,392.15,404.55
474,76.75,408.95,392.25,404.75
475,76.68,409.15,392.35,404.95
476,76.62,409.15,392.45,405.05
477,76.56,409.45,392.65,405.15
478,76.50,409.65,392.75,405.35
479,76.44,409.75,392.85,405.45
480,76.37,409.95,392.95,405.55
481,76.32,410.15,393.15,405.75
482,76.26,410.25,393.15,405.85
483,76.21,410.35,393.35,406.05
484,76.15,410.55,393.45,406.25
485,76.09,410.65,393.55,406.35
486,76.03,410.95,393.75,406.45
487,75.96,411.05,393.85,406.65
488,75.89,411.15,393.95,406.75
489,75.84,411.35,394.05,406.95
490,75.79,411.55,394.25,407.15
491,75.73,411.65,394.25,407.25
492,75.68,411.85,394.45,407.35
493,75.62,412.05,394.55,407.55
494,75.54,412.15,394.65,407.65
495,75.48,412.35,394.75,407.85
496,75.42,412.55,394.85,408.05
497,75.36,412.65,394.95,408.15
498,75.29,412.85,395.15,408.25
499,75.22,413.05,395.25,408.45
500,75.16,413.15,395.35,408.55
501,75.11,413.35,395.45,408.75
502,75.05,413.55,395.65,408.95
503,74.99,413.65,395.65,408.95
504,74.92,413.85,395.85,409.15
505,74.87,414.05,395.95,409.35
506,74.82,414.15,396.05,409.45
507,74.74,414.35,396.15,409.55
508,74.68,414.55,396.35,409.75
509,74.63,414.65,396.35,409.85
510,74.57,414.85,396.55,410.05
511,74.51,415.05,396.65,410.25
512,74.45,415.15,396.75,410.25
513,74.39,415.35,396.85,410.45
514,74.33,415.55,397.05,410.65
515,74.27,415.65,397.15,410.75
516,74.20,415.85,397.25,410.85
517,74.16,416.05,397.35,411.05
518,74.11,416.15,397.45,411.15
519,74.05,416.35,397.55,411.35
520,73.98,416.55,397.75,411.45
521,73.92,416.65,397.85,411.55
522,73.86,416.95,397.95,411.75
523,73.80,417.15,398.05,411.95
524,73.74,417.25,398.15,412.05
525,73.68,417.45,398.35,412.15
526,73.63,417.65,398.45,412.35
527,73.57,417.75,398.55,412.45
528,73.51,417.95,398.65,412.65
529,73.44,418.15,398.85,412.75
530,73.38,418.25,398.85,412.85
531,73.33,418.45,399.05,413.05
532,73.26,418.65,399.15,413.25
533,73.20,418.85,399.25,413.35
534,73.14,419.05,399.45,413.55
535,73.09,419.25,399.55,413.65
536,73.03,419.35,399.65,413.75
537,72.97,419.55,399.75,413.95
538,72.91,419.75,399.85,414.15
539,72.86,419.85,399.95,414.25
540,72.79,420.05,400.15,414.45
541,72.73,420.25,400.25,414.55
542,72.67,420.35,400.35,414.65
543,72.61,420.55,400.45,414.85
544,72.55,420.85,400.65,415.05
545,72.49,420.95,400.75,415.15
546,72.42,421.15,400.85,415.25
547,72.37,421.35,401.05,415.45
548,72.31,421.45,401.05,415.55
549,72.25,421.65,401.25,415.75
550,72.19,421.95,401.35,415.95
551,72.13,422.05,401.45,416.05
552,72.07,422.25,401.55,416.15
553,72.02,422.55,401.75,416.35
554,71.96,422.65,401.85,416.45
555,71.90,422.85,401.95,416.55
556,71.84,423.05,402.05,416.75
557,71.78,423.15,402.15,416.85
558,71.72,423.45,402.25,417.05
559,71.65,423.65,402.45,417.25
560,71.59,423.75,402.55,417.35
561,71.53,423.95,402.65,417.45
562,71.48,424.15,402.85,417.65
563,71.41,424.35,402.85,417.75
564,71.34,424.55,403.05,417.95
565,71.29,424.75,403.15,418.15
566,71.23,424.85,403.25,418.25
567,71.17,425.05,403.35,418.45
568,71.12,425.25,403.55,418.55
569,71.06,425.45,403.65,418.65
570,71.00,425.65,403.75,418.85
571,70.94,425.85,403.95,419.05
572,70.87,425.95,403.95,419.15
573,70.81,426.25,404.15,419.25
574,70.76,426.45,404.25,419.45
575,70.70,426.55,404.35,419.55
576,70.63,426.85,404.55,419.75
577,70.58,427.05,404.65,419.95
578,70.52,427.15,404.75,420.05
579,70.45,427.35,404.85,420.25
580,70.40,427.55,405.05,420.45
581,70.34,427.75,405.05,420.55
582,70.28,427.95,405.25,420.75
583,70.22,428.25,405.45,420.95
584,70.16,428.35,405.45,421.05
585,70.09,428.55,405.65,421.25
586,70.04,428.75,405.75,421.45
587,69.98,428.85,405.85,421.55
588,69.93,429.15,405.95,421.75
589,69.87,429.35,406.15,421.95
590,69.80,429.45,406.25,421.95
591,69.73,429.65,406.35,422.15
592,69.67,429.95,406.55,422.45
593,69.62,430.05,406.55,422.55
594,69.57,430.25,406.75,422.65
595,69.51,430.45,406.85,422.85
596,69.44,430.65,406.95,423.05
597,69.38,430.85,407.15,423.25
598,69.34,431.05,407.25,423.35
599,69.28,431.15,407.35,423.45
600,69.21,431.45,407.45,423.65
601,69.14,431.65,407.65,423.85
602,69.08,431.85,407.75,423.95
603,69.03,432.05,407.85,424.15
604,68.97,432.25,408.05,424.35
605,68.91,432.45,408.15,424.45
606,68.86,432.65,408.25,424.65
607,68.80,432.85,408.45,424.85
608,68.74,433.05,408.45,424.95
609,68.67,433.35,408.65,425.15
610,68.61,433.65,408.85,425.35
611,68.56,433.75,408.85,425.45
612,68.50,434.05,409.05,425.65
613,68.43,434.25,409.25,425.85
614,68.37,434.35,409.25,425.95
615,68.31,434.65,409.45,426.15
616,68.26,434.95,409.55,426.35
617,68.20,435.05,409.65,426.45
618,68.14,435.25,409.85,426.65
619,68.07,435.55,409.95,426.85
620,68.01,435.65,410.05,426.95
621,67.95,435.95,410.25,427.15
622,67.89,436.25,410.35,427.35
623,67.82,436.35,410.45,427.55
624,67.76,436.55,410.55,427.75
625,67.70,436.85,410.75,427.95
626,67.63,436.95,410.85,428.05
627,67.57,437.25,410.95,428.25
628,67.51,437.45,411.15,428.45
629,67.45,437.65,411.25,428.55
630,67.39,437.85,411.45,428.75
631,67.33,438.25,411.55,428.95
632,67.27,438.35,411.65,429.05
633,67.20,438.65,411.75,429.25
634,67.14,438.85,411.95,429.55
635,67.09,439.05,412.05,429.65
636,67.03,439.25,412.15,429.85
637,66.96,439.55,412.35,430.05
638,66.90,439.75,412.45,430.15
639,66.84,440.05,412.65,430.35
640,66.77,440.25,412.75,430.65
641,66.71,440.45,412.85,430.75
642,66.65,440.75,412.95,430.95
643,66.60,441.05,413.15,431.15
644,66.53,441.15,413.25,431.25
645,66.47,441.45,413.45,431.55
646,66.41,441.75,413.55,431.75
647,66.36,441.85,413.65,431.85
648,66.29,442.15,413.85,432.05
649,66.22,442.45,413.95,432.25
650,66.17,442.55,414.05,432.35
651,66.11,442.85,414.25,432.55
652,66.05,443.15,414.45,432.85
653,65.98,443.25,414.55,432.95
654,65.92,443.65,414.65,433.15
655,65.87,443.95,414.85,433.35
656,65.80,444.05,414.95,433.45
657,65.73,444.35,415.15,433.75
658,65.66,444.65,415.25,433.95
659,65.60,444.75,415.35,434.05
660,65.54,445.05,415.55,434.25
661,65.47,445.35,415.65,434.55
662,65.41,445.55,415.75,434.65
663,65.35,445.85,415.95,434.85
664,65.29,446.15,416.15,435.15
665,65.23,446.35,416.15,435.25
666,65.17,446.55,416.35,435.45
667,65.11,446.85,416.55,435.75
668,65.04,447.05,416.65,435.85
669,64.96,447.35,416.85,436.05
670,64.91,447.75,417.05,436.35
671,64.85,447.85,417.15,436.45
672,64.79,448.15,417.25,436.65
673,64.74,448.45,417.45,436.95
674,64.67,448.65,417.55,437.05
675,64.61,448.95,417.75,437.25
676,64.54,449.25,417.95,437.55
677,64.48,449.45,418.05,437.65
678,64.41,449.75,418.25,437.85
679,64.34,450.15,418.45,438.15
680,64.28,450.25,418.45,438.25
681,64.21,450.65,418.65,438.45
682,64.15,450.95,418.85,438.65
683,64.10,451.15,418.95,438.85
684,64.03,451.45,419.15,439.05
685,63.97,451.85,419.35,439.35
686,63.91,451.95,419.45,439.45
687,63.85,452.35,419.65,439.65
688,63.78,452.65,419.85,439.95
689,63.72,452.85,419.95,440.05
690,63.65,453.15,420.15,440.25
691,63.58,453.45,420.35,440.55
692,63.51,453.65,420.35,440.65
693,63.45,454.05,420.65,440.95
694,63.38,454.35,420.85,441.15
695,63.31,454.55,420.95,441.35
696,63.25,454.95,421.15,441.55
697,63.19,455.25,421.35,441.85
698,63.12,455.45,421.45,441.95
699,63.05,455.85,421.65,442.25
700,62.99,456.15,421.85,442.55
701,62.92,456.35,421.95,442.65
702,62.86,456.75,422.15,442.95
703,62.80,457.05,422.35,443.15
704,62.73,457.25,422.45,443.35
705,62.66,457.65,422.65,443.65
706,62.59,457.95,422.95,443.95
707,62.53,458.15,423.05,444.05
708,62.48,458.55,423.25,444.35
709,62.41,458.95,423.45,444.55
710,62.33,459.05,423.55,444.75
711,62.27,459.45,423.75,445.05
712,62.21,459.85,424.05,445.35
713,62.15,460.05,424.15,445.45
714,62.08,460.35,424.35,445.75
715,62.00,460.75,424.55,446.05
716,61.94,460.95,424.65,446.15
717,61.87,461.35,424.85,446.45
718,61.81,461.65,425.15,446.75
719,61.74,461.85,425.25,446.85
720,61.67,462.25,425.45,447.15
721,61.61,462.65,425.65,447.45
722,61.53,462.85,425.75,447.65
723,61.47,463.15,426.05,447.85
724,61.40,463.55,426.25,448.15
725,61.34,463.75,426.35,448.35
726,61.27,464.15,426.55,448.65
727,61.21,464.55,426.85,448.95
728,61.15,464.75,426.95,449.05
729,61.08,465.15,427.15,449.35
730,61.01,465.55,427.35,449.65
731,60.95,465.75,427.55,449.85
732,60.88,466.15,427.75,450.05
733,60.82,466.55,427.95,450.45
734,60.75,466.75,428.05,450.55
735,60.67,467.15,428.35,450.85
736,60.60,467.55,428.55,451.15
737,60.54,467.85,428.75,451.35
738,60.47,468.25,428.95,451.65
739,60.41,468.55,429.15,451.95
740,60.35,468.75,429.35,452.15
741,60.28,469.15,429.55,452.45
742,60.21,469.55,429.75,452.75
743,60.15,469.85,429.85,452.95
744,60.07,470.25,430.15,453.25
745,60.00,470.65,430.35,453.55
746,59.94,470.85,430.55,453.75
747,59.88,471.25,430.75,454.05
748,59.80,471.65,431.05,454.35
749,59.73,471.85,431.15,454.55
750,59.67,472.25,431.35,454.85
751,59.60,472.75,431.65,455.25
752,59.53,472.95,431.75,455.35
753,59.46,473.35,432.05,455.75
754,59.40,473.75,432.25,456.05
755,59.35,473.95,432.35,456.25
756,59.27,474.45,432.65,456.55
757,59.24,474.85,432.95,456.85
758,59.16,475.05,433.05,457.05
759,59.07,475.55,433.25,457.35
760,58.99,475.95,433.55,457.75
761,58.93,476.15,433.75,457.95
762,58.86,476.55,433.95,458.25
763,58.79,477.05,434.25,458.55
764,58.72,477.25,434.35,458.75
765,58.65,477.65,434.65,459.15
766,58.61,478.15,434.95,459.45
767,58.54,478.35,435.05,459.65
768,58.46,478.85,435.35,460.05
769,58.39,479.25,435.65,460.35
770,58.32,479.45,435.75,460.55
771,58.27,479.85,436.05,460.85
772,58.19,480.35,436.35,461.25
