Time (s),Mass (g),TC back 1 (K),TC back 2 (K),TC back 3 (K)
191,87.04,313.65,311.25,328.25
192,87.02,313.75,311.45,328.45
193,86.93,313.85,311.45,328.55
194,86.93,314.05,311.55,328.85
195,86.94,314.25,311.75,329.05
196,86.89,314.35,311.85,329.15
197,86.91,314.55,311.95,329.45
198,86.78,314.65,312.15,329.65
199,86.81,314.75,312.25,329.75
200,86.83,314.95,312.35,330.05
201,86.81,315.15,312.55,330.25
202,86.74,315.25,312.55,330.35
203,86.58,315.35,312.75,330.65
204,86.72,315.55,312.95,330.85
205,86.61,315.65,313.05,330.95
206,86.61,315.85,313.15,331.25
207,86.65,316.05,313.35,331.45
208,86.58,316.15,313.35,331.55
209,86.51,316.25,313.55,331.75
210,86.50,316.45,313.75,332.05
211,86.50,316.55,313.75,332.15
212,86.50,316.75,313.95,332.35
213,86.49,316.95,314.15,332.65
214,86.46,317.05,314.25,332.75
215,86.42,317.25,314.35,333.05
216,86.34,317.45,314.55,333.25
217,86.37,317.55,314.65,333.35
218,86.25,317.75,314.85,333.55
219,86.21,317.95,314.95,333.85
220,86.24,318.05,315.05,333.95
221,86.20,318.25,315.25,334.15
222,86.17,318.45,315.45,334.45
223,86.17,318.55,315.55,334.55
224,86.13,318.75,315.75,334.85
225,86.17,318.85,315.85,335.05
226,86.15,319.05,315.95,335.25
227,86.11,319.25,316.15,335.45
228,86.09,319.45,316.35,335.65
229,86.06,319.55,316.35,335.75
230,86.04,319.75,316.55,336.05
231,86.00,319.95,316.75,336.25
232,86.01,320.05,316.85,336.45
233,85.98,320.25,317.05,336.65
234,85.86,320.45,317.15,336.85
235,85.77,320.55,317.25,336.95
236,85.74,320.75,317.45,337.25
237,85.81,320.95,317.65,337.45
238,85.74,321.05,317.75,337.65
239,85.72,321.25,317.95,337.85
240,85.76,321.45,318.05,338.05
241,85.68,321.55,318.15,338.25
242,85.72,321.75,318.35,338.45
243,85.62,321.95,318.55,338.75
244,85.59,322.15,318.65,338.85
245,85.69,322.35,318.85,339.05
246,85.58,322.55,318.95,339.35
247,85.52,322.65,319.15,339.45
248,85.54,322.85,319.35,339.75
249,85.51,323.05,319.55,339.95
250,85.42,323.15,319.65,340.05
251,85.41,323.45,319.75,340.35
252,85.46,323.65,319.95,340.55
253,85.39,323.75,320.05,340.65
254,85.39,323.95,320.25,340.95
255,85.36,324.15,320.45,341.15
256,85.30,324.25,320.55,341.25
257,85.31,324.45,320.75,341.55
258,85.24,324.75,320.95,341.75
259,85.23,324.85,321.05,341.85
260,85.22,325.05,321.25,342.15
261,85.22,325.25,321.45,342.35
262,85.23,325.35,321.55,342.45
263,85.18,325.65,321.75,342.75
264,85.15,325.85,321.95,342.95
265,85.09,325.95,322.05,343.15
266,85.13,326.15,322.25,343.35
267,85.13,326.35,322.45,343.65
268,85.07,326.55,322.55,343.75
269,85.00,326.75,322.75,343.95
270,85.00,326.95,322.95,344.25
271,84.91,327.05,323.05,344.35
272,84.93,327.25,323.25,344.55
273,84.90,327.55,323.45,344.85
274,84.90,327.75,323.65,344.95
275,84.87,327.95,323.85,345.25
276,84.88,328.15,324.05,345.45
277,84.83,328.25,324.15,345.55
278,84.73,328.45,324.35,345.85
279,84.76,328.65,324.55,346.05
280,84.75,328.85,324.65,346.15
281,84.68,329.05,324.85,346.45
282,84.65,329.25,325.05,346.65
283,84.65,329.35,325.15,346.75
284,84.68,329.65,325.35,347.05
285,84.60,329.85,325.55,347.25
286,84.70,329.95,325.75,347.35
287,84.63,330.15,325.95,347.65
288,84.62,330.45,326.15,347.85
289,84.51,330.55,326.25,348.05
290,84.47,330.85,326.45,348.25
291,84.49,331.05,326.75,348.55
292,84.48,331.15,326.85,348.65
293,84.51,331.35,327.05,348.85
294,84.42,331.65,327.25,349.15
295,84.42,331.75,327.35,349.25
296,84.36,331.95,327.55,349.45
297,84.33,332.25,327.85,349.75
298,84.27,332.35,327.95,349.85
299,84.22,332.55,328.15,350.05
300,84.33,332.75,328.35,350.35
301,84.25,332.95,328.45,350.45
302,84.24,333.15,328.65,350.65
303,84.21,333.35,328.95,350.95
304,84.20,333.45,329.05,351.05
305,84.15,333.75,329.25,351.25
306,84.13,333.95,329.45,351.55
307,84.11,334.05,329.55,351.65
308,84.14,334.25,329.75,351.85
309,84.14,334.55,329.95,352.05
310,84.06,334.65,330.15,352.25
311,84.04,334.95,330.35,352.45
312,83.89,335.15,330.55,352.65
313,83.86,335.35,330.65,352.85
314,83.87,335.55,330.95,353.05
315,83.83,335.75,331.15,353.35
316,83.82,335.85,331.25,353.45
317,83.84,336.15,331.45,353.65
318,83.75,336.35,331.65,353.95
319,83.71,336.45,331.85,354.05
320,83.72,336.75,332.05,354.25
321,83.68,336.95,332.25,354.55
322,83.74,337.05,332.35,354.65
323,83.67,337.35,332.65,354.85
324,83.63,337.55,332.85,355.15
325,83.63,337.65,332.95,355.25
326,83.58,337.95,333.15,355.45
327,83.58,338.15,333.45,355.75
328,83.57,338.25,333.55,355.85
329,83.53,338.55,333.75,356.05
330,83.51,338.75,333.95,356.25
331,83.47,338.85,334.15,356.45
332,83.41,339.15,334.25,356.75
333,83.43,339.35,334.55,356.85
334,83.35,339.45,334.65,356.95
335,83.40,339.75,334.85,357.25
336,83.35,340.05,335.15,357.45
337,83.25,340.15,335.25,357.55
338,83.27,340.35,335.45,357.85
339,83.18,340.65,335.65,358.05
340,83.24,340.75,335.75,358.15
341,83.18,340.95,336.05,358.45
342,83.12,341.25,336.25,358.65
343,83.18,341.35,336.35,358.75
344,83.10,341.55,336.65,359.05
345,83.09,341.85,336.85,359.25
346,83.06,341.95,336.95,359.35
347,83.06,342.15,337.25,359.55
348,83.11,342.45,337.45,359.85
349,82.97,342.55,337.55,359.95
350,82.96,342.75,337.75,360.15
351,83.00,343.05,338.05,360.35
352,82.92,343.15,338.15,360.55
353,82.91,343.45,338.45,360.75
354,82.81,343.65,338.65,360.95
355,82.83,343.85,338.75,361.15
356,82.86,344.05,338.95,361.35
357,82.81,344.35,339.25,361.55
358,82.73,344.45,339.35,361.75
359,82.78,344.65,339.55,361.95
360,82.77,344.85,339.85,362.25
361,82.70,345.05,339.85,362.35
362,82.73,345.25,340.15,362.65
363,82.64,345.55,340.45,362.85
364,82.54,345.65,340.55,362.95
365,82.60,345.95,340.75,363.15
366,82.59,346.15,341.05,363.35
367,82.56,346.25,341.15,363.45
368,82.51,346.55,341.45,363.65
369,82.53,346.75,341.65,363.95
370,82.45,346.85,341.75,363.95
371,82.50,347.15,342.05,364.25
372,82.44,347.45,342.35,364.45
373,82.42,347.55,342.45,364.55
374,82.36,347.85,342.65,364.75
375,82.35,348.05,342.85,364.95
376,82.29,348.15,342.95,365.05
377,82.33,348.45,343.25,365.25
378,82.32,348.65,343.45,365.45
379,82.24,348.75,343.55,365.55
380,82.26,349.05,343.85,365.75
381,82.22,349.35,344.05,365.95
382,82.17,349.45,344.15,366.05
383,82.22,349.65,344.45,366.35
384,82.13,349.95,344.75,366.55
385,82.07,350.05,344.85,366.55
386,81.99,350.35,345.05,366.75
387,82.09,350.65,345.35,366.95
388,82.02,350.75,345.45,367.15
389,81.99,350.95,345.65,367.25
390,81.92,351.25,345.95,367.45
391,81.97,351.35,346.05,367.65
392,81.98,351.65,346.35,367.85
393,81.98,351.95,346.55,367.95
394,81.93,352.05,346.65,368.05
395,81.94,352.35,346.95,368.25
396,81.89,352.55,347.15,368.45
397,81.81,352.65,347.25,368.55
398,81.85,352.95,347.55,368.75
399,81.76,353.25,347.75,368.95
400,81.75,353.35,347.85,369.05
401,81.78,353.55,348.05,369.25
402,81.72,353.85,348.35,369.45
403,81.69,353.95,348.55,369.55
404,81.66,354.25,348.75,369.75
405,81.70,354.55,348.95,369.95
406,81.64,354.65,349.15,370.05
407,81.65,354.85,349.35,370.25
408,81.58,355.15,349.55,370.35
409,81.61,355.35,349.65,370.45
410,81.55,355.55,349.95,370.65
411,81.57,355.85,350.25,370.85
412,81.56,355.95,350.35,370.95
413,81.50,356.15,350.55,371.15
414,81.50,356.45,350.85,371.35
415,81.39,356.65,350.95,371.45
416,81.43,356.85,351.15,371.65
417,81.35,357.15,351.45,371.75
418,81.29,357.25,351.55,371.85
419,81.30,357.45,351.75,372.05
420,81.34,357.75,352.05,372.25
421,81.32,357.85,352.15,372.35
422,81.24,358.15,352.45,372.55
423,81.25,358.35,352.65,372.65
424,81.19,358.55,352.75,372.75
425,81.19,358.75,353.05,372.95
426,81.20,359.05,353.25,373.15
427,81.15,359.15,353.35,373.15
428,81.14,359.35,353.65,373.35
429,81.01,359.65,353.85,373.55
430,81.01,359.75,353.95,373.65
431,81.01,359.95,354.25,373.85
432,81.01,360.25,354.45,373.95
433,80.95,360.35,354.55,374.05
434,80.96,360.65,354.85,374.25
435,80.96,360.85,355.05,374.45
436,80.98,360.95,355.15,374.55
437,81.04,361.25,355.45,374.65
438,80.92,361.45,355.65,374.85
439,80.83,361.55,355.75,374.95
440,80.76,361.85,356.05,375.05
441,80.85,362.05,356.25,375.25
442,80.72,362.15,356.35,375.35
443,80.71,362.35,356.65,375.55
444,80.63,362.65,356.85,375.75
445,80.70,362.75,357.05,375.75
446,80.61,362.95,357.25,375.95
447,80.62,363.15,357.45,376.15
448,80.61,363.25,357.55,376.25
449,80.56,363.55,357.85,376.35
450,80.53,363.75,358.05,376.55
451,80.58,363.85,358.15,376.65
452,80.49,364.05,358.45,376.85
453,80.49,364.25,358.65,376.95
454,80.41,364.35,358.75,377.05
455,80.35,364.55,358.95,377.25
456,80.40,364.85,359.25,377.35
457,80.42,364.95,359.35,377.45
458,80.38,365.15,359.55,377.65
459,80.28,365.25,359.85,377.75
460,80.29,365.45,359.95,377.85
461,80.20,365.65,360.15,378.05
462,80.16,365.85,360.45,378.15
463,80.21,365.95,360.55,378.25
464,80.10,366.15,360.75,378.45
465,80.15,366.35,361.05,378.55
466,80.13,366.45,361.15,378.65
467,80.16,366.65,361.35,378.85
468,80.11,366.85,361.55,378.95
469,80.08,366.95,361.65,379.05
470,80.02,367.15,361.95,379.25
471,80.07,367.35,362.15,379.35
472,80.04,367.45,362.25,379.45
473,79.93,367.65,362.55,379.65
474,79.91,367.85,362.75,379.75
475,79.84,367.95,362.85,379.85
476,79.86,368.15,363.05,379.95
477,79.84,368.35,363.35,380.15
478,79.85,368.45,363.45,380.15
479,79.81,368.65,363.65,380.35
480,79.80,368.75,363.85,380.45
481,79.74,368.95,363.95,380.55
482,79.68,369.15,364.25,380.75
483,79.70,369.35,364.45,380.85
484,79.68,369.35,364.55,380.85
485,79.61,369.65,364.75,381.05
486,79.72,369.85,364.95,381.15
487,79.62,369.95,365.05,381.25
488,79.63,370.15,365.25,381.35
489,79.62,370.45,365.55,381.55
490,79.55,370.55,365.65,381.65
491,79.47,370.75,365.85,381.75
492,79.51,371.05,366.05,381.85
493,79.49,371.25,366.15,381.95
494,79.39,371.55,366.35,382.15
495,79.43,371.75,366.65,382.25
496,79.34,371.85,366.75,382.35
497,79.35,372.05,366.95,382.45
498,79.39,372.35,367.15,382.55
499,79.29,372.35,367.25,382.65
500,79.29,372.55,367.45,382.75
501,79.25,372.75,367.75,382.95
502,79.12,372.85,367.85,383.05
503,79.24,373.05,368.05,383.15
504,79.26,373.15,368.25,383.35
505,79.16,373.25,368.35,383.35
506,79.14,373.35,368.55,383.55
507,79.03,373.55,368.75,383.65
508,79.09,373.65,368.85,383.75
509,79.01,373.75,369.15,383.85
510,79.03,373.95,369.35,384.05
511,79.04,373.95,369.35,384.05
512,79.01,374.05,369.65,384.25
513,79.00,374.25,369.85,384.35
514,79.00,374.35,369.85,384.35
515,79.00,374.45,370.15,384.55
516,78.88,374.55,370.35,384.65
517,78.86,374.65,370.45,384.75
518,78.86,374.85,370.65,384.85
519,78.83,374.95,370.85,384.95
520,78.76,374.95,370.95,385.05
521,78.73,375.15,371.15,385.15
522,78.71,375.25,371.35,385.25
523,78.63,375.25,371.45,385.35
524,78.63,375.45,371.55,385.45
525,78.71,375.55,371.75,385.55
526,78.66,375.55,371.85,385.65
527,78.63,375.75,372.05,385.75
528,78.61,375.85,372.25,385.95
529,78.53,375.95,372.35,385.95
530,78.53,376.05,372.55,386.15
531,78.55,376.15,372.75,386.25
532,78.45,376.25,372.85,386.25
533,78.46,376.35,373.05,386.45
534,78.47,376.45,373.15,386.55
535,78.52,376.55,373.25,386.55
536,78.37,376.55,373.45,386.75
537,78.25,376.75,373.65,386.85
538,78.28,376.75,373.75,386.85
539,78.27,376.85,373.85,386.95
540,78.30,376.95,374.05,387.15
541,78.25,377.05,374.15,387.15
542,78.23,377.15,374.35,387.35
543,78.13,377.25,374.45,387.45
544,78.13,377.35,374.55,387.55
545,78.21,377.45,374.75,387.65
546,78.16,377.55,374.85,387.75
547,78.09,377.55,374.95,387.75
548,78.06,377.65,375.15,387.85
549,78.06,377.85,375.25,388.05
550,78.08,377.85,375.35,388.05
551,77.93,377.95,375.55,388.25
552,77.97,378.05,375.65,388.35
553,77.96,378.15,375.75,388.35
554,77.97,378.25,375.85,388.45
555,77.96,378.35,375.95,388.55
556,77.80,378.35,376.05,388.65
557,77.81,378.45,376.15,388.75
558,77.77,378.55,376.35,388.85
559,77.72,378.65,376.35,388.95
560,77.75,378.65,376.55,389.05
561,77.68,378.75,376.65,389.15
562,77.71,378.85,376.75,389.25
563,77.65,378.95,376.85,389.35
564,77.61,379.05,376.95,389.45
565,77.61,379.05,377.05,389.45
566,77.63,379.15,377.15,389.55
567,77.53,379.25,377.25,389.65
568,77.58,379.25,377.35,389.65
569,77.52,379.35,377.45,389.85
570,77.45,379.45,377.55,389.95
571,77.49,379.55,377.65,389.95
572,77.47,379.65,377.75,390.05
573,77.46,379.65,377.85,390.15
574,77.38,379.75,377.85,390.25
575,77.33,379.85,377.95,390.35
576,77.33,379.85,378.05,390.45
577,77.30,379.95,378.15,390.45
578,77.26,379.95,378.25,390.55
579,77.19,380.05,378.35,390.65
580,77.27,380.05,378.35,390.75
581,77.28,380.15,378.45,390.85
582,77.34,380.25,378.55,390.95
583,77.22,380.35,378.65,391.05
584,77.15,380.45,378.75,391.15
585,77.18,380.45,378.85,391.15
586,77.17,380.55,378.85,391.25
587,77.02,380.55,378.95,391.35
588,77.06,380.65,379.05,391.45
589,76.95,380.75,379.05,391.45
590,76.88,380.75,379.15,391.65
591,76.95,380.85,379.25,391.65
592,77.02,380.85,379.35,391.75
593,76.89,380.95,379.45,391.85
594,76.89,381.05,379.55,391.95
595,76.91,381.05,379.55,392.05
596,76.90,381.15,379.65,392.05
597,76.78,381.15,379.75,392.15
598,76.70,381.25,379.75,392.25
599,76.74,381.25,379.85,392.35
600,76.70,381.35,379.95,392.35
601,76.77,381.45,380.05,392.45
602,76.76,381.45,380.05,392.55
603,76.78,381.55,380.15,392.65
604,76.62,381.55,380.15,392.75
605,76.59,381.65,380.25,392.85
606,76.61,381.65,380.35,392.85
607,76.56,381.75,380.35,392.95
608,76.59,381.75,380.45,393.05
609,76.52,381.85,380.55,393.15
610,76.58,381.85,380.55,393.15
611,76.58,381.95,380.65,393.25
612,76.47,381.95,380.75,393.35
613,76.50,382.05,380.75,393.45
614,76.42,382.05,380.85,393.55
615,76.40,382.15,380.95,393.65
616,76.41,382.15,380.95,393.65
617,76.30,382.15,381.05,393.75
618,76.31,382.25,381.05,393.85
619,76.24,382.25,381.05,393.85
620,76.25,382.35,381.15,393.95
621,76.24,382.35,381.25,394.05
622,76.20,382.45,381.35,394.15
623,76.18,382.45,381.35,394.25
624,76.24,382.55,381.45,394.35
625,76.13,382.55,381.45,394.35
626,76.16,382.55,381.55,394.45
627,76.06,382.65,381.65,394.55
628,76.11,382.65,381.65,394.55
629,76.03,382.75,381.75,394.65
630,75.96,382.75,381.75,394.75
631,76.05,382.85,381.85,394.85
632,76.04,382.85,381.85,394.95
633,75.95,382.95,381.95,395.05
634,75.92,382.95,381.95,395.05
635,75.80,382.95,382.05,395.15
636,75.99,383.05,382.15,395.25
637,75.90,383.05,382.15,395.35
638,75.90,383.15,382.15,395.45
639,75.84,383.15,382.25,395.45
640,75.79,383.15,382.35,395.55
641,75.80,383.25,382.35,395.55
642,75.72,383.35,382.45,395.75
643,75.84,383.35,382.45,395.75
644,75.70,383.45,382.55,395.85
645,75.66,383.45,382.55,395.95
646,75.66,383.45,382.65,395.95
647,75.62,383.55,382.65,396.05
648,75.53,383.55,382.75,396.15
649,75.60,383.55,382.75,396.25
650,75.60,383.65,382.85,396.35
651,75.56,383.65,382.95,396.45
652,75.56,383.75,382.95,396.45
653,75.53,383.75,382.95,396.55
654,75.49,383.85,383.05,396.65
655,75.46,383.85,383.15,396.65
656,75.45,383.95,383.15,396.75
657,75.45,383.95,383.25,396.85
658,75.37,383.95,383.25,396.95
659,75.33,384.05,383.35,397.05
660,75.39,384.05,383.35,397.05
661,75.37,384.05,383.35,397.15
662,75.21,384.15,383.45,397.25
663,75.26,384.15,383.55,397.35
664,75.30,384.25,383.55,397.35
665,75.27,384.25,383.65,397.45
666,75.29,384.35,383.65,397.55
667,75.15,384.35,383.75,397.65
668,75.10,384.35,383.75,397.75
669,75.18,384.45,383.85,397.85
670,75.16,384.45,383.85,397.85
671,75.08,384.55,383.95,397.95
672,74.98,384.55,384.05,398.05
673,74.95,384.55,384.05,398.05
674,75.00,384.65,384.05,398.15
675,74.94,384.65,384.15,398.25
676,74.93,384.75,384.25,398.35
677,75.00,384.75,384.25,398.45
678,74.94,384.75,384.35,398.55
679,74.82,384.85,384.35,398.55
680,74.80,384.85,384.35,398.65
681,74.79,384.95,384.45,398.75
682,74.89,384.95,384.45,398.75
683,74.78,384.95,384.55,398.85
684,74.77,385.05,384.65,398.95
685,74.75,385.05,384.65,399.05
686,74.67,385.15,384.75,399.15
687,74.72,385.15,384.75,399.25
688,74.74,385.15,384.75,399.25
689,74.60,385.25,384.85,399.35
690,74.55,385.25,384.95,399.45
691,74.64,385.25,384.95,399.55
692,74.57,385.35,385.05,399.65
693,74.47,385.45,385.05,399.75
694,74.51,385.45,385.15,399.75
695,74.47,385.55,385.15,399.85
696,74.46,385.55,385.25,399.95
697,74.42,385.55,385.25,399.95
698,74.40,385.55,385.35,400.05
699,74.39,385.65,385.35,400.15
700,74.39,385.65,385.35,400.25
701,74.32,385.75,385.45,400.35
702,74.40,385.75,385.55,400.45
703,74.32,385.75,385.55,400.45
704,74.29,385.85,385.65,400.55
705,74.22,385.85,385.65,400.65
706,74.17,385.95,385.75,400.65
707,74.17,385.95,385.75,400.75
708,74.16,386.05,385.85,400.85
709,74.06,386.05,385.85,400.95
710,74.12,386.05,385.95,401.05
711,74.12,386.05,385.95,401.15
712,74.10,386.15,386.05,401.25
713,74.04,386.15,386.05,401.35
714,74.13,386.25,386.15,401.45
715,74.03,386.25,386.15,401.45
716,73.94,386.35,386.25,401.55
717,73.78,386.35,386.35,401.65
718,73.97,386.35,386.35,401.65
719,73.91,386.45,386.45,401.75
720,73.93,386.45,386.45,401.85
721,73.85,386.55,386.45,401.95
722,73.93,386.55,386.55,402.05
723,73.80,386.65,386.65,402.15
724,73.84,386.65,386.65,402.15
725,73.76,386.75,386.75,402.25
726,73.80,386.75,386.85,402.35
727,73.76,386.75,386.85,402.45
728,73.74,386.85,386.85,402.55
729,73.70,386.85,386.95,402.65
730,73.68,386.85,386.95,402.65
731,73.65,386.95,387.05,402.75
732,73.57,386.95,387.05,402.85
733,73.56,386.95,387.15,402.95
734,73.51,387.05,387.15,402.95
735,73.52,387.05,387.25,403.15
736,73.54,387.15,387.25,403.15
737,73.50,387.15,387.35,403.25
738,73.45,387.25,387.45,403.35
739,73.47,387.25,387.45,403.35
740,73.45,387.25,387.55,403.55
741,73.40,387.35,387.55,403.65
742,73.44,387.35,387.55,403.65
743,73.38,387.45,387.65,403.75
744,73.32,387.45,387.75,403.85
745,73.28,387.55,387.75,403.95
746,73.26,387.55,387.85,404.05
747,73.27,387.65,387.95,404.15
748,73.22,387.65,387.95,404.15
749,73.17,387.65,387.95,404.25
750,73.17,387.75,388.05,404.35
751,73.16,387.75,388.05,404.45
752,73.16,387.75,388.15,404.45
753,73.29,387.85,388.25,404.65
754,73.16,387.85,388.25,404.65
755,73.12,387.95,388.35,404.75
756,73.09,387.95,388.35,404.85
757,73.11,388.05,388.45,404.95
758,73.07,388.05,388.45,405.05
759,72.99,388.15,388.55,405.15
760,73.03,388.15,388.55,405.15
761,72.94,388.25,388.65,405.35
762,72.94,388.25,388.75,405.45
763,72.96,388.25,388.75,405.45
764,72.93,388.35,388.75,405.55
765,72.85,388.35,388.85,405.65
766,72.83,388.45,388.85,405.75
767,72.82,388.45,388.95,405.85
768,72.81,388.55,389.05,405.95
769,72.71,388.55,389.05,405.95
770,72.74,388.55,389.15,406.05
771,72.69,388.65,389.15,406.15
772,72.75,388.65,389.25,406.25
