Time,Sample Mass,HRR,Back Surface Temperature
112,46.32714844,6.691004639,
113,46.06719971,6.532532959,
114,45.80725098,6.658355103,
115,45.50738525,6.637833862,
116,45.21746826,6.361600952,
117,44.9375,6.57055542,
118,44.64764404,6.850574951,
119,44.34771729,6.669319458,
120,44.07775879,6.616621094,378.15
121,43.79785156,6.717391357,
122,43.5279541,6.917174683,
123,43.15808105,6.931286011,
124,42.88812256,6.778579712,
125,42.59820557,6.724303589,
126,42.33831787,7.051602783,
127,41.99835205,6.986976318,
128,41.6784668,6.760188599,
129,41.4385376,7.005549316,
130,41.10870361,6.785718994,
131,40.81872559,6.571837158,
132,40.55877686,7.099102173,
133,40.18890381,7.241148071,
134,39.84906006,7.195475464,
135,39.3291626,7.075447388,
136,42.87811279,6.898377075,
137,47.37683105,7.420181274,
138,47.45678711,7.533295288,
139,47.02685547,7.550291748,
140,46.8170166,7.20699707,
141,46.40710449,7.794789429,
142,45.98718262,7.237402344,
143,45.60736084,7.522501831,
144,45.31744385,7.313795776,
145,45.01751709,7.500512085,
146,44.34771729,7.513344727,
147,45.10754395,7.490096436,
148,43.0980835,7.839876709,
149,34.8404541,7.584584351,
150,34.44055176,7.473105469,405.65
151,34.06066895,7.315841675,
152,33.73083496,8.20944519,
153,33.39086914,7.901031494,
154,33.06097412,8.067484741,
155,32.76104736,8.172227783,
156,32.37115479,7.651639404,
157,32.03131104,7.706279297,
158,31.72137451,8.118867188,
159,31.35150146,7.861781006,
160,30.97161865,8.256004639,
161,30.60168457,7.894168701,
162,30.26177979,7.971062622,
163,29.9019165,8.334049683,
164,29.55194092,8.501183472,
165,29.2020874,8.620645752,
166,28.82220459,7.999130249,
167,28.49224854,8.257062988,
168,28.15240479,8.620841064,
169,27.78253174,8.346182861,
170,27.46258545,8.216523438,
171,27.10272217,8.935599365,
172,26.76281738,8.595099487,
173,26.38287354,8.714104614,
174,26.06298828,8.398765869,
175,25.69311523,8.186331177,
176,25.38317871,8.484680176,
177,25.02331543,8.701529541,
178,24.66345215,8.604719238,
179,24.3034668,8.353508911,
180,23.94360352,8.497913818,436.15
181,23.58374023,8.420387573,
182,23.21380615,7.932858276,
183,22.85394287,8.552260742,
184,22.47406006,8.152636719,
185,22.08416748,8.176696777,
186,21.73425293,8.492702637,
187,21.32434082,8.770239868,
188,20.95446777,8.892648926,
189,20.5645752,9.149634399,
190,20.22473145,8.963458252,
191,19.83477783,8.549398804,
192,19.43487549,8.765369873,
193,19.06500244,9.440297241,
194,18.68511963,8.474827881,
195,18.31524658,8.650748291,
196,17.925354,9.044591064,
197,17.49542236,8.666355591,
198,17.08557129,9.577924805,
199,16.69567871,9.524507446,
200,16.33581543,8.857255859,
201,15.99591064,9.104352417,
202,15.53607178,9.380750122,
203,15.20611572,9.259159546,
204,14.82623291,9.675667725,
205,14.49633789,9.934047241,
206,14.19641113,9.780482788,
207,13.86657715,9.56621582,
208,13.59661865,9.794050293,
209,13.32666016,9.724744873,
210,13.08673096,9.752545776,469.65
211,12.85681152,9.588626099,
212,12.58691406,9.259095459,
213,12.38696289,8.65656311,
214,12.22698975,8.727387695,
215,12.01702881,7.977460327,
216,11.8571167,7.6337323,
217,11.637146,7.120714111,
218,11.47723389,6.92977417,
219,11.29730225,6.420465698,
220,11.09735107,6.265014038,
221,10.9473877,5.800250854,
222,10.82739258,5.76017395,
223,10.62744141,5.64300415,
224,10.49749756,5.451115112,
225,10.31756592,5.049797974,
226,10.15759277,4.797290955,
227,9.967651367,4.665211182,
228,9.83770752,4.670381165,
229,9.67779541,4.5530896,
230,9.51776123,4.550120544,
231,9.357849121,4.384724731,
232,9.17791748,4.247902527,
233,9.057861328,4.291473389,
234,8.897949219,4.201351624,
235,8.74798584,4.190384521,
236,8.618103027,4.107555542,
237,8.508056641,4.089209595,
238,8.348144531,4.063739319,
239,8.228149414,3.942239685,
240,8.088195801,4.016187134,530.15
241,8.008178711,4.004556885,
242,7.82824707,3.860948486,
243,7.738342285,3.808548279,
244,7.558349609,3.936209412,
245,7.40838623,3.78848114,
246,7.328430176,3.859883728,
247,7.188415527,3.721209717,
248,7.05847168,3.646997681,
249,6.948486328,3.596989136,
250,6.908569336,3.576459656,
251,6.798583984,3.543866272,
252,6.708618164,3.47698761,
253,6.578613281,3.329464417,
254,6.498657227,3.286351624,
255,6.418701172,3.215527039,
256,6.30871582,3.16399353,
257,6.208740234,3.049869995,
258,6.148742676,2.960780334,
259,6.048828125,2.857099915,
260,5.95880127,2.821367188,
261,5.828857422,2.752812195,
262,5.778869629,2.705131531,
263,5.638916016,2.616829834,
264,5.608947754,2.617152405,
265,5.53894043,2.547626953,
266,5.458984375,2.531440125,
267,5.398986816,2.458362122,
268,5.338989258,2.460630493,
269,5.249023438,2.409948578,
270,5.12902832,2.378445129,703.65
271,5.069030762,2.355957336,
272,4.989135742,2.287212372,
273,4.939086914,2.372032166,
274,4.829162598,2.282058563,
275,4.809143066,2.273974915,
276,4.70916748,2.303167419,
277,4.619262695,2.238207092,
278,4.559204102,2.205305328,
279,4.499206543,2.213354187,
280,4.439208984,2.275470734,
281,4.339294434,2.211748657,
282,4.289306641,2.184972382,
283,4.239318848,2.181741028,
284,4.109375,2.14918457,
285,4.069335938,2.169625092,
286,3.989440918,2.140421906,
287,3.919433594,2.134698944,
288,3.84942627,2.125242462,
289,3.759460449,2.117379761,
290,3.679504395,2.092521515,
291,3.599487305,2.09374176,
292,3.539550781,2.055319366,
293,3.469543457,1.999991608,
294,3.43951416,2.040974731,
295,3.379516602,2.056991577,
296,3.269592285,2.041771698,
297,3.209594727,2.036818848,
298,3.169616699,2.03334198,
299,3.119689941,1.986143036,
300,3.039672852,1.990582886,1003.15
301,2.959655762,1.978255157,
302,2.929748535,2.014763641,
303,2.809692383,1.974550323,
304,2.719787598,1.956192932,
305,2.719787598,1.969874725,
306,2.67980957,1.913561554,
307,2.59979248,1.932942352,
308,1.610107422,1.867908478,
309,2.609802246,1.873959045,
310,2.559753418,1.833545532,
311,2.519775391,1.823174744,
312,2.459838867,1.820573425,
313,2.409851074,1.783390961,
314,2.369873047,1.754684601,
315,2.319824219,1.737923126,
316,2.259887695,1.711293945,
317,2.219909668,1.702989807,
318,2.169921875,1.694174194,
319,2.099914551,1.684000244,
320,2.059936523,1.66827652,
321,1.989990234,1.650707092,
322,1.949951172,1.622510529,
323,1.91998291,1.634436646,
324,1.860046387,1.623969574,
325,1.83001709,1.63164566,
326,1.780029297,1.62356781,
327,1.690002441,1.594195557,
328,1.690002441,1.611346741,
329,1.640075684,1.58688858,
330,1.570068359,1.605366211,1087.15
331,1.490112305,1.566414185,
332,1.480102539,1.574758453,
333,1.440124512,1.589117279,
334,1.41015625,1.564154358,
335,1.350158691,1.551628265,
336,1.320129395,1.530125122,
337,1.290161133,1.52210556,
338,1.240234375,1.51016983,
339,1.160217285,1.524441223,
340,1.110229492,1.504298706,
341,1.090209961,1.490046844,
342,1.030273438,1.470510864,
343,0.940246582,1.448208466,
344,0.940246582,1.443854828,
345,0.920288086,1.420291443,
346,0.860290527,1.413400726,
347,0.8203125,1.385004578,
348,0.780334473,1.37093338,
349,0.760314941,1.360263062,
350,0.700317383,1.336322174,
351,0.620361328,1.344558563,
352,0.660339355,1.315969696,
353,0.630310059,1.314555511,
354,0.600402832,1.30838974,
355,0.570373535,1.307314758,
356,0.530395508,1.291217804,
357,0.500366211,1.275474548,
358,0.470397949,1.275106125,
359,0.440368652,1.252735062,
360,0.40045166,1.283712006,1060.65
361,0.380432129,1.236284409,
362,0.330444336,1.22467247,
363,0.270446777,1.213732834,
364,0.250427246,1.219608078,
365,0.220458984,1.199072495,
366,0.220458984,1.14826088,
367,0.160522461,1.16051712,
368,0.14050293,1.140277328,
369,0.130493164,1.13802124,
370,0.110534668,1.121446991,
371,0.06048584,1.099306259,
372,0.030517578,1.102047501,
373,0.010498047,1.099578781,
374,-0.01940918,1.052478104,
375,-0.01940918,1.048958817,
376,-0.109436035,1.027847061,
377,-0.089416504,1.035337448,
378,-0.109436035,1.010096359,
379,-0.109436035,1.003992233,
380,-0.159423828,0.967539063,
381,-0.129394531,0.95261055,
382,-0.109436035,0.936340866,
383,-0.119445801,0.908056717,
384,-0.149414063,0.871607361,
385,-0.159423828,0.859483109,
386,-0.159423828,0.836967773,
387,-0.179443359,0.833551865,
388,-0.339355469,0.808823242,
389,-0.289367676,0.790200806,
390,-0.289367676,0.774443131,994.15
391,-0.239379883,0.765792007,
392,-0.259338379,0.752090836,
393,-0.269348145,0.719621277,
394,-0.239379883,0.722298508,
395,-0.299377441,0.701838913,
396,-0.329345703,0.695377274,
397,-0.309387207,0.690328445,
398,-0.349365234,0.671243591,
399,-0.329345703,0.66473465,
400,-0.299377441,0.661481171,
401,-0.339355469,0.651204834,
402,-0.359375,0.642042084,
403,-0.349365234,0.622531548,
404,-0.359375,0.626734314,
405,-0.419372559,0.611639938,
406,-0.419372559,0.607548027,
407,-0.399353027,0.594879837,
408,-0.419372559,0.583493118,
409,-0.379333496,0.58252388,
410,-0.399353027,0.569843483,
411,-0.409362793,0.564368668,
412,-0.479309082,0.560960236,
413,-0.489318848,0.551036263,
414,-0.399353027,0.543383446,
415,-0.419372559,0.530190849,
416,-0.439331055,0.519313126,
417,-0.449279785,0.51308979,
418,-0.479309082,0.514933891,
419,-0.489318848,0.511044693,
420,-0.479309082,0.497476845,983.15
421,-0.459289551,0.498794785,
422,-0.449279785,0.497561569,
423,-0.459289551,0.482871208,
424,-0.459289551,0.483239708,
425,-0.469299316,0.482128258,
426,-0.459289551,0.46896225,
427,-0.489318848,0.468621788,
428,-0.479309082,0.450894508,
429,-0.479309082,0.446704178,
430,-0.489318848,0.430698013,
431,-0.499328613,0.435219612,
432,-0.509277344,0.431634483,
433,-0.509277344,0.435522652,
434,-0.499328613,0.430779572,
435,-0.499328613,0.41833271,
436,-0.519287109,0.420187988,
437,-0.499328613,0.412014389,
438,-0.489318848,0.41153286,
439,-0.519287109,0.411093216,
440,-0.549316406,0.398914299,
441,-0.539306641,0.391487656,
442,-0.539306641,0.388700295,
443,-0.559326172,0.393900452,
444,-0.559326172,0.380760574,
445,-0.579284668,0.37286541,
446,-0.589294434,0.369069634,
447,-0.549316406,0.363381538,
448,-0.559326172,0.3564151,
449,-0.539306641,0.353395119,
450,-0.61932373,0.350066414,927.65
451,-0.609313965,0.348100014,
452,-0.559326172,0.343324928,
453,-0.539306641,0.340240021,
454,-0.529296875,0.336601028,
455,-0.539306641,0.329190712,
456,-0.559326172,0.327814217,
457,-0.529296875,0.323344383,
458,-0.529296875,0.325773735,
459,-0.589294434,0.324305267,
460,-0.569274902,0.324946098,
461,-0.559326172,0.31990839,
462,-0.519287109,0.322625847,
463,-0.539306641,0.325572357,
464,-0.549316406,0.308622971,
465,-0.579284668,0.297301083,
466,-0.579284668,0.298064575,
467,-0.579284668,0.296314964,
468,-0.559326172,0.292155876,
469,-0.549316406,0.28817421,
470,-0.539306641,0.286332817,
471,-0.579284668,0.286798248,
472,-0.559326172,0.282708302,
473,-0.559326172,0.278969288,
474,-0.559326172,0.284523144,
475,-0.559326172,0.275120869,
476,-0.569274902,0.279334278,
477,-0.659240723,0.277038517,
478,-0.629272461,0.275074539,
479,-0.599304199,0.267033577,
480,-0.589294434,0.264100494,898.65
481,-0.569274902,0.265189781,
482,-0.549316406,0.263938999,
483,-0.559326172,0.267049675,
484,-0.569274902,0.261428242,
485,-0.559326172,0.258774681,
486,-0.569274902,0.256856747,
487,-0.549316406,0.252785568,
488,-0.549316406,0.255033016,
489,-0.539306641,0.255130806,
