Time (s),Temperature (K),N2 Flow (cc/min),O2 Flow (cc/min),End Flow (cc/min),Oxygen (%),CO (%),CO2 (%),HRR (W/g),Fit Result (W/g),Fit 1 (W/g),Fit 2 (W/g),Fit 3 (W/g),Fit 4 (W/g),Fit 5 (W/g)
26.243,435.5,80.093,20.029,99.49,20.063,,,0.821,,,,,,
26.774,436.0,80.091,20.03,99.491,20.064,,,0.787,,,,,,
27.294,436.5,80.093,20.028,99.494,20.062,,,0.863,,,,,,
27.835,437.0,80.094,20.028,99.495,20.059,,,1.024,,,,,,
28.419,437.5,80.091,20.028,99.496,20.058,,,1.044,,,,,,
28.948,438.0,80.097,20.031,99.496,20.057,,,1.091,,,,,,
29.482,438.5,80.09,20.032,99.496,20.056,,,1.121,,,,,,
30.066,439.0,80.094,20.028,99.496,20.056,,,1.125,,,,,,
30.579,439.5,80.091,20.028,99.494,20.057,,,1.135,,,,,,
31.08,440.0,80.094,20.028,99.495,20.055,,,1.243,,,,,,
31.566,440.5,80.094,20.028,99.495,20.053,,,1.309,,,,,,
32.121,441.0,80.093,20.027,99.495,20.053,,,1.325,,,,,,
32.653,441.5,80.091,20.028,99.495,20.055,,,1.257,,,,,,
33.19,442.0,80.092,20.029,99.495,20.054,,,1.27,,,,,,
33.685,442.5,80.094,20.03,99.497,20.052,,,1.38,,,,,,
34.186,443.0,80.095,20.03,99.498,20.049,,,1.503,,,,,,
34.696,443.5,80.097,20.027,99.498,20.05,,,1.492,,,,,,
35.23,444.0,80.094,20.028,99.498,20.047,,,1.625,,,,,,
35.767,444.5,80.09,20.029,99.499,20.045,,,1.688,,,,,,
36.292,445.0,80.092,20.028,99.5,20.042,,,1.833,,,,,,
36.814,445.5,80.091,20.028,99.5,20.042,,,1.819,,,,,,
37.313,446.0,80.093,20.029,99.5,20.046,,,1.658,,,,,,
37.818,446.5,80.091,20.03,99.5,20.044,,,1.754,,,,,,
38.31,447.0,80.095,20.031,99.5,20.043,,,1.825,,,,,,
38.83,447.5,80.093,20.028,99.499,20.042,,,1.883,,,,,,
39.365,448.0,80.093,20.028,99.498,20.042,,,1.814,,,,,,
39.893,448.5,80.092,20.029,99.499,20.04,,,1.932,,,,,,
40.385,449.0,80.09,20.03,99.499,20.039,,,1.951,,,,,,
40.911,449.5,80.089,20.028,99.5,20.039,,,1.973,,,,,,
41.4,450.0,80.089,20.029,99.502,20.036,,,2.139,,,,,,
41.914,450.5,80.091,20.028,99.504,20.035,,,2.165,,,,,,
42.417,451.0,80.095,20.029,99.506,20.032,,,2.275,,,,,,
42.917,451.5,80.093,20.03,99.508,20.031,,,2.336,,,,,,
43.404,452.0,80.092,20.03,99.506,20.029,,,2.451,,,,,,
43.928,452.5,80.093,20.028,99.506,20.029,,,2.47,,,,,,
44.43,453.0,80.096,20.03,99.506,20.029,,,2.505,,,,,,
44.965,453.5,80.088,20.03,99.505,20.027,,,2.654,,,,,,
45.467,454.0,80.094,20.03,99.506,20.027,,,2.7,,,,,,
45.953,454.5,80.091,20.031,99.507,20.026,,,2.727,,,,,,
46.423,455.0,80.094,20.029,99.505,20.023,,,2.833,,,,,,
46.931,455.5,80.094,20.031,99.502,20.022,,,2.923,,,,,,
47.445,456.0,80.096,20.027,99.5,20.018,,,3.087,,,,,,
47.929,456.5,80.093,20.029,99.497,20.017,,,3.147,,,,,,
48.417,457.0,80.097,20.027,99.497,20.017,,,3.164,,,,,,
48.891,457.5,80.093,20.028,99.497,20.019,,,3.091,,,,,,
49.403,458.0,80.097,20.029,99.498,20.017,,,3.193,,,,,,
49.967,458.5,80.093,20.03,99.497,20.014,,,3.265,,,,,,
50.47,459.0,80.088,20.028,99.496,20.014,,,3.225,,,,,,
51.009,459.5,80.096,20.032,99.494,20.015,,,3.195,,,,,,
51.457,460.0,80.092,20.029,99.496,20.01,,,3.449,,,,,,
51.992,460.5,80.09,20.027,99.495,20.007,,,3.527,,,,,,
52.472,461.0,80.089,20.028,99.494,20.006,,,3.583,,,,,,
52.954,461.5,80.092,20.027,99.494,20.006,,,3.587,,,,,,
53.472,462.0,80.092,20.027,99.494,20.002,,,3.752,,,,,,
53.919,462.5,80.092,20.03,99.492,20.001,,,3.807,,,,,,
54.392,463.0,80.09,20.029,99.49,19.999,,,3.89,,,,,,
54.887,463.5,80.093,20.029,99.49,19.996,,,4.061,,,,,,
55.364,464.0,80.095,20.03,99.491,19.995,,,4.111,,,,,,
55.843,464.5,80.092,20.029,99.493,19.992,,,4.27,,,,,,
56.347,465.0,80.093,20.03,99.493,19.99,,,4.352,,,,,,
56.846,465.5,80.096,20.029,99.492,19.987,,,4.52,,,,,,
57.343,466.0,80.094,20.028,99.49,19.988,,,4.432,,,,,,
57.821,466.5,80.093,20.027,99.488,19.989,,,4.424,,,,,,
58.315,467.0,80.095,20.03,99.486,19.987,,,4.478,,,,,,
58.818,467.5,80.093,20.03,99.485,19.984,,,4.596,,,,,,
59.301,468.0,80.093,20.029,99.484,19.982,,,4.698,,,,,,
59.8,468.5,80.093,20.029,99.485,19.979,,,4.829,,,,,,
60.299,469.0,80.092,20.029,99.481,19.978,,,4.857,,,,,,
60.796,469.5,80.091,20.031,99.475,19.977,,,4.845,,,,,,
61.272,470.0,80.088,20.03,99.469,19.976,,,4.897,,,,,,
61.747,470.5,80.09,20.03,99.466,19.973,,,5.052,,,,,,
62.234,471.0,80.094,20.03,99.466,19.971,,,5.119,,,,,,
62.731,471.5,80.091,20.029,99.466,19.972,,,5.124,,,,,,
63.218,472.0,80.089,20.031,99.464,19.97,,,5.212,,,,,,
63.693,472.5,80.091,20.03,99.461,19.966,,,5.354,,,,,,
64.196,473.0,80.093,20.029,99.46,19.962,,,5.576,,,,,,
64.688,473.5,80.093,20.03,99.46,19.96,,,5.651,,,,,,
65.176,474.0,80.097,20.03,99.459,19.957,,,5.804,,,,,,
65.655,474.5,80.097,20.03,99.461,19.955,,,5.915,,,,,,
66.116,475.0,80.089,20.03,99.465,19.953,,,6.016,,,,,,
66.621,475.5,80.093,20.029,99.467,19.949,,,6.2,,,,,,
67.068,476.0,80.095,20.028,99.467,19.943,,,6.448,,,,,,
67.578,476.5,80.092,20.029,99.466,19.942,,,6.465,,,,,,
68.043,477.0,80.089,20.029,99.466,19.939,,,6.632,,,,,,
68.549,477.5,80.096,20.028,99.467,19.937,,,6.721,,,,,,
69.035,478.0,80.093,20.029,99.466,19.935,,,6.795,,,,,,
69.513,478.5,80.092,20.031,99.465,19.934,,,6.863,,,,,,
69.972,479.0,80.098,20.03,99.463,19.93,,,7.017,,,,,,
70.448,479.5,80.093,20.03,99.462,19.926,,,7.205,,,,,,
70.978,480.0,80.095,20.029,99.46,19.922,,,7.333,,,,,,
71.47,480.5,80.094,20.028,99.459,19.92,,,7.429,,,,,,
71.896,481.0,80.093,20.029,99.458,19.914,,,7.659,,,,,,
72.414,481.5,80.091,20.028,99.457,19.913,,,7.736,,,,,,
72.9,482.0,80.094,20.028,99.456,19.911,,,7.829,,,,,,
73.356,482.5,80.092,20.027,99.455,19.909,,,7.941,,,,,,
73.848,483.0,80.097,20.027,99.456,19.902,,,8.215,,,,,,
74.307,483.5,80.095,20.029,99.457,19.901,,,8.285,,,,,,
74.754,484.0,80.093,20.03,99.458,19.9,,,8.283,,,,,,
75.271,484.5,80.093,20.029,99.46,19.899,,,8.329,,,,,,
75.8,485.0,80.093,20.03,99.461,19.895,,,8.489,,,,,,
76.255,485.5,80.093,20.029,99.463,19.892,,,8.629,,,,,,
76.708,486.0,80.092,20.03,99.463,19.89,,,8.735,,,,,,
77.186,486.5,80.091,20.032,99.462,19.888,,,8.842,,,,,,
77.66,487.0,80.093,20.03,99.461,19.887,,,8.872,,,,,,
78.137,487.5,80.095,20.029,99.46,19.885,,,8.956,,,,,,
78.606,488.0,80.094,20.03,99.46,19.879,,,9.244,,,,,,
79.077,488.5,80.096,20.03,99.46,19.877,,,9.348,,,,,,
79.612,489.0,80.095,20.029,99.459,19.873,,,9.488,,,,,,
80.074,489.5,80.093,20.029,99.458,19.867,,,9.707,,,,,,
80.581,490.0,80.092,20.03,99.456,19.864,,,9.869,,,,,,
81.073,490.5,80.093,20.029,99.454,19.862,,,9.95,,,,,,
81.525,491.0,80.096,20.031,99.451,19.859,,,10.044,,,,,,
82.064,491.5,80.1,20.03,99.449,19.858,,,10.092,,,,,,
82.541,492.0,80.091,20.03,99.447,19.855,,,10.193,,,,,,
83.056,492.5,80.093,20.03,99.449,19.85,,,10.413,,,,,,
83.54,493.0,80.097,20.029,99.451,19.846,,,10.567,,,,,,
84.051,493.5,80.095,20.028,99.452,19.846,,,10.544,,,,,,
84.504,494.0,80.092,20.03,99.451,19.837,,,10.95,,,,,,
85.013,494.5,80.089,20.03,99.45,19.841,,,10.801,,,,,,
85.494,495.0,80.097,20.028,99.45,19.838,,,10.913,,,,,,
85.969,495.5,80.096,20.029,99.449,19.838,,,10.944,,,,,,
86.465,496.0,80.096,20.031,99.449,19.834,,,11.082,,,,,,
86.912,496.5,80.091,20.03,99.451,19.831,,,11.24,,,,,,
87.415,497.0,80.091,20.028,99.454,19.829,,,11.274,,,,,,
87.943,497.5,80.095,20.029,99.454,19.825,,,11.489,,,,,,
88.413,498.0,80.093,20.03,99.451,19.822,,,11.559,,,,,,
88.887,498.5,80.097,20.029,99.448,19.818,,,11.707,,,,,,
89.413,499.0,80.092,20.031,99.45,19.815,,,11.849,,,,,,
89.899,499.5,80.097,20.031,99.451,19.812,,,11.905,,,,,,
90.376,500.0,80.094,20.03,99.452,19.811,,,11.952,,,,,,
90.858,500.5,80.097,20.029,99.452,19.81,,,11.963,,,,,,
91.331,501.0,80.094,20.029,99.452,19.806,,,12.138,,,,,,
91.796,501.5,80.094,20.03,99.452,19.803,,,12.231,,,,,,
92.255,502.0,80.094,20.029,99.452,19.804,,,12.151,,,,,,
92.721,502.5,80.091,20.028,99.452,19.803,,,12.163,,,,,,
93.208,503.0,80.09,20.027,99.451,19.798,,,12.33,,,,,,
93.694,503.5,80.091,20.029,99.453,19.795,,,12.449,,,,,,
94.2,504.0,80.092,20.03,99.453,19.792,,,12.546,,,,,,
94.716,504.5,80.093,20.029,99.451,19.789,,,12.658,,,,,,
95.185,505.0,80.092,20.028,99.45,19.783,,,12.889,,,,,,
95.681,505.5,80.092,20.028,99.452,19.779,,,13.072,,,,,,
96.171,506.0,80.093,20.028,99.454,19.779,,,13.029,,,,,,
96.668,506.5,80.093,20.031,99.455,19.775,,,13.168,,,,,,
97.165,507.0,80.095,20.031,99.455,19.771,,,13.379,,,,,,
97.618,507.5,80.092,20.03,99.454,19.768,,,13.535,,,,,,
98.119,508.0,80.092,20.03,99.457,19.763,,,13.743,,,,,,
98.644,508.5,80.097,20.031,99.459,19.763,,,13.76,,,,,,
99.129,509.0,80.093,20.03,99.459,19.758,,,13.962,,,,,,
99.598,509.5,80.091,20.031,99.459,19.758,,,13.959,,,,,,
100.056,510.0,80.086,20.03,99.462,19.755,,,14.083,,,,,,
100.607,510.5,80.091,20.029,99.461,19.752,,,14.195,,,,,,
101.048,511.0,80.094,20.028,99.458,19.747,,,14.367,,,,,,
101.59,511.5,80.096,20.03,99.46,19.742,,,14.542,,,,,,
102.086,512.0,80.09,20.031,99.46,19.735,,,14.767,,,,,,
102.609,512.5,80.094,20.029,99.462,19.731,,,14.911,,,,,,
103.047,513.0,80.092,20.029,99.462,19.728,,,15.015,,,,,,
103.412,513.5,80.09,20.029,99.462,19.726,,,15.07,,,,,,
104.055,514.0,80.092,20.027,99.464,19.723,,,15.118,,,,,,
104.566,514.5,80.089,20.03,99.468,19.718,,,15.269,,,,,,
105.053,515.0,80.097,20.031,99.468,19.712,,,15.526,,,,,,
105.576,515.5,80.095,20.029,99.47,19.708,,,15.741,,,,,,
105.992,516.0,80.092,20.029,99.474,19.706,,,15.856,,,,,,
106.511,516.5,80.096,20.029,99.477,19.701,,,16.08,,,,,,
106.954,517.0,80.091,20.031,99.481,19.696,,,16.244,,,,,,
107.483,517.5,80.091,20.03,99.483,19.692,,,16.409,,,,,,
107.952,518.0,80.096,20.03,99.487,19.687,,,16.648,,,,,,
108.437,518.5,80.091,20.029,99.49,19.683,,,16.829,,,,,,
108.947,519.0,80.094,20.029,99.495,19.679,,,16.976,,,,,,
109.453,519.5,80.098,20.029,99.499,19.674,,,17.255,,,,,,
109.924,520.0,80.09,20.029,99.503,19.666,,,17.535,,,,,,
110.437,520.5,80.092,20.03,99.506,19.658,,,17.868,,,,,,
110.888,521.0,80.092,20.029,99.508,19.655,,,17.948,,,,,,
111.406,521.5,80.09,20.028,99.511,19.648,,,18.177,,,,,,
111.9,522.0,80.091,20.031,99.514,19.641,,,18.479,,,,,,
112.416,522.5,80.09,20.031,99.517,19.638,,,18.627,,,,,,
112.876,523.0,80.092,20.029,99.515,19.63,,,18.937,,,,,,
113.376,523.5,80.09,20.028,99.514,19.624,,,19.168,,,,,,
113.857,524.0,80.092,20.027,99.513,19.618,,,19.418,,,,,,
114.373,524.5,80.093,20.029,99.512,19.615,,,19.554,,,,,,
114.892,525.0,80.092,20.028,99.51,19.605,,,19.943,,,,,,
115.362,525.5,80.091,20.03,99.512,19.599,,,20.18,,,,,,
115.821,526.0,80.092,20.028,99.514,19.595,,,20.364,,,,,,
116.311,526.5,80.092,20.03,99.516,19.586,,,20.706,,,,,,
116.805,527.0,80.095,20.031,99.52,19.578,,,21.011,,,,,,
117.302,527.5,80.091,20.029,99.525,19.571,,,21.318,,,,,,
117.808,528.0,80.091,20.028,99.53,19.561,,,21.708,,,,,,
118.29,528.5,80.092,20.028,99.534,19.554,,,21.977,,,,,,
118.811,529.0,80.092,20.029,99.54,19.549,,,22.126,,,,,,
119.298,529.5,80.094,20.03,99.547,19.543,,,22.352,,,,,,
119.766,530.0,80.098,20.031,99.553,19.533,,,22.758,,,,,,
120.255,530.5,80.098,20.03,99.56,19.523,,,23.157,,,,,,
120.753,531.0,80.093,20.029,99.563,19.515,,,23.444,,,,,,
121.262,531.5,80.093,20.029,99.563,19.508,,,23.739,,,,,,
121.765,532.0,80.095,20.028,99.561,19.5,,,24.04,,,,,,
122.256,532.5,80.094,20.029,99.559,19.494,,,24.231,,,,,,
122.754,533.0,80.092,20.029,99.56,19.484,,,24.62,,,,,,
123.25,533.5,80.092,20.027,99.561,19.473,,,25.051,,,,,,
123.724,534.0,80.092,20.027,99.562,19.467,,,25.3,,,,,,
124.205,534.5,80.093,20.029,99.563,19.459,,,25.647,,,,,,
124.71,535.0,80.093,20.03,99.563,19.451,,,26.007,,,,,,
125.194,535.5,80.091,20.03,99.563,19.443,,,26.304,,,,,,
125.688,536.0,80.091,20.028,99.562,19.433,,,26.666,,,,,,
126.217,536.5,80.09,20.028,99.566,19.42,,,27.158,,,,,,
126.709,537.0,80.091,20.03,99.573,19.411,,,27.52,,,,,,
127.183,537.5,80.096,20.031,99.578,19.405,,,27.793,,,,,,
127.699,538.0,80.093,20.028,99.581,19.393,,,28.259,,,,,,
128.193,538.5,80.091,20.029,99.584,19.382,,,28.679,,,,,,
128.698,539.0,80.091,20.029,99.587,19.371,,,29.098,,,,,,
129.189,539.5,80.093,20.028,99.589,19.361,,,29.445,,,,,,
129.685,540.0,80.096,20.028,99.591,19.352,,,29.8,,,,,,
130.189,540.5,80.096,20.029,99.595,19.342,,,30.204,,,,,,
130.655,541.0,80.093,20.028,99.598,19.331,,,30.655,,,,,,
131.155,541.5,80.094,20.029,99.6,19.319,,,31.135,,,,,,
131.667,542.0,80.093,20.029,99.601,19.309,,,31.524,,,,,,
132.161,542.5,80.093,20.031,99.604,19.297,,,32.018,,,,,,
132.69,543.0,80.092,20.031,99.609,19.283,,,32.611,,,,,,
133.149,543.5,80.092,20.03,99.614,19.272,,,33.06,,,,,,
133.613,544.0,80.092,20.029,99.617,19.259,,,33.561,,,,,,
134.132,544.5,80.09,20.027,99.621,19.246,,,34.065,,,,,,
134.648,545.0,80.094,20.028,99.626,19.233,,,34.565,,,,,,
135.143,545.5,80.094,20.03,99.632,19.223,,,34.963,,,,,,
135.669,546.0,80.094,20.03,99.638,19.209,,,35.517,,,,,,
136.153,546.5,80.091,20.029,99.643,19.196,,,36.0,,,,,,
136.655,547.0,80.092,20.029,99.648,19.183,,,36.517,,,,,,
137.141,547.5,80.093,20.03,99.652,19.169,,,37.063,,,,,,
137.632,548.0,80.095,20.029,99.658,19.155,,,37.608,,,,,,
138.11,548.5,80.096,20.028,99.664,19.14,,,38.255,,,,,,
138.597,549.0,80.096,20.03,99.669,19.128,,,38.717,,,,,,
139.124,549.5,80.094,20.028,99.675,19.115,,,39.266,,,,,,
139.629,550.0,80.096,20.03,99.679,19.103,,,39.73,,,,,,
140.106,550.5,80.095,20.029,99.681,19.088,,,40.318,,,,,,
140.586,551.0,80.093,20.03,99.683,19.075,,,40.851,,,,,,
141.073,551.5,80.094,20.027,99.688,19.056,,,41.561,,,,,,
141.598,552.0,80.096,20.028,99.696,19.043,,,42.086,,,,,,
142.116,552.5,80.091,20.028,99.703,19.027,,,42.68,,,,,,
142.632,553.0,80.093,20.031,99.708,19.011,,,43.338,,,,,,
143.131,553.5,80.094,20.03,99.713,18.997,,,43.894,,,,,,
143.626,554.0,80.094,20.029,99.718,18.983,,,44.425,,,,,,
144.142,554.5,80.092,20.03,99.724,18.966,,,45.057,,,,,,
144.637,555.0,80.09,20.03,99.731,18.95,,,45.664,,,,,,
145.119,555.5,80.093,20.028,99.74,18.93,,,46.428,,,,,,
145.629,556.0,80.093,20.03,99.748,18.908,,,47.319,,,,,,
146.095,556.5,80.094,20.031,99.753,18.892,,,47.938,,,,,,
146.608,557.0,80.094,20.03,99.756,18.873,,,48.689,,,,,,
147.134,557.5,80.095,20.028,99.759,18.855,,,49.4,,,,,,
147.638,558.0,80.096,20.028,99.764,18.836,,,50.133,,,,,,
148.132,558.5,80.094,20.029,99.769,18.819,,,50.799,,,,,,
148.639,559.0,80.093,20.03,99.774,18.798,,,51.666,,,,,,
149.138,559.5,80.091,20.03,99.781,18.777,,,52.542,,,,,,
149.648,560.0,80.096,20.03,99.788,18.756,,,53.386,,,,,,
150.167,560.5,80.095,20.028,99.797,18.731,,,54.36,,,,,,
150.651,561.0,80.095,20.029,99.804,18.71,,,55.205,,,,,,
151.176,561.5,80.095,20.03,99.81,18.686,,,56.211,,,,,,
151.657,562.0,80.092,20.029,99.818,18.664,,,57.064,,,,,,
152.165,562.5,80.092,20.029,99.826,18.64,,,58.04,,,,,,
152.667,563.0,80.095,20.029,99.833,18.615,,,59.001,,,,,,
153.191,563.5,80.093,20.029,99.84,18.59,,,59.998,,,,,,
153.658,564.0,80.092,20.027,99.849,18.568,,,60.891,,,,,,
154.113,564.5,80.091,20.028,99.855,18.544,,,61.804,,,,,,
154.624,565.0,80.088,20.027,99.861,18.519,,,62.83,,,,,,
155.142,565.5,80.092,20.027,99.867,18.491,,,63.89,,,,,,
155.666,566.0,80.092,20.029,99.874,18.463,,,65.005,,,,,,
156.176,566.5,80.095,20.03,99.882,18.436,,,66.038,,,,,,
156.655,567.0,80.095,20.03,99.89,18.41,,,67.082,,,,,,
157.135,567.5,80.093,20.028,99.898,18.381,,,68.276,,,,,,
157.632,568.0,80.094,20.029,99.907,18.353,,,69.411,,,,,,
158.116,568.5,80.09,20.03,99.917,18.324,,,70.514,,,,,,
158.585,569.0,80.09,20.031,99.923,18.297,,,71.58,,,,,,
159.08,569.5,80.096,20.03,99.932,18.265,,,72.852,,,,,,
159.588,570.0,80.093,20.031,99.946,18.231,,,74.131,,,,,,
160.057,570.5,80.093,20.029,99.959,18.205,,,75.091,,,,,,
160.541,571.0,80.095,20.029,99.97,18.173,,,76.334,,,,,,
161.061,571.5,80.098,20.029,99.98,18.138,,,77.659,,,,,,
161.591,572.0,80.088,20.028,99.992,18.1,,,79.028,,,,,,
162.112,572.5,80.09,20.029,100.004,18.063,,,80.376,,,,,,
162.603,573.0,80.092,20.031,100.016,18.028,,,81.652,,,,,,
163.092,573.5,80.093,20.03,100.024,17.989,,,83.095,,,,,,
163.55,574.0,80.095,20.028,100.035,17.953,,,84.401,,,,,,
164.076,574.5,80.098,20.029,100.046,17.911,,,85.96,,,,,,
164.552,575.0,80.096,20.029,100.054,17.871,,,87.433,,,,,,
165.046,575.5,80.093,20.028,100.059,17.831,,,88.879,,,,,,
165.523,576.0,80.085,20.03,100.07,17.788,,,90.458,,,,,,
166.066,576.5,80.094,20.029,100.083,17.743,,,92.123,,,,,,
166.558,577.0,80.087,20.029,100.093,17.7,,,93.691,,,,,,
167.049,577.5,80.094,20.027,100.102,17.655,,,95.343,,,,,,
167.557,578.0,80.096,20.03,100.112,17.607,,,97.206,,,,,,
168.075,578.5,80.093,20.03,100.126,17.556,,,99.111,,,,,,
168.575,579.0,80.092,20.029,100.14,17.506,,,101.072,,,,,,
169.024,579.5,80.094,20.03,100.151,17.462,,,102.727,,,,,,
169.531,580.0,80.09,20.03,100.164,17.407,,,104.836,,,,,,
170.037,580.5,80.093,20.029,100.179,17.352,,,106.958,,,,,,
170.508,581.0,80.095,20.031,100.192,17.302,,,108.866,,,,,,
170.966,581.5,80.095,20.031,100.207,17.248,,,111.017,,,,,,
171.483,582.0,80.092,20.028,100.225,17.189,,,113.358,,,,,,
171.946,582.5,80.089,20.03,100.241,17.131,,,115.674,,,,,,
172.423,583.0,80.096,20.029,100.254,17.071,,,118.119,,,,,,
172.902,583.5,80.094,20.029,100.266,17.008,,,120.682,,,,,,
173.394,584.0,80.097,20.03,100.279,16.941,,,123.4,,,,,,
173.865,584.5,80.094,20.029,100.296,16.876,,,126.131,,,,,,
174.351,585.0,80.096,20.029,100.315,16.804,,,129.158,,,,,,
174.802,585.5,80.093,20.028,100.334,16.736,,,132.033,,,,,,
175.291,586.0,80.092,20.027,100.355,16.659,,,135.239,,,,,,
175.814,586.5,80.094,20.028,100.379,16.575,,,138.859,,,,,,
176.28,587.0,80.091,20.028,100.402,16.499,,,142.136,,,,,,
176.758,587.5,80.09,20.029,100.427,16.416,,,145.705,,,,,,
177.241,588.0,80.092,20.031,100.457,16.33,,,149.465,,,,,,
177.708,588.5,80.093,20.031,100.489,16.247,,,153.091,,,,,,
178.18,589.0,80.094,20.029,100.523,16.159,,,156.929,,,,,,
178.659,589.5,80.093,20.029,100.561,16.066,,,161.107,,,,,,
179.174,590.0,80.094,20.031,100.6,15.961,,,165.764,,,,,,
179.644,590.5,80.095,20.031,100.636,15.864,,,170.164,,,,,,
180.16,591.0,80.093,20.031,100.676,15.759,,,175.051,,,,,,
180.669,591.5,80.096,20.03,100.716,15.656,,,179.875,,,,,,
181.128,592.0,80.093,20.029,100.754,15.557,,,184.581,,,,,,
181.615,592.5,80.091,20.029,100.795,15.448,,,189.937,,,,,,
182.073,593.0,80.096,20.031,100.833,15.345,,,195.062,,,,,,
182.594,593.5,80.093,20.029,100.879,15.232,,,200.815,,,,,,
183.036,594.0,80.094,20.03,100.917,15.133,,,205.973,,,,,,
183.528,594.5,80.094,20.031,100.955,15.025,,,211.654,,,,,,
184.006,595.0,80.095,20.029,100.992,14.92,,,217.324,,,,,,
184.523,595.5,80.091,20.029,101.034,14.804,,,223.577,,,,,,
184.984,596.0,80.092,20.029,101.072,14.704,,,228.968,,,,,,
185.465,596.5,80.095,20.03,101.112,14.598,,,234.72,,,,,,
185.932,597.0,80.094,20.029,101.15,14.498,,,240.057,,,,,,
186.407,597.5,80.092,20.03,101.189,14.396,,,245.432,,,,,,
186.902,598.0,80.098,20.032,101.227,14.291,,,250.839,,,,,,
187.351,598.5,80.094,20.031,101.259,14.197,,,255.498,,,,,,
187.828,599.0,80.093,20.031,101.293,14.097,,,260.318,,,,,,
188.306,599.5,80.094,20.03,101.325,14.002,,,264.763,,,,,,
188.773,600.0,80.093,20.031,101.353,13.913,,,268.756,,,,,,
189.24,600.5,80.093,20.031,101.378,13.826,,,272.504,,,,,,
189.723,601.0,80.095,20.03,101.404,13.741,,,276.04,,,,,,
190.211,601.5,80.093,20.03,101.426,13.659,,,279.301,,,,,,
190.695,602.0,80.092,20.031,101.446,13.583,,,282.256,,,,,,
191.185,602.5,80.093,20.03,101.465,13.513,,,284.848,,,,,,
