Time (s),Temperature (K),Heat Flow Rate (W/g)
536.2884,402,0.282
539.1606,402.5,0.284
542.0334,403,0.284
544.9026,403.5,0.285
547.7586,404,0.284
550.6164,404.5,0.285
553.4802,405,0.286
556.3308,405.5,0.286
559.2024,406,0.285
562.0662,406.5,0.286
564.9354,407,0.287
567.8034,407.5,0.289
570.666,408,0.289
573.525,408.5,0.289
576.3822,409,0.29
579.2466,409.5,0.289
582.0936,410,0.289
584.9508,410.5,0.29
587.8224,411,0.292
590.6754,411.5,0.291
593.5392,412,0.293
596.3994,412.5,0.293
599.2578,413,0.294
602.1,413.5,0.295
604.9428,414,0.296
607.776,414.5,0.296
610.6242,415,0.294
613.4712,415.5,0.293
616.3164,416,0.296
619.1604,416.5,0.296
622.0122,417,0.295
624.8544,417.5,0.297
627.693,418,0.297
630.5412,418.5,0.298
633.372,419,0.297
636.2124,419.5,0.299
639.0522,420,0.299
641.8944,420.5,0.3
644.7486,421,0.301
647.6058,421.5,0.301
650.4498,422,0.301
653.295,422.5,0.302
656.1318,423,0.302
658.9668,423.5,0.304
661.7952,424,0.304
664.6272,424.5,0.303
667.4676,425,0.305
670.308,425.5,0.306
673.14,426,0.306
675.9684,426.5,0.307
678.7962,427,0.307
681.6342,427.5,0.308
684.456,428,0.309
687.2964,428.5,0.31
690.1452,429,0.312
692.9796,429.5,0.313
695.82,430,0.313
698.6544,430.5,0.314
701.4864,431,0.313
704.2974,431.5,0.315
707.1282,432,0.314
709.965,432.5,0.316
712.7988,433,0.317
715.626,433.5,0.317
718.4322,434,0.318
721.2558,434.5,0.32
724.0794,435,0.32
726.9204,435.5,0.321
729.7782,436,0.321
732.6162,436.5,0.323
735.4458,437,0.322
738.2712,437.5,0.322
741.0966,438,0.323
743.934,438.5,0.327
746.7696,439,0.327
749.6046,439.5,0.327
752.445,440,0.326
755.2854,440.5,0.328
758.127,441,0.328
760.965,441.5,0.328
763.803,442,0.33
766.6224,442.5,0.33
769.4376,443,0.333
772.2624,443.5,0.337
775.092,444,0.336
777.9288,444.5,0.339
780.768,445,0.338
783.6096,445.5,0.34
786.4434,446,0.339
789.267,446.5,0.339
792.0816,447,0.34
794.9016,447.5,0.342
797.7312,448,0.341
800.568,448.5,0.343
803.3964,449,0.342
806.2476,449.5,0.343
809.0772,450,0.343
811.9014,450.5,0.344
814.734,451,0.345
817.5672,451.5,0.347
820.4016,452,0.347
823.2336,452.5,0.347
826.0656,453,0.349
828.894,453.5,0.348
831.7206,454,0.347
834.5466,454.5,0.347
837.3762,455,0.349
840.207,455.5,0.35
843.0366,456,0.35
845.862,456.5,0.35
848.6754,457,0.349
851.5092,457.5,0.351
854.331,458,0.352
857.1408,458.5,0.353
859.9794,459,0.354
862.8102,459.5,0.355
865.6332,460,0.355
868.4778,460.5,0.356
871.3164,461,0.358
874.1448,461.5,0.359
876.978,462,0.359
879.8142,462.5,0.36
882.6342,463,0.36
885.4578,463.5,0.36
888.282,464,0.362
891.114,464.5,0.361
893.943,465,0.361
896.7726,465.5,0.363
899.598,466,0.363
902.418,466.5,0.364
905.2476,467,0.364
908.079,467.5,0.366
910.911,468,0.367
913.7394,468.5,0.367
916.572,469,0.368
919.3998,469.5,0.369
922.2084,470,0.368
925.035,470.5,0.369
927.8712,471,0.371
930.7032,471.5,0.37
933.5538,472,0.371
936.3972,472.5,0.372
939.2328,473,0.376
942.0534,473.5,0.376
944.8788,474,0.377
947.6964,474.5,0.377
950.5122,475,0.378
953.3346,475.5,0.378
956.1612,476,0.378
958.9926,476.5,0.379
961.8186,477,0.381
964.6452,477.5,0.381
967.4712,478,0.379
970.2894,478.5,0.38
973.1094,479,0.382
975.9354,479.5,0.383
978.765,480,0.385
981.5994,480.5,0.384
984.42,481,0.385
987.249,481.5,0.385
990.0858,482,0.385
992.9112,482.5,0.385
995.751,483,0.388
998.5824,483.5,0.389
1001.415,484,0.391
1004.2446,484.5,0.39
1007.0814,485,0.391
1009.9158,485.5,0.392
1012.7382,486,0.392
1015.569,486.5,0.394
1018.3992,487,0.395
1021.23,487.5,0.394
1024.0602,488,0.398
1026.8742,488.5,0.397
1029.6738,489,0.397
1032.4884,489.5,0.398
1035.2976,490,0.398
1038.1236,490.5,0.397
1040.9706,491,0.399
1043.8062,491.5,0.398
1046.6442,492,0.398
1049.4726,492.5,0.397
1052.3004,493,0.399
1055.1318,493.5,0.398
1057.9614,494,0.401
1060.7934,494.5,0.4
1063.623,495,0.402
1066.4562,495.5,0.403
1069.2966,496,0.402
1072.1322,496.5,0.402
1074.9678,497,0.402
1077.8034,497.5,0.403
1080.6288,498,0.403
1083.4482,498.5,0.405
1086.2598,499,0.405
1089.0954,499.5,0.405
1091.9274,500,0.406
1094.7636,500.5,0.407
1097.613,501,0.407
1100.4516,501.5,0.406
1103.2854,502,0.406
1106.1186,502.5,0.408
1108.9374,503,0.409
1111.7676,503.5,0.406
1114.599,504,0.406
1117.4346,504.5,0.409
1120.2756,505,0.41
1123.122,505.5,0.41
1125.9564,506,0.41
1128.7854,506.5,0.409
1131.6264,507,0.412
1134.465,507.5,0.413
1137.2946,508,0.412
1140.135,508.5,0.412
1142.9718,509,0.412
1145.8068,509.5,0.414
1148.6376,510,0.413
1151.478,510.5,0.417
1154.3214,511,0.417
1157.1594,511.5,0.418
1160.0052,512,0.419
1162.8468,512.5,0.419
1165.6842,513,0.419
1168.5204,513.5,0.42
1171.347,514,0.417
1174.1742,514.5,0.416
1176.996,515,0.417
1179.825,515.5,0.415
1182.6624,516,0.416
1185.5028,516.5,0.416
1188.3486,517,0.415
1191.1902,517.5,0.416
1194.024,518,0.418
1196.856,518.5,0.419
1199.697,519,0.418
1202.526,519.5,0.417
1205.3532,520,0.418
1208.193,520.5,0.418
1211.0268,521,0.416
1213.8702,521.5,0.416
1216.7142,522,0.418
1219.5618,522.5,0.418
1222.4004,523,0.42
1225.2414,523.5,0.421
1228.0842,524,0.417
1230.927,524.5,0.421
1233.7434,525,0.42
1236.5892,525.5,0.42
1239.4362,526,0.421
1242.276,526.5,0.417
1245.117,527,0.419
1247.967,527.5,0.418
1250.7948,528,0.419
1253.619,528.5,0.419
1256.4552,529,0.417
1259.3076,529.5,0.42
1262.1528,530,0.42
1264.9986,530.5,0.419
1267.8468,531,0.421
1270.6938,531.5,0.421
1273.545,532,0.419
1276.3956,532.5,0.42
1279.2522,533,0.421
1282.086,533.5,0.418
1284.9276,534,0.419
1287.7632,534.5,0.418
1290.6048,535,0.419
1293.4512,535.5,0.418
1296.306,536,0.418
1299.1596,536.5,0.419
1302.015,537,0.418
1304.8608,537.5,0.419
1307.7018,538,0.421
1310.55,538.5,0.421
1313.3964,539,0.422
1316.2422,539.5,0.42
1319.0844,540,0.421
1321.9272,540.5,0.421
1324.773,541,0.42
1327.6128,541.5,0.419
1330.4514,542,0.418
1333.3056,542.5,0.419
1336.1508,543,0.419
1338.9978,543.5,0.42
1341.8514,544,0.419
1344.7044,544.5,0.421
1347.5508,545,0.42
1350.4014,545.5,0.419
1353.2478,546,0.421
1356.0936,546.5,0.42
1358.9292,547,0.42
1361.7828,547.5,0.421
1364.64,548,0.421
1367.4882,548.5,0.421
1370.3406,549,0.423
1373.1972,549.5,0.421
1376.0472,550,0.421
1378.896,550.5,0.423
1381.7466,551,0.424
1384.5966,551.5,0.425
1387.4454,552,0.424
1390.3002,552.5,0.424
1393.1556,553,0.423
1396.0104,553.5,0.422
1398.8616,554,0.422
1401.7212,554.5,0.423
1404.5742,555,0.423
1407.4326,555.5,0.422
1410.288,556,0.423
1413.1464,556.5,0.423
1416.0006,557,0.424
1418.8572,557.5,0.424
1421.7228,558,0.423
1424.5758,558.5,0.424
1427.4366,559,0.423
1430.2824,559.5,0.424
1433.1354,560,0.425
1435.9698,560.5,0.425
1438.8348,561,0.425
1441.692,561.5,0.425
1444.5666,562,0.426
1447.4304,562.5,0.427
1450.3032,563,0.428
1453.1526,563.5,0.428
1456.0128,564,0.426
1458.8874,564.5,0.427
1461.75,565,0.429
1464.618,565.5,0.428
1467.4818,566,0.431
1470.3342,566.5,0.43
1473.1776,567,0.431
1476.0306,567.5,0.43
1478.8962,568,0.43
1481.7642,568.5,0.43
1484.6424,569,0.431
1487.5182,569.5,0.432
1490.3802,570,0.43
1493.2422,570.5,0.432
1496.1054,571,0.432
1498.9662,571.5,0.432
1501.836,572,0.436
1504.692,572.5,0.437
1507.5546,573,0.437
1510.416,573.5,0.437
1513.275,574,0.44
1516.1388,574.5,0.442
1518.9978,575,0.443
1521.867,575.5,0.444
1524.735,576,0.445
1527.6048,576.5,0.446
1530.4806,577,0.449
1533.3468,577.5,0.451
1536.2052,578,0.452
1539.0588,578.5,0.454
1541.928,579,0.457
1544.79,579.5,0.46
1547.6568,580,0.46
1550.5236,580.5,0.462
1553.385,581,0.461
1556.2398,581.5,0.463
1559.0988,582,0.466
1561.9596,582.5,0.468
1564.8198,583,0.47
1567.6926,583.5,0.469
1570.557,584,0.471
1573.4364,584.5,0.472
1576.3056,585,0.475
1579.1784,585.5,0.475
1582.0404,586,0.48
1584.9012,586.5,0.481
1587.7638,587,0.482
1590.633,587.5,0.483
1593.5022,588,0.487
1596.3708,588.5,0.488
1599.246,589,0.489
1602.1056,589.5,0.492
1604.9742,590,0.492
1607.847,590.5,0.497
1610.712,591,0.499
1613.5812,591.5,0.501
1616.4492,592,0.502
1619.3184,592.5,0.505
1622.184,593,0.503
1625.0586,593.5,0.506
1627.9326,594,0.506
1630.7982,594.5,0.506
1633.6704,595,0.509
1636.5396,595.5,0.513
1639.4064,596,0.514
1642.2816,596.5,0.517
1645.1658,597,0.519
1648.0554,597.5,0.52
1650.942,598,0.524
1653.8256,598.5,0.526
1656.702,599,0.529
1659.5778,599.5,0.53
1662.4542,600,0.531
1665.3318,600.5,0.532
1668.2142,601,0.533
1671.0894,601.5,0.535
1673.9652,602,0.535
1676.8434,602.5,0.539
1679.7288,603,0.541
1682.6244,603.5,0.543
1685.526,604,0.546
1688.418,604.5,0.547
1691.3046,605,0.549
1694.19,605.5,0.55
1697.0718,606,0.553
1699.9578,606.5,0.553
1702.848,607,0.557
1705.737,607.5,0.559
1708.6242,608,0.559
1711.5114,608.5,0.564
1714.3968,609,0.566
1717.2852,609.5,0.567
1720.1784,610,0.57
1723.0704,610.5,0.569
1725.9582,611,0.574
1728.8502,611.5,0.572
1731.7434,612,0.577
1734.6348,612.5,0.579
1737.5106,613,0.58
1740.3792,613.5,0.583
1743.2628,614,0.585
1746.1422,614.5,0.589
1749.0324,615,0.592
1751.9466,615.5,0.594
1754.8446,616,0.596
1757.7288,616.5,0.598
1760.6178,617,0.602
1763.5098,617.5,0.606
1766.4054,618,0.608
1769.2926,618.5,0.611
1772.1762,619,0.614
1775.0694,619.5,0.617
1777.95,620,0.622
1780.8372,620.5,0.623
1783.7358,621,0.631
1786.6176,621.5,0.632
1789.5132,622,0.635
1792.4028,622.5,0.641
1795.3062,623,0.645
1798.209,623.5,0.649
1801.1088,624,0.654
1804.014,624.5,0.659
1806.9168,625,0.663
1809.819,625.5,0.668
1812.7176,626,0.673
1815.615,626.5,0.679
1818.5064,627,0.683
1821.3858,627.5,0.69
1824.2838,628,0.693
1827.1956,628.5,0.698
1830.0918,629,0.705
1833.0078,629.5,0.713
1835.9394,630,0.718
1838.847,630.5,0.725
1841.775,631,0.729
1844.6994,631.5,0.735
1847.6058,632,0.741
1850.5194,632.5,0.748
1853.4288,633,0.753
1856.346,633.5,0.759
1859.259,634,0.764
1862.175,634.5,0.771
1865.0958,635,0.775
1868.0094,635.5,0.783
1870.9332,636,0.785
1873.8558,636.5,0.792
1876.77,637,0.798
1879.6836,637.5,0.801
1882.6044,638,0.805
1885.5174,638.5,0.809
1888.4292,639,0.813
1891.3386,639.5,0.818
1894.248,640,0.819
1897.1496,640.5,0.819
1900.0638,641,0.821
1902.9678,641.5,0.822
1905.8736,642,0.821
1908.7596,642.5,0.821
1911.6492,643,0.822
1914.546,643.5,0.82
1917.4284,644,0.815
1920.3234,644.5,0.81
1923.2358,645,0.805
1926.1176,645.5,0.798
1929.0054,646,0.793
1931.883,646.5,0.782
1934.7606,647,0.774
1937.6298,647.5,0.763
1940.5044,648,0.754
1943.3868,648.5,0.739
1946.2602,649,0.724
1949.1354,649.5,0.711
1951.9992,650,0.694
1954.8606,650.5,0.677
1957.716,651,0.658
1960.563,651.5,0.637
1963.416,652,0.62
1966.2756,652.5,0.599
1969.1316,653,0.576
1971.9876,653.5,0.553
1974.837,654,0.531
1977.6876,654.5,0.507
1980.5352,655,0.479
1983.387,655.5,0.457
1986.237,656,0.433
1989.0882,656.5,0.408
1991.94,657,0.381
1994.787,657.5,0.359
1997.616,658,0.337
2000.4672,658.5,0.311
2003.3178,659,0.289
2006.169,659.5,0.27
2009.0334,660,0.247
2011.9116,660.5,0.23
2014.7718,661,0.211
2017.644,661.5,0.195
2020.5132,662,0.18
2023.3776,662.5,0.166
2026.2456,663,0.156
2029.1202,663.5,0.142
2031.9954,664,0.133
2034.8742,664.5,0.122
2037.7674,665,0.114
2040.6636,665.5,0.109
2043.5598,666,0.101
2046.4698,666.5,0.097
2049.3732,667,0.094
2052.2802,667.5,0.087
2055.1896,668,0.085
2058.0882,668.5,0.083
2060.9808,669,0.08
2063.8842,669.5,0.079
2066.7912,670,0.078
2069.7066,670.5,0.077
2072.637,671,0.075
2075.5662,671.5,0.074
2078.4942,672,0.072
2081.4228,672.5,0.07
2084.3316,673,0.068
2087.2482,673.5,0.067
2090.1732,674,0.067
2093.082,674.5,0.065
2096.0016,675,0.059
2098.9296,675.5,0.058
2101.854,676,0.058
2104.7718,676.5,0.055
2107.6974,677,0.054
2110.6242,677.5,0.052
2113.5204,678,0.049
2116.434,678.5,0.049
2119.362,679,0.049
2122.2678,679.5,0.048
2125.2018,680,0.044
2128.1418,680.5,0.043
2131.0692,681,0.042
2133.9984,681.5,0.042
2136.9378,682,0.04
2139.8568,682.5,0.039
2142.7698,683,0.038
2145.687,683.5,0.038
2148.5964,684,0.034
2151.5022,684.5,0.036
2154.4182,685,0.034
2157.3426,685.5,0.031
2160.2694,686,0.029
2163.1914,686.5,0.029
2166.108,687,0.03
2169.0318,687.5,0.026
2171.9472,688,0.025
2174.8728,688.5,0.025
2177.79,689,0.023
2180.7042,689.5,0.023
2183.6298,690,0.022
2186.5572,690.5,0.021
2189.4846,691,0.018
2192.4264,691.5,0.016
2195.3508,692,0.017
2198.2782,692.5,0.014
2201.2056,693,0.013
2204.1324,693.5,0.014
2207.064,694,0.015
2209.9962,694.5,0.012
2212.9308,695,0.012
2215.8636,695.5,0.009
2218.7982,696,0.008
2221.7304,696.5,0.007
2224.6602,697,0.006
2227.59,697.5,0.005
2230.5162,698,0.004
2233.452,698.5,0.005
2236.395,699,0.004
2239.3008,699.5,0.004
2242.2234,700,0.004
2245.1622,700.5,0.005
2248.0932,701,0.005
2251.0518,701.5,0.004
2254.0104,702,0.005
2256.945,702.5,0.005
2259.882,703,0.007
2262.8148,703.5,0.005
2265.7524,704,0.005
2268.6894,704.5,0.005
2271.633,705,0.006
2274.5718,705.5,0.004
2277.5094,706,0.007
2280.444,706.5,0.006
2283.381,707,0.005
2286.315,707.5,0.008
2289.2532,708,0.008
2292.1926,708.5,0.007
2295.1242,709,0.006
2298.0606,709.5,0.006
2300.9886,710,0.008
2303.9274,710.5,0.006
2306.8608,711,0.006
2309.7834,711.5,0.007
2312.724,712,0.008
2315.6646,712.5,0.009
2318.6052,713,0.01
2321.5704,713.5,0.01
2324.5188,714,0.012
2327.4696,714.5,0.01
2330.4132,715,0.01
2333.3616,715.5,0.017
2336.3052,716,0.015
2339.244,716.5,0.022
2342.1804,717,0.023
2345.121,717.5,0.025
2348.0604,718,0.025
2351.0022,718.5,0.027
2353.9476,719,0.028
2356.8846,719.5,0.027
2359.8318,720,0.03
2362.7748,720.5,0.029
2365.7202,721,0.03
2368.6674,721.5,0.031
2371.617,722,0.032
2374.5498,722.5,0.032
2377.4994,723,0.037
2380.4382,723.5,0.034
2383.3866,724,0.036
2386.3428,724.5,0.038
2389.2954,725,0.038
2392.2444,725.5,0.037
2395.1934,726,0.04
2398.1442,726.5,0.042
2401.0986,727,0.044
2404.059,727.5,0.045
2407.0056,728,0.049
2409.9528,728.5,0.044
2412.897,729,0.045
2415.843,729.5,0.042
2418.7986,730,0.043
2421.7452,730.5,0.046
2424.6912,731,0.047
2427.6348,731.5,0.047
2430.5886,732,0.048
2433.5484,732.5,0.052
2436.5106,733,0.053
2439.4602,733.5,0.053
2442.408,734,0.054
2445.3546,734.5,0.058
2448.3168,735,0.058
2451.2802,735.5,0.058
2454.2484,736,0.06
2457.2064,736.5,0.064
2460.1572,737,0.065
2463.111,737.5,0.067
2466.0624,738,0.067
2469.0174,738.5,0.071
2471.9658,739,0.068
2474.9154,739.5,0.069
2477.8752,740,0.068
2480.8356,740.5,0.073
2483.7978,741,0.07
2486.7462,741.5,0.069
2489.6964,742,0.071
2492.6436,742.5,0.071
2495.592,743,0.072
2498.5362,743.5,0.074
2501.49,744,0.075
2504.4498,744.5,0.075
2507.4,745,0.077
2510.3676,745.5,0.079
2513.3274,746,0.079
2516.2884,746.5,0.079
2519.2368,747,0.081
2522.184,747.5,0.082
2525.1342,748,0.082
2528.0718,748.5,0.083
2531.0208,749,0.086
2533.977,749.5,0.088
2536.926,750,0.089
2539.8864,750.5,0.087
2542.8588,751,0.09
2545.8186,751.5,0.091
2548.7856,752,0.09
2551.7538,752.5,0.093
2554.698,753,0.095
2557.6542,753.5,0.094
2560.6146,754,0.095
2563.5588,754.5,0.095
2566.5018,755,0.094
2569.4574,755.5,0.095
2572.4154,756,0.094
2575.377,756.5,0.098
2578.3632,757,0.098
2581.3308,757.5,0.099
2584.2852,758,0.096
2587.242,758.5,0.099
2590.1994,759,0.098
2593.1508,759.5,0.098
2596.1118,760,0.101
2599.077,760.5,0.102
2602.0302,761,0.097
2604.9924,761.5,0.096
2607.9552,762,0.099
2610.921,762.5,0.098
2613.888,763,0.099
2616.8496,763.5,0.099
2619.8136,764,0.1
2622.7764,764.5,0.1
2625.744,765,0.1
2628.7164,765.5,0.101
2631.6858,766,0.102
2634.6516,766.5,0.104
2637.6198,767,0.105
2640.5802,767.5,0.105
2643.543,768,0.104
2646.5034,768.5,0.105
2649.4524,769,0.105
2652.4164,769.5,0.106
2655.3816,770,0.106
2658.3432,770.5,0.106
2661.3198,771,0.11
2664.2934,771.5,0.106
2667.264,772,0.106
2670.2412,772.5,0.105
2673.2136,773,0.105
2676.183,773.5,0.104
2679.156,774,0.105
2682.129,774.5,0.104
2685.1068,775,0.107
2688.0768,775.5,0.106
2691.0636,776,0.104
2694.0324,776.5,0.105
2697.0048,777,0.106
2699.9808,777.5,0.107
2702.9466,778,0.106
2705.916,778.5,0.105
2708.8854,779,0.107
2711.841,779.5,0.109
2714.805,780,0.111
2717.775,780.5,0.112
2720.7438,781,0.112
2723.7366,781.5,0.112
2726.7018,782,0.113
2729.6712,782.5,0.11
2732.6418,783,0.114
2735.586,783.5,0.115
2738.5578,784,0.115
2741.5278,784.5,0.115
2744.499,785,0.114
2747.4876,785.5,0.115
2750.463,786,0.114
2753.4432,786.5,0.116
2756.4234,787,0.114
2759.4078,787.5,0.112
2762.382,788,0.113
2765.3472,788.5,0.11
2768.3202,789,0.112
2771.2896,789.5,0.114
2774.259,790,0.111
2777.2332,790.5,0.112
2780.211,791,0.114
2783.172,791.5,0.113
2786.136,792,0.112
2789.106,792.5,0.113
2792.0796,793,0.114
2795.064,793.5,0.115
2798.0514,794,0.117
2801.0232,794.5,0.114
2803.9998,795,0.114
2806.9674,795.5,0.114
2809.9254,796,0.116
2812.9044,796.5,0.116
2815.8828,797,0.116
2818.8696,797.5,0.117
2821.8678,798,0.119
2824.8498,798.5,0.118
2827.8072,799,0.12
2830.7766,799.5,0.118
2833.7472,800,0.118
2836.7208,800.5,0.118
2839.7148,801,0.12
2842.7184,801.5,0.117
2845.6884,802,0.116
2848.677,802.5,0.117
2851.656,803,0.117
2854.6362,803.5,0.115
2857.6206,804,0.115
2860.617,804.5,0.114
2863.5984,805,0.117
2866.5804,805.5,0.117
2869.5666,806,0.116
2872.536,806.5,0.115
2875.503,807,0.117
2878.4784,807.5,0.116
2881.4502,808,0.113
2884.4334,808.5,0.115
2887.4298,809,0.114
2890.4076,809.5,0.114
2893.377,810,0.113
2896.3524,810.5,0.114
2899.332,811,0.112
2902.3182,811.5,0.112
2905.3146,812,0.112
2908.3026,812.5,0.112
2911.2798,813,0.113
2914.2636,813.5,0.114
2917.2372,814,0.115
2920.2204,814.5,0.116
2923.2024,815,0.114
2926.1778,815.5,0.115
2929.1694,816,0.118
2932.1574,816.5,0.118
2935.1424,817,0.12
2938.128,817.5,0.12
2941.1268,818,0.12
2944.1172,818.5,0.122
2947.116,819,0.124
2950.1112,819.5,0.125
2953.0962,820,0.124
2956.086,820.5,0.125
2959.071,821,0.127
2962.0656,821.5,0.127
2965.0584,822,0.126
2968.0482,822.5,0.13
2971.0338,823,0.131
2974.0068,823.5,0.13
2976.9948,824,0.128
2979.9798,824.5,0.13
2982.9612,825,0.13
2985.9354,825.5,0.13
2988.9024,826,0.13
2991.885,826.5,0.129
2994.8682,827,0.132
2997.8634,827.5,0.129
3000.8658,828,0.132
3003.8586,828.5,0.132
3006.8592,829,0.13
3009.8478,829.5,0.129
3012.846,830,0.131
3015.8292,830.5,0.13
3018.8076,831,0.132
3021.8046,831.5,0.131
3024.7992,832,0.13
3027.792,832.5,0.13
3030.786,833,0.131
3033.7602,833.5,0.128
3036.7398,834,0.128
3039.7296,834.5,0.13
3042.7242,835,0.128
3045.7278,835.5,0.129
3048.7224,836,0.132
3051.7236,836.5,0.128
3054.7272,837,0.129
3057.7242,837.5,0.129
3060.7242,838,0.129
3063.7194,838.5,0.128
3066.7104,839,0.129
3069.7002,839.5,0.131
3072.6636,840,0.132
3075.6672,840.5,0.129
3078.6678,841,0.13
3081.6576,841.5,0.129
3084.675,842,0.128
3087.6738,842.5,0.129
3090.6696,843,0.128
3093.6708,843.5,0.131
3096.6672,844,0.128
3099.6636,844.5,0.13
3102.6618,845,0.129
3105.6684,845.5,0.126
3108.6738,846,0.127
3111.6768,846.5,0.126
3114.6744,847,0.128
3117.669,847.5,0.125
3120.6648,848,0.128
3123.666,848.5,0.125
3126.669,849,0.127
3129.6738,849.5,0.126
3132.672,850,0.126
3135.6606,850.5,0.126
3138.6498,851,0.125
3141.6366,851.5,0.127
3144.6348,852,0.127
3147.6354,852.5,0.127
3150.6366,853,0.124
3153.6444,853.5,0.123
3156.6372,854,0.121
3159.6366,854.5,0.121
3162.6372,855,0.122
3165.633,855.5,0.123
3168.6402,856,0.12
3171.6468,856.5,0.117
3174.6426,857,0.116
3177.6474,857.5,0.118
3180.651,858,0.116
3183.6534,858.5,0.113
3186.663,859,0.113
3189.6642,859.5,0.113
3192.666,860,0.111
3195.669,860.5,0.114
3198.6726,861,0.113
3201.6738,861.5,0.113
3204.6714,862,0.112
3207.6624,862.5,0.115
3210.657,863,0.112
3213.657,863.5,0.11
3216.66,864,0.109
3219.6594,864.5,0.109
3222.6528,865,0.111
3225.6462,865.5,0.108
3228.6324,866,0.11
3231.6318,866.5,0.109
3234.6162,867,0.108
3237.6186,867.5,0.107
3240.6264,868,0.108
3243.6216,868.5,0.108
3246.6354,869,0.109
3249.6354,869.5,0.111
3252.6444,870,0.11
3255.6348,870.5,0.11
3258.6438,871,0.111
3261.6474,871.5,0.112
3264.6432,872,0.11
3267.6582,872.5,0.11
3270.6552,873,0.111
3273.6546,873.5,0.109
3276.6546,874,0.108
3279.6534,874.5,0.108
3282.6618,875,0.106
3285.6708,875.5,0.108
3288.6798,876,0.107
3291.6906,876.5,0.105
3294.6852,877,0.104
3297.6708,877.5,0.105
3300.6726,878,0.105
3303.6834,878.5,0.104
3306.6978,879,0.103
3309.7194,879.5,0.103
3312.7296,880,0.103
3315.7386,880.5,0.099
3318.753,881,0.099
3321.7644,881.5,0.102
