Time (s),Temperature (K),Heat Flow Rate (W/g)
335.943,461.0,9.11E-01
336.8634,461.5,9.14E-01
337.7814,462.0,9.18E-01
338.7006,462.5,9.20E-01
339.6258,463.0,9.23E-01
340.545,463.5,9.26E-01
341.4642,464.0,9.26E-01
342.3816,464.5,9.29E-01
343.2996,465.0,9.30E-01
344.2074,465.5,9.32E-01
345.1176,466.0,9.35E-01
346.0254,466.5,9.35E-01
346.9326,467.0,9.37E-01
347.847,467.5,9.40E-01
348.762,468.0,9.41E-01
349.6842,468.5,9.44E-01
350.6076,469.0,9.47E-01
351.5304,469.5,9.50E-01
352.4526,470.0,9.52E-01
353.3658,470.5,9.55E-01
354.2808,471.0,9.57E-01
355.1928,471.5,9.57E-01
356.1024,472.0,9.59E-01
357.0126,472.5,9.61E-01
357.9234,473.0,9.64E-01
358.8354,473.5,9.67E-01
359.7438,474.0,9.71E-01
360.6552,474.5,9.74E-01
361.5654,475.0,9.75E-01
362.4726,475.5,9.78E-01
363.3804,476.0,9.80E-01
364.29,476.5,9.82E-01
365.202,477.0,9.85E-01
366.1116,477.5,9.86E-01
367.02,478.0,9.88E-01
367.9308,478.5,9.92E-01
368.8404,479.0,9.93E-01
369.7476,479.5,9.97E-01
370.6524,480.0,9.97E-01
371.5536,480.5,1.00E+00
372.4608,481.0,1.00E+00
373.3674,481.5,1.00E+00
374.2758,482.0,1.00E+00
375.18,482.5,1.01E+00
376.086,483.0,1.01E+00
376.9968,483.5,1.01E+00
377.9046,484.0,1.01E+00
378.8106,484.5,1.02E+00
379.7148,485.0,1.02E+00
380.622,485.5,1.02E+00
381.5274,486.0,1.02E+00
382.4328,486.5,1.02E+00
383.3358,487.0,1.03E+00
384.2406,487.5,1.03E+00
385.1448,488.0,1.03E+00
386.0478,488.5,1.03E+00
386.9538,489.0,1.03E+00
387.8574,489.5,1.04E+00
388.7604,490.0,1.04E+00
389.6616,490.5,1.04E+00
390.5658,491.0,1.04E+00
391.47,491.5,1.04E+00
392.3712,492.0,1.05E+00
393.2766,492.5,1.05E+00
394.1814,493.0,1.05E+00
395.085,493.5,1.05E+00
395.9868,494.0,1.05E+00
396.888,494.5,1.06E+00
397.7916,495.0,1.06E+00
398.6874,495.5,1.06E+00
399.588,496.0,1.06E+00
400.4886,496.5,1.06E+00
401.3898,497.0,1.07E+00
402.2928,497.5,1.07E+00
403.1934,498.0,1.07E+00
404.0976,498.5,1.07E+00
404.9988,499.0,1.08E+00
405.8988,499.5,1.08E+00
406.7988,500.0,1.08E+00
407.6982,500.5,1.08E+00
408.5994,501.0,1.08E+00
409.5,501.5,1.09E+00
410.4,502.0,1.09E+00
411.3024,502.5,1.09E+00
412.2012,503.0,1.09E+00
413.1,503.5,1.09E+00
413.9964,504.0,1.10E+00
414.8934,504.5,1.10E+00
415.7916,505.0,1.10E+00
416.688,505.5,1.10E+00
417.588,506.0,1.10E+00
418.4868,506.5,1.10E+00
419.3862,507.0,1.10E+00
420.288,507.5,1.11E+00
421.1862,508.0,1.11E+00
422.0838,508.5,1.11E+00
422.982,509.0,1.11E+00
423.8766,509.5,1.11E+00
424.7742,510.0,1.12E+00
425.6706,510.5,1.12E+00
426.5694,511.0,1.12E+00
427.4658,511.5,1.12E+00
428.3622,512.0,1.12E+00
429.2586,512.5,1.12E+00
430.1562,513.0,1.12E+00
431.052,513.5,1.13E+00
431.9466,514.0,1.13E+00
432.8436,514.5,1.13E+00
433.7394,515.0,1.13E+00
434.6388,515.5,1.13E+00
435.5334,516.0,1.13E+00
436.4292,516.5,1.13E+00
437.325,517.0,1.13E+00
438.2208,517.5,1.14E+00
439.1172,518.0,1.14E+00
440.0052,518.5,1.14E+00
440.9016,519.0,1.14E+00
441.798,519.5,1.14E+00
442.695,520.0,1.14E+00
443.5926,520.5,1.14E+00
444.4884,521.0,1.14E+00
445.3914,521.5,1.14E+00
446.2854,522.0,1.14E+00
447.18,522.5,1.15E+00
448.0734,523.0,1.14E+00
448.965,523.5,1.15E+00
449.8572,524.0,1.15E+00
450.75,524.5,1.15E+00
451.6428,525.0,1.15E+00
452.5332,525.5,1.15E+00
453.4272,526.0,1.15E+00
454.3236,526.5,1.15E+00
455.2128,527.0,1.15E+00
456.105,527.5,1.15E+00
457.0026,528.0,1.15E+00
457.8948,528.5,1.15E+00
458.7864,529.0,1.15E+00
459.6762,529.5,1.16E+00
460.5708,530.0,1.16E+00
461.4642,530.5,1.16E+00
462.3492,531.0,1.16E+00
463.2402,531.5,1.16E+00
464.1276,532.0,1.16E+00
465.0192,532.5,1.16E+00
465.912,533.0,1.16E+00
466.8036,533.5,1.16E+00
467.7012,534.0,1.16E+00
468.5964,534.5,1.16E+00
469.494,535.0,1.16E+00
470.3874,535.5,1.16E+00
471.2784,536.0,1.16E+00
472.1664,536.5,1.16E+00
473.0598,537.0,1.16E+00
473.9514,537.5,1.16E+00
474.8436,538.0,1.16E+00
475.7352,538.5,1.16E+00
476.6292,539.0,1.16E+00
477.5256,539.5,1.16E+00
478.4172,540.0,1.16E+00
479.3064,540.5,1.16E+00
480.1962,541.0,1.16E+00
481.086,541.5,1.16E+00
481.9758,542.0,1.16E+00
482.8662,542.5,1.16E+00
483.7542,543.0,1.16E+00
484.6458,543.5,1.16E+00
485.5368,544.0,1.16E+00
486.429,544.5,1.16E+00
487.32,545.0,1.16E+00
488.2092,545.5,1.16E+00
489.1014,546.0,1.16E+00
489.9906,546.5,1.16E+00
490.8828,547.0,1.16E+00
491.7732,547.5,1.16E+00
492.6636,548.0,1.16E+00
493.5552,548.5,1.16E+00
494.4444,549.0,1.15E+00
495.3372,549.5,1.15E+00
496.2282,550.0,1.15E+00
497.1162,550.5,1.15E+00
498.006,551.0,1.15E+00
498.8952,551.5,1.15E+00
499.7862,552.0,1.15E+00
500.676,552.5,1.15E+00
501.5646,553.0,1.15E+00
502.4592,553.5,1.15E+00
503.3514,554.0,1.15E+00
504.2424,554.5,1.15E+00
505.1346,555.0,1.15E+00
506.0256,555.5,1.15E+00
506.9172,556.0,1.15E+00
507.807,556.5,1.15E+00
508.698,557.0,1.15E+00
509.5908,557.5,1.15E+00
510.4806,558.0,1.15E+00
511.3734,558.5,1.15E+00
512.2656,559.0,1.15E+00
513.1578,559.5,1.15E+00
514.047,560.0,1.15E+00
514.9374,560.5,1.15E+00
515.8326,561.0,1.15E+00
516.723,561.5,1.15E+00
517.6134,562.0,1.15E+00
518.505,562.5,1.15E+00
519.3984,563.0,1.15E+00
520.2876,563.5,1.15E+00
521.175,564.0,1.15E+00
522.0654,564.5,1.15E+00
522.9564,565.0,1.15E+00
523.8462,565.5,1.15E+00
524.7372,566.0,1.15E+00
525.6324,566.5,1.15E+00
526.5264,567.0,1.15E+00
527.421,567.5,1.15E+00
528.3126,568.0,1.15E+00
529.2054,568.5,1.15E+00
530.0988,569.0,1.15E+00
530.9916,569.5,1.14E+00
531.8826,570.0,1.15E+00
532.7736,570.5,1.15E+00
533.6688,571.0,1.14E+00
534.558,571.5,1.14E+00
535.449,572.0,1.14E+00
536.34,572.5,1.14E+00
537.2316,573.0,1.14E+00
538.125,573.5,1.14E+00
539.0124,574.0,1.14E+00
539.9058,574.5,1.14E+00
540.8022,575.0,1.14E+00
541.6944,575.5,1.14E+00
542.5908,576.0,1.14E+00
543.4848,576.5,1.14E+00
544.3812,577.0,1.14E+00
545.2788,577.5,1.14E+00
546.171,578.0,1.14E+00
547.0644,578.5,1.14E+00
547.9572,579.0,1.14E+00
548.8512,579.5,1.14E+00
549.7464,580.0,1.14E+00
550.6434,580.5,1.14E+00
551.5374,581.0,1.14E+00
552.432,581.5,1.14E+00
553.3248,582.0,1.14E+00
554.2194,582.5,1.15E+00
555.1068,583.0,1.14E+00
555.9936,583.5,1.14E+00
556.8822,584.0,1.14E+00
557.7738,584.5,1.14E+00
558.6696,585.0,1.14E+00
559.566,585.5,1.14E+00
560.4678,586.0,1.14E+00
561.366,586.5,1.15E+00
562.2678,587.0,1.15E+00
563.1672,587.5,1.15E+00
564.0642,588.0,1.15E+00
564.9588,588.5,1.15E+00
565.854,589.0,1.15E+00
566.7504,589.5,1.15E+00
567.645,590.0,1.16E+00
568.5408,590.5,1.16E+00
569.4348,591.0,1.16E+00
570.3318,591.5,1.16E+00
571.2258,592.0,1.16E+00
572.1234,592.5,1.16E+00
573.0234,593.0,1.17E+00
573.9216,593.5,1.17E+00
574.8198,594.0,1.17E+00
575.7198,594.5,1.17E+00
576.618,595.0,1.17E+00
577.5156,595.5,1.17E+00
578.4108,596.0,1.18E+00
579.3096,596.5,1.18E+00
580.2078,597.0,1.18E+00
581.1072,597.5,1.18E+00
582.009,598.0,1.18E+00
582.9102,598.5,1.19E+00
583.812,599.0,1.19E+00
584.7108,599.5,1.19E+00
585.6108,600.0,1.19E+00
586.5096,600.5,1.20E+00
587.409,601.0,1.20E+00
588.3084,601.5,1.20E+00
589.2102,602.0,1.21E+00
590.106,602.5,1.21E+00
590.9994,603.0,1.21E+00
591.8928,603.5,1.22E+00
592.791,604.0,1.22E+00
593.6928,604.5,1.22E+00
594.5928,605.0,1.23E+00
595.5,605.5,1.23E+00
596.4096,606.0,1.23E+00
597.318,606.5,1.23E+00
598.2216,607.0,1.24E+00
599.124,607.5,1.24E+00
600.0276,608.0,1.24E+00
600.9312,608.5,1.25E+00
601.8336,609.0,1.25E+00
602.7366,609.5,1.25E+00
603.6396,610.0,1.26E+00
604.542,610.5,1.26E+00
605.442,611.0,1.27E+00
606.3456,611.5,1.27E+00
607.248,612.0,1.28E+00
608.1498,612.5,1.28E+00
609.0552,613.0,1.28E+00
609.9582,613.5,1.28E+00
610.8624,614.0,1.29E+00
611.7672,614.5,1.29E+00
612.672,615.0,1.30E+00
613.5786,615.5,1.30E+00
614.4828,616.0,1.30E+00
615.3882,616.5,1.31E+00
616.2858,617.0,1.31E+00
617.1852,617.5,1.31E+00
618.0912,618.0,1.32E+00
618.9972,618.5,1.32E+00
619.9032,619.0,1.32E+00
620.8128,619.5,1.33E+00
621.7254,620.0,1.33E+00
622.638,620.5,1.33E+00
623.5422,621.0,1.34E+00
624.4446,621.5,1.34E+00
625.3524,622.0,1.34E+00
626.256,622.5,1.34E+00
627.1626,623.0,1.35E+00
628.0692,623.5,1.35E+00
628.98,624.0,1.35E+00
629.892,624.5,1.35E+00
630.7986,625.0,1.35E+00
631.7106,625.5,1.35E+00
632.6184,626.0,1.36E+00
633.525,626.5,1.36E+00
634.4316,627.0,1.36E+00
635.3394,627.5,1.36E+00
636.2478,628.0,1.37E+00
637.1544,628.5,1.37E+00
638.0634,629.0,1.37E+00
638.9754,629.5,1.38E+00
639.8844,630.0,1.38E+00
640.7922,630.5,1.38E+00
641.7018,631.0,1.38E+00
642.6138,631.5,1.39E+00
643.5258,632.0,1.39E+00
644.4342,632.5,1.39E+00
645.3438,633.0,1.40E+00
646.2516,633.5,1.40E+00
647.1606,634.0,1.41E+00
648.0678,634.5,1.41E+00
648.9768,635.0,1.42E+00
649.89,635.5,1.42E+00
650.8044,636.0,1.43E+00
651.72,636.5,1.43E+00
652.6338,637.0,1.44E+00
653.5494,637.5,1.44E+00
654.459,638.0,1.45E+00
655.3704,638.5,1.46E+00
656.2848,639.0,1.46E+00
657.1998,639.5,1.47E+00
658.1148,640.0,1.47E+00
659.0316,640.5,1.48E+00
659.9538,641.0,1.49E+00
660.87,641.5,1.50E+00
661.7856,642.0,1.51E+00
662.7036,642.5,1.52E+00
663.6198,643.0,1.53E+00
664.536,643.5,1.53E+00
665.454,644.0,1.55E+00
666.3732,644.5,1.56E+00
667.2918,645.0,1.57E+00
668.2116,645.5,1.58E+00
669.1326,646.0,1.59E+00
670.0524,646.5,1.60E+00
670.9764,647.0,1.61E+00
671.8968,647.5,1.63E+00
672.8208,648.0,1.64E+00
673.7448,648.5,1.65E+00
674.6688,649.0,1.66E+00
675.5928,649.5,1.68E+00
676.5126,650.0,1.69E+00
677.4336,650.5,1.70E+00
678.3552,651.0,1.72E+00
679.2762,651.5,1.73E+00
680.2014,652.0,1.75E+00
681.12,652.5,1.76E+00
682.0392,653.0,1.78E+00
682.9656,653.5,1.79E+00
683.8914,654.0,1.81E+00
684.8154,654.5,1.82E+00
685.7388,655.0,1.84E+00
686.6706,655.5,1.85E+00
687.603,656.0,1.86E+00
688.527,656.5,1.88E+00
689.4516,657.0,1.89E+00
690.3768,657.5,1.90E+00
691.3002,658.0,1.92E+00
692.2224,658.5,1.93E+00
693.1464,659.0,1.94E+00
694.0674,659.5,1.96E+00
694.9908,660.0,1.97E+00
695.916,660.5,1.98E+00
696.8388,661.0,1.98E+00
697.761,661.5,1.99E+00
698.6844,662.0,1.99E+00
699.606,662.5,2.00E+00
700.5246,663.0,2.00E+00
701.4432,663.5,2.01E+00
702.36,664.0,2.01E+00
703.278,664.5,2.00E+00
704.1936,665.0,2.00E+00
705.108,665.5,1.99E+00
706.0224,666.0,1.98E+00
706.9344,666.5,1.97E+00
707.8482,667.0,1.96E+00
708.7578,667.5,1.95E+00
709.6644,668.0,1.93E+00
710.5734,668.5,1.91E+00
711.4782,669.0,1.89E+00
712.38,669.5,1.86E+00
713.2806,670.0,1.83E+00
714.18,670.5,1.81E+00
715.0776,671.0,1.77E+00
715.9704,671.5,1.74E+00
716.8644,672.0,1.70E+00
717.7572,672.5,1.66E+00
718.6452,673.0,1.61E+00
719.5332,673.5,1.57E+00
720.4206,674.0,1.52E+00
721.3086,674.5,1.48E+00
722.1942,675.0,1.42E+00
723.0762,675.5,1.37E+00
723.9612,676.0,1.32E+00
724.8462,676.5,1.27E+00
725.7306,677.0,1.21E+00
726.6132,677.5,1.15E+00
727.4958,678.0,1.10E+00
728.379,678.5,1.04E+00
729.261,679.0,9.84E-01
730.1418,679.5,9.28E-01
731.0214,680.0,8.70E-01
731.9016,680.5,8.13E-01
732.7848,681.0,7.60E-01
733.6686,681.5,7.06E-01
734.5566,682.0,6.53E-01
735.4446,682.5,6.03E-01
736.3338,683.0,5.52E-01
737.2284,683.5,5.07E-01
738.12,684.0,4.62E-01
739.014,684.5,4.20E-01
739.9068,685.0,3.81E-01
740.8014,685.5,3.42E-01
741.7002,686.0,3.06E-01
742.5984,686.5,2.75E-01
743.4996,687.0,2.46E-01
744.4038,687.5,2.20E-01
745.3098,688.0,1.95E-01
746.2152,688.5,1.74E-01
747.126,689.0,1.51E-01
748.038,689.5,1.32E-01
748.9494,690.0,1.16E-01
749.8632,690.5,1.03E-01
750.78,691.0,8.63E-02
751.698,691.5,7.61E-02
752.6118,692.0,6.59E-02
753.5322,692.5,5.60E-02
754.4496,693.0,4.61E-02
755.3658,693.5,3.63E-02
756.2778,694.0,3.10E-02
757.1958,694.5,2.50E-02
758.1192,695.0,2.11E-02
759.0342,695.5,1.33E-02
759.9576,696.0,7.67E-03
760.8828,696.5,4.33E-03
761.8104,697.0,-1.50E-03
762.738,697.5,-9.66E-03
763.6638,698.0,-1.31E-02
764.5932,698.5,-1.57E-02
765.5208,699.0,-1.66E-02
766.4502,699.5,-2.26E-02
767.3784,700.0,-2.50E-02
768.3048,700.5,-2.72E-02
769.2288,701.0,-3.22E-02
770.1492,701.5,-3.50E-02
771.0744,702.0,-4.10E-02
772.0014,702.5,-4.49E-02
772.926,703.0,-4.56E-02
773.8536,703.5,-4.84E-02
774.7836,704.0,-5.08E-02
775.7142,704.5,-5.34E-02
776.6436,705.0,-5.72E-02
777.5712,705.5,-5.87E-02
778.5012,706.0,-6.01E-02
779.4288,706.5,-6.40E-02
780.3588,707.0,-6.64E-02
781.2912,707.5,-6.63E-02
782.2212,708.0,-6.85E-02
783.15,708.5,-6.96E-02
784.0806,709.0,-7.33E-02
785.0112,709.5,-7.82E-02
785.943,710.0,-8.10E-02
786.8736,710.5,-8.18E-02
787.8042,711.0,-8.35E-02
788.7366,711.5,-8.40E-02
789.6666,712.0,-8.71E-02
790.5954,712.5,-8.83E-02
791.5236,713.0,-9.14E-02
792.4566,713.5,-9.55E-02
793.389,714.0,-9.50E-02
794.3208,714.5,-9.63E-02
795.2556,715.0,-9.88E-02
796.1916,715.5,-1.00E-01
797.1258,716.0,-1.02E-01
798.057,716.5,-1.03E-01
798.9912,717.0,-1.08E-01
799.923,717.5,-1.07E-01
800.856,718.0,-1.07E-01
801.7896,718.5,-1.10E-01
802.7214,719.0,-1.12E-01
803.649,719.5,-1.13E-01
804.5778,720.0,-1.16E-01
805.5138,720.5,-1.16E-01
806.4492,721.0,-1.17E-01
807.3828,721.5,-1.17E-01
808.3206,722.0,-1.17E-01
809.2626,722.5,-1.17E-01
810.2022,723.0,-1.17E-01
811.1382,723.5,-1.18E-01
812.073,724.0,-1.18E-01
813.0108,724.5,-1.18E-01
813.9468,725.0,-1.19E-01
814.8864,725.5,-1.20E-01
815.8254,726.0,-1.22E-01
816.7626,726.5,-1.20E-01
817.7016,727.0,-1.21E-01
818.6418,727.5,-1.19E-01
819.5802,728.0,-1.20E-01
820.5168,728.5,-1.20E-01
821.4558,729.0,-1.19E-01
822.3954,729.5,-1.20E-01
823.335,730.0,-1.19E-01
824.2728,730.5,-1.18E-01
825.213,731.0,-1.17E-01
826.1538,731.5,-1.17E-01
827.0952,732.0,-1.13E-01
828.0348,732.5,-1.11E-01
828.975,733.0,-1.10E-01
829.917,733.5,-1.09E-01
830.8602,734.0,-1.05E-01
831.7998,734.5,-1.04E-01
832.7412,735.0,-1.04E-01
833.6862,735.5,-1.02E-01
834.6288,736.0,-1.01E-01
835.572,736.5,-9.91E-02
836.5122,737.0,-9.73E-02
837.4542,737.5,-9.32E-02
838.398,738.0,-8.98E-02
839.337,738.5,-8.78E-02
840.2814,739.0,-8.56E-02
841.224,739.5,-8.28E-02
842.169,740.0,-8.04E-02
843.1134,740.5,-7.78E-02
844.0566,741.0,-7.37E-02
845.0022,741.5,-7.40E-02
845.9442,742.0,-6.81E-02
846.888,742.5,-6.25E-02
847.8318,743.0,-6.00E-02
848.7756,743.5,-5.72E-02
849.72,744.0,-5.47E-02
850.6656,744.5,-5.10E-02
851.613,745.0,-4.84E-02
852.5592,745.5,-4.59E-02
853.5072,746.0,-4.14E-02
854.4516,746.5,-3.66E-02
855.396,747.0,-3.31E-02
856.344,747.5,-2.96E-02
857.2896,748.0,-2.80E-02
858.2346,748.5,-2.42E-02
859.1802,749.0,-1.90E-02
860.1312,749.5,-1.73E-02
861.0774,750.0,-1.41E-02
862.026,750.5,-1.57E-02
862.9722,751.0,-1.07E-02
863.9202,751.5,-4.90E-03
864.8712,752.0,-3.12E-03
865.8186,752.5,2.58E-03
866.7684,753.0,8.98E-03
867.7164,753.5,1.11E-02
868.6686,754.0,1.53E-02
869.6154,754.5,1.83E-02
870.5652,755.0,2.07E-02
871.5132,755.5,2.46E-02
872.46,756.0,2.95E-02
873.4068,756.5,3.27E-02
874.3554,757.0,3.80E-02
875.3034,757.5,3.99E-02
876.2496,758.0,4.55E-02
877.2018,758.5,4.89E-02
878.151,759.0,5.30E-02
879.1026,759.5,5.38E-02
880.0518,760.0,5.75E-02
881.0028,760.5,6.32E-02
881.952,761.0,6.75E-02
882.9036,761.5,6.79E-02
883.854,762.0,7.22E-02
