Time,Mass (g),HRRPUA (kW/m2)
1147.0,47.4,62.5
1148.0,47.34,62.4
1149.0,47.32,61.8
1150.0,47.27,61.8
1151.0,47.23,62.1
1152.0,47.18,61.0
1153.0,47.16,62.1
1154.0,47.13,62.1
1155.0,47.08,61.5
1156.0,47.05,62.5
1157.0,46.94,62.1
1158.0,46.9,62.1
1159.0,46.87,62.2
1160.0,46.85,62.8
1161.0,46.8,63.0
1162.0,46.77,63.7
1163.0,46.71,63.6
1164.0,46.74,65.2
1165.0,46.73,64.2
1166.0,46.68,64.9
1167.0,46.64,64.2
1168.0,46.61,64.8
1169.0,46.59,63.7
1170.0,46.57,64.4
1171.0,46.49,64.5
1172.0,46.46,62.8
1173.0,46.41,63.4
1174.0,46.39,64.1
1175.0,46.34,62.7
1176.0,46.33,62.7
1177.0,46.3,63.1
1178.0,46.27,63.2
1179.0,46.21,63.6
1180.0,46.16,63.5
1181.0,46.12,64.6
1182.0,46.08,65.6
1183.0,46.06,64.5
1184.0,46.01,64.0
1185.0,45.99,64.8
1186.0,45.95,63.0
1187.0,45.9,63.2
1188.0,45.88,63.4
1189.0,45.84,64.9
1190.0,45.81,65.7
1191.0,45.76,65.1
1192.0,45.73,65.8
1193.0,45.69,67.0
1194.0,45.65,67.3
1195.0,45.52,66.6
1196.0,45.48,66.6
1197.0,45.43,66.8
1198.0,45.4,67.1
1199.0,45.36,66.1
1200.0,45.34,67.7
1201.0,45.3,66.5
1202.0,45.3,67.0
1203.0,45.27,65.8
1204.0,45.23,67.7
1205.0,45.2,67.6
1206.0,45.18,67.2
1207.0,45.16,66.9
1208.0,45.11,66.8
1209.0,45.08,67.6
1210.0,45.05,65.3
1211.0,45.01,66.5
1212.0,44.97,67.5
1213.0,44.92,67.1
1214.0,44.87,66.1
1215.0,44.84,66.7
1216.0,44.79,67.3
1217.0,44.75,65.8
1218.0,44.71,67.0
1219.0,44.68,67.1
1220.0,44.65,66.8
1221.0,44.6,67.1
1222.0,44.57,66.7
1223.0,44.54,66.4
1224.0,44.5,66.5
1225.0,44.47,67.9
1226.0,44.42,66.9
1227.0,44.35,68.3
1228.0,44.32,67.9
1229.0,44.28,68.5
1230.0,44.26,67.2
1231.0,44.17,66.9
1232.0,44.11,66.4
1233.0,44.06,67.7
1234.0,44.02,67.4
1235.0,44.0,66.7
1236.0,43.94,66.4
1237.0,43.95,65.4
1238.0,43.92,66.9
1239.0,43.89,66.6
1240.0,43.83,66.7
1241.0,43.8,66.1
1242.0,43.78,67.6
1243.0,43.75,66.3
1244.0,43.73,67.3
1245.0,43.7,67.6
1246.0,43.63,67.9
1247.0,43.56,65.7
1248.0,43.56,67.4
1249.0,43.51,68.0
1250.0,43.46,67.3
1251.0,43.41,67.2
1252.0,43.38,66.9
1253.0,43.35,67.7
1254.0,43.29,67.9
1255.0,43.28,66.8
1256.0,43.26,67.0
1257.0,43.21,67.3
1258.0,43.15,67.8
1259.0,43.1,68.4
1260.0,43.09,68.0
1261.0,43.04,67.6
1262.0,43.01,67.7
1263.0,42.95,69.1
1264.0,42.91,69.3
1265.0,42.86,70.0
1266.0,42.82,70.0
1267.0,42.78,68.8
1268.0,42.69,69.6
1269.0,42.63,70.6
1270.0,42.6,70.7
1271.0,42.55,71.3
1272.0,42.5,72.3
1273.0,42.49,72.5
1274.0,42.42,71.9
1275.0,42.42,72.4
1276.0,42.43,72.4
1277.0,42.38,72.8
1278.0,42.34,72.3
1279.0,42.34,73.1
1280.0,42.29,73.8
1281.0,42.25,72.2
1282.0,42.19,73.4
1283.0,42.16,73.2
1284.0,42.11,72.5
1285.0,42.06,73.3
1286.0,42.03,73.8
1287.0,41.99,73.2
1288.0,41.94,73.1
1289.0,41.9,74.5
1290.0,41.88,73.7
1291.0,41.83,73.8
1292.0,41.78,74.5
1293.0,41.72,75.0
1294.0,41.68,73.6
1295.0,41.65,73.1
1296.0,41.63,74.1
1297.0,41.58,73.9
1298.0,41.54,73.9
1299.0,41.51,73.4
1300.0,41.45,72.9
1301.0,41.41,71.4
1302.0,41.38,72.8
1303.0,41.28,71.5
1304.0,41.22,71.2
1305.0,41.18,72.8
1306.0,41.13,73.3
1307.0,41.08,72.3
1308.0,41.05,73.2
1309.0,40.97,73.6
1310.0,40.96,73.6
1311.0,40.93,73.7
1312.0,40.88,74.2
1313.0,40.88,73.6
1314.0,40.86,73.4
1315.0,40.8,73.3
1316.0,40.76,72.4
1317.0,40.71,74.3
1318.0,40.68,73.5
1319.0,40.65,74.1
1320.0,40.59,73.5
1321.0,40.54,72.7
1322.0,40.51,74.0
1323.0,40.48,73.9
1324.0,40.43,75.0
1325.0,40.4,74.1
1326.0,40.35,74.0
1327.0,40.32,74.4
1328.0,40.27,75.5
1329.0,40.22,75.3
1330.0,40.19,76.8
1331.0,40.15,76.7
1332.0,40.09,76.5
1333.0,40.05,76.6
1334.0,40.01,76.5
1335.0,39.96,76.1
1336.0,39.89,75.2
1337.0,39.87,77.0
1338.0,39.82,77.0
1339.0,39.77,76.6
1340.0,39.72,76.8
1341.0,39.67,76.3
1342.0,39.59,77.4
1343.0,39.54,77.7
1344.0,39.48,78.4
1345.0,39.44,78.2
1346.0,39.41,78.7
1347.0,39.37,79.1
1348.0,39.34,79.0
1349.0,39.32,78.5
1350.0,39.33,79.4
1351.0,39.29,78.3
1352.0,39.25,79.3
1353.0,39.2,78.6
1354.0,39.16,76.9
1355.0,39.1,77.3
1356.0,39.05,78.2
1357.0,39.01,78.3
1358.0,38.98,80.4
1359.0,38.91,78.4
1360.0,38.88,79.9
1361.0,38.86,79.3
1362.0,38.81,80.1
1363.0,38.77,78.9
1364.0,38.72,80.8
1365.0,38.68,80.4
1366.0,38.63,80.2
1367.0,38.59,78.9
1368.0,38.53,78.6
1369.0,38.49,78.9
1370.0,38.44,78.5
1371.0,38.42,78.2
1372.0,38.35,76.8
1373.0,38.3,78.8
1374.0,38.24,78.2
1375.0,38.21,79.1
1376.0,38.17,77.2
1377.0,38.13,77.9
1378.0,38.01,78.5
1379.0,37.98,76.7
1380.0,37.93,77.5
1381.0,37.87,78.0
1382.0,37.85,76.7
1383.0,37.81,76.2
1384.0,37.77,75.4
1385.0,37.81,75.9
1386.0,37.76,78.2
1387.0,37.71,76.3
1388.0,37.64,78.2
1389.0,37.6,77.0
1390.0,37.55,78.2
1391.0,37.51,79.9
1392.0,37.48,79.3
1393.0,37.44,79.6
1394.0,37.39,79.7
1395.0,37.34,79.5
1396.0,37.32,81.5
1397.0,37.27,78.8
1398.0,37.2,80.4
1399.0,37.16,79.4
1400.0,37.1,81.0
1401.0,37.06,81.6
1402.0,37.03,81.9
1403.0,36.98,83.9
1404.0,36.93,81.0
1405.0,36.88,81.8
1406.0,36.84,82.7
1407.0,36.79,80.6
1408.0,36.76,81.5
1409.0,36.71,81.2
1410.0,36.67,81.9
1411.0,36.61,80.8
1412.0,36.58,80.8
1413.0,36.44,81.2
1414.0,36.4,80.4
1415.0,36.35,80.0
1416.0,36.34,79.8
1417.0,36.28,78.1
1418.0,36.24,78.7
1419.0,36.24,78.7
1420.0,36.21,77.4
1421.0,36.16,76.6
1422.0,36.13,77.7
1423.0,36.1,78.2
1424.0,36.07,78.5
1425.0,36.04,78.7
1426.0,35.98,80.0
1427.0,35.94,78.6
1428.0,35.85,80.1
1429.0,35.82,79.4
1430.0,35.75,80.9
1431.0,35.71,81.9
1432.0,35.68,81.8
1433.0,35.62,81.1
1434.0,35.58,80.8
1435.0,35.54,80.9
1436.0,35.48,81.4
1437.0,35.43,81.8
1438.0,35.38,83.0
1439.0,35.35,82.1
1440.0,35.29,82.7
1441.0,35.25,81.1
1442.0,35.22,81.9
1443.0,35.17,83.9
1444.0,35.11,83.1
1445.0,35.06,84.9
1446.0,35.03,82.2
1447.0,34.97,83.0
1448.0,34.84,82.2
1449.0,34.8,83.1
1450.0,34.76,83.3
1451.0,34.7,84.3
1452.0,34.63,84.5
1453.0,34.6,85.4
1454.0,34.58,85.1
1455.0,34.53,84.2
1456.0,34.56,85.4
1457.0,34.53,82.8
1458.0,34.47,85.4
1459.0,34.39,85.2
1460.0,34.36,86.1
1461.0,34.34,86.0
1462.0,34.32,85.9
1463.0,34.27,85.1
1464.0,34.21,85.0
1465.0,34.16,84.7
1466.0,34.11,85.1
1467.0,34.06,86.1
1468.0,34.0,85.7
1469.0,33.95,85.6
1470.0,33.91,84.7
1471.0,33.86,84.5
1472.0,33.82,85.9
1473.0,33.76,86.8
1474.0,33.73,87.7
1475.0,33.71,86.2
1476.0,33.65,85.1
1477.0,33.59,85.6
1478.0,33.53,86.7
1479.0,33.49,86.8
1480.0,33.44,87.6
1481.0,33.4,85.3
1482.0,33.34,84.9
1483.0,33.31,85.9
1484.0,33.18,83.3
1485.0,33.14,84.9
1486.0,33.09,83.0
1487.0,33.04,83.5
1488.0,33.0,83.6
1489.0,32.95,84.7
1490.0,32.92,83.4
1491.0,32.87,83.3
1492.0,32.82,82.4
1493.0,32.83,83.0
1494.0,32.78,84.5
1495.0,32.75,81.0
1496.0,32.71,83.3
1497.0,32.66,83.8
1498.0,32.6,82.2
1499.0,32.58,82.2
1500.0,32.52,83.5
1501.0,32.47,82.9
1502.0,32.4,84.3
1503.0,32.38,83.4
1504.0,32.32,84.8
1505.0,32.28,83.0
1506.0,32.24,84.0
1507.0,32.19,83.5
1508.0,32.14,83.4
1509.0,32.1,82.8
1510.0,32.04,83.7
1511.0,31.99,84.3
1512.0,31.95,81.0
1513.0,31.9,84.1
1514.0,31.83,82.1
1515.0,31.82,84.6
1516.0,31.75,83.6
1517.0,31.72,85.1
1518.0,31.68,82.8
1519.0,31.61,83.9
1520.0,31.57,83.5
1521.0,31.46,83.8
1522.0,31.42,83.8
1523.0,31.37,82.9
1524.0,31.31,83.7
1525.0,31.27,82.4
1526.0,31.23,83.3
1527.0,31.18,82.7
1528.0,31.14,82.6
1529.0,31.16,81.6
1530.0,31.11,81.2
1531.0,31.06,81.2
1532.0,31.02,81.3
1533.0,30.99,83.3
1534.0,30.95,83.3
1535.0,30.89,82.7
1536.0,30.85,83.2
1537.0,30.81,83.2
1538.0,30.75,81.0
1539.0,30.73,85.0
1540.0,30.69,84.2
1541.0,30.64,84.3
1542.0,30.57,84.7
1543.0,30.53,84.4
1544.0,30.5,82.0
1545.0,30.44,84.2
1546.0,30.39,84.1
1547.0,30.34,80.7
1548.0,30.27,83.0
1549.0,30.24,84.0
1550.0,30.2,82.0
1551.0,30.15,83.5
1552.0,30.1,84.6
1553.0,30.06,81.5
1554.0,30.03,82.2
1555.0,29.94,83.4
1556.0,29.87,83.6
1557.0,29.81,83.5
1558.0,29.75,82.4
1559.0,29.71,82.7
1560.0,29.66,83.9
1561.0,29.6,83.1
1562.0,29.56,84.2
1563.0,29.52,83.5
1564.0,29.48,84.6
1565.0,29.46,83.9
1566.0,29.43,84.9
1567.0,29.4,85.0
1568.0,29.35,83.8
1569.0,29.32,85.1
1570.0,29.27,83.7
1571.0,29.23,83.8
1572.0,29.17,83.8
1573.0,29.11,84.5
1574.0,29.07,83.3
1575.0,29.03,83.6
1576.0,28.98,84.0
1577.0,28.95,83.3
1578.0,28.9,82.8
1579.0,28.86,81.8
1580.0,28.82,82.3
1581.0,28.79,83.0
1582.0,28.74,81.9
1583.0,28.68,82.2
1584.0,28.65,82.9
1585.0,28.6,82.6
1586.0,28.54,83.6
1587.0,28.49,82.8
1588.0,28.45,82.3
1589.0,28.42,83.3
1590.0,28.37,82.2
1591.0,28.28,82.7
1592.0,28.24,83.4
1593.0,28.17,81.5
1594.0,28.11,82.6
1595.0,28.07,81.3
1596.0,28.03,81.1
1597.0,27.98,80.5
1598.0,27.93,82.3
1599.0,27.89,83.1
1600.0,27.85,81.1
1601.0,27.81,81.2
1602.0,27.79,80.1
1603.0,27.81,81.6
1604.0,27.75,81.2
1605.0,27.7,80.4
1606.0,27.67,81.9
1607.0,27.62,81.8
1608.0,27.56,81.4
1609.0,27.51,81.8
1610.0,27.48,82.9
1611.0,27.45,82.4
1612.0,27.39,82.8
1613.0,27.35,81.3
1614.0,27.32,82.0
1615.0,27.26,81.7
1616.0,27.22,81.5
1617.0,27.16,82.2
1618.0,27.13,82.8
1619.0,27.07,83.2
1620.0,27.02,84.5
1621.0,26.98,82.5
1622.0,26.93,83.6
1623.0,26.87,84.6
1624.0,26.88,83.8
1625.0,26.82,83.6
1626.0,26.76,82.8
1627.0,26.7,83.4
1628.0,26.66,83.1
1629.0,26.6,82.4
1630.0,26.56,82.2
1631.0,26.46,83.4
1632.0,26.41,83.1
1633.0,26.38,82.2
1634.0,26.33,82.7
1635.0,26.33,81.9
1636.0,26.28,81.3
1637.0,26.23,81.3
1638.0,26.19,81.3
1639.0,26.16,80.9
1640.0,26.15,80.4
1641.0,26.1,80.9
1642.0,26.07,80.3
1643.0,26.01,80.9
1644.0,25.98,78.8
1645.0,25.92,79.6
1646.0,25.88,79.2
1647.0,25.85,78.4
1648.0,25.81,79.2
1649.0,25.74,80.0
1650.0,25.72,80.4
1651.0,25.68,80.0
1652.0,25.65,81.7
1653.0,25.59,80.6
1654.0,25.57,81.4
1655.0,25.5,80.3
1656.0,25.48,82.3
1657.0,25.45,79.5
1658.0,25.4,80.4
1659.0,25.34,80.2
1660.0,25.3,80.6
1661.0,25.26,81.3
1662.0,25.24,79.5
1663.0,25.17,80.7
1664.0,25.13,80.1
1665.0,25.07,81.8
1666.0,25.04,79.7
1667.0,24.99,81.3
1668.0,24.92,79.7
1669.0,24.86,81.2
1670.0,24.81,78.9
1671.0,24.77,78.9
1672.0,24.72,78.2
1673.0,24.66,78.6
1674.0,24.62,77.9
1675.0,24.6,77.1
1676.0,24.58,77.2
1677.0,24.62,77.5
1678.0,24.57,77.5
1679.0,24.53,76.2
1680.0,24.48,77.4
1681.0,24.45,77.6
1682.0,24.4,76.2
1683.0,24.35,77.7
1684.0,24.33,77.1
1685.0,24.3,75.7
1686.0,24.26,74.8
1687.0,24.21,75.9
1688.0,24.18,75.0
1689.0,24.14,75.2
1690.0,24.09,76.5
1691.0,24.04,75.9
1692.0,24.01,76.5
1693.0,23.98,76.3
1694.0,23.98,77.0
1695.0,23.92,76.9
1696.0,23.85,77.7
1697.0,23.8,76.5
1698.0,23.76,76.8
1699.0,23.72,76.5
1700.0,23.67,75.3
1701.0,23.62,75.7
1702.0,23.57,75.4
1703.0,23.53,75.9
1704.0,23.49,76.4
1705.0,23.44,74.4
1706.0,23.38,75.1
1707.0,23.31,76.1
1708.0,23.27,75.1
1709.0,23.24,74.2
1710.0,23.21,75.1
1711.0,23.19,74.9
1712.0,23.15,73.7
1713.0,23.12,74.4
1714.0,23.13,73.8
1715.0,23.07,73.3
1716.0,23.07,72.4
1717.0,23.03,73.3
1718.0,23.02,72.7
1719.0,22.98,72.8
1720.0,22.96,72.1
1721.0,22.9,72.3
1722.0,22.85,72.7
1723.0,22.81,73.7
1724.0,22.78,71.2
1725.0,22.75,72.3
1726.0,22.71,71.7
1727.0,22.66,72.1
1728.0,22.64,71.2
1729.0,22.6,71.2
1730.0,22.57,71.0
1731.0,22.51,71.7
1732.0,22.47,72.1
1733.0,22.42,72.3
1734.0,22.39,71.2
1735.0,22.36,71.7
1736.0,22.3,71.2
1737.0,22.26,71.8
1738.0,22.21,71.7
1739.0,22.16,71.1
1740.0,22.14,70.9
1741.0,22.08,70.3
1742.0,22.0,71.0
1743.0,21.95,70.7
1744.0,21.93,71.4
1745.0,21.9,71.8
1746.0,21.87,70.4
1747.0,21.84,71.1
1748.0,21.88,70.8
1749.0,21.86,71.1
1750.0,21.81,70.4
1751.0,21.77,71.5
1752.0,21.75,69.6
1753.0,21.71,69.7
1754.0,21.69,69.3
1755.0,21.65,70.8
1756.0,21.63,69.4
1757.0,21.58,71.5
1758.0,21.52,69.7
1759.0,21.47,70.1
1760.0,21.42,71.2
1761.0,21.41,70.7
1762.0,21.38,69.9
1763.0,21.35,69.5
1764.0,21.32,70.1
1765.0,21.29,70.1
1766.0,21.28,71.2
1767.0,21.2,70.0
1768.0,21.19,71.1
1769.0,21.16,71.2
1770.0,21.13,70.1
1771.0,21.08,70.2
1772.0,21.05,70.1
1773.0,21.0,69.7
1774.0,20.97,70.9
1775.0,20.91,70.6
1776.0,20.87,70.4
1777.0,20.83,70.4
1778.0,20.77,69.8
1779.0,20.73,68.9
1780.0,20.72,68.6
1781.0,20.67,68.8
1782.0,20.64,69.2
1783.0,20.62,68.1
1784.0,20.57,67.5
1785.0,20.53,67.8
1786.0,20.57,67.1
1787.0,20.54,68.1
1788.0,20.52,67.0
1789.0,20.47,66.4
1790.0,20.44,66.9
1791.0,20.44,66.8
1792.0,20.4,67.3
1793.0,20.37,66.7
1794.0,20.35,66.8
1795.0,20.32,65.3
1796.0,20.29,66.3
1797.0,20.24,66.1
1798.0,20.21,66.0
1799.0,20.19,65.9
1800.0,20.14,64.9
1801.0,20.12,65.5
1802.0,20.08,65.7
1803.0,20.05,64.8
1804.0,20.04,64.0
1805.0,20.02,64.8
1806.0,19.97,64.8
1807.0,19.92,65.3
1808.0,19.9,64.3
1809.0,19.87,65.7
1810.0,19.84,66.4
1811.0,19.73,66.0
1812.0,19.7,65.3
1813.0,19.66,66.7
1814.0,19.65,65.7
1815.0,19.61,65.9
1816.0,19.56,66.1
1817.0,19.53,66.1
1818.0,19.59,65.3
1819.0,19.56,65.8
1820.0,19.56,65.9
1821.0,19.53,65.6
1822.0,19.49,65.7
1823.0,19.45,64.6
1824.0,19.43,63.2
1825.0,19.41,62.9
1826.0,19.37,60.4
1827.0,19.34,62.5
1828.0,19.32,62.8
1829.0,19.29,61.5
1830.0,19.27,61.6
1831.0,19.25,61.6
1832.0,19.21,59.6
1833.0,19.18,58.9
1834.0,19.17,59.4
1835.0,19.12,58.6
1836.0,19.1,58.1
1837.0,19.07,57.6
1838.0,19.04,57.8
1839.0,19.0,56.3
1840.0,18.97,57.4
1841.0,18.93,56.3
1842.0,18.9,56.4
1843.0,18.86,56.0
1844.0,18.81,54.0
1845.0,18.76,54.7
1846.0,18.73,54.3
1847.0,18.71,54.4
1848.0,18.69,55.0
1849.0,18.64,55.4
1850.0,18.61,55.5
1851.0,18.6,56.4
1852.0,18.64,56.3
1853.0,18.62,55.7
1854.0,18.6,55.1
1855.0,18.59,54.6
1856.0,18.56,53.4
1857.0,18.54,53.6
1858.0,18.51,52.7
1859.0,18.48,52.5
1860.0,18.47,52.3
1861.0,18.43,51.9
1862.0,18.41,51.7
1863.0,18.39,49.9
1864.0,18.37,50.5
1865.0,18.35,50.2
1866.0,18.32,50.2
1867.0,18.31,50.2
1868.0,18.27,50.3
1869.0,18.24,50.0
1870.0,18.22,50.0
1871.0,18.19,49.4
1872.0,18.19,49.5
1873.0,18.15,49.6
1874.0,18.12,50.5
1875.0,18.11,49.5
1876.0,18.06,49.3
1877.0,18.04,50.1
1878.0,18.02,49.7
1879.0,17.99,50.0
1880.0,17.96,49.9
1881.0,17.86,48.5
1882.0,17.84,48.7
1883.0,17.81,48.3
1884.0,17.8,48.5
1885.0,17.79,48.5
1886.0,17.76,48.2
1887.0,17.73,48.3
1888.0,17.73,47.0
1889.0,17.77,45.9
1890.0,17.76,46.0
1891.0,17.74,45.8
1892.0,17.73,45.7
1893.0,17.68,45.1
1894.0,17.67,45.2
1895.0,17.65,45.1
1896.0,17.63,44.7
1897.0,17.6,44.4
1898.0,17.59,44.8
1899.0,17.55,44.8
1900.0,17.54,43.5
1901.0,17.53,43.5
1902.0,17.5,43.1
1903.0,17.49,42.8
1904.0,17.47,42.3
1905.0,17.46,41.8
1906.0,17.43,41.9
1907.0,17.4,40.9
1908.0,17.38,40.7
1909.0,17.36,39.9
1910.0,17.35,40.0
1911.0,17.32,38.9
1912.0,17.3,39.0
1913.0,17.28,37.7
1914.0,17.25,37.7
1915.0,17.22,37.2
1916.0,17.19,37.1
1917.0,17.1,36.6
1918.0,17.08,36.5
1919.0,17.06,36.3
1920.0,17.04,36.6
1921.0,17.03,35.1
1922.0,17.01,35.5
1923.0,16.99,35.0
1924.0,17.0,34.9
1925.0,16.99,35.1
1926.0,17.02,35.2
1927.0,17.0,34.6
1928.0,17.0,34.7
1929.0,16.98,33.6
1930.0,16.94,32.5
1931.0,16.93,32.3
1932.0,16.92,31.9
1933.0,16.89,31.8
1934.0,16.89,31.5
1935.0,16.86,32.5
1936.0,16.85,32.8
1937.0,16.84,32.9
1938.0,16.82,33.2
1939.0,16.79,33.8
1940.0,16.77,34.1
1941.0,16.76,34.7
1942.0,16.73,34.4
1943.0,16.71,34.6
1944.0,16.69,35.6
1945.0,16.69,35.3
1946.0,16.67,35.4
1947.0,16.64,36.0
1948.0,16.63,35.9
1949.0,16.6,35.8
1950.0,16.58,36.2
1951.0,16.56,35.6
1952.0,16.54,36.2
1953.0,16.5,36.0
1954.0,16.49,35.4
1955.0,16.47,35.7
1956.0,16.43,35.2
1957.0,16.39,35.5
1958.0,16.36,35.2
1959.0,16.35,35.2
1960.0,16.36,34.8
1961.0,16.33,35.0
1962.0,16.38,35.3
1963.0,16.37,35.4
1964.0,16.35,34.4
1965.0,16.35,34.6
1966.0,16.34,33.8
1967.0,16.32,33.4
1968.0,16.28,33.9
1969.0,16.26,33.6
1970.0,16.26,33.8
1971.0,16.25,33.4
1972.0,16.23,33.1
1973.0,16.2,33.0
1974.0,16.19,32.5
1975.0,16.14,32.7
1976.0,16.13,32.7
1977.0,16.12,32.4
1978.0,16.11,32.4
1979.0,16.09,31.8
1980.0,16.07,31.8
1981.0,16.04,31.6
1982.0,16.03,31.9
1983.0,16.03,32.0
1984.0,16.05,31.7
1985.0,16.01,31.6
1986.0,15.98,31.6
1987.0,15.97,31.8
1988.0,15.94,31.9
1989.0,15.92,32.4
1990.0,15.91,32.7
1991.0,15.82,33.4
1992.0,15.81,33.6
1993.0,15.79,34.5
1994.0,15.77,34.6
1995.0,15.75,34.4
1996.0,15.75,34.8
1997.0,15.73,34.8
1998.0,15.79,34.7
1999.0,15.8,34.5
2000.0,15.76,33.8
2001.0,15.74,34.0
2002.0,15.74,33.6
2003.0,15.72,32.9
2004.0,15.71,33.7
2005.0,15.69,33.1
2006.0,15.66,32.8
2007.0,15.64,32.2
2008.0,15.63,32.0
2009.0,15.62,31.4
2010.0,15.61,30.6
2011.0,15.59,30.7
2012.0,15.58,30.4
2013.0,15.59,31.1
2014.0,15.56,31.0
2015.0,15.54,30.8
2016.0,15.53,30.8
2017.0,15.51,31.0
2018.0,15.5,31.1
2019.0,15.48,30.4
2020.0,15.47,30.1
2021.0,15.45,30.1
2022.0,15.43,29.7
2023.0,15.42,29.5
2024.0,15.42,30.1
2025.0,15.39,29.9
2026.0,15.35,30.4
2027.0,15.34,30.7
2028.0,15.32,30.5
2029.0,15.26,31.1
2030.0,15.25,31.1
2031.0,15.23,31.6
2032.0,15.21,31.3
2033.0,15.21,32.0
2034.0,15.2,31.3
2035.0,15.24,32.0
2036.0,15.23,31.5
2037.0,15.22,31.8
2038.0,15.23,31.1
2039.0,15.19,30.8
2040.0,15.18,30.7
2041.0,15.18,30.7
2042.0,15.16,30.1
2043.0,15.14,30.0
2044.0,15.13,30.5
2045.0,15.12,30.6
2046.0,15.12,31.1
2047.0,15.08,31.4
2048.0,15.02,31.2
2049.0,15.09,31.0
2050.0,15.09,30.9
2051.0,15.06,31.0
2052.0,15.04,30.7
2053.0,15.04,30.6
2054.0,15.01,30.2
2055.0,15.0,30.6
2056.0,14.98,30.3
2057.0,14.97,30.3
2058.0,14.94,30.1
2059.0,14.94,30.0
2060.0,14.91,29.9
2061.0,14.9,30.0
2062.0,14.82,29.8
2063.0,14.8,30.2
2064.0,14.78,30.5
2065.0,14.79,30.2
2066.0,14.76,30.5
2067.0,14.75,30.9
2068.0,14.73,31.5
2069.0,14.71,31.0
2070.0,14.75,31.5
2071.0,14.75,31.6
2072.0,14.74,31.7
2073.0,14.72,31.6
2074.0,14.72,31.3
2075.0,14.72,31.7
2076.0,14.7,31.6
2077.0,14.72,31.0
2078.0,14.7,31.0
2079.0,14.68,30.3
2080.0,14.65,30.7
2081.0,14.66,30.8
2082.0,14.64,30.7
2083.0,14.61,30.9
2084.0,14.61,30.9
2085.0,14.59,31.1
2086.0,14.58,31.1
2087.0,14.58,31.1
2088.0,14.56,31.9
2089.0,14.54,31.2
2090.0,14.55,31.8
2091.0,14.54,32.1
2092.0,14.53,32.0
2093.0,14.51,33.4
2094.0,14.5,32.8
2095.0,14.48,33.0
2096.0,14.47,34.0
2097.0,14.4,34.4
2098.0,14.38,34.4
2099.0,14.36,35.0
2100.0,14.35,36.0
2101.0,14.34,36.0
2102.0,14.32,36.2
2103.0,14.31,36.8
2104.0,14.29,36.8
2105.0,14.29,36.8
2106.0,14.29,36.5
2107.0,14.29,35.7
2108.0,14.28,34.9
2109.0,14.28,34.3
2110.0,14.26,33.5
2111.0,14.28,32.9
2112.0,14.26,32.0
2113.0,14.26,31.3
2114.0,14.26,30.4
2115.0,14.24,29.3
2116.0,14.23,28.8
2117.0,14.23,27.8
2118.0,14.21,27.3
2119.0,14.2,27.0
2120.0,14.21,26.9
2121.0,14.2,26.5
2122.0,14.2,26.2
2123.0,14.17,26.0
2124.0,14.17,25.9
2125.0,14.14,25.9
2126.0,14.12,25.8
2127.0,14.09,26.1
2128.0,14.09,26.8
2129.0,14.08,26.4
2130.0,14.06,26.7
2131.0,14.07,26.8
2132.0,14.02,26.8
2133.0,14.0,26.3
2134.0,13.99,26.4
2135.0,13.97,26.0
2136.0,13.94,25.7
2137.0,13.93,25.9
2138.0,13.88,25.6
2139.0,13.91,25.4
2140.0,13.92,25.6
2141.0,13.92,25.5
2142.0,13.88,25.9
2143.0,13.88,26.1
2144.0,13.9,26.2
2145.0,13.93,26.5
2146.0,13.94,26.5
2147.0,13.91,26.6
2148.0,13.9,27.4
2149.0,13.89,28.0
2150.0,13.88,27.5
2151.0,13.87,27.8
2152.0,13.86,28.1
2153.0,13.85,28.0
2154.0,13.84,28.1
2155.0,13.83,28.7
2156.0,13.82,29.2
2157.0,13.8,29.3
2158.0,13.8,29.5
2159.0,13.77,29.5
2160.0,13.76,29.0
2161.0,13.76,28.1
2162.0,13.75,28.8
2163.0,13.74,28.4
2164.0,13.72,27.6
2165.0,13.71,27.4
2166.0,13.69,26.4
2167.0,13.67,26.4
2168.0,13.65,26.3
2169.0,13.64,25.9
2170.0,13.61,25.6
2171.0,13.58,25.2
2172.0,13.58,25.3
2173.0,13.54,25.1
2174.0,13.54,25.2
2175.0,13.51,25.3
2176.0,13.52,25.0
2177.0,13.51,25.3
2178.0,13.52,24.9
2179.0,13.58,25.5
2180.0,13.58,25.6
2181.0,13.57,25.3
2182.0,13.56,25.8
2183.0,13.54,25.5
2184.0,13.52,25.8
2185.0,13.51,25.5
2186.0,13.52,25.9
2187.0,13.52,25.7
2188.0,13.51,25.1
2189.0,13.49,24.9
2190.0,13.46,25.2
2191.0,13.47,24.5
2192.0,13.45,25.0
2193.0,13.45,24.9
2194.0,13.45,24.9
2195.0,13.43,24.7
2196.0,13.41,24.9
2197.0,13.39,24.9
2198.0,13.41,25.1
2199.0,13.38,23.9
2200.0,13.38,23.8
2201.0,13.37,23.0
2202.0,13.34,22.7
2203.0,13.34,22.7
2204.0,13.27,22.3
2205.0,13.25,22.5
2206.0,13.24,22.5
2207.0,13.22,22.9
2208.0,13.2,23.2
2209.0,13.22,23.3
2210.0,13.2,23.5
2211.0,13.19,24.4
2212.0,13.23,25.0
2213.0,13.24,25.2
2214.0,13.24,25.6
2215.0,13.23,25.6
2216.0,13.22,26.0
2217.0,13.21,26.0
2218.0,13.21,25.6
2219.0,13.18,25.5
2220.0,13.17,26.0
2221.0,13.15,25.7
