Time,Mass (g),HRRPUA (kW/m2)
161.0,95.44,100.5
162.0,95.4,100.0
163.0,95.33,101.6
164.0,95.28,100.3
165.0,95.2,101.6
166.0,95.15,103.3
167.0,95.1,100.5
168.0,95.03,99.8
169.0,94.98,100.9
170.0,94.9,98.6
171.0,94.86,98.8
172.0,94.78,97.4
173.0,94.7,96.0
174.0,94.63,96.9
175.0,94.56,95.0
176.0,94.54,93.7
177.0,94.48,93.8
178.0,94.44,94.3
179.0,94.41,92.8
180.0,94.42,91.6
181.0,94.38,92.6
182.0,94.33,91.1
183.0,94.25,89.8
184.0,94.22,88.7
185.0,94.16,89.0
186.0,94.1,89.0
187.0,94.05,86.7
188.0,94.0,88.4
189.0,93.95,87.2
190.0,93.9,86.6
191.0,93.84,86.1
192.0,93.8,85.5
193.0,93.76,85.4
194.0,93.72,84.3
195.0,93.66,84.3
196.0,93.61,83.8
197.0,93.57,83.3
198.0,93.5,82.7
199.0,93.45,82.6
200.0,93.39,82.6
201.0,93.34,81.6
202.0,93.29,81.7
203.0,93.25,80.7
204.0,93.2,81.2
205.0,93.16,80.6
206.0,93.1,79.7
207.0,93.06,80.5
208.0,93.01,80.8
209.0,92.94,80.0
210.0,92.89,79.6
211.0,92.82,79.9
212.0,92.76,78.9
213.0,92.72,79.4
214.0,92.64,78.1
215.0,92.6,77.8
216.0,92.54,77.6
217.0,92.48,78.6
218.0,92.46,76.8
219.0,92.44,77.6
220.0,92.41,76.9
221.0,92.36,77.1
222.0,92.33,76.8
223.0,92.26,77.5
224.0,92.23,76.0
225.0,92.2,77.0
226.0,92.15,77.7
227.0,92.11,76.8
228.0,92.06,78.1
229.0,92.02,77.3
230.0,91.99,76.9
231.0,91.91,78.2
232.0,91.89,76.5
233.0,91.86,76.2
234.0,91.82,76.3
235.0,91.78,75.5
236.0,91.71,75.6
237.0,91.66,75.2
238.0,91.63,75.9
239.0,91.58,75.4
240.0,91.53,74.2
241.0,91.47,74.5
242.0,91.44,74.3
243.0,91.38,75.2
244.0,91.37,73.5
245.0,91.32,74.7
246.0,91.29,74.0
247.0,91.21,74.0
248.0,91.18,75.0
249.0,91.1,73.2
250.0,91.06,73.6
251.0,91.04,73.4
252.0,90.97,73.2
253.0,90.84,73.1
254.0,90.81,73.2
255.0,90.77,71.9
256.0,90.7,71.5
257.0,90.66,70.8
258.0,90.62,71.1
259.0,90.58,70.2
260.0,90.56,70.6
261.0,90.52,68.8
262.0,90.55,69.7
263.0,90.51,70.1
264.0,90.46,68.8
265.0,90.41,68.2
266.0,90.36,68.1
267.0,90.33,69.7
268.0,90.28,67.5
269.0,90.26,68.6
270.0,90.19,68.6
271.0,90.16,69.0
272.0,90.12,68.9
273.0,90.09,68.3
274.0,90.02,68.8
275.0,89.97,68.7
276.0,89.94,68.3
277.0,89.89,68.9
278.0,89.86,68.5
279.0,89.81,68.1
280.0,89.77,68.0
281.0,89.73,68.3
282.0,89.68,67.7
283.0,89.65,68.4
284.0,89.62,68.0
285.0,89.56,66.9
286.0,89.52,67.8
287.0,89.48,66.7
288.0,89.44,66.7
289.0,89.4,66.6
290.0,89.35,65.9
291.0,89.29,66.0
292.0,89.27,66.0
293.0,89.2,64.4
294.0,89.17,65.1
295.0,89.03,65.2
296.0,88.95,64.7
297.0,88.86,65.3
298.0,88.89,63.9
299.0,88.87,64.5
300.0,88.81,64.3
301.0,88.79,63.6
302.0,88.82,62.7
303.0,88.79,63.8
304.0,88.76,63.5
305.0,88.72,63.6
306.0,88.68,63.1
307.0,88.63,63.1
308.0,88.59,63.3
309.0,88.54,63.2
310.0,88.52,63.0
311.0,88.5,63.6
312.0,88.44,64.0
313.0,88.39,65.5
314.0,88.36,65.3
315.0,88.31,63.6
316.0,88.26,64.5
317.0,88.09,63.7
318.0,88.2,62.9
319.0,88.08,64.1
320.0,88.07,62.5
321.0,88.07,62.9
322.0,88.06,63.1
323.0,88.0,63.8
324.0,87.95,63.4
325.0,87.9,63.0
326.0,87.87,62.4
327.0,87.81,61.3
328.0,87.74,61.3
329.0,87.7,60.8
330.0,87.65,60.1
331.0,87.62,61.1
332.0,87.57,60.0
333.0,87.52,60.4
334.0,87.49,60.5
335.0,87.44,62.5
336.0,87.39,62.6
337.0,87.37,63.4
338.0,87.33,64.1
339.0,87.23,63.3
340.0,87.18,63.1
341.0,87.16,62.9
342.0,87.11,62.5
343.0,87.07,62.2
344.0,87.01,60.8
345.0,86.98,61.9
346.0,86.94,61.2
347.0,86.92,60.7
348.0,86.95,60.8
349.0,86.87,60.8
350.0,86.86,60.0
351.0,86.82,60.7
352.0,86.77,59.7
353.0,86.73,60.3
354.0,86.69,60.8
355.0,86.66,60.3
356.0,86.64,60.8
357.0,86.59,60.0
358.0,86.55,60.4
359.0,86.5,59.9
360.0,86.46,61.0
361.0,86.44,61.0
362.0,86.4,62.6
363.0,86.35,62.2
364.0,86.31,61.3
365.0,86.25,61.0
366.0,86.23,62.5
367.0,86.19,61.7
368.0,86.12,61.5
369.0,86.09,62.0
370.0,86.07,61.6
371.0,86.0,62.4
372.0,85.99,61.5
373.0,85.93,61.9
374.0,85.9,61.8
375.0,85.84,61.8
376.0,85.81,62.7
377.0,85.77,62.3
378.0,85.65,62.0
379.0,85.6,61.3
380.0,85.55,62.1
381.0,85.52,61.5
382.0,85.48,62.1
383.0,85.45,61.1
384.0,85.39,62.3
385.0,85.35,60.1
386.0,85.32,60.5
387.0,85.35,62.2
388.0,85.3,60.1
389.0,85.27,61.3
390.0,85.24,60.8
391.0,85.21,59.8
392.0,85.16,60.0
393.0,85.13,58.7
394.0,85.07,59.8
395.0,85.04,59.9
396.0,84.99,59.0
397.0,84.95,58.5
398.0,84.92,58.3
399.0,84.86,59.1
400.0,84.83,59.1
401.0,84.81,58.5
402.0,84.76,59.3
403.0,84.72,59.8
404.0,84.66,59.3
405.0,84.63,59.9
406.0,84.6,60.5
407.0,84.54,60.4
408.0,84.52,60.4
409.0,84.48,60.9
410.0,84.43,61.4
411.0,84.38,61.0
412.0,84.34,60.6
413.0,84.29,60.4
414.0,84.26,59.9
415.0,84.24,59.7
416.0,84.18,60.4
417.0,84.14,58.6
418.0,84.09,58.5
419.0,83.97,58.6
420.0,83.99,59.4
421.0,83.89,58.5
422.0,83.84,58.5
423.0,83.83,58.9
424.0,83.8,59.0
425.0,83.74,59.2
426.0,83.72,60.1
427.0,83.7,60.0
428.0,83.68,59.3
429.0,83.68,61.0
430.0,83.6,59.5
431.0,83.6,60.4
432.0,83.58,59.7
433.0,83.52,60.0
434.0,83.49,60.3
435.0,83.45,60.1
436.0,83.4,59.5
437.0,83.37,58.8
438.0,83.32,59.8
439.0,83.28,58.3
440.0,83.23,58.8
441.0,83.19,59.0
442.0,83.16,57.9
443.0,83.13,58.7
444.0,83.09,60.0
445.0,83.06,58.2
446.0,83.01,58.4
447.0,82.99,58.2
448.0,82.92,56.9
449.0,82.89,58.4
450.0,82.83,57.5
451.0,82.82,57.9
452.0,82.77,57.9
453.0,82.73,58.1
454.0,82.69,56.9
455.0,82.64,58.0
456.0,82.61,58.1
457.0,82.57,57.1
458.0,82.52,57.3
459.0,82.42,58.6
460.0,82.35,56.9
461.0,82.31,56.0
462.0,82.27,56.6
463.0,82.23,56.9
464.0,82.18,55.9
465.0,82.14,55.6
466.0,82.1,56.1
467.0,82.06,56.4
468.0,82.04,56.2
469.0,81.99,56.2
470.0,81.97,57.3
471.0,82.02,56.3
472.0,81.97,56.7
473.0,81.93,56.8
474.0,81.89,57.0
475.0,81.86,56.2
476.0,81.82,57.9
477.0,81.78,56.3
478.0,81.72,56.8
479.0,81.69,56.7
480.0,81.65,57.3
481.0,81.62,55.7
482.0,81.57,56.4
483.0,81.52,55.2
484.0,81.5,57.6
485.0,81.44,57.7
486.0,81.4,56.3
487.0,81.38,56.2
488.0,81.33,56.4
489.0,81.28,56.3
490.0,81.26,56.1
491.0,81.23,57.0
492.0,81.19,57.8
493.0,81.14,56.3
494.0,81.11,55.9
495.0,81.06,56.2
496.0,81.02,55.8
497.0,80.98,55.5
498.0,80.94,55.4
499.0,80.89,54.9
500.0,80.84,55.3
501.0,80.78,55.2
502.0,80.73,55.9
503.0,80.67,55.5
504.0,80.6,56.1
505.0,80.57,56.3
506.0,80.53,55.5
507.0,80.47,55.9
508.0,80.46,55.5
509.0,80.42,55.8
510.0,80.41,55.8
511.0,80.36,54.8
512.0,80.34,55.0
513.0,80.33,54.6
514.0,80.27,54.4
515.0,80.25,55.2
516.0,80.22,55.2
517.0,80.18,55.5
518.0,80.13,55.9
519.0,80.09,55.6
520.0,80.06,55.3
521.0,80.02,55.4
522.0,79.96,54.9
523.0,79.93,55.6
524.0,79.9,55.7
525.0,79.86,55.1
526.0,79.82,55.9
527.0,79.79,55.9
528.0,79.76,56.0
529.0,79.7,56.4
530.0,79.66,55.2
531.0,79.6,54.9
532.0,79.55,55.7
533.0,79.52,55.8
534.0,79.5,55.9
535.0,79.46,56.2
536.0,79.41,56.5
537.0,79.37,57.1
538.0,79.32,58.7
539.0,79.27,60.8
540.0,79.23,60.4
541.0,79.19,60.1
542.0,79.15,61.8
543.0,79.11,62.6
544.0,79.06,63.4
545.0,78.96,63.0
546.0,78.88,64.1
547.0,78.85,64.9
548.0,78.79,65.3
549.0,78.75,65.6
550.0,78.71,65.5
551.0,78.73,64.3
552.0,78.68,65.2
553.0,78.65,64.7
554.0,78.62,65.2
555.0,78.58,63.5
556.0,78.56,63.0
557.0,78.52,64.6
558.0,78.47,63.9
559.0,78.43,63.2
560.0,78.37,63.4
561.0,78.33,64.6
562.0,78.3,62.5
563.0,78.26,62.8
564.0,78.2,62.3
565.0,78.18,62.8
566.0,78.11,62.0
567.0,78.09,61.7
568.0,78.03,62.2
569.0,78.0,61.1
570.0,77.97,61.8
571.0,77.92,61.9
572.0,77.88,61.5
573.0,77.84,61.3
574.0,77.81,60.9
575.0,77.75,61.1
576.0,77.72,60.5
577.0,77.67,60.9
578.0,77.62,61.0
579.0,77.61,61.0
580.0,77.54,61.5
581.0,77.5,62.7
582.0,77.38,62.2
583.0,77.34,61.3
584.0,77.28,60.8
585.0,77.23,61.2
586.0,77.2,60.9
587.0,77.15,60.7
588.0,77.14,60.9
589.0,77.11,59.9
590.0,77.09,59.6
591.0,77.04,60.0
592.0,77.01,59.6
593.0,77.0,59.4
594.0,76.97,59.3
595.0,76.93,59.9
596.0,76.88,59.2
597.0,76.83,59.0
598.0,76.81,59.5
599.0,76.76,59.0
600.0,76.73,59.2
601.0,76.68,59.5
602.0,76.64,58.9
603.0,76.6,59.0
604.0,76.56,60.6
605.0,76.53,60.4
606.0,76.48,60.2
607.0,76.43,59.8
608.0,76.4,59.6
609.0,76.34,60.1
610.0,76.31,59.4
611.0,76.28,60.4
612.0,76.24,60.6
613.0,76.19,60.0
614.0,76.16,60.1
615.0,76.11,59.2
616.0,76.06,60.2
617.0,76.03,60.1
618.0,76.0,61.7
619.0,75.95,61.4
620.0,75.89,60.6
621.0,75.75,61.4
622.0,75.72,60.9
623.0,75.68,60.7
624.0,75.66,60.5
625.0,75.6,61.0
626.0,75.56,60.8
627.0,75.55,61.2
628.0,75.56,61.1
629.0,75.53,62.0
630.0,75.5,61.3
631.0,75.45,62.9
632.0,75.42,62.0
633.0,75.38,62.2
634.0,75.34,61.7
635.0,75.3,60.8
636.0,75.24,61.4
637.0,75.18,60.9
638.0,75.14,62.3
639.0,75.09,62.9
640.0,75.06,62.2
641.0,75.01,62.9
642.0,74.98,63.4
643.0,74.94,61.3
644.0,74.9,62.7
645.0,74.86,62.8
646.0,74.82,63.1
647.0,74.78,62.2
648.0,74.75,61.4
649.0,74.71,61.6
650.0,74.68,61.6
651.0,74.64,61.1
652.0,74.6,61.2
653.0,74.54,61.0
654.0,74.51,60.7
655.0,74.48,60.4
656.0,74.39,61.0
657.0,74.37,60.3
658.0,74.3,60.7
659.0,74.27,62.0
660.0,74.23,61.0
661.0,74.19,60.4
662.0,74.14,61.0
663.0,74.05,61.5
664.0,74.02,61.9
665.0,73.97,61.3
666.0,73.94,62.7
667.0,73.91,62.3
668.0,73.87,61.4
669.0,73.83,63.0
670.0,73.77,63.0
671.0,73.81,62.4
672.0,73.77,62.1
673.0,73.74,62.5
674.0,73.7,63.1
675.0,73.65,63.1
676.0,73.62,62.5
677.0,73.58,62.1
678.0,73.56,62.0
679.0,73.5,61.0
680.0,73.46,61.3
681.0,73.43,62.3
682.0,73.39,62.1
683.0,73.34,62.5
684.0,73.3,61.0
685.0,73.25,61.3
686.0,73.21,62.0
687.0,73.16,62.6
688.0,73.13,62.9
689.0,73.09,63.5
690.0,73.04,63.1
691.0,73.02,63.8
692.0,72.98,62.7
693.0,72.94,62.7
694.0,72.9,61.3
695.0,72.85,61.6
696.0,72.81,61.4
697.0,72.71,61.8
698.0,72.67,62.3
699.0,72.62,61.7
700.0,72.58,63.0
701.0,72.53,62.1
702.0,72.47,63.1
703.0,72.43,63.1
704.0,72.4,62.0
705.0,72.38,62.9
706.0,72.31,62.4
707.0,72.33,62.5
708.0,72.3,63.4
709.0,72.27,63.3
710.0,72.24,63.3
711.0,72.21,62.5
712.0,72.16,62.3
713.0,72.12,62.1
714.0,72.08,62.5
715.0,72.05,62.4
716.0,71.99,62.5
717.0,71.95,61.7
718.0,71.9,63.2
719.0,71.88,62.5
720.0,71.83,63.2
721.0,71.79,62.1
722.0,71.75,60.8
723.0,71.72,61.5
724.0,71.68,61.9
725.0,71.64,61.9
726.0,71.59,62.1
727.0,71.57,62.7
728.0,71.54,63.2
729.0,71.5,63.0
730.0,71.44,62.2
731.0,71.39,62.3
732.0,71.35,62.6
733.0,71.34,63.7
734.0,71.29,62.6
735.0,71.25,62.4
736.0,71.21,61.9
737.0,71.17,61.9
738.0,71.13,63.4
739.0,71.08,62.6
740.0,71.04,62.1
741.0,71.0,62.8
742.0,70.92,61.2
743.0,70.85,61.6
744.0,70.81,61.2
745.0,70.77,60.8
746.0,70.73,60.6
747.0,70.67,60.8
748.0,70.64,61.2
749.0,70.61,60.8
750.0,70.59,61.0
751.0,70.55,61.0
752.0,70.52,60.9
753.0,70.53,60.3
754.0,70.48,61.0
755.0,70.48,60.5
756.0,70.45,61.2
757.0,70.4,61.2
758.0,70.36,61.4
759.0,70.31,60.8
760.0,70.27,59.7
761.0,70.24,60.5
762.0,70.21,61.1
763.0,70.15,60.8
764.0,70.13,62.1
765.0,70.09,63.4
766.0,70.03,60.6
767.0,69.98,60.9
768.0,69.94,61.4
769.0,69.9,61.8
770.0,69.88,63.3
771.0,69.86,63.7
772.0,69.81,62.2
773.0,69.75,63.6
774.0,69.7,63.5
775.0,69.67,62.9
776.0,69.65,62.5
777.0,69.61,62.6
778.0,69.56,61.5
779.0,69.51,62.1
780.0,69.4,62.3
781.0,69.37,62.7
782.0,69.33,62.6
783.0,69.28,61.3
784.0,69.26,61.5
785.0,69.22,60.4
786.0,69.16,61.3
787.0,69.13,60.4
788.0,69.1,61.0
789.0,69.04,61.0
790.0,69.0,61.0
791.0,69.01,58.9
792.0,69.02,60.5
793.0,68.97,59.8
794.0,68.94,60.7
795.0,68.89,60.0
796.0,68.86,60.4
797.0,68.82,60.2
798.0,68.79,59.6
799.0,68.75,59.5
800.0,68.72,60.9
801.0,68.66,59.3
802.0,68.63,60.6
803.0,68.6,59.8
804.0,68.55,58.6
805.0,68.51,60.1
806.0,68.5,58.9
807.0,68.45,60.3
808.0,68.38,60.3
809.0,68.35,60.5
810.0,68.32,59.6
811.0,68.29,60.3
812.0,68.24,60.9
813.0,68.2,61.3
814.0,68.16,61.7
815.0,68.12,61.3
816.0,68.08,62.0
817.0,68.06,61.2
818.0,67.94,61.7
819.0,67.9,61.3
820.0,67.85,61.3
821.0,67.81,63.0
822.0,67.76,61.0
823.0,67.72,60.6
824.0,67.69,60.4
825.0,67.65,60.5
826.0,67.65,61.5
827.0,67.6,60.5
828.0,67.59,60.9
829.0,67.56,61.1
830.0,67.53,61.5
831.0,67.5,60.4
832.0,67.46,61.1
833.0,67.41,61.1
834.0,67.38,62.7
835.0,67.34,62.4
836.0,67.3,62.6
837.0,67.27,61.3
838.0,67.24,62.6
839.0,67.2,62.2
840.0,67.15,62.3
841.0,67.12,61.8
842.0,67.09,62.4
843.0,67.05,62.8
844.0,67.0,61.5
845.0,66.96,62.3
846.0,66.92,61.7
847.0,66.87,61.1
848.0,66.83,62.8
849.0,66.79,60.4
850.0,66.76,61.7
851.0,66.75,61.3
852.0,66.73,61.1
853.0,66.65,61.9
854.0,66.63,61.2
855.0,66.58,60.7
856.0,66.55,62.4
857.0,66.5,62.8
858.0,66.46,62.9
859.0,66.43,63.4
860.0,66.32,62.9
861.0,66.33,63.0
862.0,66.23,63.5
863.0,66.19,63.3
864.0,66.13,62.9
865.0,66.08,62.6
866.0,66.06,62.6
867.0,66.02,63.1
868.0,66.07,62.3
869.0,66.04,62.2
870.0,66.0,62.1
871.0,65.96,61.9
872.0,65.92,62.6
873.0,65.88,61.3
874.0,65.85,63.2
875.0,65.81,62.0
876.0,65.77,62.2
877.0,65.73,61.3
878.0,65.69,61.2
879.0,65.64,61.0
880.0,65.61,61.2
881.0,65.58,61.2
882.0,65.55,61.7
883.0,65.51,62.5
884.0,65.48,61.6
885.0,65.43,62.2
886.0,65.4,62.2
887.0,65.35,62.5
888.0,65.32,63.5
889.0,65.28,63.8
890.0,65.22,63.7
891.0,65.19,63.6
892.0,65.15,62.9
893.0,65.12,64.0
894.0,65.09,63.8
895.0,65.04,63.4
896.0,65.01,61.8
897.0,64.93,63.8
898.0,64.89,62.9
899.0,64.85,62.3
900.0,64.79,63.0
901.0,64.74,62.5
902.0,64.69,62.4
903.0,64.66,63.7
904.0,64.6,62.5
905.0,64.57,62.8
906.0,64.52,62.9
907.0,64.53,63.2
908.0,64.5,63.3
909.0,64.49,64.0
910.0,64.48,63.6
911.0,64.45,63.8
912.0,64.36,64.0
913.0,64.34,64.3
914.0,64.31,63.6
915.0,64.28,63.2
916.0,64.25,65.2
917.0,64.2,64.3
918.0,64.18,63.7
919.0,64.14,64.5
920.0,64.09,65.0
921.0,64.06,64.4
922.0,64.04,64.7
923.0,63.98,64.1
924.0,63.95,64.8
925.0,63.89,64.0
926.0,63.84,64.8
927.0,63.81,64.9
928.0,63.78,64.2
929.0,63.76,65.3
930.0,63.69,64.7
931.0,63.66,65.9
932.0,63.64,65.7
933.0,63.58,66.8
934.0,63.55,65.9
935.0,63.5,65.6
936.0,63.47,66.9
937.0,63.35,65.9
938.0,63.38,66.6
939.0,63.27,66.2
940.0,63.25,67.4
941.0,63.19,66.8
942.0,63.16,67.4
943.0,63.12,66.9
944.0,63.14,66.6
945.0,63.11,66.3
946.0,63.07,66.8
947.0,63.03,65.5
948.0,62.99,66.8
949.0,62.98,64.4
950.0,62.92,65.8
951.0,62.88,64.8
952.0,62.86,63.8
953.0,62.81,64.3
954.0,62.78,64.7
955.0,62.75,64.4
956.0,62.7,64.9
957.0,62.66,66.0
958.0,62.63,64.7
959.0,62.58,64.9
960.0,62.54,66.1
961.0,62.5,64.6
962.0,62.46,66.6
963.0,62.43,66.2
964.0,62.39,65.7
965.0,62.37,65.5
966.0,62.33,65.6
967.0,62.28,66.1
968.0,62.23,65.4
969.0,62.2,64.5
970.0,62.17,66.1
971.0,62.11,63.8
972.0,62.08,63.4
973.0,62.06,63.8
974.0,62.02,62.8
975.0,61.97,64.2
976.0,61.92,63.4
977.0,61.87,63.6
978.0,61.82,62.8
979.0,61.77,63.6
980.0,61.73,65.3
981.0,61.7,64.1
982.0,61.64,65.0
983.0,61.6,65.8
984.0,61.54,64.7
985.0,61.52,65.1
986.0,61.48,65.5
987.0,61.45,65.5
988.0,61.42,65.5
989.0,61.4,65.3
990.0,61.38,66.3
991.0,61.32,66.7
992.0,61.28,66.6
993.0,61.26,66.0
994.0,61.23,66.7
995.0,61.2,65.7
996.0,61.16,66.7
997.0,61.12,65.9
998.0,61.09,67.0
999.0,61.05,67.3
1000.0,61.01,66.4
1001.0,60.98,66.2
1002.0,60.93,67.1
1003.0,60.88,66.9
1004.0,60.85,65.7
1005.0,60.79,66.2
1006.0,60.75,66.2
1007.0,60.71,66.8
1008.0,60.68,66.8
1009.0,60.64,66.9
1010.0,60.61,67.7
1011.0,60.56,68.9
1012.0,60.53,67.7
1013.0,60.49,68.8
1014.0,60.44,68.3
1015.0,60.4,68.8
1016.0,60.35,68.3
1017.0,60.3,68.5
1018.0,60.2,69.1
1019.0,60.15,68.9
1020.0,60.12,68.6
1021.0,60.1,68.7
1022.0,60.06,69.2
1023.0,60.01,69.0
1024.0,59.99,69.2
1025.0,59.96,67.1
1026.0,59.93,69.6
1027.0,59.89,70.0
1028.0,59.87,69.9
1029.0,59.86,69.5
1030.0,59.83,69.8
1031.0,59.79,69.2
1032.0,59.73,69.1
1033.0,59.68,68.4
1034.0,59.65,68.3
1035.0,59.62,69.5
1036.0,59.58,68.3
1037.0,59.54,70.1
1038.0,59.51,69.2
1039.0,59.47,70.1
1040.0,59.43,70.0
1041.0,59.39,69.2
1042.0,59.36,70.2
1043.0,59.3,72.7
1044.0,59.27,70.7
1045.0,59.23,71.4
1046.0,59.2,71.4
1047.0,59.17,71.3
1048.0,59.12,71.8
1049.0,59.09,71.0
1050.0,59.02,72.1
1051.0,58.99,70.9
1052.0,58.95,70.4
1053.0,58.91,71.8
1054.0,58.88,71.6
1055.0,58.85,70.7
1056.0,58.79,71.9
1057.0,58.75,71.0
1058.0,58.63,73.5
1059.0,58.59,72.0
1060.0,58.55,72.9
1061.0,58.52,72.1
1062.0,58.47,71.9
1063.0,58.42,72.6
1064.0,58.38,72.1
1065.0,58.33,71.4
1066.0,58.31,72.1
1067.0,58.27,73.2
1068.0,58.31,72.1
1069.0,58.27,72.1
1070.0,58.24,71.6
1071.0,58.21,73.5
1072.0,58.17,73.0
1073.0,58.12,72.5
1074.0,58.1,72.6
1075.0,58.07,73.0
1076.0,58.03,73.3
1077.0,58.0,73.5
1078.0,57.95,73.3
1079.0,57.92,72.0
1080.0,57.88,72.0
1081.0,57.84,72.1
1082.0,57.77,73.3
1083.0,57.73,72.3
1084.0,57.7,72.7
1085.0,57.66,72.7
1086.0,57.62,70.3
1087.0,57.59,72.0
1088.0,57.54,71.4
1089.0,57.5,72.3
1090.0,57.44,71.9
1091.0,57.41,70.9
1092.0,57.39,72.2
1093.0,57.35,71.8
1094.0,57.3,71.3
1095.0,57.27,72.4
1096.0,57.23,73.5
1097.0,57.18,72.0
1098.0,57.14,72.7
1099.0,57.05,72.7
1100.0,57.01,72.6
1101.0,56.95,73.4
1102.0,56.88,72.0
1103.0,56.84,72.7
1104.0,56.8,71.0
1105.0,56.75,72.4
1106.0,56.71,72.8
1107.0,56.69,72.7
1108.0,56.66,72.5
1109.0,56.63,70.3
1110.0,56.62,71.0
1111.0,56.57,71.5
1112.0,56.55,71.1
1113.0,56.51,71.8
1114.0,56.48,72.2
1115.0,56.45,72.8
1116.0,56.39,72.0
1117.0,56.35,72.6
1118.0,56.33,72.4
1119.0,56.29,72.7
1120.0,56.24,72.0
1121.0,56.18,72.6
1122.0,56.13,72.8
1123.0,56.1,71.4
1124.0,56.06,73.2
1125.0,56.04,73.5
1126.0,55.98,73.5
1127.0,55.94,73.0
1128.0,55.9,72.7
1129.0,55.85,73.4
1130.0,55.82,71.1
1131.0,55.78,71.3
1132.0,55.74,71.3
1133.0,55.7,71.2
1134.0,55.67,71.9
1135.0,55.64,72.0
1136.0,55.57,72.8
1137.0,55.53,72.5
1138.0,55.49,72.7
1139.0,55.44,71.8
1140.0,55.41,73.7
1141.0,55.33,73.9
1142.0,55.19,74.7
1143.0,55.16,73.9
1144.0,55.12,73.6
1145.0,55.06,74.8
1146.0,55.02,73.8
1147.0,54.97,75.2
1148.0,54.94,75.2
1149.0,54.92,75.1
