Time,Mass (g),HRRPUA (kW/m2)
110.0,90.44,145.0
111.0,90.36,147.0
112.0,90.31,143.9
113.0,90.18,143.0
114.0,90.13,141.9
115.0,89.99,143.5
116.0,89.92,136.7
117.0,89.84,139.8
118.0,89.75,139.1
119.0,89.66,137.9
120.0,89.61,141.1
121.0,89.52,138.8
122.0,89.41,136.3
123.0,89.38,139.0
124.0,89.28,139.4
125.0,89.17,141.2
126.0,89.01,138.9
127.0,88.92,138.9
128.0,88.84,138.1
129.0,88.78,136.4
130.0,88.69,134.6
131.0,88.64,133.7
132.0,88.56,133.8
133.0,88.47,134.2
134.0,88.42,130.0
135.0,88.34,131.5
136.0,88.26,130.2
137.0,88.18,128.8
138.0,88.08,130.6
139.0,88.02,133.0
140.0,87.97,133.1
141.0,87.93,132.5
142.0,87.84,130.6
143.0,87.77,132.6
144.0,87.7,129.9
145.0,87.61,129.0
146.0,87.55,127.8
147.0,87.48,126.6
148.0,87.41,124.1
149.0,87.31,123.5
150.0,87.27,120.3
151.0,87.21,121.1
152.0,87.14,121.5
153.0,87.05,121.7
154.0,86.97,119.5
155.0,86.9,120.2
156.0,86.82,120.2
157.0,86.73,118.3
158.0,86.65,117.1
159.0,86.58,118.3
160.0,86.52,118.9
161.0,86.46,117.2
162.0,86.37,116.6
163.0,86.26,115.4
164.0,86.2,114.0
165.0,86.11,112.6
166.0,86.04,111.6
167.0,85.95,112.4
168.0,85.86,109.2
169.0,85.8,108.5
170.0,85.74,109.2
171.0,85.66,107.3
172.0,85.57,107.0
173.0,85.51,105.5
174.0,85.43,105.6
175.0,85.38,103.7
176.0,85.3,104.0
177.0,85.24,104.8
178.0,85.16,105.6
179.0,85.07,102.5
180.0,85.01,102.1
181.0,84.94,103.1
182.0,84.86,102.7
183.0,84.82,103.7
184.0,84.77,103.2
185.0,84.68,102.3
186.0,84.61,102.6
187.0,84.54,101.0
188.0,84.47,99.7
189.0,84.42,102.9
190.0,84.35,101.7
191.0,84.27,101.6
192.0,84.21,99.3
193.0,84.14,98.5
194.0,84.07,100.3
195.0,84.0,99.6
196.0,83.92,100.4
197.0,83.86,100.0
198.0,83.79,99.0
199.0,83.72,98.3
200.0,83.65,94.8
201.0,83.57,96.9
202.0,83.49,95.6
203.0,83.44,97.0
204.0,83.39,94.1
205.0,83.28,96.4
206.0,83.21,95.4
207.0,83.16,94.4
208.0,83.01,94.0
209.0,82.95,93.3
210.0,82.88,92.1
211.0,82.79,92.2
212.0,82.72,92.1
213.0,82.65,92.1
214.0,82.6,92.1
215.0,82.53,91.2
216.0,82.45,88.3
217.0,82.38,89.5
218.0,82.32,89.5
219.0,82.24,88.4
220.0,82.19,89.8
221.0,82.12,89.5
222.0,82.03,89.2
223.0,82.0,86.9
224.0,81.9,87.2
225.0,81.9,86.6
226.0,81.86,89.4
227.0,81.77,87.8
228.0,81.71,89.2
229.0,81.62,88.5
230.0,81.56,88.1
231.0,81.49,88.4
232.0,81.43,87.5
233.0,81.38,86.3
234.0,81.29,88.1
235.0,81.24,88.0
236.0,81.16,86.2
237.0,81.1,86.7
238.0,81.04,87.3
239.0,80.96,86.9
240.0,80.88,85.5
241.0,80.8,85.0
242.0,80.73,84.5
243.0,80.67,86.5
244.0,80.61,84.7
245.0,80.54,84.5
246.0,80.47,86.3
247.0,80.3,85.2
248.0,80.24,84.5
249.0,80.15,84.8
250.0,80.09,83.1
251.0,80.04,83.0
252.0,79.98,82.6
253.0,79.9,83.4
254.0,79.85,82.2
255.0,79.76,82.1
256.0,79.72,82.6
257.0,79.65,83.2
258.0,79.57,83.4
259.0,79.5,82.3
260.0,79.45,82.6
261.0,79.37,83.9
262.0,79.31,83.5
263.0,79.24,82.6
264.0,79.16,81.8
265.0,79.1,81.7
266.0,79.12,81.6
267.0,79.06,81.7
268.0,78.97,79.9
269.0,78.92,81.0
270.0,78.85,81.4
271.0,78.8,80.4
272.0,78.72,80.1
273.0,78.66,77.8
274.0,78.61,79.7
275.0,78.54,79.8
276.0,78.47,79.4
277.0,78.41,79.7
278.0,78.33,79.4
279.0,78.27,80.2
280.0,78.22,78.7
281.0,78.16,79.5
282.0,78.09,79.3
283.0,78.02,78.8
284.0,77.95,79.9
285.0,77.87,80.1
286.0,77.76,79.6
287.0,77.71,78.9
288.0,77.64,79.1
289.0,77.57,79.7
290.0,77.53,77.6
291.0,77.44,78.6
292.0,77.38,78.8
293.0,77.29,78.6
294.0,77.25,78.3
295.0,77.2,77.8
296.0,77.11,77.2
297.0,77.07,77.1
298.0,77.0,77.8
299.0,76.92,77.6
300.0,76.88,77.6
301.0,76.81,78.0
302.0,76.76,76.7
303.0,76.71,77.0
304.0,76.66,74.7
305.0,76.63,76.1
306.0,76.58,77.0
307.0,76.5,76.9
308.0,76.44,77.0
309.0,76.39,76.2
310.0,76.32,74.7
311.0,76.25,75.5
312.0,76.2,76.7
313.0,76.13,76.0
314.0,76.07,74.8
315.0,76.02,75.2
316.0,75.95,74.4
317.0,75.88,73.5
318.0,75.85,74.2
319.0,75.76,74.6
320.0,75.7,73.3
321.0,75.65,73.5
322.0,75.61,74.6
323.0,75.52,73.6
324.0,75.43,73.9
325.0,75.37,72.9
326.0,75.28,73.1
327.0,75.21,73.5
328.0,75.15,73.5
329.0,75.1,73.1
330.0,75.01,73.4
331.0,74.97,73.1
332.0,74.9,73.2
333.0,74.83,71.5
334.0,74.78,73.2
335.0,74.74,72.6
336.0,74.66,73.7
337.0,74.58,73.0
338.0,74.55,73.5
339.0,74.49,72.4
340.0,74.45,72.6
341.0,74.36,72.1
342.0,74.34,72.5
343.0,74.27,73.4
344.0,74.24,72.7
345.0,74.23,72.3
346.0,74.13,73.9
347.0,74.08,73.5
348.0,74.03,72.6
349.0,73.97,72.7
350.0,73.92,73.1
351.0,73.83,72.0
352.0,73.79,72.0
353.0,73.69,72.0
354.0,73.65,71.1
355.0,73.58,71.6
356.0,73.54,71.8
357.0,73.47,71.6
358.0,73.44,71.0
359.0,73.38,71.6
360.0,73.3,71.2
361.0,73.23,70.8
362.0,73.16,71.5
363.0,73.08,71.5
364.0,73.04,71.1
365.0,72.94,70.7
366.0,72.86,70.5
367.0,72.8,69.9
368.0,72.77,71.5
369.0,72.68,70.8
370.0,72.64,70.0
371.0,72.6,70.2
372.0,72.54,70.8
373.0,72.51,70.7
374.0,72.45,69.7
375.0,72.37,70.2
376.0,72.34,70.1
377.0,72.29,69.5
378.0,72.22,69.8
379.0,72.16,70.2
380.0,72.11,68.9
381.0,72.05,68.9
382.0,72.01,68.6
383.0,71.94,68.4
384.0,71.91,69.1
385.0,71.85,68.8
386.0,71.75,69.3
387.0,71.72,69.1
388.0,71.68,67.9
389.0,71.62,68.9
390.0,71.55,69.0
391.0,71.52,68.6
392.0,71.47,68.5
393.0,71.39,69.2
394.0,71.33,69.7
395.0,71.26,70.6
396.0,71.22,70.5
397.0,71.16,69.2
398.0,71.13,68.9
399.0,71.05,69.1
400.0,70.99,68.2
401.0,70.91,69.3
402.0,70.84,68.9
403.0,70.76,69.4
404.0,70.69,69.2
405.0,70.65,68.6
406.0,70.61,68.9
407.0,70.52,68.8
408.0,70.48,68.4
409.0,70.43,69.6
410.0,70.39,68.8
411.0,70.35,69.0
412.0,70.27,69.4
413.0,70.2,68.4
414.0,70.15,67.1
415.0,70.08,69.5
416.0,70.04,69.9
417.0,70.01,69.6
418.0,69.95,68.0
419.0,69.88,69.0
420.0,69.87,68.1
421.0,69.79,68.4
422.0,69.77,68.3
423.0,69.71,68.8
424.0,69.66,67.6
425.0,69.59,67.7
426.0,69.54,67.4
427.0,69.48,67.0
428.0,69.45,67.3
429.0,69.38,67.5
430.0,69.33,68.2
431.0,69.28,67.9
432.0,69.22,68.8
433.0,69.17,68.0
434.0,69.12,68.2
435.0,69.08,68.2
436.0,69.01,68.3
437.0,68.96,67.6
438.0,68.89,68.0
439.0,68.84,66.8
440.0,68.69,67.8
441.0,68.65,66.9
442.0,68.6,68.0
443.0,68.54,68.3
444.0,68.48,67.8
445.0,68.42,68.5
446.0,68.35,68.0
447.0,68.31,68.9
448.0,68.26,70.7
449.0,68.22,67.9
450.0,68.12,69.0
451.0,68.08,68.9
452.0,68.04,68.8
453.0,67.99,68.5
454.0,67.92,69.5
455.0,67.89,69.1
456.0,67.83,69.1
457.0,67.84,69.8
458.0,67.8,70.1
459.0,67.76,68.7
460.0,67.69,70.0
461.0,67.62,68.8
462.0,67.58,70.7
463.0,67.53,69.5
464.0,67.48,69.2
465.0,67.41,70.2
466.0,67.33,68.2
467.0,67.24,69.5
468.0,67.22,70.0
469.0,67.16,69.4
470.0,67.12,69.4
471.0,67.06,69.8
472.0,67.0,70.2
473.0,66.96,70.5
474.0,66.92,68.9
475.0,66.87,69.1
476.0,66.84,69.9
477.0,66.77,67.7
478.0,66.65,69.0
479.0,66.6,67.7
480.0,66.53,68.6
481.0,66.47,70.1
482.0,66.42,70.2
483.0,66.39,69.3
484.0,66.32,70.8
485.0,66.26,70.1
486.0,66.2,70.2
487.0,66.16,68.6
488.0,66.1,68.2
489.0,66.04,70.0
490.0,65.99,70.0
491.0,65.93,69.5
492.0,65.87,70.1
493.0,65.83,69.8
494.0,65.8,69.2
495.0,65.75,69.2
496.0,65.69,69.2
497.0,65.68,68.4
498.0,65.64,69.5
499.0,65.61,68.8
500.0,65.55,67.4
501.0,65.5,68.3
502.0,65.45,68.4
503.0,65.36,69.3
504.0,65.36,68.4
505.0,65.26,68.0
506.0,65.21,68.2
507.0,65.18,68.6
508.0,65.12,68.5
509.0,65.06,69.8
510.0,65.0,68.9
511.0,64.93,69.3
512.0,64.87,70.3
513.0,64.85,69.3
514.0,64.77,70.4
515.0,64.74,69.8
516.0,64.67,69.9
517.0,64.64,70.5
518.0,64.56,69.7
519.0,64.52,69.7
520.0,64.46,70.1
521.0,64.34,70.7
522.0,64.3,72.2
523.0,64.24,71.5
524.0,64.18,72.1
525.0,64.14,71.2
526.0,64.1,73.1
527.0,64.01,73.0
528.0,63.99,72.8
529.0,63.91,72.2
530.0,63.86,72.0
531.0,63.81,72.5
532.0,63.74,71.7
533.0,63.7,71.9
534.0,63.68,71.3
535.0,63.62,71.7
536.0,63.57,69.1
537.0,63.52,72.9
538.0,63.47,71.4
539.0,63.44,71.9
540.0,63.42,72.1
541.0,63.36,71.7
542.0,63.29,72.9
543.0,63.24,72.5
544.0,63.2,72.4
545.0,63.16,72.9
546.0,63.1,73.8
547.0,63.05,72.8
548.0,63.0,72.9
549.0,62.94,72.8
550.0,62.88,74.1
551.0,62.83,72.6
552.0,62.79,73.2
553.0,62.66,73.3
554.0,62.64,73.8
555.0,62.68,72.2
556.0,62.51,72.7
557.0,62.48,72.9
558.0,62.37,73.5
559.0,62.33,72.0
560.0,62.26,72.6
561.0,62.21,73.5
562.0,62.16,73.1
563.0,62.1,73.2
564.0,62.05,74.3
565.0,61.99,74.4
566.0,61.93,74.1
567.0,61.9,75.2
568.0,61.85,74.1
569.0,61.77,74.0
570.0,61.74,75.4
571.0,61.69,74.9
572.0,61.63,76.0
573.0,61.59,76.1
574.0,61.55,74.6
575.0,61.5,73.6
576.0,61.44,75.8
577.0,61.42,73.7
578.0,61.35,75.2
579.0,61.35,75.5
580.0,61.27,76.5
581.0,61.23,77.6
582.0,61.16,75.6
583.0,61.11,76.9
584.0,61.04,75.8
585.0,60.99,75.1
586.0,60.96,76.7
587.0,60.87,76.0
588.0,60.84,76.3
589.0,60.75,75.4
590.0,60.71,76.2
591.0,60.65,77.0
592.0,60.61,76.8
593.0,60.59,77.6
594.0,60.53,74.2
595.0,60.47,75.7
596.0,60.41,76.7
597.0,60.36,76.0
598.0,60.28,77.9
599.0,60.19,77.6
600.0,60.15,77.6
601.0,60.08,77.2
602.0,60.04,76.5
603.0,59.98,78.0
604.0,59.94,76.8
605.0,59.9,76.6
606.0,59.82,77.9
607.0,59.77,77.6
608.0,59.72,78.0
609.0,59.65,77.6
610.0,59.61,76.4
611.0,59.57,77.0
612.0,59.52,76.7
613.0,59.46,76.1
614.0,59.41,77.3
615.0,59.4,76.2
616.0,59.34,76.8
617.0,59.27,78.2
618.0,59.22,79.1
619.0,59.18,77.6
620.0,59.13,78.6
621.0,59.07,79.1
622.0,59.02,78.9
623.0,58.97,78.7
624.0,58.91,79.2
625.0,58.86,78.9
626.0,58.78,76.8
627.0,58.74,77.7
628.0,58.68,78.1
629.0,58.63,78.2
630.0,58.57,78.9
631.0,58.51,77.9
632.0,58.43,79.2
633.0,58.41,80.9
634.0,58.34,80.8
635.0,58.28,79.9
636.0,58.18,79.5
637.0,58.12,81.0
638.0,58.05,79.4
639.0,58.01,80.4
640.0,57.97,80.1
641.0,57.91,80.6
642.0,57.87,80.6
643.0,57.83,80.4
644.0,57.77,80.8
645.0,57.67,80.6
646.0,57.64,80.3
647.0,57.55,80.5
648.0,57.48,80.9
649.0,57.46,80.5
650.0,57.46,80.4
651.0,57.38,80.6
652.0,57.36,81.2
653.0,57.32,81.9
654.0,57.28,82.0
655.0,57.23,83.5
656.0,57.16,81.1
657.0,57.12,82.7
658.0,57.06,81.2
659.0,57.03,84.4
660.0,56.99,82.4
661.0,56.87,86.4
662.0,56.84,84.7
663.0,56.77,84.2
664.0,56.73,85.6
665.0,56.7,86.2
666.0,56.63,84.6
667.0,56.57,86.4
668.0,56.49,86.2
669.0,56.41,84.8
670.0,56.36,86.3
671.0,56.3,85.0
672.0,56.21,84.6
673.0,56.17,87.0
674.0,56.09,85.6
675.0,56.04,85.9
676.0,55.97,84.8
677.0,55.92,86.2
678.0,55.86,85.7
679.0,55.78,87.5
680.0,55.73,87.9
681.0,55.65,88.5
682.0,55.61,88.8
683.0,55.57,89.0
684.0,55.52,89.9
685.0,55.44,89.6
686.0,55.41,90.4
687.0,55.35,90.6
688.0,55.31,90.0
689.0,55.26,91.8
690.0,55.18,90.4
691.0,55.13,89.8
692.0,55.07,90.0
693.0,55.0,91.8
694.0,54.94,92.2
695.0,54.9,91.3
696.0,54.82,90.4
697.0,54.78,91.8
698.0,54.73,90.5
699.0,54.63,91.9
700.0,54.6,92.1
701.0,54.54,90.8
702.0,54.46,94.6
703.0,54.41,94.1
704.0,54.33,93.1
705.0,54.27,93.6
706.0,54.23,94.6
707.0,54.14,94.8
708.0,54.09,94.4
709.0,54.02,94.6
710.0,53.91,93.6
711.0,53.87,95.1
712.0,53.8,93.8
713.0,53.73,94.5
714.0,53.66,95.1
715.0,53.57,95.0
716.0,53.5,95.4
717.0,53.44,93.4
718.0,53.37,95.9
719.0,53.33,95.7
720.0,53.25,96.3
721.0,53.19,95.7
722.0,53.11,98.0
723.0,53.04,99.9
724.0,52.99,98.5
725.0,52.94,97.9
726.0,52.86,98.9
727.0,52.82,99.4
728.0,52.77,101.1
729.0,52.75,99.4
730.0,52.67,100.9
731.0,52.61,100.3
732.0,52.56,101.4
733.0,52.47,100.9
734.0,52.42,102.0
735.0,52.35,102.5
736.0,52.3,103.5
737.0,52.24,103.0
738.0,52.17,103.1
739.0,52.1,104.3
740.0,52.0,105.2
741.0,51.92,105.2
742.0,51.83,104.8
743.0,51.75,104.4
744.0,51.72,104.8
745.0,51.64,104.9
746.0,51.56,105.6
747.0,51.53,106.0
748.0,51.45,104.2
749.0,51.43,108.0
750.0,51.33,108.1
751.0,51.26,106.4
752.0,51.12,106.2
753.0,51.06,106.2
754.0,50.97,106.1
755.0,50.91,108.1
756.0,50.84,107.9
757.0,50.79,110.4
758.0,50.7,107.9
759.0,50.65,111.2
760.0,50.55,110.8
761.0,50.5,109.1
762.0,50.41,110.6
763.0,50.36,109.5
764.0,50.28,110.3
765.0,50.18,112.5
766.0,50.13,111.6
767.0,50.08,113.5
768.0,50.0,111.4
769.0,49.98,111.7
770.0,49.91,113.5
771.0,49.82,114.3
772.0,49.76,115.5
773.0,49.69,113.1
774.0,49.6,111.7
775.0,49.54,115.4
776.0,49.47,115.9
777.0,49.37,114.8
778.0,49.34,113.5
779.0,49.25,117.0
780.0,49.19,114.7
781.0,49.09,116.7
782.0,49.01,116.9
783.0,48.97,115.3
784.0,48.84,114.8
785.0,48.81,117.8
786.0,48.73,119.4
787.0,48.66,119.4
788.0,48.6,119.1
789.0,48.49,119.9
790.0,48.36,122.8
791.0,48.27,121.7
792.0,48.21,121.3
793.0,48.11,121.5
794.0,48.05,125.2
795.0,47.96,125.2
796.0,47.87,123.7
797.0,47.79,122.0
798.0,47.72,124.7
799.0,47.64,125.6
800.0,47.55,124.0
801.0,47.5,124.6
802.0,47.42,125.9
803.0,47.37,126.5
804.0,47.31,128.0
805.0,47.23,124.8
806.0,47.16,124.7
807.0,47.08,125.8
808.0,47.0,124.9
809.0,46.91,126.6
810.0,46.8,129.3
811.0,46.76,127.4
812.0,46.67,127.5
813.0,46.62,126.5
814.0,46.5,129.2
815.0,46.45,127.0
816.0,46.36,128.0
817.0,46.3,128.8
818.0,46.2,130.0
819.0,46.15,127.0
820.0,46.05,129.7
821.0,45.94,127.3
822.0,45.87,127.8
823.0,45.77,129.5
824.0,45.7,129.8
825.0,45.61,129.6
826.0,45.53,128.6
827.0,45.45,130.1
828.0,45.37,129.0
829.0,45.23,129.1
830.0,45.14,131.9
831.0,45.05,133.7
832.0,44.94,131.4
833.0,44.88,129.0
834.0,44.82,133.1
835.0,44.71,134.4
836.0,44.65,133.0
837.0,44.55,133.0
838.0,44.46,135.6
839.0,44.36,133.3
840.0,44.33,133.1
841.0,44.22,134.6
842.0,44.16,135.3
843.0,44.13,131.9
844.0,44.04,135.6
845.0,43.96,136.9
846.0,43.88,134.9
847.0,43.76,137.3
848.0,43.69,136.3
849.0,43.6,138.0
850.0,43.52,137.2
851.0,43.45,136.4
852.0,43.35,136.2
853.0,43.25,136.8
854.0,43.17,138.3
855.0,43.1,139.1
856.0,43.02,139.4
857.0,42.92,139.1
858.0,42.83,140.2
859.0,42.75,137.8
860.0,42.66,139.5
861.0,42.57,138.3
862.0,42.47,140.3
863.0,42.39,138.2
864.0,42.28,138.1
865.0,42.21,139.6
866.0,42.1,141.7
867.0,42.01,142.1
868.0,41.94,140.3
869.0,41.81,139.6
870.0,41.73,141.2
871.0,41.64,142.3
872.0,41.53,139.7
873.0,41.45,139.3
874.0,41.36,142.2
875.0,41.27,141.6
876.0,41.21,143.5
877.0,41.12,142.7
878.0,41.01,143.7
879.0,41.0,146.1
880.0,40.9,143.3
881.0,40.8,143.3
882.0,40.73,144.7
883.0,40.6,145.8
884.0,40.53,145.1
885.0,40.45,145.3
886.0,40.37,148.8
887.0,40.28,146.2
888.0,40.16,146.8
889.0,40.09,148.7
890.0,40.0,147.3
891.0,39.92,146.0
892.0,39.84,148.3
893.0,39.75,147.6
894.0,39.68,146.9
895.0,39.59,149.7
896.0,39.48,147.1
897.0,39.41,145.2
898.0,39.31,148.0
899.0,39.2,148.3
900.0,39.08,148.8
901.0,39.04,149.4
902.0,38.94,148.8
903.0,38.86,149.8
904.0,38.75,150.1
905.0,38.64,151.4
906.0,38.54,149.7
907.0,38.46,148.7
908.0,38.34,150.1
909.0,38.26,149.1
910.0,38.17,149.4
911.0,38.04,150.2
912.0,37.98,147.8
913.0,37.87,152.7
914.0,37.77,154.0
915.0,37.71,149.7
916.0,37.59,150.0
917.0,37.51,152.2
918.0,37.45,150.1
919.0,37.35,150.1
920.0,37.28,150.7
921.0,37.19,150.9
922.0,37.07,149.0
923.0,37.0,150.4
924.0,36.91,152.8
925.0,36.82,152.0
926.0,36.75,151.6
927.0,36.66,148.5
928.0,36.59,152.2
929.0,36.49,149.8
930.0,36.39,151.8
931.0,36.31,154.6
932.0,36.2,155.1
933.0,36.09,155.5
934.0,36.06,156.0
935.0,35.93,153.4
936.0,35.84,153.2
937.0,35.74,155.4
938.0,35.65,151.8
939.0,35.55,152.0
940.0,35.46,154.6
941.0,35.37,153.3
942.0,35.25,152.9
943.0,35.18,151.8
944.0,35.09,154.2
945.0,34.99,152.1
946.0,34.87,152.1
947.0,34.79,148.9
948.0,34.67,153.4
949.0,34.59,154.3
950.0,34.5,154.9
951.0,34.41,153.6
952.0,34.31,153.7
953.0,34.22,151.8
954.0,34.13,154.7
955.0,34.01,155.0
956.0,33.94,152.3
957.0,33.85,153.3
958.0,33.73,156.3
959.0,33.66,155.1
960.0,33.57,154.6
961.0,33.5,154.6
962.0,33.44,153.3
963.0,33.35,153.8
964.0,33.23,153.5
965.0,33.18,155.2
966.0,33.11,153.4
967.0,32.99,155.0
968.0,32.91,154.6
969.0,32.8,154.4
970.0,32.74,154.3
971.0,32.66,155.6
972.0,32.53,156.6
973.0,32.45,154.9
974.0,32.37,158.0
975.0,32.28,159.2
976.0,32.2,153.9
977.0,32.09,156.7
978.0,32.01,159.7
979.0,31.92,156.4
980.0,31.83,157.2
981.0,31.77,156.5
982.0,31.67,155.3
983.0,31.54,155.2
984.0,31.47,152.7
985.0,31.41,156.3
986.0,31.3,155.1
987.0,31.21,155.3
988.0,31.1,152.2
989.0,31.05,157.7
990.0,30.97,153.9
991.0,30.86,155.6
992.0,30.77,154.1
993.0,30.64,151.2
994.0,30.55,153.0
995.0,30.48,154.1
996.0,30.41,152.9
997.0,30.29,153.4
998.0,30.24,154.4
999.0,30.14,153.2
1000.0,30.05,153.9
1001.0,29.98,151.1
1002.0,29.89,152.8
1003.0,29.82,151.3
1004.0,29.73,149.7
1005.0,29.67,151.4
1006.0,29.61,149.3
1007.0,29.53,151.5
1008.0,29.46,151.5
1009.0,29.36,147.8
1010.0,29.26,150.7
1011.0,29.19,148.6
1012.0,29.1,149.9
1013.0,29.01,149.4
1014.0,28.94,149.5
1015.0,28.83,149.8
1016.0,28.73,150.4
1017.0,28.7,149.3
1018.0,28.63,148.4
1019.0,28.56,150.0
1020.0,28.47,148.7
1021.0,28.36,152.1
1022.0,28.28,148.8
1023.0,28.2,146.9
1024.0,28.13,146.1
1025.0,28.07,145.3
1026.0,27.99,146.0
1027.0,27.91,146.2
1028.0,27.81,147.4
1029.0,27.72,147.1
1030.0,27.62,145.7
1031.0,27.57,145.6
1032.0,27.44,145.6
1033.0,27.39,145.0
1034.0,27.29,141.0
1035.0,27.25,141.2
1036.0,27.19,140.2
1037.0,27.09,141.0
1038.0,26.99,141.5
1039.0,26.91,138.5
1040.0,26.89,136.1
1041.0,26.79,138.4
1042.0,26.75,137.1
1043.0,26.67,136.0
1044.0,26.62,135.3
1045.0,26.57,134.9
1046.0,26.49,135.4
1047.0,26.41,133.2
1048.0,26.35,135.0
1049.0,26.29,134.1
1050.0,26.23,135.5
1051.0,26.16,129.2
1052.0,26.08,132.5
1053.0,26.01,131.5
1054.0,25.94,133.1
1055.0,25.86,130.5
1056.0,25.84,129.9
1057.0,25.73,130.8
1058.0,25.68,129.2
1059.0,25.61,129.5
1060.0,25.56,127.6
1061.0,25.48,129.0
1062.0,25.41,128.6
1063.0,25.33,126.3
1064.0,25.25,123.9
1065.0,25.18,125.0
1066.0,25.09,126.2
1067.0,25.04,126.0
1068.0,25.0,123.4
1069.0,24.92,124.2
1070.0,24.85,123.2
1071.0,24.79,122.5
1072.0,24.73,124.5
1073.0,24.67,122.6
1074.0,24.6,123.1
1075.0,24.54,122.9
1076.0,24.51,124.0
1077.0,24.44,122.4
1078.0,24.38,122.1
1079.0,24.3,122.8
1080.0,24.29,120.6
1081.0,24.25,120.7
1082.0,24.21,122.3
1083.0,24.16,119.7
1084.0,24.12,122.8
1085.0,24.05,119.2
1086.0,24.01,117.3
1087.0,23.95,117.9
1088.0,23.9,117.0
1089.0,23.83,114.3
1090.0,23.8,116.6
1091.0,23.72,114.4
1092.0,23.68,115.1
1093.0,23.63,112.8
1094.0,23.58,114.3
1095.0,23.53,111.1
1096.0,23.48,110.6
1097.0,23.42,111.9
1098.0,23.38,109.3
1099.0,23.33,108.9
1100.0,23.3,107.5
1101.0,23.23,109.4
1102.0,23.19,107.1
1103.0,23.15,107.9
1104.0,23.1,105.8
1105.0,22.96,105.1
1106.0,22.92,103.4
1107.0,22.86,105.7
1108.0,22.84,104.4
1109.0,22.77,101.8
1110.0,22.77,100.4
1111.0,22.71,101.1
1112.0,22.67,99.5
1113.0,22.61,99.4
1114.0,22.57,99.6
1115.0,22.53,98.5
1116.0,22.47,97.8
1117.0,22.42,95.8
1118.0,22.38,96.8
1119.0,22.35,95.0
1120.0,22.33,95.6
1121.0,22.31,93.4
1122.0,22.3,91.8
1123.0,22.26,92.1
1124.0,22.24,92.4
1125.0,22.24,91.4
1126.0,22.23,89.9
1127.0,22.2,88.7
1128.0,22.18,89.3
1129.0,22.13,88.1
1130.0,22.08,87.6
1131.0,22.07,86.8
1132.0,22.04,86.5
1133.0,22.0,85.6
1134.0,21.98,85.0
1135.0,21.97,84.7
1136.0,21.95,84.4
1137.0,21.89,83.8
1138.0,21.87,83.0
1139.0,21.85,82.9
1140.0,21.8,82.1
1141.0,21.79,81.2
1142.0,21.77,79.9
1143.0,21.69,78.9
1144.0,21.64,79.1
1145.0,21.61,79.9
1146.0,21.58,78.4
1147.0,21.54,77.4
1148.0,21.5,77.0
1149.0,21.48,77.2
