Timestamp,Mass [g],Back Surface Temperature [K],Top Surface Temperature [K]
88,9.03782432,341.4612097,
89,9.016884496,342.0484863,
90,9.037972705,342.7466191,
91,8.998280276,343.3947359,
92,8.936736643,344.0606448,
93,8.893579244,344.6497913,
94,8.931833121,345.241301,
95,8.913099389,345.8531843,
96,8.841537474,346.4465108,
97,8.838538533,346.996692,
98,8.800703583,347.6471614,
99,8.804780624,348.1506907,
100,8.750628054,348.6497405,
101,8.694696562,349.2464601,
102,8.712056013,349.7602086,
103,8.686469768,350.0405937,
104,8.654031109,350.5526002,
105,8.620490459,351.0598216,
106,8.594471189,351.3402019,
107,8.513151359,351.739523,
108,8.497912239,352.1525247,
109,8.558337856,352.5490775,
110,8.493677368,352.9509264,
111,8.487101484,353.2501928,
112,8.466463858,353.4507069,
113,8.462740569,353.7474543,
114,8.451397199,353.85,
115,8.439209488,353.2509286,
116,8.383032945,353.15,
117,8.344083859,353.15,
118,8.343713374,353.2473149,
119,8.321197543,353.2500653,
120,8.257393714,353.3500517,
121,8.238153428,353.43997,
122,8.203254418,353.55,
123,8.223409057,353.6499999,
124,8.259259552,353.7500145,
125,8.214134654,353.85,
126,8.085321881,354.0506754,
127,8.057627727,354.0279445,
128,8.069616961,354.25,
129,8.060209565,354.3499997,
130,8.011824241,354.4502632,
131,8.011471675,354.65,
132,8.032227878,354.7499962,
133,7.995695825,354.9500445,
134,7.952621277,355.1500066,
135,7.940399436,355.3528008,
136,7.940103627,355.4890543,
137,7.918946506,355.650001,
138,7.883705755,355.752859,
139,7.857568469,356.0387362,
140,7.845944543,356.1467812,
141,7.842051606,356.3506271,
142,7.766003911,356.550015,
143,7.749638254,356.8270624,
144,7.74828755,357.0396612,
145,7.734424277,357.412566,
146,7.730088338,357.6492239,
147,7.681084415,358.0580891,
148,7.683070859,358.4581012,
149,7.633617517,358.7500244,
150,7.593766694,359.1576792,
151,7.55258474,359.510339,
152,7.507270233,360.0580848,
153,7.53708791,360.5500471,
154,7.532353818,360.7499999,
155,7.497317452,361.4395093,
156,7.477796422,362.0533373,
157,7.42235336,362.4528314,
158,7.424567841,363.0526468,
159,7.465815499,363.6393667,
160,7.430534766,364.3173674,
161,7.394944193,365.0506181,
162,7.352148922,365.7169853,
163,7.348526064,366.4564545,
164,7.37655955,367.2565007,
165,7.327997301,367.9601104,
166,7.273853573,368.7463802,
167,7.244943474,369.5394247,
168,7.257965477,370.4201847,
169,7.29343383,371.2817143,
170,7.247982987,372.1472751,
171,7.192097278,373.1208923,
172,7.180776381,374.1500001,
173,7.109553177,375.1503264,
174,7.139421233,376.154734,
175,7.103444275,377.2157226,
176,7.133635749,378.2133256,
177,7.143829018,378.0459498,
178,7.090839116,379.1425052,
179,7.048505103,380.1501258,
180,7.042565081,381.1500106,
181,7.008390873,382.1500106,
182,6.960314047,383.149652,
183,6.947144845,384.1500078,
184,6.916385821,385.1500073,
185,6.923874968,386.15,
186,6.864194966,387.15,
187,6.86528276,388.15,
188,6.825661015,389.15,
189,6.812270458,390.15,
190,6.80488259,391.15,
191,6.820671722,392.1500001,
192,6.804537127,393.1517693,
193,6.72799311,394.1503038,
194,6.694714362,395.1365694,
195,6.718170787,395.0580553,
196,6.747595028,396.1501318,
197,6.700923676,397.15,
198,6.709425139,398.15,
199,6.650645628,399.1500001,
200,6.618467116,400.1499949,
201,6.671744749,401.1531305,
202,6.67543556,401.1518946,
203,6.586496414,402.1499975,
204,6.544053625,403.15,
205,6.546491592,404.15,
206,6.516854414,405.1502235,
207,6.550791252,405.971904,
208,6.52550441,406.1500006,
209,6.463501713,407.15,
210,6.447018637,408.1500012,
211,6.45314573,409.1500166,
212,6.427551745,409.1500007,
213,6.389726411,410.15,
214,6.371348606,411.15,
215,6.353003365,412.1501886,
216,6.37922729,412.1441523,
217,6.381454595,413.1499998,
218,6.34999801,414.1500013,
219,6.317392029,414.1515694,
220,6.308335608,415.1499999,
221,6.276168895,416.15,
222,6.256104089,417.1499963,
223,6.183208094,417.1500083,
224,6.190325463,418.15,
225,6.177039641,419.1500008,
226,6.147387667,419.1694094,
227,6.184934911,420.15,
228,6.148164124,421.15,
229,6.111820217,421.1500069,
230,6.136665916,422.15,
231,6.106237421,423.1522097,
232,6.047285808,423.1500005,
233,6.063264096,424.15,
234,6.07202516,424.1514244,
235,6.030056453,425.15,
236,5.971527492,426.1499977,
237,5.973104654,426.1500847,
238,5.96408403,427.15,
239,5.95464457,427.1511809,
240,5.934860163,428.15,
241,5.896981162,429.1517238,
242,5.865462577,429.15,
243,5.815878626,430.1500008,
244,5.803610828,430.1499999,
245,5.817111582,431.15,
246,5.791113898,431.1500673,
247,5.773907357,432.15,
248,5.783628317,432.1509031,
249,5.718510838,433.15,
250,5.713911997,434.1500005,
251,5.705112389,434.15,
252,5.662498874,435.1496764,
253,5.664058027,435.15,
254,5.616535986,436.15,
255,5.584708716,436.15,
256,5.579009212,436.1592387,
257,5.566739983,437.15,
258,5.559299901,438.1640725,
259,5.555922383,438.15,
260,5.556727396,439.1497917,
261,5.560459392,439.15,
262,5.537063505,440.1499989,
263,5.501775234,440.15,
264,5.456759023,441.1499989,
265,5.416120632,441.15,
266,5.404989507,441.1499935,
267,5.389126433,442.15,
268,5.36962643,442.1500001,
269,5.364309893,443.15,
270,5.355958962,443.1500001,
271,5.341125841,444.15,
272,5.31225516,444.1543412,
273,5.265441453,445.15,
274,5.230773799,445.15,
275,5.228359159,446.15,
276,5.189909953,446.15,
277,5.183026337,447.15,
278,5.188422328,447.15,
279,5.164244515,447.15,
280,5.149147045,448.15,
281,5.07362394,448.15,
282,5.084560253,449.15,
283,5.060039248,449.15,
284,5.020266807,450.15,
285,5.04142751,450.15,
286,5.077194858,450.15,
287,5.027230474,451.15,
288,4.994964189,451.15,
289,4.979971334,451.1499722,
290,4.888390133,452.15,
291,4.860699244,452.15,
292,4.863828895,453.1499983,
293,4.888746505,453.15,
294,4.884452654,453.15,
295,4.870264435,454.15,
296,4.827396223,454.15,
297,4.796321226,455.1499998,
298,4.828757139,455.15,
299,4.844211711,455.15,
300,4.819438913,456.150013,
301,4.742491934,456.15,
302,4.700606339,456.15,
303,4.707184417,457.15,
304,4.674292257,457.15,
305,4.657018776,457.1491818,
306,4.658809568,458.15,
307,4.658922517,458.15,
308,4.624693478,458.1499935,
309,4.609258097,459.15,
310,4.52631074,459.15,
311,4.540658535,460.15,
312,4.585371571,460.15,
313,4.547527009,460.15,
314,4.523594288,460.1487457,
315,4.522191117,461.15,
316,4.516651729,461.15,
317,4.478604905,462.1500001,
318,4.437057114,462.15,
319,4.449082228,462.15,
320,4.446686249,462.15,
321,4.410899543,463.15,
322,4.43615877,463.15,
323,4.398190495,463.15,
324,4.353356673,463.15,
325,4.381826609,464.1544166,
326,4.334128793,464.15,
327,4.318631653,464.1500002,
328,4.303010015,465.15,
329,4.257848281,465.15,
330,4.237690162,465.15,
331,4.265918879,465.1505539,
332,4.237256365,466.15,
333,4.21602599,466.15,
334,4.229302676,466.15,
335,4.186151899,466.1203398,
336,4.192735328,466.1500072,
337,4.155112159,467.1499928,
338,4.181810733,467.15,
339,4.147621992,468.1557726,
340,4.141688939,468.150014,
341,4.155123086,468.15,
342,4.119453796,468.15,
343,4.101349726,468.149999,
344,4.058818474,468.1499978,
345,4.044794991,468.1500037,
346,4.037326211,469.15,
347,4.01555723,470.1504212,
348,4.065203947,470.15,
349,4.035117234,470.15,
350,3.992308905,470.15,
351,3.985167783,470.15,
352,3.977438377,471.2418473,
353,3.980338647,471.15,
354,3.922032401,471.15,
355,3.924123011,471.15,
356,3.929651107,471.15,
357,3.874828129,472.15,
358,3.879178531,472.15,
359,3.874659847,472.15,
360,3.889156634,472.15,
361,3.908312626,472.1500691,
362,3.858139579,473.15,
363,3.873532264,473.15,
364,3.882197261,473.15,
365,3.843504281,473.15,
366,3.835315852,473.15,
367,3.809095145,474.15,
368,3.82128608,474.15,
369,3.822020946,475.1482315,
370,3.780915131,475.15,
371,3.760140934,475.2091267,
372,3.776997463,475.15,
373,3.748900225,475.15,
374,3.662864185,476.1499993,
375,3.645982019,476.15,
376,3.702484431,476.15,
377,3.65113109,476.15,
378,3.637693422,477.1571986,
379,3.664321543,477.15,
380,3.667719864,477.1498615,
381,3.625746144,477.15,
382,3.590156771,477.15,
383,3.598156299,477.1499756,
384,3.589165087,478.15,
385,3.586621292,478.15,
386,3.591706585,477.1500099,
387,3.623497174,478.1499999,
388,3.622769721,478.1500028,
389,3.610929036,478.15,
390,3.552057225,478.1500168,
391,3.554675611,479.1500003,
392,3.506392156,479.15,
393,3.513243995,479.15,
394,3.563666323,479.15,
395,3.539892495,480.2562775,
396,3.499435045,479.15,
397,3.486905574,479.15,
398,3.507754455,480.1499993,
399,3.518811161,480.15,
400,3.492879163,480.15,
401,3.475038626,480.15,
402,3.450435727,480.15,
403,3.454904181,480.15,
404,3.463245422,481.1201108,
405,3.457150159,481.1479287,
406,3.402567239,481.15,
407,3.394120775,481.15,
408,3.430239243,482.15,
409,3.359017574,482.1499999,
410,3.336175586,482.1551538,
411,3.33580999,481.8076454,
412,3.366963573,482.15,
413,3.383307009,482.15,
414,3.392146272,482.15,
415,3.382245089,482.1499998,
416,3.33427955,483.15,
417,3.317245388,483.15,
418,3.316253434,483.15,
419,3.28734221,483.15,
420,3.2809719,483.15,
421,3.312050212,483.7731914,
422,3.317181414,483.15,
423,3.289230066,483.15,
424,3.294076733,484.15,
425,3.267811752,484.1573915,
426,3.257683578,484.15,
427,3.254861845,484.15,
428,3.266992788,484.15,
429,3.283252775,484.15,
430,3.271865926,484.2525063,
431,3.241369048,485.2412592,
432,3.258398341,484.1500007,
433,3.250081663,484.1424001,
434,3.172076938,484.1500107,
435,3.19561151,485.15,
436,3.230148134,485.1575525,
437,3.218000647,485.15,
438,3.221168636,485.124714,
439,3.230003719,485.15,
440,3.232758715,485.15,
441,3.17599379,485.15,
442,3.183638291,486.1498557,
443,3.232966952,486.1479259,
444,3.203977787,486.15,
445,3.197379324,487.1505538,
446,3.175991731,486.15,
447,3.168152391,486.15,
448,3.144046353,486.15,
449,3.132790327,486.15,
450,3.145389348,485.1501379,
451,3.116427436,486.15,
452,3.145263813,486.6666044,
453,3.123637769,486.1494626,
454,3.110118634,487.1499897,
455,3.087056356,487.15,
456,3.085843523,486.6500104,
457,3.125147797,488.1571054,
458,3.108018269,488.15,
459,3.09374096,487.1173915,
460,3.062498544,488.1500378,
461,3.042395774,487.15,
462,3.071926423,488.1500026,
463,3.084761388,488.1570655,
464,3.105541475,488.1500008,
465,3.086026086,488.1499627,
466,3.061184158,488.15,
467,3.039587699,488.15,
468,3.034865396,488.15,
469,3.039252235,488.7023478,
470,3.00634921,489.244497,
471,2.988714312,488.5950524,
472,3.047571702,489.1498794,
473,3.063263457,489.15,
474,3.026353447,489.15,
475,2.966082259,489.1500408,
476,2.957774603,488.15,
477,3.046684458,489.15,
478,3.02412968,489.15,
479,2.990992454,489.15,
480,2.986294327,489.0474963,
481,2.959332943,488.1423146,
482,2.9481808,489.5579061,
483,2.941466872,489.15,
484,2.967088011,489.15,
485,2.975304414,490.1500002,
486,2.968900737,490.1201522,
487,2.984102224,489.15,
488,2.99633854,490.1500002,
489,2.976925734,490.15,
490,2.93113602,491.1282762,
491,2.951476044,490.15,
492,2.952251955,490.2308606,
493,2.923223296,490.15,
494,2.904825907,490.15,
495,2.868146947,490.15,
496,2.875035245,491.1500316,
497,2.905331572,491.15,
498,2.889964283,490.15,
499,2.85900919,490.15,
500,2.888945249,490.1500007,1035.544577
501,2.927091525,490.1494162,1031.902141
502,2.915480071,491.15,1032.486824
503,2.930516047,491.1499992,1032.154996
504,2.908837441,491.1498922,1029.966754
505,2.893561302,491.15,1032.823448
506,2.935231428,491.15,1034.667271
507,2.931296712,491.15,1027.326906
508,2.925116039,491.15,1031.986361
509,2.922711113,491.1499892,1032.621739
510,2.901550982,491.15,1026.192742
511,2.897089814,491.15,1030.704914
512,2.87651591,491.15,1033.778834
513,2.897768662,492.15,1032.685163
514,2.874445963,491.1499999,1029.354105
515,2.876811694,491.15,1035.09715
516,2.880244698,491.15,1038.693653
517,2.884411706,491.15,1032.787176
518,2.883599289,492.1550173,1032.653755
519,2.872091089,492.15,1029.686341
520,2.900224512,491.1499999,1032.608948
521,2.921747622,491.1499998,1035.007546
522,2.910310773,491.1453017,1036.765462
523,2.867303246,492.2071659,1040.393279
524,2.84240179,492.15,1038.699948
525,2.859655683,492.15,1033.864062
526,2.850183913,492.15,1035.562418
527,2.847882229,492.15,1032.597394
528,2.840507826,493.1500017,1033.390812
529,2.784764869,493.15,1035.563496
530,2.831073787,493.1498615,1030.305554
531,2.819184885,493.1488661,1032.207455
532,2.794033978,493.15,1030.86528
533,2.810315626,492.1499798,1029.098379
534,2.834971131,492.9109877,1027.747309
535,2.830350948,493.157238,1034.970826
536,2.81856559,493.1499186,1037.587019
537,2.807955092,493.1499993,1032.511946
538,2.835389946,493.1500219,1032.244459
539,2.847590707,492.1501428,1029.125831
540,2.849575644,493.15,1033.991112
541,2.813471602,493.15,1036.162827
542,2.83063403,493.15,1033.483695
543,2.838183534,493.1500001,1035.564891
544,2.800526774,493.15,1035.179108
