Time (s),Temperature (K),Heat Flow Rate (W/g)
522.6036,564.5,1.20E+00
523.494,565.0,1.20E+00
524.3808,565.5,1.19E+00
525.2676,566.0,1.20E+00
526.1604,566.5,1.20E+00
527.0556,567.0,1.20E+00
527.949,567.5,1.19E+00
528.8418,568.0,1.19E+00
529.7346,568.5,1.19E+00
530.6298,569.0,1.19E+00
531.522,569.5,1.19E+00
532.413,570.0,1.19E+00
533.3004,570.5,1.19E+00
534.1926,571.0,1.19E+00
535.0872,571.5,1.19E+00
535.9806,572.0,1.19E+00
536.8728,572.5,1.19E+00
537.7632,573.0,1.19E+00
538.6536,573.5,1.19E+00
539.547,574.0,1.19E+00
540.4404,574.5,1.19E+00
541.3332,575.0,1.19E+00
542.2266,575.5,1.19E+00
543.1194,576.0,1.18E+00
544.0158,576.5,1.18E+00
544.9062,577.0,1.18E+00
545.7972,577.5,1.18E+00
546.69,578.0,1.18E+00
547.5786,578.5,1.18E+00
548.4738,579.0,1.18E+00
549.366,579.5,1.18E+00
550.2612,580.0,1.18E+00
551.1558,580.5,1.18E+00
552.0498,581.0,1.18E+00
552.9468,581.5,1.18E+00
553.8396,582.0,1.18E+00
554.7336,582.5,1.18E+00
555.6264,583.0,1.18E+00
556.5222,583.5,1.18E+00
557.4162,584.0,1.18E+00
558.3126,584.5,1.18E+00
559.2066,585.0,1.18E+00
560.1024,585.5,1.18E+00
560.9988,586.0,1.18E+00
561.8904,586.5,1.18E+00
562.7826,587.0,1.18E+00
563.6754,587.5,1.18E+00
564.57,588.0,1.18E+00
565.464,588.5,1.18E+00
566.3556,589.0,1.18E+00
567.2526,589.5,1.18E+00
568.149,590.0,1.18E+00
569.0454,590.5,1.18E+00
569.9436,591.0,1.18E+00
570.8388,591.5,1.18E+00
571.7382,592.0,1.18E+00
572.6346,592.5,1.18E+00
573.5316,593.0,1.19E+00
574.4268,593.5,1.19E+00
575.3238,594.0,1.19E+00
576.2166,594.5,1.19E+00
577.1088,595.0,1.19E+00
578.0046,595.5,1.19E+00
578.9046,596.0,1.19E+00
579.8028,596.5,1.20E+00
580.6998,597.0,1.20E+00
581.6028,597.5,1.20E+00
582.5046,598.0,1.20E+00
583.4034,598.5,1.20E+00
584.301,599.0,1.21E+00
585.1992,599.5,1.21E+00
586.0968,600.0,1.21E+00
586.995,600.5,1.21E+00
587.895,601.0,1.21E+00
588.7962,601.5,1.21E+00
589.695,602.0,1.22E+00
590.5944,602.5,1.22E+00
591.4938,603.0,1.22E+00
592.392,603.5,1.23E+00
593.2908,604.0,1.23E+00
594.1914,604.5,1.23E+00
595.0914,605.0,1.23E+00
595.992,605.5,1.24E+00
596.895,606.0,1.24E+00
597.7974,606.5,1.24E+00
598.701,607.0,1.25E+00
599.5998,607.5,1.25E+00
600.5016,608.0,1.25E+00
601.3998,608.5,1.25E+00
602.2944,609.0,1.26E+00
603.1962,609.5,1.26E+00
604.0968,610.0,1.26E+00
604.9986,610.5,1.26E+00
605.9004,611.0,1.27E+00
606.8064,611.5,1.27E+00
607.7118,612.0,1.27E+00
608.613,612.5,1.27E+00
609.5148,613.0,1.28E+00
610.4166,613.5,1.28E+00
611.3178,614.0,1.28E+00
612.2178,614.5,1.29E+00
613.1202,615.0,1.29E+00
614.0238,615.5,1.29E+00
614.9274,616.0,1.29E+00
615.8298,616.5,1.29E+00
616.7316,617.0,1.30E+00
617.6334,617.5,1.30E+00
618.5382,618.0,1.31E+00
619.4406,618.5,1.31E+00
620.3436,619.0,1.31E+00
621.249,619.5,1.32E+00
622.1556,620.0,1.32E+00
623.0634,620.5,1.32E+00
623.9682,621.0,1.32E+00
624.8724,621.5,1.32E+00
625.7748,622.0,1.33E+00
626.6802,622.5,1.33E+00
627.5838,623.0,1.33E+00
628.4892,623.5,1.34E+00
629.3928,624.0,1.34E+00
630.2994,624.5,1.34E+00
631.206,625.0,1.34E+00
632.1102,625.5,1.35E+00
633.0144,626.0,1.35E+00
633.9186,626.5,1.35E+00
634.8228,627.0,1.35E+00
635.7288,627.5,1.36E+00
636.6324,628.0,1.36E+00
637.5378,628.5,1.36E+00
638.4414,629.0,1.36E+00
639.3432,629.5,1.36E+00
640.248,630.0,1.37E+00
641.1516,630.5,1.37E+00
642.0588,631.0,1.38E+00
642.9654,631.5,1.38E+00
643.8732,632.0,1.38E+00
644.7834,632.5,1.38E+00
645.693,633.0,1.39E+00
646.6014,633.5,1.39E+00
647.5098,634.0,1.40E+00
648.4158,634.5,1.40E+00
649.3272,635.0,1.40E+00
650.2362,635.5,1.41E+00
651.147,636.0,1.41E+00
652.0584,636.5,1.42E+00
652.9704,637.0,1.42E+00
653.883,637.5,1.43E+00
654.7932,638.0,1.43E+00
655.7052,638.5,1.44E+00
656.6148,639.0,1.44E+00
657.5268,639.5,1.45E+00
658.4394,640.0,1.45E+00
659.3514,640.5,1.46E+00
660.2676,641.0,1.47E+00
661.182,641.5,1.47E+00
662.0958,642.0,1.48E+00
663.0126,642.5,1.49E+00
663.9276,643.0,1.49E+00
664.8438,643.5,1.50E+00
665.7582,644.0,1.51E+00
666.6756,644.5,1.52E+00
667.5948,645.0,1.53E+00
668.5104,645.5,1.54E+00
669.4296,646.0,1.55E+00
670.3482,646.5,1.56E+00
671.2614,647.0,1.57E+00
672.174,647.5,1.58E+00
673.0878,648.0,1.59E+00
674.0046,648.5,1.60E+00
674.9262,649.0,1.62E+00
675.8472,649.5,1.63E+00
676.776,650.0,1.64E+00
677.7018,650.5,1.66E+00
678.6282,651.0,1.67E+00
679.551,651.5,1.68E+00
680.4714,652.0,1.70E+00
681.396,652.5,1.71E+00
682.3176,653.0,1.72E+00
683.2386,653.5,1.73E+00
684.1632,654.0,1.75E+00
685.0866,654.5,1.76E+00
686.0088,655.0,1.77E+00
686.9298,655.5,1.78E+00
687.8544,656.0,1.79E+00
688.7784,656.5,1.81E+00
689.7012,657.0,1.82E+00
690.6216,657.5,1.83E+00
691.5426,658.0,1.84E+00
692.463,658.5,1.85E+00
693.3834,659.0,1.86E+00
694.3038,659.5,1.86E+00
695.22,660.0,1.87E+00
696.1302,660.5,1.88E+00
697.0392,661.0,1.88E+00
697.9566,661.5,1.89E+00
698.8728,662.0,1.89E+00
699.786,662.5,1.89E+00
700.7058,663.0,1.89E+00
701.6292,663.5,1.89E+00
702.5526,664.0,1.89E+00
703.4664,664.5,1.88E+00
704.3754,665.0,1.87E+00
705.2862,665.5,1.86E+00
706.1928,666.0,1.85E+00
707.0982,666.5,1.84E+00
707.9994,667.0,1.82E+00
708.9,667.5,1.80E+00
709.8006,668.0,1.78E+00
710.7024,668.5,1.76E+00
711.5994,669.0,1.73E+00
712.4958,669.5,1.70E+00
713.3922,670.0,1.67E+00
714.2868,670.5,1.64E+00
715.1796,671.0,1.60E+00
716.0706,671.5,1.57E+00
716.9604,672.0,1.52E+00
717.8502,672.5,1.49E+00
718.7358,673.0,1.44E+00
719.6196,673.5,1.40E+00
720.5058,674.0,1.35E+00
721.3884,674.5,1.30E+00
722.2704,675.0,1.26E+00
723.1524,675.5,1.20E+00
724.0368,676.0,1.15E+00
724.9158,676.5,1.10E+00
725.7966,677.0,1.05E+00
726.6792,677.5,9.96E-01
727.56,678.0,9.45E-01
728.4414,678.5,8.94E-01
729.3228,679.0,8.44E-01
730.212,679.5,7.91E-01
731.0958,680.0,7.40E-01
731.9772,680.5,6.93E-01
732.8628,681.0,6.46E-01
733.749,681.5,5.99E-01
734.6346,682.0,5.56E-01
735.5196,682.5,5.14E-01
736.4064,683.0,4.73E-01
737.2986,683.5,4.32E-01
738.1926,684.0,3.97E-01
739.086,684.5,3.62E-01
739.9782,685.0,3.29E-01
740.874,685.5,2.99E-01
741.7716,686.0,2.72E-01
742.6698,686.5,2.45E-01
743.5692,687.0,2.18E-01
744.4722,687.5,1.98E-01
745.383,688.0,1.78E-01
746.2902,688.5,1.60E-01
747.1998,689.0,1.46E-01
748.1076,689.5,1.31E-01
749.016,690.0,1.17E-01
749.9274,690.5,1.06E-01
750.8382,691.0,9.53E-02
751.7532,691.5,8.31E-02
752.6676,692.0,7.58E-02
753.585,692.5,6.78E-02
754.5024,693.0,6.28E-02
755.4126,693.5,5.34E-02
756.321,694.0,4.69E-02
757.23,694.5,4.12E-02
758.1426,695.0,3.67E-02
759.0546,695.5,3.20E-02
759.9684,696.0,2.95E-02
760.89,696.5,2.36E-02
761.8176,697.0,1.88E-02
762.7458,697.5,1.41E-02
763.6734,698.0,1.21E-02
764.5998,698.5,7.43E-03
765.5262,699.0,1.16E-03
766.4502,699.5,2.12E-04
767.3736,700.0,-1.96E-03
768.2964,700.5,-7.39E-03
769.2198,701.0,-1.02E-02
770.1438,701.5,-1.61E-02
771.069,702.0,-1.90E-02
771.9936,702.5,-2.11E-02
772.9152,703.0,-2.45E-02
773.8338,703.5,-2.86E-02
774.7566,704.0,-2.98E-02
775.68,704.5,-3.33E-02
776.5998,705.0,-3.81E-02
777.5238,705.5,-4.07E-02
778.4484,706.0,-4.32E-02
779.373,706.5,-4.65E-02
780.2976,707.0,-4.83E-02
781.2198,707.5,-4.97E-02
782.1438,708.0,-5.34E-02
783.0696,708.5,-5.60E-02
783.9948,709.0,-5.90E-02
784.9218,709.5,-6.38E-02
785.8488,710.0,-6.49E-02
786.7764,710.5,-6.69E-02
787.7034,711.0,-7.15E-02
788.6286,711.5,-7.32E-02
789.5544,712.0,-7.50E-02
790.482,712.5,-7.92E-02
791.4072,713.0,-8.29E-02
792.3348,713.5,-8.52E-02
793.2606,714.0,-8.76E-02
794.1852,714.5,-9.07E-02
795.1152,715.0,-9.37E-02
796.0398,715.5,-9.57E-02
796.9668,716.0,-9.89E-02
797.895,716.5,-1.01E-01
798.8238,717.0,-1.03E-01
799.752,717.5,-1.05E-01
800.6814,718.0,-1.06E-01
801.6126,718.5,-1.09E-01
802.542,719.0,-1.12E-01
803.4678,719.5,-1.13E-01
804.399,720.0,-1.15E-01
805.3284,720.5,-1.16E-01
806.2524,721.0,-1.21E-01
807.1824,721.5,-1.21E-01
808.113,722.0,-1.22E-01
809.0448,722.5,-1.24E-01
809.9754,723.0,-1.26E-01
810.9084,723.5,-1.27E-01
811.8408,724.0,-1.28E-01
812.772,724.5,-1.28E-01
813.702,725.0,-1.29E-01
814.6338,725.5,-1.29E-01
815.5662,726.0,-1.32E-01
816.498,726.5,-1.34E-01
817.4316,727.0,-1.33E-01
818.3646,727.5,-1.34E-01
819.2976,728.0,-1.33E-01
820.2324,728.5,-1.34E-01
821.166,729.0,-1.34E-01
822.1026,729.5,-1.33E-01
823.0398,730.0,-1.32E-01
823.9752,730.5,-1.31E-01
824.9088,731.0,-1.29E-01
825.843,731.5,-1.28E-01
826.7784,732.0,-1.30E-01
827.7126,732.5,-1.30E-01
828.6468,733.0,-1.30E-01
829.584,733.5,-1.28E-01
830.5218,734.0,-1.26E-01
831.462,734.5,-1.26E-01
832.4004,735.0,-1.22E-01
833.337,735.5,-1.20E-01
834.2742,736.0,-1.19E-01
835.2138,736.5,-1.20E-01
836.1528,737.0,-1.16E-01
837.0894,737.5,-1.14E-01
838.0284,738.0,-1.13E-01
838.968,738.5,-1.11E-01
839.9082,739.0,-1.08E-01
840.8472,739.5,-1.05E-01
841.7892,740.0,-1.03E-01
842.7306,740.5,-9.98E-02
843.6726,741.0,-9.62E-02
844.6146,741.5,-9.64E-02
845.5548,742.0,-9.34E-02
846.4908,742.5,-9.03E-02
847.4274,743.0,-8.65E-02
848.3688,743.5,-8.24E-02
849.3084,744.0,-8.01E-02
850.2426,744.5,-7.72E-02
851.181,745.0,-7.35E-02
852.1254,745.5,-6.95E-02
853.0644,746.0,-6.52E-02
854.0028,746.5,-6.12E-02
854.9478,747.0,-5.98E-02
855.8988,747.5,-5.66E-02
856.8516,748.0,-5.16E-02
857.8026,748.5,-4.82E-02
858.756,749.0,-4.62E-02
859.7052,749.5,-4.30E-02
860.6514,750.0,-3.63E-02
861.597,750.5,-3.11E-02
862.5408,751.0,-2.70E-02
863.4864,751.5,-2.28E-02
864.4308,752.0,-1.95E-02
865.3764,752.5,-1.76E-02
866.3244,753.0,-1.71E-02
867.2682,753.5,-1.40E-02
868.2114,754.0,-7.95E-03
869.1582,754.5,-3.60E-03
870.1038,755.0,-6.49E-04
871.0506,755.5,4.25E-03
871.9944,756.0,7.73E-03
872.9436,756.5,1.08E-02
873.8892,757.0,1.42E-02
874.8336,757.5,1.83E-02
875.781,758.0,1.66E-02
876.7278,758.5,2.24E-02
877.6752,759.0,2.36E-02
878.6232,759.5,2.67E-02
879.57,760.0,2.99E-02
880.5162,760.5,3.45E-02
881.4612,761.0,3.90E-02
882.4104,761.5,4.32E-02
