Relative Time [s],"Temp_avg, all4 [K]",Error [K]
27.135,300.5639547,1.00748211
27.268,300.6094381,1.0075109
27.401,300.6919811,1.002374873
27.534,300.7364047,0.998424114
27.667,300.7995347,1.00004359
27.8,300.8446883,1.001196634
27.933,300.9390717,1.006767197
28.066,301.0131186,1.025736551
28.199,301.0804244,1.024571422
28.332,301.1362181,1.033574569
28.465,301.1816053,1.036664506
28.598,301.2557744,1.034567039
28.731,301.3276519,1.033936796
28.864,301.3651775,1.042811384
28.997,301.4294892,1.043192134
29.13,301.488545,1.044186852
29.263,301.5369681,1.048604846
29.396,301.6058125,1.047218827
29.529,301.6618567,1.051501401
29.662,301.7339514,1.043552506
29.795,301.8048717,1.05355408
29.928,301.8571864,1.055416891
30.061,301.9162314,1.044591397
30.194,301.9832975,1.038054076
30.328,302.026905,1.046304066
30.461,302.0976671,1.046555761
30.593,302.1782486,1.052227508
30.727,302.2586122,1.046381818
30.86,302.358372,1.048951853
30.993,302.4259326,1.043207072
31.126,302.5064443,1.049232001
31.258,302.5552767,1.055791415
31.392,302.6206297,1.054700723
31.525,302.6477855,1.065169242
31.658,302.7304618,1.069763891
31.791,302.805752,1.066524692
31.924,302.8968673,1.067461518
32.057,302.9537932,1.051220573
32.19,303.0066537,1.035191007
32.323,303.0874493,1.032805777
32.456,303.1702717,1.034885251
32.589,303.2458356,1.041070615
32.722,303.3174674,1.043883161
32.855,303.3995412,1.045133432
32.988,303.4954099,1.040665005
33.121,303.5693978,1.034751927
33.254,303.6445731,1.044625925
33.387,303.7269746,1.047495486
33.52,303.8330385,1.046069812
33.653,303.8870647,1.048462089
33.786,303.964372,1.045412066
33.919,304.056642,1.04311966
34.052,304.1376909,1.046404265
34.185,304.2210261,1.049110846
34.318,304.3023325,1.055565788
34.451,304.366152,1.060468648
34.584,304.4416552,1.051905168
34.717,304.5207886,1.06138772
34.85,304.6143894,1.06855136
34.983,304.6952402,1.062306386
35.116,304.7838711,1.072543552
35.249,304.8871391,1.077657205
35.382,304.9738435,1.079338475
35.515,305.037166,1.072872983
35.648,305.1194742,1.078268908
35.781,305.1912821,1.078577984
35.914,305.3014883,1.080496864
36.047,305.3811059,1.077434569
36.18,305.4565488,1.073070292
36.313,305.5279346,1.071053665
36.446,305.5981858,1.078538543
36.579,305.6748764,1.071489699
36.712,305.7202033,1.086983004
36.845,305.7975085,1.093756849
36.978,305.8821504,1.097294551
37.111,305.8920692,1.114769841
37.244,305.9428347,1.109537366
37.377,306.0091894,1.104294835
37.51,306.0949911,1.105198996
37.642,306.1692747,1.100535818
37.775,306.2867474,1.103454699
37.908,306.3736678,1.105316564
38.041,306.4643777,1.109990904
38.174,306.5542771,1.10891701
38.307,306.6354774,1.113457144
38.44,306.7294435,1.115419491
38.573,306.7955684,1.111939507
38.706,306.8586265,1.115381091
38.839,306.9628087,1.1182299
38.972,307.0825232,1.114593714
39.105,307.1747579,1.119696663
39.238,307.2737838,1.122517748
39.371,307.3692907,1.129855029
39.504,307.4805621,1.130356916
39.638,307.5692,1.135498375
39.77,307.6616169,1.139170018
39.903,307.7629784,1.132408541
40.036,307.8523773,1.134193226
40.169,307.945902,1.135296968
40.302,308.0556189,1.140043585
40.435,308.1484815,1.134438768
40.568,308.2346394,1.138945835
40.701,308.3256879,1.137609662
40.834,308.4188721,1.154360519
40.968,308.5020419,1.155503169
41.101,308.5866933,1.156894466
41.233,308.6845003,1.158268081
41.367,308.7540092,1.15464439
41.5,308.8354689,1.132242996
41.633,308.9176692,1.139140674
41.766,309.0115064,1.137864061
41.898,309.1324855,1.141734074
42.032,309.1831558,1.15084839
42.165,309.2881797,1.151799974
42.298,309.3927275,1.156816151
42.431,309.4856369,1.158960614
42.564,309.5755619,1.155062624
42.697,309.6832336,1.162236545
42.83,309.7781683,1.158301452
42.963,309.8748236,1.164514082
43.096,309.9828578,1.167271683
43.229,310.0678892,1.167150414
43.362,310.1946603,1.164899909
43.495,310.2951928,1.172938856
43.628,310.3944861,1.169255246
43.761,310.4900131,1.169889009
43.894,310.5801472,1.176849247
44.027,310.7201514,1.165935184
44.16,310.8299075,1.166433872
44.293,310.9096139,1.164567674
44.426,311.0086631,1.171649021
44.559,311.1416894,1.176079874
44.692,311.2460528,1.179564327
44.825,311.3420672,1.180562792
44.958,311.4284458,1.177518304
45.091,311.5404131,1.174023738
45.224,311.6391422,1.17718871
45.357,311.7363053,1.183270603
45.49,311.8064106,1.184713687
45.623,311.9414656,1.198278831
45.756,312.0261303,1.198621793
45.889,312.1294178,1.195816864
46.022,312.1988067,1.204163821
46.155,312.2925586,1.209445373
46.288,312.3979383,1.2021622
46.421,312.4942347,1.212344244
46.554,312.598982,1.208898466
46.687,312.6517506,1.193448696
46.82,312.7537093,1.188972811
46.953,312.8682687,1.189770843
47.086,312.9600882,1.191485124
47.219,313.0678357,1.189702621
47.352,313.1702972,1.191055174
47.485,313.3324319,1.195294457
47.618,313.4202808,1.194013708
47.751,313.5513603,1.200686241
47.884,313.6707103,1.214900063
48.017,313.7780953,1.215980806
48.15,313.9057601,1.207872911
48.283,314.0156999,1.203947823
48.416,314.1247469,1.206915771
48.549,314.2210161,1.208819964
48.682,314.3057356,1.221185284
48.815,314.4221857,1.22122391
48.948,314.5129918,1.219385361
49.081,314.6195612,1.226271121
49.214,314.7291421,1.224053237
49.347,314.847781,1.22565264
49.48,314.9444041,1.224004584
49.613,314.9983817,1.2317091
49.746,315.0781344,1.222192687
49.879,315.1766402,1.219655069
50.012,315.2676902,1.231194242
50.145,315.3815701,1.232700964
50.278,315.461021,1.24035536
50.411,315.5624451,1.247218143
50.544,315.6716918,1.242679275
50.677,315.7880538,1.250762993
50.81,315.8471687,1.240129195
50.943,315.9111676,1.225854416
51.076,315.9670805,1.211290806
51.209,316.0164383,1.200188038
51.342,316.0558649,1.193182651
51.475,316.1138421,1.180907704
51.608,316.1814322,1.164658252
51.741,316.2502669,1.148385674
51.874,316.5804281,1.26481205
52.007,316.684128,1.26133325
52.14,316.7845197,1.271144264
52.273,316.8910239,1.271220579
52.406,317.012614,1.270443978
52.539,317.0906364,1.273332227
52.672,317.1950891,1.284454179
52.805,317.2952651,1.287281318
52.938,317.4085463,1.288628296
53.071,317.5164576,1.290203673
53.205,317.6208003,1.287877024
53.338,317.7347549,1.298478621
53.471,317.8424368,1.303684372
53.603,317.9215021,1.2981506
53.737,318.0342657,1.29185716
53.87,318.1557081,1.294948754
54.002,318.2545069,1.3033482
54.136,318.3541383,1.300296339
54.269,318.4801798,1.299091028
54.402,318.616412,1.300340207
54.535,318.7285855,1.300491647
54.668,318.8559176,1.30139041
54.801,318.9632116,1.298290492
54.934,319.0795889,1.300152473
55.067,319.1800693,1.302912144
55.2,319.2944078,1.303348389
55.333,319.4195705,1.304736682
55.466,319.5353201,1.311073346
55.599,319.663032,1.308694427
55.732,319.8351578,1.299702705
55.865,319.9828094,1.296085701
55.998,320.0807902,1.29775029
56.131,320.2338312,1.304614863
56.264,320.3300632,1.309027887
56.397,320.4390643,1.309711009
56.53,320.5312143,1.318377094
56.663,320.6402058,1.326594528
56.796,320.753994,1.320423525
56.929,320.8883504,1.316485269
57.062,321.0091097,1.319294304
57.195,321.1250328,1.318800534
57.328,321.2287805,1.321970843
57.461,321.3533909,1.325591971
57.594,321.4856669,1.321054255
57.727,321.5930497,1.319951334
57.86,321.6847554,1.320347036
57.993,321.7791068,1.325854166
58.126,321.8735703,1.322447838
58.259,321.9903542,1.319005105
58.392,322.1356247,1.323553697
58.525,322.2463087,1.328918019
58.658,322.3536193,1.327459158
58.791,322.4603466,1.317374951
58.924,322.5676758,1.311262331
59.057,322.6770514,1.308316347
59.19,322.7989009,1.310380635
59.323,322.9203233,1.311099384
59.456,323.0273014,1.310764567
59.589,323.1476753,1.314512451
59.722,323.2764297,1.312946944
59.855,323.4416878,1.314308628
59.988,323.5754056,1.316511063
60.121,323.7017439,1.321540509
60.254,323.8095292,1.319349123
60.387,323.9296503,1.320241853
60.521,324.0543196,1.324897367
60.653,324.1938775,1.319763335
60.786,324.3242311,1.319203877
60.919,324.4355267,1.320909109
61.052,324.5648971,1.32530659
61.185,324.6845134,1.317498722
61.318,324.8058243,1.326905022
61.451,324.9526916,1.325700108
61.584,325.0629092,1.332296253
61.717,325.12261,1.338973579
61.85,325.2516805,1.337697361
61.983,325.3783812,1.344565038
62.116,325.5091417,1.348297724
62.249,325.6495394,1.356980833
62.382,325.7791585,1.358187306
62.515,325.908422,1.359903345
62.648,326.0218375,1.362063134
62.781,326.1265642,1.356873583
62.914,326.256069,1.358124282
63.047,326.3606656,1.357297122
63.18,326.5010314,1.358231076
63.313,326.6064059,1.360250614
63.446,326.7204762,1.353118836
63.579,326.8440903,1.35647055
63.712,326.9986425,1.360808239
63.845,327.1174015,1.353622328
63.978,327.2073781,1.340339001
64.111,327.2940888,1.326832812
64.244,327.3965956,1.321943465
64.377,327.5242107,1.32769116
64.51,327.6465749,1.324813834
64.643,327.757349,1.333352091
64.776,327.883195,1.327863643
64.91,327.9976308,1.325823509
65.043,328.1305589,1.329714243
65.176,328.2375847,1.336652399
65.308,328.361612,1.328316846
65.442,328.48372,1.336870997
65.575,328.6064706,1.329805177
65.708,328.7047906,1.340178193
65.841,328.801725,1.354740024
65.974,328.9010708,1.351906219
66.107,329.0451192,1.363978119
66.24,329.1330389,1.364439931
66.373,329.2653669,1.371223068
66.506,329.3983375,1.375198101
66.639,329.5219134,1.37517261
66.772,329.651658,1.37421805
66.905,329.769049,1.373984139
67.038,329.8774057,1.373607253
67.171,330.0221252,1.381985547
67.304,330.1605685,1.382821459
67.437,330.2813856,1.382172454
67.57,330.3966024,1.378464335
67.703,330.5303991,1.379841371
67.836,330.6506442,1.383546553
67.969,330.7592402,1.389578709
68.102,330.8797678,1.388823029
68.235,330.9812068,1.38132467
68.368,331.0932296,1.385813494
68.501,331.1976215,1.382414666
68.634,331.3199682,1.388116133
68.767,331.4369793,1.389151988
68.9,331.5571024,1.390438085
69.033,331.6755101,1.383423735
69.166,331.8107705,1.388833936
69.299,331.9254143,1.379558632
69.432,332.041655,1.378656745
69.565,332.14783,1.387797842
69.698,332.2672969,1.379313176
69.831,332.3864809,1.385989977
69.964,332.5271101,1.38390855
70.097,332.6759083,1.377392475
70.23,332.7887578,1.377595788
70.363,332.9289552,1.371832582
70.496,333.0515136,1.379350948
70.629,333.1565611,1.378204731
70.762,333.2970844,1.384548283
70.895,333.4069939,1.38073988
71.028,333.5121589,1.385515655
71.161,333.6504428,1.39079479
71.294,333.76831,1.397298309
71.427,333.8978897,1.408174266
71.56,333.9872825,1.407124168
71.693,334.1470558,1.405618907
71.826,334.2562758,1.407421931
71.959,334.3952936,1.40865485
72.092,334.5247894,1.396993873
72.225,334.6512397,1.399282135
72.358,334.7439058,1.408109385
72.491,334.8702367,1.409555509
72.624,334.9964558,1.401645408
72.757,335.1138686,1.409068598
72.89,335.2339567,1.407739414
73.023,335.3627147,1.410924189
73.156,335.4533567,1.42718273
73.289,335.5379472,1.439438402
73.422,335.5945442,1.440125305
73.555,335.6531378,1.445266328
73.688,335.7332019,1.458657991
73.821,335.8170494,1.469430863
73.954,335.9162975,1.489443308
74.089,335.9789084,1.500963461
74.22,336.3116753,1.44228358
74.353,336.4166783,1.440200121
74.486,336.5386053,1.437169533
74.619,336.6889142,1.440992274
74.752,336.8047242,1.440549842
74.885,336.9174067,1.44060144
75.018,337.0459408,1.446826394
75.151,337.1543856,1.445057133
75.284,337.2879462,1.447702255
75.417,337.4190606,1.447866
75.551,337.5383267,1.454201558
75.684,337.6858213,1.444440971
75.817,337.8296661,1.438232908
75.949,337.9326018,1.4467632
76.082,338.0496289,1.447192631
76.216,338.16915,1.446198391
76.349,338.3004603,1.44772026
76.482,338.4211814,1.447192894
76.615,338.552036,1.443900279
76.747,338.6409017,1.457005078
76.881,338.7543444,1.460196231
77.014,338.8868168,1.45937753
77.147,339.0039903,1.460478403
77.28,339.1178299,1.461852078
77.413,339.2396068,1.466419591
77.546,339.3687234,1.463353467
77.679,339.500126,1.466468644
77.812,339.5995536,1.468567866
77.945,339.7269138,1.471131421
78.078,339.8401237,1.472195002
78.211,339.9576454,1.46937155
78.344,340.0759223,1.473050156
78.477,340.2042034,1.470621227
78.61,340.2879096,1.456158311
78.743,340.380809,1.45918351
78.876,340.5008506,1.455001726
79.009,340.6200756,1.456833998
79.142,340.7367697,1.454157991
79.275,340.8757272,1.458464377
79.408,341.0020359,1.459646228
79.541,341.1114647,1.453895717
79.674,341.2005978,1.450319397
79.807,341.3475979,1.454334283
79.94,341.4455851,1.455305573
80.073,341.5584391,1.453776969
80.206,341.67482,1.454948778
80.339,341.8132642,1.464922188
80.472,341.9428649,1.461536466
80.605,342.085889,1.454872794
80.738,342.2169192,1.451106061
80.871,342.3058587,1.463720083
81.004,342.4155103,1.469446648
81.137,342.5374285,1.466521245
81.27,342.6500858,1.465603589
81.403,342.7789481,1.470820252
81.536,342.9089804,1.467854229
81.669,343.0327566,1.480730446
81.802,343.1823787,1.488679758
81.935,343.328655,1.485376636
82.068,343.4538977,1.48445392
82.201,343.5764061,1.485479096
82.334,343.687468,1.484760773
82.467,343.8232167,1.484582905
82.6,343.9392202,1.4879428
82.733,344.0489173,1.489678341
82.866,344.1813947,1.489081147
82.999,344.2984539,1.49078901
83.132,344.4098288,1.494015421
83.265,344.5408199,1.49069245
83.398,344.6568889,1.490075053
83.531,344.7674663,1.492054254
83.664,344.8991393,1.489370337
83.797,344.9937634,1.490288995
83.93,345.0945832,1.483243837
84.063,345.2356599,1.481799407
84.196,345.3430238,1.478873701
84.329,345.4632762,1.485153704
84.462,345.5957388,1.489301668
84.595,345.7160053,1.489776438
84.728,345.8357882,1.49285281
84.861,345.9581052,1.48561021
84.994,346.0518239,1.49192849
85.127,346.1924315,1.49394083
85.26,346.3213413,1.497066217
85.393,346.4320772,1.496455578
85.526,346.5726331,1.49481899
85.659,346.69268,1.4913134
85.792,346.8033799,1.493087611
85.925,346.9129726,1.490640559
86.058,346.9801175,1.499318602
86.191,347.1014233,1.504642248
86.324,347.2249704,1.508751635
86.457,347.329148,1.506732724
86.59,347.4477818,1.505927128
86.723,347.5716984,1.509044479
86.857,347.704523,1.509442503
86.989,347.8240297,1.507324143
87.123,347.9512473,1.512227411
87.255,348.0677332,1.50542904
87.388,348.1808652,1.501106312
87.522,348.2870386,1.504567289
87.655,348.4203683,1.507742123
87.788,348.5629014,1.514439196
87.921,348.6909106,1.508019651
88.053,348.8419885,1.51128363
88.187,348.9774799,1.50530274
88.32,349.0871153,1.503216508
88.453,349.2116731,1.50546041
88.586,349.3326628,1.502279249
88.719,349.4608647,1.506683462
88.852,349.5611994,1.504683397
88.985,349.6699583,1.49729529
89.118,349.7779367,1.489388047
89.251,349.87564,1.481728527
89.384,350.0205183,1.488363537
89.517,350.1477494,1.484741755
89.65,350.2726723,1.48991462
89.783,350.3803057,1.493480212
89.916,350.4823343,1.487470334
90.049,350.601895,1.497673724
90.182,350.7029848,1.495146607
90.315,350.8299,1.497223161
90.448,350.9476415,1.496594968
90.581,351.0824798,1.49102264
90.714,351.1954636,1.505672797
90.847,351.321537,1.497656802
90.98,351.4369553,1.501820301
91.113,351.5565679,1.502442163
91.246,351.6390778,1.510540389
91.379,351.7535878,1.513614111
91.512,351.890213,1.515817826
91.645,352.0026277,1.515438909
91.778,352.1125672,1.514082113
91.911,352.247737,1.519719639
92.044,352.3204167,1.523504521
92.177,352.4391968,1.532022018
92.31,352.5412904,1.536032195
92.443,352.6771743,1.530946859
92.576,352.8025821,1.527656404
92.709,352.9105624,1.527680757
92.842,353.0193856,1.5308068
92.975,353.1437478,1.531722121
93.108,353.2579114,1.531647486
93.241,353.4035981,1.535232244
93.374,353.5323651,1.537697187
93.507,353.6381222,1.544422613
93.64,353.7605223,1.540234863
93.773,353.8755487,1.544024946
93.906,353.9905337,1.539022359
94.039,354.1136643,1.533339228
94.172,354.2535005,1.533786517
94.305,354.3958728,1.53280247
94.438,354.5208624,1.530723219
94.571,354.6499754,1.531165074
94.704,354.7509882,1.531602519
94.838,354.8819538,1.530264651
94.97,354.9859391,1.531345977
95.103,355.1058565,1.530606792
95.236,355.2131776,1.530151509
95.369,355.3329122,1.526900687
95.502,355.4131156,1.525072682
95.635,355.5142017,1.524801823
95.768,355.6080752,1.536327566
95.901,355.7030498,1.536351298
96.034,355.8281335,1.537524404
96.167,355.9533197,1.535839188
96.301,356.0641279,1.534145476
96.434,356.1477942,1.524693157
96.567,356.2297145,1.509075424
96.699,356.3008401,1.49659476
96.832,356.3812304,1.476667608
96.965,356.456258,1.460505933
97.098,356.5325571,1.442879909
97.231,356.6192555,1.425232217
97.364,356.8329245,1.4715229
97.497,357.0487987,1.521302905
97.63,357.1570377,1.520194148
97.763,357.2743276,1.517469176
97.896,357.4031262,1.525166884
98.029,357.5160906,1.522653586
98.162,357.6449899,1.515445635
98.295,357.7477121,1.521112111
98.428,357.8495047,1.520603336
98.561,357.9629877,1.521958983
98.695,358.0786792,1.51904111
98.827,358.2027985,1.519692907
98.961,358.3290886,1.520884369
99.094,358.4527966,1.519365399
99.227,358.5766641,1.517181077
99.36,358.6835118,1.522129856
99.492,358.8010341,1.520988751
99.626,358.9035893,1.517462616
99.759,359.018147,1.524266512
99.892,359.1340289,1.522078719
100.025,359.2397388,1.524639423
100.157,359.360138,1.521919288
100.291,359.4732293,1.519661616
100.424,359.609814,1.516159829
100.557,359.7523039,1.512374319
100.69,359.8648095,1.507857613
100.823,359.9772324,1.508585607
100.956,360.0932648,1.513382697
101.089,360.2228518,1.513570802
101.222,360.3345034,1.515711182
101.355,360.4655296,1.521715248
101.488,360.5614769,1.522438922
101.621,360.6736225,1.53347965
101.754,360.7808213,1.541874224
101.887,360.8963809,1.537547088
102.02,361.0202132,1.543164812
102.153,361.134237,1.543374426
102.286,361.2507716,1.54373371
102.419,361.3662576,1.545433274
102.552,361.4840265,1.541113976
102.685,361.57924,1.550797924
102.818,361.6767904,1.546602943
102.951,361.788467,1.548071805
103.084,361.9164173,1.549784016
103.217,362.0174743,1.554199134
103.35,362.1349372,1.547389383
103.483,362.2306154,1.546069903
103.616,362.3589324,1.543715277
103.749,362.490434,1.535900693
103.882,362.6183863,1.53262524
104.015,362.7344968,1.535617243
104.148,362.8508068,1.532688483
104.281,362.9593694,1.531877665
104.414,363.0431285,1.51921262
104.547,363.1650946,1.515254656
104.68,363.2839202,1.522344252
104.813,363.4130663,1.520343419
104.946,363.5169999,1.522393258
105.079,363.6332614,1.520265615
105.212,363.7487645,1.519709716
105.345,363.8633099,1.523808609
105.478,363.9691212,1.531361838
105.611,364.1090927,1.535644998
105.744,364.1885978,1.543068021
105.877,364.3055695,1.543795625
106.01,364.4005646,1.547698637
106.143,364.5319472,1.552593082
106.276,364.6174291,1.554031087
106.409,364.738,1.551681499
106.542,364.8428822,1.546077545
106.674,364.9539586,1.549825435
106.807,365.0787677,1.557118043
106.94,365.1953707,1.549117367
107.073,365.3004608,1.548537588
107.206,365.4017435,1.550568846
107.339,365.5173773,1.554604666
107.472,365.6245301,1.5522975
107.605,365.7545557,1.558160905
107.738,365.8641098,1.562564657
107.871,365.9873209,1.557159678
108.004,366.1128852,1.552650896
108.137,366.212104,1.556967311
108.27,366.3367382,1.553088771
108.403,366.4454893,1.547931584
108.536,366.5504757,1.545793375
108.669,366.6567863,1.548346609
108.802,366.7683875,1.548989831
108.935,366.8685512,1.551649961
109.068,366.9931618,1.553573119
109.201,367.0978584,1.549036419
109.334,367.2183704,1.552047487
109.467,367.3007394,1.555564205
109.601,367.4125689,1.542125138
109.734,367.4998614,1.53316405
109.867,367.6124264,1.531771705
110,367.7254694,1.536247211
110.132,367.8524907,1.535447425
110.266,367.9504281,1.534212017
110.399,368.0526031,1.53450292
110.532,368.1760017,1.536540759
110.665,368.2609144,1.532464126
110.797,368.3878751,1.538386664
110.931,368.4724828,1.542419127
111.064,368.5667831,1.544999014
111.197,368.6876197,1.545937391
111.33,368.7946256,1.548100864
111.463,368.8851617,1.547617895
111.596,369.0014147,1.547545962
111.729,369.1141367,1.557454537
111.862,369.2294861,1.555180038
111.995,369.3453178,1.550007992
112.128,369.4354975,1.564635115
112.261,369.5268556,1.559763387
112.394,369.6600945,1.556858561
112.527,369.7613891,1.559523918
112.66,369.8537023,1.556575137
112.793,369.9846782,1.56275948
112.926,370.0931274,1.559269609
113.059,370.2094975,1.557810414
113.192,370.3358886,1.560737991
113.325,370.427789,1.559237583
113.458,370.5304993,1.555927046
113.591,370.6451651,1.555321037
113.724,370.7368736,1.554583889
113.857,370.8568686,1.551813308
113.99,370.9692535,1.552432731
114.123,371.0948859,1.546653291
114.256,371.2169156,1.547155958
114.389,371.3092019,1.546680232
114.522,371.4159931,1.553847435
114.655,371.5357528,1.550577974
114.788,371.6105777,1.538666204
114.921,371.7072906,1.537116092
115.054,371.7930051,1.532999732
115.187,371.8979252,1.533574349
115.32,371.9906315,1.539291477
115.453,372.091342,1.535480946
115.586,372.205059,1.535989795
115.719,372.3150578,1.534770605
115.852,372.4227209,1.544078373
115.985,372.550796,1.54238419
116.118,372.6324891,1.547793406
116.251,372.7224862,1.545762278
116.384,372.8351747,1.550194521
