Relative Time [s],Mass,"Temp_avg, all4 [K]",Error
1429.205,0,662.8564378,2.202331737
1430.136,0,662.854865,2.183295386
1431.069,0,662.8746183,2.217205936
1432,0,663.2709167,2.271531675
1432.931,0,662.8627245,2.182624093
1433.862,0,662.8950022,2.133296355
1434.793,0,662.9173236,2.165151085
1435.724,0,663.2131777,2.215817888
1436.655,0,662.8203657,2.151400383
1437.586,0,662.9991211,2.172064348
1438.517,0,663.1750236,2.122349189
1439.448,0,663.7399456,2.240512219
1440.38,0,663.5050661,2.223468828
1441.311,0,663.6342344,2.18574806
1442.242,0,663.9145659,2.27081944
1443.173,0,663.9867289,2.30981303
1444.104,0,664.2015102,2.334973416
1445.035,0,663.7063133,2.144283262
1445.966,0,663.6971267,2.260426371
1446.897,0,663.7966194,2.162200975
1447.828,0,663.7307015,2.16331742
1448.759,0,663.6765305,2.202319947
1449.69,0,663.4930912,2.194343382
1450.622,0,663.7211323,2.203636493
1451.552,0,663.7212686,2.192168929
1452.484,0,663.4811396,2.176373697
1453.415,0,664.1136267,2.247097085
1454.346,0,663.5015499,2.154595838
1455.277,0,663.8023097,2.186045637
1456.208,0,663.6520525,2.162842759
1457.139,0,663.8856352,2.231155298
1458.07,0,663.6835512,2.143347068
1459.001,0,664.0406304,2.202936285
1459.932,0,664.2296788,2.311541866
1460.863,0,664.4120091,2.30592473
1461.794,0,664.8942232,2.25089202
1462.725,0,664.8019839,2.126388882
1463.656,0,664.1565803,2.015941296
1464.588,0,664.1063903,2.05203029
1465.519,0,664.6795868,2.127045657
1466.45,0,665.1469631,2.371642778
1467.381,0,665.5779417,2.338334426
1468.312,0,665.6878055,2.406516437
1469.243,0,666.1749598,2.421833366
1470.174,0,665.6675185,2.337468439
1471.105,0,665.0678249,2.352657296
1472.036,0,664.5817392,2.302580694
1472.967,0,665.2069939,2.32959762
1473.898,0,665.1898678,2.271834913
1474.829,0,665.1042066,2.229899837
1475.76,0,665.0668492,2.233580154
1476.692,0,664.694297,2.134420474
1477.622,0,664.7549806,2.126510222
1478.553,0,665.4115558,2.225586455
1479.484,0,665.4403572,2.219603678
1480.415,0,665.4231919,2.285440607
1481.346,0,664.986452,2.233881827
1482.278,0,664.9930982,2.21614338
1483.209,0,665.0781758,2.23703373
1484.14,0,665.81523,2.464729624
1485.071,0,665.4282937,2.399969843
1486.002,0,665.5878339,2.242980227
1486.933,0,665.9865313,2.269738249
1487.864,0,666.0542178,2.267898615
1488.795,0,665.7883704,2.165978304
1489.727,0,666.0160409,2.234779258
1490.656,0,666.1333187,2.242837301
1491.587,0,666.468915,2.23366079
1492.518,0,665.6654623,2.073683629
1493.449,0,665.5526111,2.030933167
1494.38,0,665.5662649,2.131044266
1495.311,0,665.4524518,2.086157551
1496.242,0,665.5257291,2.036906913
1497.173,0,665.4347481,2.107616174
1498.104,0,665.5582474,2.131148626
1499.035,0,665.3571667,2.147821672
1499.966,0,665.0460208,2.085955418
1500.897,0,665.2824094,2.126107263
1501.829,0,665.7128549,2.206022351
1502.76,0,665.4129984,2.292776472
1503.693,0,666.6021429,2.38554978
1504.624,0,667.2481997,2.417729343
1505.555,0,667.1662084,2.410894773
1506.486,0,667.2342429,2.26187434
1507.417,0,667.0322333,2.209734703
1508.348,0,666.6068377,2.251658665
1509.279,0,666.5905217,2.231967987
1510.209,0,666.5015877,2.224225457
1511.14,0,666.4858244,2.160276661
1512.071,0,666.1389092,2.187340463
1513.002,0,666.4967383,2.224149601
1513.933,0,666.9018792,2.253596504
1514.865,0,666.9264911,2.308980066
1515.796,0,667.2559529,2.366577153
1516.727,0,666.7959685,2.34655116
1517.658,0,666.634937,2.352765691
1518.59,0,666.6167725,2.313647962
1519.521,0,666.6946184,2.470988659
1520.452,0,667.3082919,2.507335282
1521.383,0,667.6846285,2.357844324
1522.314,0,667.1560175,2.31088905
1523.245,0,667.5141241,2.371496057
1524.176,0,666.8135422,2.1827465
1525.107,0,666.7939444,2.248478686
1526.039,0,666.9814306,2.291501292
1526.97,0,667.2528506,2.274053892
1527.901,0,667.0112221,2.139542804
1528.832,0,666.8752209,2.033039849
1529.763,0,666.7456974,2.09929439
1530.694,0,666.8959236,2.143529183
1531.625,0,666.8697927,2.194209558
1532.556,0,666.5731084,2.065187839
1533.487,0,666.41236,2.100995312
1534.418,0,666.2890382,2.101852474
1535.349,0,666.4237953,2.14262641
1536.28,0,666.803108,2.311250707
1537.211,0,666.3597381,2.23582094
1538.141,0,665.9794077,2.209954212
1539.074,0,666.056216,2.270942793
1540.005,0,666.4076326,2.302925366
1540.936,0,666.3828348,2.370456447
1541.867,0,666.0882077,2.359002755
1542.797,0,665.8122076,2.287646963
1543.728,0,665.4253525,2.127724962
1544.659,0,666.4766063,2.242737614
1545.59,0,666.3854127,2.278432998
1546.521,0,666.3270007,2.408917738
1547.452,0,666.5616582,2.338525082
1548.383,0,666.3593259,2.318241125
1549.314,0,666.6672345,2.232998912
1550.245,0,666.9350847,2.293003613
1551.177,0,667.0909501,2.302426885
1552.108,0,667.4056447,2.251009587
1553.038,0,667.2558964,2.255999087
1553.969,0,667.8143474,2.197107872
1555.033,0,667.5173681,2.140183128
1555.964,0,667.091049,2.220575338
1556.895,0,666.8600399,2.20498019
1557.826,0,666.8807028,2.160497268
1558.757,0,666.9827679,2.209603067
1559.688,0,667.2616392,2.35165679
1560.619,0,667.4501479,2.419760522
1561.55,0,667.154157,2.282642978
1562.481,0,667.1921826,2.22765467
1563.412,0,667.0385702,2.211287855
1564.344,0,667.0872062,2.238858857
1565.275,0,666.8112454,2.163722632
1566.206,0,666.8066121,2.152900598
1567.137,0,666.7157237,2.133805803
1568.068,0,666.9711299,2.16827272
1568.999,0,666.8914506,2.117132398
1569.93,0,666.5005968,2.123167941
1570.861,0,666.4490738,2.186134144
1571.792,0,667.0557787,2.132768857
1572.723,0,667.1117639,2.052957023
1573.656,0,666.4847071,2.147154086
1574.586,0,667.1185613,2.168372756
1575.518,0,667.4909148,2.233632507
1576.449,0,667.4205686,2.272860851
1577.38,0,667.2875767,2.2768364
1578.311,0,667.9625288,2.391588705
1579.241,0,667.2363366,2.299885594
1580.172,0,666.8116809,2.280848154
1581.103,0,667.1021003,2.239415831
1582.034,0,666.6834923,2.205960252
1582.965,0,666.5603295,2.159125617
1583.896,0,667.1305688,2.311657111
1584.827,0,666.6195278,2.338934611
1585.758,0,666.0667187,2.158214659
1586.689,0,665.9720778,2.117056862
1587.621,0,666.6168842,2.331117059
1588.554,0,667.1640214,2.322491216
1589.485,0,666.9967992,2.294430936
1590.416,0,666.7607312,2.261545807
1591.347,0,666.9254919,2.215104551
1592.278,0,666.6016102,2.25082924
1593.209,0,667.1231738,2.364198963
1594.138,0,667.5028192,2.343497273
1595.071,0,667.6905358,2.33642297
1596.002,0,667.4283304,2.490252852
1596.933,0,667.1768186,2.313051089
1597.864,0,668.0168625,2.255940148
1598.795,0,667.3075741,2.114541856
1599.726,0,667.2147326,2.229364274
1600.658,0,667.658483,2.375157863
1601.587,0,667.2774713,2.413018381
1602.518,0,668.2257591,2.452820976
1603.449,0,667.3808317,2.473524503
1604.38,0,666.860385,2.287037804
1605.311,0,666.8522043,2.160995257
1606.242,0,666.6284587,2.41080437
1607.173,0,667.4751316,2.409814462
1608.106,0,667.3628051,2.347825992
1609.287,0,666.6973818,2.317202605
1610.123,0,666.783138,2.332917061
1611.035,0,667.3296031,2.274412916
1611.966,0,667.4776279,2.402466537
1612.897,0,667.7459677,2.370327891
1613.961,0,667.2245992,2.225445181
1614.893,0,667.553801,2.372198035
1615.824,0,667.2267462,2.327698489
1616.755,0,667.1655526,2.277043091
1617.682,0,667.7450701,2.35305359
1618.613,0,667.5332591,2.336546516
1619.544,0,667.8083685,2.307091807
1620.475,0,667.4920487,2.283132525
1621.406,0,667.6741962,2.353996898
1622.337,0,668.2678034,2.375235919
1623.268,0,667.7697794,2.357028321
1624.199,0,667.7367057,2.396919788
1625.131,0,668.3641922,2.387720072
1626.062,0,667.7657661,2.174084037
1626.993,0,666.87022,2.251656053
1627.925,0,667.4262387,2.317478551
1628.856,0,666.7283974,2.307317762
1629.787,0,666.1754242,2.333355739
1630.718,0,666.3582789,2.355568592
1631.649,0,667.0217367,2.160014971
1632.578,0,666.1701322,2.279982691
1633.509,0,666.2885988,2.32615246
1634.44,0,666.3385081,2.348921547
1635.371,0,666.6534798,2.316207684
1636.302,0,666.3502302,2.255074675
1637.233,0,666.835196,2.300940586
1638.164,0,667.0031233,2.406495509
1639.095,0,666.377522,2.345751846
1640.029,0,667.2833387,2.384678432
1640.96,0,667.6346887,2.371487622
1641.891,0,667.7112443,2.250617899
1642.822,0,667.2619006,2.233960312
1643.753,0,666.9532904,2.200813382
1644.684,0,667.0693134,2.229117623
1645.615,0,667.4316249,2.374857585
1646.546,0,667.8603608,2.191595418
1647.478,0,666.8175952,2.171201692
1648.408,0,666.6560676,2.049099254
1649.339,0,667.049548,2.286146142
1650.27,0,667.3244362,2.305450354
1651.201,0,666.7947795,2.165600504
1652.132,0,666.6213342,2.191084266
1653.063,0,666.6277215,2.23409387
1653.994,0,666.2909058,2.166362088
1654.925,0,667.1636019,2.317137957
1655.856,0,667.67422,2.432958222
1656.787,0,667.6098597,2.214474897
1657.717,0,667.7115273,2.065578404
1658.648,0,667.4299522,2.250721222
1659.579,0,667.6028642,2.354628373
1660.51,0,667.6535542,2.315707527
1661.441,0,667.8273487,2.409972715
1662.374,0,666.668099,2.449731625
1663.305,0,667.2291062,2.411258825
1664.236,0,667.2409262,2.244811728
1665.167,0,667.697441,2.410701858
1666.098,0,667.6185434,2.518382604
1667.029,0,668.6933069,2.459044724
1667.96,0,667.8352054,2.298167089
1669.024,0,667.4620143,2.334689904
1669.956,0,667.277595,2.393737178
1670.886,0,667.3360736,2.374080823
1671.817,0,667.670443,2.430330123
1672.748,0,666.5280847,2.308872874
1673.679,0,667.2470085,2.620702767
1674.61,0,666.7945631,2.438022307
1675.541,0,666.276204,2.276289643
1676.473,0,666.3201061,2.365674311
1677.403,0,666.6136436,2.336674115
1678.335,0,666.2313536,2.252100856
1679.266,0,666.3839377,2.287209309
1680.197,0,666.5290166,2.491958269
1681.128,0,666.6504432,2.531540657
1682.059,0,666.6125924,2.376766506
