s,kg/m2,,C,C,C,C,m,kg/m2,kg/m2,kg/m2/s
 7.5100000E+000, 6.9619852E+000, 1.0000697E+000, 2.5916091E+002, 2.0900011E+001, 2.0900000E+001, 2.0900000E+001, 4.1107999E-002, 3.1816316E+001, 7.3701956E+000, 1.5116117E-006
 8.0100000E+000, 6.9619840E+000, 1.0000695E+000, 2.6608662E+002, 2.0900024E+001, 2.0900000E+001, 2.0900000E+001, 4.1107998E-002, 3.1816315E+001, 7.3701947E+000, 2.4002727E-006
 8.5100000E+000, 6.9619822E+000, 1.0000693E+000, 2.7269599E+002, 2.0900051E+001, 2.0900000E+001, 2.0900000E+001, 4.1107997E-002, 3.1816313E+001, 7.3701931E+000, 3.6897035E-006
 9.0100000E+000, 6.9619794E+000, 1.0000689E+000, 2.7901935E+002, 2.0900101E+001, 2.0900000E+001, 2.0900000E+001, 4.1107995E-002, 3.1816311E+001, 7.3701908E+000, 5.5122305E-006
 9.5100000E+000, 6.9619754E+000, 1.0000683E+000, 2.8507962E+002, 2.0900188E+001, 2.0900000E+001, 2.0900000E+001, 4.1107992E-002, 3.1816307E+001, 7.3701875E+000, 8.0278010E-006
 1.0010000E+001, 6.9619697E+000, 1.0000675E+000, 2.9089107E+002, 2.0900336E+001, 2.0900000E+001, 2.0900000E+001, 4.1107988E-002, 3.1816303E+001, 7.3701826E+000, 1.1423063E-005
 1.0510000E+001, 6.9619617E+000, 1.0000663E+000, 2.9646777E+002, 2.0900572E+001, 2.0900000E+001, 2.0900000E+001, 4.1107982E-002, 3.1816296E+001, 7.3701758E+000, 1.5914083E-005
 1.1010000E+001, 6.9619509E+000, 1.0000648E+000, 3.0182538E+002, 2.0900937E+001, 2.0900000E+001, 2.0900000E+001, 4.1107974E-002, 3.1816286E+001, 7.3701664E+000, 2.1749643E-005
 1.1510000E+001, 6.9619363E+000, 1.0000627E+000, 3.0697896E+002, 2.0901483E+001, 2.0900000E+001, 2.0900000E+001, 4.1107963E-002, 3.1816274E+001, 7.3701536E+000, 2.9212325E-005
 1.2010000E+001, 6.9619170E+000, 1.0000599E+000, 3.1194216E+002, 2.0902274E+001, 2.0900000E+001, 2.0900000E+001, 4.1107949E-002, 3.1816257E+001, 7.3701367E+000, 3.8619069E-005
 1.2510000E+001, 6.9618918E+000, 1.0000563E+000, 3.1672722E+002, 2.0903389E+001, 2.0900000E+001, 2.0900000E+001, 4.1107930E-002, 3.1816234E+001, 7.3701144E+000, 5.0321466E-005
 1.3010000E+001, 6.9618594E+000, 1.0000516E+000, 3.2134519E+002, 2.0904924E+001, 2.0900000E+001, 2.0900000E+001, 4.1107906E-002, 3.1816206E+001, 7.3700856E+000, 6.4705889E-005
 1.3510000E+001, 6.9618183E+000, 1.0000457E+000, 3.2580500E+002, 2.0906992E+001, 2.0900000E+001, 2.0900000E+001, 4.1107875E-002, 3.1816169E+001, 7.3700489E+000, 8.2188221E-005
 1.4010000E+001, 6.9617667E+000, 1.0000383E+000, 3.3011332E+002, 2.0909721E+001, 2.0900000E+001, 2.0900000E+001, 4.1107835E-002, 3.1816122E+001, 7.3700025E+000, 1.0320665E-004
 1.4510000E+001, 6.9617026E+000, 1.0000291E+000, 3.3427615E+002, 2.0913259E+001, 2.0900000E+001, 2.0900000E+001, 4.1107786E-002, 3.1816065E+001, 7.3699445E+000, 1.2822083E-004
 1.5010000E+001, 6.9616238E+000, 1.0000178E+000, 3.3829940E+002, 2.0917772E+001, 2.0900000E+001, 2.0900000E+001, 4.1107726E-002, 3.1815993E+001, 7.3698730E+000, 1.5771043E-004
 1.5510000E+001, 6.9615277E+000, 1.0000040E+000, 3.4218874E+002, 2.0923443E+001, 2.0900000E+001, 2.0900000E+001, 4.1107652E-002, 3.1815905E+001, 7.3697854E+000, 1.9217133E-004
 1.6010000E+001, 6.9614116E+000, 9.9998731E-001, 3.4594956E+002, 2.0930472E+001, 2.0900000E+001, 2.0900000E+001, 4.1107562E-002, 3.1815799E+001, 7.3696791E+000, 2.3211090E-004
 1.6510000E+001, 6.9612726E+000, 9.9996734E-001, 3.4958690E+002, 2.0939076E+001, 2.0900000E+001, 2.0900000E+001, 4.1107454E-002, 3.1815671E+001, 7.3695514E+000, 2.7804309E-004
 1.7010000E+001, 6.9611074E+000, 9.9994360E-001, 3.5310547E+002, 2.0949485E+001, 2.0900000E+001, 2.0900000E+001, 4.1107325E-002, 3.1815519E+001, 7.3693990E+000, 3.3048296E-004
 1.7510000E+001, 6.9609124E+000, 9.9991559E-001, 3.5650942E+002, 2.0961948E+001, 2.0900000E+001, 2.0900000E+001, 4.1107172E-002, 3.1815339E+001, 7.3692186E+000, 3.8993656E-004
 1.8000000E+001, 6.9606840E+000, 9.9988278E-001, 3.5977063E+002, 2.0976562E+001, 2.0900000E+001, 2.0900000E+001, 4.1106994E-002, 3.1815129E+001, 7.3690089E+000, 4.5618058E-004
 1.8500000E+001, 6.9604181E+000, 9.9984458E-001, 3.6292386E+002, 2.0993707E+001, 2.0900000E+001, 2.0900000E+001, 4.1106787E-002, 3.1814884E+001, 7.3687643E+000, 5.3020438E-004
 1.9000000E+001, 6.9601106E+000, 9.9980041E-001, 3.6600437E+002, 2.1013870E+001, 2.0900000E+001, 2.0900000E+001, 4.1106545E-002, 3.1814598E+001, 7.3684780E+000, 6.1328195E-004
 1.9500000E+001, 6.9597571E+000, 9.9974963E-001, 3.6898129E+002, 2.1037182E+001, 2.0900000E+001, 2.0900000E+001, 4.1106266E-002, 3.1814268E+001, 7.3681478E+000, 7.0507122E-004
 2.0000000E+001, 6.9593531E+000, 9.9969160E-001, 3.7185694E+002, 2.1063940E+001, 2.0900000E+001, 2.0900000E+001, 4.1105945E-002, 3.1813889E+001, 7.3677695E+000, 8.0588768E-004
 2.0500000E+001, 6.9588939E+000, 9.9962564E-001, 3.7463360E+002, 2.1094447E+001, 2.0900000E+001, 2.0900000E+001, 4.1105580E-002, 3.1813458E+001, 7.3673383E+000, 9.1599009E-004
 2.1000000E+001, 6.9583749E+000, 9.9955109E-001, 3.7731351E+002, 2.1129010E+001, 2.0900000E+001, 2.0900000E+001, 4.1105167E-002, 3.1812970E+001, 7.3668496E+000, 1.0355770E-003
 2.1500000E+001, 6.9577912E+000, 9.9946724E-001, 3.7989885E+002, 2.1167940E+001, 2.0900000E+001, 2.0900000E+001, 4.1104700E-002, 3.1812419E+001, 7.3662986E+000, 1.1647808E-003
 2.2000000E+001, 6.9571379E+000, 9.9937339E-001, 3.8239178E+002, 2.1211547E+001, 2.0900000E+001, 2.0900000E+001, 4.1104177E-002, 3.1811801E+001, 7.3656805E+000, 1.3036638E-003
 2.2500000E+001, 6.9564103E+000, 9.9926887E-001, 3.8479430E+002, 2.1260146E+001, 2.0900000E+001, 2.0900000E+001, 4.1103593E-002, 3.1811110E+001, 7.3649905E+000, 1.4522071E-003
 2.3000000E+001, 6.9556035E+000, 9.9915298E-001, 3.8710825E+002, 2.1314043E+001, 2.0900000E+001, 2.0900000E+001, 4.1102944E-002, 3.1810344E+001, 7.3642236E+000, 1.6103072E-003
 2.3500000E+001, 6.9547129E+000, 9.9902505E-001, 3.8933544E+002, 2.1373547E+001, 2.0900000E+001, 2.0900000E+001, 4.1102226E-002, 3.1809495E+001, 7.3633753E+000, 1.7777775E-003
 2.4000000E+001, 6.9537339E+000, 9.9888442E-001, 3.9147763E+002, 2.1438969E+001, 2.0900000E+001, 2.0900000E+001, 4.1101435E-002, 3.1808561E+001, 7.3624409E+000, 1.9543513E-003
 2.4500000E+001, 6.9526621E+000, 9.9873047E-001, 3.9353661E+002, 2.1510605E+001, 2.0900000E+001, 2.0900000E+001, 4.1100568E-002, 3.1807536E+001, 7.3614159E+000, 2.1396833E-003
 2.5000000E+001, 6.9514935E+000, 9.9856259E-001, 3.9551431E+002, 2.1588741E+001, 2.0900000E+001, 2.0900000E+001, 4.1099620E-002, 3.1806416E+001, 7.3602960E+000, 2.3333696E-003
 2.5500000E+001, 6.9502239E+000, 9.9838023E-001, 3.9741272E+002, 2.1673684E+001, 2.0900000E+001, 2.0900000E+001, 4.1098588E-002, 3.1805197E+001, 7.3590773E+000, 2.5349442E-003
 2.6000000E+001, 6.9488499E+000, 9.9818285E-001, 3.9923393E+002, 2.1765711E+001, 2.0900000E+001, 2.0900000E+001, 4.1097470E-002, 3.1803876E+001, 7.3577558E+000, 2.7438945E-003
 2.6500000E+001, 6.9473679E+000, 9.9796996E-001, 4.0098001E+002, 2.1865078E+001, 2.0900000E+001, 2.0900000E+001, 4.1096262E-002, 3.1802448E+001, 7.3563280E+000, 2.9596558E-003
 2.7000000E+001, 6.9457748E+000, 9.9774112E-001, 4.0265321E+002, 2.1972057E+001, 2.0900000E+001, 2.0900000E+001, 4.1094960E-002, 3.1800911E+001, 7.3547907E+000, 3.1816420E-003
 2.7500000E+001, 6.9440679E+000, 9.9749592E-001, 4.0425574E+002, 2.2086891E+001, 2.0900000E+001, 2.0900000E+001, 4.1093564E-002, 3.1799261E+001, 7.3531409E+000, 3.4092303E-003
 2.8000000E+001, 6.9422446E+000, 9.9723402E-001, 4.0578991E+002, 2.2209839E+001, 2.0900000E+001, 2.0900000E+001, 4.1092070E-002, 3.1797496E+001, 7.3513760E+000, 3.6417847E-003
 2.8500000E+001, 6.9403029E+000, 9.9695510E-001, 4.0725788E+002, 2.2341126E+001, 2.0900000E+001, 2.0900000E+001, 4.1090477E-002, 3.1795614E+001, 7.3494937E+000, 3.8786442E-003
 2.9000000E+001, 6.9382409E+000, 9.9665890E-001, 4.0866202E+002, 2.2480981E+001, 2.0900000E+001, 2.0900000E+001, 4.1088783E-002, 3.1793612E+001, 7.3474920E+000, 4.1191583E-003
 2.9500000E+001, 6.9360571E+000, 9.9634521E-001, 4.1000439E+002, 2.2629641E+001, 2.0900000E+001, 2.0900000E+001, 4.1086986E-002, 3.1791489E+001, 7.3453692E+000, 4.3626510E-003
 3.0000000E+001, 6.9337504E+000, 9.9601385E-001, 4.1128749E+002, 2.2787286E+001, 2.0900000E+001, 2.0900000E+001, 4.1085086E-002, 3.1789244E+001, 7.3431241E+000, 4.6085042E-003
 3.0500000E+001, 6.9313199E+000, 9.9566471E-001, 4.1251338E+002, 2.2954136E+001, 2.0900000E+001, 2.0900000E+001, 4.1083081E-002, 3.1786875E+001, 7.3407555E+000, 4.8560745E-003
 3.1000000E+001, 6.9287650E+000, 9.9529771E-001, 4.1368445E+002, 2.3130328E+001, 2.0900000E+001, 2.0900000E+001, 4.1080972E-002, 3.1784383E+001, 7.3382628E+000, 5.1047811E-003
 3.1500000E+001, 6.9260855E+000, 9.9491281E-001, 4.1480289E+002, 2.3316027E+001, 2.0900000E+001, 2.0900000E+001, 4.1078756E-002, 3.1781766E+001, 7.3356456E+000, 5.3540497E-003
 3.2000000E+001, 6.9232813E+000, 9.9450999E-001, 4.1587109E+002, 2.3511464E+001, 2.0900000E+001, 2.0900000E+001, 4.1076436E-002, 3.1779024E+001, 7.3329038E+000, 5.6033795E-003
 3.2500000E+001, 6.9203527E+000, 9.9408931E-001, 4.1689115E+002, 2.3716730E+001, 2.0900000E+001, 2.0900000E+001, 4.1074010E-002, 3.1776157E+001, 7.3300374E+000, 5.8522699E-003
 3.3000000E+001, 6.9173001E+000, 9.9365081E-001, 4.1786525E+002, 2.3931962E+001, 2.0900000E+001, 2.0900000E+001, 4.1071478E-002, 3.1773167E+001, 7.3270467E+000, 6.1002681E-003
 3.3500000E+001, 6.9141242E+000, 9.9319459E-001, 4.1879553E+002, 2.4157293E+001, 2.0900000E+001, 2.0900000E+001, 4.1068842E-002, 3.1770052E+001, 7.3239324E+000, 6.3469692E-003
 3.4000000E+001, 6.9108257E+000, 9.9272078E-001, 4.1968407E+002, 2.4392872E+001, 2.0900000E+001, 2.0900000E+001, 4.1066102E-002, 3.1766815E+001, 7.3206951E+000, 6.5920050E-003
 3.4500000E+001, 6.9074058E+000, 9.9222952E-001, 4.2053288E+002, 2.4638745E+001, 2.0900000E+001, 2.0900000E+001, 4.1063259E-002, 3.1763456E+001, 7.3173358E+000, 6.8350410E-003
 3.5000000E+001, 6.9038655E+000, 9.9172096E-001, 4.2134387E+002, 2.4895012E+001, 2.0900000E+001, 2.0900000E+001, 4.1060314E-002, 3.1759976E+001, 7.3138556E+000, 7.0757808E-003
 3.5500000E+001, 6.9002062E+000, 9.9119531E-001, 4.2211883E+002, 2.5161809E+001, 2.0900000E+001, 2.0900000E+001, 4.1057267E-002, 3.1756376E+001, 7.3102557E+000, 7.3139341E-003
 3.6000000E+001, 6.8964292E+000, 9.9065276E-001, 4.2285926E+002, 2.5439152E+001, 2.0900000E+001, 2.0900000E+001, 4.1054120E-002, 3.1752657E+001, 7.3065374E+000, 7.5492084E-003
 3.6500000E+001, 6.8925362E+000, 9.9009354E-001, 4.2356712E+002, 2.5727094E+001, 2.0900000E+001, 2.0900000E+001, 4.1050874E-002, 3.1748822E+001, 7.3027023E+000, 7.7814651E-003
 3.7000000E+001, 6.8885286E+000, 9.8951786E-001, 4.2424415E+002, 2.6025745E+001, 2.0900000E+001, 2.0900000E+001, 4.1047530E-002, 3.1744872E+001, 7.2987518E+000, 8.0105617E-003
 3.7500000E+001, 6.8844082E+000, 9.8892598E-001, 4.2489208E+002, 2.6335148E+001, 2.0900000E+001, 2.0900000E+001, 4.1044090E-002, 3.1740808E+001, 7.2946877E+000, 8.2363868E-003
 3.8000000E+001, 6.8801767E+000, 9.8831813E-001, 4.2551158E+002, 2.6655316E+001, 2.0900000E+001, 2.0900000E+001, 4.1040556E-002, 3.1736632E+001, 7.2905116E+000, 8.4586210E-003
 3.8500000E+001, 6.8758358E+000, 9.8769458E-001, 4.2610477E+002, 2.6986304E+001, 2.0900000E+001, 2.0900000E+001, 4.1036928E-002, 3.1732345E+001, 7.2862252E+000, 8.6773809E-003
 3.9000000E+001, 6.8713873E+000, 9.8705557E-001, 4.2667347E+002, 2.7328128E+001, 2.0900000E+001, 2.0900000E+001, 4.1033208E-002, 3.1727950E+001, 7.2818304E+000, 8.8926827E-003
 3.9500000E+001, 6.8668332E+000, 9.8640138E-001, 4.2721731E+002, 2.7680762E+001, 2.0900000E+001, 2.0900000E+001, 4.1029398E-002, 3.1723449E+001, 7.2773290E+000, 9.1040508E-003
 4.0000000E+001, 6.8621751E+000, 9.8573226E-001, 4.2773949E+002, 2.8044292E+001, 2.0900000E+001, 2.0900000E+001, 4.1025500E-002, 3.1718843E+001, 7.2727227E+000, 9.3120183E-003
 4.0500000E+001, 6.8574151E+000, 9.8504849E-001, 4.2823958E+002, 2.8418716E+001, 2.0900000E+001, 2.0900000E+001, 4.1021514E-002, 3.1714134E+001, 7.2680135E+000, 9.5160473E-003
 4.1000000E+001, 6.8525548E+000, 9.8435033E-001, 4.2871964E+002, 2.8803997E+001, 2.0900000E+001, 2.0900000E+001, 4.1017442E-002, 3.1709323E+001, 7.2632032E+000, 9.7165353E-003
 4.1500000E+001, 6.8475963E+000, 9.8363805E-001, 4.2918030E+002, 2.9200172E+001, 2.0900000E+001, 2.0900000E+001, 4.1013287E-002, 3.1704414E+001, 7.2582937E+000, 9.9132098E-003
 4.2000000E+001, 6.8425412E+000, 9.8291190E-001, 4.2962265E+002, 2.9607107E+001, 2.0900000E+001, 2.0900000E+001, 4.1009049E-002, 3.1699407E+001, 7.2532867E+000, 1.0106301E-002
 4.2500000E+001, 6.8373915E+000, 9.8217217E-001, 4.3004754E+002, 3.0024920E+001, 2.0900000E+001, 2.0900000E+001, 4.1004731E-002, 3.1694304E+001, 7.2481842E+000, 1.0295625E-002
 4.3000000E+001, 6.8321489E+000, 9.8141908E-001, 4.3045637E+002, 3.0453536E+001, 2.0900000E+001, 2.0900000E+001, 4.1000333E-002, 3.1689108E+001, 7.2429879E+000, 1.0481587E-002
 4.3510000E+001, 6.8268153E+000, 9.8065292E-001, 4.3085222E+002, 3.0897439E+001, 2.0900000E+001, 2.0900000E+001, 4.0995812E-002, 3.1683767E+001, 7.2376472E+000, 1.0665303E-002
 4.4010000E+001, 6.8213922E+000, 9.7987391E-001, 4.3123484E+002, 3.1352460E+001, 2.0900000E+001, 2.0900000E+001, 4.0991213E-002, 3.1678333E+001, 7.2322127E+000, 1.0846170E-002
 4.4510000E+001, 6.8158818E+000, 9.7908235E-001, 4.3159684E+002, 3.1813696E+001, 2.0900000E+001, 2.0900000E+001, 4.0986584E-002, 3.1672864E+001, 7.2267440E+000, 1.1020869E-002
 4.5010000E+001, 6.8102853E+000, 9.7827843E-001, 4.3194828E+002, 3.2285603E+001, 2.0900000E+001, 2.0900000E+001, 4.0981882E-002, 3.1667309E+001, 7.2211887E+000, 1.1193077E-002
 4.5510000E+001, 6.8046046E+000, 9.7746241E-001, 4.3228487E+002, 3.2768390E+001, 2.0900000E+001, 2.0900000E+001, 4.0977108E-002, 3.1661668E+001, 7.2155482E+000, 1.1361369E-002
 4.6010000E+001, 6.7988415E+000, 9.7663456E-001, 4.3260904E+002, 3.3262034E+001, 2.0900000E+001, 2.0900000E+001, 4.0972264E-002, 3.1655945E+001, 7.2098246E+000, 1.1526144E-002
 4.6510000E+001, 6.7929972E+000, 9.7579504E-001, 4.3292401E+002, 3.3766542E+001, 2.0900000E+001, 2.0900000E+001, 4.0967350E-002, 3.1650139E+001, 7.2040191E+000, 1.1688635E-002
 4.7010000E+001, 6.7870737E+000, 9.7494415E-001, 4.3322520E+002, 3.4281840E+001, 2.0900000E+001, 2.0900000E+001, 4.0962369E-002, 3.1644253E+001, 7.1981335E+000, 1.1847037E-002
 4.7510000E+001, 6.7810724E+000, 9.7408208E-001, 4.3351668E+002, 3.4808585E+001, 2.0900000E+001, 2.0900000E+001, 4.0957321E-002, 3.1638289E+001, 7.1921695E+000, 1.2002515E-002
 4.8010000E+001, 6.7749945E+000, 9.7320901E-001, 4.3380019E+002, 3.5346389E+001, 2.0900000E+001, 2.0900000E+001, 4.0952208E-002, 3.1632248E+001, 7.1861282E+000, 1.2155834E-002
 4.8510000E+001, 6.7688419E+000, 9.7232520E-001, 4.3407127E+002, 3.5896262E+001, 2.0900000E+001, 2.0900000E+001, 4.0947030E-002, 3.1626131E+001, 7.1800113E+000, 1.2305205E-002
 4.9010000E+001, 6.7626161E+000, 9.7143088E-001, 4.3433343E+002, 3.6459826E+001, 2.0900000E+001, 2.0900000E+001, 4.0941791E-002, 3.1619941E+001, 7.1738205E+000, 1.2451637E-002
 4.9510000E+001, 6.7563178E+000, 9.7052616E-001, 4.3459008E+002, 3.7034855E+001, 2.0900000E+001, 2.0900000E+001, 4.0936489E-002, 3.1613677E+001, 7.1675569E+000, 1.2596491E-002
 5.0010000E+001, 6.7499489E+000, 9.6961128E-001, 4.3483590E+002, 3.7622299E+001, 2.0900000E+001, 2.0900000E+001, 4.0931127E-002, 3.1607342E+001, 7.1612218E+000, 1.2737812E-002
 5.0510000E+001, 6.7435111E+000, 9.6868650E-001, 4.3507214E+002, 3.8221169E+001, 2.0900000E+001, 2.0900000E+001, 4.0925706E-002, 3.1600937E+001, 7.1548169E+000, 1.2875716E-002
 5.1010000E+001, 6.7370049E+000, 9.6775191E-001, 4.3530433E+002, 3.8830174E+001, 2.0900000E+001, 2.0900000E+001, 4.0920227E-002, 3.1594464E+001, 7.1483436E+000, 1.3012255E-002
 5.1510000E+001, 6.7304317E+000, 9.6680769E-001, 4.3552920E+002, 3.9450105E+001, 2.0900000E+001, 2.0900000E+001, 4.0914691E-002, 3.1587922E+001, 7.1418024E+000, 1.3146446E-002
 5.2010000E+001, 6.7237932E+000, 9.6585408E-001, 4.3574459E+002, 4.0078320E+001, 2.0900000E+001, 2.0900000E+001, 4.0909099E-002, 3.1581315E+001, 7.1351950E+000, 1.3277142E-002
 5.2510000E+001, 6.7170906E+000, 9.6489127E-001, 4.3595255E+002, 4.0715580E+001, 2.0900000E+001, 2.0900000E+001, 4.0903452E-002, 3.1574643E+001, 7.1285231E+000, 1.3405095E-002
 5.3010000E+001, 6.7103246E+000, 9.6391935E-001, 4.3615825E+002, 4.1359115E+001, 2.0900000E+001, 2.0900000E+001, 4.0897751E-002, 3.1567908E+001, 7.1217875E+000, 1.3532099E-002
 5.3510000E+001, 6.7034962E+000, 9.6293847E-001, 4.3635700E+002, 4.2008499E+001, 2.0900000E+001, 2.0900000E+001, 4.0891997E-002, 3.1561109E+001, 7.1149889E+000, 1.3656784E-002
 5.4010000E+001, 6.6966069E+000, 9.6194885E-001, 4.3654796E+002, 4.2664192E+001, 2.0900000E+001, 2.0900000E+001, 4.0886190E-002, 3.1554249E+001, 7.1081288E+000, 1.3778464E-002
 5.4510000E+001, 6.6896582E+000, 9.6095069E-001, 4.3673213E+002, 4.3326308E+001, 2.0900000E+001, 2.0900000E+001, 4.0880333E-002, 3.1547329E+001, 7.1012085E+000, 1.3897363E-002
 5.5010000E+001, 6.6826508E+000, 9.5994410E-001, 4.3691299E+002, 4.3994375E+001, 2.0900000E+001, 2.0900000E+001, 4.0874426E-002, 3.1540349E+001, 7.0942293E+000, 1.4014838E-002
 5.5510000E+001, 6.6755850E+000, 9.5892910E-001, 4.3709170E+002, 4.4668649E+001, 2.0900000E+001, 2.0900000E+001, 4.0868469E-002, 3.1533311E+001, 7.0871914E+000, 1.4131730E-002
 5.6010000E+001, 6.6684623E+000, 9.5790595E-001, 4.3726245E+002, 4.5349119E+001, 2.0900000E+001, 2.0900000E+001, 4.0862464E-002, 3.1526216E+001, 7.0800958E+000, 1.4245388E-002
 5.6510000E+001, 6.6612840E+000, 9.5687482E-001, 4.3742701E+002, 4.6035302E+001, 2.0900000E+001, 2.0900000E+001, 4.0856411E-002, 3.1519064E+001, 7.0729442E+000, 1.4356489E-002
 5.7010000E+001, 6.6540513E+000, 9.5583585E-001, 4.3758667E+002, 4.6727344E+001, 2.0900000E+001, 2.0900000E+001, 4.0850311E-002, 3.1511857E+001, 7.0657375E+000, 1.4465545E-002
 5.7510000E+001, 6.6467644E+000, 9.5478912E-001, 4.3774474E+002, 4.7425279E+001, 2.0900000E+001, 2.0900000E+001, 4.0844166E-002, 3.1504597E+001, 7.0584766E+000, 1.4573652E-002
 5.8010000E+001, 6.6394239E+000, 9.5373467E-001, 4.3790057E+002, 4.8128823E+001, 2.0900000E+001, 2.0900000E+001, 4.0837974E-002, 3.1497282E+001, 7.0511618E+000, 1.4681049E-002
 5.8510000E+001, 6.6320310E+000, 9.5267270E-001, 4.3804979E+002, 4.8837892E+001, 2.0900000E+001, 2.0900000E+001, 4.0831738E-002, 3.1489914E+001, 7.0437939E+000, 1.4785797E-002
 5.9010000E+001, 6.6245869E+000, 9.5160337E-001, 4.3819397E+002, 4.9552406E+001, 2.0900000E+001, 2.0900000E+001, 4.0825459E-002, 3.1482494E+001, 7.0363743E+000, 1.4888255E-002
 5.9510000E+001, 6.6170926E+000, 9.5052684E-001, 4.3833354E+002, 5.0272190E+001, 2.0900000E+001, 2.0900000E+001, 4.0819136E-002, 3.1475024E+001, 7.0289040E+000, 1.4988566E-002
 6.0010000E+001, 6.6095490E+000, 9.4944322E-001, 4.3846965E+002, 5.0997079E+001, 2.0900000E+001, 2.0900000E+001, 4.0812771E-002, 3.1467504E+001, 7.0213840E+000, 1.5087270E-002
 6.0510000E+001, 6.6019555E+000, 9.4835244E-001, 4.3860798E+002, 5.1727113E+001, 2.0900000E+001, 2.0900000E+001, 4.0806364E-002, 3.1459934E+001, 7.0138145E+000, 1.5186920E-002
 6.1010000E+001, 6.5943133E+000, 9.4725466E-001, 4.3874081E+002, 5.2462307E+001, 2.0900000E+001, 2.0900000E+001, 4.0799916E-002, 3.1452316E+001, 7.0061956E+000, 1.5284309E-002
 6.1510000E+001, 6.5866237E+000, 9.4615007E-001, 4.3886828E+002, 5.3202407E+001, 2.0900000E+001, 2.0900000E+001, 4.0793427E-002, 3.1444649E+001, 6.9985286E+000, 1.5379238E-002
 6.2010000E+001, 6.5788875E+000, 9.4503879E-001, 4.3899182E+002, 5.3947235E+001, 2.0900000E+001, 2.0900000E+001, 4.0786898E-002, 3.1436935E+001, 6.9908148E+000, 1.5472399E-002
 6.2510000E+001, 6.5711055E+000, 9.4392092E-001, 4.3911226E+002, 5.4696953E+001, 2.0900000E+001, 2.0900000E+001, 4.0780330E-002, 3.1429175E+001, 6.9830546E+000, 1.5564070E-002
