Time (s),Temperature (K),Weight (mg)
398,395.84,4.991
399,395.87,4.991
400,395.90,4.991
401,395.94,4.991
402,395.97,4.991
403,396.00,4.991
404,396.04,4.991
405,396.07,4.991
406,396.10,4.991
407,396.14,4.991
408,396.17,4.991
409,396.20,4.991
410,396.24,4.991
411,396.27,4.991
412,396.30,4.991
413,396.33,4.991
414,396.36,4.991
415,396.40,4.991
416,396.44,4.991
417,396.47,4.991
418,396.50,4.991
419,396.54,4.991
420,396.57,4.991
421,396.60,4.991
422,396.64,4.991
423,396.68,4.991
424,396.71,4.991
425,396.73,4.991
426,396.76,4.991
427,396.80,4.991
428,396.84,4.991
429,396.87,4.991
430,396.91,4.991
431,396.94,4.991
432,396.97,4.991
433,397.00,4.990
434,397.03,4.990
435,397.07,4.990
436,397.11,4.990
437,397.14,4.990
438,397.17,4.990
439,397.20,4.990
440,397.23,4.990
441,397.26,4.990
442,397.30,4.990
443,397.34,4.990
444,397.37,4.990
445,397.41,4.990
446,397.44,4.990
447,397.47,4.990
448,397.50,4.990
449,397.54,4.990
450,397.57,4.990
451,397.60,4.990
452,397.63,4.990
453,397.67,4.990
454,397.71,4.990
455,397.74,4.990
456,397.77,4.990
457,397.81,4.990
458,397.83,4.990
459,397.87,4.990
460,397.90,4.990
461,397.94,4.990
462,397.97,4.990
463,398.01,4.990
464,398.04,4.990
465,398.07,4.990
466,398.10,4.990
467,398.14,4.990
468,398.17,4.990
469,398.20,4.990
470,398.24,4.990
471,398.27,4.990
472,398.30,4.990
473,398.34,4.990
474,398.37,4.990
475,398.40,4.990
476,398.44,4.990
477,398.47,4.990
478,398.51,4.990
479,398.54,4.990
480,398.57,4.990
481,398.60,4.990
482,398.64,4.990
483,398.67,4.990
484,398.71,4.990
485,398.74,4.990
486,398.77,4.990
487,398.81,4.990
488,398.84,4.990
489,398.87,4.990
490,398.91,4.990
491,398.94,4.990
492,398.98,4.990
493,399.01,4.990
494,399.04,4.990
495,399.08,4.990
496,399.10,4.990
497,399.14,4.990
498,399.17,4.990
499,399.21,4.990
500,399.24,4.990
501,399.28,4.990
502,399.31,4.990
503,399.33,4.990
504,399.37,4.990
505,399.41,4.990
506,399.44,4.990
507,399.47,4.990
508,399.50,4.990
509,399.54,4.990
510,399.58,4.990
511,399.61,4.990
512,399.65,4.990
513,399.67,4.990
514,399.70,4.990
515,399.74,4.990
516,399.77,4.990
517,399.81,4.990
518,399.84,4.990
519,399.87,4.989
520,399.90,4.989
521,399.94,4.989
522,399.98,4.989
523,400.01,4.989
524,400.05,4.989
525,400.08,4.989
526,400.11,4.989
527,400.13,4.989
528,400.17,4.989
529,400.20,4.989
530,400.24,4.989
531,400.27,4.989
532,400.31,4.989
533,400.34,4.989
534,400.38,4.989
535,400.41,4.989
536,400.44,4.989
537,400.47,4.989
538,400.51,4.989
539,400.54,4.989
540,400.57,4.989
541,400.60,4.989
542,400.64,4.989
543,400.67,4.989
544,400.71,4.989
545,400.74,4.989
546,400.78,4.989
547,400.81,4.989
548,400.84,4.989
549,400.87,4.989
550,400.90,4.989
551,400.93,4.989
552,400.97,4.989
553,401.00,4.989
554,401.04,4.989
555,401.08,4.989
556,401.11,4.989
557,401.14,4.989
558,401.18,4.989
559,401.21,4.989
560,401.24,4.989
561,401.27,4.989
562,401.31,4.989
563,401.34,4.989
564,401.37,4.989
565,401.41,4.989
566,401.44,4.989
567,401.48,4.989
568,401.51,4.989
569,401.54,4.989
570,401.57,4.989
571,401.60,4.989
572,401.64,4.989
573,401.67,4.989
574,401.71,4.989
575,401.75,4.989
576,401.78,4.989
577,401.81,4.989
578,401.84,4.989
579,401.87,4.989
580,401.90,4.989
581,401.94,4.989
582,401.97,4.989
583,402.01,4.989
584,402.05,4.989
585,402.08,4.989
586,402.11,4.989
587,402.14,4.989
588,402.17,4.989
589,402.21,4.989
590,402.25,4.989
591,402.28,4.989
592,402.31,4.989
593,402.34,4.989
594,402.38,4.989
595,402.41,4.989
596,402.44,4.989
597,402.48,4.989
598,402.51,4.989
599,402.54,4.989
600,402.58,4.988
601,402.61,4.988
602,402.64,4.988
603,402.68,4.988
604,402.71,4.988
605,402.74,4.988
606,402.77,4.988
607,402.81,4.988
608,402.85,4.988
609,402.88,4.988
610,402.92,4.988
611,402.95,4.988
612,402.98,4.988
613,403.01,4.988
614,403.04,4.988
615,403.08,4.988
616,403.11,4.988
617,403.15,4.988
618,403.18,4.988
619,403.21,4.988
620,403.24,4.988
621,403.27,4.988
622,403.31,4.988
623,403.35,4.988
624,403.38,4.988
625,403.42,4.988
626,403.45,4.988
627,403.47,4.988
628,403.51,4.988
629,403.54,4.988
630,403.58,4.988
631,403.61,4.988
632,403.65,4.988
633,403.69,4.988
634,403.72,4.988
635,403.74,4.988
636,403.77,4.988
637,403.81,4.988
638,403.84,4.988
639,403.87,4.988
640,403.91,4.988
641,403.95,4.988
642,403.98,4.988
643,404.01,4.988
644,404.05,4.988
645,404.07,4.988
646,404.11,4.988
647,404.14,4.988
648,404.18,4.988
649,404.21,4.988
650,404.25,4.988
651,404.28,4.988
652,404.31,4.988
653,404.34,4.988
654,404.38,4.988
655,404.41,4.988
656,404.45,4.988
657,404.48,4.988
658,404.52,4.988
659,404.54,4.988
660,404.58,4.988
661,404.61,4.988
662,404.64,4.988
663,404.68,4.988
664,404.72,4.988
665,404.75,4.987
666,404.79,4.987
667,404.82,4.987
668,404.84,4.987
669,404.88,4.987
670,404.91,4.987
671,404.95,4.987
672,404.98,4.987
673,405.01,4.987
674,405.04,4.987
675,405.08,4.987
676,405.11,4.987
677,405.14,4.987
678,405.18,4.987
679,405.22,4.987
680,405.25,4.987
681,405.28,4.987
682,405.31,4.987
683,405.34,4.987
684,405.37,4.987
685,405.41,4.987
686,405.45,4.987
687,405.49,4.987
688,405.52,4.987
689,405.55,4.987
690,405.58,4.987
691,405.61,4.987
692,405.64,4.987
693,405.68,4.987
694,405.72,4.987
695,405.75,4.987
696,405.78,4.987
697,405.81,4.987
698,405.85,4.987
699,405.88,4.987
700,405.91,4.987
701,405.95,4.987
702,405.99,4.987
703,406.02,4.987
704,406.05,4.987
705,406.08,4.987
706,406.10,4.987
707,406.15,4.987
708,406.18,4.987
709,406.21,4.987
710,406.25,4.987
711,406.28,4.987
712,406.32,4.987
713,406.35,4.987
714,406.38,4.987
715,406.41,4.987
716,406.44,4.987
717,406.48,4.987
718,406.51,4.987
719,406.55,4.987
720,406.59,4.987
721,406.62,4.987
722,406.65,4.987
723,406.68,4.987
724,406.71,4.987
725,406.74,4.987
726,406.78,4.987
727,406.81,4.987
728,406.85,4.987
729,406.88,4.987
730,406.92,4.987
731,406.95,4.987
732,406.98,4.987
733,407.01,4.987
734,407.05,4.987
735,407.08,4.987
736,407.11,4.987
737,407.15,4.987
738,407.18,4.987
739,407.22,4.987
740,407.25,4.987
741,407.29,4.986
742,407.32,4.986
743,407.35,4.986
744,407.39,4.986
745,407.42,4.986
746,407.45,4.986
747,407.48,4.986
748,407.51,4.986
749,407.55,4.986
750,407.58,4.986
751,407.62,4.986
752,407.65,4.986
753,407.68,4.986
754,407.72,4.986
755,407.75,4.986
756,407.79,4.986
757,407.82,4.986
758,407.85,4.986
759,407.88,4.986
760,407.91,4.986
761,407.95,4.986
762,407.98,4.986
763,408.02,4.986
764,408.05,4.986
765,408.09,4.986
766,408.12,4.986
767,408.15,4.986
768,408.18,4.986
769,408.21,4.986
770,408.25,4.986
771,408.28,4.986
772,408.32,4.986
773,408.35,4.986
774,408.39,4.986
775,408.42,4.986
776,408.44,4.986
777,408.48,4.986
778,408.51,4.986
779,408.55,4.986
780,408.59,4.986
781,408.62,4.986
782,408.66,4.986
783,408.68,4.986
784,408.72,4.986
785,408.75,4.986
786,408.78,4.986
787,408.81,4.986
788,408.85,4.986
789,408.89,4.986
790,408.92,4.986
791,408.95,4.986
792,408.99,4.986
793,409.02,4.985
794,409.05,4.985
795,409.08,4.985
796,409.12,4.985
797,409.15,4.985
798,409.19,4.985
799,409.22,4.985
800,409.25,4.985
801,409.29,4.985
802,409.32,4.985
803,409.35,4.985
804,409.38,4.985
805,409.42,4.985
806,409.45,4.985
807,409.49,4.985
808,409.52,4.985
809,409.55,4.985
810,409.59,4.985
811,409.62,4.985
812,409.65,4.985
813,409.68,4.985
814,409.72,4.985
815,409.76,4.985
816,409.79,4.985
817,409.82,4.985
818,409.85,4.985
819,409.88,4.985
820,409.92,4.985
821,409.95,4.985
822,409.98,4.985
823,410.02,4.985
824,410.05,4.985
825,410.09,4.985
826,410.12,4.985
827,410.15,4.985
828,410.18,4.985
829,410.22,4.985
830,410.25,4.985
831,410.29,4.985
832,410.32,4.985
833,410.36,4.985
834,410.39,4.985
835,410.42,4.985
836,410.45,4.985
837,410.48,4.985
838,410.52,4.985
839,410.55,4.985
840,410.59,4.985
841,410.63,4.985
842,410.65,4.985
843,410.68,4.985
844,410.71,4.985
845,410.75,4.985
846,410.79,4.985
847,410.82,4.985
848,410.86,4.985
849,410.89,4.985
850,410.92,4.984
851,410.95,4.984
852,410.98,4.984
853,411.01,4.984
854,411.05,4.984
855,411.09,4.984
856,411.12,4.984
857,411.16,4.984
858,411.19,4.984
859,411.21,4.984
860,411.25,4.984
861,411.29,4.984
862,411.32,4.984
863,411.36,4.984
864,411.39,4.984
865,411.42,4.984
866,411.45,4.984
867,411.49,4.984
868,411.52,4.984
869,411.55,4.984
870,411.58,4.984
871,411.62,4.984
872,411.66,4.984
873,411.69,4.984
874,411.73,4.984
875,411.76,4.984
876,411.79,4.984
877,411.82,4.984
878,411.85,4.984
879,411.88,4.984
880,411.92,4.984
881,411.96,4.984
882,411.99,4.984
883,412.02,4.984
884,412.06,4.984
885,412.09,4.984
886,412.12,4.984
887,412.15,4.984
888,412.18,4.984
889,412.22,4.984
890,412.26,4.984
891,412.30,4.984
892,412.33,4.984
893,412.36,4.984
894,412.39,4.984
895,412.42,4.984
896,412.45,4.984
897,412.49,4.984
898,412.52,4.984
899,412.56,4.984
900,412.59,4.984
901,412.62,4.984
902,412.66,4.984
903,412.69,4.983
904,412.72,4.983
905,412.75,4.983
906,412.78,4.983
907,412.82,4.983
908,412.86,4.983
909,412.89,4.983
910,412.93,4.983
911,412.96,4.983
912,412.99,4.983
913,413.03,4.983
914,413.06,4.983
915,413.09,4.983
916,413.12,4.983
917,413.15,4.983
918,413.19,4.983
919,413.23,4.983
920,413.27,4.983
921,413.29,4.983
922,413.32,4.983
923,413.35,4.983
924,413.39,4.983
925,413.43,4.983
926,413.46,4.983
927,413.49,4.983
928,413.52,4.983
929,413.55,4.983
930,413.59,4.983
931,413.62,4.983
932,413.66,4.983
933,413.69,4.983
934,413.72,4.983
935,413.76,4.983
936,413.79,4.983
937,413.82,4.983
938,413.86,4.983
939,413.89,4.983
940,413.93,4.983
941,413.96,4.983
942,414.00,4.983
943,414.02,4.983
944,414.05,4.983
945,414.09,4.983
946,414.13,4.983
947,414.16,4.983
948,414.20,4.983
949,414.23,4.983
950,414.26,4.983
951,414.29,4.983
952,414.32,4.983
953,414.35,4.983
954,414.39,4.982
955,414.42,4.982
956,414.46,4.982
957,414.49,4.982
958,414.53,4.982
959,414.56,4.982
960,414.59,4.982
961,414.62,4.982
962,414.66,4.982
963,414.69,4.982
964,414.73,4.982
965,414.76,4.982
966,414.79,4.982
967,414.82,4.982
968,414.86,4.982
969,414.89,4.982
970,414.93,4.982
971,414.96,4.982
972,414.99,4.982
973,415.02,4.982
974,415.06,4.982
975,415.09,4.982
976,415.13,4.982
977,415.16,4.982
978,415.19,4.982
979,415.22,4.982
980,415.26,4.982
981,415.29,4.982
982,415.32,4.982
983,415.37,4.982
984,415.39,4.982
985,415.43,4.982
986,415.45,4.982
987,415.49,4.982
988,415.52,4.982
989,415.56,4.982
990,415.59,4.982
991,415.63,4.982
992,415.66,4.981
993,415.69,4.981
994,415.72,4.981
995,415.76,4.981
996,415.79,4.981
997,415.82,4.981
998,415.86,4.981
999,415.89,4.981
1000,415.92,4.981
1001,415.96,4.981
1002,415.99,4.981
1003,416.03,4.981
1004,416.06,4.981
1005,416.09,4.981
1006,416.12,4.981
1007,416.16,4.981
1008,416.20,4.981
1009,416.23,4.981
1010,416.26,4.981
1011,416.29,4.981
1012,416.32,4.981
1013,416.36,4.981
1014,416.39,4.981
1015,416.43,4.981
1016,416.46,4.981
1017,416.50,4.981
1018,416.53,4.981
1019,416.56,4.981
1020,416.59,4.981
1021,416.63,4.981
1022,416.66,4.981
1023,416.69,4.981
1024,416.73,4.981
1025,416.76,4.981
1026,416.79,4.981
1027,416.83,4.981
1028,416.86,4.981
1029,416.90,4.981
1030,416.93,4.981
1031,416.96,4.981
1032,416.99,4.981
1033,417.03,4.981
1034,417.06,4.981
1035,417.09,4.980
1036,417.13,4.980
1037,417.16,4.980
1038,417.20,4.980
1039,417.23,4.980
1040,417.26,4.980
1041,417.30,4.980
1042,417.33,4.980
1043,417.36,4.980
1044,417.39,4.980
1045,417.43,4.980
1046,417.46,4.980
1047,417.50,4.980
1048,417.53,4.980
1049,417.56,4.980
1050,417.59,4.980
1051,417.63,4.980
1052,417.66,4.980
1053,417.69,4.980
1054,417.73,4.980
1055,417.76,4.980
1056,417.80,4.980
1057,417.83,4.980
1058,417.86,4.980
1059,417.90,4.980
1060,417.93,4.980
1061,417.96,4.980
1062,417.99,4.980
1063,418.03,4.980
1064,418.06,4.980
1065,418.11,4.980
1066,418.14,4.980
1067,418.17,4.980
1068,418.20,4.980
1069,418.23,4.980
1070,418.26,4.980
1071,418.30,4.980
1072,418.33,4.980
1073,418.37,4.980
1074,418.40,4.980
1075,418.43,4.980
1076,418.46,4.980
1077,418.50,4.980
1078,418.53,4.980
1079,418.56,4.980
1080,418.60,4.980
1081,418.63,4.980
1082,418.66,4.979
1083,418.69,4.979
1084,418.73,4.979
1085,418.77,4.979
1086,418.80,4.979
1087,418.83,4.979
1088,418.86,4.979
1089,418.90,4.979
1090,418.93,4.979
1091,418.97,4.979
1092,419.00,4.979
1093,419.03,4.979
1094,419.07,4.979
1095,419.10,4.979
1096,419.13,4.979
1097,419.17,4.979
1098,419.20,4.979
1099,419.23,4.979
1100,419.26,4.979
1101,419.30,4.979
1102,419.33,4.979
1103,419.37,4.979
1104,419.40,4.979
1105,419.43,4.979
1106,419.47,4.979
1107,419.49,4.979
1108,419.53,4.979
1109,419.56,4.979
1110,419.60,4.979
1111,419.63,4.979
1112,419.67,4.978
1113,419.70,4.978
1114,419.74,4.978
1115,419.77,4.978
1116,419.80,4.978
1117,419.83,4.978
1118,419.86,4.978
1119,419.89,4.978
1120,419.93,4.978
1121,419.96,4.978
1122,420.00,4.978
1123,420.04,4.978
1124,420.07,4.978
1125,420.10,4.978
1126,420.13,4.978
1127,420.16,4.978
1128,420.20,4.978
1129,420.23,4.978
1130,420.27,4.978
1131,420.30,4.978
1132,420.33,4.978
1133,420.37,4.978
1134,420.40,4.978
1135,420.43,4.978
1136,420.46,4.978
1137,420.49,4.978
1138,420.53,4.978
1139,420.57,4.978
1140,420.60,4.978
1141,420.63,4.978
1142,420.66,4.978
1143,420.70,4.978
1144,420.73,4.978
1145,420.77,4.977
1146,420.80,4.977
1147,420.83,4.977
1148,420.87,4.977
1149,420.90,4.977
1150,420.93,4.977
1151,420.97,4.977
1152,421.00,4.977
1153,421.04,4.977
1154,421.07,4.977
1155,421.10,4.977
1156,421.13,4.977
1157,421.17,4.977
1158,421.20,4.977
1159,421.23,4.977
1160,421.27,4.977
1161,421.30,4.977
1162,421.34,4.977
1163,421.37,4.977
1164,421.40,4.977
1165,421.44,4.977
1166,421.47,4.977
1167,421.50,4.977
1168,421.53,4.977
1169,421.57,4.977
1170,421.61,4.977
1171,421.63,4.977
1172,421.67,4.977
1173,421.70,4.977
1174,421.74,4.977
1175,421.77,4.977
1176,421.81,4.977
1177,421.84,4.977
1178,421.87,4.977
1179,421.90,4.977
1180,421.93,4.977
1181,421.96,4.977
1182,422.00,4.977
1183,422.04,4.977
1184,422.07,4.977
1185,422.10,4.976
1186,422.13,4.976
1187,422.16,4.976
1188,422.20,4.976
1189,422.23,4.976
1190,422.27,4.976
1191,422.30,4.976
1192,422.34,4.976
1193,422.37,4.976
1194,422.40,4.976
1195,422.44,4.976
1196,422.47,4.976
1197,422.50,4.976
1198,422.53,4.976
1199,422.57,4.976
1200,422.60,4.976
1201,422.64,4.976
1202,422.67,4.976
1203,422.70,4.976
1204,422.73,4.976
1205,422.77,4.976
1206,422.80,4.976
1207,422.84,4.976
1208,422.87,4.976
1209,422.90,4.976
1210,422.94,4.976
1211,422.97,4.976
1212,423.01,4.976
1213,423.04,4.976
1214,423.08,4.975
1215,423.11,4.975
1216,423.14,4.975
1217,423.17,4.975
1218,423.20,4.975
1219,423.24,4.975
1220,423.27,4.975
1221,423.31,4.975
1222,423.34,4.975
1223,423.37,4.975
1224,423.40,4.975
1225,423.44,4.975
1226,423.47,4.975
1227,423.51,4.975
1228,423.53,4.975
1229,423.57,4.975
1230,423.61,4.975
1231,423.64,4.975
1232,423.67,4.975
1233,423.71,4.975
1234,423.74,4.975
1235,423.77,4.975
1236,423.80,4.975
1237,423.84,4.975
1238,423.88,4.975
1239,423.90,4.975
1240,423.94,4.975
1241,423.97,4.975
1242,424.00,4.975
1243,424.04,4.975
1244,424.07,4.975
1245,424.11,4.975
1246,424.14,4.975
1247,424.17,4.975
1248,424.20,4.974
1249,424.24,4.974
1250,424.28,4.974
1251,424.31,4.974
1252,424.34,4.974
1253,424.37,4.974
1254,424.41,4.974
1255,424.43,4.974
1256,424.47,4.974
1257,424.50,4.974
1258,424.54,4.974
1259,424.58,4.974
1260,424.60,4.974
1261,424.64,4.974
1262,424.67,4.974
1263,424.71,4.974
1264,424.74,4.974
1265,424.78,4.974
1266,424.81,4.974
1267,424.84,4.974
1268,424.87,4.974
1269,424.90,4.974
1270,424.94,4.974
1271,424.98,4.974
1272,425.01,4.974
1273,425.04,4.974
1274,425.07,4.974
1275,425.10,4.974
1276,425.14,4.974
1277,425.17,4.974
1278,425.21,4.974
1279,425.24,4.973
1280,425.27,4.973
1281,425.30,4.973
1282,425.34,4.973
1283,425.37,4.973
1284,425.40,4.973
1285,425.44,4.973
1286,425.48,4.973
1287,425.51,4.973
1288,425.54,4.973
1289,425.57,4.973
1290,425.61,4.973
1291,425.64,4.973
1292,425.67,4.973
1293,425.70,4.973
1294,425.74,4.973
1295,425.78,4.973
1296,425.81,4.973
1297,425.85,4.973
1298,425.88,4.973
1299,425.91,4.973
1300,425.94,4.973
1301,425.97,4.973
1302,426.00,4.973
1303,426.04,4.973
1304,426.07,4.973
1305,426.11,4.973
1306,426.14,4.973
1307,426.17,4.973
1308,426.21,4.973
1309,426.24,4.972
1310,426.27,4.972
1311,426.30,4.972
1312,426.34,4.972
1313,426.37,4.972
1314,426.41,4.972
1315,426.45,4.972
1316,426.48,4.972
1317,426.51,4.972
1318,426.54,4.972
1319,426.57,4.972
1320,426.61,4.972
1321,426.64,4.972
1322,426.68,4.972
1323,426.71,4.972
1324,426.74,4.972
1325,426.77,4.972
1326,426.81,4.972
1327,426.84,4.972
1328,426.87,4.972
1329,426.91,4.972
1330,426.95,4.972
1331,426.98,4.972
1332,427.01,4.972
1333,427.04,4.972
1334,427.08,4.971
1335,427.11,4.971
1336,427.14,4.971
1337,427.17,4.971
1338,427.21,4.971
1339,427.24,4.971
1340,427.27,4.971
1341,427.30,4.971
1342,427.34,4.971
1343,427.38,4.971
1344,427.41,4.971
1345,427.44,4.971
1346,427.48,4.971
1347,427.51,4.971
1348,427.54,4.971
1349,427.58,4.971
1350,427.61,4.971
1351,427.64,4.971
1352,427.68,4.971
1353,427.71,4.971
1354,427.74,4.971
1355,427.78,4.971
1356,427.81,4.971
1357,427.84,4.971
1358,427.88,4.971
1359,427.91,4.971
