Time (s),Sample Temperature (K),Weight (mg)
18771,1008.51,0.776
18772,1008.55,0.776
18773,1008.58,0.776
18774,1008.62,0.776
18775,1008.65,0.776
18776,1008.69,0.776
18777,1008.72,0.776
18778,1008.75,0.776
18779,1008.78,0.776
18780,1008.82,0.776
18781,1008.85,0.776
18782,1008.88,0.776
18783,1008.92,0.776
18784,1008.95,0.776
18785,1008.98,0.776
18786,1009.01,0.776
18787,1009.05,0.776
18788,1009.08,0.776
18789,1009.11,0.776
18790,1009.16,0.776
18791,1009.19,0.776
18792,1009.22,0.776
18793,1009.25,0.776
18794,1009.29,0.776
18795,1009.32,0.776
18796,1009.35,0.776
18797,1009.39,0.776
18798,1009.42,0.776
18799,1009.45,0.776
18800,1009.49,0.776
18801,1009.52,0.776
18802,1009.55,0.776
18803,1009.58,0.776
18804,1009.62,0.776
18805,1009.66,0.776
18806,1009.69,0.776
18807,1009.72,0.776
18808,1009.75,0.775
18809,1009.79,0.775
18810,1009.82,0.775
18811,1009.85,0.775
18812,1009.89,0.775
18813,1009.92,0.775
18814,1009.95,0.775
18815,1009.99,0.775
18816,1010.02,0.775
18817,1010.05,0.775
18818,1010.08,0.775
18819,1010.13,0.775
18820,1010.15,0.775
18821,1010.18,0.775
18822,1010.21,0.775
18823,1010.26,0.775
18824,1010.29,0.775
18825,1010.32,0.775
18826,1010.36,0.775
18827,1010.39,0.775
18828,1010.42,0.775
18829,1010.45,0.775
18830,1010.49,0.775
18831,1010.52,0.775
18832,1010.56,0.775
18833,1010.59,0.775
18834,1010.61,0.775
18835,1010.65,0.775
18836,1010.69,0.775
18837,1010.72,0.775
18838,1010.75,0.775
18839,1010.79,0.775
18840,1010.82,0.775
18841,1010.86,0.775
18842,1010.88,0.775
18843,1010.91,0.775
18844,1010.95,0.775
18845,1010.98,0.775
18846,1011.01,0.774
18847,1011.05,0.774
18848,1011.08,0.774
18849,1011.12,0.774
18850,1011.15,0.774
18851,1011.19,0.774
18852,1011.22,0.774
18853,1011.25,0.774
18854,1011.28,0.774
18855,1011.31,0.774
18856,1011.35,0.774
18857,1011.38,0.774
18858,1011.42,0.774
18859,1011.46,0.774
18860,1011.49,0.774
18861,1011.52,0.774
18862,1011.55,0.774
18863,1011.59,0.774
18864,1011.62,0.774
18865,1011.65,0.774
18866,1011.69,0.774
18867,1011.71,0.774
18868,1011.75,0.774
18869,1011.79,0.774
18870,1011.82,0.774
18871,1011.85,0.774
18872,1011.88,0.774
18873,1011.92,0.774
18874,1011.95,0.774
18875,1011.99,0.774
18876,1012.02,0.774
18877,1012.05,0.774
18878,1012.09,0.774
18879,1012.12,0.774
18880,1012.15,0.774
18881,1012.19,0.774
18882,1012.22,0.774
18883,1012.26,0.774
18884,1012.28,0.774
18885,1012.32,0.774
18886,1012.35,0.774
18887,1012.39,0.774
18888,1012.42,0.774
18889,1012.45,0.774
18890,1012.48,0.774
18891,1012.52,0.774
18892,1012.55,0.774
18893,1012.58,0.774
18894,1012.62,0.774
18895,1012.65,0.774
18896,1012.69,0.774
18897,1012.72,0.774
18898,1012.75,0.774
18899,1012.79,0.774
18900,1012.82,0.774
18901,1012.85,0.774
18902,1012.89,0.774
18903,1012.92,0.774
18904,1012.95,0.774
18905,1012.98,0.774
18906,1013.02,0.774
18907,1013.05,0.774
18908,1013.09,0.774
18909,1013.12,0.774
18910,1013.15,0.774
18911,1013.19,0.774
18912,1013.22,0.774
18913,1013.25,0.774
18914,1013.28,0.774
18915,1013.31,0.774
18916,1013.35,0.774
18917,1013.39,0.774
18918,1013.42,0.774
18919,1013.44,0.773
18920,1013.48,0.773
18921,1013.52,0.773
18922,1013.56,0.773
18923,1013.59,0.773
18924,1013.62,0.773
18925,1013.65,0.773
18926,1013.68,0.773
18927,1013.72,0.773
18928,1013.75,0.773
18929,1013.78,0.773
18930,1013.81,0.773
18931,1013.84,0.773
18932,1013.88,0.773
18933,1013.92,0.773
18934,1013.95,0.773
18935,1013.98,0.773
18936,1014.02,0.773
18937,1014.06,0.773
18938,1014.09,0.773
18939,1014.12,0.773
18940,1014.15,0.773
18941,1014.18,0.773
18942,1014.22,0.773
18943,1014.25,0.773
18944,1014.29,0.773
18945,1014.32,0.773
18946,1014.35,0.773
18947,1014.38,0.773
18948,1014.42,0.773
18949,1014.45,0.773
18950,1014.48,0.773
18951,1014.52,0.773
18952,1014.55,0.773
18953,1014.58,0.773
18954,1014.62,0.773
18955,1014.65,0.773
18956,1014.69,0.773
18957,1014.72,0.773
18958,1014.75,0.773
18959,1014.79,0.773
18960,1014.82,0.773
18961,1014.85,0.773
18962,1014.89,0.773
18963,1014.92,0.773
18964,1014.95,0.773
18965,1014.99,0.773
18966,1015.02,0.773
18967,1015.05,0.773
18968,1015.08,0.773
18969,1015.12,0.773
18970,1015.15,0.773
18971,1015.19,0.773
18972,1015.22,0.773
18973,1015.26,0.773
18974,1015.28,0.773
18975,1015.32,0.773
18976,1015.35,0.773
18977,1015.39,0.773
18978,1015.42,0.773
18979,1015.46,0.773
18980,1015.48,0.773
18981,1015.51,0.772
18982,1015.54,0.772
18983,1015.58,0.772
18984,1015.61,0.772
18985,1015.65,0.772
18986,1015.69,0.772
18987,1015.72,0.772
18988,1015.76,0.772
18989,1015.79,0.772
18990,1015.82,0.772
18991,1015.85,0.772
18992,1015.88,0.772
18993,1015.91,0.772
18994,1015.95,0.772
18995,1015.98,0.772
18996,1016.01,0.772
18997,1016.05,0.772
18998,1016.09,0.772
18999,1016.12,0.772
19000,1016.16,0.772
19001,1016.19,0.772
19002,1016.22,0.772
19003,1016.25,0.772
19004,1016.29,0.772
19005,1016.32,0.772
19006,1016.35,0.772
19007,1016.38,0.772
19008,1016.42,0.772
19009,1016.45,0.772
19010,1016.48,0.772
19011,1016.52,0.772
19012,1016.55,0.772
19013,1016.58,0.772
19014,1016.62,0.772
19015,1016.65,0.772
19016,1016.69,0.772
19017,1016.72,0.772
19018,1016.75,0.772
19019,1016.79,0.772
19020,1016.82,0.772
19021,1016.85,0.772
19022,1016.89,0.772
19023,1016.92,0.772
19024,1016.95,0.772
19025,1016.99,0.772
19026,1017.02,0.772
19027,1017.05,0.772
19028,1017.09,0.772
19029,1017.12,0.772
19030,1017.15,0.772
19031,1017.19,0.772
19032,1017.21,0.772
19033,1017.25,0.772
19034,1017.29,0.772
19035,1017.32,0.772
19036,1017.35,0.772
19037,1017.39,0.772
19038,1017.42,0.772
19039,1017.45,0.772
19040,1017.48,0.772
19041,1017.53,0.772
19042,1017.55,0.772
19043,1017.58,0.772
19044,1017.62,0.772
19045,1017.66,0.772
19046,1017.69,0.772
19047,1017.72,0.772
19048,1017.75,0.772
19049,1017.79,0.772
19050,1017.82,0.772
19051,1017.85,0.772
19052,1017.88,0.772
19053,1017.92,0.772
19054,1017.96,0.772
19055,1017.98,0.772
19056,1018.01,0.772
19057,1018.05,0.772
19058,1018.08,0.772
19059,1018.12,0.772
19060,1018.15,0.771
19061,1018.19,0.771
19062,1018.22,0.771
19063,1018.25,0.771
19064,1018.28,0.771
19065,1018.32,0.771
19066,1018.35,0.771
19067,1018.38,0.771
19068,1018.41,0.771
19069,1018.45,0.771
19070,1018.49,0.771
19071,1018.52,0.771
19072,1018.55,0.771
19073,1018.59,0.771
19074,1018.62,0.771
19075,1018.65,0.771
19076,1018.68,0.771
19077,1018.72,0.771
19078,1018.75,0.771
19079,1018.79,0.771
19080,1018.81,0.771
19081,1018.85,0.771
19082,1018.89,0.771
19083,1018.92,0.771
19084,1018.95,0.771
19085,1018.99,0.771
19086,1019.02,0.771
19087,1019.05,0.771
19088,1019.09,0.771
19089,1019.12,0.771
19090,1019.15,0.771
19091,1019.18,0.771
19092,1019.22,0.771
19093,1019.26,0.771
19094,1019.29,0.771
19095,1019.31,0.771
19096,1019.36,0.771
19097,1019.39,0.771
19098,1019.42,0.771
19099,1019.45,0.771
19100,1019.49,0.771
19101,1019.52,0.771
19102,1019.55,0.771
19103,1019.58,0.771
19104,1019.62,0.771
19105,1019.65,0.771
19106,1019.68,0.771
19107,1019.72,0.771
19108,1019.75,0.771
19109,1019.79,0.771
19110,1019.82,0.771
19111,1019.85,0.771
19112,1019.89,0.771
19113,1019.92,0.771
19114,1019.95,0.771
19115,1019.99,0.771
19116,1020.02,0.771
19117,1020.06,0.771
19118,1020.08,0.771
19119,1020.12,0.771
19120,1020.15,0.771
19121,1020.19,0.771
19122,1020.22,0.771
19123,1020.25,0.770
19124,1020.28,0.770
19125,1020.32,0.770
19126,1020.36,0.770
19127,1020.39,0.770
19128,1020.42,0.770
19129,1020.45,0.770
19130,1020.48,0.770
19131,1020.52,0.770
19132,1020.55,0.770
19133,1020.58,0.770
19134,1020.61,0.770
19135,1020.65,0.770
19136,1020.68,0.770
19137,1020.71,0.770
19138,1020.75,0.770
19139,1020.79,0.770
19140,1020.82,0.770
19141,1020.85,0.770
19142,1020.89,0.770
19143,1020.92,0.770
19144,1020.95,0.770
19145,1020.98,0.770
19146,1021.02,0.770
19147,1021.05,0.770
19148,1021.08,0.770
19149,1021.12,0.770
19150,1021.16,0.770
19151,1021.18,0.770
19152,1021.22,0.770
19153,1021.25,0.770
19154,1021.28,0.770
19155,1021.32,0.770
19156,1021.35,0.770
19157,1021.38,0.770
19158,1021.42,0.770
19159,1021.45,0.770
19160,1021.49,0.770
19161,1021.52,0.770
19162,1021.55,0.770
19163,1021.59,0.770
19164,1021.62,0.770
19165,1021.65,0.770
19166,1021.69,0.770
19167,1021.72,0.770
19168,1021.75,0.770
19169,1021.78,0.770
19170,1021.82,0.770
19171,1021.85,0.770
19172,1021.88,0.770
19173,1021.92,0.770
19174,1021.95,0.769
19175,1021.98,0.769
19176,1022.02,0.769
19177,1022.05,0.769
19178,1022.09,0.769
19179,1022.12,0.769
19180,1022.15,0.769
19181,1022.19,0.769
19182,1022.22,0.769
19183,1022.25,0.769
19184,1022.29,0.769
19185,1022.31,0.769
19186,1022.34,0.769
19187,1022.38,0.769
19188,1022.42,0.769
19189,1022.46,0.769
19190,1022.49,0.769
19191,1022.52,0.769
19192,1022.55,0.769
19193,1022.58,0.769
19194,1022.62,0.769
19195,1022.66,0.769
19196,1022.69,0.769
19197,1022.72,0.769
19198,1022.76,0.769
19199,1022.79,0.769
19200,1022.82,0.769
19201,1022.85,0.769
19202,1022.88,0.770
19203,1022.91,0.770
19204,1022.95,0.770
19205,1022.98,0.770
19206,1023.02,0.770
19207,1023.05,0.770
19208,1023.08,0.770
19209,1023.12,0.770
19210,1023.15,0.770
19211,1023.19,0.770
19212,1023.22,0.770
19213,1023.25,0.770
19214,1023.28,0.770
19215,1023.32,0.770
19216,1023.35,0.770
19217,1023.38,0.769
19218,1023.42,0.769
19219,1023.46,0.769
19220,1023.49,0.769
19221,1023.51,0.769
19222,1023.55,0.769
19223,1023.59,0.769
19224,1023.62,0.769
19225,1023.65,0.769
19226,1023.69,0.769
19227,1023.72,0.769
19228,1023.75,0.769
19229,1023.79,0.769
19230,1023.82,0.769
19231,1023.85,0.769
19232,1023.89,0.768
19233,1023.92,0.768
19234,1023.95,0.768
19235,1023.99,0.768
19236,1024.02,0.768
19237,1024.05,0.768
19238,1024.09,0.768
19239,1024.12,0.768
19240,1024.15,0.768
19241,1024.19,0.768
19242,1024.22,0.768
19243,1024.25,0.768
19244,1024.28,0.768
19245,1024.33,0.768
19246,1024.35,0.768
19247,1024.38,0.768
19248,1024.42,0.768
19249,1024.46,0.768
19250,1024.48,0.768
19251,1024.52,0.768
19252,1024.55,0.768
19253,1024.59,0.768
19254,1024.62,0.768
19255,1024.65,0.768
19256,1024.69,0.768
19257,1024.72,0.768
19258,1024.75,0.768
19259,1024.78,0.768
19260,1024.82,0.768
19261,1024.86,0.768
19262,1024.89,0.768
19263,1024.92,0.768
19264,1024.95,0.768
19265,1024.99,0.768
19266,1025.02,0.768
19267,1025.05,0.768
19268,1025.09,0.768
19269,1025.12,0.768
19270,1025.15,0.768
19271,1025.18,0.768
19272,1025.21,0.768
19273,1025.25,0.768
19274,1025.28,0.768
19275,1025.31,0.768
19276,1025.35,0.768
19277,1025.38,0.768
19278,1025.41,0.768
19279,1025.45,0.768
19280,1025.49,0.768
19281,1025.51,0.768
19282,1025.55,0.768
19283,1025.59,0.768
19284,1025.62,0.768
19285,1025.65,0.768
19286,1025.69,0.768
19287,1025.72,0.768
19288,1025.75,0.768
19289,1025.78,0.768
19290,1025.82,0.768
19291,1025.86,0.768
19292,1025.89,0.768
19293,1025.91,0.768
19294,1025.95,0.768
19295,1025.99,0.768
19296,1026.02,0.768
19297,1026.05,0.768
19298,1026.09,0.768
19299,1026.12,0.768
19300,1026.15,0.768
19301,1026.19,0.768
19302,1026.22,0.768
19303,1026.25,0.768
19304,1026.29,0.768
19305,1026.32,0.768
19306,1026.35,0.768
19307,1026.38,0.767
19308,1026.42,0.767
19309,1026.45,0.767
19310,1026.48,0.767
19311,1026.52,0.767
19312,1026.55,0.767
19313,1026.58,0.767
19314,1026.62,0.767
19315,1026.65,0.767
19316,1026.68,0.767
19317,1026.72,0.767
19318,1026.76,0.767
19319,1026.78,0.767
19320,1026.81,0.767
19321,1026.85,0.767
19322,1026.89,0.767
19323,1026.92,0.767
19324,1026.96,0.767
19325,1026.99,0.767
19326,1027.02,0.767
19327,1027.05,0.767
19328,1027.09,0.767
19329,1027.12,0.767
19330,1027.15,0.767
19331,1027.19,0.767
19332,1027.22,0.767
19333,1027.25,0.767
19334,1027.29,0.767
19335,1027.32,0.767
19336,1027.35,0.767
19337,1027.39,0.767
19338,1027.42,0.767
19339,1027.45,0.767
19340,1027.48,0.767
19341,1027.51,0.767
19342,1027.55,0.767
19343,1027.58,0.767
19344,1027.61,0.767
19345,1027.65,0.767
19346,1027.69,0.767
19347,1027.72,0.767
19348,1027.75,0.767
19349,1027.79,0.767
19350,1027.82,0.767
19351,1027.85,0.767
19352,1027.88,0.767
19353,1027.92,0.767
19354,1027.95,0.767
19355,1027.99,0.767
19356,1028.02,0.767
19357,1028.05,0.767
19358,1028.09,0.767
19359,1028.12,0.767
19360,1028.15,0.767
19361,1028.19,0.767
19362,1028.22,0.767
19363,1028.25,0.767
19364,1028.29,0.767
19365,1028.32,0.767
19366,1028.35,0.767
19367,1028.38,0.767
19368,1028.42,0.767
19369,1028.45,0.767
19370,1028.48,0.767
19371,1028.52,0.767
19372,1028.55,0.767
19373,1028.59,0.767
19374,1028.63,0.767
19375,1028.65,0.767
19376,1028.68,0.767
19377,1028.72,0.767
19378,1028.76,0.767
19379,1028.78,0.766
19380,1028.81,0.766
19381,1028.85,0.766
19382,1028.89,0.766
19383,1028.92,0.766
19384,1028.95,0.766
19385,1028.99,0.766
19386,1029.02,0.766
19387,1029.05,0.766
19388,1029.08,0.766
19389,1029.12,0.766
19390,1029.16,0.766
19391,1029.18,0.766
19392,1029.22,0.766
19393,1029.25,0.766
19394,1029.29,0.766
19395,1029.32,0.766
19396,1029.35,0.766
19397,1029.39,0.766
19398,1029.42,0.766
19399,1029.46,0.766
19400,1029.49,0.766
19401,1029.52,0.766
19402,1029.54,0.766
19403,1029.58,0.766
19404,1029.61,0.766
19405,1029.65,0.766
19406,1029.68,0.766
19407,1029.71,0.766
19408,1029.75,0.766
19409,1029.78,0.766
19410,1029.82,0.766
19411,1029.85,0.766
19412,1029.89,0.766
19413,1029.92,0.766
19414,1029.95,0.766
19415,1029.99,0.766
19416,1030.02,0.766
19417,1030.06,0.766
19418,1030.09,0.766
19419,1030.12,0.766
19420,1030.15,0.766
19421,1030.19,0.766
19422,1030.22,0.766
19423,1030.25,0.766
19424,1030.28,0.766
19425,1030.33,0.766
19426,1030.36,0.766
19427,1030.38,0.766
19428,1030.42,0.766
19429,1030.46,0.766
19430,1030.49,0.766
19431,1030.51,0.766
19432,1030.55,0.766
19433,1030.59,0.766
19434,1030.62,0.766
19435,1030.65,0.766
19436,1030.69,0.766
19437,1030.72,0.766
19438,1030.75,0.766
19439,1030.78,0.766
19440,1030.82,0.766
19441,1030.85,0.766
19442,1030.88,0.766
19443,1030.92,0.766
19444,1030.95,0.765
19445,1030.99,0.765
19446,1031.02,0.765
19447,1031.05,0.765
19448,1031.09,0.765
19449,1031.12,0.765
19450,1031.15,0.765
19451,1031.18,0.765
19452,1031.22,0.765
19453,1031.25,0.765
19454,1031.28,0.765
19455,1031.32,0.765
19456,1031.36,0.765
19457,1031.38,0.765
19458,1031.41,0.765
19459,1031.45,0.765
19460,1031.48,0.765
19461,1031.52,0.765
19462,1031.56,0.765
19463,1031.59,0.765
19464,1031.62,0.765
19465,1031.65,0.765
19466,1031.69,0.765
19467,1031.72,0.765
19468,1031.75,0.765
19469,1031.79,0.765
19470,1031.82,0.765
19471,1031.85,0.765
19472,1031.88,0.765
19473,1031.91,0.765
19474,1031.95,0.765
19475,1031.98,0.765
19476,1032.02,0.765
19477,1032.05,0.765
19478,1032.08,0.765
19479,1032.12,0.765
19480,1032.15,0.765
19481,1032.18,0.765
19482,1032.22,0.765
19483,1032.25,0.765
19484,1032.29,0.765
19485,1032.32,0.765
19486,1032.35,0.765
19487,1032.39,0.765
19488,1032.42,0.765
19489,1032.45,0.765
19490,1032.49,0.765
19491,1032.52,0.765
19492,1032.55,0.765
19493,1032.58,0.765
19494,1032.62,0.765
19495,1032.65,0.765
19496,1032.68,0.765
19497,1032.72,0.765
19498,1032.75,0.765
19499,1032.79,0.765
19500,1032.82,0.765
19501,1032.85,0.765
19502,1032.89,0.765
19503,1032.92,0.765
19504,1032.95,0.765
19505,1032.99,0.765
19506,1033.02,0.765
19507,1033.05,0.765
19508,1033.09,0.765
19509,1033.12,0.765
19510,1033.15,0.765
19511,1033.19,0.765
19512,1033.22,0.765
19513,1033.25,0.765
19514,1033.28,0.765
19515,1033.33,0.765
19516,1033.35,0.765
19517,1033.38,0.765
19518,1033.42,0.765
19519,1033.46,0.765
19520,1033.49,0.765
19521,1033.52,0.765
19522,1033.55,0.765
19523,1033.59,0.765
19524,1033.62,0.765
19525,1033.65,0.765
19526,1033.69,0.765
19527,1033.72,0.765
19528,1033.75,0.764
19529,1033.78,0.764
19530,1033.82,0.764
19531,1033.85,0.764
19532,1033.88,0.764
19533,1033.92,0.764
19534,1033.95,0.764
19535,1033.98,0.764
19536,1034.02,0.764
19537,1034.05,0.764
19538,1034.08,0.764
19539,1034.11,0.764
19540,1034.15,0.764
19541,1034.18,0.764
19542,1034.22,0.764
19543,1034.25,0.764
19544,1034.28,0.764
19545,1034.31,0.764
19546,1034.35,0.764
19547,1034.39,0.764
19548,1034.42,0.764
19549,1034.45,0.764
19550,1034.49,0.764
19551,1034.52,0.764
19552,1034.55,0.764
19553,1034.58,0.764
19554,1034.62,0.764
19555,1034.66,0.764
19556,1034.68,0.764
19557,1034.71,0.764
19558,1034.75,0.764
19559,1034.79,0.764
19560,1034.82,0.764
19561,1034.84,0.764
19562,1034.89,0.764
19563,1034.92,0.764
19564,1034.95,0.764
19565,1034.98,0.764
19566,1035.02,0.764
19567,1035.05,0.764
19568,1035.09,0.764
19569,1035.12,0.764
19570,1035.15,0.764
19571,1035.19,0.764
19572,1035.22,0.764
19573,1035.25,0.764
19574,1035.29,0.764
19575,1035.32,0.764
19576,1035.35,0.764
19577,1035.39,0.764
19578,1035.42,0.764
19579,1035.45,0.764
19580,1035.49,0.764
19581,1035.52,0.764
19582,1035.55,0.764
19583,1035.59,0.764
19584,1035.62,0.764
19585,1035.65,0.764
19586,1035.69,0.764
19587,1035.72,0.764
19588,1035.75,0.764
19589,1035.79,0.764
19590,1035.82,0.764
19591,1035.85,0.764
19592,1035.89,0.764
19593,1035.92,0.764
19594,1035.95,0.763
19595,1035.98,0.763
19596,1036.02,0.763
19597,1036.06,0.763
19598,1036.08,0.763
19599,1036.12,0.763
19600,1036.15,0.763
19601,1036.19,0.763
19602,1036.22,0.763
19603,1036.25,0.763
19604,1036.29,0.763
19605,1036.32,0.763
19606,1036.35,0.763
19607,1036.38,0.763
19608,1036.41,0.763
19609,1036.45,0.763
19610,1036.48,0.763
19611,1036.52,0.763
19612,1036.55,0.763
19613,1036.58,0.763
19614,1036.61,0.763
19615,1036.65,0.763
19616,1036.68,0.763
19617,1036.72,0.763
19618,1036.75,0.763
19619,1036.79,0.763
19620,1036.82,0.763
19621,1036.85,0.763
19622,1036.89,0.763
19623,1036.92,0.763
19624,1036.95,0.763
19625,1036.99,0.763
19626,1037.02,0.763
19627,1037.06,0.763
19628,1037.08,0.763
19629,1037.12,0.763
19630,1037.16,0.763
19631,1037.18,0.763
19632,1037.22,0.763
19633,1037.25,0.763
19634,1037.28,0.763
19635,1037.32,0.762
19636,1037.35,0.762
19637,1037.39,0.762
19638,1037.42,0.762
19639,1037.45,0.762
19640,1037.49,0.762
19641,1037.52,0.762
19642,1037.55,0.762
19643,1037.59,0.763
19644,1037.62,0.763
19645,1037.65,0.763
19646,1037.69,0.763
19647,1037.72,0.763
19648,1037.75,0.763
19649,1037.79,0.763
19650,1037.82,0.763
19651,1037.85,0.763
19652,1037.89,0.763
19653,1037.92,0.763
19654,1037.96,0.763
19655,1037.98,0.763
19656,1038.01,0.763
19657,1038.05,0.763
19658,1038.09,0.763
19659,1038.12,0.763
19660,1038.15,0.762
19661,1038.18,0.762
19662,1038.21,0.762
19663,1038.25,0.762
19664,1038.29,0.762
19665,1038.32,0.762
19666,1038.36,0.762
19667,1038.39,0.762
19668,1038.42,0.762
19669,1038.45,0.762
19670,1038.49,0.762
19671,1038.52,0.762
19672,1038.54,0.762
19673,1038.59,0.762
19674,1038.62,0.762
19675,1038.66,0.762
19676,1038.69,0.762
19677,1038.72,0.762
19678,1038.75,0.762
19679,1038.78,0.762
19680,1038.82,0.762
19681,1038.85,0.762
19682,1038.88,0.762
19683,1038.91,0.762
19684,1038.95,0.762
19685,1038.99,0.762
19686,1039.01,0.762
19687,1039.05,0.762
19688,1039.09,0.762
19689,1039.11,0.762
19690,1039.15,0.762
19691,1039.19,0.762
19692,1039.22,0.762
19693,1039.25,0.762
19694,1039.29,0.762
19695,1039.32,0.762
19696,1039.35,0.762
19697,1039.38,0.762
19698,1039.42,0.762
19699,1039.45,0.762
19700,1039.49,0.762
19701,1039.52,0.762
19702,1039.54,0.762
19703,1039.58,0.762
19704,1039.62,0.762
19705,1039.65,0.762
19706,1039.68,0.762
19707,1039.72,0.762
19708,1039.75,0.762
19709,1039.78,0.762
19710,1039.82,0.762
19711,1039.85,0.762
19712,1039.89,0.762
19713,1039.91,0.762
19714,1039.95,0.762
19715,1039.99,0.762
19716,1040.02,0.762
19717,1040.05,0.762
19718,1040.09,0.762
19719,1040.12,0.762
19720,1040.15,0.762
19721,1040.18,0.762
19722,1040.22,0.762
19723,1040.26,0.762
19724,1040.28,0.762
19725,1040.32,0.762
19726,1040.35,0.761
19727,1040.39,0.761
19728,1040.42,0.761
19729,1040.45,0.761
19730,1040.49,0.761
19731,1040.52,0.761
19732,1040.55,0.761
19733,1040.58,0.761
19734,1040.61,0.761
19735,1040.65,0.761
19736,1040.69,0.761
19737,1040.72,0.761
19738,1040.75,0.761
19739,1040.78,0.761
19740,1040.81,0.761
19741,1040.85,0.761
19742,1040.89,0.761
19743,1040.92,0.761
19744,1040.95,0.761
19745,1040.98,0.761
19746,1041.01,0.761
19747,1041.05,0.761
19748,1041.08,0.761
19749,1041.12,0.761
19750,1041.15,0.761
19751,1041.18,0.761
19752,1041.22,0.761
19753,1041.25,0.761
19754,1041.28,0.761
19755,1041.32,0.761
19756,1041.35,0.761
19757,1041.38,0.761
19758,1041.42,0.761
19759,1041.45,0.761
19760,1041.49,0.761
19761,1041.52,0.761
19762,1041.55,0.761
19763,1041.59,0.761
19764,1041.62,0.761
19765,1041.65,0.761
19766,1041.69,0.761
19767,1041.72,0.761
19768,1041.75,0.761
19769,1041.78,0.761
19770,1041.82,0.761
19771,1041.85,0.761
19772,1041.89,0.761
19773,1041.91,0.761
19774,1041.95,0.761
19775,1041.99,0.761
19776,1042.02,0.761
19777,1042.05,0.761
19778,1042.09,0.761
19779,1042.12,0.761
19780,1042.15,0.761
19781,1042.18,0.761
19782,1042.22,0.761
19783,1042.26,0.761
19784,1042.28,0.761
19785,1042.31,0.761
19786,1042.35,0.761
19787,1042.39,0.761
19788,1042.42,0.761
19789,1042.45,0.760
19790,1042.48,0.760
19791,1042.51,0.760
19792,1042.55,0.760
19793,1042.59,0.760
19794,1042.62,0.760
19795,1042.66,0.760
19796,1042.68,0.760
19797,1042.72,0.760
19798,1042.75,0.760
19799,1042.79,0.760
19800,1042.82,0.760
19801,1042.85,0.760
19802,1042.89,0.760
19803,1042.92,0.760
19804,1042.94,0.760
19805,1042.99,0.760
19806,1043.02,0.760
19807,1043.05,0.760
19808,1043.08,0.760
19809,1043.11,0.760
19810,1043.15,0.760
19811,1043.19,0.760
19812,1043.22,0.760
19813,1043.25,0.760
19814,1043.29,0.760
19815,1043.32,0.760
19816,1043.35,0.760
19817,1043.38,0.760
19818,1043.42,0.760
19819,1043.45,0.760
19820,1043.48,0.760
19821,1043.52,0.760
19822,1043.55,0.760
19823,1043.58,0.760
19824,1043.62,0.760
19825,1043.66,0.760
19826,1043.68,0.760
19827,1043.71,0.760
19828,1043.75,0.760
19829,1043.79,0.760
19830,1043.81,0.760
19831,1043.86,0.760
19832,1043.88,0.760
19833,1043.92,0.760
19834,1043.96,0.760
19835,1043.98,0.760
19836,1044.02,0.760
19837,1044.06,0.760
19838,1044.08,0.760
19839,1044.12,0.760
19840,1044.16,0.760
19841,1044.18,0.760
19842,1044.22,0.760
19843,1044.26,0.760
19844,1044.28,0.760
19845,1044.32,0.760
19846,1044.35,0.760
19847,1044.39,0.760
19848,1044.42,0.760
19849,1044.45,0.760
19850,1044.49,0.760
19851,1044.52,0.760
19852,1044.55,0.760
19853,1044.58,0.760
19854,1044.61,0.760
19855,1044.65,0.760
19856,1044.68,0.760
19857,1044.72,0.759
19858,1044.75,0.759
19859,1044.79,0.759
19860,1044.82,0.759
19861,1044.86,0.759
19862,1044.88,0.759
19863,1044.92,0.759
19864,1044.95,0.759
19865,1044.98,0.759
19866,1045.01,0.759
19867,1045.05,0.759
19868,1045.09,0.759
19869,1045.12,0.759
19870,1045.15,0.759
19871,1045.18,0.759
19872,1045.22,0.759
19873,1045.26,0.759
19874,1045.29,0.759
19875,1045.31,0.759
19876,1045.35,0.759
19877,1045.38,0.759
19878,1045.41,0.759
19879,1045.45,0.759
19880,1045.48,0.759
19881,1045.52,0.759
19882,1045.55,0.759
19883,1045.58,0.759
19884,1045.62,0.759
19885,1045.66,0.759
19886,1045.68,0.759
19887,1045.72,0.759
19888,1045.75,0.759
19889,1045.78,0.759
19890,1045.82,0.759
19891,1045.85,0.759
19892,1045.89,0.759
19893,1045.92,0.759
19894,1045.95,0.759
19895,1045.99,0.759
19896,1046.02,0.759
19897,1046.05,0.759
19898,1046.09,0.759
19899,1046.12,0.759
19900,1046.15,0.759
19901,1046.18,0.759
19902,1046.22,0.759
19903,1046.25,0.759
19904,1046.29,0.759
19905,1046.32,0.759
19906,1046.35,0.759
19907,1046.38,0.759
19908,1046.42,0.759
19909,1046.45,0.758
19910,1046.48,0.758
19911,1046.52,0.758
19912,1046.55,0.758
19913,1046.59,0.758
19914,1046.62,0.759
19915,1046.65,0.759
19916,1046.69,0.759
19917,1046.72,0.759
19918,1046.75,0.759
19919,1046.79,0.759
19920,1046.82,0.759
19921,1046.86,0.759
19922,1046.89,0.759
19923,1046.92,0.759
19924,1046.95,0.759
19925,1046.98,0.759
19926,1047.02,0.759
19927,1047.05,0.759
19928,1047.08,0.759
19929,1047.11,0.759
19930,1047.15,0.759
19931,1047.18,0.759
19932,1047.22,0.759
19933,1047.25,0.759
19934,1047.28,0.759
