Time (s),Sample Temperature (K),Weight (mg)
2587,812.65,0.910
2588,812.82,0.910
2589,812.99,0.910
2590,813.16,0.910
2591,813.33,0.910
2592,813.50,0.910
2593,813.66,0.910
2594,813.83,0.910
2595,813.99,0.910
2596,814.15,0.910
2597,814.33,0.910
2598,814.49,0.910
2599,814.66,0.910
2600,814.83,0.910
2601,815.00,0.910
2602,815.16,0.910
2603,815.33,0.910
2604,815.49,0.900
2605,815.66,0.900
2606,815.83,0.900
2607,815.99,0.900
2608,816.16,0.900
2609,816.33,0.900
2610,816.49,0.900
2611,816.66,0.900
2612,816.83,0.900
2613,817.00,0.900
2614,817.16,0.900
2615,817.33,0.900
2616,817.49,0.900
2617,817.66,0.900
2618,817.82,0.900
2619,818.00,0.900
2620,818.16,0.900
2621,818.32,0.900
2622,818.49,0.900
2623,818.66,0.900
2624,818.82,0.900
2625,818.99,0.900
2626,819.17,0.900
2627,819.33,0.900
2628,819.49,0.900
2629,819.66,0.900
2630,819.83,0.900
2631,819.99,0.900
2632,820.16,0.900
2633,820.33,0.900
2634,820.50,0.900
2635,820.66,0.900
2636,820.83,0.900
2637,820.99,0.900
2638,821.16,0.900
2639,821.33,0.900
2640,821.49,0.900
2641,821.65,0.900
2642,821.83,0.900
2643,822.00,0.900
2644,822.16,0.900
2645,822.32,0.900
2646,822.49,0.900
2647,822.66,0.900
2648,822.83,0.900
2649,822.99,0.900
2650,823.16,0.900
2651,823.33,0.900
2652,823.49,0.900
2653,823.66,0.900
2654,823.83,0.900
2655,824.00,0.900
2656,824.16,0.900
2657,824.33,0.900
2658,824.49,0.900
2659,824.66,0.890
2660,824.83,0.890
2661,824.99,0.890
2662,825.16,0.890
2663,825.32,0.890
2664,825.49,0.890
2665,825.66,0.890
2666,825.83,0.890
2667,825.99,0.890
2668,826.16,0.890
2669,826.33,0.890
2670,826.49,0.890
2671,826.66,0.890
2672,826.83,0.890
2673,827.00,0.890
2674,827.16,0.890
2675,827.33,0.890
2676,827.50,0.890
2677,827.66,0.890
2678,827.83,0.890
2679,827.99,0.890
2680,828.16,0.890
2681,828.33,0.890
2682,828.49,0.890
2683,828.66,0.890
2684,828.83,0.890
2685,829.00,0.890
2686,829.16,0.890
2687,829.33,0.890
2688,829.49,0.890
2689,829.66,0.890
2690,829.83,0.890
2691,830.00,0.890
2692,830.16,0.890
2693,830.33,0.890
2694,830.49,0.890
2695,830.66,0.890
2696,830.83,0.890
2697,830.99,0.890
2698,831.16,0.890
2699,831.33,0.890
2700,831.49,0.890
2701,831.66,0.890
2702,831.83,0.890
2703,831.99,0.890
2704,832.16,0.890
2705,832.33,0.890
2706,832.50,0.890
2707,832.66,0.890
2708,832.83,0.890
2709,832.99,0.890
2710,833.16,0.890
2711,833.32,0.890
2712,833.49,0.890
2713,833.66,0.890
2714,833.83,0.890
2715,833.99,0.890
2716,834.16,0.890
2717,834.33,0.880
2718,834.49,0.880
2719,834.66,0.880
2720,834.83,0.880
2721,834.99,0.880
2722,835.16,0.880
2723,835.33,0.880
2724,835.49,0.880
2725,835.66,0.880
2726,835.83,0.880
2727,836.00,0.880
2728,836.16,0.880
2729,836.33,0.880
2730,836.49,0.880
2731,836.66,0.880
2732,836.82,0.880
2733,836.99,0.880
2734,837.16,0.880
2735,837.32,0.880
2736,837.49,0.880
2737,837.66,0.880
2738,837.83,0.880
2739,838.00,0.880
2740,838.16,0.880
2741,838.33,0.880
2742,838.50,0.880
2743,838.66,0.880
2744,838.82,0.880
2745,838.99,0.880
2746,839.16,0.880
2747,839.33,0.880
2748,839.49,0.880
2749,839.66,0.880
2750,839.83,0.880
2751,840.00,0.880
2752,840.16,0.880
2753,840.33,0.880
2754,840.50,0.880
2755,840.66,0.880
2756,840.82,0.880
2757,840.99,0.880
2758,841.16,0.880
2759,841.33,0.880
2760,841.49,0.880
2761,841.66,0.880
2762,841.83,0.880
2763,841.99,0.880
2764,842.17,0.880
2765,842.33,0.880
2766,842.49,0.880
2767,842.66,0.880
2768,842.83,0.880
2769,842.99,0.880
2770,843.16,0.880
2771,843.33,0.880
2772,843.50,0.880
2773,843.66,0.880
2774,843.82,0.880
2775,843.99,0.880
2776,844.16,0.880
2777,844.33,0.870
2778,844.50,0.870
2779,844.66,0.870
2780,844.83,0.870
2781,844.99,0.870
2782,845.16,0.870
2783,845.33,0.870
2784,845.49,0.870
2785,845.67,0.870
2786,845.83,0.870
2787,845.99,0.870
2788,846.16,0.870
2789,846.33,0.870
2790,846.49,0.870
2791,846.66,0.870
2792,846.83,0.870
2793,847.00,0.870
2794,847.16,0.870
2795,847.32,0.870
2796,847.49,0.870
2797,847.67,0.870
2798,847.83,0.870
2799,847.99,0.870
2800,848.16,0.870
2801,848.33,0.870
2802,848.50,0.870
2803,848.66,0.870
2804,848.83,0.870
2805,848.99,0.870
2806,849.16,0.870
2807,849.33,0.870
2808,849.49,0.870
2809,849.66,0.870
2810,849.83,0.870
2811,849.99,0.870
2812,850.16,0.870
2813,850.32,0.870
2814,850.50,0.870
2815,850.66,0.870
2816,850.83,0.870
2817,850.99,0.870
2818,851.16,0.870
2819,851.33,0.870
2820,851.49,0.870
2821,851.66,0.870
2822,851.83,0.870
2823,852.00,0.870
2824,852.16,0.870
2825,852.33,0.870
2826,852.49,0.870
2827,852.66,0.870
2828,852.83,0.870
2829,853.00,0.870
2830,853.16,0.870
2831,853.33,0.870
2832,853.50,0.870
2833,853.67,0.870
2834,853.83,0.870
2835,854.00,0.870
2836,854.16,0.870
2837,854.33,0.870
2838,854.50,0.870
2839,854.66,0.870
2840,854.83,0.860
2841,855.00,0.860
2842,855.17,0.860
2843,855.33,0.860
2844,855.49,0.860
2845,855.66,0.860
2846,855.83,0.860
2847,855.99,0.860
2848,856.16,0.860
2849,856.33,0.860
2850,856.50,0.860
2851,856.67,0.860
2852,856.83,0.860
2853,857.00,0.860
2854,857.16,0.860
2855,857.33,0.860
2856,857.50,0.860
2857,857.66,0.860
2858,857.83,0.860
2859,858.00,0.860
2860,858.17,0.860
2861,858.33,0.860
2862,858.49,0.860
2863,858.66,0.860
2864,858.83,0.860
2865,859.00,0.860
2866,859.16,0.860
2867,859.33,0.860
2868,859.49,0.860
2869,859.66,0.860
2870,859.83,0.860
2871,859.99,0.860
2872,860.16,0.860
2873,860.33,0.860
2874,860.50,0.860
2875,860.66,0.860
2876,860.83,0.860
2877,861.00,0.860
2878,861.16,0.860
2879,861.33,0.860
2880,861.50,0.860
2881,861.67,0.860
2882,861.83,0.860
2883,861.99,0.860
2884,862.16,0.860
2885,862.33,0.860
2886,862.49,0.860
2887,862.66,0.860
2888,862.83,0.860
2889,863.00,0.860
2890,863.16,0.860
2891,863.33,0.860
2892,863.50,0.860
2893,863.66,0.860
2894,863.83,0.860
2895,864.00,0.860
2896,864.17,0.860
2897,864.33,0.860
2898,864.50,0.860
2899,864.67,0.860
2900,864.83,0.860
2901,865.00,0.860
2902,865.16,0.860
2903,865.33,0.860
2904,865.50,0.860
2905,865.67,0.850
2906,865.83,0.850
2907,865.99,0.850
2908,866.16,0.850
2909,866.33,0.850
2910,866.49,0.850
2911,866.66,0.850
2912,866.83,0.850
2913,866.99,0.850
2914,867.16,0.850
2915,867.33,0.850
2916,867.49,0.850
2917,867.66,0.850
2918,867.83,0.850
2919,867.99,0.850
2920,868.16,0.850
2921,868.34,0.850
2922,868.49,0.850
2923,868.66,0.850
2924,868.82,0.850
2925,869.00,0.850
2926,869.17,0.850
2927,869.33,0.850
2928,869.50,0.850
2929,869.66,0.850
2930,869.83,0.850
2931,870.00,0.850
2932,870.16,0.850
2933,870.33,0.850
2934,870.49,0.850
2935,870.66,0.850
2936,870.83,0.850
2937,871.00,0.850
2938,871.16,0.850
2939,871.33,0.850
2940,871.50,0.850
2941,871.67,0.850
2942,871.83,0.850
2943,872.00,0.850
2944,872.16,0.850
2945,872.32,0.850
2946,872.49,0.850
2947,872.67,0.850
2948,872.84,0.850
2949,873.00,0.850
2950,873.17,0.850
2951,873.33,0.850
2952,873.49,0.850
2953,873.67,0.850
2954,873.83,0.850
2955,873.99,0.850
2956,874.16,0.850
2957,874.33,0.850
2958,874.49,0.850
2959,874.66,0.850
2960,874.83,0.850
2961,875.00,0.850
2962,875.16,0.850
2963,875.33,0.850
2964,875.50,0.850
2965,875.67,0.850
2966,875.83,0.850
2967,876.00,0.850
2968,876.17,0.850
2969,876.33,0.850
2970,876.50,0.850
2971,876.66,0.850
2972,876.83,0.840
2973,877.00,0.840
2974,877.16,0.840
2975,877.33,0.840
2976,877.50,0.840
2977,877.66,0.840
2978,877.83,0.840
2979,878.00,0.840
2980,878.16,0.840
2981,878.33,0.840
2982,878.50,0.840
2983,878.66,0.840
2984,878.83,0.840
2985,879.00,0.840
2986,879.17,0.840
2987,879.33,0.840
2988,879.50,0.840
2989,879.67,0.840
2990,879.84,0.840
2991,880.00,0.840
2992,880.17,0.840
2993,880.33,0.840
2994,880.49,0.840
2995,880.67,0.840
2996,880.83,0.840
2997,880.99,0.840
2998,881.16,0.840
2999,881.34,0.840
3000,881.50,0.840
3001,881.66,0.840
3002,881.83,0.840
3003,882.00,0.840
3004,882.17,0.840
3005,882.33,0.840
3006,882.50,0.840
3007,882.67,0.840
3008,882.83,0.840
3009,883.00,0.840
3010,883.16,0.840
3011,883.33,0.840
3012,883.49,0.840
3013,883.67,0.840
3014,883.83,0.840
3015,884.00,0.840
3016,884.16,0.840
3017,884.33,0.840
3018,884.50,0.840
3019,884.66,0.840
3020,884.83,0.840
3021,885.00,0.840
3022,885.17,0.840
3023,885.33,0.840
3024,885.50,0.840
3025,885.67,0.840
3026,885.83,0.840
3027,886.00,0.840
3028,886.17,0.840
3029,886.33,0.840
3030,886.50,0.840
3031,886.67,0.840
3032,886.83,0.840
3033,887.00,0.840
3034,887.16,0.840
3035,887.34,0.840
3036,887.50,0.840
3037,887.66,0.840
3038,887.83,0.840
3039,888.00,0.840
3040,888.17,0.840
3041,888.33,0.830
3042,888.50,0.830
3043,888.67,0.830
3044,888.83,0.830
3045,889.00,0.830
3046,889.17,0.830
3047,889.33,0.830
3048,889.50,0.830
3049,889.67,0.830
3050,889.83,0.830
3051,890.00,0.830
3052,890.16,0.830
3053,890.33,0.830
3054,890.50,0.830
3055,890.67,0.830
3056,890.83,0.830
3057,891.00,0.830
3058,891.17,0.830
3059,891.33,0.830
3060,891.50,0.830
3061,891.67,0.830
3062,891.83,0.830
3063,892.00,0.830
3064,892.17,0.830
3065,892.34,0.830
3066,892.50,0.830
3067,892.67,0.830
3068,892.83,0.830
3069,893.00,0.830
3070,893.16,0.830
3071,893.33,0.830
3072,893.50,0.830
3073,893.67,0.830
3074,893.83,0.830
3075,894.00,0.830
3076,894.17,0.830
3077,894.34,0.830
3078,894.50,0.830
3079,894.66,0.830
3080,894.83,0.830
3081,895.00,0.830
3082,895.17,0.830
3083,895.33,0.830
3084,895.50,0.830
3085,895.67,0.830
3086,895.83,0.830
3087,896.00,0.830
3088,896.16,0.830
3089,896.33,0.830
3090,896.50,0.830
3091,896.67,0.830
3092,896.83,0.830
3093,896.99,0.830
3094,897.17,0.830
3095,897.34,0.830
3096,897.50,0.830
3097,897.66,0.830
3098,897.83,0.830
3099,898.00,0.830
3100,898.17,0.830
3101,898.33,0.830
3102,898.50,0.830
3103,898.67,0.830
3104,898.83,0.830
3105,899.00,0.830
3106,899.16,0.830
3107,899.33,0.830
3108,899.50,0.830
3109,899.66,0.830
3110,899.83,0.830
3111,900.00,0.830
3112,900.17,0.830
3113,900.33,0.820
3114,900.50,0.820
3115,900.67,0.820
3116,900.83,0.820
3117,901.00,0.820
3118,901.17,0.820
3119,901.33,0.820
3120,901.50,0.820
3121,901.67,0.820
3122,901.83,0.820
3123,902.00,0.820
3124,902.17,0.820
3125,902.34,0.820
3126,902.50,0.820
3127,902.67,0.820
3128,902.83,0.820
3129,903.00,0.820
3130,903.16,0.820
3131,903.33,0.820
3132,903.50,0.820
3133,903.66,0.820
3134,903.84,0.820
3135,904.00,0.820
3136,904.16,0.820
3137,904.33,0.820
3138,904.51,0.820
3139,904.66,0.820
3140,904.83,0.820
3141,905.00,0.820
3142,905.17,0.820
3143,905.33,0.820
3144,905.50,0.820
3145,905.67,0.820
3146,905.84,0.820
3147,906.00,0.820
3148,906.17,0.820
3149,906.34,0.820
3150,906.50,0.820
3151,906.66,0.820
3152,906.83,0.820
3153,907.00,0.820
3154,907.17,0.820
3155,907.33,0.820
3156,907.50,0.820
3157,907.67,0.820
3158,907.83,0.820
3159,908.00,0.820
3160,908.17,0.820
3161,908.34,0.820
3162,908.50,0.820
3163,908.66,0.820
3164,908.83,0.820
3165,909.00,0.820
3166,909.17,0.820
3167,909.34,0.820
3168,909.50,0.820
3169,909.66,0.820
3170,909.83,0.820
3171,910.00,0.820
3172,910.16,0.820
3173,910.33,0.820
3174,910.50,0.820
3175,910.67,0.820
3176,910.83,0.820
3177,911.00,0.820
3178,911.17,0.820
3179,911.33,0.820
3180,911.50,0.820
3181,911.67,0.820
3182,911.83,0.820
3183,912.00,0.820
3184,912.17,0.820
3185,912.34,0.820
3186,912.50,0.820
3187,912.67,0.820
3188,912.83,0.810
3189,913.00,0.810
3190,913.17,0.810
3191,913.33,0.810
3192,913.50,0.810
3193,913.67,0.810
3194,913.84,0.810
3195,914.00,0.810
3196,914.16,0.810
3197,914.34,0.810
3198,914.50,0.810
3199,914.67,0.810
3200,914.83,0.810
3201,915.00,0.810
3202,915.17,0.810
3203,915.34,0.810
3204,915.50,0.810
3205,915.67,0.810
3206,915.83,0.810
3207,916.00,0.810
3208,916.17,0.810
3209,916.34,0.810
3210,916.50,0.810
3211,916.67,0.810
3212,916.84,0.810
3213,917.00,0.810
3214,917.17,0.810
3215,917.34,0.810
3216,917.50,0.810
3217,917.67,0.810
3218,917.84,0.810
3219,918.00,0.810
3220,918.17,0.810
3221,918.33,0.810
3222,918.50,0.810
3223,918.66,0.810
3224,918.83,0.810
3225,919.00,0.810
3226,919.17,0.810
3227,919.34,0.810
3228,919.50,0.810
3229,919.67,0.810
3230,919.84,0.810
3231,920.00,0.810
3232,920.17,0.810
3233,920.33,0.810
3234,920.51,0.810
3235,920.67,0.810
3236,920.83,0.810
3237,921.01,0.810
3238,921.17,0.810
3239,921.34,0.810
3240,921.50,0.810
3241,921.67,0.810
3242,921.83,0.810
3243,922.00,0.810
3244,922.17,0.810
3245,922.33,0.810
3246,922.50,0.810
3247,922.66,0.810
3248,922.83,0.810
3249,923.00,0.810
3250,923.17,0.810
3251,923.33,0.810
3252,923.50,0.810
3253,923.67,0.810
3254,923.83,0.810
3255,924.00,0.810
3256,924.17,0.810
3257,924.34,0.810
3258,924.50,0.810
3259,924.67,0.810
3260,924.83,0.810
3261,925.00,0.810
3262,925.17,0.810
3263,925.33,0.810
3264,925.50,0.810
3265,925.67,0.810
3266,925.84,0.810
3267,926.00,0.810
3268,926.17,0.800
3269,926.33,0.800
3270,926.50,0.800
3271,926.67,0.800
3272,926.83,0.800
3273,927.00,0.800
3274,927.17,0.800
3275,927.33,0.800
3276,927.50,0.800
3277,927.66,0.800
3278,927.83,0.800
3279,928.00,0.800
3280,928.17,0.800
3281,928.33,0.800
3282,928.50,0.800
3283,928.67,0.800
3284,928.83,0.800
3285,929.00,0.800
3286,929.17,0.800
3287,929.34,0.800
3288,929.50,0.800
3289,929.67,0.800
3290,929.84,0.800
3291,930.01,0.800
3292,930.17,0.800
3293,930.34,0.800
3294,930.51,0.800
3295,930.67,0.800
3296,930.83,0.800
3297,931.00,0.800
3298,931.17,0.800
3299,931.34,0.800
3300,931.50,0.800
3301,931.67,0.800
3302,931.84,0.800
3303,932.00,0.800
3304,932.17,0.800
3305,932.33,0.800
3306,932.50,0.800
3307,932.67,0.800
3308,932.83,0.800
3309,933.00,0.800
3310,933.17,0.800
3311,933.34,0.800
3312,933.50,0.800
3313,933.67,0.800
3314,933.83,0.800
3315,934.00,0.800
3316,934.17,0.800
3317,934.33,0.800
3318,934.51,0.800
3319,934.67,0.800
3320,934.83,0.800
3321,935.00,0.800
3322,935.17,0.800
3323,935.33,0.800
3324,935.50,0.800
3325,935.67,0.800
3326,935.84,0.800
3327,936.01,0.800
3328,936.17,0.800
3329,936.33,0.800
3330,936.50,0.800
3331,936.67,0.800
3332,936.84,0.800
3333,937.00,0.800
3334,937.17,0.800
3335,937.33,0.800
3336,937.50,0.800
3337,937.67,0.800
3338,937.83,0.800
3339,938.01,0.800
3340,938.17,0.800
3341,938.33,0.800
3342,938.51,0.800
3343,938.67,0.800
3344,938.83,0.800
3345,939.00,0.800
3346,939.17,0.800
3347,939.34,0.800
3348,939.51,0.800
3349,939.67,0.800
3350,939.83,0.800
3351,940.00,0.800
3352,940.16,0.800
3353,940.33,0.800
3354,940.50,0.800
3355,940.66,0.790
3356,940.84,0.790
3357,941.00,0.790
3358,941.17,0.790
3359,941.33,0.790
3360,941.50,0.790
3361,941.67,0.790
3362,941.83,0.790
3363,942.00,0.790
3364,942.18,0.790
3365,942.33,0.790
3366,942.50,0.790
3367,942.67,0.790
3368,942.83,0.790
3369,943.00,0.790
3370,943.17,0.790
3371,943.33,0.790
3372,943.50,0.790
3373,943.67,0.790
3374,943.83,0.790
3375,944.00,0.790
3376,944.17,0.790
3377,944.34,0.790
3378,944.51,0.790
3379,944.67,0.790
3380,944.84,0.790
3381,945.00,0.790
3382,945.17,0.790
3383,945.34,0.790
3384,945.51,0.790
3385,945.67,0.790
3386,945.84,0.790
3387,945.99,0.790
3388,946.17,0.790
3389,946.33,0.790
3390,946.50,0.790
3391,946.67,0.790
3392,946.84,0.790
3393,947.00,0.790
3394,947.17,0.790
3395,947.34,0.790
3396,947.50,0.790
3397,947.67,0.790
3398,947.84,0.790
3399,948.01,0.790
3400,948.17,0.790
3401,948.34,0.790
3402,948.51,0.790
3403,948.67,0.790
3404,948.83,0.790
3405,949.00,0.790
3406,949.17,0.790
3407,949.34,0.790
3408,949.50,0.790
3409,949.67,0.790
3410,949.84,0.790
3411,950.00,0.790
3412,950.17,0.790
3413,950.33,0.790
3414,950.51,0.790
3415,950.67,0.790
3416,950.84,0.790
3417,951.01,0.790
3418,951.17,0.790
3419,951.34,0.790
3420,951.50,0.790
3421,951.67,0.790
3422,951.83,0.790
3423,952.00,0.790
3424,952.17,0.790
3425,952.33,0.790
3426,952.50,0.790
3427,952.67,0.790
3428,952.83,0.790
3429,953.00,0.790
3430,953.17,0.790
3431,953.33,0.790
3432,953.50,0.790
3433,953.67,0.790
3434,953.84,0.790
3435,954.01,0.790
3436,954.17,0.790
3437,954.34,0.790
3438,954.50,0.790
3439,954.66,0.790
3440,954.83,0.790
3441,955.01,0.790
3442,955.17,0.790
3443,955.33,0.790
3444,955.50,0.790
3445,955.68,0.790
3446,955.84,0.790
3447,956.00,0.790
3448,956.17,0.790
3449,956.34,0.790
3450,956.50,0.790
3451,956.67,0.780
3452,956.84,0.780
3453,957.01,0.780
3454,957.17,0.780
3455,957.34,0.780
3456,957.51,0.780
3457,957.67,0.780
3458,957.83,0.780
3459,958.00,0.780
3460,958.17,0.780
3461,958.33,0.780
3462,958.50,0.780
3463,958.67,0.780
3464,958.83,0.780
3465,959.00,0.780
3466,959.17,0.780
3467,959.33,0.780
3468,959.50,0.780
3469,959.68,0.780
3470,959.84,0.780
3471,960.00,0.780
3472,960.16,0.780
3473,960.33,0.780
3474,960.51,0.780
3475,960.67,0.780
3476,960.83,0.780
3477,961.01,0.780
3478,961.17,0.780
3479,961.33,0.780
3480,961.50,0.780
3481,961.67,0.780
3482,961.83,0.780
3483,962.00,0.780
3484,962.17,0.780
3485,962.34,0.780
3486,962.50,0.780
3487,962.67,0.780
3488,962.83,0.780
3489,963.00,0.780
3490,963.17,0.780
3491,963.34,0.780
3492,963.51,0.780
3493,963.67,0.780
3494,963.83,0.780
3495,964.01,0.780
3496,964.17,0.780
3497,964.34,0.780
3498,964.50,0.780
3499,964.67,0.780
3500,964.84,0.780
3501,965.01,0.780
3502,965.17,0.780
3503,965.33,0.780
3504,965.50,0.780
3505,965.67,0.780
3506,965.83,0.780
3507,966.00,0.780
3508,966.17,0.780
3509,966.33,0.780
3510,966.50,0.780
3511,966.67,0.780
3512,966.84,0.780
3513,967.01,0.780
3514,967.17,0.780
3515,967.34,0.780
3516,967.51,0.780
3517,967.67,0.780
3518,967.83,0.780
3519,968.00,0.780
3520,968.17,0.780
3521,968.34,0.780
3522,968.51,0.780
3523,968.67,0.780
3524,968.84,0.780
3525,969.00,0.780
3526,969.17,0.780
3527,969.34,0.780
3528,969.50,0.780
3529,969.67,0.780
3530,969.84,0.780
3531,970.00,0.780
3532,970.17,0.780
3533,970.34,0.780
3534,970.50,0.780
3535,970.68,0.780
3536,970.84,0.780
3537,971.00,0.780
3538,971.17,0.780
3539,971.33,0.780
3540,971.50,0.780
3541,971.67,0.780
3542,971.84,0.780
3543,972.00,0.780
3544,972.17,0.780
3545,972.34,0.780
3546,972.51,0.780
3547,972.67,0.780
3548,972.84,0.780
3549,973.01,0.780
3550,973.17,0.780
3551,973.34,0.780
3552,973.50,0.780
3553,973.67,0.780
3554,973.84,0.780
3555,974.01,0.780
3556,974.17,0.780
3557,974.33,0.770
3558,974.50,0.770
3559,974.67,0.770
3560,974.84,0.770
3561,975.00,0.770
3562,975.17,0.770
3563,975.34,0.770
3564,975.50,0.770
3565,975.67,0.770
3566,975.84,0.770
3567,976.00,0.770
3568,976.17,0.770
3569,976.33,0.770
3570,976.50,0.770
3571,976.67,0.770
3572,976.84,0.770
3573,977.00,0.770
3574,977.17,0.770
3575,977.34,0.770
3576,977.50,0.770
3577,977.67,0.770
3578,977.84,0.770
3579,978.00,0.770
3580,978.17,0.770
3581,978.34,0.770
3582,978.50,0.770
3583,978.67,0.770
3584,978.84,0.770
3585,979.00,0.770
3586,979.17,0.770
3587,979.34,0.770
3588,979.50,0.770
3589,979.67,0.770
3590,979.83,0.770
3591,980.00,0.770
3592,980.17,0.770
3593,980.34,0.770
3594,980.50,0.770
3595,980.67,0.770
3596,980.84,0.770
3597,981.00,0.770
3598,981.17,0.770
3599,981.34,0.770
3600,981.51,0.770
3601,981.67,0.770
3602,981.84,0.770
3603,982.01,0.770
3604,982.17,0.770
3605,982.34,0.770
3606,982.50,0.770
3607,982.66,0.770
3608,982.84,0.770
3609,983.01,0.770
3610,983.17,0.770
3611,983.33,0.770
3612,983.50,0.770
3613,983.67,0.770
3614,983.84,0.770
3615,984.00,0.770
3616,984.17,0.770
3617,984.34,0.770
3618,984.51,0.770
3619,984.67,0.770
3620,984.83,0.770
3621,985.00,0.770
3622,985.17,0.770
3623,985.33,0.770
3624,985.50,0.770
3625,985.67,0.770
3626,985.84,0.770
3627,986.00,0.770
3628,986.17,0.770
3629,986.34,0.770
3630,986.50,0.770
3631,986.67,0.770
3632,986.84,0.770
3633,987.00,0.770
3634,987.17,0.770
3635,987.34,0.770
3636,987.50,0.770
3637,987.67,0.770
3638,987.83,0.770
3639,988.00,0.770
3640,988.17,0.770
3641,988.33,0.770
3642,988.51,0.770
3643,988.67,0.770
3644,988.83,0.770
3645,989.00,0.770
3646,989.17,0.770
3647,989.34,0.770
3648,989.51,0.770
3649,989.67,0.770
3650,989.84,0.770
3651,990.01,0.770
3652,990.17,0.770
3653,990.33,0.770
3654,990.50,0.770
3655,990.67,0.770
3656,990.83,0.770
3657,991.00,0.770
3658,991.17,0.770
3659,991.34,0.770
3660,991.50,0.770
3661,991.67,0.770
3662,991.84,0.770
3663,992.00,0.770
3664,992.17,0.770
3665,992.33,0.770
3666,992.51,0.770
3667,992.67,0.770
3668,992.83,0.770
3669,993.00,0.770
3670,993.17,0.770
3671,993.34,0.770
3672,993.50,0.770
3673,993.67,0.770
3674,993.84,0.770
3675,994.00,0.770
3676,994.17,0.770
3677,994.34,0.760
3678,994.50,0.760
3679,994.67,0.760
3680,994.84,0.760
3681,995.01,0.760
3682,995.17,0.760
3683,995.33,0.760
3684,995.50,0.760
3685,995.67,0.760
3686,995.84,0.760
3687,996.00,0.760
3688,996.17,0.760
3689,996.34,0.760
3690,996.51,0.760
3691,996.66,0.760
3692,996.84,0.760
3693,997.01,0.760
3694,997.17,0.760
3695,997.33,0.760
3696,997.50,0.760
3697,997.67,0.760
3698,997.84,0.760
3699,998.01,0.760
3700,998.17,0.760
3701,998.33,0.760
3702,998.50,0.760
3703,998.67,0.760
3704,998.84,0.760
3705,999.00,0.760
3706,999.17,0.760
3707,999.34,0.760
3708,999.50,0.760
3709,999.68,0.760
3710,999.84,0.760
3711,1000.00,0.760
3712,1000.17,0.760
3713,1000.34,0.760
3714,1000.51,0.760
3715,1000.68,0.760
3716,1000.84,0.760
3717,1001.00,0.760
3718,1001.17,0.760
3719,1001.33,0.760
3720,1001.51,0.760
3721,1001.67,0.760
3722,1001.83,0.760
3723,1002.01,0.760
3724,1002.17,0.760
3725,1002.34,0.760
3726,1002.51,0.760
3727,1002.67,0.760
3728,1002.84,0.760
3729,1003.00,0.760
3730,1003.17,0.760
3731,1003.33,0.760
3732,1003.50,0.760
3733,1003.67,0.760
3734,1003.83,0.760
3735,1004.01,0.760
3736,1004.17,0.760
3737,1004.34,0.760
3738,1004.51,0.760
3739,1004.67,0.760
3740,1004.83,0.760
3741,1005.01,0.760
3742,1005.17,0.760
3743,1005.33,0.760
3744,1005.50,0.760
3745,1005.67,0.760
3746,1005.83,0.760
3747,1006.01,0.760
3748,1006.17,0.760
3749,1006.33,0.760
3750,1006.51,0.760
3751,1006.67,0.760
3752,1006.84,0.760
3753,1007.01,0.760
3754,1007.17,0.760
3755,1007.34,0.760
3756,1007.51,0.760
3757,1007.68,0.760
3758,1007.84,0.760
3759,1008.00,0.760
3760,1008.17,0.760
3761,1008.33,0.760
3762,1008.50,0.760
3763,1008.67,0.760
3764,1008.84,0.760
3765,1009.01,0.760
3766,1009.16,0.760
3767,1009.34,0.760
3768,1009.51,0.760
3769,1009.67,0.760
3770,1009.83,0.760
3771,1010.00,0.760
3772,1010.17,0.760
3773,1010.34,0.760
3774,1010.51,0.760
3775,1010.67,0.760
3776,1010.84,0.760
3777,1011.00,0.760
3778,1011.17,0.760
3779,1011.33,0.760
3780,1011.51,0.760
3781,1011.68,0.760
3782,1011.83,0.760
3783,1012.00,0.760
3784,1012.17,0.760
3785,1012.34,0.760
3786,1012.50,0.760
3787,1012.67,0.760
3788,1012.84,0.760
3789,1013.00,0.760
3790,1013.17,0.760
3791,1013.33,0.760
3792,1013.50,0.760
3793,1013.67,0.760
3794,1013.84,0.760
3795,1014.00,0.760
3796,1014.17,0.760
3797,1014.34,0.760
3798,1014.50,0.760
3799,1014.67,0.760
3800,1014.84,0.760
3801,1015.00,0.760
3802,1015.17,0.760
3803,1015.34,0.760
3804,1015.50,0.760
3805,1015.67,0.760
3806,1015.83,0.760
3807,1016.00,0.760
3808,1016.17,0.750
3809,1016.34,0.750
3810,1016.50,0.750
3811,1016.67,0.750
3812,1016.84,0.750
3813,1017.00,0.750
3814,1017.17,0.750
3815,1017.34,0.750
3816,1017.50,0.750
3817,1017.67,0.750
3818,1017.84,0.750
3819,1018.00,0.750
3820,1018.17,0.750
3821,1018.34,0.750
3822,1018.50,0.750
3823,1018.67,0.750
3824,1018.84,0.750
3825,1019.00,0.750
3826,1019.17,0.750
3827,1019.34,0.750
3828,1019.51,0.750
3829,1019.67,0.750
3830,1019.83,0.750
3831,1020.01,0.750
3832,1020.17,0.750
3833,1020.33,0.750
3834,1020.50,0.750
3835,1020.67,0.750
3836,1020.83,0.750
3837,1021.00,0.750
3838,1021.17,0.750
3839,1021.34,0.750
3840,1021.50,0.750
3841,1021.67,0.750
3842,1021.84,0.750
3843,1022.00,0.750
3844,1022.17,0.750
