Time (s),Sample Temperature (K),Weight (mg)
208,447.06,5.101
209,447.40,5.101
210,447.74,5.100
211,448.07,5.100
212,448.40,5.100
213,448.74,5.100
214,449.08,5.099
215,449.42,5.099
216,449.75,5.099
217,450.09,5.099
218,450.43,5.099
219,450.76,5.098
220,451.09,5.098
221,451.43,5.098
222,451.77,5.098
223,452.11,5.098
224,452.45,5.097
225,452.78,5.097
226,453.11,5.097
227,453.43,5.097
228,453.78,5.097
229,454.12,5.096
230,454.46,5.096
231,454.80,5.096
232,455.13,5.095
233,455.46,5.095
234,455.79,5.095
235,456.13,5.094
236,456.47,5.094
237,456.81,5.094
238,457.15,5.093
239,457.49,5.093
240,457.82,5.093
241,458.15,5.092
242,458.48,5.092
243,458.82,5.092
244,459.15,5.092
245,459.50,5.091
246,459.84,5.091
247,460.17,5.091
248,460.50,5.090
249,460.84,5.090
250,461.18,5.090
251,461.51,5.089
252,461.85,5.089
253,462.19,5.088
254,462.52,5.088
255,462.85,5.088
256,463.19,5.087
257,463.53,5.087
258,463.86,5.087
259,464.20,5.086
260,464.54,5.086
261,464.87,5.086
262,465.20,5.085
263,465.54,5.085
264,465.88,5.084
265,466.22,5.084
266,466.55,5.084
267,466.89,5.083
268,467.22,5.083
269,467.56,5.082
270,467.90,5.082
271,468.24,5.081
272,468.57,5.081
273,468.91,5.080
274,469.24,5.080
275,469.57,5.079
276,469.91,5.079
277,470.25,5.078
278,470.58,5.078
279,470.92,5.077
280,471.26,5.077
281,471.60,5.076
282,471.93,5.076
283,472.27,5.075
284,472.60,5.075
285,472.94,5.074
286,473.28,5.074
287,473.61,5.073
288,473.95,5.073
289,474.28,5.072
290,474.61,5.071
291,474.95,5.071
292,475.29,5.070
293,475.63,5.070
294,475.96,5.069
295,476.30,5.069
296,476.63,5.068
297,476.97,5.067
298,477.30,5.067
299,477.64,5.066
300,477.98,5.065
301,478.32,5.065
302,478.65,5.064
303,478.98,5.064
304,479.32,5.063
305,479.66,5.062
306,480.00,5.061
307,480.33,5.061
308,480.66,5.060
309,481.00,5.059
310,481.34,5.059
311,481.67,5.058
312,482.01,5.057
313,482.35,5.056
314,482.68,5.056
315,483.02,5.055
316,483.36,5.054
317,483.69,5.053
318,484.02,5.053
319,484.36,5.052
320,484.70,5.051
321,485.04,5.050
322,485.37,5.050
323,485.71,5.049
324,486.04,5.048
325,486.38,5.047
326,486.71,5.046
327,487.05,5.045
328,487.39,5.045
329,487.72,5.044
330,488.06,5.043
331,488.40,5.042
332,488.73,5.041
333,489.06,5.040
334,489.39,5.040
335,489.74,5.039
336,490.08,5.038
337,490.41,5.037
338,490.75,5.036
339,491.08,5.035
340,491.42,5.034
341,491.75,5.033
342,492.09,5.032
343,492.43,5.031
344,492.77,5.030
345,493.10,5.029
346,493.43,5.028
347,493.77,5.027
348,494.11,5.026
349,494.44,5.025
350,494.78,5.024
351,495.11,5.023
352,495.45,5.022
353,495.78,5.021
354,496.12,5.020
355,496.46,5.019
356,496.80,5.018
357,497.13,5.017
358,497.46,5.016
359,497.80,5.015
360,498.14,5.014
361,498.48,5.013
362,498.81,5.012
363,499.14,5.011
364,499.48,5.009
365,499.81,5.008
366,500.15,5.007
367,500.49,5.006
368,500.83,5.005
369,501.16,5.004
370,501.51,5.003
371,501.84,5.002
372,502.18,5.000
373,502.51,4.999
374,502.83,4.998
375,503.17,4.997
376,503.51,4.996
377,503.85,4.995
378,504.19,4.993
379,504.52,4.992
380,504.86,4.991
381,505.19,4.990
382,505.53,4.989
383,505.86,4.987
384,506.20,4.986
385,506.54,4.985
386,506.88,4.984
387,507.22,4.982
388,507.54,4.981
389,507.88,4.980
390,508.21,4.978
391,508.55,4.977
392,508.89,4.976
393,509.23,4.975
394,509.56,4.973
395,509.90,4.972
396,510.24,4.971
397,510.57,4.969
398,510.91,4.968
399,511.24,4.967
400,511.58,4.965
401,511.92,4.964
402,512.25,4.962
403,512.58,4.961
404,512.92,4.960
405,513.26,4.958
406,513.59,4.957
407,513.92,4.956
408,514.26,4.954
409,514.60,4.953
410,514.94,4.951
411,515.27,4.950
412,515.61,4.949
413,515.94,4.947
414,516.28,4.946
415,516.61,4.944
416,516.95,4.943
417,517.29,4.941
418,517.62,4.940
419,517.96,4.938
420,518.30,4.937
421,518.63,4.935
422,518.97,4.934
423,519.30,4.932
424,519.64,4.931
425,519.98,4.929
426,520.31,4.928
427,520.65,4.926
428,520.99,4.924
429,521.32,4.923
430,521.66,4.921
431,521.99,4.920
432,522.32,4.918
433,522.66,4.916
434,523.00,4.915
435,523.33,4.913
436,523.67,4.911
437,524.01,4.910
438,524.35,4.908
439,524.68,4.906
440,525.02,4.905
441,525.35,4.903
442,525.69,4.901
443,526.02,4.899
444,526.36,4.898
445,526.70,4.896
446,527.03,4.894
447,527.37,4.892
448,527.70,4.890
449,528.04,4.888
450,528.38,4.886
451,528.71,4.884
452,529.04,4.882
453,529.38,4.880
454,529.72,4.879
455,530.06,4.877
456,530.39,4.875
457,530.73,4.873
458,531.06,4.871
459,531.39,4.869
460,531.73,4.867
461,532.07,4.865
462,532.41,4.862
463,532.75,4.860
464,533.08,4.858
465,533.41,4.856
466,533.75,4.854
467,534.09,4.852
468,534.43,4.849
469,534.76,4.847
470,535.09,4.845
471,535.43,4.843
472,535.77,4.840
473,536.10,4.838
474,536.44,4.836
475,536.77,4.833
476,537.11,4.831
477,537.45,4.828
478,537.79,4.826
479,538.12,4.824
480,538.46,4.821
481,538.79,4.819
482,539.13,4.816
483,539.47,4.814
484,539.80,4.811
485,540.13,4.809
486,540.47,4.806
487,540.81,4.803
488,541.15,4.801
489,541.48,4.798
490,541.82,4.795
491,542.15,4.793
492,542.48,4.790
493,542.82,4.787
494,543.16,4.784
495,543.49,4.781
496,543.83,4.778
497,544.16,4.775
498,544.50,4.772
499,544.84,4.770
500,545.18,4.767
501,545.51,4.764
502,545.85,4.760
503,546.18,4.757
504,546.52,4.754
505,546.85,4.751
506,547.19,4.748
507,547.53,4.745
508,547.86,4.742
509,548.20,4.739
510,548.54,4.736
511,548.87,4.732
512,549.20,4.729
513,549.54,4.726
514,549.88,4.723
515,550.22,4.720
516,550.55,4.716
517,550.88,4.713
518,551.22,4.710
519,551.56,4.707
520,551.89,4.703
521,552.23,4.700
522,552.57,4.697
523,552.90,4.693
524,553.24,4.690
525,553.58,4.686
526,553.91,4.683
527,554.24,4.680
528,554.58,4.676
529,554.91,4.673
530,555.25,4.669
531,555.59,4.666
532,555.92,4.662
533,556.26,4.658
534,556.59,4.655
535,556.93,4.651
536,557.27,4.648
537,557.60,4.644
538,557.94,4.640
539,558.28,4.636
540,558.61,4.633
541,558.95,4.629
542,559.28,4.625
543,559.62,4.621
544,559.95,4.617
545,560.29,4.614
546,560.63,4.610
547,560.96,4.606
548,561.29,4.602
549,561.63,4.598
550,561.97,4.594
551,562.31,4.590
552,562.65,4.586
553,562.98,4.582
554,563.31,4.578
555,563.65,4.574
556,563.99,4.570
557,564.33,4.566
558,564.66,4.562
559,564.99,4.558
560,565.32,4.554
561,565.67,4.550
562,566.01,4.546
563,566.34,4.542
564,566.67,4.537
565,567.00,4.533
566,567.34,4.529
567,567.68,4.525
568,568.02,4.521
569,568.36,4.517
570,568.69,4.512
571,569.02,4.508
572,569.35,4.504
573,569.70,4.500
574,570.04,4.495
575,570.37,4.491
576,570.70,4.487
577,571.04,4.482
578,571.37,4.478
579,571.71,4.474
580,572.05,4.469
581,572.39,4.465
582,572.72,4.460
583,573.05,4.456
584,573.38,4.451
585,573.72,4.447
586,574.06,4.442
587,574.40,4.438
588,574.74,4.434
589,575.07,4.429
590,575.41,4.425
591,575.74,4.420
592,576.08,4.416
593,576.41,4.411
594,576.76,4.407
595,577.09,4.402
596,577.42,4.397
597,577.76,4.393
598,578.10,4.388
599,578.43,4.383
600,578.77,4.379
601,579.10,4.374
602,579.44,4.369
603,579.77,4.365
604,580.11,4.360
605,580.45,4.355
606,580.79,4.350
607,581.12,4.346
608,581.45,4.341
609,581.79,4.336
610,582.12,4.331
611,582.46,4.327
612,582.80,4.322
613,583.13,4.317
614,583.47,4.312
615,583.81,4.307
616,584.14,4.303
617,584.48,4.298
618,584.81,4.293
619,585.14,4.288
620,585.48,4.283
621,585.82,4.278
622,586.16,4.273
623,586.50,4.269
624,586.83,4.264
625,587.16,4.259
626,587.50,4.254
627,587.84,4.249
628,588.17,4.244
629,588.51,4.239
630,588.84,4.234
631,589.18,4.229
632,589.52,4.224
633,589.85,4.219
634,590.18,4.214
635,590.52,4.209
636,590.86,4.204
637,591.19,4.199
638,591.53,4.194
639,591.87,4.189
640,592.20,4.184
641,592.54,4.179
642,592.87,4.174
643,593.21,4.168
644,593.55,4.163
645,593.88,4.158
646,594.22,4.153
647,594.55,4.148
648,594.89,4.143
649,595.23,4.137
650,595.56,4.132
651,595.90,4.127
652,596.23,4.122
653,596.57,4.116
654,596.91,4.111
655,597.24,4.106
656,597.58,4.100
657,597.91,4.095
658,598.24,4.089
659,598.59,4.084
660,598.92,4.079
661,599.26,4.073
662,599.59,4.067
663,599.93,4.062
664,600.27,4.056
665,600.60,4.051
666,600.94,4.045
667,601.27,4.039
668,601.61,4.034
669,601.95,4.028
670,602.28,4.022
671,602.61,4.017
672,602.95,4.011
673,603.28,4.005
674,603.63,3.999
675,603.96,3.993
676,604.29,3.987
677,604.63,3.982
678,604.97,3.976
679,605.31,3.970
680,605.64,3.964
681,605.97,3.958
682,606.31,3.952
683,606.65,3.945
684,606.98,3.939
685,607.32,3.933
686,607.65,3.927
687,607.99,3.921
688,608.32,3.915
689,608.66,3.908
690,609.00,3.902
691,609.34,3.896
692,609.67,3.889
693,610.00,3.883
694,610.34,3.876
695,610.68,3.870
696,611.02,3.863
697,611.35,3.857
698,611.69,3.850
699,612.02,3.843
700,612.35,3.837
701,612.69,3.830
702,613.03,3.824
703,613.37,3.817
704,613.71,3.810
705,614.03,3.803
706,614.36,3.796
707,614.71,3.790
708,615.05,3.783
709,615.38,3.776
710,615.72,3.769
711,616.05,3.761
712,616.39,3.754
713,616.73,3.747
714,617.06,3.740
715,617.39,3.733
716,617.73,3.725
717,618.07,3.718
718,618.41,3.711
719,618.74,3.703
720,619.08,3.696
721,619.41,3.688
722,619.75,3.681
723,620.08,3.673
724,620.42,3.665
725,620.75,3.658
726,621.09,3.650
727,621.43,3.642
728,621.76,3.634
729,622.10,3.626
730,622.43,3.619
731,622.77,3.611
732,623.10,3.603
733,623.45,3.595
734,623.78,3.587
735,624.12,3.579
736,624.45,3.571
737,624.78,3.563
738,625.12,3.554
739,625.46,3.546
740,625.79,3.538
741,626.13,3.530
742,626.46,3.521
743,626.80,3.513
744,627.14,3.505
745,627.47,3.496
746,627.81,3.488
747,628.15,3.479
748,628.48,3.471
749,628.82,3.462
750,629.15,3.453
751,629.49,3.445
752,629.83,3.436
753,630.16,3.427
754,630.50,3.419
755,630.83,3.410
756,631.17,3.401
757,631.50,3.392
758,631.84,3.383
759,632.17,3.374
760,632.51,3.365
761,632.85,3.356
762,633.18,3.347
763,633.52,3.337
764,633.86,3.328
765,634.20,3.319
766,634.53,3.310
767,634.86,3.300
768,635.20,3.291
769,635.54,3.282
770,635.88,3.272
771,636.20,3.263
772,636.53,3.254
773,636.88,3.244
774,637.22,3.235
775,637.55,3.225
776,637.88,3.215
777,638.22,3.206
778,638.56,3.196
779,638.89,3.186
780,639.23,3.177
781,639.56,3.167
782,639.89,3.157
783,640.23,3.147
784,640.58,3.137
785,640.92,3.128
786,641.24,3.118
787,641.58,3.108
788,641.91,3.098
789,642.25,3.088
790,642.59,3.077
791,642.92,3.067
792,643.26,3.057
793,643.60,3.047
794,643.93,3.037
795,644.27,3.026
796,644.60,3.016
797,644.94,3.005
798,645.28,2.995
799,645.61,2.985
800,645.94,2.974
801,646.28,2.964
802,646.62,2.953
803,646.96,2.942
804,647.29,2.932
805,647.63,2.921
806,647.96,2.910
807,648.30,2.900
808,648.64,2.889
809,648.98,2.878
810,649.31,2.867
811,649.64,2.856
812,649.97,2.845
813,650.32,2.834
814,650.66,2.823
815,650.99,2.812
816,651.32,2.801
817,651.66,2.790
818,652.00,2.779
819,652.34,2.767
820,652.66,2.756
821,653.00,2.745
822,653.34,2.733
823,653.68,2.722
824,654.01,2.710
825,654.35,2.699
826,654.69,2.687
827,655.02,2.676
828,655.35,2.664
829,655.69,2.652
830,656.03,2.641
831,656.37,2.629
832,656.70,2.617
833,657.03,2.605
834,657.37,2.593
835,657.71,2.581
836,658.05,2.569
837,658.38,2.557
838,658.71,2.545
839,659.05,2.533
840,659.38,2.521
841,659.72,2.509
842,660.06,2.496
843,660.40,2.484
844,660.73,2.472
845,661.07,2.459
846,661.41,2.447
847,661.73,2.435
848,662.07,2.422
849,662.41,2.410
850,662.75,2.397
851,663.09,2.385
852,663.42,2.372
853,663.75,2.360
854,664.09,2.347
855,664.43,2.334
856,664.77,2.322
857,665.10,2.309
858,665.44,2.296
859,665.77,2.284
860,666.11,2.271
861,666.45,2.258
862,666.78,2.245
863,667.11,2.233
864,667.45,2.220
865,667.78,2.207
866,668.12,2.194
867,668.46,2.182
868,668.79,2.169
869,669.13,2.156
870,669.46,2.143
871,669.80,2.130
872,670.13,2.118
873,670.47,2.105
874,670.81,2.092
875,671.15,2.079
876,671.48,2.067
877,671.81,2.054
878,672.15,2.041
879,672.48,2.029
880,672.82,2.016
881,673.17,2.003
882,673.50,1.991
883,673.83,1.978
884,674.16,1.966
885,674.50,1.954
886,674.84,1.941
887,675.18,1.929
888,675.51,1.917
889,675.85,1.904
890,676.19,1.892
891,676.52,1.880
892,676.86,1.868
893,677.19,1.856
894,677.53,1.844
895,677.86,1.832
896,678.20,1.820
897,678.54,1.808
898,678.87,1.797
899,679.21,1.785
900,679.54,1.774
901,679.88,1.762
902,680.22,1.751
903,680.55,1.740
904,680.89,1.729
905,681.22,1.718
906,681.56,1.707
907,681.90,1.696
908,682.24,1.685
909,682.57,1.674
910,682.90,1.663
911,683.23,1.653
912,683.57,1.642
913,683.91,1.632
914,684.25,1.621
915,684.58,1.611
916,684.92,1.601
917,685.26,1.591
918,685.59,1.581
919,685.93,1.571
920,686.26,1.561
921,686.60,1.552
922,686.93,1.542
923,687.27,1.533
924,687.61,1.524
925,687.95,1.515
926,688.28,1.506
927,688.61,1.497
928,688.95,1.488
929,689.29,1.480
930,689.62,1.471
931,689.96,1.463
932,690.30,1.454
933,690.63,1.446
934,690.97,1.438
935,691.30,1.430
936,691.63,1.423
937,691.97,1.415
938,692.31,1.408
939,692.65,1.400
940,692.99,1.393
941,693.32,1.386
942,693.66,1.379
943,693.99,1.372
944,694.32,1.365
945,694.66,1.359
946,695.00,1.352
947,695.33,1.346
948,695.67,1.340
949,696.00,1.334
950,696.35,1.328
951,696.68,1.322
952,697.02,1.316
953,697.35,1.311
954,697.68,1.305
955,698.02,1.300
956,698.36,1.295
957,698.70,1.290
958,699.03,1.285
959,699.36,1.280
960,699.70,1.275
961,700.04,1.271
962,700.38,1.266
963,700.71,1.262
964,701.03,1.258
965,701.36,1.254
966,701.70,1.250
967,702.04,1.246
968,702.37,1.242
969,702.70,1.238
970,703.04,1.235
971,703.37,1.232
972,703.70,1.228
973,704.03,1.225
974,704.37,1.222
975,704.71,1.219
976,705.04,1.216
977,705.37,1.213
978,705.71,1.210
979,706.04,1.208
980,706.37,1.205
981,706.70,1.203
982,707.04,1.201
983,707.38,1.199
984,707.71,1.197
985,708.04,1.195
986,708.37,1.193
987,708.70,1.191
988,709.03,1.189
989,709.37,1.187
990,709.70,1.186
991,710.04,1.184
992,710.37,1.182
993,710.70,1.180
994,711.03,1.179
995,711.37,1.177
996,711.71,1.176
997,712.04,1.174
998,712.37,1.173
999,712.70,1.171
1000,713.04,1.170
1001,713.37,1.168
1002,713.71,1.167
1003,714.03,1.166
1004,714.37,1.164
1005,714.70,1.163
1006,715.04,1.162
1007,715.37,1.161
1008,715.71,1.159
1009,716.04,1.158
1010,716.37,1.157
1011,716.70,1.156
1012,717.04,1.155
1013,717.37,1.153
1014,717.71,1.152
1015,718.04,1.151
1016,718.37,1.150
1017,718.70,1.149
1018,719.04,1.148
1019,719.37,1.147
1020,719.70,1.146
1021,720.03,1.144
1022,720.37,1.143
1023,720.71,1.142
1024,721.03,1.141
1025,721.37,1.140
1026,721.70,1.139
1027,722.03,1.138
1028,722.37,1.137
1029,722.70,1.136
1030,723.04,1.135
1031,723.37,1.134
1032,723.70,1.133
1033,724.04,1.132
1034,724.37,1.131
1035,724.71,1.130
1036,725.04,1.129
1037,725.37,1.128
1038,725.71,1.127
1039,726.04,1.126
1040,726.37,1.125
1041,726.70,1.124
1042,727.04,1.123
1043,727.37,1.122
1044,727.71,1.121
1045,728.04,1.120
1046,728.37,1.119
1047,728.70,1.118
1048,729.04,1.117
1049,729.37,1.116
1050,729.71,1.115
1051,730.03,1.114
1052,730.37,1.113
1053,730.71,1.112
1054,731.03,1.111
1055,731.37,1.110
1056,731.70,1.109
1057,732.04,1.108
1058,732.38,1.108
1059,732.71,1.107
1060,733.04,1.106
1061,733.36,1.105
1062,733.70,1.104
1063,734.04,1.103
1064,734.37,1.102
1065,734.70,1.101
1066,735.04,1.100
1067,735.37,1.099
1068,735.71,1.098
1069,736.04,1.097
1070,736.38,1.096
1071,736.70,1.096
1072,737.04,1.095
1073,737.37,1.094
1074,737.70,1.093
1075,738.04,1.092
1076,738.37,1.091
1077,738.71,1.090
1078,739.03,1.089
1079,739.37,1.088
1080,739.70,1.087
1081,740.04,1.086
1082,740.37,1.085
1083,740.71,1.085
1084,741.04,1.084
1085,741.38,1.083
1086,741.70,1.082
1087,742.04,1.081
1088,742.37,1.080
1089,742.70,1.079
1090,743.04,1.079
1091,743.37,1.078
1092,743.70,1.077
1093,744.04,1.076
1094,744.37,1.075
1095,744.71,1.074
1096,745.04,1.073
1097,745.37,1.072
1098,745.71,1.072
1099,746.04,1.071
1100,746.36,1.070
1101,746.70,1.069
1102,747.04,1.068
1103,747.37,1.067
1104,747.70,1.066
1105,748.04,1.066
1106,748.37,1.065
1107,748.70,1.064
1108,749.04,1.063
1109,749.37,1.062
1110,749.70,1.061
1111,750.04,1.060
1112,750.37,1.059
1113,750.70,1.059
1114,751.04,1.058
1115,751.37,1.057
1116,751.70,1.056
1117,752.04,1.055
1118,752.38,1.054
1119,752.70,1.053
1120,753.04,1.053
1121,753.38,1.052
1122,753.71,1.051
1123,754.03,1.050
1124,754.37,1.049
1125,754.71,1.048
1126,755.04,1.048
1127,755.38,1.047
1128,755.71,1.046
1129,756.04,1.045
1130,756.37,1.044
1131,756.71,1.043
1132,757.04,1.043
1133,757.37,1.042
1134,757.71,1.041
1135,758.04,1.040
1136,758.37,1.040
1137,758.70,1.039
1138,759.04,1.038
1139,759.38,1.037
1140,759.71,1.037
1141,760.04,1.036
1142,760.37,1.035
1143,760.70,1.034
1144,761.04,1.034
1145,761.37,1.033
1146,761.71,1.032
1147,762.04,1.031
1148,762.38,1.030
1149,762.71,1.030
1150,763.04,1.029
1151,763.37,1.028
1152,763.71,1.027
1153,764.04,1.027
1154,764.37,1.026
1155,764.70,1.025
1156,765.04,1.024
1157,765.37,1.024
1158,765.71,1.023
1159,766.04,1.022
1160,766.37,1.021
1161,766.71,1.021
1162,767.04,1.020
1163,767.37,1.019
1164,767.71,1.018
1165,768.04,1.017
1166,768.38,1.017
1167,768.71,1.016
1168,769.04,1.015
1169,769.37,1.014
1170,769.71,1.014
1171,770.04,1.013
1172,770.37,1.012
1173,770.70,1.012
1174,771.04,1.011
1175,771.38,1.010
1176,771.71,1.010
1177,772.04,1.009
1178,772.37,1.008
1179,772.71,1.008
1180,773.04,1.007
1181,773.37,1.006
1182,773.70,1.006
1183,774.04,1.005
1184,774.37,1.004
1185,774.71,1.004
1186,775.04,1.003
1187,775.37,1.002
1188,775.71,1.002
1189,776.04,1.001
1190,776.37,1.000
1191,776.71,1.000
1192,777.05,0.999
1193,777.37,0.998
1194,777.71,0.998
1195,778.04,0.997
1196,778.37,0.997
1197,778.71,0.996
1198,779.05,0.995
1199,779.37,0.995
1200,779.71,0.994
1201,780.04,0.993
1202,780.38,0.993
1203,780.71,0.992
1204,781.04,0.992
1205,781.38,0.991
1206,781.71,0.990
1207,782.05,0.990
1208,782.38,0.989
1209,782.71,0.989
1210,783.04,0.988
1211,783.37,0.987
1212,783.71,0.987
1213,784.04,0.986
1214,784.38,0.986
1215,784.71,0.985
1216,785.04,0.985
1217,785.37,0.984
1218,785.71,0.983
1219,786.04,0.983
1220,786.37,0.982
1221,786.70,0.982
1222,787.04,0.981
1223,787.38,0.981
1224,787.71,0.980
1225,788.04,0.979
1226,788.37,0.979
1227,788.71,0.978
1228,789.04,0.978
1229,789.37,0.977
1230,789.70,0.977
1231,790.04,0.976
1232,790.38,0.976
1233,790.71,0.975
1234,791.04,0.975
1235,791.37,0.974
1236,791.71,0.973
1237,792.05,0.973
1238,792.38,0.972
1239,792.70,0.972
1240,793.04,0.971
1241,793.38,0.971
1242,793.71,0.970
1243,794.04,0.970
1244,794.37,0.969
1245,794.71,0.969
1246,795.04,0.968
1247,795.37,0.968
1248,795.71,0.967
1249,796.04,0.967
1250,796.37,0.966
1251,796.71,0.966
1252,797.05,0.965
1253,797.38,0.965
1254,797.71,0.964
1255,798.04,0.964
1256,798.37,0.963
1257,798.71,0.963
1258,799.05,0.962
1259,799.38,0.962
1260,799.71,0.961
1261,800.04,0.961
1262,800.37,0.960
1263,800.71,0.960
1264,801.04,0.959
1265,801.38,0.959
1266,801.71,0.958
1267,802.04,0.958
1268,802.37,0.957
1269,802.71,0.957
1270,803.05,0.956
1271,803.38,0.956
1272,803.71,0.955
1273,804.04,0.955
1274,804.38,0.954
1275,804.71,0.954
1276,805.04,0.953
1277,805.37,0.953
1278,805.72,0.952
1279,806.04,0.952
1280,806.38,0.952
1281,806.71,0.951
1282,807.05,0.951
1283,807.38,0.950
1284,807.71,0.950
1285,808.04,0.949
1286,808.38,0.949
1287,808.71,0.948
1288,809.04,0.948
1289,809.38,0.948
1290,809.71,0.947
1291,810.04,0.947
1292,810.38,0.946
1293,810.71,0.946
1294,811.04,0.945
1295,811.37,0.945
1296,811.71,0.945
1297,812.05,0.944
1298,812.38,0.944
1299,812.71,0.943
1300,813.04,0.943
1301,813.38,0.943
1302,813.71,0.942
1303,814.05,0.942
1304,814.38,0.942
1305,814.71,0.941
1306,815.05,0.941
1307,815.38,0.940
1308,815.71,0.940
1309,816.05,0.940
1310,816.38,0.939
1311,816.71,0.939
1312,817.04,0.938
1313,817.38,0.938
1314,817.71,0.938
1315,818.05,0.937
1316,818.38,0.937
1317,818.72,0.936
1318,819.04,0.936
1319,819.38,0.936
1320,819.71,0.935
1321,820.04,0.935
1322,820.38,0.934
1323,820.71,0.934
1324,821.05,0.934
1325,821.38,0.933
1326,821.71,0.933
1327,822.04,0.932
1328,822.38,0.932
1329,822.72,0.931
1330,823.04,0.931
1331,823.37,0.931
1332,823.71,0.930
1333,824.05,0.930
1334,824.38,0.930
1335,824.71,0.929
1336,825.04,0.929
1337,825.38,0.928
1338,825.72,0.928
1339,826.04,0.928
1340,826.38,0.927
1341,826.71,0.927
1342,827.05,0.926
1343,827.38,0.926
1344,827.71,0.926
1345,828.04,0.925
1346,828.38,0.925
1347,828.71,0.925
1348,829.04,0.924
1349,829.38,0.924
1350,829.72,0.923
1351,830.05,0.923
1352,830.37,0.923
1353,830.71,0.922
1354,831.05,0.922
1355,831.39,0.922
1356,831.72,0.921
1357,832.05,0.921
1358,832.38,0.921
